"time","speed1.phi","speed1.w","speed2.phi","speed3.s","speed3.v","speed4.s"
0,0,0,0,1,0,1
0.00022,0,0,1.52055758863493e-07,1,0,1.00000015205576
0.00044,0,0,6.0821487374173e-07,1,0,1.00000060821487
0.00066,0,0,1.36847755957152e-06,1,0,1.00000136847756
0.00088,0,0,2.43284367094434e-06,1,0,1.00000243284367
0.0011,0,0,3.8013030812201e-06,1,0,1.00000380130308
0.00132,0,0,5.47385764266044e-06,1,0,1.00000547385764
0.00154,0,0,7.45050806103286e-06,1,0,1.00000745050806
0.00176,0,0,9.73125433633736e-06,1,0,1.00000973125434
0.00198,0,0,1.23160352737105e-05,1,0,1.00001231603527
0.0022,0,0,1.52048697227331e-05,1,0,1.00001520486972
0.00242,0,0,1.83977691856297e-05,1,0,1.00001839776919
0.00264,0,0,2.18947336624003e-05,1,0,1.00002189473366
0.00286,0,0,2.56957631530448e-05,1,0,1.00002569576315
0.00308,0,0,2.98008576575633e-05,1,0,1.00002980085766
0.0033,0,0,3.42100171759558e-05,1,0,1.00003421001718
0.00352,0,0,3.89232417082223e-05,1,0,1.00003892324171
0.00374,0,0,4.39401958218927e-05,1,0,1.00004394019582
0.00396,0,0,4.92609069374756e-05,1,0,1.00004926090694
0.00418,0,0,5.48855596361956e-05,1,0,1.00005488555964
0.0044,0,0,6.08141539180526e-05,1,0,1.00006081415392
0.00462,0,0,6.70466897830467e-05,1,0,1.00006704668978
0.00484,0,0,7.3583167231178e-05,1,0,1.00007358316723
0.00506,0,0,8.04235862624462e-05,1,0,1.00008042358626
0.00528,0,0,8.75679468768515e-05,1,0,1.00008756794688
0.0055,0,0,9.50162490743939e-05,1,0,1.00009501624907
0.00572,0,0,0.000102768492855073,1,0,1.00010276849285
0.00594,0,0,0.00011082467821889,1,0,1.00011082467822
0.00616,0,0,0.000119184805165843,1,0,1.00011918480517
0.00638,0,0,0.000127848873695934,1,0,1.0001278488737
0.0066,0,0,0.000136816883809162,1,0,1.00013681688381
0.00682,0,0,0.000146088835505527,1,0,1.00014608883551
0.00704,0,0,0.000155664728785028,1,0,1.00015566472879
0.00726,0,0,0.000165543608183912,1,0,1.00016554360818
0.00748,0,0,0.000175722979650139,1,0,1.00017572297965
0.0077,0,0,0.000186205799144371,1,0,1.00018620579914
0.00792,0,0,0.000196992066666608,1,0,1.00019699206667
0.00814,0,0,0.000208081782216851,1,0,1.00020808178222
0.00836,0,0,0.0002194749457951,1,0,1.00021947494579
0.00858,0,0,0.000231171557401353,1,0,1.0002311715574
0.0088,0,0,0.000243171617035613,1,0,1.00024317161704
0.00902,0,0,0.000255475124697877,1,0,1.0002554751247
0.00924,0,0,0.000268082080388148,1,0,1.00026808208039
0.00946,0,0,0.000280992484106423,1,0,1.00028099248411
0.00968,0,0,0.000294206335852705,1,0,1.00029420633585
0.0099,0,0,0.000307723635626991,1,0,1.00030772363563
0.01012,0,0,0.000321544383429283,1,0,1.00032154438343
0.01034,0,0,0.000335668579259581,1,0,1.00033566857926
0.01056,0,0,0.000350096223117884,1,0,1.00035009622312
0.01078,0,0,0.000364827315004192,1,0,1.000364827315
0.011,0,0,0.000379861854918507,1,0,1.00037986185492
0.01122,0,0,0.000395199842860826,1,0,1.00039519984286
0.01144,0,0,0.000410841278831151,1,0,1.00041084127883
0.01166,0,0,0.000426786162829481,1,0,1.00042678616283
0.01188,0,0,0.000443034494855817,1,0,1.00044303449486
0.0121,0,0,0.000459586274910159,1,0,1.00045958627491
0.01232,0,0,0.000476441502992505,1,0,1.00047644150299
0.01254,0,0,0.000493600179102858,1,0,1.0004936001791
0.01276,0,0,0.000511062303241215,1,0,1.00051106230324
0.01298,0,0,0.000528827875407579,1,0,1.00052882787541
0.0132,0,0,0.000546896895601947,1,0,1.0005468968956
0.01342,0,0,0.000565269363824322,1,0,1.00056526936382
0.01364,0,0,0.000583945280074701,1,0,1.00058394528007
0.01386,0,0,0.000602924644353086,1,0,1.00060292464435
0.01408,0,0,0.000622207456659477,1,0,1.00062220745666
0.0143,0,0,0.000641793716993873,1,0,1.00064179371699
0.01452,0,0,0.000661676967815148,1,0,1.00066167696782
0.01474,0,0,0.000681855624835871,1,0,1.00068185562484
0.01496,0,0,0.000702336894137888,1,0,1.00070233689414
0.01518,0,0,0.0007231207757212,1,0,1.00072312077572
0.0154,0,0,0.000744207269585807,1,0,1.00074420726959
0.01562,0,0,0.000765596375731708,1,0,1.00076559637573
0.01584,0,0,0.000787288094158905,1,0,1.00078728809416
0.01606,0,0,0.000809282424867396,1,0,1.00080928242487
0.01628,0,0,0.000831579367857181,1,0,1.00083157936786
0.0165,0,0,0.000854178923128262,1,0,1.00085417892313
0.01672,0,0,0.000877081090680638,1,0,1.00087708109068
0.01694,0,0,0.000900285870514307,1,0,1.00090028587051
0.01716,0,0,0.000923793262629273,1,0,1.00092379326263
0.01738,0,0,0.000947603267025532,1,0,1.00094760326703
0.0176,0,0,0.000971715883703086,1,0,1.0009717158837
0.01782,0,0,0.000996131112661935,1,0,1.00099613111266
0.01804,0,0,0.00102084895390208,1,0,1.0010208489539
0.01826,0,0,0.00104586940742352,1,0,1.00104586940742
0.01848,0,0,0.00107119247322625,1,0,1.00107119247323
0.0187,0,0,0.00109681815131028,1,0,1.00109681815131
0.01892,0,0,0.0011227464416756,1,0,1.00112274644168
0.01914,0,0,0.00114897734432222,1,0,1.00114897734432
0.01936,0,0,0.00117551085925013,1,0,1.00117551085925
0.01958,0,0,0.00120234698645934,1,0,1.00120234698646
0.0198,0,0,0.00122948572594984,1,0,1.00122948572595
0.02002,0,0,0.00125692707772164,1,0,1.00125692707772
0.02024,0,0,0.00128467104177473,1,0,1.00128467104177
0.02046,0,0,0.00131271761810911,1,0,1.00131271761811
0.02068,0,0,0.00134106680672479,1,0,1.00134106680672
0.0209,0,0,0.00136971860762177,1,0,1.00136971860762
0.02112,0,0,0.00139867302080004,1,0,1.0013986730208
0.02134,0,0,0.0014279300462596,1,0,1.00142793004626
0.02156,0,0,0.00145748968400046,1,0,1.001457489684
0.02178,0,0,0.00148733369969629,1,0,1.0014873336997
0.022,0,0,0.00151747107421855,1,0,1.00151747107422
0.02222,0,0,0.00154790949752849,1,0,1.00154790949753
0.02244,0,0,0.00157864896962612,1,0,1.00157864896963
0.02266,0,0,0.00160968949051143,1,0,1.00160968949051
0.02288,0,0,0.00164103106018442,1,0,1.00164103106018
0.0231,0,0,0.00167267367864509,1,0,1.00167267367864
0.02332,0,0,0.00170461734589345,1,0,1.00170461734589
0.02354,0,0,0.00173686206192949,1,0,1.00173686206193
0.02376,0,0,0.00176940782675321,1,0,1.00176940782675
0.02398,0,0,0.00180225464036462,1,0,1.00180225464036
0.0242,0,0,0.00183540250276371,1,0,1.00183540250276
0.02442,0,0,0.00186885141395048,1,0,1.00186885141395
0.02464,0,0,0.00190260137392494,1,0,1.00190260137392
0.02486,0,0,0.00193665238268708,1,0,1.00193665238269
0.02508,0,0,0.0019710044402369,1,0,1.00197100444024
0.0253,0,0,0.0020056575465744,1,0,1.00200565754657
0.02552,0,0,0.00204061170169959,1,0,1.0020406117017
0.02574,0,0,0.00207586690561246,1,0,1.00207586690561
0.02596,0,0,0.00211142315831301,1,0,1.00211142315831
0.02618,0,0,0.00214728045980125,1,0,1.0021472804598
0.0264,0,0,0.00218343881007717,1,0,1.00218343881008
0.02662,0,0,0.00221989820914077,1,0,1.00221989820914
0.02684,0,0,0.00225665865699206,1,0,1.00225665865699
0.02706,0,0,0.00229372015363102,1,0,1.00229372015363
0.02728,0,0,0.00233108269905767,1,0,1.00233108269906
0.0275,0,0,0.00236874629327201,1,0,1.00236874629327
0.02772,0,0,0.00240671093627403,1,0,1.00240671093627
0.02794,0,0,0.00244497662806372,1,0,1.00244497662806
0.02816,0,0,0.00248354336864111,1,0,1.00248354336864
0.02838,0,0,0.00252241115800617,1,0,1.00252241115801
0.0286,0,0,0.00256157999615892,1,0,1.00256157999616
0.02882,0,0,0.00260104988309935,1,0,1.0026010498831
0.02904,0,0,0.00264078676620152,1,0,1.0026407867662
0.02926,0,0,0.00268081999723624,1,0,1.00268081999724
0.02948,0,0,0.00272115210148569,1,0,1.00272115210149
0.0297,0,0,0.00276178307894987,1,0,1.00276178307895
0.02992,0,0,0.00280271292962877,1,0,1.00280271292963
0.03014,0,0,0.0028439416535224,1,0,1.00284394165352
0.03036,0,0,0.00288546925063075,1,0,1.00288546925063
0.03058,0,0,0.00292729572095383,1,0,1.00292729572095
0.0308,0,0,0.00296942106449164,1,0,1.00296942106449
0.03102,0,0,0.00301184528124418,1,0,1.00301184528124
0.03124,0,0,0.00305456837121144,1,0,1.00305456837121
0.03146,0,0,0.00309759033439343,1,0,1.00309759033439
0.03168,0,0,0.00314091117079014,1,0,1.00314091117079
0.0319,0,0,0.00318453088040158,1,0,1.0031845308804
0.03212,0,0,0.00322844946322775,1,0,1.00322844946323
0.03234,0,0,0.00327266691926864,1,0,1.00327266691927
0.03256,0,0,0.00331718324852426,1,0,1.00331718324852
0.03278,0,0,0.00336199845099461,1,0,1.00336199845099
0.033,0,0,0.00340711252667968,1,0,1.00340711252668
0.03322,0,0,0.00345252547557948,1,0,1.00345252547558
0.03344,0,0,0.003498237297694,1,0,1.00349823729769
0.03366,0,0,0.00354424799302326,1,0,1.00354424799302
0.03388,0,0,0.00359055756156723,1,0,1.00359055756157
0.0341,0,0,0.00363716600332594,1,0,1.00363716600333
0.03432,0,0,0.00368407331829937,1,0,1.0036840733183
0.03454,0,0,0.00373127950648753,1,0,1.00373127950649
0.03476,0,0,0.00377878456789041,1,0,1.00377878456789
0.03498,0,0,0.00382658850250802,1,0,1.00382658850251
0.0352,0,0,0.00387469131034036,1,0,1.00387469131034
0.03542,0,0,0.00392309299138742,1,0,1.00392309299139
0.03564,0,0,0.00397179354564921,1,0,1.00397179354565
0.03586,0,0,0.00402079297312573,1,0,1.00402079297313
0.03608,0,0,0.00407008723633838,1,0,1.00407008723634
0.0363,0,0,0.00411965799193387,1,0,1.00411965799193
0.03652,0,0,0.00416952526090395,1,0,1.0041695252609
0.03674,0,0,0.00421968897369629,1,0,1.0042196889737
0.03696,0,0,0.00427014906075859,1,0,1.00427014906076
0.03718,0,0,0.00432090545253855,1,0,1.00432090545254
0.0374,0,0,0.00437195807948386,1,0,1.00437195807948
0.03762,0,0,0.00442330687204222,1,0,1.00442330687204
0.03784,0,0,0.00447495176066133,1,0,1.00447495176066
0.03806,0,0,0.00452689267578887,1,0,1.00452689267579
0.03828,0,0,0.00457912954787255,1,0,1.00457912954787
0.0385,0,0,0.00463166230736005,1,0,1.00463166230736
0.03872,0,0,0.00468449088469908,1,0,1.0046844908847
0.03894,0,0,0.00473761521033733,1,0,1.00473761521034
0.03916,0,0,0.00479103521472249,1,0,1.00479103521472
0.03938,0,0,0.00484475082830225,1,0,1.0048447508283
