"time","inertia2.s","inertia2.v","mass1.s","mass1.v"
0.031,-0.00475262135451371,-0.306357585168986,-0.00475262135451371,-0.306357585168986
0.0315,-0.00490702384309227,-0.311281040501949,-0.00490702384309227,-0.311281040501949
0.032,-0.00506388766383459,-0.316203640263939,-0.00506388766383459,-0.316203640263939
0.0325,-0.00522321245300044,-0.321125370855484,-0.00522321245300044,-0.321125370855484
0.033,-0.00538499784684963,-0.326046218677109,-0.00538499784684963,-0.326046218677109
0.0335,-0.00554924348164193,-0.330966170129342,-0.00554924348164193,-0.330966170129342
0.034,-0.00571594899363712,-0.335885211612708,-0.00571594899363712,-0.335885211612708
0.0345,-0.00588511401909501,-0.340803329527734,-0.00588511401909501,-0.340803329527734
0.035,-0.00605673819427536,-0.345720510274946,-0.00605673819427536,-0.345720510274946
0.0355,-0.00623081773970879,-0.350636739564355,-0.00623081773970879,-0.350636739564355
0.036,-0.00640735410048524,-0.355552004162156,-0.00640735410048524,-0.355552004162156
0.0365,-0.00658634771542035,-0.360466290631119,-0.00658634771542035,-0.360466290631119
0.037,-0.00676779817451961,-0.365379585362418,-0.00676779817451961,-0.365379585362418
0.0375,-0.00695170506778853,-0.37029187474723,-0.00695170506778853,-0.37029187474723
0.038,-0.00713806798523262,-0.37520314517673,-0.00713806798523262,-0.37520314517673
0.0385,-0.0073268865168574,-0.380113383042094,-0.0073268865168574,-0.380113383042094
0.039,-0.00751816025266836,-0.385022574734498,-0.00751816025266836,-0.385022574734498
0.0395,-0.00771188878267103,-0.389930706645118,-0.00771188878267103,-0.389930706645118
0.04,-0.00790807169687089,-0.394837765165129,-0.00790807169687089,-0.394837765165129
0.0405,-0.00810670858527347,-0.399743736685706,-0.00810670858527347,-0.399743736685706
0.041,-0.00830779903788428,-0.404648607598027,-0.00830779903788428,-0.404648607598027
0.0415,-0.00851134264470882,-0.409552364293265,-0.00851134264470882,-0.409552364293265
0.042,-0.00871733899575259,-0.414454993162598,-0.00871733899575259,-0.414454993162598
0.0425,-0.00892578768102111,-0.419356480597201,-0.00892578768102111,-0.419356480597201
0.043,-0.0091366882905199,-0.424256812988249,-0.0091366882905199,-0.424256812988249
0.0435,-0.00935004041425444,-0.429155976726918,-0.00935004041425444,-0.429155976726918
0.044,-0.0095658321182244,-0.434053969109939,-0.0095658321182244,-0.434053969109939
0.0445,-0.00978407168919813,-0.438950768298449,-0.00978407168919813,-0.438950768298449
0.045,-0.0100047593347639,-0.443846360099182,-0.0100047593347639,-0.443846360099182
0.0455,-0.0102278945310901,-0.448740731011044,-0.0102278945310901,-0.448740731011044
0.046,-0.0104534767543449,-0.453633867532937,-0.0104534767543449,-0.453633867532937
0.0465,-0.0106815054806967,-0.458525756163766,-0.0106815054806967,-0.458525756163766
0.047,-0.0109119801863138,-0.463416383402434,-0.0109119801863138,-0.463416383402434
0.0475,-0.0111449003473644,-0.468305735747845,-0.0111449003473644,-0.468305735747845
0.048,-0.0113802654400169,-0.473193799698902,-0.0113802654400169,-0.473193799698902
0.0485,-0.0116180749404396,-0.47808056175451,-0.0116180749404396,-0.47808056175451
0.049,-0.0118583283248007,-0.482966008413571,-0.0118583283248007,-0.482966008413571
0.0495,-0.0121010250692686,-0.48785012617499,-0.0121010250692686,-0.48785012617499
0.05,-0.0123461646500116,-0.49273290153767,-0.0123461646500116,-0.49273290153767
0.0505,-0.012593746543198,-0.497614321000516,-0.012593746543198,-0.497614321000516
0.051,-0.012843770224996,-0.50249437106243,-0.012843770224996,-0.50249437106243
0.0515,-0.0130962351715739,-0.507373038222316,-0.0130962351715739,-0.507373038222316
0.052,-0.0133511398802748,-0.512250309557576,-0.0133511398802748,-0.512250309557576
0.0525,-0.0136084730014819,-0.517126177965277,-0.0136084730014819,-0.517126177965277
0.053,-0.0138682436263441,-0.52200062426176,-0.0138682436263441,-0.52200062426176
0.0535,-0.0141304511089448,-0.526873635018079,-0.0141304511089448,-0.526873635018079
0.054,-0.0143950948033677,-0.531745196805293,-0.0143950948033677,-0.531745196805293
0.0545,-0.0146621740636963,-0.536615296194459,-0.0146621740636963,-0.536615296194459
0.055,-0.0149316882440142,-0.541483919756635,-0.0149316882440142,-0.541483919756635
0.0555,-0.0152036366984049,-0.546351054062876,-0.0152036366984049,-0.546351054062876
0.056,-0.015478018780952,-0.551216685684241,-0.015478018780952,-0.551216685684241
0.0565,-0.0157548338457391,-0.556080801191787,-0.0157548338457391,-0.556080801191787
0.057,-0.0160340812468497,-0.56094338715657,-0.0160340812468497,-0.56094338715657
0.0575,-0.0163157603383673,-0.565804430149649,-0.0163157603383673,-0.565804430149649
0.058,-0.0165998704743756,-0.57066391674208,-0.0165998704743756,-0.57066391674208
0.0585,-0.016886411008958,-0.57552183350492,-0.016886411008958,-0.57552183350492
0.059,-0.0171753812961982,-0.580378167009228,-0.0171753812961982,-0.580378167009228
0.0595,-0.0174667806901797,-0.585232903826059,-0.0174667806901797,-0.585232903826059
0.06,-0.017760608544986,-0.590086030526471,-0.017760608544986,-0.590086030526471
0.0605,-0.018056861639769,-0.594937535054384,-0.018056861639769,-0.594937535054384
0.061,-0.0183555321952527,-0.59978740778411,-0.0183555321952527,-0.59978740778411
0.0615,-0.0186566272038988,-0.604635631214193,-0.0186566272038988,-0.604635631214193
0.062,-0.0189601459053301,-0.609482191976717,-0.0189601459053301,-0.609482191976717
0.0625,-0.0192660875391698,-0.614327076703766,-0.0192660875391698,-0.614327076703766
0.063,-0.0195744513450407,-0.619170272027421,-0.0195744513450407,-0.619170272027421
0.0635,-0.0198852365625659,-0.624011764579769,-0.0198852365625659,-0.624011764579769
0.064,-0.0201984424313684,-0.628851540992891,-0.0201984424313684,-0.628851540992891
0.0645,-0.0205140681910712,-0.633689587898872,-0.0205140681910712,-0.633689587898872
0.065,-0.0208321130812973,-0.638525891929794,-0.0208321130812973,-0.638525891929794
0.0655,-0.0211525763416696,-0.643360439717742,-0.0211525763416696,-0.643360439717742
0.066,-0.0214754572118112,-0.648193217894799,-0.0214754572118112,-0.648193217894799
0.0665,-0.0218007549313451,-0.653024213093049,-0.0218007549313451,-0.653024213093049
0.067,-0.0221284687398942,-0.657853411944574,-0.0221284687398942,-0.657853411944574
0.0675,-0.0224585978770815,-0.662680801081459,-0.0224585978770815,-0.662680801081459
0.068,-0.0227911415825301,-0.667506367135787,-0.0227911415825301,-0.667506367135787
0.0685,-0.0231260990958629,-0.672330096739642,-0.0231260990958629,-0.672330096739642
0.069,-0.0234634654555719,-0.677151979161489,-0.0234634654555719,-0.677151979161489
0.0695,-0.0238032359383612,-0.681972003520308,-0.0238032359383612,-0.681972003520308
0.07,-0.0241454158972323,-0.686790152611784,-0.0241454158972323,-0.686790152611784
0.0705,-0.0244900044593369,-0.691606413138582,-0.0244900044593369,-0.691606413138582
0.071,-0.0248370007518265,-0.696420771803366,-0.0248370007518265,-0.696420771803366
0.0715,-0.0251864039018526,-0.701233215308799,-0.0251864039018526,-0.701233215308799
0.072,-0.0255382130365668,-0.706043730357546,-0.0255382130365668,-0.706043730357546
0.0725,-0.0258924272831206,-0.710852303652271,-0.0258924272831206,-0.710852303652271
0.073,-0.0262490457686657,-0.715658921895638,-0.0262490457686657,-0.715658921895638
0.0735,-0.0266080676203534,-0.720463571790311,-0.0266080676203534,-0.720463571790311
0.074,-0.0269694919653355,-0.725266240038953,-0.0269694919653355,-0.725266240038953
0.0745,-0.0273333179307635,-0.730066913344229,-0.0273333179307635,-0.730066913344229
0.075,-0.0276995446437889,-0.734865578408803,-0.0276995446437889,-0.734865578408803
0.0755,-0.0280681712315632,-0.739662221935338,-0.0280681712315632,-0.739662221935338
0.076,-0.0284391968212381,-0.744456830626499,-0.0284391968212381,-0.744456830626499
0.0765,-0.0288126205399651,-0.749249391184949,-0.0288126205399651,-0.749249391184949
0.077,-0.0291884415148957,-0.754039890313353,-0.0291884415148957,-0.754039890313353
0.0775,-0.0295666546429267,-0.758828318133906,-0.0295666546429267,-0.758828318133906
0.078,-0.0299472581952537,-0.763614662041185,-0.0299472581952537,-0.763614662041185
0.0785,-0.030330254494223,-0.768398906155015,-0.030330254494223,-0.768398906155015
0.079,-0.0307156424949941,-0.77318103731709,-0.0307156424949941,-0.77318103731709
0.0795,-0.0311034211464281,-0.777961042374194,-0.0311034211464281,-0.777961042374194
0.08,-0.0314935893910876,-0.782738908178204,-0.0314935893910876,-0.782738908178204
0.0805,-0.0318861461652369,-0.787514621586089,-0.0318861461652369,-0.787514621586089
0.081,-0.0322810903988418,-0.792288169459908,-0.0322810903988418,-0.792288169459908
0.0815,-0.0326784210155697,-0.797059538666811,-0.0326784210155697,-0.797059538666811
0.082,-0.0330781369327898,-0.80182871607904,-0.0330781369327898,-0.80182871607904
0.0825,-0.0334802370615724,-0.806595688573929,-0.0334802370615724,-0.806595688573929
0.083,-0.0338847203066899,-0.811360443033903,-0.0338847203066899,-0.811360443033903
0.0835,-0.034291585566616,-0.816122966346476,-0.034291585566616,-0.816122966346476
0.084,-0.0347008317335259,-0.820883245404257,-0.0347008317335259,-0.820883245404257
0.0845,-0.0351124576932968,-0.825641267104944,-0.0351124576932968,-0.825641267104944
0.085,-0.0355264623255069,-0.830397018351327,-0.0355264623255069,-0.830397018351327
0.0855,-0.0359428445034365,-0.835150486051287,-0.0359428445034365,-0.835150486051287
0.086,-0.0363616030940672,-0.839901657117797,-0.0363616030940672,-0.839901657117797
0.0865,-0.0367827369580823,-0.844650518468921,-0.0367827369580823,-0.844650518468921
0.087,-0.0372062449498666,-0.849397057027814,-0.0372062449498666,-0.849397057027814
0.0875,-0.0376321259175065,-0.854141259722722,-0.0376321259175065,-0.854141259722722
0.088,-0.0380603787027901,-0.858883113486985,-0.0380603787027901,-0.858883113486985
0.0885,-0.038491002141207,-0.86362260525903,-0.038491002141207,-0.86362260525903
0.089,-0.0389239950619483,-0.868359721982379,-0.0389239950619483,-0.868359721982379
0.0895,-0.0393593562879068,-0.873094450605644,-0.0393593562879068,-0.873094450605644
0.09,-0.0397970846356769,-0.877826778082527,-0.0397970846356769,-0.877826778082527
0.0905,-0.0402371789155544,-0.882556691371823,-0.0402371789155544,-0.882556691371823
0.091,-0.0406796379315369,-0.887284177437419,-0.0406796379315369,-0.887284177437419
0.0915,-0.0411244604813235,-0.892009223248291,-0.0411244604813235,-0.892009223248291
0.092,-0.0415716453563149,-0.896731815778509,-0.0415716453563149,-0.896731815778509
0.0925,-0.0420211913416134,-0.901451942007231,-0.0420211913416134,-0.901451942007231
0.093,-0.0424730972160227,-0.90616958891871,-0.0424730972160227,-0.90616958891871
0.0935,-0.0429273617520483,-0.910884743502288,-0.0429273617520483,-0.910884743502288
0.094,-0.0433839837158973,-0.915597392752399,-0.0433839837158973,-0.915597392752399
0.0945,-0.0438429596257422,-0.920307527500466,-0.0438429596257422,-0.920307527500466
0.095,-0.0443042896920348,-0.925015132260862,-0.0443042896920348,-0.925015132260862
0.0955,-0.0447679730785208,-0.929720193331467,-0.0447679730785208,-0.929720193331467
0.096,-0.0452340085046083,-0.934422697764011,-0.0452340085046083,-0.934422697764011
0.0965,-0.0457023946828701,-0.939122632616232,-0.0457023946828701,-0.939122632616232
0.097,-0.0461731303190436,-0.943819984951878,-0.0461731303190436,-0.943819984951878
0.0975,-0.046646214112031,-0.948514741840708,-0.046646214112031,-0.948514741840708
0.098,-0.0471216447538992,-0.953206890358488,-0.0471216447538992,-0.953206890358488
0.0985,-0.0475994209298798,-0.957896417586992,-0.0475994209298798,-0.957896417586992
0.099,-0.0480795413183691,-0.962583310614006,-0.0480795413183691,-0.962583310614006
0.0995,-0.0485620045909281,-0.967267556533322,-0.0485620045909281,-0.967267556533322
0.1,-0.0490468094122826,-0.971949142444743,-0.0490468094122826,-0.971949142444743
0.1005,-0.0495339544403231,-0.97662805545408,-0.0495339544403231,-0.97662805545408
0.101,-0.0500234383261047,-0.981304282673154,-0.0500234383261047,-0.981304282673154
0.1015,-0.0505152597138473,-0.985977811219794,-0.0505152597138473,-0.985977811219794
0.102,-0.0510094172409356,-0.990648628217839,-0.0510094172409356,-0.990648628217839
0.1025,-0.0515059095379188,-0.995316720797136,-0.0515059095379188,-0.995316720797136
0.103,-0.052004735228511,-0.999982076093542,-0.052004735228511,-0.999982076093542
0.1035,-0.0525058929295909,-1.00464468124892,-0.0525058929295909,-1.00464468124892
0.104,-0.053009381251202,-1.00930452341115,-0.053009381251202,-1.00930452341115
0.1045,-0.0535151987965524,-1.01396158973411,-0.0535151987965524,-1.01396158973411
0.105,-0.0540233441620151,-1.0186158673777,-0.0540233441620151,-1.0186158673777
0.1055,-0.0545338159371277,-1.02326734350782,-0.0545338159371277,-1.02326734350782
0.106,-0.0550466127045924,-1.02791600529637,-0.0550466127045924,-1.02791600529637
0.1065,-0.0555617330402763,-1.03256183992128,-0.0555617330402763,-1.03256183992128
0.107,-0.0560791755132112,-1.03720483456647,-0.0560791755132112,-1.03720483456647
0.1075,-0.0565989386855934,-1.04184497642189,-0.0565989386855934,-1.04184497642189
0.108,-0.0571210211127842,-1.04648225268349,-0.0571210211127842,-1.04648225268349
0.1085,-0.0576454213433095,-1.0511166505532,-0.0576454213433095,-1.0511166505532
0.109,-0.0581721379188599,-1.05574815723901,-0.0581721379188599,-1.05574815723901
0.1095,-0.0587011693742906,-1.06037675995489,-0.0587011693742906,-1.06037675995489
0.11,-0.0592325142376217,-1.06500244592081,-0.0592325142376217,-1.06500244592081
0.1105,-0.059766171030038,-1.06962520236278,-0.059766171030038,-1.06962520236278
0.111,-0.0603021385641489,-1.07424501756862,-0.0603021385641489,-1.07424501756862
0.1115,-0.0608404172846795,-1.07886188563402,-0.0608404172846795,-1.07886188563402
0.112,-0.0613810037390276,-1.08347578688843,-0.0613810037390276,-1.08347578688843
0.1125,-0.0619238964352533,-1.08808670863221,-0.0619238964352533,-1.08808670863221
0.113,-0.0624690938748783,-1.09269463817278,-0.0624690938748783,-1.09269463817278
0.1135,-0.0630165945528851,-1.0972995628246,-0.0630165945528851,-1.0972995628246
0.114,-0.0635663969577174,-1.10190146990921,-0.0635663969577174,-1.10190146990921
0.1145,-0.06411849957128,-1.10650034675519,-0.06411849957128,-1.10650034675519
0.115,-0.0646729008689388,-1.11109618069819,-0.0646729008689388,-1.11109618069819
0.1155,-0.0652295993195208,-1.11568895908091,-0.0652295993195208,-1.11568895908091
0.116,-0.0657885933853141,-1.12027866925312,-0.0657885933853141,-1.12027866925312
0.1165,-0.0663498815220679,-1.12486529857163,-0.0663498815220679,-1.12486529857163
0.117,-0.0669134621789925,-1.12944883440033,-0.0669134621789925,-1.12944883440033
0.1175,-0.0674793337987594,-1.13402926411016,-0.0674793337987594,-1.13402926411016
0.118,-0.068047494817501,-1.13860657507911,-0.068047494817501,-1.13860657507911
0.1185,-0.0686179436648111,-1.14318075469223,-0.0686179436648111,-1.14318075469223
0.119,-0.0691906787637443,-1.14775179034163,-0.0691906787637443,-1.14775179034163
0.1195,-0.0697656985308166,-1.1523196694265,-0.0697656985308166,-1.1523196694265
0.12,-0.0703430013760048,-1.15688437935304,-0.0703430013760048,-1.15688437935304
0.1205,-0.070922585702747,-1.16144590753457,-0.070922585702747,-1.16144590753457
0.121,-0.0715044499079423,-1.1660042413914,-0.0715044499079423,-1.1660042413914
0.1215,-0.0720885923819511,-1.17055936835096,-0.0720885923819511,-1.17055936835096
0.122,-0.0726750115085947,-1.17511127584771,-0.0726750115085947,-1.17511127584771
0.1225,-0.0732637056651557,-1.17965995132315,-0.0732637056651557,-1.17965995132315
0.123,-0.0738546732223774,-1.18420538222588,-0.0738546732223774,-1.18420538222588
0.1235,-0.0744479125444647,-1.18874755601152,-0.0744479125444647,-1.18874755601152
0.124,-0.0750434219890834,-1.19328646014278,-0.0750434219890834,-1.19328646014278
0.1245,-0.0756411999073603,-1.1978220820894,-0.0756411999073603,-1.1978220820894
0.125,-0.0762412446438834,-1.2023544093282,-0.0762412446438834,-1.2023544093282
0.1255,-0.076843554536702,-1.20688342934304,-0.076843554536702,-1.20688342934304
0.126,-0.077448127917326,-1.21140912962486,-0.077448127917326,-1.21140912962486
0.1265,-0.078054963110727,-1.21593149767164,-0.078054963110727,-1.21593149767164
0.127,-0.0786640584353373,-1.22045052098842,-0.0786640584353373,-1.22045052098842
0.1275,-0.0792754122030504,-1.2249661870873,-0.0792754122030504,-1.2249661870873
0.128,-0.0798890236809967,-1.22947848801634,-0.0798890236809967,-1.22947848801634
0.1285,-0.0805048916965729,-1.23398741379075,-0.0805048916965729,-1.23398741379075
0.129,-0.0811230133105575,-1.23849294614486,-0.0811230133105575,-1.23849294614486
0.1295,-0.0817433868208798,-1.2429950726764,-0.0817433868208798,-1.2429950726764
0.13,-0.0823660105191626,-1.24749378099127,-0.0823660105191626,-1.24749378099127
0.1305,-0.0829908826907222,-1.25198905870353,-0.0829908826907222,-1.25198905870353
0.131,-0.0836180016145681,-1.25648089343536,-0.0836180016145681,-1.25648089343536
0.1315,-0.0842473655634034,-1.26096927281712,-0.0842473655634034,-1.26096927281712
0.132,-0.0848789728036246,-1.26545418448732,-0.0848789728036246,-1.26545418448732
0.1325,-0.0855128215953216,-1.26993561609261,-0.0855128215953216,-1.26993561609261
0.133,-0.0861489101922778,-1.2744135552878,-0.0861489101922778,-1.2744135552878
0.1335,-0.08678723684197,-1.27888798973586,-0.08678723684197,-1.27888798973586
0.134,-0.0874277997855682,-1.28335890710788,-0.0874277997855682,-1.28335890710788
0.1345,-0.0880705972579362,-1.28782629508315,-0.0880705972579362,-1.28782629508315
0.135,-0.0887156274876309,-1.29229014134907,-0.0887156274876309,-1.29229014134907
0.1355,-0.089362888696903,-1.29675043360122,-0.089362888696903,-1.29675043360122
0.136,-0.0900123791016961,-1.30120715954332,-0.0900123791016961,-1.30120715954332
0.1365,-0.0906640969116478,-1.30566030688724,-0.0906640969116478,-1.30566030688724
0.137,-0.0913180403300887,-1.31010986335301,-0.0913180403300887,-1.31010986335301
0.1375,-0.091974207554043,-1.31455581666881,-0.091974207554043,-1.31455581666881
0.138,-0.0926325967742283,-1.31899815457097,-0.0926325967742283,-1.31899815457097
0.1385,-0.0932932061750556,-1.32343686480397,-0.0932932061750556,-1.32343686480397
0.139,-0.0939560339346295,-1.32787193512044,-0.0939560339346295,-1.32787193512044
0.1395,-0.0946210782247477,-1.33230335328118,-0.0946210782247477,-1.33230335328118
0.14,-0.0952883372109016,-1.33673110705513,-0.0952883372109016,-1.33673110705513
0.1405,-0.095957809052276,-1.34115518421937,-0.095957809052276,-1.34115518421937
0.141,-0.0966294919017489,-1.34557557255914,-0.0966294919017489,-1.34557557255914
0.1415,-0.097303383905892,-1.34999225986786,-0.097303383905892,-1.34999225986786
0.142,-0.0979794832049703,-1.35440523394706,-0.0979794832049703,-1.35440523394706
0.1425,-0.0986577879329423,-1.35881448260645,-0.0986577879329423,-1.35881448260645
0.143,-0.0993382962174597,-1.36321999366387,-0.0993382962174597,-1.36321999366387
0.1435,-0.100021006179868,-1.36762175494534,-0.100021006179868,-1.36762175494534
0.144,-0.100705915935206,-1.372019754285,-0.100705915935206,-1.372019754285
0.1445,-0.101393023592205,-1.37641397952518,-0.101393023592205,-1.37641397952518
0.145,-0.102082328392434,-1.3808044267942,-0.102082328392434,-1.3808044267942
0.1455,-0.102773827883303,-1.38519107996333,-0.102773827883303,-1.38519107996333
0.146,-0.103467519743765,-1.38957392391374,-0.103467519743765,-1.38957392391374
0.1465,-0.104163402065716,-1.39395294658131,-0.104163402065716,-1.39395294658131
0.147,-0.104861472934903,-1.39832813591123,-0.104861472934903,-1.39832813591123
0.1475,-0.105561730430926,-1.40269947985799,-0.105561730430926,-1.40269947985799
0.148,-0.106264172627234,-1.40706696638537,-0.106264172627234,-1.40706696638537
0.1485,-0.106968797591133,-1.4114305834665,-0.106968797591133,-1.4114305834665
0.149,-0.10767560338378,-1.41579031908378,-0.10767560338378,-1.41579031908378
0.1495,-0.108384588060182,-1.42014616122894,-0.108384588060182,-1.42014616122894
0.15,-0.109095749669201,-1.42449809790299,-0.109095749669201,-1.42449809790299
0.1505,-0.10980908625355,-1.42884611711629,-0.10980908625355,-1.42884611711629
0.151,-0.110524595849796,-1.43319020688846,-0.110524595849796,-1.43319020688846
0.1515,-0.111242276488357,-1.43753035524846,-0.111242276488357,-1.43753035524846
0.152,-0.111962126193503,-1.44186655023454,-0.111962126193503,-1.44186655023454
0.1525,-0.112684142983358,-1.44619877989428,-0.112684142983358,-1.44619877989428
0.153,-0.113408324869896,-1.45052703228453,-0.113408324869896,-1.45052703228453
0.1535,-0.114134669858946,-1.45485129547148,-0.114134669858946,-1.45485129547148
0.154,-0.114863175950188,-1.45917155753062,-0.114863175950188,-1.45917155753062
0.1545,-0.115593841137155,-1.46348780654674,-0.115593841137155,-1.46348780654674
0.155,-0.116326663407231,-1.46780003061394,-0.116326663407231,-1.46780003061394
0.1555,-0.117061640741654,-1.47210821783562,-0.117061640741654,-1.47210821783562
0.156,-0.117798771115514,-1.47641235632451,-0.117798771115514,-1.47641235632451
0.1565,-0.118538052497752,-1.48071243420262,-0.118538052497752,-1.48071243420262
0.157,-0.119279482851163,-1.48500843960129,-0.119279482851163,-1.48500843960129
0.1575,-0.120023060132394,-1.48930036066114,-0.120023060132394,-1.48930036066114
0.158,-0.120768782291945,-1.49358818553214,-0.120768782291945,-1.49358818553214
0.1585,-0.121516647274166,-1.49787190237352,-0.121516647274166,-1.49787190237352
0.159,-0.122266653017262,-1.50215149935385,-0.122266653017262,-1.50215149935385
0.1595,-0.12301879745329,-1.50642696465099,-0.12301879745329,-1.50642696465099
0.16,-0.123773078508157,-1.51069828645212,-0.123773078508157,-1.51069828645212
0.1605,-0.124529494101626,-1.51496545295372,-0.124529494101626,-1.51496545295372
0.161,-0.125288042147309,-1.51922845236157,-0.125288042147309,-1.51922845236157
0.1615,-0.126048720573747,-1.52348727307991,-0.126048720573747,-1.52348727307991
0.162,-0.126811528493164,-1.52774191420124,-0.126811528493164,-1.52774191420124
0.1625,-0.127576462704139,-1.53199235411718,-0.127576462704139,-1.53199235411718
0.163,-0.128343521102144,-1.5362385811286,-0.128343521102144,-1.5362385811286
0.1635,-0.129112701576626,-1.54048058354684,-0.129112701576626,-1.54048058354684
0.164,-0.129884002011011,-1.54471834969361,-0.129884002011011,-1.54471834969361
0.1645,-0.130657420282697,-1.54895186790107,-0.130657420282697,-1.54895186790107
