"time","rho_a","rho_b","mu_a","mu_b","dp","m_flow1","m_flow2","der_m_flow1"
0.4542,0.5542,0.4271,0.05542,0.17084,-0.5458,-0.00844799123577652,-0.000123939746488399,0.00279411791522985
0.4548,0.5548,0.4274,0.05548,0.17096,-0.5452,-0.00844631133638552,-0.000123818548350337,0.00280554785799066
0.4554,0.5554,0.4277,0.05554,0.17108,-0.5446,-0.00844462457697975,-0.00012369729321814,0.00281698463667609
0.456,0.556,0.428,0.0556,0.1712,-0.544,-0.00844293095344765,-0.000123575981227455,0.00282842828463835
0.4566,0.5566,0.4283,0.05566,0.17132,-0.5434,-0.00844123046165764,-0.000123454612513499,0.0028398788353189
0.4572,0.5572,0.4286,0.05572,0.17144,-0.5428,-0.00843952309745802,-0.00012333318721106,0.00285133632224899
0.4578,0.5578,0.4289,0.05578,0.17156,-0.5422,-0.00843780885667697,-0.0001232117054545,0.00286280077905027
0.4584,0.5584,0.4292,0.05584,0.17168,-0.5416,-0.00843608773512244,-0.000123090167377753,0.00287427223943527
0.459,0.559,0.4295,0.0559,0.1718,-0.541,-0.00843435972858217,-0.000122968573114334,0.002885750737208
0.4596,0.5596,0.4298,0.05596,0.17192,-0.5404,-0.00843262483282354,-0.000122846922797334,0.00289723630626452
0.4602,0.5602,0.4301,0.05602,0.17204,-0.5398,-0.0084308830435936,-0.000122725216559424,0.00290872898059348
0.4608,0.5608,0.4304,0.05608,0.17216,-0.5392,-0.00842913435661895,-0.000122603454532856,0.00292022879427668
0.4614,0.5614,0.4307,0.05614,0.17228,-0.5386,-0.00842737876760576,-0.000122481636849467,0.00293173578148968
0.462,0.562,0.431,0.0562,0.1724,-0.538,-0.00842561627223961,-0.000122359763640677,0.00294324997650233
0.4626,0.5626,0.4313,0.05626,0.17252,-0.5374,-0.00842384686618552,-0.000122237835037494,0.00295477141367938
0.4632,0.5632,0.4316,0.05632,0.17264,-0.5368,-0.00842207054508787,-0.000122115851170514,0.00296630012748102
0.4638,0.5638,0.4319,0.05638,0.17276,-0.5362,-0.00842028730457031,-0.000121993812169922,0.00297783615246351
0.4644,0.5644,0.4322,0.05644,0.17288,-0.5356,-0.00841849714023575,-0.000121871718165495,0.00298937952327973
0.465,0.565,0.4325,0.0565,0.173,-0.535,-0.00841670004766626,-0.000121749569286603,0.00300093027467977
0.4656,0.5656,0.4328,0.05656,0.17312,-0.5344,-0.00841489602242304,-0.000121627365662209,0.00301248844151157
0.4662,0.5662,0.4331,0.05662,0.17324,-0.5338,-0.00841308506004637,-0.000121505107420875,0.00302405405872142
0.4668,0.5668,0.4334,0.05668,0.17336,-0.5332,-0.00841126715605549,-0.000121382794690759,0.00303562716135466
0.4674,0.5674,0.4337,0.05674,0.17348,-0.5326,-0.00840944230594863,-0.000121260427599619,0.00304720778455623
0.468,0.568,0.434,0.0568,0.1736,-0.532,-0.00840761050520287,-0.000121138006274812,0.00305879596357126
0.4686,0.5686,0.4343,0.05686,0.17372,-0.5314,-0.00840577174927412,-0.0001210155308433,0.00307039173374572
0.4692,0.5692,0.4346,0.05692,0.17384,-0.5308,-0.00840392603359705,-0.000120893001431648,0.003081995130527
0.4698,0.5698,0.4349,0.05698,0.17396,-0.5302,-0.00840207335358505,-0.000120770418166027,0.00309360618946455
0.4704,0.5704,0.4352,0.05704,0.17408,-0.5296,-0.00840021370463013,-0.000120647781172213,0.00310522494621048
0.471,0.571,0.4355,0.0571,0.1742,-0.529,-0.00839834708210289,-0.000120525090575593,0.00311685143652016
0.4716,0.5716,0.4358,0.05716,0.17432,-0.5284,-0.00839647348135242,-0.000120402346501163,0.00312848569625292
0.4722,0.5722,0.4361,0.05722,0.17444,-0.5278,-0.00839459289770631,-0.000120279549073532,0.00314012776137258
0.4728,0.5728,0.4364,0.05728,0.17456,-0.5272,-0.00839270532647049,-0.000120156698416919,0.00315177766794817
0.4734,0.5734,0.4367,0.05734,0.17468,-0.5266,-0.00839081076292924,-0.000120033794655161,0.00316343545215452
0.474,0.574,0.437,0.0574,0.1748,-0.526,-0.00838890920234512,-0.00011991083791171,0.00317510115027288
0.4746,0.5746,0.4373,0.05746,0.17492,-0.5254,-0.00838700063995886,-0.000119787828309635,0.00318677479869163
0.4752,0.5752,0.4376,0.05752,0.17504,-0.5248,-0.00838508507098933,-0.000119664765971625,0.00319845643390686
0.4758,0.5758,0.4379,0.05758,0.17516,-0.5242,-0.00838316249063349,-0.000119541651019989,0.00321014609252304
0.4764,0.5764,0.4382,0.05764,0.17528,-0.5236,-0.00838123289406628,-0.000119418483576657,0.00322184381125372
0.477,0.577,0.4385,0.0577,0.1754,-0.523,-0.0083792962764406,-0.000119295263763185,0.0032335496269221
0.4776,0.5776,0.4388,0.05776,0.17552,-0.5224,-0.0083773526328872,-0.000119171991700752,0.00324526357646177
0.4782,0.5782,0.4391,0.05782,0.17564,-0.5218,-0.00837540195851466,-0.000119048667510164,0.00325698569691732
0.4788,0.5788,0.4394,0.05788,0.17576,-0.5212,-0.00837344424840929,-0.000118925291311856,0.00326871602544507
0.4794,0.5794,0.4397,0.05794,0.17588,-0.5206,-0.00837147949763506,-0.000118801863225889,0.00328045459931367
0.48,0.58,0.44,0.058,0.176,-0.52,-0.00836950770123357,-0.000118678383371959,0.00329220145590481
0.4806,0.5806,0.4403,0.05806,0.17612,-0.5194,-0.00836752885422393,-0.000118554851869391,0.00330395663271393
0.4812,0.5812,0.4406,0.05812,0.17624,-0.5188,-0.00836554295160274,-0.000118431268837143,0.00331572016735086
0.4818,0.5818,0.4409,0.05818,0.17636,-0.5182,-0.008363549988344,-0.000118307634393812,0.00332749209754052
0.4824,0.5824,0.4412,0.05824,0.17648,-0.5176,-0.00836154995939902,-0.000118183948657627,0.00333927246112362
0.483,0.583,0.4415,0.0583,0.1766,-0.517,-0.00835954285969638,-0.000118060211746457,0.00335106129605735
0.4836,0.5836,0.4418,0.05836,0.17672,-0.5164,-0.00835752868414186,-0.000117936423777809,0.0033628586404161
0.4842,0.5842,0.4421,0.05842,0.17684,-0.5158,-0.00835550742761836,-0.000117812584868832,0.00337466453239211
0.4848,0.5848,0.4424,0.05848,0.17696,-0.5152,-0.00835347908498581,-0.000117688695136315,0.00338647901029626
0.4854,0.5854,0.4427,0.05854,0.17708,-0.5146,-0.00835144365108113,-0.000117564754696691,0.00339830211255869
0.486,0.586,0.443,0.0586,0.1772,-0.514,-0.00834940112071816,-0.000117440763666039,0.00341013387772961
0.4866,0.5866,0.4433,0.05866,0.17732,-0.5134,-0.00834735148868754,-0.000117316722160081,0.00342197434447995
0.4872,0.5872,0.4436,0.05872,0.17744,-0.5128,-0.00834529474975671,-0.00011719263029419,0.00343382355160211
0.4878,0.5878,0.4439,0.05878,0.17756,-0.5122,-0.00834323089866976,-0.000117068488183384,0.00344568153801068
0.4884,0.5884,0.4442,0.05884,0.17768,-0.5116,-0.00834115993014743,-0.000116944295942333,0.00345754834274321
0.489,0.589,0.4445,0.0589,0.1778,-0.511,-0.00833908183888698,-0.000116820053685358,0.00346942400496091
0.4896,0.5896,0.4448,0.05896,0.17792,-0.5104,-0.00833699661956212,-0.000116695761526432,0.00348130856394939
0.4902,0.5902,0.4451,0.05902,0.17804,-0.5098,-0.008334904266823,-0.000116571419579183,0.00349320205911943
0.4908,0.5908,0.4454,0.05908,0.17816,-0.5092,-0.00833280477529604,-0.000116447027956894,0.00350510453000772
0.4914,0.5914,0.4457,0.05914,0.17828,-0.5086,-0.00833069813958392,-0.000116322586772504,0.00351701601627762
0.492,0.592,0.446,0.0592,0.1784,-0.508,-0.00832858435426547,-0.00011619809613861,0.00352893655771991
0.4926,0.5926,0.4463,0.05926,0.17852,-0.5074,-0.00832646341389564,-0.000116073556167469,0.00354086619425357
0.4932,0.5932,0.4466,0.05932,0.17864,-0.5068,-0.00832433531300534,-0.000115948966970997,0.00355280496592652
0.4938,0.5938,0.4469,0.05938,0.17876,-0.5062,-0.00832220004610146,-0.000115824328660773,0.00356475291291645
0.4944,0.5944,0.4472,0.05944,0.17888,-0.5056,-0.00832005760766672,-0.000115699641348038,0.00357671007553153
0.495,0.595,0.4475,0.0595,0.179,-0.505,-0.00831790799215961,-0.000115574905143698,0.00358867649421124
0.4956,0.5956,0.4478,0.05956,0.17912,-0.5044,-0.00831575119401434,-0.000115450120158325,0.00360065220952714
0.4962,0.5962,0.4481,0.05962,0.17924,-0.5038,-0.00831358720764071,-0.000115325286502157,0.00361263726218368
0.4968,0.5968,0.4484,0.05968,0.17936,-0.5032,-0.00831141602742408,-0.0001152004042851,0.00362463169301896
0.4974,0.5974,0.4487,0.05974,0.17948,-0.5026,-0.00830923764772526,-0.000115075473616729,0.00363663554300558
0.498,0.598,0.449,0.0598,0.1796,-0.502,-0.00830705206288043,-0.000114950494606291,0.00364864885325141
0.4986,0.5986,0.4493,0.05986,0.17972,-0.5014,-0.00830485926720106,-0.000114825467362704,0.00366067166500043
0.4992,0.5992,0.4496,0.05992,0.17984,-0.5008,-0.00830265925497385,-0.000114700391994559,0.00367270401963351
0.4998,0.5998,0.4499,0.05998,0.17996,-0.5002,-0.00830045202046062,-0.00011457526861012,0.00368474595866928
0.5004,0.6004,0.4502,0.06004,0.18008,-0.4996,-0.00829823755789823,-0.000114450097317329,0.00369679752376492
0.501,0.601,0.4505,0.0601,0.1802,-0.499,-0.00829601586149853,-0.000114324878223802,0.003708858756717
0.5016,0.6016,0.4508,0.06016,0.18032,-0.4984,-0.00829378692544822,-0.000114199611436836,0.00372092969946233
0.5022,0.6022,0.4511,0.06022,0.18044,-0.4978,-0.0082915507439088,-0.000114074297063404,0.00373301039407879
0.5028,0.6028,0.4514,0.06028,0.18056,-0.4972,-0.00828930731101651,-0.000113948935210161,0.0037451008827862
0.5034,0.6034,0.4517,0.06034,0.18068,-0.4966,-0.00828705662088217,-0.000113823525983443,0.00375720120794712
0.504,0.604,0.452,0.0604,0.1808,-0.496,-0.00828479866759118,-0.000113698069489269,0.00376931141206778
0.5046,0.6046,0.4523,0.06046,0.18092,-0.4954,-0.00828253344520337,-0.000113572565833342,0.00378143153779888
0.5052,0.6052,0.4526,0.06052,0.18104,-0.4948,-0.00828026094775294,-0.000113447015121049,0.00379356162793651
0.5058,0.6058,0.4529,0.06058,0.18116,-0.4942,-0.00827798116924837,-0.000113321417457465,0.00380570172542298
0.5064,0.6064,0.4532,0.06064,0.18128,-0.4936,-0.00827569410367234,-0.00011319577294735,0.00381785187334772
0.507,0.607,0.4535,0.0607,0.1814,-0.493,-0.00827339974498162,-0.000113070081695155,0.00383001211494819
0.5076,0.6076,0.4538,0.06076,0.18152,-0.4924,-0.00827109808710699,-0.000112944343805019,0.00384218249361071
0.5082,0.6082,0.4541,0.06082,0.18164,-0.4918,-0.00826878912395317,-0.000112818559380772,0.00385436305287143
0.5088,0.6088,0.4544,0.06088,0.18176,-0.4912,-0.00826647284939869,-0.000112692728525937,0.00386655383641717
0.5094,0.6094,0.4547,0.06094,0.18188,-0.4906,-0.00826414925729585,-0.00011256685134373,0.00387875488808637
0.51,0.61,0.455,0.061,0.182,-0.49,-0.00826181834147057,-0.00011244092793706,0.00389096625186997
0.5106,0.6106,0.4553,0.06106,0.18212,-0.4894,-0.00825948009572235,-0.000112314958408532,0.00390318797191235
0.5112,0.6112,0.4556,0.06112,0.18224,-0.4888,-0.00825713451382416,-0.000112188942860449,0.00391542009251227
0.5118,0.6118,0.4559,0.06118,0.18236,-0.4882,-0.00825478158952233,-0.000112062881394809,0.00392766265812376
0.5124,0.6124,0.4562,0.06124,0.18248,-0.4876,-0.00825242131653649,-0.000111936774113311,0.00393991571335708
0.513,0.613,0.4565,0.0613,0.1826,-0.487,-0.00825005368855943,-0.000111810621117353,0.00395217930297968
0.5136,0.6136,0.4568,0.06136,0.18272,-0.4864,-0.00824767869925705,-0.000111684422508034,0.00396445347191711
0.5142,0.6142,0.4571,0.06142,0.18284,-0.4858,-0.00824529634226825,-0.000111558178386156,0.00397673826525402
0.5148,0.6148,0.4574,0.06148,0.18296,-0.4852,-0.00824290661120482,-0.000111431888852221,0.00398903372823506
0.5154,0.6154,0.4577,0.06154,0.18308,-0.4846,-0.00824050949965136,-0.00011130555400644,0.00400133990626593
0.516,0.616,0.458,0.0616,0.1832,-0.484,-0.00823810500116518,-0.000111179173948725,0.00401365684491428
0.5166,0.6166,0.4583,0.06166,0.18332,-0.4834,-0.00823569310927619,-0.000111052748778698,0.00402598458991073
0.5172,0.6172,0.4586,0.06172,0.18344,-0.4828,-0.00823327381748684,-0.000110926278595686,0.00403832318714982
0.5178,0.6178,0.4589,0.06178,0.18356,-0.4822,-0.00823084711927196,-0.000110799763498727,0.00405067268269106
0.5184,0.6184,0.4592,0.06184,0.18368,-0.4816,-0.0082284130080787,-0.000110673203586565,0.00406303312275987
0.519,0.619,0.4595,0.0619,0.1838,-0.481,-0.00822597147732646,-0.000110546598957658,0.00407540455374864
0.5196,0.6196,0.4598,0.06196,0.18392,-0.4804,-0.00822352252040671,-0.000110419949710174,0.00408778702221768
0.5202,0.6202,0.4601,0.06202,0.18404,-0.4798,-0.00822106613068296,-0.000110293255941996,0.00410018057489629
0.5208,0.6208,0.4604,0.06208,0.18416,-0.4792,-0.00821860230149062,-0.000110166517750719,0.00411258525868376
0.5214,0.6214,0.4607,0.06214,0.18428,-0.4786,-0.0082161310261369,-0.000110039735233653,0.00412500112065042
0.522,0.622,0.461,0.0622,0.1844,-0.478,-0.00821365229790075,-0.000109912908487823,0.00413742820803866
0.5226,0.6226,0.4613,0.06226,0.18452,-0.4774,-0.00821116611003269,-0.000109786037609975,0.00414986656826398
0.5232,0.6232,0.4616,0.06232,0.18464,-0.4768,-0.00820867245575475,-0.000109659122696569,0.00416231624891604
0.5238,0.6238,0.4619,0.06238,0.18476,-0.4762,-0.00820617132826035,-0.000109532163843785,0.00417477729775974
0.5244,0.6244,0.4622,0.06244,0.18488,-0.4756,-0.00820366272071421,-0.000109405161147524,0.00418724976273626
0.525,0.625,0.4625,0.0625,0.185,-0.475,-0.00820114662625222,-0.000109278114703408,0.00419973369196415
0.5256,0.6256,0.4628,0.06256,0.18512,-0.4744,-0.00819862303798135,-0.000109151024606781,0.0042122291337404
0.5262,0.6262,0.4631,0.06262,0.18524,-0.4738,-0.00819609194897953,-0.000109023890952709,0.00422473613654154
0.5268,0.6268,0.4634,0.06268,0.18536,-0.4732,-0.00819355335229556,-0.000108896713835983,0.00423725474902471
0.5274,0.6274,0.4637,0.06274,0.18548,-0.4726,-0.008191007240949,-0.00010876949335112,0.00424978502002879
0.528,0.628,0.464,0.0628,0.1856,-0.472,-0.00818845360793002,-0.000108642229592362,0.0042623269985755
0.5286,0.6286,0.4643,0.06286,0.18572,-0.4714,-0.00818589244619936,-0.000108514922653678,0.00427488073387051
0.5292,0.6292,0.4646,0.06292,0.18584,-0.4708,-0.00818332374868815,-0.000108387572628766,0.00428744627530457
0.5298,0.6298,0.4649,0.06298,0.18596,-0.4702,-0.00818074750829785,-0.000108260179611052,0.00430002367245465
0.5304,0.6304,0.4652,0.06304,0.18608,-0.4696,-0.00817816371790011,-0.000108132743693694,0.00431261297508505
0.531,0.631,0.4655,0.0631,0.1862,-0.469,-0.00817557237033666,-0.000108005264969578,0.00432521423314859
0.5316,0.6316,0.4658,0.06316,0.18632,-0.4684,-0.00817297345841922,-0.000107877743531325,0.00433782749678773
0.5322,0.6322,0.4661,0.06322,0.18644,-0.4678,-0.00817036697492934,-0.000107750179471287,0.00435045281633575
0.5328,0.6328,0.4664,0.06328,0.18656,-0.4672,-0.00816775291261833,-0.000107622572881551,0.00436309024231789
0.5334,0.6334,0.4667,0.06334,0.18668,-0.4666,-0.00816513126420713,-0.000107494923853938,0.00437573982545261
0.534,0.634,0.467,0.0634,0.1868,-0.466,-0.00816250202238617,-0.000107367232480007,0.00438840161665265
0.5346,0.6346,0.4673,0.06346,0.18692,-0.4654,-0.00815986517981531,-0.00010723949885105,0.00440107566702634
0.5352,0.6352,0.4676,0.06352,0.18704,-0.4648,-0.00815722072912365,-0.0001071117230581,0.00441376202787875
0.5358,0.6358,0.4679,0.06358,0.18716,-0.4642,-0.00815456866290946,-0.000106983905191928,0.0044264607507129
0.5364,0.6364,0.4682,0.06364,0.18728,-0.4636,-0.00815190897374006,-0.000106856045343044,0.00443917188723097
0.537,0.637,0.4685,0.0637,0.1874,-0.463,-0.00814924165415167,-0.000106728143601698,0.00445189548933558
0.5376,0.6376,0.4688,0.06376,0.18752,-0.4624,-0.00814656669664932,-0.000106600200057883,0.00446463160913096
0.5382,0.6382,0.4691,0.06382,0.18764,-0.4618,-0.00814388409370671,-0.000106472214801334,0.00447738029892423
0.5388,0.6388,0.4694,0.06388,0.18776,-0.4612,-0.00814119383776611,-0.000106344187921529,0.00449014161122664
0.5394,0.6394,0.4697,0.06394,0.18788,-0.4606,-0.0081384959212382,-0.000106216119507689,0.00450291559875485
0.54,0.64,0.47,0.064,0.188,-0.46,-0.00813579033650197,-0.000106088009648783,0.00451570231443218
0.5406,0.6406,0.4703,0.06406,0.18812,-0.4594,-0.00813307707590462,-0.000105959858433524,0.00452850181138988
0.5412,0.6412,0.4706,0.06412,0.18824,-0.4588,-0.00813035613176138,-0.000105831665950372,0.00454131414296846
0.5418,0.6418,0.4709,0.06418,0.18836,-0.4582,-0.00812762749635543,-0.000105703432287536,0.00455413936271893
0.5424,0.6424,0.4712,0.06424,0.18848,-0.4576,-0.00812489116193773,-0.000105575157532973,0.00456697752440416
0.543,0.643,0.4715,0.0643,0.1886,-0.457,-0.00812214712072696,-0.000105446841774389,0.00457982868200016
0.5436,0.6436,0.4718,0.06436,0.18872,-0.4564,-0.00811939536490932,-0.000105318485099243,0.0045926928896974
0.5442,0.6442,0.4721,0.06442,0.18884,-0.4558,-0.00811663588663842,-0.000105190087594742,0.00460557020190217
0.5448,0.6448,0.4724,0.06448,0.18896,-0.4552,-0.00811386867803521,-0.000105061649347848,0.0046184606732379
0.5454,0.6454,0.4727,0.06454,0.18908,-0.4546,-0.00811109373118775,-0.000104933170445276,0.00463136435854653
0.546,0.646,0.473,0.0646,0.1892,-0.454,-0.00810831103815115,-0.000104804650973493,0.00464428131288984
0.5466,0.6466,0.4733,0.06466,0.18932,-0.4534,-0.00810552059094742,-0.000104676091018724,0.00465721159155086
0.5472,0.6472,0.4736,0.06472,0.18944,-0.4528,-0.00810272238156532,-0.000104547490666947,0.00467015525003522
0.5478,0.6478,0.4739,0.06478,0.18956,-0.4522,-0.00809991640196027,-0.000104418850003898,0.00468311234407256
0.5484,0.6484,0.4742,0.06484,0.18968,-0.4516,-0.00809710264405414,-0.00010429016911507,0.0046960829296179
0.549,0.649,0.4745,0.0649,0.1898,-0.451,-0.00809428109973519,-0.000104161448085716,0.00470906706285309
0.5496,0.6496,0.4748,0.06496,0.18992,-0.4504,-0.00809145176085789,-0.000104032687000847,0.00472206480018821
0.5502,0.6502,0.4751,0.06502,0.19004,-0.4498,-0.00808861461924282,-0.000103903885945233,0.00473507619826298
0.5508,0.6508,0.4754,0.06508,0.19016,-0.4492,-0.00808576966667646,-0.000103775045003407,0.00474810131394825
0.5514,0.6514,0.4757,0.06514,0.19028,-0.4486,-0.00808291689491114,-0.000103646164259663,0.00476114020434738
0.552,0.652,0.476,0.0652,0.1904,-0.448,-0.00808005629566483,-0.000103517243798057,0.00477419292679776
0.5526,0.6526,0.4763,0.06526,0.19052,-0.4474,-0.00807718786062105,-0.000103388283702409,0.00478725953887227
0.5532,0.6532,0.4766,0.06532,0.19064,-0.4468,-0.0080743115814287,-0.000103259284056304,0.00480034009838073
0.5538,0.6538,0.4769,0.06538,0.19076,-0.4462,-0.0080714274497019,-0.00010313024494309,0.00481343466337143
0.5544,0.6544,0.4772,0.06544,0.19088,-0.4456,-0.0080685354570199,-0.000103001166445885,0.00482654329213261
0.555,0.655,0.4775,0.0655,0.191,-0.445,-0.00806563559492689,-0.000102872048647568,0.00483966604319397
0.5556,0.6556,0.4778,0.06556,0.19112,-0.4444,-0.00806272785493186,-0.000102742891630791,0.00485280297532821
0.5562,0.6562,0.4781,0.06562,0.19124,-0.4438,-0.00805981222850848,-0.000102613695477972,0.00486595414755255
0.5568,0.6568,0.4784,0.06568,0.19136,-0.4432,-0.00805688870709492,-0.000102484460271297,0.00487911961913031
0.5574,0.6574,0.4787,0.06574,0.19148,-0.4426,-0.00805395728209375,-0.000102355186092724,0.00489229944957241
0.558,0.658,0.479,0.0658,0.1916,-0.442,-0.00805101794487171,-0.000102225873023981,0.004905493698639
0.5586,0.6586,0.4793,0.06586,0.19172,-0.4414,-0.00804807068675966,-0.000102096521146569,0.00491870242634097
0.5592,0.6592,0.4796,0.06592,0.19184,-0.4408,-0.00804511549905233,-0.000101967130541759,0.00493192569294162
0.5598,0.6598,0.4799,0.06598,0.19196,-0.4402,-0.00804215237300824,-0.000101837701290596,0.00494516355895822
0.5604,0.6604,0.4802,0.06604,0.19208,-0.4396,-0.00803918129984954,-0.0001017082334739,0.00495841608516361
0.561,0.661,0.4805,0.0661,0.1922,-0.439,-0.00803620227076181,-0.000101578727172266,0.00497168333258785
0.5616,0.6616,0.4808,0.06616,0.19232,-0.4384,-0.00803321527689394,-0.000101449182466063,0.00498496536251988
0.5622,0.6622,0.4811,0.06622,0.19244,-0.4378,-0.00803022030935797,-0.000101319599435438,0.00499826223650912
0.5628,0.6628,0.4814,0.06628,0.19256,-0.4372,-0.00802721735922895,-0.000101189978160313,0.00501157401636716
0.5634,0.6634,0.4817,0.06634,0.19268,-0.4366,-0.00802420641754475,-0.00010106031872039,0.00502490076416944
0.564,0.664,0.482,0.0664,0.1928,-0.436,-0.00802118747530589,-0.000100930621195149,0.00503824254225693
0.5646,0.6646,0.4823,0.06646,0.19292,-0.4354,-0.00801816052347546,-0.000100800885663849,0.00505159941323782
0.5652,0.6652,0.4826,0.06652,0.19304,-0.4348,-0.00801512555297886,-0.000100671112205529,0.00506497143998925
0.5658,0.6658,0.4829,0.06658,0.19316,-0.4342,-0.00801208255470369,-0.00010054130089901,0.00507835868565903
0.5664,0.6664,0.4832,0.06664,0.19328,-0.4336,-0.0080090315194996,-0.000100411451822895,0.00509176121366735
0.567,0.667,0.4835,0.0667,0.1934,-0.433,-0.00800597243817809,-0.000100281565055568,0.00510517908770858
0.5676,0.6676,0.4838,0.06676,0.19352,-0.4324,-0.00800290530151235,-0.000100151640675197,0.00511861237175299
0.5682,0.6682,0.4841,0.06682,0.19364,-0.4318,-0.00799983010023713,-0.000100021678759734,0.00513206113004856
0.5688,0.6688,0.4844,0.06688,0.19376,-0.4312,-0.00799674682504854,-9.9891679386916e-05,0.00514552542712272
0.5694,0.6694,0.4847,0.06694,0.19388,-0.4306,-0.00799365546660387,-9.97616426342646e-05,0.00515900532778422
0.57,0.67,0.485,0.067,0.194,-0.43,-0.00799055601552146,-9.96315685790883e-05,0.0051725008971249
0.5706,0.6706,0.4853,0.06706,0.19412,-0.4294,-0.00798744846238051,-9.95014572984827e-05,0.00518601220052152
0.5712,0.6712,0.4856,0.06712,0.19424,-0.4288,-0.0079843327977209,-9.93713088693307e-05,0.00519953930363764
0.5718,0.6718,0.4859,0.06718,0.19436,-0.4282,-0.00798120901204301,-9.92411233683036e-05,0.00521308227242544
0.5724,0.6724,0.4862,0.06724,0.19448,-0.4276,-0.0079780770958076,-9.91109008718622e-05,0.0052266411731276
0.573,0.673,0.4865,0.0673,0.1946,-0.427,-0.00797493703943557,-9.89806414562566e-05,0.0052402160722792
0.5736,0.6736,0.4868,0.06736,0.19472,-0.4264,-0.00797178883330782,-9.88503451975282e-05,0.00525380703670961
0.5742,0.6742,0.4871,0.06742,0.19484,-0.4258,-0.00796863246776504,-9.8720012171509e-05,0.0052674141335444
0.5748,0.6748,0.4874,0.06748,0.19496,-0.4252,-0.0079654679331076,-9.85896424538236e-05,0.00528103743020728
0.5754,0.6754,0.4877,0.06754,0.19508,-0.4246,-0.00796229521959529,-9.84592361198889e-05,0.00529467699442204
0.576,0.676,0.488,0.0676,0.1952,-0.424,-0.00795911431744718,-9.83287932449155e-05,0.0053083328942145
0.5766,0.6766,0.4883,0.06766,0.19532,-0.4234,-0.00795592521684145,-9.81983139039081e-05,0.00532200519791449
0.5772,0.6772,0.4886,0.06772,0.19544,-0.4228,-0.00795272790791518,-9.80677981716662e-05,0.00533569397415783
0.5778,0.6778,0.4889,0.06778,0.19556,-0.4222,-0.00794952238076416,-9.7937246122785e-05,0.00534939929188837
0.5784,0.6784,0.4892,0.06784,0.19568,-0.4216,-0.00794630862544276,-9.78066578316556e-05,0.00536312122035993
0.579,0.679,0.4895,0.0679,0.1958,-0.421,-0.00794308663196367,-9.76760333724665e-05,0.00537685982913842
0.5796,0.6796,0.4898,0.06796,0.19592,-0.4204,-0.00793985639029776,-9.75453728192036e-05,0.00539061518810386
0.5802,0.6802,0.4901,0.06802,0.19604,-0.4198,-0.00793661789037387,-9.74146762456511e-05,0.0054043873674524
0.5808,0.6808,0.4904,0.06808,0.19616,-0.4192,-0.00793337112207864,-9.72839437253922e-05,0.00541817643769847
0.5814,0.6814,0.4907,0.06814,0.19628,-0.4186,-0.00793011607525629,-9.71531753318101e-05,0.00543198246967684
0.582,0.682,0.491,0.0682,0.1964,-0.418,-0.00792685273970845,-9.7022371138088e-05,0.00544580553454473
0.5826,0.6826,0.4913,0.06826,0.19652,-0.4174,-0.00792358110519397,-9.68915312172104e-05,0.00545964570378397
0.5832,0.6832,0.4916,0.06832,0.19664,-0.4168,-0.00792030116142868,-9.67606556419634e-05,0.0054735030492031
0.5838,0.6838,0.4919,0.06838,0.19676,-0.4162,-0.00791701289808526,-9.66297444849355e-05,0.00548737764293959
0.5844,0.6844,0.4922,0.06844,0.19688,-0.4156,-0.007913716304793,-9.64987978185186e-05,0.00550126955746197
0.585,0.685,0.4925,0.0685,0.197,-0.415,-0.00791041137113759,-9.63678157149079e-05,0.00551517886557205
0.5856,0.6856,0.4928,0.06856,0.19712,-0.4144,-0.00790709808666097,-9.62367982461032e-05,0.00552910564040712
0.5862,0.6862,0.4931,0.06862,0.19724,-0.4138,-0.00790377644086106,-9.61057454839094e-05,0.00554304995544222
0.5868,0.6868,0.4934,0.06868,0.19736,-0.4132,-0.00790044642319163,-9.59746574999371e-05,0.00555701188449234
0.5874,0.6874,0.4937,0.06874,0.19748,-0.4126,-0.00789710802306204,-9.58435343656034e-05,0.0055709915017147
0.588,0.688,0.494,0.0688,0.1976,-0.412,-0.00789376122983704,-9.57123761521323e-05,0.00558498888161105
0.5886,0.6886,0.4943,0.06886,0.19772,-0.4114,-0.00789040603283661,-9.55811829305554e-05,0.00559900409902997
0.5892,0.6892,0.4946,0.06892,0.19784,-0.4108,-0.00788704242133567,-9.54499547717129e-05,0.00561303722916917
0.5898,0.6898,0.4949,0.06898,0.19796,-0.4102,-0.00788367038456395,-9.53186917462539e-05,0.00562708834757785
0.5904,0.6904,0.4952,0.06904,0.19808,-0.4096,-0.00788028991170574,-9.5187393924637e-05,0.00564115753015903
0.591,0.691,0.4955,0.0691,0.1982,-0.409,-0.00787690099189968,-9.50560613771312e-05,0.00565524485317196
0.5916,0.6916,0.4958,0.06916,0.19832,-0.4084,-0.00787350361423853,-9.49246941738164e-05,0.0056693503932345
0.5922,0.6922,0.4961,0.06922,0.19844,-0.4078,-0.00787009776776899,-9.47932923845841e-05,0.00568347422732552
0.5928,0.6928,0.4964,0.06928,0.19856,-0.4072,-0.00786668344149147,-9.46618560791377e-05,0.00569761643278734
0.5934,0.6934,0.4967,0.06934,0.19868,-0.4066,-0.00786326062435983,-9.45303854599059e-05,0.0057117770873282
0.594,0.694,0.497,0.0694,0.1988,-0.406,-0.00785982930528124,-9.43988807837356e-05,0.0057259562690247
