"time","rotor1D1.phi","rotor1D1.w","rotor1D10.phi","rotor1D10.w","rotor1D2.phi","rotor1D2.w","rotor1D3.phi","rotor1D3.w","rotor1D4.phi","rotor1D4.w","rotor1D5.phi","rotor1D5.w","rotor1D6.phi","rotor1D6.w","rotor1D7.phi","rotor1D7.w","rotor1D8.phi","rotor1D8.w","rotor1D9.phi","rotor1D9.w"
0,0,0,0.017458528507699,0,1.5707963267949,1.74532925199433,0,0,0,0,0,0,0,0,0.017453292519943,0.0349065850398866,0.017458528507699,0,0.017453292519943,0.0349065850398866
0.00022,0,0,0.0174585279859815,-3.07059823012042e-06,1.57118029923034,1.74532925199433,0,0,0,0,0,0,0,0,0.0174609724903693,0.0349096556381167,0.0174585279859815,-3.07059823012042e-06,0.0174609724903693,0.0349096556381167
0.00044,0,0,0.0174585294011597,1.07500079189004e-05,1.57156427166578,1.74532925199433,0,0,0,0,0,0,0,0,0.0174686505238998,0.0348958350319677,0.0174585294011597,1.07500079189004e-05,0.0174686505238998,0.0348958350319677
0.00066,0,0,0.0174585385612157,4.14137515756935e-05,1.57194824410122,1.74532925199433,0,0,0,0,0,0,0,0,0.0174763208125526,0.0348651712883109,0.0174585385612157,4.14137515756935e-05,0.0174763208125526,0.0348651712883109
0.00088,0,0,0.0174585558784363,8.89167357227724e-05,1.57233221653666,1.74532925199433,0,0,0,0,0,0,0,0,0.0174839829440408,0.0348176683041638,0.0174585558784363,8.89167357227724e-05,0.0174839829440408,0.0348176683041638
0.0011,0,0,0.0174585951578172,0.000152959520316531,1.57271618897209,1.74532925199433,0,0,0,0,0,0,0,0,0.0174916231133686,0.03475362551957,0.0174585951578172,0.000152959520316531,0.0174916231133686,0.03475362551957
0.00132,0,0,0.0174586538619691,0.000233596867933392,1.57310016140753,1.74532925199433,0,0,0,0,0,0,0,0,0.0174992438579255,0.0346729881719532,0.0174586538619691,0.000233596867933392,0.0174992438579255,0.0346729881719532
0.00154,0,0,0.0174587310240703,0.000330849644764836,1.57348413384297,1.74532925199433,0,0,0,0,0,0,0,0,0.0175068461445331,0.0345757353951217,0.0174587310240703,0.000330849644764836,0.0175068461445331,0.0345757353951217
0.00176,0,0,0.0174588266441207,0.000444717850810862,1.57386810627841,1.74532925199433,0,0,0,0,0,0,0,0,0.0175144299731915,0.0344618671890757,0.0174588266441207,0.000444717850810862,0.0175144299731915,0.0344618671890757
0.00198,0,0,0.0174589563392149,0.000574711213245105,1.57425207871385,1.74532925199433,0,0,0,0,0,0,0,0,0.0175219797268061,0.0343318738266415,0.0174589563392149,0.000574711213245105,0.0175219797268061,0.0343318738266415
0.0022,0,0,0.0174591152988888,0.000720980748618862,1.57463605114929,1.74532925199433,0,0,0,0,0,0,0,0,0.0175295002158409,0.0341856042912677,0.0174591152988888,0.000720980748618862,0.0175295002158409,0.0341856042912677
0.00242,0,0,0.0174593005877438,0.00088361860891723,1.57502002358473,1.74532925199433,0,0,0,0,0,0,0,0,0.0175369943756947,0.0340229664309693,0.0174593005877438,0.00088361860891723,0.0175369943756947,0.0340229664309693
