"time","medium.T","medium.p"
0.068,300.226134137876,100135.971568851
0.0682,300.226798833122,100136.37148467
0.0684,300.227463525994,100136.771400485
0.0686,300.22812821649,100137.171316298
0.0688,300.22879290461,100137.571232107
0.069,300.229457590355,100137.971147912
0.0692,300.230122273724,100138.371063715
0.0694,300.230786954718,100138.770979514
0.0696,300.231451633336,100139.17089531
0.0698,300.232116309579,100139.570811102
0.07,300.232780983446,100139.970726892
0.0702,300.233445654938,100140.370642678
0.0704,300.234110324054,100140.77055846
0.0706,300.234774990795,100141.17047424
0.0708,300.23543965516,100141.570390016
0.071,300.23610431715,100141.970305789
0.0712,300.236768976764,100142.370221558
0.0714,300.237433634003,100142.770137324
0.0716,300.238098288866,100143.170053087
0.0718,300.238762941353,100143.569968847
0.072,300.239427591465,100143.969884604
0.0722,300.240092239202,100144.369800357
0.0724,300.240756884563,100144.769716107
0.0726,300.241421527549,100145.169631853
0.0728,300.242086168159,100145.569547596
0.073,300.242750806393,100145.969463336
0.0732,300.243415442252,100146.369379073
0.0734,300.244080075735,100146.769294806
0.0736,300.244744706843,100147.169210536
0.0738,300.245409335576,100147.569126263
0.074,300.246073961933,100147.969041987
0.0742,300.246738585914,100148.368957707
0.0744,300.24740320752,100148.768873424
0.0746,300.24806782675,100149.168789138
0.0748,300.248732443605,100149.568704848
0.075,300.249397058084,100149.968620555
0.0752,300.250061670188,100150.368536259
0.0754,300.250726279916,100150.768451959
0.0756,300.251390887269,100151.168367657
0.0758,300.252055492246,100151.568283351
0.076,300.252720094848,100151.968199041
0.0762,300.253384695074,100152.368114729
0.0764,300.254049292925,100152.768030413
0.0766,300.2547138884,100153.167946094
0.0768,300.2553784815,100153.567861771
0.077,300.256043072224,100153.967777445
0.0772,300.256707660572,100154.367693116
0.0774,300.257372246546,100154.767608784
0.0776,300.258036830143,100155.167524448
0.0778,300.258701411365,100155.567440109
0.078,300.259365990212,100155.967355767
0.0782,300.260030566683,100156.367271422
0.0784,300.260695140778,100156.767187073
0.0786,300.261359712498,100157.167102721
0.0788,300.262024281843,100157.567018365
0.079,300.262688848812,100157.966934007
0.0792,300.263353413405,100158.366849645
0.0794,300.264017975623,100158.76676528
0.0796,300.264682535465,100159.166680911
0.0798,300.265347092932,100159.566596539
0.08,300.266011648023,100159.966512164
0.0802,300.266676200739,100160.366427786
0.0804,300.26734075108,100160.766343404
0.0806,300.268005299044,100161.166259019
0.0808,300.268669844634,100161.566174631
0.081,300.269334387847,100161.96609024
0.0812,300.269998928686,100162.366005845
0.0814,300.270663467148,100162.765921447
0.0816,300.271328003236,100163.165837045
0.0818,300.271992536947,100163.565752641
0.082,300.272657068283,100163.965668233
0.0822,300.273321597244,100164.365583821
0.0824,300.273986123829,100164.765499407
0.0826,300.274650648039,100165.165414989
0.0828,300.275315169873,100165.565330568
0.083,300.275979689331,100165.965246144
0.0832,300.276644206414,100166.365161716
0.0834,300.277308721122,100166.765077285
0.0836,300.277973233454,100167.164992851
0.0838,300.278637743411,100167.564908413
0.084,300.279302250992,100167.964823972
0.0842,300.279966756197,100168.364739528
0.0844,300.280631259027,100168.764655081
0.0846,300.281295759481,100169.16457063
0.0848,300.28196025756,100169.564486176
0.085,300.282624753264,100169.964401719
0.0852,300.283289246592,100170.364317259
0.0854,300.283953737544,100170.764232795
0.0856,300.284618226121,100171.164148328
0.0858,300.285282712322,100171.564063857
0.086,300.285947196148,100171.963979384
0.0862,300.286611677598,100172.363894907
0.0864,300.287276156673,100172.763810426
0.0866,300.287940633372,100173.163725943
0.0868,300.288605107696,100173.563641456
0.087,300.289269579644,100173.963556966
0.0872,300.289934049217,100174.363472472
0.0874,300.290598516414,100174.763387976
0.0876,300.291262981236,100175.163303476
0.0878,300.291927443682,100175.563218972
0.088,300.292591903752,100175.963134466
0.0882,300.293256361447,100176.363049956
0.0884,300.293920816767,100176.762965443
0.0886,300.294585269711,100177.162880926
0.0888,300.29524972028,100177.562796407
0.089,300.295914168473,100177.962711884
0.0892,300.29657861429,100178.362627358
0.0894,300.297243057732,100178.762542828
0.0896,300.297907498799,100179.162458295
0.0898,300.298571937489,100179.562373759
0.09,300.299236373805,100179.96228922
0.0902,300.299900807745,100180.362204677
0.0904,300.300565239309,100180.762120131
0.0906,300.301229668498,100181.162035582
0.0908,300.301894095311,100181.561951029
0.091,300.302558519749,100181.961866473
0.0912,300.303222941812,100182.361781914
0.0914,300.303887361498,100182.761697352
0.0916,300.30455177881,100183.161612786
0.0918,300.305216193746,100183.561528217
0.092,300.305880606306,100183.961443645
0.0922,300.306545016491,100184.361359069
0.0924,300.3072094243,100184.76127449
0.0926,300.307873829733,100185.161189908
0.0928,300.308538232792,100185.561105322
0.093,300.309202633474,100185.961020734
0.0932,300.309867031781,100186.360936142
0.0934,300.310531427713,100186.760851546
0.0936,300.311195821269,100187.160766948
0.0938,300.31186021245,100187.560682346
0.094,300.312524601255,100187.960597741
0.0942,300.313188987684,100188.360513132
0.0944,300.313853371738,100188.760428521
0.0946,300.314517753417,100189.160343906
0.0948,300.31518213272,100189.560259287
0.095,300.315846509647,100189.960174666
0.0952,300.316510884199,100190.360090041
0.0954,300.317175256376,100190.760005413
0.0956,300.317839626177,100191.159920781
0.0958,300.318503993602,100191.559836146
0.096,300.319168358652,100191.959751508
0.0962,300.319832721326,100192.359666867
0.0964,300.320497081625,100192.759582222
0.0966,300.321161439549,100193.159497575
0.0968,300.321825795096,100193.559412923
0.097,300.322490148269,100193.959328269
0.0972,300.323154499065,100194.359243611
0.0974,300.323818847487,100194.75915895
0.0976,300.324483193532,100195.159074286
0.0978,300.325147537203,100195.558989618
0.098,300.325811878497,100195.958904947
0.0982,300.326476217417,100196.358820273
0.0984,300.32714055396,100196.758735596
0.0986,300.327804888128,100197.158650915
0.0988,300.328469219921,100197.558566231
0.099,300.329133549338,100197.958481543
0.0992,300.32979787638,100198.358396853
0.0994,300.330462201046,100198.758312159
0.0996,300.331126523336,100199.158227462
0.0998,300.331790843251,100199.558142761
0.1,300.332455160791,100199.958058057
0.1002,300.333119475955,100200.35797335
0.1004,300.333783788743,100200.75788864
0.1006,300.334448099156,100201.157803926
0.1008,300.335112407194,100201.55771921
0.101,300.335776712856,100201.957634489
0.1012,300.336441016142,100202.357549766
0.1014,300.337105317053,100202.757465039
0.1016,300.337769615589,100203.157380309
0.1018,300.338433911748,100203.557295576
0.102,300.339098205533,100203.957210839
0.1022,300.339762496941,100204.357126099
0.1024,300.340426785975,100204.757041356
0.1026,300.341091072633,100205.156956609
0.1028,300.341755356915,100205.55687186
0.103,300.342419638822,100205.956787106
0.1032,300.343083918353,100206.35670235
0.1034,300.343748195509,100206.75661759
0.1036,300.344412470289,100207.156532828
0.1038,300.345076742693,100207.556448061
0.104,300.345741012723,100207.956363292
0.1042,300.346405280376,100208.356278519
0.1044,300.347069545654,100208.756193743
0.1046,300.347733808557,100209.156108964
0.1048,300.348398069084,100209.556024181
0.105,300.349062327665,100209.955939394
0.1052,300.349726584048,100210.355854603
0.1054,300.35039083806,100210.755769809
0.1056,300.351055089701,100211.155685012
0.1058,300.351719338971,100211.555600212
0.106,300.35238358587,100211.955515408
0.1062,300.353047830399,100212.355430601
0.1064,300.353712072556,100212.75534579
0.1066,300.354376312342,100213.155260977
0.1068,300.355040549758,100213.55517616
0.107,300.355704784802,100213.955091339
0.1072,300.356369017476,100214.355006516
0.1074,300.357033247778,100214.754921689
0.1076,300.35769747571,100215.154836859
0.1078,300.358361701271,100215.554752025
0.108,300.359025924461,100215.954667189
0.1082,300.359690145279,100216.354582348
0.1084,300.360354363727,100216.754497505
0.1086,300.361018579805,100217.154412658
0.1088,300.361682793511,100217.554327808
0.109,300.362347004846,100217.954242955
0.1092,300.36301121381,100218.354158099
0.1094,300.363675420403,100218.754073239
0.1096,300.364339624626,100219.153988376
0.1098,300.365003826477,100219.553903509
0.11,300.365668025958,100219.953818639
0.1102,300.366332223067,100220.353733766
0.1104,300.366996417806,100220.75364889
0.1106,300.367660610174,100221.15356401
0.1108,300.36832480017,100221.553479128
0.111,300.368988987796,100221.953394241
0.1112,300.369653173051,100222.353309352
0.1114,300.370317355935,100222.753224459
0.1116,300.370981536448,100223.153139563
0.1118,300.37164571459,100223.553054663
0.112,300.372309890362,100223.952969761
0.1122,300.372974063762,100224.352884855
0.1124,300.373638234791,100224.752799945
0.1126,300.37430240345,100225.152715033
0.1128,300.374966569737,100225.552630117
0.113,300.375630733654,100225.952545198
0.1132,300.376294895199,100226.352460275
0.1134,300.376959054374,100226.752375349
0.1136,300.377623211178,100227.15229042
0.1138,300.378287365611,100227.552205488
0.114,300.378951517672,100227.952120552
0.1142,300.379615667363,100228.352035613
0.1144,300.380279814683,100228.751950671
0.1146,300.380943959632,100229.151865725
0.1148,300.381608102211,100229.551780776
0.115,300.382272242418,100229.951695824
0.1152,300.382936380254,100230.351610869
0.1154,300.38360051572,100230.75152591
0.1156,300.384264648814,100231.151440948
0.1158,300.384928779537,100231.551355982
0.116,300.38559290789,100231.951271014
0.1162,300.386257033872,100232.351186042
0.1164,300.386921157482,100232.751101067
0.1166,300.387585278722,100233.151016088
0.1168,300.388249397591,100233.550931106
0.117,300.388913514089,100233.950846121
0.1172,300.389577628216,100234.350761132
0.1174,300.390241739972,100234.750676141
0.1176,300.390905849357,100235.150591146
0.1178,300.391569956371,100235.550506147
0.118,300.392234061015,100235.950421146
0.1182,300.392898163287,100236.350336141
0.1184,300.393562263188,100236.750251133
0.1186,300.394226360719,100237.150166121
0.1188,300.394890455878,100237.550081106
0.119,300.395554548667,100237.949996088
0.1192,300.396218639085,100238.349911067
0.1194,300.396882727131,100238.749826042
0.1196,300.397546812807,100239.149741014
0.1198,300.398210896112,100239.549655983
0.12,300.398874977046,100239.949570948
0.1202,300.399539055609,100240.34948591
0.1204,300.400203131801,100240.749400869
0.1206,300.400867205622,100241.149315824
0.1208,300.401531277073,100241.549230777
0.121,300.402195346152,100241.949145725
0.1212,300.40285941286,100242.349060671
0.1214,300.403523477198,100242.748975613
0.1216,300.404187539164,100243.148890552
0.1218,300.40485159876,100243.548805488
0.122,300.405515655985,100243.94872042
0.1222,300.406179710838,100244.34863535
0.1224,300.406843763321,100244.748550275
0.1226,300.407507813433,100245.148465198
0.1228,300.408171861174,100245.548380117
0.123,300.408835906544,100245.948295033
0.1232,300.409499949543,100246.348209946
0.1234,300.410163990171,100246.748124855
0.1236,300.410828028428,100247.148039761
0.1238,300.411492064314,100247.547954664
0.124,300.41215609783,100247.947869563
0.1242,300.412820128974,100248.347784459
0.1244,300.413484157748,100248.747699352
0.1246,300.41414818415,100249.147614242
0.1248,300.414812208182,100249.547529128
0.125,300.415476229843,100249.947444011
0.1252,300.416140249132,100250.347358891
0.1254,300.416804266051,100250.747273767
0.1256,300.417468280599,100251.14718864
0.1258,300.418132292776,100251.54710351
0.126,300.418796302582,100251.947018376
0.1262,300.419460310017,100252.346933239
0.1264,300.420124315081,100252.746848099
0.1266,300.420788317774,100253.146762956
0.1268,300.421452318097,100253.546677809
0.127,300.422116316048,100253.946592659
0.1272,300.422780311629,100254.346507506
0.1274,300.423444304838,100254.746422349
0.1276,300.424108295677,100255.146337189
0.1278,300.424772284144,100255.546252026
0.128,300.425436270241,100255.946166859
0.1282,300.426100253967,100256.34608169
0.1284,300.426764235322,100256.745996517
0.1286,300.427428214306,100257.14591134
0.1288,300.428092190919,100257.54582616
0.129,300.428756165161,100257.945740977
0.1292,300.429420137032,100258.345655791
0.1294,300.430084106532,100258.745570602
0.1296,300.430748073661,100259.145485409
0.1298,300.43141203842,100259.545400212
0.13,300.432076000807,100259.945315013
0.1302,300.432739960823,100260.34522981
0.1304,300.433403918469,100260.745144604
0.1306,300.434067873744,100261.145059395
0.1308,300.434731826647,100261.544974182
0.131,300.43539577718,100261.944888966
0.1312,300.436059725342,100262.344803747
0.1314,300.436723671133,100262.744718524
0.1316,300.437387614553,100263.144633298
0.1318,300.438051555602,100263.544548069
0.132,300.43871549428,100263.944462837
0.1322,300.439379430587,100264.344377601
0.1324,300.440043364523,100264.744292362
0.1326,300.440707296089,100265.14420712
0.1328,300.441371225283,100265.544121874
0.133,300.442035152106,100265.944036625
0.1332,300.442699076559,100266.343951373
0.1334,300.443362998641,100266.743866117
0.1336,300.444026918351,100267.143780858
0.1338,300.444690835691,100267.543695596
0.134,300.44535475066,100267.943610331
0.1342,300.446018663257,100268.343525062
0.1344,300.446682573484,100268.74343979
0.1346,300.44734648134,100269.143354515
0.1348,300.448010386825,100269.543269236
0.135,300.44867428994,100269.943183954
0.1352,300.449338190683,100270.343098669
0.1354,300.450002089055,100270.743013381
0.1356,300.450665985056,100271.142928089
0.1358,300.451329878687,100271.542842794
0.136,300.451993769946,100271.942757495
0.1362,300.452657658835,100272.342672194
0.1364,300.453321545352,100272.742586889
0.1366,300.453985429499,100273.14250158
0.1368,300.454649311275,100273.542416269
0.137,300.45531319068,100273.942330954
0.1372,300.455977067714,100274.342245636
0.1374,300.456640942377,100274.742160314
0.1376,300.457304814668,100275.142074989
0.1378,300.45796868459,100275.541989661
0.138,300.45863255214,100275.94190433
0.1382,300.459296417319,100276.341818995
0.1384,300.459960280127,100276.741733657
0.1386,300.460624140565,100277.141648316
0.1388,300.461287998631,100277.541562971
0.139,300.461951854327,100277.941477623
0.1392,300.462615707651,100278.341392272
0.1394,300.463279558605,100278.741306918
0.1396,300.463943407188,100279.14122156
0.1398,300.464607253399,100279.541136199
0.14,300.46527109724,100279.941050835
0.1402,300.46593493871,100280.340965467
0.1404,300.466598777809,100280.740880096
0.1406,300.467262614537,100281.140794722
0.1408,300.467926448894,100281.540709344
0.141,300.46859028088,100281.940623963
0.1412,300.469254110496,100282.340538579
0.1414,300.46991793774,100282.740453192
0.1416,300.470581762614,100283.140367801
0.1418,300.471245585116,100283.540282407
0.142,300.471909405248,100283.94019701
0.1422,300.472573223008,100284.340111609
0.1424,300.473237038398,100284.740026205
0.1426,300.473900851416,100285.139940798
0.1428,300.474564662064,100285.539855388
0.143,300.475228470341,100285.939769974
0.1432,300.475892276247,100286.339684557
0.1434,300.476556079782,100286.739599136
0.1436,300.477219880946,100287.139513712
0.1438,300.477883679739,100287.539428285
0.144,300.478547476162,100287.939342855
0.1442,300.479211270213,100288.339257422
0.1444,300.479875061893,100288.739171985
0.1446,300.480538851203,100289.139086545
0.1448,300.481202638141,100289.539001101
0.145,300.481866422709,100289.938915654
0.1452,300.482530204906,100290.338830204
0.1454,300.483193984731,100290.738744751
0.1456,300.483857762186,100291.138659294
0.1458,300.48452153727,100291.538573834
0.146,300.485185309983,100291.938488371
0.1462,300.485849080325,100292.338402904
0.1464,300.486512848296,100292.738317434
0.1466,300.487176613896,100293.138231961
0.1468,300.487840377125,100293.538146485
0.147,300.488504137983,100293.938061005
0.1472,300.489167896471,100294.337975522
0.1474,300.489831652587,100294.737890036
0.1476,300.490495406333,100295.137804546
0.1478,300.491159157707,100295.537719053
0.148,300.491822906711,100295.937633557
0.1482,300.492486653344,100296.337548057
0.1484,300.493150397605,100296.737462554
