"time","volume.medium.h","volume.medium.p","volume1.medium.h","volume1.medium.p"
0.170286,107406.719597402,88704.2195518196,274800.638376146,78236.8272259906
0.170488,107406.729890116,88676.416463699,274657.677895679,78208.9641509036
0.17069,107406.740175297,88648.6020156773,274514.833483356,78181.08981317
0.170892,107406.750452958,88620.7762264178,274372.105110886,78153.2042316517
0.171094,107406.760723111,88592.9391146272,274229.492749772,78125.3074252536
0.171296,107406.770985768,88565.0906990548,274086.996371309,78097.3994129234
0.171498,107406.781240941,88537.2309984933,273944.615946586,78069.4802136521
0.1717,107406.791488644,88509.3600317783,273802.351446483,78041.5498464732
0.171902,107406.801728888,88481.4778177886,273660.202841675,78013.6083304635
0.172104,107406.811961686,88453.5843754458,273518.170102627,77985.6556847427
0.172306,107406.822187051,88425.6797237146,273376.2531996,77957.6919284732
0.172508,107406.832404995,88397.7638816029,273234.452102646,77929.7170808607
0.17271,107406.842615532,88369.8368681614,273092.76678161,77901.7311611536
0.172912,107406.852818672,88341.8987024841,272951.197206129,77873.7341886434
0.173114,107406.86301443,88313.9494037079,272809.743345635,77845.7261826644
0.173316,107406.873202819,88285.9889910127,272668.405169351,77817.7071625941
0.173518,107406.883383849,88258.0174836214,272527.182646294,77789.6771478527
0.17372,107406.893557535,88230.0349008002,272386.075745273,77761.6361579034
0.173922,107406.90372389,88202.041261858,272245.084434889,77733.5842122525
0.174124,107406.913882925,88174.0365861471,272104.208683539,77705.521330449
0.174326,107406.924034655,88146.0208930625,271963.448459408,77677.4475320852
0.174528,107406.934179091,88117.9942020424,271822.803730478,77649.362836796
0.17473,107406.944316247,88089.956532568,271682.274464523,77621.2672642596
0.174932,107406.954446136,88061.9079041637,271541.860629107,77593.1608341967
0.175134,107406.96456877,88033.8483363967,271401.562191591,77565.0435663714
0.175336,107406.974684162,88005.7778488774,271261.379119126,77536.9154805905
0.175538,107406.984792327,87977.6964612591,271121.311378656,77508.7765967038
0.17574,107406.994893276,87949.6041932384,270981.358936919,77480.626934604
0.175942,107407.004987022,87921.5010645545,270841.521760445,77452.466514227
0.176144,107407.01507358,87893.3870949901,270701.799815557,77424.2953555514
0.176346,107407.025152961,87865.2623043707,270562.193068372,77396.1134785987
0.176548,107407.03522518,87837.1267125648,270422.701484796,77367.9209034336
0.17675,107407.045290249,87808.9803394843,270283.325030533,77339.7176501636
0.176952,107407.055348181,87780.8232050835,270144.063671077,77311.5037389392
0.177154,107407.065398991,87752.6553293603,270004.917371714,77283.2791899537
0.177356,107407.07544269,87724.4767323554,269865.886097524,77255.0440234437
0.177558,107407.085479293,87696.2874341527,269726.969813381,77226.7982596883
0.17776,107407.095508812,87668.0874548788,269588.16848395,77198.5419190099
0.177962,107407.105531261,87639.8768147037,269449.482073688,77170.2750217738
0.178164,107407.115546654,87611.6555338404,269310.910546848,77141.9975883881
0.178366,107407.125555004,87583.4236325446,269172.453867474,77113.7096393039
0.178568,107407.135556303,87555.181099824,269034.112291828,77085.4111631175
0.17877,107407.145550532,87526.9279063843,268895.886247401,77057.102129768
0.178972,107407.155537754,87498.6641454628,268757.775016796,77028.782634099
0.179174,107407.16551798,87470.3898372289,268619.778565646,77000.4526964701
0.179376,107407.175491226,87442.1050018917,268481.896859407,76972.1123372799
0.179578,107407.185457503,87413.8096597001,268344.129863359,76943.7615769668
0.17978,107407.195416826,87385.5038309427,268206.477542608,76915.4004360088
0.179982,107407.205369208,87357.1875359475,268068.939862084,76887.0289349231
0.180184,107407.215314662,87328.8607950824,267931.516786539,76858.6470942668
0.180386,107407.225253203,87300.523628755,267794.20828055,76830.2549346363
0.180588,107407.235184843,87272.1760574126,267657.01430852,76801.8524766677
0.18079,107407.245109596,87243.818101542,267519.934834675,76773.4397410364
0.180992,107407.255027475,87215.4497816699,267382.969823064,76745.0167484574
0.181194,107407.264938495,87187.0711183625,267246.119237563,76716.5835196855
0.181396,107407.27484267,87158.6821322257,267109.383041868,76688.1400755147
0.181598,107407.284740011,87130.2828439054,266972.761199504,76659.6864367786
0.1818,107407.294630534,87101.8732740867,266836.253673817,76631.2226243505
0.182002,107407.304514253,87073.4534434948,266699.860427978,76602.748659143
0.182204,107407.31439118,87045.0233728942,266563.581424981,76574.2645621084
0.182406,107407.324261329,87016.5830830895,266427.416627648,76545.7703542384
0.182608,107407.334124715,86988.1325949246,266291.365998621,76517.2660565644
0.18281,107407.343981352,86959.6719292833,266155.429500368,76488.7516901572
0.183012,107407.353831252,86931.201107089,266019.60709518,76460.227276127
0.183214,107407.363674431,86902.7201493049,265883.898745176,76431.692835624
0.183416,107407.373510901,86874.2290769337,265748.304412293,76403.1483898373
0.183618,107407.383340677,86845.727911018,265612.824058298,76374.593959996
0.18382,107407.393163773,86817.2166726398,265477.457644778,76346.0295673686
0.184022,107407.402980203,86788.6953829211,265342.205133148,76317.4552332631
0.184224,107407.412789981,86760.1640630233,265207.066484643,76288.8709790269
0.184426,107407.42259312,86731.6227341477,265072.041660326,76260.2768260473
0.184628,107407.432389636,86703.0714175353,264937.130621081,76231.6727957507
0.18483,107407.442179541,86674.5101344664,264802.333327618,76203.0589096032
0.185032,107407.451962851,86645.9389062615,264667.649740472,76174.4351891107
0.185234,107407.461739579,86617.3577542805,264533.07982,76145.8016558182
0.185436,107407.471509739,86588.7666999229,264398.623526384,76117.1583313105
0.185638,107407.481273346,86560.1657646281,264264.280819632,76088.5052372117
0.18584,107407.491030414,86531.5549698752,264130.051659573,76059.8423951858
0.186042,107407.500780958,86502.9343371826,263995.936005863,76031.169826936
0.186244,107407.51052499,86474.303888109,263861.933817979,76002.4875542051
0.186446,107407.520262527,86445.6636442522,263728.045055227,75973.7955987754
0.186648,107407.529993581,86417.01362725,263594.269676732,75945.093982469
0.18685,107407.539718168,86388.3538587798,263460.607641447,75916.3827271472
0.187052,107407.549436301,86359.6843605587,263327.058908147,75887.661854711
0.187254,107407.559147996,86331.0051543435,263193.623435432,75858.9313871009
0.187456,107407.568853267,86302.3162619307,263060.301181727,75830.1913462968
0.187658,107407.578552127,86273.6177051563,262927.092105279,75801.4417543184
0.18786,107407.588244593,86244.9095058962,262793.996164161,75772.6826332247
0.188062,107407.597930677,86216.1916860659,262661.01331627,75743.9140051143
0.188264,107407.607610395,86187.4642676206,262528.143519327,75715.1358921253
0.188466,107407.617283761,86158.7272725552,262395.386730876,75686.3483164355
0.188668,107407.626950778,86129.9807041171,262262.743037724,75657.5512811498
0.18887,107407.636611376,86101.2244574438,262130.213271617,75628.7446793913
0.189072,107407.646265657,86072.458688454,261997.796467702,75599.9286695767
0.189274,107407.655913638,86043.6834189182,261865.492585459,75571.1032736522
0.189476,107407.665555331,86014.8986706417,261733.301584229,75542.2685135982
0.189678,107407.675190752,85986.1044654645,261601.223423207,75513.42441143
0.18988,107407.684819915,85957.3008252614,261469.258061452,75484.570989197
0.190082,107407.694442835,85928.4877719417,261337.405457876,75455.7082689834
0.190284,107407.704059526,85899.6653274496,261205.665571254,75426.8362729074
0.190486,107407.713670002,85870.8335137638,261074.038360216,75397.9550231221
0.190688,107407.723274278,85841.992352898,260942.523783254,75369.0645418148
0.19089,107407.73287237,85813.1418669001,260811.121798716,75340.1648512074
0.191092,107407.74246429,85784.2820778533,260679.832364808,75311.2559735562
0.191294,107407.752050055,85755.4130078751,260548.655439597,75282.337931152
0.191496,107407.761629679,85726.5346791178,260417.590981007,75253.41074632
0.191698,107407.771203176,85697.6471137684,260286.638946821,75224.47444142
0.1919,107407.780770561,85668.7503340487,260155.79929468,75195.529038846
0.192102,107407.790331849,85639.844362215,260025.071982083,75166.5745610267
0.192304,107407.799887054,85610.9292205585,259894.456966388,75137.6110304252
0.192506,107407.809436193,85582.004931405,259763.954204814,75108.638469539
0.192708,107407.818979278,85553.0715171151,259633.563654434,75079.6569009001
0.19291,107407.828516326,85524.1290000839,259503.285272183,75050.666347075
0.193112,107407.83804735,85495.1774027413,259373.119014853,75021.6668306647
0.193314,107407.847572366,85466.2167475521,259243.064839095,74992.6583743045
0.193516,107407.857091389,85437.2470570155,259113.122701417,74963.6410006643
0.193718,107407.866604434,85408.2683536654,258983.292558189,74934.6147324484
0.19392,107407.876111515,85379.2806600708,258853.574365636,74905.5795923955
0.194122,107407.885612648,85350.283998835,258723.968079843,74876.535603279
0.194324,107407.895107847,85321.2783925961,258594.473656754,74847.4827879065
0.194526,107407.904597128,85292.263864027,258465.09105217,74818.4211691201
0.194728,107407.914080506,85263.2404358351,258335.820221751,74789.3507697966
0.19493,107407.923557995,85234.2081307628,258206.661121018,74760.2716128469
0.195132,107407.933029611,85205.1669715869,258077.613705347,74731.1837212167
0.195334,107407.942495369,85176.1169811191,257948.677929973,74702.087117886
0.195536,107407.951955284,85147.0581822058,257819.853749993,74672.9818258692
0.195738,107407.961409371,85117.9905977278,257691.141120357,74643.8678682153
0.19594,107407.970857645,85088.9142506011,257562.539995879,74614.7452680076
0.196142,107407.980300122,85059.8291637761,257434.050331227,74585.614048364
0.196344,107407.989736817,85030.7353602378,257305.672080931,74556.4742324369
0.196546,107407.999167745,85001.6328630061,257177.405199378,74527.325843413
0.196748,107408.008592921,84972.5216951356,257049.249640812,74498.1689045136
0.19695,107408.01801236,84943.4018797155,256921.205359338,74469.0034389943
0.197152,107408.027426078,84914.2734398698,256793.272308919,74439.8294701454
0.197354,107408.036834091,84885.136398757,256665.450443375,74410.6470212915
0.197556,107408.046236413,84855.9907795706,256537.739716386,74381.4561157916
0.197758,107408.05563306,84826.8366055386,256410.140081491,74352.2567770393
0.19796,107408.065024048,84797.6738999237,256282.651492085,74323.0490284627
0.198162,107408.074409391,84768.5026860234,256155.273901424,74293.8328935241
0.198364,107408.083789106,84739.3229871698,256028.007262621,74264.6083957207
0.198566,107408.093163207,84710.1348267299,255900.85152865,74235.3755585837
0.198768,107408.10253171,84680.938228105,255773.806652339,74206.134405679
0.19897,107408.111894567,84651.7331172575,255646.873154604,74176.8848608776
0.199172,107408.121251849,84622.5196022339,255520.050494959,74147.6270343468
0.199374,107408.130603574,84593.2977116921,255393.338595775,74118.3609550272
0.199576,107408.139949758,84564.0674689274,255266.737410745,74089.0866463719
0.199778,107408.149290417,84534.8288972666,255140.246893439,74059.8041318649
0.19998,107408.158625566,84505.582020068,255013.866997304,74030.5134350218
0.200182,107408.16795522,84476.3268607217,254887.597675665,74001.2145793892
0.200384,107408.177279396,84447.063442649,254761.438881723,73971.907588545
0.200586,107408.186598108,84417.7917893029,254635.390568556,73942.5924860982
0.200788,107408.195911372,84388.5119241681,254509.452689118,73913.2692956894
0.20099,107408.205219204,84359.2238707606,254383.62519624,73883.9380409901
0.201192,107408.21452162,84329.9276526281,254257.908042633,73854.598745703
0.201394,107408.223818634,84300.6232933497,254132.30118088,73825.2514335623
0.201596,107408.233110263,84271.3108165363,254006.804563445,73795.8961283334
0.201798,107408.242396522,84241.99024583,253881.418142667,73766.5328538126
0.202,107408.251677427,84212.6616049048,253756.141870761,73737.1616338279
0.202202,107408.260952993,84183.324917466,253630.975699822,73707.7824922381
0.202404,107408.270223237,84153.9802072505,253505.919581818,73678.3954529336
0.202606,107408.279488174,84124.6274980269,253380.973468597,73649.0005398358
0.202808,107408.28874782,84095.2668135952,253256.137311883,73619.5977768975
0.20301,107408.298002191,84065.8981777869,253131.411063276,73590.1871881026
0.203212,107408.307251301,84036.5216144651,253006.794674254,73560.7687974663
0.203414,107408.316495169,84007.1371475246,252882.288096172,73531.3426290349
0.203616,107408.325733808,83977.7448008915,252757.89128026,73501.9087068862
0.203818,107408.334967235,83948.3445985236,252633.604177626,73472.467055129
0.20402,107408.344195466,83918.9365644102,252509.426739257,73443.0176979035
0.204222,107408.353418516,83889.5207225721,252385.358916014,73413.560659381
0.204424,107408.362636403,83860.0970970619,252261.400658636,73384.0959637642
0.204626,107408.371849141,83830.6657119633,252137.551917739,73354.6236352867
0.204828,107408.381056746,83801.226591392,252013.812643816,73325.1436982137
0.20503,107408.390259236,83771.779759495,251890.182787236,73295.6561768416
0.205232,107408.399456624,83742.3252404508,251766.662298246,73266.1610954978
0.205434,107408.408648929,83712.8630584695,251643.251126969,73236.658478541
0.205636,107408.417836165,83683.393237793,251519.949223406,73207.1483503614
0.205838,107408.427018349,83653.9158026943,251396.756537434,73177.63073538
0.20604,107408.436195496,83624.4307774784,251273.673018807,73148.1056580495
0.206242,107408.445367624,83594.9381864814,251150.698617156,73118.5731428535
0.206444,107408.454534748,83565.4380540714,251027.833281989,73089.0332143069
0.206646,107408.463696884,83535.9304046476,250905.076962691,73059.485896956
0.206848,107408.472854048,83506.4152626411,250782.429608523,73029.9312153781
0.20705,107408.482006257,83476.8926525144,250659.891168625,73000.3691941819
0.207252,107408.491153527,83447.3625987616,250537.461592011,72970.7998580072
0.207454,107408.500295874,83417.8251259083,250415.140827575,72941.2232315253
0.207656,107408.509433314,83388.2802585115,250292.928824085,72911.6393394383
0.207858,107408.518565864,83358.7280211601,250170.825530188,72882.04820648
0.20806,107408.52769354,83329.1684384742,250048.830894406,72852.4498574151
0.208262,107408.536816359,83299.6015351057,249926.944865141,72822.8443170397
0.208464,107408.545934336,83270.027335738,249805.167390668,72793.231610181
0.208666,107408.555047487,83240.4458650858,249683.498419142,72763.6117616977
0.208868,107408.564155831,83210.8571478957,249561.937898593,72733.9847964794
0.20907,107408.573259341,83181.2611480692,249440.486041876,72704.3506770316
0.209272,107408.582358061,83151.6579282683,249319.142632035,72674.7094671159
0.209474,107408.591452017,83122.047530431,249197.90754232,72645.0612092452
0.209676,107408.600541227,83092.4299792418,249076.780721088,72615.4059282411
0.209878,107408.609625706,83062.8052994144,248955.762116585,72585.7436489543
0.21008,107408.618705471,83033.1735156915,248834.851676941,72556.074396264
0.210282,107408.627780538,83003.5346528448,248714.049350178,72526.3981950783
0.210484,107408.636850923,82973.8887356756,248593.355084201,72496.715070334
0.210686,107408.645916644,82944.2357890137,248472.768826805,72467.0250469967
0.210888,107408.654977717,82914.5758377184,248352.290525671,72437.3281500606
0.21109,107408.664034157,82884.9089066781,248231.92012837,72407.6244045488
0.211292,107408.673085982,82855.2350208103,248111.657582358,72377.9138355131
0.211494,107408.682133208,82825.5542050614,247991.502834979,72348.1964680339
0.211696,107408.691175851,82795.8664844072,247871.455833464,72318.4723272207
0.211898,107408.700213929,82766.1718838526,247751.516524934,72288.7414382113
0.2121,107408.709247458,82736.4704284315,247631.684856394,72259.0038261726
0.212302,107408.718276454,82706.7621432069,247511.960774738,72229.2595163002
0.212504,107408.727300933,82677.047053271,247392.344226749,72199.5085338182
0.212706,107408.736320914,82647.3251837451,247272.835159095,72169.7509039796
0.212908,107408.745336411,82617.5965597797,247153.433518332,72139.9866520664
0.21311,107408.754347443,82587.8612065543,247034.139250904,72110.2158033889
0.213312,107408.763354025,82558.1191492776,246914.952303144,72080.4383832864
0.213514,107408.772356175,82528.3704131873,246795.872621269,72050.6544171269
0.213716,107408.781353908,82498.6150235503,246676.900151386,72020.8639303072
0.213918,107408.790347243,82468.8530056627,246558.034839488,71991.0669482528
0.21412,107408.799336195,82439.0843848497,246439.276631457,71961.2634964179
0.214322,107408.808320781,82409.3091864654,246320.625473062,71931.4536002855
0.214524,107408.817301018,82379.5274358934,246202.081309958,71901.6372853674
0.214726,107408.826276924,82349.739158546,246083.644087689,71871.814577204
0.214928,107408.835248514,82319.9443798649,245965.313751686,71841.9855013645
0.21513,107408.844215806,82290.143125321,245847.090247268,71812.150083447
0.215332,107408.853178817,82260.3354204139,245728.97351964,71782.3083490781
0.215534,107408.862137563,82230.5212906729,245610.963513896,71752.4603239134
0.215736,107408.871092061,82200.7007616558,245493.060175017,71722.6060336371
0.215938,107408.880042329,82170.8738589501,245375.263447872,71692.7455039621
0.21614,107408.888988384,82141.040608172,245257.573277215,71662.8787606302
0.216342,107408.897930241,82111.201034967,245139.98960769,71633.0058294118
0.216544,107408.906867919,82081.3551650098,245022.512383828,71603.1267361061
0.216746,107408.915801434,82051.5030240039,244905.141550047,71573.241506541
0.216948,107408.924730804,82021.6446376824,244787.877050652,71543.3501665734
0.21715,107408.933656045,81991.780031807,244670.718829837,71513.4527420886
0.217352,107408.942577175,81961.9092321689,244553.666831682,71483.5492590008
0.217554,107408.95149421,81932.0322645884,244436.721000156,71453.639743253
0.217756,107408.960407168,81902.1491549146,244319.881279113,71423.7242208168
0.217958,107408.969316066,81872.2599290261,244203.147612296,71393.8027176928
0.21816,107408.97822092,81842.3646128304,244086.519943336,71363.87525991
0.218362,107408.987121749,81812.4632322642,243969.998215751,71333.9418735265
0.218564,107408.99601857,81782.5558132933,243853.582372946,71304.0025846289
0.218766,107409.004911399,81752.6423819126,243737.272358214,71274.0574193326
0.218968,107409.013800254,81722.7229641462,243621.068114735,71244.1064037818
0.21917,107409.022685114,81692.7975298641,243504.969788985,71214.1495070784
0.219372,107409.031566006,81662.866117516,243388.977279143,71184.1867679871
0.219574,107409.040442971,81632.9287889169,243273.09039879,71154.2182490059
0.219776,107409.049316024,81602.985569874,243157.309091862,71124.2439760555
0.219978,107409.058185185,81573.0364862162,243041.633302209,71094.2639750778
0.22018,107409.067050468,81543.0815637943,242926.062973596,71064.2782720357
0.220382,107409.075911893,81513.1208284804,242810.598049705,71034.2868929134
0.220584,107409.084769475,81483.1543061682,242695.23847413,71004.2898637159
0.220786,107409.093623232,81453.1820227727,242579.984190383,70974.2872104691
0.220988,107409.102473182,81423.2040042303,242464.835141889,70944.2789592199
0.22119,107409.111319341,81393.2202764987,242349.791271991,70914.2651360359
0.221392,107409.120161726,81363.2308655567,242234.852523947,70884.2457670052
0.221594,107409.129000356,81333.2357974042,242120.018840933,70854.2208782367
0.221796,107409.137835246,81303.2350980622,242005.290166041,70824.1904958598
0.221998,107409.146666414,81273.2287935728,241890.666442278,70794.1546460245
0.2222,107409.155493879,81243.2169099987,241776.14761257,70764.113354901
0.222402,107409.164317655,81213.1994734237,241661.733619762,70734.0666486798
0.222604,107409.173137762,81183.1765099523,241547.424406613,70704.0145535719
0.222806,107409.181954217,81153.1480457095,241433.219915804,70673.9570958082
0.223008,107409.190767036,81123.1141068411,241319.120089931,70643.89430164
0.22321,107409.199576237,81093.0747195133,241205.12487151,70613.8261973382
0.223412,107409.208381838,81063.029909913,241091.234202977,70583.7528091941
0.223614,107409.217183855,81032.9797042473,240977.448026684,70553.6741635186
0.223816,107409.225982306,81002.9241287436,240863.766284906,70523.5902866425
0.224018,107409.234777209,80972.8632096497,240750.188919833,70493.5012049164
0.22422,107409.24356858,80942.7969732335,240636.71587358,70463.4069447104
0.224422,107409.252356438,80912.7254457829,240523.347088178,70433.3075324145
0.224624,107409.2611408,80882.6486536059,240410.08250558,70403.2029944378
0.224826,107409.269921683,80852.5666230307,240296.92206766,70373.0933572091
0.225028,107409.278699104,80822.479380405,240183.865716213,70342.9786471765
0.22523,107409.287473081,80792.3869520965,240070.913392953,70312.8588908075
0.225432,107409.296243632,80762.2893644928,239958.065039518,70282.7341145887
0.225634,107409.305010773,80732.1866440009,239845.320597466,70252.604345026
0.225836,107409.313774524,80702.0788170476,239732.680008278,70222.469608644
0.226038,107409.3225349,80671.9659100791,239620.143213357,70192.3299319868
0.22624,107409.33129192,80641.847949561,239507.710154028,70162.1853416171
0.226442,107409.3400456,80611.7249619786,239395.380771538,70132.0358641166
0.226644,107409.34879596,80581.5969738362,239283.155007059,70101.8815260857
0.226846,107409.357543015,80551.4640116573,239171.032801684,70071.7223541436
0.227048,107409.366286784,80521.326101985,239059.014096432,70041.5583749281
0.22725,107409.375027285,80491.183271381,238947.098832243,70011.3896150955
0.227452,107409.383764534,80461.0355464263,238835.286949983,69981.2161013206
0.227654,107409.39249855,80430.8829537207,238723.578390441,69951.0378602969
0.227856,107409.401229351,80400.725519883,238611.973094332,69920.8549187356
0.228058,107409.409956952,80370.5632715509,238500.471002294,69890.667303367
0.22826,107409.418681374,80340.3962353805,238389.072054892,69860.4750409389
0.228462,107409.427402632,80310.2244380469,238277.776192615,69830.2781582175
0.228664,107409.436120746,80280.0479062435,238166.583355878,69800.0766819872
0.228866,107409.444835731,80249.8666666826,238055.493485021,69769.8706390501
0.229068,107409.453547607,80219.6807460946,237944.506520312,69739.6600562264
0.22927,107409.462256391,80189.4901712283,237833.622401943,69709.4449603541
0.229472,107409.470962101,80159.294968851,237722.841070035,69679.2253782887
0.229674,107409.479664753,80129.0951657482,237612.162464634,69649.0013369038
0.229876,107409.488364367,80098.8907887234,237501.586525714,69618.7728630904
0.230078,107409.49706096,80068.6818645982,237391.113193177,69588.539983757
0.23028,107409.505754549,80038.4684202124,237280.742406851,69558.3027258296
0.230482,107409.514445153,80008.2504824235,237170.474106493,69528.0611162516
0.230684,107409.523132789,79978.0280781072,237060.308231788,69497.8151819838
0.230886,107409.531817474,79947.8012341565,236950.244722351,69467.5649500041
0.231088,107409.540499228,79917.5699774827,236840.283517723,69437.3104473077
0.23129,107409.549178067,79887.3343350143,236730.424557375,69407.0517009067
0.231492,107409.55785401,79857.0943336976,236620.667780708,69376.7887378305
0.231694,107409.566527074,79826.8500004963,236511.013127052,69346.5215851253
0.231896,107409.575197278,79796.6013623917,236401.460535667,69316.2502698541
0.232098,107409.583864638,79766.3484463823,236292.009945742,69285.9748190969
0.2323,107409.592529174,79736.0912794839,236182.661296398,69255.6952599502
0.232502,107409.601190902,79705.8298887297,236073.414526685,69225.4116195275
0.232704,107409.609849841,79675.5643011698,235964.269575585,69195.1239249584
0.232906,107409.618506009,79645.2945438715,235855.226382009,69164.8322033895
0.233108,107409.627159423,79615.0206439191,235746.284884802,69134.5364819835
0.23331,107409.635810102,79584.7426284139,235637.44502274,69104.2367879195
0.233512,107409.644458064,79554.4605244739,235528.706734529,69073.9331483932
0.233714,107409.653103326,79524.174359234,235420.069958808,69043.6255906162
0.233916,107409.661745906,79493.8841598458,235311.53463415,69013.3141418164
0.234118,107409.670385823,79463.5899534776,235203.100699059,68982.9988292375
0.23432,107409.679023094,79433.291767314,235094.768091973,68952.6796801396
0.234522,107409.687657738,79402.9896285565,234986.53675126,68922.3567217985
0.234724,107409.696289772,79372.6835644228,234878.406615227,68892.0299815059
0.234926,107409.704919215,79342.3736021469,234770.377622109,68861.6994865692
0.235128,107409.713546085,79312.0597689791,234662.449710078,68831.3652643117
0.23533,107409.722170399,79281.7420921861,234554.622817241,68801.027342072
0.235532,107409.730792175,79251.4205990506,234446.896881636,68770.6857472047
0.235734,107409.739411433,79221.0953168714,234339.27184124,68740.3405070794
0.235936,107409.748028189,79190.7662729631,234231.747633961,68709.9916490816
0.236138,107409.756642463,79160.4334946566,234124.324197646,68679.6392006117
0.23634,107409.765254271,79130.0970092983,234017.001470073,68649.2831890857
0.236542,107409.773863632,79099.7568442505,233909.779388961,68618.9236419346
0.236744,107409.782470565,79069.4130268913,233802.657891961,68588.5605866046
0.236946,107409.791075087,79039.0655846143,233695.636916662,68558.194050557
0.237148,107409.799677217,79008.7145448288,233588.716400589,68527.8240612678
0.23735,107409.808276972,78978.3599349594,233481.896281204,68497.4506462282
0.237552,107409.816874372,78948.0017824463,233375.176495906,68467.0738329442
0.237754,107409.825469433,78917.6401147448,233268.556982033,68436.6936489364
0.237956,107409.834062175,78887.2749593258,233162.037676857,68406.3101217401
0.238158,107409.842652615,78856.9063436752,233055.61851759,68375.9232789053
0.23836,107409.851240772,78826.5342952939,232949.299441384,68345.5331479965
0.238562,107409.859826663,78796.1588416983,232843.080385326,68315.1397565927
0.238764,107409.868410308,78765.7800104193,232736.961286443,68284.7431322871
0.238966,107409.876991724,78735.3978290029,232630.942081701,68254.3433026876
0.239168,107409.88557093,78705.01232501,232525.022708006,68223.9402954158
0.23937,107409.894147932,78674.623508021,232419.203149196,68193.5341203478
0.239572,107409.902722723,78644.231368193,232313.483439812,68163.1247681895
0.239774,107409.911295356,78613.8359848179,232207.863381599,68132.7123176169
0.239976,107409.919865849,78583.4373854129,232102.342911487,68102.2967962071
0.240178,107409.928434221,78553.0355975078,231996.921966354,68071.8782315492
0.24038,107409.937000489,78522.6306486454,231891.600483021,68041.456651245
0.240582,107409.945564672,78492.2225663812,231786.378398254,68011.0320829081
0.240784,107409.954126788,78461.8113782833,231681.255648766,67980.6045541642
0.240986,107409.962686855,78431.3971119323,231576.232171214,67950.1740926511
0.241188,107409.971244892,78400.9797949214,231471.307902202,67919.7407260182
0.24139,107409.979800917,78370.559454856,231366.482778281,67889.3044819271
0.241592,107409.988354949,78340.1361193541,231261.756735949,67858.8653880506
0.241794,107409.996907004,78309.7098160456,231157.129711648,67828.4234720737
0.241996,107410.005457103,78279.2805725727,231052.60164177,67797.9787616926
0.242198,107410.014005262,78248.8484165897,230948.172462654,67767.5312846148
0.2424,107410.022551501,78218.4133757627,230843.842110586,67737.0810685597
0.242602,107410.031095838,78187.9754777698,230739.610521802,67706.6281412574
0.242804,107410.03963829,78157.5347503009,230635.477632484,67676.1725304498
0.243006,107410.048178878,78127.0912210576,230531.443378763,67645.7142638893
0.243208,107410.056717617,78096.6449177532,230427.507696722,67615.2533693398
0.24341,107410.065254528,78066.1958681124,230323.670522389,67584.7898745761
0.243612,107410.073789629,78035.7440998715,230219.931791745,67554.3238073836
0.243814,107410.082322937,78005.2896407782,230116.291440718,67523.8551955587
0.244016,107410.090854472,77974.8325185914,230012.749405189,67493.3840669085
0.244218,107410.099384251,77944.3727610814,229909.305620988,67462.9104492507
0.24442,107410.107912293,77913.9103960293,229805.960023895,67432.4343704134
0.244622,107410.116438616,77883.4454512277,229702.712549642,67401.9558582354
0.244824,107410.12496324,77852.9779544798,229599.563133912,67371.4749405655
0.245026,107410.133486181,77822.5079335998,229496.51171234,67340.9916452633
0.245228,107410.14200746,77792.0354164128,229393.558220512,67310.506000198
0.24543,107410.150527093,77761.5604307546,229290.702593967,67280.0180332494
0.245632,107410.1590451,77731.0830044715,229187.944768197,67249.527772307
0.245834,107410.167561498,77700.6031654205,229085.284678645,67219.0352452705
0.246036,107410.176076307,77670.120941469,228982.722260709,67188.5404800492
0.246238,107410.184589545,77639.6363604947,228880.257449738,67158.0435045624
0.24644,107410.193101231,77609.1494503858,228777.890181037,67127.5443467389
0.246642,107410.201611382,77578.6602390407,228675.620389863,67097.0430345173
0.246844,107410.210120017,77548.1687543677,228573.448011429,67066.5395958455
0.247046,107410.218627155,77517.6750242854,228471.372980902,67036.034058681
0.247248,107410.227132815,77487.1790767224,228369.395233402,67005.5264509907
0.24745,107410.235637014,77456.6809396168,228267.514704007,66975.0168007505
0.247652,107410.244139771,77426.180640917,228165.731327747,66944.5051359458
0.247854,107410.252641105,77395.6782085808,228064.045039611,66913.9914845708
0.248056,107410.261141034,77365.1736705759,227962.455774542,66883.475874629
0.248258,107410.269639577,77334.6670548791,227860.96346744,66852.9583341327
0.24846,107410.278136753,77304.1583894772,227759.568053161,66822.438891103
0.248662,107410.286632579,77273.6477023661,227658.269466518,66791.9175735697
0.248864,107410.295127075,77243.135021551,227557.067642282,66761.3944095716
0.249066,107410.303620258,77212.6203750464,227455.962515179,66730.8694271557
0.249268,107410.312112149,77182.103790876,227354.954019895,66700.3426543778
0.24947,107410.320602764,77151.5852970723,227254.042091073,66669.814119302
0.249672,107410.329092122,77121.0649216771,227153.226663316,66639.2838500007
0.249874,107410.337580243,77090.5426927408,227052.507671182,66608.7518745546
0.250076,107410.346067145,77060.0186383228,226951.885049191,66578.2182210526
0.250278,107410.354552846,77029.4927864911,226851.358731822,66547.6829175916
0.25048,107410.363037365,76998.9651653226,226750.928653511,66517.1459922767
0.250682,107410.371520721,76968.4358029022,226650.594748655,66486.6074732208
0.250884,107410.380002931,76937.9047273239,226550.356951613,66456.0673885444
0.251086,107410.388484015,76907.3719666897,226450.215196701,66425.5257663762
0.251288,107410.396963992,76876.83754911,226350.169418198,66394.9826348522
