"time","volume.medium.h","volume.medium.p","volume1.medium.h","volume1.medium.p"
0.005858,107397.397356682,109917.514352204,422166.931519217,99536.3409344589
0.00606,107397.417948617,109905.252510233,421998.730880904,99515.9409929453
0.006262,107397.437606212,109891.579177823,421830.264133257,99495.4498771886
0.006464,107397.456480444,109876.722437308,421661.549504598,99474.869380504
0.006666,107397.47469585,109860.870426627,421492.601922948,99454.2009158606
0.006868,107397.492356963,109844.181066482,421323.433824299,99433.4456067967
0.00707,107397.509548921,109826.78297611,421154.055225411,99412.6042966512
0.007272,107397.526340781,109808.780481042,420984.474137506,99391.6775959293
0.007474,107397.542790254,109790.260765375,420814.697160291,99370.6659491687
0.007676,107397.558945745,109771.296954991,420644.729736072,99349.5696642031
0.007878,107397.574847259,109751.949487388,420474.576273155,99328.3889227144
0.00808,107397.590533134,109732.276278194,420304.24097403,99307.1238790564
0.008282,107397.606038787,109712.330834538,420133.72768672,99285.774640703
0.008484,107397.621371904,109692.12476496,419963.036773892,99264.3409213799
0.008686,107397.636560781,109671.700819445,419792.171201644,99242.8227192597
0.008888,107397.651624622,109651.088007511,419621.132795662,99221.2199007068
0.00909,107397.66656895,109630.294674055,419449.921679118,99199.5321324908
0.009292,107397.681409079,109609.343951667,419278.539197514,99177.759217933
0.009494,107397.696155744,109588.252061253,419106.986127813,99155.9008912534
0.009696,107397.710809539,109567.019898393,418935.261977116,99133.9567394797
0.009898,107397.725378687,109545.659884681,418763.367209706,99111.9264541938
0.0101,107397.739868164,109524.179537801,418591.301883115,99089.8096777303
0.010302,107397.754279284,109502.58084397,418419.065598201,99067.6059968646
0.010504,107397.768616268,109480.870179085,418246.658316481,99045.3150369272
0.010706,107397.782882556,109459.052738799,418074.079900768,99022.9364090521
0.010908,107397.79707795,109437.128226011,417901.329763922,99000.4696682512
0.01111,107397.811206019,109415.102030758,417728.407782327,98977.9144213193
0.011312,107397.825269689,109392.978572556,417555.313752016,98955.2702625153
0.011514,107397.839267371,109370.755452553,417382.046909743,98932.5367172503
0.011716,107397.853201807,109348.436813698,417208.607026601,98909.7133707307
0.011918,107397.86707453,109326.024967908,417034.993722664,98886.7997872889
0.01212,107397.880884639,109303.518558974,416861.206314466,98863.7954928987
0.012322,107397.894633042,109280.918954496,416687.24434218,98840.7000364841
0.012524,107397.908319751,109258.22617381,416513.107233677,98817.512950835
0.012726,107397.921945784,109235.441755347,416338.794535103,98794.2337798583
0.012928,107397.935510813,109212.565204209,416164.305628795,98770.8620449827
0.01313,107397.94901468,109189.596278488,415989.639914828,98747.39726678
0.013332,107397.96245707,109166.534504538,415814.796772525,98723.8389603817
0.013534,107397.975837504,109143.379159567,415639.775559075,98700.1866353136
0.013736,107397.989155341,109120.129271633,415464.575609534,98676.4397954965
0.013938,107398.002410392,109096.784557987,415289.196261005,98652.5978670447
0.01414,107398.015602601,109073.34493425,415113.636952079,98628.6604127722
0.014342,107398.028731703,109049.809997309,414937.897065457,98604.6269448387
0.014544,107398.041797437,109026.179354479,414761.975982295,98580.4969717503
0.014746,107398.054799543,109002.452613071,414585.873083755,98556.2700020133
0.014948,107398.067737761,108978.629380399,414409.587750993,98531.9455441341
0.01515,107398.080613077,108954.711143975,414233.119396259,98507.5229356187
0.015352,107398.093424709,108930.696724721,414056.467387709,98483.0017564939
0.015554,107398.106172395,108906.585724955,413879.631106419,98458.3815157204
0.015756,107398.118855966,108882.377888968,413702.609935813,98433.6617093465
0.015958,107398.131475252,108858.072961052,413525.403259315,98408.8418334207
0.01616,107398.144030084,108833.670685501,413348.010460349,98383.921383991
0.016362,107398.156518537,108809.168154819,413170.430405507,98358.8993542443
0.016564,107398.168941076,108784.566069605,412992.662664598,98333.7754215742
0.016766,107398.181297591,108759.86426551,412814.70663885,98308.5490993538
0.016968,107398.19358778,108735.062284101,412636.561672178,98283.2198451882
0.01717,107398.205811339,108710.159666946,412458.227108493,98257.7871166827
0.017372,107398.217967964,108685.15595561,412279.702291709,98232.2503714424
0.017574,107398.230057353,108660.05069166,412100.986565739,98206.6090670726
0.017776,107398.242079201,108634.843416664,411922.079274495,98180.8626611785
0.017978,107398.254033206,108609.533672187,411742.97976189,98155.0106113652
0.01818,107398.265919064,108584.120999797,411563.687371838,98129.052375238
0.018382,107398.277736471,108558.60494106,411384.201448251,98102.987410402
0.018584,107398.289485125,108532.985037543,411204.521335043,98076.8151744624
0.018786,107398.301163445,108507.258901346,411024.64579057,98050.5343645181
0.018988,107398.31277171,108481.426953162,410844.574425544,98024.144784685
0.01919,107398.324309846,108455.489084145,410664.30668997,97997.6460303602
0.019392,107398.335777513,108429.444776803,410483.841909838,97971.0375358697
0.019594,107398.347174367,108403.293513641,410303.179411137,97944.3187355394
0.019796,107398.358500066,108377.034777163,410122.318519855,97917.4890636954
0.019998,107398.369754268,108350.668049875,409941.258561982,97890.5479546636
0.0202,107398.380936629,108324.192814283,409759.998863507,97863.49484277
0.020402,107398.392046809,108297.608552892,409578.538750418,97836.3291623405
0.020604,107398.403084463,108270.914748207,409396.877548704,97809.0503477012
0.020806,107398.41404925,108244.110882734,409215.014584356,97781.6578331779
0.021008,107398.424940827,108217.196438978,409032.94918336,97754.1510530966
0.02121,107398.435756739,108190.167705793,408850.679384363,97726.5276688995
0.021412,107398.446497378,108163.025278637,408668.204961978,97698.7877327431
0.021614,107398.45716303,108135.769587684,408485.525624194,97670.93120503
0.021816,107398.467753299,108108.400033363,408302.640663918,97642.9574745242
0.022018,107398.478267786,108080.916016106,408119.549374052,97614.8659299895
0.02222,107398.488706097,108053.316936343,407936.251047504,97586.6559601902
0.022422,107398.499067832,108025.602194505,407752.744977177,97558.32695389
0.022624,107398.509352597,107997.771191022,407569.030455976,97529.8782998531
0.022826,107398.519559994,107969.823326325,407385.106776808,97501.3093868435
0.023028,107398.529689627,107941.758000844,407200.973232576,97472.619603625
0.02323,107398.539741098,107913.574615011,407016.629116187,97443.8083389619
0.023432,107398.549714011,107885.272569256,406832.073720544,97414.874981618
0.023634,107398.559606787,107856.84947852,406647.305087042,97385.8169766232
0.023836,107398.569419242,107828.305065504,406462.322734474,97356.6340635732
0.024038,107398.579151483,107799.639489143,406277.126487409,97327.3264569611
0.02424,107398.588803079,107770.85209855,406091.715602783,97297.8934896871
0.024442,107398.598373597,107741.942242842,405906.089337531,97268.3344946515
0.024644,107398.607862609,107712.909271132,405720.246948589,97238.6488047544
0.024846,107398.617269682,107683.752532537,405534.187692894,97208.835752896
0.025048,107398.626594387,107654.471376169,405347.910827381,97178.8946719766
0.02525,107398.635836292,107625.065151146,405161.415608987,97148.8248948963
0.025452,107398.644994967,107595.533206581,404974.701294648,97118.6257545555
0.025654,107398.654069981,107565.874891588,404787.7671413,97088.2965838541
0.025856,107398.663060904,107536.089555284,404600.612405878,97057.8367156926
0.026058,107398.671966282,107506.175002927,404413.235175759,97027.2435920537
0.02626,107398.680785656,107476.130539772,404225.634674654,96996.5164921191
0.026462,107398.689519192,107445.956416615,404037.810842573,96965.6558531681
0.026664,107398.698166426,107415.651932351,403849.762898408,96934.6609465931
0.026866,107398.706726894,107385.216385878,403661.490061053,96903.5310437864
0.027068,107398.715200132,107354.64907609,403472.991549399,96872.2654161405
0.02727,107398.723585676,107323.949301886,403284.26658234,96840.8633350478
0.027472,107398.731883062,107293.11636216,403095.314378767,96809.3240719007
0.027674,107398.740091827,107262.149555809,402906.134157574,96777.6468980918
0.027876,107398.748211505,107231.04818173,402716.725137653,96745.8310850134
0.028078,107398.756241633,107199.811538819,402527.086537897,96713.8759040579
0.02828,107398.764181748,107168.438925971,402337.217577198,96681.7806266178
0.028482,107398.77203051,107136.928321039,402147.11664416,96649.5431323864
0.028684,107398.779787119,107105.278514317,401956.782638018,96617.162156955
0.028886,107398.787451746,107073.489761803,401766.215379208,96584.6379800045
0.029088,107398.795023853,107041.561254193,401575.41401862,96551.9697589415
0.02929,107398.802502902,107009.492176809,401384.377703762,96519.1566455084
0.029492,107398.80988835,106977.281709594,401193.105578766,96486.1977857839
0.029694,107398.817179652,106944.929027117,401001.596784382,96453.0923201828
0.029896,107398.824376256,106912.43329857,400809.850457983,96419.839383456
0.030098,107398.83147761,106879.793687767,400617.865733561,96386.4381046903
0.0303,107398.838483157,106847.009353148,400425.641741731,96352.887607309
0.030502,107398.845392336,106814.079447776,400233.177609728,96319.1870090711
0.030704,107398.852204583,106781.003119336,400040.472461407,96285.3354220719
0.030906,107398.858919331,106747.779510139,399847.525417246,96251.331952743
0.031108,107398.865536008,106714.407757118,399654.335594341,96217.1757018517
0.03131,107398.87205404,106680.886991831,399460.902106412,96182.8657645017
0.031512,107398.878472848,106647.216340458,399267.224063798,96148.4012301325
0.031714,107398.884791851,106613.394923804,399073.300573459,96113.7811825202
0.031916,107398.891010463,106579.421857298,398879.130738977,96079.0046997766
0.032118,107398.897128094,106545.29625099,398684.713660554,96044.0708543497
0.03232,107398.903144154,106511.017209556,398490.048435013,96008.9787130237
0.032522,107398.909058045,106476.583832296,398295.134155798,95973.7273369187
0.032724,107398.914869168,106441.995213132,398099.969912975,95938.3157814912
0.032926,107398.920576919,106407.250440611,397904.554793229,95902.7430965335
0.033128,107398.926180693,106372.348597903,397708.887879867,95867.0083261742
0.03333,107398.931679422,106337.288074776,397512.967893184,95831.1098108665
0.033532,107398.937072032,106302.067245393,397316.793544745,95795.0458750204
0.033734,107398.942358585,106266.686204209,397120.364444756,95758.8165880993
0.033936,107398.94753844,106231.143983459,396923.679647624,95722.4209417211
0.034138,107398.952610952,106195.439608992,396726.738203849,95685.8579208118
0.03434,107398.957575473,106159.572100264,396529.539160022,95649.1265036052
0.034542,107398.962431349,106123.540470341,396332.081558824,95612.2256616428
0.034744,107398.967177924,106087.343725903,396134.364439029,95575.1543597742
0.034946,107398.971814535,106050.980867236,395936.3868355,95537.9115561567
0.035148,107398.976340517,106014.450888237,395738.147779194,95500.4962022556
0.03535,107398.980755199,105977.752776416,395539.646297157,95462.907242844
0.035552,107398.985057907,105940.885512888,395340.881412525,95425.1436160028
0.035754,107398.989247963,105903.848072383,395141.852144529,95387.2042531208
0.035956,107398.993324684,105866.639423238,394942.557508488,95349.0880788949
0.036158,107398.997287383,105829.258527401,394742.996515812,95310.7940113295
0.03636,107399.001135369,105791.704340432,394543.168174005,95272.3209617372
0.036562,107399.004867946,105753.975811498,394343.071486659,95233.6678347381
0.036764,107399.008484415,105716.071883378,394142.70545346,95194.8335282606
0.036966,107399.011984071,105677.99149246,393942.069070181,95155.8169335406
0.037168,107399.015366207,105639.733568744,393741.161328692,95116.6169351221
0.03737,107399.01863011,105601.297035839,393539.981216948,95077.2324108569
0.037572,107399.021775064,105562.680810963,393338.527719,95037.6622319046
0.037774,107399.024800347,105523.883804945,393136.799814987,94997.9052627327
0.037976,107399.027705236,105484.904922226,392934.796481141,94957.9603611167
0.038178,107399.030488499,105445.742305303,392732.51647357,94917.8256856344
0.03838,107399.03314801,105406.39273863,392529.958157679,94877.4981493059
0.038582,107399.035684557,105366.857415036,392327.121158317,94836.9787048361
0.038784,107399.038097374,105327.135174859,392124.004425049,94796.2661479067
0.038986,107399.040385687,105287.224850943,391920.606903219,94755.3592664955
0.039188,107399.04254872,105247.125268641,391716.927533944,94714.2568408771
0.03939,107399.044585689,105206.83524581,391512.965254116,94672.9576436223
0.039592,107399.046495809,105166.353592817,391308.718996404,94631.4604395985
0.039794,107399.048278286,105125.679112531,391104.187689251,94589.7639859695
0.039996,107399.049932323,105084.810600333,390899.370256875,94547.8670321957
0.040198,107399.051457118,105043.746844105,390694.265619272,94505.7683200339
0.0404,107399.052851864,105002.486624241,390488.872692211,94463.4665835373
0.040602,107399.054115749,104961.028713639,390283.190387236,94420.9605490556
0.040804,107399.055247955,104919.371877702,390077.217611668,94378.2489352351
0.041006,107399.056247661,104877.514874343,389870.953268603,94335.3304530183
0.041208,107399.05711404,104835.45645398,389664.396256911,94292.2038056444
0.04141,107399.057846259,104793.195359537,389457.545471239,94248.8676886491
0.041612,107399.058443482,104750.730326446,389250.39980201,94205.3207898643
0.041814,107399.058904867,104708.060082646,389042.958135419,94161.5617894186
0.042016,107399.059229567,104665.183348579,388835.219353439,94117.589359737
0.042218,107399.05941673,104622.098837199,388627.182333819,94073.402165541
0.04242,107399.0594655,104578.805253963,388418.845950081,94028.9988638485
0.042622,107399.059375014,104535.301296836,388210.209071525,93984.3781039739
0.042824,107399.059144407,104491.585656289,388001.270563223,93939.5385275281
0.043026,107399.058772561,104447.656645035,387792.029167046,93894.4783617318
0.043228,107399.058255983,104403.508983238,387582.482468622,93849.1918883897
0.04343,107399.057596187,104359.144961981,387372.630484589,93803.68170549
0.043632,107399.056792258,104314.563195524,387162.472048265,93757.9463730447
0.043834,107399.055843273,104269.762289412,386952.00598835,93711.9844420188
0.044036,107399.054748302,104224.740840474,386741.231128926,93665.7944543303
0.044238,107399.053506412,104179.497436821,386530.146289458,93619.37494285
0.04444,107399.052116661,104134.030657848,386318.750284793,93572.7244314021
0.044642,107399.050578105,104088.339074235,386107.041925161,93525.8414347635
0.044844,107399.048889792,104042.421247943,385895.020016174,93478.7244586641
0.045046,107399.047050764,103996.275732219,385682.683358825,93431.3719997871
0.045248,107399.045060057,103949.901071591,385470.03074949,93383.7825457684
0.04545,107399.042916703,103903.295801873,385257.06097993,93335.9545751969
0.045652,107399.040619727,103856.458450161,385043.772837284,93287.8865576147
0.045854,107399.038168149,103809.387534834,384830.165104077,93239.5769535168
0.046056,107399.035560981,103762.081565555,384616.236558213,93191.0242143511
0.046258,107399.032797233,103714.539043273,384401.985972981,93142.2267825188
0.04646,107399.029875905,103666.758460215,384187.412117051,93093.1830913737
0.046662,107399.026795995,103618.738299898,383972.513754476,93043.8915652229
0.046864,107399.023556493,103570.477037117,383757.289644691,92994.3506193263
0.047066,107399.020156384,103521.973137953,383541.738542512,92944.5586598971
0.047268,107399.016594647,103473.225059772,383325.859198141,92894.5140841012
0.04747,107399.012870254,103424.231251219,383109.650357158,92844.2152800577
0.047672,107399.008982175,103374.990152227,382893.110760528,92793.6606268385
0.047874,107399.00492937,103325.500194011,382676.239144597,92742.8484944686
0.048076,107399.000718477,103275.77140617,382459.04071287,92691.7892811146
0.048278,107398.996341158,103225.791188619,382241.508222663,92640.4699267841
0.04848,107398.991792404,103175.551975851,382023.637497138,92588.8826031634
0.048682,107398.987071874,103125.053249212,381805.427787689,92537.0267663161
0.048884,107398.982178308,103074.293107796,381586.877695321,92484.9004502652
0.049086,107398.978697225,103025.666801297,381374.048534503,92460.3634012104
0.049288,107398.978435128,102981.903426267,381162.698158902,92441.097521435
0.04949,107398.980823616,102942.144302821,380951.686543915,92421.8390787843
0.049692,107398.985517722,102905.868294367,380740.984608424,92402.5845488186
0.049894,107398.992167842,102872.547251793,380530.559423939,92383.3309622807
0.050096,107399.000430326,102841.662029683,380320.378728973,92364.0753933139
0.050298,107399.010065615,102812.850724634,380110.420056278,92344.8158112245
0.0505,107399.020831672,102785.747693496,379900.66073166,92325.5501636124
0.050702,107399.032491006,102759.994161733,379691.078543483,92306.276436423
0.050904,107399.044908814,102735.386482437,379481.660970399,92286.9934879266
0.051106,107399.057921459,102711.6774494,379272.392763561,92267.6999309983
0.051308,107399.071435404,102688.725756529,379063.265293155,92248.3949729353
0.05151,107399.085361299,102666.396424825,378854.270319515,92229.07785615
0.051712,107399.099620186,102644.570172719,378645.400582978,92209.7479111226
0.051914,107399.11416443,102623.175038652,378436.651770656,92190.4047334137
0.052116,107399.128936334,102602.123858183,378228.018619789,92171.047833378
0.052318,107399.143897895,102581.359223409,378019.497718985,92151.6768880594
0.05252,107399.159014942,102560.829509193,377811.086010719,92132.2916068426
0.052722,107399.174257903,102540.490043737,377602.780868912,92112.8917380551
0.052924,107399.189605362,102520.308474341,377394.580428005,92093.4770989954
0.053126,107399.20503703,102500.254147378,377186.482925268,92074.0475164532
0.053328,107399.220534501,102480.299260767,376978.486771008,92054.6028331616
0.05353,107399.236084993,102460.424502684,376770.590899942,92035.1429393852
0.053732,107399.251678377,102440.614571856,376562.79449567,92015.6677478728
0.053934,107399.267307847,102420.859185228,376355.09705342,91996.1771995018
0.054136,107399.282970129,102401.153399223,376147.498393453,91976.6712649865
0.054338,107399.298662918,102381.493730876,375939.998423142,91957.1499232596
0.05454,107399.314374801,102361.862936526,375732.596189906,91937.6130762562
0.054742,107399.330102002,102342.255315474,375525.291471663,91918.0606904611
0.054944,107399.345838647,102322.661989458,375318.083843702,91898.4927145961
0.055146,107399.361578856,102303.074080215,375110.972881308,91878.9090973831
0.055348,107399.377306999,102283.467971953,374903.957707867,91859.3096985149
0.05555,107399.3930324,102263.857752399,374697.038897035,91839.6946009067
0.055752,107399.408757232,102244.246703204,374490.216566832,91820.0638241142
0.055954,107399.424481494,102224.634824368,374283.490717257,91800.4173681374
0.056156,107399.440196773,102205.009404773,374076.861390368,91780.7551503816
0.056358,107399.455906021,102185.374904343,373870.328571407,91761.0771998267
0.05656,107399.471610543,102165.733295196,373663.892253851,91741.3835292872
0.056762,107399.48731034,102146.084577334,373457.552437698,91721.674138763
0.056964,107399.503000229,102126.42092207,373251.309480019,91701.9489732964
0.057166,107399.51868199,102106.745018947,373045.163258144,91682.2080517679
0.057368,107399.534356451,102087.058118043,372839.113715056,91662.4513829534
0.05757,107399.550023613,102067.360219358,372633.160850753,91642.6789668527
0.057772,107399.565679153,102047.644795775,372427.305773471,91622.8907478082
0.057974,107399.581324526,102027.91404146,372221.548110664,91603.0867445299
0.058176,107399.59696044,102008.1690285,372015.887680302,91583.2669661596
0.058378,107399.612586896,101988.409756897,371810.324482386,91563.4314126973
0.05858,107399.628203894,101968.636226651,371604.858516916,91543.580084143
0.058782,107399.643811433,101948.84843776,371399.489783892,91523.7129804967
0.058984,107399.659409513,101929.046390226,371194.218283313,91503.8301017585
0.059186,107399.674998135,101909.230084048,370989.044015179,91483.9314479283
0.059388,107399.690575461,101889.396742126,370783.968825124,91464.016981459
0.05959,107399.706142464,101869.547835676,370578.991735392,91444.0867222417
0.059792,107399.721699501,101849.68390374,370374.112387741,91424.1406775647
0.059994,107399.737246572,101829.80494632,370169.33078217,91404.1788474277
0.060196,107399.752783676,101809.910963415,369964.646918679,91384.2012318308
0.060398,107399.768310815,101790.001955024,369760.060797269,91364.2078307741
0.0606,107399.783827988,101770.077921149,369555.57241794,91344.1986442575
0.060802,107399.799335195,101750.138861788,369351.181780691,91324.173672281
0.061004,107399.814830652,101730.182080937,369146.893753001,91304.1328533516
0.061206,107399.83031528,101710.208970155,368942.705822491,91284.0762192093
0.061408,107399.845789444,101690.220081415,368738.616992608,91264.0037824441
0.06161,107399.861253144,101670.215414717,368534.627263349,91243.9155430558
0.061812,107399.87670638,101650.194970062,368330.736634716,91223.8115010446
0.062014,107399.892149152,101630.158747448,368126.945106708,91203.6916564104
0.062216,107399.907581461,101610.106746878,367923.252679325,91183.5560091532
0.062418,107399.923003305,101590.038968349,367719.659352568,91163.4045592731
0.06262,107399.938414686,101569.955411863,367516.165126436,91143.2373067699
0.062822,107399.953815602,101549.856077419,367312.77000093,91123.0542516438
0.063024,107399.969206055,101529.740965017,367109.473976049,91102.8553938947
0.063226,107399.984586044,101509.610074658,366906.277051793,91082.6407335227
0.063428,107399.999955569,101489.463406341,366703.179228163,91062.4102705276
0.06363,107400.01531463,101469.300960066,366500.180505158,91042.1640049096
0.063832,107400.030663227,101449.122735834,366297.280882778,91021.9019366686
0.064034,107400.04600136,101428.928733644,366094.480361024,91001.6240658046
0.064236,107400.061328942,101408.718820583,365891.785893905,90981.3303570218
0.064438,107400.076646027,101388.493077749,365689.193238438,90961.0208318559
0.06464,107400.091952634,101368.251537103,365486.700722358,90940.6954987947
0.064842,107400.107248765,101347.994198645,365284.308345663,90920.3543578381
0.065044,107400.122534418,101327.721062375,365082.016108355,90899.9974089863
0.065246,107400.137809595,101307.432128294,364879.824010433,90879.6246522391
0.065448,107400.153074295,101287.127396402,364677.732051898,90859.2360875965
0.06565,107400.168328518,101266.806866697,364475.740232748,90838.8317150587
0.065852,107400.183572264,101246.470539181,364273.848552985,90818.4115346255
0.066054,107400.198805533,101226.118413854,364072.057012608,90797.975546297
0.066256,107400.214028325,101205.750490715,363870.365611617,90777.5237500732
0.066458,107400.229240641,101185.366769764,363668.774350013,90757.056145954
0.06666,107400.244442479,101164.967251001,363467.283227794,90736.5727339396
0.066862,107400.259633841,101144.551934427,363265.892244962,90716.0735140298
0.067064,107400.274814725,101124.120820041,363064.601401516,90695.5584862246
0.067266,107400.289985133,101103.673907843,362863.410697456,90675.0276505242
0.067468,107400.305144948,101083.21101921,362662.336840976,90654.4809982927
0.06767,107400.320294238,101062.732258227,362461.370096156,90633.9185345623
0.067872,107400.335433033,101042.237672176,362260.506040198,90613.3402616188
0.068074,107400.350561333,101021.727261057,362059.744673102,90592.7461794623
0.068276,107400.365679139,101001.20102487,361859.085994868,90572.1362880927
0.068478,107400.38078645,100980.658963617,361658.530005496,90551.5105875101
0.06868,107400.395883267,100960.101077295,361458.076704986,90530.8690777145
0.068882,107400.410969589,100939.527365906,361257.726093337,90510.2117587059
0.069084,107400.426045417,100918.93782945,361057.47817055,90489.5386304842
0.069286,107400.44111075,100898.332467926,360857.332936626,90468.8496930495
0.069488,107400.456165588,100877.711281334,360657.290391563,90448.1449464017
0.06969,107400.471209932,100857.074269675,360457.350535362,90427.424390541
0.069892,107400.486243781,100836.421432948,360257.513368023,90406.6880254672
0.070094,107400.501267135,100815.752771154,360057.778889545,90385.9358511803
0.070296,107400.516279995,100795.068284292,359858.14709993,90365.1678676805
0.070498,107400.531282361,100774.367972362,359658.617999177,90344.3840749676
0.0707,107400.546274231,100753.651835365,359459.191587285,90323.5844730417
0.070902,107400.561255608,100732.919873301,359259.867864255,90302.7690619027
0.071104,107400.576226489,100712.172086169,359060.646830087,90281.9378415507
0.071306,107400.591186876,100691.408473969,358861.528484781,90261.0908119857
0.071508,107400.606136769,100670.629036702,358662.512828337,90240.2279732076
0.07171,107400.621076167,100649.833774367,358463.599860755,90219.3493252165
0.071912,107400.63600507,100629.022686965,358264.789582035,90198.4548680124
0.072114,107400.650923479,100608.195774495,358066.081992176,90177.5446015952
0.072316,107400.665831393,100587.353036958,357867.477091179,90156.618525965
0.072518,107400.680728812,100566.494474353,357668.974879045,90135.6766411218
0.07272,107400.695615737,100545.62008668,357470.575355772,90114.7189470656
0.072922,107400.710492167,100524.72987394,357272.278521361,90093.7454437963
0.073124,107400.725358103,100503.823836133,357074.084375812,90072.7561313139
0.073326,107400.740213544,100482.901973258,356875.992919124,90051.7510096186
0.073528,107400.755058491,100461.964285315,356678.004151299,90030.7300787102
0.07373,107400.769892943,100441.010772305,356480.118072335,90009.6933385888
0.073932,107400.784717109,100420.041746287,356282.353576154,89988.6409917352
0.074134,107400.799530867,100399.057022404,356084.699470307,89967.5729182032
0.074336,107400.814334147,100378.056498896,355887.149593804,89946.489051967
0.074538,107400.82912695,100357.040175763,355689.703946645,89925.3893930268
0.07474,107400.843909275,100336.008053007,355492.36252883,89904.2739413824
0.074942,107400.858681122,100314.960130626,355295.125340359,89883.1426970339
0.075144,107400.873442492,100293.896408621,355097.992381231,89861.9956599812
0.075346,107400.888193385,100272.816886991,354900.963651447,89840.8328302245
0.075548,107400.9029338,100251.721565738,354704.039151007,89819.6542077636
0.07575,107400.917663737,100230.61044486,354507.218879911,89798.4597925986
0.075952,107400.932383197,100209.483524358,354310.502838159,89777.2495847296
0.076154,107400.94709218,100188.340804231,354113.89102575,89756.0235841564
0.076356,107400.961790685,100167.18228448,353917.383442685,89734.781790879
0.076558,107400.976478712,100146.007965106,353720.980088964,89713.5242048976
0.07676,107400.991156262,100124.817846106,353524.680964587,89692.2508262121
0.076962,107401.005823335,100103.611927483,353328.486069553,89670.9616548224
0.077164,107401.02047993,100082.390209235,353132.395403863,89649.6566907286
0.077366,107401.035126047,100061.152691363,352936.408967517,89628.3359339307
0.077568,107401.049761687,100039.899373867,352740.526760515,89606.9993844287
0.07777,107401.064386849,100018.630256747,352544.748782857,89585.6470422226
0.077972,107401.079001534,99997.3453400019,352349.075034542,89564.2789073123
0.078174,107401.093605742,99976.0446236329,352153.505515571,89542.8949796979
0.078376,107401.108199471,99954.7281076397,351958.040225944,89521.4952593794
0.078578,107401.122782724,99933.3957920222,351762.679165661,89500.0797463569
0.07878,107401.137355499,99912.0476767805,351567.422334721,89478.6484406301
0.078982,107401.151917796,99890.6837619144,351372.269733126,89457.2013421993
0.079184,107401.166469616,99869.3040474242,351177.221360874,89435.7384510644
0.079386,107401.181010958,99847.9085333096,350982.277217966,89414.2597672253
0.079588,107401.195542151,99826.497708177,350787.46674716,89392.7657973981
0.07979,107401.210062938,99805.0711900903,350592.766933497,89371.2561454906
0.079992,107401.224573274,99783.6289112575,350398.173691926,89349.7307411982
0.080194,107401.239073158,99762.1708716786,350203.687022446,89328.1895845208
0.080396,107401.253562591,99740.6970713537,350009.306925059,89306.6326754585
0.080598,107401.268041572,99719.2075102827,349815.033399764,89285.0600140112
0.0808,107401.282510102,99697.7021884656,349620.866446561,89263.4716001791
0.081002,107401.296968181,99676.1811059025,349426.80606545,89241.867433962
0.081204,107401.311415808,99654.6442625933,349232.852256431,89220.2475153599
0.081406,107401.325852984,99633.0916585381,349039.005019504,89198.611844373
0.081608,107401.340279709,99611.5232937368,348845.264354669,89176.9604210011
0.08181,107401.354695982,99589.9391681894,348651.630261926,89155.2932452443
0.082012,107401.369101803,99568.339281896,348458.102741275,89133.6103171025
0.082214,107401.383497174,99546.7236348564,348264.681792716,89111.9116365758
0.082416,107401.397882093,99525.0922270709,348071.36741625,89090.1972036642
0.082618,107401.41225656,99503.4450585393,347878.159611875,89068.4670183677
