"time","body.frame_a.r_0[1]","body.v_0[1]","heatCapacitor.T","prismatic1.s","prismatic1.v","prismatic2.s","prismatic2.v"
0,0.5,-0.1,293.15,0.5,-0.1,0.5,-0.1
0.0014,0.499860264855963,-0.0995973817927153,293.150001394712,0.499860264855963,-0.0995973817927153,0.499860264855963,-0.0995973817927153
0.0028,0.499721334148201,-0.0989501393821298,293.150002773434,0.499721334148201,-0.0989501393821298,0.499721334148201,-0.0989501393821298
0.0042,0.499583509175168,-0.0980589933350577,293.150004130328,0.499583509175168,-0.0980589933350577,0.499583509175168,-0.0980589933350577
0.0056,0.499447108980975,-0.0969247720226292,293.150005459356,0.499447108980975,-0.0969247720226292,0.499447108980975,-0.0969247720226292
0.007,0.499312468652075,-0.0955484127800532,293.15000675437,0.499312468652075,-0.0955484127800532,0.499312468652075,-0.0955484127800532
0.0084,0.499179887633939,-0.0939308501842811,293.150008010218,0.499179887633939,-0.0939308501842811,0.499179887633939,-0.0939308501842811
0.0098,0.499049695580118,-0.0920731339860491,293.150009221306,0.499049695580118,-0.0920731339860491,0.499049695580118,-0.0920731339860491
0.0112,0.498922245340848,-0.0899765059677798,293.150010382226,0.498922245340848,-0.0899765059677798,0.498922245340848,-0.0899765059677798
0.0126,0.498797884987876,-0.0876421585186885,293.150011487483,0.498797884987876,-0.0876421585186885,0.498797884987876,-0.0876421585186885
0.014,0.498676948642502,-0.0850714710425412,293.15001253304,0.498676948642502,-0.0850714710425412,0.498676948642502,-0.0850714710425412
0.0154,0.498559776995985,-0.0822657814796683,293.150013514417,0.498559776995985,-0.0822657814796683,0.498559776995985,-0.0822657814796683
0.0168,0.498446697002263,-0.0792265876615798,293.150014428697,0.498446697002263,-0.0792265876615798,0.498446697002263,-0.0792265876615798
0.0182,0.498338037064493,-0.0759553904247679,293.150015272894,0.498338037064493,-0.0759553904247679,0.498338037064493,-0.0759553904247679
0.0196,0.498234120374091,-0.0724537982357744,293.150016045176,0.498234120374091,-0.0724537982357744,0.498234120374091,-0.0724537982357744
0.021,0.498135266874374,-0.0687234712343479,293.150016744162,0.498135266874374,-0.0687234712343479,0.498135266874374,-0.0687234712343479
0.0224,0.498041798409315,-0.0647660955683979,293.150017368922,0.498041798409315,-0.0647660955683979,0.498041798409315,-0.0647660955683979
0.0238,0.497954029507123,-0.0605835402081149,293.150017920463,0.497954029507123,-0.0605835402081149,0.497954029507123,-0.0605835402081149
0.0252,0.497872276235276,-0.0561776292771621,293.150018399301,0.497872276235276,-0.0561776292771621,0.497872276235276,-0.0561776292771621
0.0266,0.497796851128957,-0.0515502898124774,293.15001880708,0.497796851128957,-0.0515502898124774,0.497796851128957,-0.0515502898124774
0.028,0.497728059478106,-0.0467035322181806,293.150019146717,0.497728059478106,-0.0467035322181806,0.497728059478106,-0.0467035322181806
0.0294,0.497666202233611,-0.0416394404189552,293.150019422087,0.497666202233611,-0.0416394404189552,0.497666202233611,-0.0416394404189552
