"time","Inertia2.phi","Inertia2.w","bearingFriction.mode","bearingFriction.startBackward","bearingFriction.startForward","gear.mode"
0.036,-0.000336483021850177,-0.0129333909777432,-1,0,0,-1
0.0365,-0.000342934539857982,-0.0128715864940835,-1,0,0,-1
0.037,-0.000349353531731243,-0.0128032891972074,-1,0,0,-1
0.0375,-0.000355736752507933,-0.0127285052082733,-1,0,0,-1
0.038,-0.000362080960291263,-0.0126472407108526,-1,0,0,-1
0.0385,-0.000368382916280376,-0.0125595019508905,-1,0,0,-1
0.039,-0.000374639384801049,-0.0124652952366665,-1,0,0,-1
0.0395,-0.000380847133336385,-0.0123646269387556,-1,0,0,-1
0.04,-0.000387002932557517,-0.0122575034899888,-1,0,0,-1
0.0405,-0.000393103556354299,-0.0121439313854141,-1,0,0,-1
0.041,-0.000399145783995033,-0.0120239171819109,-1,0,0,-1
0.0415,-0.000405126395827734,-0.0118974674988552,-1,0,0,-1
0.042,-0.000411042175067007,-0.0117645890177947,-1,0,0,-1
0.0425,-0.000416889909092217,-0.0116252884822032,-1,0,0,-1
0.043,-0.000422666388689108,-0.0114795726975702,-1,0,0,-1
0.0435,-0.000428368408082171,-0.011327448531361,-1,0,0,-1
0.044,-0.000433992764967018,-0.0111689229129776,-1,0,0,-1
0.0445,-0.000439536260542749,-0.011004002833719,-1,0,0,-1
0.045,-0.00044499569954432,-0.0108326953467419,-1,0,0,-1
0.0455,-0.000450367890274915,-0.0106550075670212,-1,0,0,-1
0.046,-0.000455649644638313,-0.0104709466713105,-1,0,0,-1
0.0465,-0.000460837778171258,-0.0102805198981025,-1,0,0,-1
0.047,-0.000465929110021383,-0.0100837345464782,-1,0,0,-1
0.0475,-0.000470920455977236,-0.00988059783308277,-1,0,0,-1
0.048,-0.000475808647277818,-0.00967111727550647,-1,0,0,-1
0.0485,-0.000480590513859696,-0.00945530034949878,-1,0,0,-1
0.049,-0.000485262889410016,-0.00923315459144795,-1,0,0,-1
0.0495,-0.000489822611396994,-0.00900468759830316,-1,0,0,-1
0.05,-0.00049426652110041,-0.00876990702749678,-1,0,0,-1
0.0505,-0.000498591463642099,-0.0085288205968666,-1,0,0,-1
0.051,-0.000502794288016444,-0.00828143608457793,-1,0,0,-1
0.0515,-0.000506871847120866,-0.00802776132904596,-1,0,0,-1
0.052,-0.00051082099778632,-0.00776780422885784,-1,0,0,-1
0.0525,-0.000514638600807783,-0.00750157274269499,-1,0,0,-1
0.053,-0.00051832152097475,-0.00722907488925522,-1,0,0,-1
0.0535,-0.000521866627287622,-0.00695031875233414,-1,0,0,-1
0.054,-0.000525270792937866,-0.00666531247935032,-1,0,0,-1
0.0545,-0.000528530894595497,-0.00637406426064769,-1,0,0,-1
0.055,-0.000531643813368732,-0.00607658235520371,-1,0,0,-1
0.0555,-0.000534606434515879,-0.0057728750817098,-1,0,0,-1
0.056,-0.000537415647475951,-0.00546295081849679,-1,0,0,-1
0.0565,-0.000540068345899268,-0.00514681800346043,-1,0,0,-1
0.057,-0.000542561427678078,-0.00482448513398684,-1,0,0,-1
0.0575,-0.000544891794977156,-0.00449596076687802,-1,0,0,-1
0.058,-0.000547056354264422,-0.00416125351827733,-1,0,0,-1
0.0585,-0.000549052016341547,-0.00382037206359495,-1,0,0,-1
0.059,-0.000550875696374565,-0.0034733251374334,-1,0,0,-1
0.0595,-0.000552524313924484,-0.00312012153351298,-1,0,0,-1
0.06,-0.000553994791359421,-0.00276077010173947,-1,0,0,-1
0.0605,-0.000555284057186318,-0.0023952797539585,-1,0,0,-1
0.061,-0.000556389044936499,-0.00202365946185922,-1,0,0,-1
0.0615,-0.000557306691910514,-0.00164591825462937,-1,0,0,-1
0.062,-0.000558033939944813,-0.00126206522018053,-1,0,0,-1
0.0625,-0.000558567735441921,-0.000872109505072771,-1,0,0,-1
0.063,-0.000558905029400617,-0.000476060314439424,-1,0,0,-1
0.0635,-0.000559042777446107,-7.39269119117737e-05,-1,0,0,-1
0.0635911045847122,-0.000559046146154517,5.00292570166935e-11,-1,0,0,-1
0.0635911045847122,-0.000559046146154517,5.00292570166935e-11,1,0,0,0
0.064,-0.00055904614613406,5.00292570877345e-11,1,0,0,0
0.0645,-0.000559046146109046,5.00292571440794e-11,1,0,0,0
0.065,-0.000559046146084031,5.00292572384483e-11,1,0,0,0
0.0655,-0.000559046146059016,5.00292572937704e-11,1,0,0,0
0.066,-0.000559046146034002,5.00292573048726e-11,1,0,0,0
0.0665,-0.000559046146008987,5.00292573159749e-11,1,0,0,0
0.067,-0.000559046145983973,5.0029257326415e-11,1,0,0,0
0.0675,-0.000559046145958958,5.00292573319661e-11,1,0,0,0
0.068,-0.000559046145933943,5.00292573375173e-11,1,0,0,0
0.0685,-0.000559046145908929,5.00292573430684e-11,1,0,0,0
0.069,-0.000559046145883914,5.00292573486195e-11,1,0,0,0
0.0695,-0.000559046145858899,5.00292573541706e-11,1,0,0,0
0.07,-0.000559046145833885,5.00292573597217e-11,1,0,0,0
0.0705,-0.00055904614580887,5.0029257374597e-11,1,0,0,0
0.071,-0.000559046145783855,5.00292574023526e-11,1,0,0,0
0.0715,-0.000559046145758841,5.00292574301082e-11,1,0,0,0
0.072,-0.000559046145733826,5.00292574578637e-11,1,0,0,0
0.0725,-0.000559046145708812,5.00292574856193e-11,1,0,0,0
0.073,-0.000559046145683797,5.00292575133749e-11,1,0,0,0
0.0735,-0.000559046145658782,5.00292575411305e-11,1,0,0,0
0.074,-0.000559046145633768,5.0029257568886e-11,1,0,0,0
0.0745,-0.000559046145608753,5.00292575966416e-11,1,0,0,0
0.075,-0.000559046145583738,5.00292576243972e-11,1,0,0,0
0.0755,-0.000559046145558724,5.00292576521528e-11,1,0,0,0
0.076,-0.000559046145533709,5.00292576799083e-11,1,0,0,0
0.0765,-0.000559046145508695,5.00292577076639e-11,1,0,0,0
0.077,-0.00055904614548368,5.00292577334152e-11,1,0,0,0
0.0775,-0.000559046145458665,5.00292576668018e-11,1,0,0,0
0.078,-0.000559046145433651,5.00292576001885e-11,1,0,0,0
0.0785,-0.000559046145408636,5.00292575335751e-11,1,0,0,0
0.079,-0.000559046145383621,5.00292574669617e-11,1,0,0,0
0.0795,-0.000559046145358607,5.00292574003483e-11,1,0,0,0
0.08,-0.000559046145333592,5.00292573337349e-11,1,0,0,0
0.0805,-0.000559046145308577,5.00292572671215e-11,1,0,0,0
0.081,-0.000559046145283563,5.00292572005082e-11,1,0,0,0
0.0815,-0.000559046145258548,5.00292571338948e-11,1,0,0,0
0.082,-0.000559046145233534,5.00292570672814e-11,1,0,0,0
0.0825,-0.000559046145208519,5.0029257000668e-11,1,0,0,0
0.083,-0.000559046145183504,5.00292569340546e-11,1,0,0,0
0.0835,-0.00055904614515849,5.00292568674413e-11,1,0,0,0
0.084,-0.000559046145133475,5.00292568008279e-11,1,0,0,0
0.0845,-0.000559046145108461,5.00292567342145e-11,1,0,0,0
0.085,-0.000559046145083446,5.00292566676011e-11,1,0,0,0
0.0855,-0.000559046145058431,5.00292566009877e-11,1,0,0,0
0.086,-0.000559046145033417,5.00292565343744e-11,1,0,0,0
0.0865,-0.000559046145008402,5.0029256467761e-11,1,0,0,0
0.087,-0.000559046144983387,5.00292564011476e-11,1,0,0,0
0.0875,-0.000559046144958373,5.00292563345342e-11,1,0,0,0
0.088,-0.000559046144933358,5.00292562679208e-11,1,0,0,0
0.0885,-0.000559046144908343,5.00292562013075e-11,1,0,0,0
0.089,-0.000559046144883329,5.00292561346941e-11,1,0,0,0
0.0895,-0.000559046144858314,5.00292560680807e-11,1,0,0,0
0.09,-0.0005590461448333,5.00292560014673e-11,1,0,0,0
0.0905,-0.000559046144808285,5.00292559708928e-11,1,0,0,0
0.091,-0.00055904614478327,5.00292560652618e-11,1,0,0,0
0.0915,-0.000559046144758256,5.00292561596308e-11,1,0,0,0
0.092,-0.000559046144733241,5.00292562539997e-11,1,0,0,0
0.0925,-0.000559046144708226,5.00292563483687e-11,1,0,0,0
0.093,-0.000559046144683212,5.00292564427376e-11,1,0,0,0
0.0935,-0.000559046144658197,5.00292565371066e-11,1,0,0,0
0.094,-0.000559046144633182,5.00292566314755e-11,1,0,0,0
0.0945,-0.000559046144608168,5.00292567258445e-11,1,0,0,0
0.095,-0.000559046144583153,5.00292568202134e-11,1,0,0,0
0.0955,-0.000559046144558139,5.00292569145824e-11,1,0,0,0
0.096,-0.000559046144533124,5.00292570089514e-11,1,0,0,0
0.0965,-0.000559046144508109,5.00292571033203e-11,1,0,0,0
0.097,-0.000559046144483095,5.00292571976893e-11,1,0,0,0
0.0975,-0.00055904614445808,5.00292572920582e-11,1,0,0,0
0.098,-0.000559046144433065,5.00292573864272e-11,1,0,0,0
0.0985,-0.000559046144408051,5.00292574807962e-11,1,0,0,0
0.099,-0.000559046144383036,5.00292575751651e-11,1,0,0,0
0.0995,-0.000559046144358022,5.00292576695341e-11,1,0,0,0
0.1,-0.000559046144333007,5.0029257763903e-11,1,0,0,0
0.1005,-0.000559046144307992,5.0029257858272e-11,1,0,0,0
0.101,-0.000559046144282978,5.00292579526409e-11,1,0,0,0
0.1015,-0.000559046144257963,5.00292580470099e-11,1,0,0,0
0.102,-0.000559046144232948,5.00292581413789e-11,1,0,0,0
0.1025,-0.000559046144207934,5.00292582357478e-11,1,0,0,0
0.103,-0.000559046144182919,5.00292583301168e-11,1,0,0,0
0.1035,-0.000559046144157904,5.00292584244857e-11,1,0,0,0
0.104,-0.00055904614413289,5.00292585188547e-11,1,0,0,0
0.1045,-0.000559046144107875,5.00292586132236e-11,1,0,0,0
0.105,-0.000559046144082861,5.00292587075926e-11,1,0,0,0
0.1055,-0.000559046144057846,5.00292588019615e-11,1,0,0,0
0.106,-0.000559046144032831,5.00292588963305e-11,1,0,0,0
0.1065,-0.000559046144007817,5.00292589906995e-11,1,0,0,0
0.107,-0.000559046143982802,5.00292590850684e-11,1,0,0,0
0.1075,-0.000559046143957787,5.00292591794374e-11,1,0,0,0
0.108,-0.000559046143932773,5.00292592738063e-11,1,0,0,0
0.1085,-0.000559046143907758,5.00292593681753e-11,1,0,0,0
0.109,-0.000559046143882744,5.00292594625443e-11,1,0,0,0
0.1095,-0.000559046143857729,5.00292595569132e-11,1,0,0,0
0.11,-0.000559046143832714,5.00292596512822e-11,1,0,0,0
0.1105,-0.0005590461438077,5.00292597456511e-11,1,0,0,0
0.111,-0.000559046143782685,5.00292598400201e-11,1,0,0,0
0.1115,-0.00055904614375767,5.0029259934389e-11,1,0,0,0
0.112,-0.000559046143732656,5.0029260028758e-11,1,0,0,0
0.1125,-0.000559046143707641,5.00292601231269e-11,1,0,0,0
0.113,-0.000559046143682627,5.00292602174959e-11,1,0,0,0
0.1135,-0.000559046143657612,5.00292603118649e-11,1,0,0,0
0.114,-0.000559046143632597,5.00292604062338e-11,1,0,0,0
0.1145,-0.000559046143607583,5.00292605006028e-11,1,0,0,0
0.115,-0.000559046143582568,5.00292605949717e-11,1,0,0,0
0.1155,-0.000559046143557553,5.00292606893407e-11,1,0,0,0
0.116,-0.000559046143532539,5.00292607837097e-11,1,0,0,0
0.1165,-0.000559046143507524,5.00292608780786e-11,1,0,0,0
0.117,-0.00055904614348251,5.00292609724476e-11,1,0,0,0
0.1175,-0.000559046143457495,5.00292610214158e-11,1,0,0,0
0.118,-0.00055904614343248,5.00292610436202e-11,1,0,0,0
0.1185,-0.000559046143407465,5.00292610658247e-11,1,0,0,0
0.119,-0.000559046143382451,5.00292610880291e-11,1,0,0,0
0.1195,-0.000559046143357436,5.00292611102336e-11,1,0,0,0
0.12,-0.000559046143332422,5.00292611324381e-11,1,0,0,0
0.1205,-0.000559046143307407,5.00292611546425e-11,1,0,0,0
0.121,-0.000559046143282392,5.0029261176847e-11,1,0,0,0
0.1215,-0.000559046143257378,5.00292611990514e-11,1,0,0,0
0.122,-0.000559046143232363,5.00292612212559e-11,1,0,0,0
0.1225,-0.000559046143207349,5.00292612434604e-11,1,0,0,0
0.123,-0.000559046143182334,5.00292612656648e-11,1,0,0,0
0.1235,-0.000559046143157319,5.00292612878693e-11,1,0,0,0
0.124,-0.000559046143132305,5.00292613100737e-11,1,0,0,0
0.1245,-0.00055904614310729,5.00292613322782e-11,1,0,0,0
0.125,-0.000559046143082275,5.00292613544827e-11,1,0,0,0
0.1255,-0.000559046143057261,5.00292613766871e-11,1,0,0,0
0.126,-0.000559046143032246,5.00292613988916e-11,1,0,0,0
0.1265,-0.000559046143007231,5.0029261421096e-11,1,0,0,0
0.127,-0.000559046142982217,5.00292614433005e-11,1,0,0,0
0.1275,-0.000559046142957202,5.0029261465505e-11,1,0,0,0
0.128,-0.000559046142932188,5.00292614877094e-11,1,0,0,0
0.1285,-0.000559046142907173,5.00292615099139e-11,1,0,0,0
0.129,-0.000559046142882158,5.00292615321183e-11,1,0,0,0
0.1295,-0.000559046142857144,5.00292615543228e-11,1,0,0,0
0.13,-0.000559046142832129,5.00292615765273e-11,1,0,0,0
0.1305,-0.000559046142807114,5.00292615987317e-11,1,0,0,0
0.131,-0.0005590461427821,5.00292616209362e-11,1,0,0,0
0.1315,-0.000559046142757085,5.00292616431406e-11,1,0,0,0
0.132,-0.000559046142732071,5.00292616653451e-11,1,0,0,0
0.1325,-0.000559046142707056,5.00292616875496e-11,1,0,0,0
0.133,-0.000559046142682041,5.0029261709754e-11,1,0,0,0
0.1335,-0.000559046142657027,5.00292617319585e-11,1,0,0,0
0.134,-0.000559046142632012,5.0029261754163e-11,1,0,0,0
0.1345,-0.000559046142606997,5.00292617763674e-11,1,0,0,0
0.135,-0.000559046142581983,5.00292617985719e-11,1,0,0,0
0.1355,-0.000559046142556968,5.00292618207763e-11,1,0,0,0
0.136,-0.000559046142531953,5.00292618429808e-11,1,0,0,0
0.1365,-0.000559046142506939,5.00292618651853e-11,1,0,0,0
0.137,-0.000559046142481924,5.00292618873897e-11,1,0,0,0
0.1375,-0.00055904614245691,5.00292619095942e-11,1,0,0,0
0.138,-0.000559046142431895,5.00292619317986e-11,1,0,0,0
0.1385,-0.00055904614240688,5.00292619540031e-11,1,0,0,0
0.139,-0.000559046142381866,5.00292619762076e-11,1,0,0,0
0.1395,-0.000559046142356851,5.0029261998412e-11,1,0,0,0
0.14,-0.000559046142331836,5.00292620206165e-11,1,0,0,0
0.1405,-0.000559046142306822,5.00292620428209e-11,1,0,0,0
0.141,-0.000559046142281807,5.00292620650254e-11,1,0,0,0
0.1415,-0.000559046142256793,5.00292620872299e-11,1,0,0,0
0.142,-0.000559046142231778,5.00292621094343e-11,1,0,0,0
0.1425,-0.000559046142206763,5.00292621316388e-11,1,0,0,0
0.143,-0.000559046142181749,5.00292621538432e-11,1,0,0,0
0.1435,-0.000559046142156734,5.00292621760477e-11,1,0,0,0
0.144,-0.000559046142131719,5.00292621982522e-11,1,0,0,0
0.1445,-0.000559046142106705,5.00292622204566e-11,1,0,0,0
0.145,-0.00055904614208169,5.00292622426611e-11,1,0,0,0
0.1455,-0.000559046142056675,5.00292622648655e-11,1,0,0,0
0.146,-0.000559046142031661,5.002926228707e-11,1,0,0,0
0.1465,-0.000559046142006646,5.00292623092745e-11,1,0,0,0
0.147,-0.000559046141981632,5.00292623314789e-11,1,0,0,0
0.1475,-0.000559046141956617,5.00292623536834e-11,1,0,0,0
0.148,-0.000559046141931602,5.00292623758878e-11,1,0,0,0
0.1485,-0.000559046141906588,5.00292623980923e-11,1,0,0,0
0.149,-0.000559046141881573,5.00292624202968e-11,1,0,0,0
0.1495,-0.000559046141856558,5.00292624425012e-11,1,0,0,0
0.15,-0.000559046141831544,5.00292624647057e-11,1,0,0,0
0.1505,-0.000559046141806529,5.00292624869101e-11,1,0,0,0
0.151,-0.000559046141781514,5.00292625091146e-11,1,0,0,0
0.1515,-0.0005590461417565,5.00292625313191e-11,1,0,0,0
0.152,-0.000559046141731485,5.00292625535235e-11,1,0,0,0
0.1525,-0.000559046141706471,5.0029262575728e-11,1,0,0,0
0.153,-0.000559046141681456,5.00292625979324e-11,1,0,0,0
0.1535,-0.000559046141656441,5.00292626201369e-11,1,0,0,0
0.154,-0.000559046141631427,5.00292626423414e-11,1,0,0,0
0.1545,-0.000559046141606412,5.00292626645458e-11,1,0,0,0
0.155,-0.000559046141581397,5.00292626867503e-11,1,0,0,0
0.1555,-0.000559046141556383,5.00292627089547e-11,1,0,0,0
0.156,-0.000559046141531368,5.00292627311592e-11,1,0,0,0
0.1565,-0.000559046141506354,5.00292627533637e-11,1,0,0,0
0.157,-0.000559046141481339,5.00292627755681e-11,1,0,0,0
0.1575,-0.000559046141456324,5.00292627977726e-11,1,0,0,0
0.158,-0.00055904614143131,5.00292628199771e-11,1,0,0,0
0.1585,-0.000559046141406295,5.00292628421815e-11,1,0,0,0
0.159,-0.00055904614138128,5.0029262864386e-11,1,0,0,0
0.1595,-0.000559046141356266,5.00292628865904e-11,1,0,0,0
0.16,-0.000559046141331251,5.00292629087949e-11,1,0,0,0
0.1605,-0.000559046141306236,5.00292629309994e-11,1,0,0,0
0.161,-0.000559046141281222,5.00292629532038e-11,1,0,0,0
0.1615,-0.000559046141256207,5.00292629754083e-11,1,0,0,0
0.162,-0.000559046141231193,5.00292629976127e-11,1,0,0,0
0.1625,-0.000559046141206178,5.00292630198172e-11,1,0,0,0
0.163,-0.000559046141181163,5.00292630420217e-11,1,0,0,0
0.1635,-0.000559046141156149,5.00292630642261e-11,1,0,0,0
0.164,-0.000559046141131134,5.00292630864306e-11,1,0,0,0
0.1645,-0.000559046141106119,5.0029263108635e-11,1,0,0,0
0.165,-0.000559046141081105,5.00292631308395e-11,1,0,0,0
0.1655,-0.00055904614105609,5.0029263153044e-11,1,0,0,0
0.166,-0.000559046141031075,5.00292631752484e-11,1,0,0,0
0.1665,-0.000559046141006061,5.00292631974529e-11,1,0,0,0
0.167,-0.000559046140981046,5.00292632196573e-11,1,0,0,0
0.1675,-0.000559046140956032,5.00292632418618e-11,1,0,0,0
0.168,-0.000559046140931017,5.00292632640663e-11,1,0,0,0
0.1685,-0.000559046140906002,5.00292632862707e-11,1,0,0,0
0.169,-0.000559046140880988,5.00292633084752e-11,1,0,0,0
0.1695,-0.000559046140855973,5.00292633306796e-11,1,0,0,0
0.17,-0.000559046140830959,5.00292633528841e-11,1,0,0,0
0.1705,-0.000559046140805944,5.00292633750886e-11,1,0,0,0
0.171,-0.000559046140780929,5.00292629921629e-11,1,0,0,0
0.1715,-0.000559046140755915,5.00292620928822e-11,1,0,0,0
0.172,-0.0005590461407309,5.00292611936016e-11,1,0,0,0
0.1725,-0.000559046140705886,5.00292602943209e-11,1,0,0,0
0.173,-0.000559046140680871,5.00292593950403e-11,1,0,0,0
0.1735,-0.000559046140655857,5.00292584957596e-11,1,0,0,0
0.174,-0.000559046140630842,5.0029257596479e-11,1,0,0,0
0.1745,-0.000559046140605828,5.00292566971983e-11,1,0,0,0
0.175,-0.000559046140580813,5.00292557979177e-11,1,0,0,0
0.1755,-0.000559046140555799,5.0029254898637e-11,1,0,0,0
0.176,-0.000559046140530784,5.00292539993564e-11,1,0,0,0
0.1765,-0.000559046140505769,5.00292531000758e-11,1,0,0,0
0.177,-0.000559046140480755,5.00292522007951e-11,1,0,0,0
0.1775,-0.00055904614045574,5.00292513015144e-11,1,0,0,0
0.178,-0.000559046140430726,5.00292504022338e-11,1,0,0,0
0.1785,-0.000559046140405711,5.00292495029531e-11,1,0,0,0
0.179,-0.000559046140380697,5.00292486036725e-11,1,0,0,0
0.1795,-0.000559046140355682,5.00292477043918e-11,1,0,0,0
0.18,-0.000559046140330668,5.00292468051112e-11,1,0,0,0
0.1805,-0.000559046140305653,5.00292459058305e-11,1,0,0,0
0.181,-0.000559046140280639,5.00292450065499e-11,1,0,0,0
0.1815,-0.000559046140255624,5.00292441072693e-11,1,0,0,0
0.182,-0.000559046140230609,5.00292432079886e-11,1,0,0,0
0.1825,-0.000559046140205595,5.00292423087079e-11,1,0,0,0
0.183,-0.00055904614018058,5.00292414094273e-11,1,0,0,0
0.1835,-0.000559046140155566,5.00292405101466e-11,1,0,0,0
0.184,-0.000559046140130551,5.0029239610866e-11,1,0,0,0
0.1845,-0.000559046140105537,5.00292387115853e-11,1,0,0,0
0.185,-0.000559046140080522,5.00292378123047e-11,1,0,0,0
0.1855,-0.000559046140055508,5.0029236913024e-11,1,0,0,0
0.186,-0.000559046140030493,5.00292360137434e-11,1,0,0,0
0.1865,-0.000559046140005479,5.00292351144628e-11,1,0,0,0
0.187,-0.000559046139980464,5.00292342151821e-11,1,0,0,0
0.1875,-0.00055904613995545,5.00292333159014e-11,1,0,0,0
0.188,-0.000559046139930435,5.00292324166208e-11,1,0,0,0
0.1885,-0.000559046139905421,5.00292315173401e-11,1,0,0,0
0.189,-0.000559046139880406,5.00292306180595e-11,1,0,0,0
0.1895,-0.000559046139855391,5.00292297187788e-11,1,0,0,0
0.19,-0.000559046139830377,5.00292288194982e-11,1,0,0,0
0.1905,-0.000559046139805362,5.00292279202175e-11,1,0,0,0
0.191,-0.000559046139780348,5.00292270209369e-11,1,0,0,0
0.1915,-0.000559046139755333,5.00292261216563e-11,1,0,0,0
0.192,-0.000559046139730319,5.00292252223756e-11,1,0,0,0
0.1925,-0.000559046139705304,5.00292243230949e-11,1,0,0,0
0.193,-0.00055904613968029,5.00292234238143e-11,1,0,0,0
0.1935,-0.000559046139655275,5.00292225245336e-11,1,0,0,0
0.194,-0.000559046139630261,5.0029221625253e-11,1,0,0,0
0.1945,-0.000559046139605246,5.00292207259723e-11,1,0,0,0
0.195,-0.000559046139580232,5.00292198266917e-11,1,0,0,0
0.1955,-0.000559046139555217,5.00292189274111e-11,1,0,0,0
0.196,-0.000559046139530202,5.00292180281304e-11,1,0,0,0
0.1965,-0.000559046139505188,5.00292171288498e-11,1,0,0,0
0.197,-0.000559046139480173,5.00292162295691e-11,1,0,0,0
0.1975,-0.000559046139455159,5.00292153302884e-11,1,0,0,0
0.198,-0.000559046139430144,5.00292144310078e-11,1,0,0,0
0.1985,-0.00055904613940513,5.00292135317271e-11,1,0,0,0
0.199,-0.000559046139380115,5.00292126324465e-11,1,0,0,0
0.1995,-0.000559046139355101,5.00292117331658e-11,1,0,0,0
0.2,-0.000559046139330086,5.00292108338852e-11,1,0,0,0
0.2005,-0.000559046139305072,5.00292099346046e-11,1,0,0,0
0.201,-0.000559046139280057,5.00292090353239e-11,1,0,0,0
0.2015,-0.000559046139255043,5.00292081360433e-11,1,0,0,0
