"time","elastoGap1.v_rel","elastoGap2.s_rel","springDamper1.v_rel","springDamper2.s_rel"
0,0,0,0,0
0.005,-0.0747163385969104,0.000187028180943459,-0.198490931081176,0.000497488421556922
0.01,-0.148855792000201,0.000746201830995938,-0.393928216126004,0.00197981951484842
0.015,-0.222404205440782,0.00167460101510922,-0.586260332340416,0.00443159522039301
0.02,-0.29534767733869,0.00296923569719425,-0.775438065635588,0.00783716602495896
0.025,-0.36767256071581,0.00462704713528375,-0.961414497816492,0.0121806434704895
0.03,-0.439365464168502,0.00664490864515138,-1.14414500042595,0.0174459070157649
0.035,-0.510413253948568,0.00901962734354679,-1.32358721961185,0.0236166198059969
0.04,-0.580803055145597,0.0117479453442426,-1.49970106381042,0.0306762390556873
0.045,-0.650522252919028,0.0148265410117599,-1.67244869046738,0.0386080269567838
0.05,-0.719558493775749,0.01825203035949,-1.84179449024274,0.0473950626876498
0.055,-0.787899686599697,0.0220209682734814,-2.00770507217855,0.057020252785801
0.06,-0.855534003645676,0.0261298497640251,-2.17014924794766,0.0674663416566826
0.065,-0.922449881641208,0.0305751114861498,-2.32909801167438,0.0787159241672467
0.07,-0.9886360225171,0.0353531327188837,-2.48452452715554,0.0907514537896646
0.075,-1.05408139459769,0.040460237198658,-2.6364041022013,0.103555257551454
0.08,-1.11877523341051,0.0458926941283271,-2.78471417598706,0.117109544524747
0.085,-1.1827070413588,0.0516467194358419,-2.92943429012084,0.131396414171882
0.09,-1.24586659003776,0.057718477380599,-3.07054607872828,0.146397871578623
0.095,-1.30824391883231,0.0641040816541908,-3.20803323250393,0.162095832801512
0.1,-1.36982933708513,0.0707995967971002,-3.34188149083795,0.178472138586826
0.105,-1.4306134233347,0.0778010395887992,-3.47207860671964,0.195508562753775
0.11,-1.49058702611626,0.0851043803522535,-3.59861432792489,0.213186822770655
0.115,-1.54974126412641,0.0927055443257555,-3.72148037148619,0.231488589576445
0.12,-1.608067525268,0.10060041314563,-3.84067038567829,0.250395496145674
0.125,-1.66555746903012,0.108784826000131,-3.95617994780752,0.269889150012376
0.13,-1.72220302541147,0.117254581119966,-4.06800652525805,0.289951141619004
0.135,-1.77799639538342,0.12600543706715,-4.17614945396872,0.31056305416374
0.14,-1.83293004934216,0.135033113519367,-4.2806099104095,0.331706466056735
0.145,-1.88699673093101,0.144333293748286,-4.38139089357389,0.353362975567964
0.15,-1.94018945469801,0.153901625153291,-4.47849719547348,0.375514199999999
0.155,-1.99250150695644,0.163733720805532,-4.57193537760635,0.398141788096619
0.16,-2.04392643079113,0.173825161439622,-4.66171360721643,0.421227404840678
0.165,-2.09445804444818,0.184171496021723,-4.74784179855142,0.444752771043917
0.17,-2.14409044336855,0.194768243015125,-4.83033160468726,0.468699676091566
0.175,-2.19281798810764,0.205610892247704,-4.90919628040432,0.493049967521821
0.18,-2.24063530416699,0.216694905889337,-4.98445066545678,0.517785557011381
0.185,-2.28753727087225,0.228015719337137,-5.05611108469258,0.542888403778802
0.19,-2.33351905570955,0.239568744050816,-5.12419554581047,0.568340604609232
0.195,-2.37857608529726,0.251349367669752,-5.18872352223945,0.594124335259192
0.2,-2.42270405276426,0.263352955691874,-5.24971597438848,0.620221877251792
0.205,-2.46589889271258,0.27557485190738,-5.30719517057177,0.64661556807265
0.21,-2.50815682424417,0.288010381351428,-5.36118492073516,0.67328791257785
0.215,-2.54947432844429,0.300654850831143,-5.41171041266957,0.700221539160402
0.22,-2.58984814572905,0.313503550187781,-5.45879816869798,0.727399202965422
0.225,-2.6292752680683,0.32655175309836,-5.50247598551847,0.754803774299005
0.23,-2.66775293747167,0.339794718355817,-5.54277289906532,0.782418244302289
0.235,-2.70527867503908,0.353227693097338,-5.57971929179663,0.81022581106748
0.24,-2.7418502505179,0.36684591224058,-5.61334672275001,0.838209809174494
0.245,-2.77746568988501,0.380644600341167,-5.64368793490731,0.866353739284068
0.25,-2.81212324547578,0.394618970356571,-5.67077672208498,0.89464119321018
0.255,-2.84582145505683,0.408764230253042,-5.69464810549644,0.923056031388605
0.26,-2.87855909640652,0.423075580398427,-5.71533814650788,0.95158226382727
0.265,-2.91033519746835,0.437548215855401,-5.73288395288011,0.980204088756253
0.27,-2.94114902096245,0.452177326092039,-5.74732361072513,1.00890585632579
0.275,-2.97100007672099,0.466958097778879,-5.75869618454162,1.03767211577768
0.28,-2.99988813189032,0.481885717348502,-5.76704171201211,1.06648765619401
0.285,-3.02781319046676,0.496955370141021,-5.7724011234956,1.09533745491269
0.29,-3.05477549497112,0.512162241922317,-5.77481622010606,1.12420669189807
0.295,-3.0807755067588,0.52750151759854,-5.77432961885053,1.15308069653877
0.3,-3.10581395136827,0.542968389006641,-5.7709847732176,1.18194510428284
0.305,-3.12989177995982,0.558558050995404,-5.76482589642299,1.2107857425497
0.31,-3.15301017745424,0.57426570402339,-5.75589793883134,1.23958866731307
0.315,-3.17517054374404,0.590086552380485,-5.74424656295335,1.26834010814857
0.32,-3.19637451837669,0.606015810040311,-5.72991809601902,1.2970265653142
0.325,-3.21662397168743,0.622048700623378,-5.71295949985688,1.32563478949654
0.33,-3.23592099549266,0.638180457283061,-5.69341834100007,1.3541517600198
0.335,-3.25426789912062,0.654406323294463,-5.67134276853375,1.38256468010561
0.34,-3.27166720127368,0.670721551889336,-5.64678149508828,1.41086095740129
0.345,-3.28812165712797,0.687121413703589,-5.61978369566179,1.43902831759377
0.35,-3.30363423059348,0.703601192377422,-5.59039903432407,1.46705471090373
0.355,-3.31820809944228,0.720156187256209,-5.55867761427456,1.49492834271736
0.36,-3.33184663452206,0.736781709714197,-5.5246700209681,1.52263760159509
0.365,-3.34455343357476,0.753473093538888,-5.48842714301101,1.55017120731808
0.37,-3.35633229644673,0.770225690223905,-5.45000023157931,1.57751812276516
0.375,-3.3671872257598,0.787034870817951,-5.40944085621747,1.60466756838723
0.38,-3.37712241800499,0.803896024952724,-5.3668009137357,1.63160899609204
0.385,-3.38614226491604,0.820804563033807,-5.32213257474242,1.65833210745528
0.39,-3.39425136544663,0.837755921641675,-5.27548816793696,1.68482691735927
0.395,-3.40145450703432,0.854745559634715,-5.22692024467752,1.71108368605217
0.4,-3.40775666728593,0.871768960382859,-5.17648152569712,1.73709293840987
0.405,-3.41316299657468,0.888821627432322,-5.12422499065951,1.76284539705627
0.41,-3.41767884921223,0.905899097592748,-5.07020357669813,1.78833213859324
0.415,-3.42130975550073,0.922996932819758,-5.01447035285695,1.81354447828659
0.42,-3.42406142579596,0.940110723578899,-4.95707843685037,1.8384740017817
0.425,-3.4259397432795,0.957236087925601,-4.89808101175041,1.86311254367486
0.43,-3.42695076731298,0.974368674905157,-4.83753123725441,1.88745221756424
0.435,-3.42714793317971,0.991504198344902,-4.77548230172252,1.91148537847356
0.44,-3.4271520684597,1.00863992481579,-4.71198735849592,1.93520464392997
0.445,-3.42715339683343,1.02577569191938,-4.64709941604368,1.95860293174998
0.45,-3.42715236613499,1.04291145792773,-4.58087141100628,1.98167341699329
0.455,-3.42715171744162,1.06004721890284,-4.51335613968965,2.00440955999934
0.46,-3.42715090516663,1.07718297629494,-4.4446062548733,2.02680507184569
0.465,-3.42715074938508,1.09431873081755,-4.3746742756054,2.04885386134888
0.47,-3.4271507111809,1.11145448436525,-4.30361250563184,2.07055014492354
0.475,-3.42715072806216,1.12859023772738,-4.23147302859399,2.09188840367603
0.48,-3.42715075609356,1.14572599119921,-4.15830766817677,2.11286339831791
0.485,-3.42715075203935,1.16286174500608,-4.08416805010727,2.13347006522806
