"time","mp1.S.v","mp2.S.v","v.p.v"
0,0,0,0
0.001,8.3326345860989422e-09,8.3326107562914911e-09,0.0050000000000000001
0.002,6.6672011399980727e-08,6.6671248694846592e-08,0.01
0.0030000000000000001,2.2500971516467612e-07,2.2500276974040188e-07,0.014999999999999999
0.0040000000000000001,5.3332340546781739e-07,5.3329900167722573e-07,0.02
0.0050000000000000001,1.0416465208482511e-06,1.0415575538621448e-06,0.025000000000000001
0.0060000000000000001,1.7999868344772213e-06,1.7997646261119633e-06,0.029999999999999999
0.0070000000000000001,2.8583513938507542e-06,2.8579061081994444e-06,0.035000000000000003
0.0080000000000000002,4.2667499864981189e-06,4.2659690605739253e-06,0.040000000000000001
0.0090000000000000011,6.0751251846430686e-06,6.0735598223512052e-06,0.045000000000000005
0.01,8.3334814562750142e-06,8.3306353230112798e-06,0.050000000000000003
0.010999999999999999,1.1091824788673084e-05,1.1087161097604021e-05,0.054999999999999993
0.012,1.4400150352318839e-05,1.4393041412610094e-05,0.059999999999999998
0.013000000000000001,1.8308453317693829e-05,1.8298180534510183e-05,0.065000000000000002
0.014,2.2866728855279601e-05,2.2852482729784942e-05,0.070000000000000007
0.014999999999999999,2.8124972135557709e-05,2.8105852264915053e-05,0.074999999999999997
0.016,3.4133178329009728e-05,3.4108193406381201e-05,0.080000000000000002
0.017000000000000001,4.0941422183731686e-05,4.0906304792035582e-05,0.085000000000000006
0.018000000000000002,4.8599710360162328e-05,4.8549642276572881e-05,0.090000000000000011
0.019,5.7158004439451875e-05,5.7089420997502534e-05,0.095000000000000001
0.02,6.6666306399342504e-05,6.6575279558356369e-05,0.10000000000000001
0.021000000000000001,7.7174618217576554e-05,7.7056856562666189e-05,0.10500000000000001
0.021999999999999999,8.8732941871896181e-05,8.8583790613963825e-05,0.10999999999999999
0.023,0.00010139127934004372,0.00010120572031578113,0.11499999999999999
0.024,0.00011519963259976144,0.00011497228427164994,0.12
0.025000000000000001,0.00013020800362879151,0.00012993312108510201,0.125
0.026000000000000002,0.00014646639440487629,0.00014613786935966926,0.13
0.027,0.0001640248069057579,0.00016363616769888347,0.13500000000000001
0.028000000000000001,0.00018293324310917882,0.00018247765470627653,0.14000000000000001
0.029000000000000001,0.00020324170499288108,0.00020271196898538019,0.14500000000000002
0.029999999999999999,0.00022500019453460698,0.00022438874913972631,0.14999999999999999
0.031,0.00024825871371209903,0.00024755763377284673,0.155
0.032000000000000001,0.00027306726450309916,0.00027226826148827335,0.16
0.033000000000000002,0.00029947576900873007,0.00029856311201830713,0.16500000000000001
0.034000000000000002,0.00032753400264108319,0.00032647151822088683,0.17000000000000001
0.035000000000000003,0.00035729219954547768,0.00035606392651281959,0.17500000000000002
0.036000000000000004,0.000388800356710201,0.00038738952832213753,0.18000000000000002
0.036999999999999998,0.00042210847112353963,0.00042049751507687225,0.185
0.037999999999999999,0.00045726653977378118,0.00045543707820505647,0.19
0.039,0.00049432455964921258,0.00049225740913472183,0.19500000000000001
0.040000000000000001,0.00053333252773812075,0.00053100769929390046,0.20000000000000001
0.041000000000000002,0.00057434044102879281,0.00057173714011062428,0.20500000000000002
0.042000000000000003,0.00061739829650951574,0.00061449492301292557,0.21000000000000002
0.043000000000000003,0.00066255609116857661,0.00065933023942883588,0.21500000000000002
0.043999999999999997,0.00070986382199426229,0.00070629228078638749,0.21999999999999997
0.044999999999999998,0.00075937148597486029,0.00075543023851361269,0.22499999999999998
0.045999999999999999,0.00081112908009865737,0.00080679330403854313,0.22999999999999998
0.047,0.00086518660135394049,0.00086043066878921121,0.23499999999999999
0.048000000000000001,0.00092159404672899705,0.00091639152419364868,0.23999999999999999
0.049000000000000002,0.00098040141321211372,0.00097472506167988761,0.245
0.050000000000000003,0.0010416583142103136,0.0010354096431000651,0.25
0.051000000000000004,0.001105414987302844,0.0010985388858155555,0.255
0.052000000000000005,0.0011717214871505763,0.0011641726306919811,0.26000000000000001
0.052999999999999999,0.0012406278060624956,0.0012323592051083985,0.26500000000000001
0.053999999999999999,0.0013121839363475871,0.0013031469364438663,0.27000000000000002
0.055,0.0013864398703148351,0.00137658415207744,0.27500000000000002
0.056000000000000001,0.0014634456002732244,0.0014527191793881774,0.28000000000000003
0.057000000000000002,0.0015432511185317398,0.001531600345755135,0.28500000000000003
0.058000000000000003,0.001625906417399366,0.0016132759785573701,0.29000000000000004
0.059000000000000004,0.0017114614891850877,0.0016977944051739392,0.29500000000000004
0.059999999999999998,0.0017999663261978891,0.0017852039529838992,0.29999999999999999
0.060999999999999999,0.0018914709207467561,0.0018755529493663082,0.30499999999999999
0.062,0.0019860252651406726,0.0019688897217002223,0.31
0.063,0.0020836793516886237,0.0020652625973646985,0.315
0.064000000000000001,0.0021844830542097869,0.0021647086735156278,0.32000000000000001
0.065000000000000002,0.0022884853276942349,0.002267177962553781,0.32500000000000001
0.066000000000000003,0.0023957370771984076,0.0023728053002071083,0.33000000000000002
0.067000000000000004,0.0025062882802060829,0.0024816376087515744,0.33500000000000002
0.068000000000000005,0.0026201889142010368,0.002593721810463143,0.34000000000000002
0.069000000000000006,0.0027374889566670461,0.0027091048276177776,0.34500000000000003
0.070000000000000007,0.0028582383850878869,0.0028278335824914423,0.35000000000000003
0.071000000000000008,0.0029824871769473372,0.0029499549973601015,0.35500000000000004
0.072000000000000008,0.0031102853097291724,0.0030755159944997178,0.36000000000000004
0.072999999999999995,0.0032416827609171675,0.0032045634961862545,0.36499999999999999
0.073999999999999996,0.0033767295079951036,0.003337144424695679,0.37
0.074999999999999997,0.0035154755284467548,0.0034733057023039532,0.375
0.075999999999999998,0.0036579707997558982,0.0036130942512870396,0.38
