"time","quadraticSpeedDependentTorqueQS.phi"
0,0
0.0005,0.0785398163397448
0.001,0.15707963267949
0.0015,0.235619449019235
0.002,0.314159265358979
0.0025,0.392699081698724
0.003,0.471238898038469
0.0035,0.549778714378214
0.004,0.628318530717959
0.0045,0.706858347057704
0.005,0.785398163397448
0.0055,0.863937979737193
0.006,0.942477796076938
0.0065,1.02101761241668
0.007,1.09955742875643
0.0075,1.17809724509617
0.008,1.25663706143592
0.0085,1.33517687777566
0.009,1.41371669411541
0.0095,1.49225651045515
0.01,1.5707963267949
0.0105,1.64933614313464
0.011,1.72787595947439
0.0115,1.80641577581413
0.012,1.88495559215388
0.0125,1.96349540849362
0.013,2.04203522483337
0.0135,2.12057504117311
0.014,2.19911485751286
0.0145,2.2776546738526
0.015,2.35619449019234
0.0155,2.43473430653209
0.016,2.51327412287183
0.0165,2.59181393921158
0.017,2.67035375555132
0.0175,2.74889357189107
0.018,2.82743338823081
0.0185,2.90597320457056
0.019,2.9845130209103
0.0195,3.06305283725005
0.02,3.14159265358979
0.0205,3.22013246992954
0.021,3.29867228626928
0.0215,3.37721210260903
0.022,3.45575191894877
0.0225,3.53429173528852
0.023,3.61283155162826
0.0235,3.69137136796801
0.024,3.76991118430775
0.0245,3.8484510006475
0.025,3.92699081698724
0.0255,4.00553063332699
0.026,4.08407044966673
0.0265,4.16261026600648
0.027,4.24115008234622
0.0275,4.31968989868597
0.028,4.39822971502571
0.0285,4.47676953136546
0.029,4.5553093477052
0.0295,4.63384916404495
0.03,4.71238898038469
0.0305,4.79092879672443
0.031,4.86946861306418
0.0315,4.94800842940392
0.032,5.02654824574367
0.0325,5.10508806208341
0.033,5.18362787842316
0.0335,5.2621676947629
0.034,5.34070751110265
0.0345,5.41924732744239
0.035,5.49778714378214
0.0355,5.57632696012188
0.036,5.65486677646163
0.0365,5.73340659280137
0.037,5.81194640914112
0.0375,5.89048622548086
0.038,5.96902604182061
0.0385,6.04756585816035
0.039,6.1261056745001
0.0395,6.20464549083984
0.04,6.28318530717959
0.0405,6.36172512351933
0.041,6.44026493985908
