"time","prismatic.s","prismatic.v"
0,0,0
0.001,0.000140821335825659,0.398420782375868
0.002,0.000951113674403801,1.26711410945408
0.003,0.00271890303904223,2.27235095062531
0.004,0.00547942045332546,3.23157424513523
0.005,0.00913736753912952,4.05864719811993
0.006,0.0135429531593107,4.72548446378049
0.007,0.0185361439394628,5.23624766219784
0.008,0.023969974003302,5.61076416074564
0.009,0.0297207239970467,5.8744438123808
0.01,0.0356903755076923,6.05260203267693
0.011,0.0418049185244,6.16763611109843
0.012,0.0480107702191491,6.23791767227955
0.013,0.0542706382124398,6.27772743259799
0.014,0.0605596489913736,6.2976704501759
0.015,0.0668619313015236,6.30530230753693
0.016,0.0731679291231337,6.30580219018014
0.017,0.0794723328177792,6.30256916828182
0.018,0.0857725607971415,6.29771853785879
0.019,0.0920676687536389,6.29248682815051
0.02,0.0983576436238499,6.28752901007119
0.021,0.104642927010845,6.2831349461918
0.022,0.110924133898907,6.2793774821715
0.023,0.117201885573532,6.27621447724349
0.024,0.123476731893988,6.27354968389931
0.025,0.129749115489188,6.27127136866798
0.026,0.136019368596184,6.26927251723818
0.027,0.142287723181897,6.26746085326791
0.028,0.148554327761647,6.26576178243477
0.029,0.15481926476535,6.26411787237207
0.03,0.161082567009801,6.26248732585714
0.031,0.167344232448121,6.26084152652119
0.032,0.173604234924541,6.25916005044228
0.033,0.179862531876533,6.25743001739966
0.034,0.186119071137075,6.2556430723779
0.035,0.192373793645558,6.25379425473852
0.036,0.198626635954231,6.25188138204843
0.037,0.204877533228504,6.2499037251874
0.038,0.211126420579685,6.24786134665825
0.039,0.217373233404953,6.24575463218657
0.04,0.223617907599906,6.24358403383291
0.041,0.229860379568899,6.24135003475605
0.042,0.236100586213465,6.23905299272346
0.043,0.242338464599008,6.23669338802559
0.044,0.248573952276077,6.23427154719357
0.045,0.254806987128124,6.23178780093406
0.046,0.261037507226638,6.22924236363156
0.047,0.267265450887496,6.22663536187721
0.048,0.27349075684754,6.22396690732736
0.049,0.279713363302381,6.22123706825159
0.05,0.285933209179569,6.2184458236905
0.051,0.292150233384489,6.21559312376084
0.052,0.298364374191462,6.21267906367725
0.053,0.304575570442596,6.20970362115973
0.054,0.310783760813435,6.20666680658953
0.055,0.316988883979523,6.20356863034795
0.056,0.323190878674111,6.20040918258354
0.057,0.329389683700928,6.19718865086469
0.058,0.335585237682525,6.1939069723243
0.059,0.341777479318606,6.19056419073709
0.06,0.347966347308872,6.18716034987775
0.061,0.3541517810495,6.18369545680055
0.062,0.360333719999244,6.1801695152605
0.063,0.366512102439801,6.1765825910708
0.064,0.372686867234372,6.17293471938603
0.065,0.378857953246156,6.16922593536075
0.066,0.385025300821516,6.16545623812818
0.067,0.391188849562025,6.16162564491008
0.068,0.397348537835373,6.1577342028954
0.069,0.403504304771631,6.15378194075725
0.07,0.40965608950087,6.14976888716872
0.071,0.415803831153161,6.14569507080294
0.072,0.421947468858574,6.14156052033299
0.073,0.42808694174718,6.137365264432
0.074,0.43422218894905,6.13310933177306
0.075,0.440353149594255,6.12879275102928
0.076,0.446479767563485,6.12441591599804
0.077,0.452601979914021,6.11997869604142
