"time","Distance1.distance"
0,1.11803398874989
0.001,1.11802741573723
0.002,1.11800770205982
0.003,1.11797485343217
0.004,1.11792888299444
0.005,1.11786979029051
0.006,1.11779757168708
0.007,1.11771224342268
0.008,1.1176138038445
0.009,1.1175022434131
0.01,1.11737757789021
0.011,1.11723981491076
0.012,1.1170889375907
0.013,1.11692495469126
0.014,1.11674788242106
0.015,1.11655769892353
0.016,1.11635440284606
0.017,1.11613801212028
0.018,1.1159085151878
0.019,1.11566591007819
0.02,1.11541019438433
0.021,1.11514136526477
0.022,1.11485941944608
0.023,1.11456436185286
0.024,1.11425618476716
0.025,1.1139348839022
0.026,1.11360045502495
0.027,1.11325289348494
0.028,1.11289219421727
0.029,1.1125183522094
0.03,1.11213136166346
0.031,1.11173121612284
0.032,1.11131790894531
0.033,1.11089143309062
0.034,1.11045178112401
0.035,1.10999894507509
0.036,1.10953291643323
0.037,1.10905368680645
0.038,1.10856124718767
0.039,1.10805558819428
0.04,1.10753670007224
0.041,1.10700457271151
0.042,1.10645919630142
0.043,1.10590055962
0.044,1.10532865151219
0.045,1.10474346047334
0.046,1.10414497465387
0.047,1.103533181864
0.048,1.10290807070728
0.049,1.10226962843587
0.05,1.10161784175344
0.051,1.10095269740166
0.052,1.1002741818284
0.053,1.09958228119319
0.054,1.09887698180503
0.055,1.09815826989768
0.056,1.09742613049446
0.057,1.09668054882913
0.058,1.09592150989119
0.059,1.09514899843197
0.06,1.094362999049
0.061,1.0935634968656
0.062,1.09275047558995
0.063,1.09192391921079
0.064,1.09108381152265
0.065,1.09023013613276
0.066,1.08936287646795
0.067,1.08848201641753
0.068,1.08758753900251
0.069,1.0866794271434
0.07,1.08575766373813
0.071,1.08482223155144
0.072,1.08387311322263
0.073,1.08291029170158
0.074,1.08193374978985
0.075,1.08094346960146
0.076,1.07993943349238
0.077,1.07892162374624
0.078,1.07789002258293
0.079,1.07684461234946
0.08,1.07578537609267
0.081,1.07471229547802
0.082,1.07362535271995
0.083,1.07252453002905
0.084,1.07140980962155
0.085,1.07028117372896
0.086,1.0691386055523
0.087,1.06798208723071
0.088,1.06681160124101
0.089,1.06562713023924
0.09,1.06442865698772
0.091,1.06321616436831
0.092,1.0619896353959
0.093,1.06074905323207
0.094,1.05949440119894
0.095,1.05822566279316
0.096,1.05694282170011
0.097,1.05564586180833
0.098,1.0543347672702
0.099,1.05300952254301
0.1,1.05167011213163
0.101,1.05031652090224
0.102,1.04894873400092
0.103,1.04756673686939
0.104,1.0461705152608
0.105,1.0447600552558
0.106,1.04333534327882
0.107,1.04189636611452
0.108,1.04044311092445
0.109,1.038975565264
0.11,1.03749371709945
0.111,1.03599755552868
0.112,1.03448706935439
0.113,1.0329622476603
0.114,1.03142308030873
0.115,1.0298695576692
0.116,1.02830167063716
0.117,1.02671941065305
0.118,1.02512276972153
0.119,1.02351174043096
0.12,1.02188631597316
0.121,1.02024649016336
0.122,1.01859225746044
0.123,1.01692361304358
0.124,1.01524055369903
0.125,1.01354307527227
0.126,1.01183117506536
0.127,1.01010485113453
0.128,1.0083641023122
0.129,1.00660892822919
0.13,1.00483932933734
0.131,1.00305530693227
0.132,1.0012568631765
0.133,0.999444001122835
0.134,0.997616724738028
0.135,0.995775038926716
0.136,0.993918950070979
0.137,0.992048465416824
0.138,0.990163592365011
0.139,0.988264339887384
0.14,0.986350718023898
0.141,0.9844227379086
0.142,0.982480411795916
0.143,0.980523753087261
0.144,0.978552776357958
0.145,0.976567497384489
0.146,0.974567933172066
0.147,0.972554101982535
0.148,0.970526023362612
0.149,0.968483718890732
0.15,0.966427210448056
0.151,0.964356521541791
0.152,0.96227167719811
0.153,0.96017270387863
0.154,0.958059629510884
0.155,0.955932483519152
0.156,0.953791296855661
0.157,0.951636102032145
0.158,0.949466933151782
0.159,0.947283825941507
0.16,0.945086817784704
0.161,0.942875947812308
0.162,0.940651257005207
0.163,0.938412787769722
0.164,0.936160584465156
0.165,0.93389469327789
0.166,0.931615162256487
0.167,0.929322041347213
0.168,0.927015382429962
0.169,0.924695239354601
0.17,0.922361667977743
0.171,0.920014726199935
0.172,0.91765447400328
0.173,0.9152809734895
0.174,0.912894288679957
0.175,0.910494486021888
0.176,0.908081634308963
0.177,0.905655804487799
0.178,0.903217069819646
0.179,0.900765505921074
0.18,0.898301190805113
0.181,0.895824204922863
0.182,0.893334631205578
0.183,0.890832555107216
0.184,0.888318064647477
0.185,0.885791250455315
0.186,0.883252205796556
0.187,0.880701025454823
0.188,0.878137808959604
0.189,0.875562657756248
0.19,0.872975676118697
0.191,0.87037697119576
0.192,0.867766653057896
0.193,0.865144834744507
0.194,0.862511632311731
