"time","orifice1.port_b.m_flow","orifice1.port_b.p","orifice1.port_b.h_outflow","orifice2.port_b.m_flow","orifice2.port_b.p","orifice2.port_b.h_outflow"
0,2.3233798212133259,100000,266674.78039096412,2.3233798212133259,100000,266674.78039096412
0.00050000000000000001,2.3232571951533774,100000,266674.78039096412,2.3232571951533774,100000,266674.78039096412
0.001,2.3231345626206443,100000,266674.78039096412,2.3231345626206443,100000,266674.78039096412
0.0015,2.3230119236141009,100000,266674.78039096412,2.3230119236141009,100000,266674.78039096412
0.002,2.3228892781327222,100000,266674.78039096412,2.3228892781327222,100000,266674.78039096412
0.0025000000000000001,2.3227666261754822,100000,266674.78039096412,2.3227666261754818,100000,266674.78039096412
0.0030000000000000001,2.3226439677413553,100000,266674.78039096412,2.3226439677413548,100000,266674.78039096412
0.0035000000000000001,2.322521302829315,100000,266674.78039096412,2.3225213028293146,100000,266674.78039096412
0.0040000000000000001,2.3223986314383351,100000,266674.78039096412,2.3223986314383351,100000,266674.78039096412
0.0045000000000000005,2.3222759535673889,100000,266674.78039096412,2.3222759535673889,100000,266674.78039096412
0.0050000000000000001,2.3221532692154492,100000,266674.78039096412,2.3221532692154492,100000,266674.78039096412
0.0054999999999999997,2.3220305783814887,100000,266674.78039096412,2.3220305783814887,100000,266674.78039096412
0.0060000000000000001,2.3219078810644804,100000,266674.78039096412,2.3219078810644804,100000,266674.78039096412
0.0065000000000000006,2.3217851772633957,100000,266674.78039096412,2.3217851772633957,100000,266674.78039096412
0.0070000000000000001,2.3216624669772075,100000,266674.78039096412,2.321662466977207,100000,266674.78039096412
0.0074999999999999997,2.3215397502048862,100000,266674.78039096412,2.3215397502048862,100000,266674.78039096412
0.0080000000000000002,2.321417026945404,100000,266674.78039096412,2.321417026945404,100000,266674.78039096412
0.0085000000000000006,2.3212942971977317,100000,266674.78039096412,2.3212942971977317,100000,266674.78039096412
0.0090000000000000011,2.3211715609608405,100000,266674.78039096412,2.3211715609608405,100000,266674.78039096412
0.0094999999999999998,2.3210488182337006,100000,266674.78039096412,2.3210488182337006,100000,266674.78039096412
0.01,2.3209260690152824,100000,266674.78039096412,2.3209260690152824,100000,266674.78039096412
0.010500000000000001,2.3208033133045558,100000,266674.78039096412,2.3208033133045558,100000,266674.78039096412
0.010999999999999999,2.3206805511004909,100000,266674.78039096412,2.3206805511004909,100000,266674.78039096412
0.0115,2.3205577824020569,100000,266674.78039096412,2.3205577824020565,100000,266674.78039096412
0.012,2.3204350072082227,100000,266674.78039096412,2.3204350072082227,100000,266674.78039096412
0.012500000000000001,2.320312225517958,100000,266674.78039096412,2.3203122255179576,100000,266674.78039096412
