"time","IdealThyristor1.off","IdealThyristor2.off","booleanStep1.y"
0.4476,1,0,0
0.4488,1,0,0
0.45,1,0,0
0.4512,1,0,0
0.4524,1,0,0
0.4536,1,0,0
0.4548,1,0,0
0.456,1,0,0
0.4572,1,0,0
0.4584,1,0,0
0.4596,1,0,0
0.4608,1,0,0
0.462,1,0,0
0.4632,1,0,0
0.4644,1,0,0
0.4656,1,0,0
0.4668,1,0,0
0.468,1,0,0
0.4692,1,0,0
0.4704,1,0,0
0.4716,1,0,0
0.4728,1,0,0
0.474,1,0,0
0.4752,1,0,0
0.4764,1,0,0
0.4776,1,0,0
0.4788,1,0,0
0.48,1,0,0
0.4812,1,0,0
0.4824,1,0,0
0.4836,1,0,0
0.484057859625746,1,0,0
0.484057859625746,1,1,0
0.4848,1,1,0
0.486,1,1,0
0.4872,1,1,0
0.4884,1,1,0
0.4896,1,1,0
0.4908,1,1,0
0.492,1,1,0
0.4932,1,1,0
0.4944,1,1,0
0.4956,1,1,0
0.4968,1,1,0
0.498,1,1,0
0.4992,1,1,0
0.5004,1,1,0
0.5016,1,1,0
0.5028,1,1,0
0.504,1,1,0
0.5052,1,1,0
0.5064,1,1,0
0.5076,1,1,0
0.5088,1,1,0
0.51,1,1,0
0.5112,1,1,0
0.5124,1,1,0
0.5136,1,1,0
0.5148,1,1,0
0.516,1,1,0
0.5172,1,1,0
0.5184,1,1,0
0.5196,1,1,0
0.5208,1,1,0
0.522,1,1,0
0.5232,1,1,0
0.5244,1,1,0
0.5256,1,1,0
0.5268,1,1,0
0.528,1,1,0
0.5292,1,1,0
0.5304,1,1,0
0.5316,1,1,0
0.5328,1,1,0
0.534,1,1,0
0.5352,1,1,0
0.5364,1,1,0
0.5376,1,1,0
0.5388,1,1,0
0.54,1,1,0
0.5412,1,1,0
0.5424,1,1,0
0.5436,1,1,0
0.5448,1,1,0
0.546,1,1,0
0.5472,1,1,0
0.5484,1,1,0
0.5496,1,1,0
0.5508,1,1,0
0.552,1,1,0
0.5532,1,1,0
0.5544,1,1,0
0.5556,1,1,0
0.5568,1,1,0
0.558,1,1,0
0.5592,1,1,0
0.5604,1,1,0
0.5616,1,1,0
0.5628,1,1,0
0.564,1,1,0
0.5652,1,1,0
0.5664,1,1,0
0.5676,1,1,0
0.5688,1,1,0
0.57,1,1,0
0.5712,1,1,0
0.5724,1,1,0
0.5736,1,1,0
0.5748,1,1,0
0.576,1,1,0
0.5772,1,1,0
0.5784,1,1,0
0.5796,1,1,0
0.5808,1,1,0
0.582,1,1,0
0.5832,1,1,0
0.5844,1,1,0
0.5856,1,1,0
0.5868,1,1,0
0.588,1,1,0
0.5892,1,1,0
0.5904,1,1,0
0.5916,1,1,0
0.5928,1,1,0
0.594,1,1,0
0.5952,1,1,0
0.5964,1,1,0
0.5976,1,1,0
0.5988,1,1,0
0.6,1,1,0
0.6012,1,1,0
0.6024,1,1,0
0.6036,1,1,0
0.6048,1,1,0
0.606,1,1,0
0.6072,1,1,0
0.6084,1,1,0
0.6096,1,1,0
0.6108,1,1,0
0.612,1,1,0
0.6132,1,1,0
0.6144,1,1,0
0.6156,1,1,0
0.6168,1,1,0
0.618,1,1,0
0.6192,1,1,0
0.6204,1,1,0
0.6216,1,1,0
0.6228,1,1,0
0.624,1,1,0
0.6252,1,1,0
0.6264,1,1,0
0.6276,1,1,0
0.6288,1,1,0
0.63,1,1,0
0.6312,1,1,0
0.6324,1,1,0
0.6336,1,1,0
0.6348,1,1,0
0.636,1,1,0
0.6372,1,1,0
0.6384,1,1,0
0.6396,1,1,0
0.6408,1,1,0
0.642,1,1,0
0.6432,1,1,0
0.6444,1,1,0
0.6456,1,1,0
0.6468,1,1,0
0.648,1,1,0
0.6492,1,1,0
0.6504,1,1,0
0.6516,1,1,0
0.6528,1,1,0
0.654,1,1,0
0.6552,1,1,0
0.6564,1,1,0
0.6576,1,1,0
0.6588,1,1,0
0.66,1,1,0
0.6612,1,1,0
0.6624,1,1,0
0.6636,1,1,0
0.6648,1,1,0
0.666,1,1,0
0.6672,1,1,0
0.6684,1,1,0
0.6696,1,1,0
0.6708,1,1,0
0.672,1,1,0
0.6732,1,1,0
0.6744,1,1,0
0.6756,1,1,0
0.6768,1,1,0
0.678,1,1,0
0.6792,1,1,0
0.6804,1,1,0
0.6816,1,1,0
0.6828,1,1,0
0.684,1,1,0
0.6852,1,1,0
0.6864,1,1,0
0.6876,1,1,0
0.6888,1,1,0
0.69,1,1,0
0.6912,1,1,0
0.6924,1,1,0
0.6936,1,1,0
0.6948,1,1,0
0.696,1,1,0
0.6972,1,1,0
0.6984,1,1,0
0.6996,1,1,0
0.7008,1,1,0
0.702,1,1,0
0.7032,1,1,0
0.7044,1,1,0
0.7056,1,1,0
0.7068,1,1,0
0.708,1,1,0
0.7092,1,1,0
0.7104,1,1,0
0.7116,1,1,0
0.7128,1,1,0
0.714,1,1,0
0.7152,1,1,0
0.7164,1,1,0
0.7176,1,1,0
0.7188,1,1,0
0.72,1,1,0
0.7212,1,1,0
0.7224,1,1,0
0.7236,1,1,0
0.7248,1,1,0
0.726,1,1,0
0.7272,1,1,0
0.7284,1,1,0
0.7296,1,1,0
0.7308,1,1,0
0.732,1,1,0
0.7332,1,1,0
0.7344,1,1,0
0.7356,1,1,0
0.7368,1,1,0
0.738,1,1,0
0.7392,1,1,0
0.7404,1,1,0
0.7416,1,1,0
0.7428,1,1,0
0.744,1,1,0
0.7452,1,1,0
0.7464,1,1,0
0.7476,1,1,0
0.7488,1,1,0
0.75,1,1,0
0.7512,1,1,0
0.7524,1,1,0
0.7536,1,1,0
0.7548,1,1,0
0.756,1,1,0
0.7572,1,1,0
0.7584,1,1,0
0.7596,1,1,0
0.7608,1,1,0
0.762,1,1,0
0.7632,1,1,0
0.7644,1,1,0
0.7656,1,1,0
0.7668,1,1,0
0.768,1,1,0
0.7692,1,1,0
0.7704,1,1,0
0.7716,1,1,0
0.7728,1,1,0
0.774,1,1,0
0.7752,1,1,0
0.7764,1,1,0
0.7776,1,1,0
0.7788,1,1,0
0.78,1,1,0
0.7812,1,1,0
0.7824,1,1,0
0.7836,1,1,0
0.7848,1,1,0
0.786,1,1,0
0.7872,1,1,0
0.7884,1,1,0
0.7896,1,1,0
0.7908,1,1,0
0.792,1,1,0
0.7932,1,1,0
0.7944,1,1,0
0.7956,1,1,0
0.7968,1,1,0
0.798,1,1,0
0.7992,1,1,0
0.8004,1,1,0
0.8016,1,1,0
0.8028,1,1,0
0.804,1,1,0
0.8052,1,1,0
0.8064,1,1,0
0.8076,1,1,0
0.8088,1,1,0
0.81,1,1,0
0.8112,1,1,0
0.8124,1,1,0
0.8136,1,1,0
0.8148,1,1,0
0.816,1,1,0
0.8172,1,1,0
0.8184,1,1,0
0.8196,1,1,0
0.8208,1,1,0
0.822,1,1,0
0.8232,1,1,0
0.8244,1,1,0
0.8256,1,1,0
0.8268,1,1,0
0.828,1,1,0
0.8292,1,1,0
0.8304,1,1,0
0.8316,1,1,0
0.8328,1,1,0
0.834,1,1,0
0.8352,1,1,0
0.8364,1,1,0
0.8376,1,1,0
0.8388,1,1,0
0.84,1,1,0
0.8412,1,1,0
0.8424,1,1,0
0.8436,1,1,0
0.8448,1,1,0
0.846,1,1,0
0.8472,1,1,0
0.8484,1,1,0
0.8496,1,1,0
0.8508,1,1,0
0.852,1,1,0
0.8532,1,1,0
0.8544,1,1,0
0.8556,1,1,0
0.8568,1,1,0
0.858,1,1,0
0.8592,1,1,0
0.8604,1,1,0
0.8616,1,1,0
0.8628,1,1,0
0.864,1,1,0
0.8652,1,1,0
0.8664,1,1,0
0.8676,1,1,0
0.8688,1,1,0
0.87,1,1,0
0.8712,1,1,0
0.8724,1,1,0
0.8736,1,1,0
0.8748,1,1,0
0.876,1,1,0
0.8772,1,1,0
0.8784,1,1,0
0.8796,1,1,0
0.8808,1,1,0
0.882,1,1,0
0.8832,1,1,0
0.8844,1,1,0
0.8856,1,1,0
0.8868,1,1,0
0.888,1,1,0
0.8892,1,1,0
0.8904,1,1,0
0.8916,1,1,0
0.8928,1,1,0
0.894,1,1,0
0.8952,1,1,0
0.8964,1,1,0
0.8976,1,1,0
0.8988,1,1,0
0.9,1,1,0
0.9012,1,1,0
0.9024,1,1,0
0.9036,1,1,0
0.9048,1,1,0
0.906,1,1,0
0.9072,1,1,0
0.9084,1,1,0
0.9096,1,1,0
0.9108,1,1,0
0.912,1,1,0
0.9132,1,1,0
0.9144,1,1,0
0.9156,1,1,0
0.9168,1,1,0
0.918,1,1,0
0.9192,1,1,0
0.9204,1,1,0
0.9216,1,1,0
0.9228,1,1,0
0.924,1,1,0
0.9252,1,1,0
0.9264,1,1,0
0.9276,1,1,0
0.9288,1,1,0
0.93,1,1,0
0.9312,1,1,0
0.9324,1,1,0
0.9336,1,1,0
0.9348,1,1,0
0.936,1,1,0
0.9372,1,1,0
0.9384,1,1,0
0.9396,1,1,0
0.9408,1,1,0
0.942,1,1,0
0.9432,1,1,0
0.9444,1,1,0
0.9456,1,1,0
0.9468,1,1,0
0.948,1,1,0
0.9492,1,1,0
0.9504,1,1,0
0.9516,1,1,0
0.9528,1,1,0
0.954,1,1,0
0.9552,1,1,0
0.9564,1,1,0
0.9576,1,1,0
0.9588,1,1,0
0.96,1,1,0
0.9612,1,1,0
0.9624,1,1,0
0.9636,1,1,0
0.9648,1,1,0
0.966,1,1,0
0.9672,1,1,0
0.9684,1,1,0
0.9696,1,1,0
0.9708,1,1,0
0.972,1,1,0
0.9732,1,1,0
0.9744,1,1,0
0.9756,1,1,0
0.9768,1,1,0
0.978,1,1,0
0.9792,1,1,0
0.9804,1,1,0
0.9816,1,1,0
0.9828,1,1,0
0.984,1,1,0
0.9852,1,1,0
0.9864,1,1,0
0.9876,1,1,0
0.9888,1,1,0
0.99,1,1,0
0.9912,1,1,0
0.9924,1,1,0
0.9936,1,1,0
0.9948,1,1,0
0.996,1,1,0
0.9972,1,1,0
0.9984,1,1,0
0.9996,1,1,0
1.0008,1,1,0
1.002,1,1,0
1.0032,1,1,0
1.0044,1,1,0
1.0056,1,1,0
1.0068,1,1,0
1.008,1,1,0
1.0092,1,1,0
1.0104,1,1,0
1.0116,1,1,0
1.0128,1,1,0
1.014,1,1,0
1.0152,1,1,0
1.01594214037459,1,1,0
1.0164,1,1,0
1.0176,1,1,0
1.0188,1,1,0
1.02,1,1,0
1.0212,1,1,0
1.0224,1,1,0
1.0236,1,1,0
1.0248,1,1,0
1.026,1,1,0
1.0272,1,1,0
1.0284,1,1,0
1.0296,1,1,0
1.0308,1,1,0
1.032,1,1,0
1.0332,1,1,0
1.0344,1,1,0
1.0356,1,1,0
1.0368,1,1,0
1.038,1,1,0
1.0392,1,1,0
1.0404,1,1,0
1.0416,1,1,0
1.0428,1,1,0
1.044,1,1,0
1.0452,1,1,0
1.0464,1,1,0
1.0476,1,1,0
1.0488,1,1,0
1.05,1,1,0
1.0512,1,1,0
1.0524,1,1,0
1.0536,1,1,0
1.0548,1,1,0
1.056,1,1,0
1.0572,1,1,0
1.0584,1,1,0
1.0596,1,1,0
1.0608,1,1,0
1.062,1,1,0
1.0632,1,1,0
1.0644,1,1,0
1.0656,1,1,0
1.0668,1,1,0
1.068,1,1,0
1.0692,1,1,0
1.0704,1,1,0
1.0716,1,1,0
1.0728,1,1,0
1.074,1,1,0
1.0752,1,1,0
1.0764,1,1,0
1.0776,1,1,0
1.0788,1,1,0
1.08,1,1,0
1.0812,1,1,0
1.0824,1,1,0
1.0836,1,1,0
1.0848,1,1,0
1.086,1,1,0
1.0872,1,1,0
1.0884,1,1,0
1.0896,1,1,0
1.0908,1,1,0
1.092,1,1,0
1.0932,1,1,0
1.0944,1,1,0
1.0956,1,1,0
1.0968,1,1,0
1.098,1,1,0
1.0992,1,1,0
1.1004,1,1,0
1.1016,1,1,0
1.1028,1,1,0
1.104,1,1,0
1.1052,1,1,0
1.1064,1,1,0
1.1076,1,1,0
1.1088,1,1,0
1.11,1,1,0
1.1112,1,1,0
1.1124,1,1,0
1.1136,1,1,0
1.1148,1,1,0
1.116,1,1,0
1.1172,1,1,0
1.1184,1,1,0
1.1196,1,1,0
1.1208,1,1,0
1.122,1,1,0
1.1232,1,1,0
1.1244,1,1,0
1.1256,1,1,0
1.1268,1,1,0
1.128,1,1,0
1.1292,1,1,0
1.1304,1,1,0
1.1316,1,1,0
1.1328,1,1,0
1.134,1,1,0
1.1352,1,1,0
1.1364,1,1,0
1.1376,1,1,0
1.1388,1,1,0
1.14,1,1,0
1.1412,1,1,0
1.1424,1,1,0
1.1436,1,1,0
1.1448,1,1,0
1.146,1,1,0
1.1472,1,1,0
1.1484,1,1,0
1.1496,1,1,0
1.15,1,1,0
1.15,1,0,0
1.1508,1,0,0
1.152,1,0,0
1.1532,1,0,0
1.1544,1,0,0
1.1556,1,0,0
1.1568,1,0,0
1.158,1,0,0
1.1592,1,0,0
1.1604,1,0,0
1.1616,1,0,0
1.1628,1,0,0
1.164,1,0,0
1.1652,1,0,0
1.1664,1,0,0
1.1676,1,0,0
1.1688,1,0,0
1.17,1,0,0
1.1712,1,0,0
1.1724,1,0,0
1.1736,1,0,0
1.1748,1,0,0
1.176,1,0,0
1.1772,1,0,0
1.1784,1,0,0
1.1796,1,0,0
1.1808,1,0,0
1.182,1,0,0
1.1832,1,0,0
1.1844,1,0,0
1.1856,1,0,0
1.1868,1,0,0
1.188,1,0,0
1.1892,1,0,0
1.1904,1,0,0
1.1916,1,0,0
1.1928,1,0,0
1.194,1,0,0
1.1952,1,0,0
1.1964,1,0,0
1.1976,1,0,0
1.1988,1,0,0
1.2,1,0,0
1.2012,1,0,0
1.2024,1,0,0
1.2036,1,0,0
1.2048,1,0,0
1.206,1,0,0
1.2072,1,0,0
1.2084,1,0,0
1.2096,1,0,0
1.2108,1,0,0
1.212,1,0,0
1.2132,1,0,0
1.2144,1,0,0
1.2156,1,0,0
1.2168,1,0,0
1.218,1,0,0
1.2192,1,0,0
1.2204,1,0,0
1.2216,1,0,0
1.2228,1,0,0
1.224,1,0,0
1.2252,1,0,0
1.2264,1,0,0
1.2276,1,0,0
1.2288,1,0,0
1.23,1,0,0
1.2312,1,0,0
1.2324,1,0,0
1.2336,1,0,0
1.2348,1,0,0
1.236,1,0,0
1.2372,1,0,0
1.2384,1,0,0
1.2396,1,0,0
1.2408,1,0,0
1.242,1,0,0
1.2432,1,0,0
1.2444,1,0,0
1.2456,1,0,0
1.2468,1,0,0
1.248,1,0,0
1.2492,1,0,0
1.25,1,0,0
1.25,0,0,1
1.2504,0,0,1
1.2516,0,0,1
1.2528,0,0,1
1.254,0,0,1
1.2552,0,0,1
1.2564,0,0,1
1.2576,0,0,1
1.2588,0,0,1
1.26,0,0,1
1.2612,0,0,1
1.2624,0,0,1
1.2636,0,0,1
1.2648,0,0,1
1.266,0,0,1
1.2672,0,0,1
1.2684,0,0,1
1.2696,0,0,1
1.2708,0,0,1
1.272,0,0,1
1.2732,0,0,1
1.2744,0,0,1
1.2756,0,0,1
1.2768,0,0,1
1.278,0,0,1
1.2792,0,0,1
1.2804,0,0,1
1.2816,0,0,1
1.2828,0,0,1
1.284,0,0,1
1.2852,0,0,1
1.2864,0,0,1
1.2876,0,0,1
1.2888,0,0,1
1.29,0,0,1
1.2912,0,0,1
1.2924,0,0,1
1.2936,0,0,1
1.2948,0,0,1
1.296,0,0,1
1.2972,0,0,1
1.2984,0,0,1
1.2996,0,0,1
1.3008,0,0,1
1.302,0,0,1
1.3032,0,0,1
1.3044,0,0,1
1.3056,0,0,1
1.3068,0,0,1
1.308,0,0,1
1.3092,0,0,1
1.3104,0,0,1
1.3116,0,0,1
1.3128,0,0,1
1.314,0,0,1
1.3152,0,0,1
1.3164,0,0,1
1.3176,0,0,1
1.3188,0,0,1
1.32,0,0,1
1.3212,0,0,1
1.3224,0,0,1
1.3236,0,0,1
1.3248,0,0,1
1.326,0,0,1
1.3272,0,0,1
1.3284,0,0,1
1.3296,0,0,1
1.3308,0,0,1
1.332,0,0,1
1.3332,0,0,1
1.3344,0,0,1
1.3356,0,0,1
1.3368,0,0,1
1.338,0,0,1
1.3392,0,0,1
1.3404,0,0,1
1.3416,0,0,1
1.3428,0,0,1
1.344,0,0,1
1.3452,0,0,1
1.3464,0,0,1
1.3476,0,0,1
1.3488,0,0,1
1.35,0,0,1
1.35,0,0,1
1.3512,0,0,1
1.3524,0,0,1
1.3536,0,0,1
1.3548,0,0,1
1.356,0,0,1
1.3572,0,0,1
1.3584,0,0,1
1.3596,0,0,1
1.3608,0,0,1
1.362,0,0,1
1.3632,0,0,1
1.3644,0,0,1
1.3656,0,0,1
1.3668,0,0,1
1.368,0,0,1
1.3692,0,0,1
1.3704,0,0,1
1.3716,0,0,1
1.3728,0,0,1
1.374,0,0,1
1.3752,0,0,1
1.3764,0,0,1
1.3776,0,0,1
1.3788,0,0,1
1.38,0,0,1
1.3812,0,0,1
1.3824,0,0,1
1.3836,0,0,1
1.3848,0,0,1
1.386,0,0,1
1.3872,0,0,1
1.3884,0,0,1
1.3896,0,0,1
1.3908,0,0,1
1.392,0,0,1
1.3932,0,0,1
1.3944,0,0,1
1.3956,0,0,1
1.3968,0,0,1
1.398,0,0,1
1.3992,0,0,1
1.4004,0,0,1
1.4016,0,0,1
1.4028,0,0,1
1.404,0,0,1
1.4052,0,0,1
1.4064,0,0,1
1.4076,0,0,1
1.4088,0,0,1
1.41,0,0,1
1.4112,0,0,1
1.4124,0,0,1
1.4136,0,0,1
1.4148,0,0,1
1.416,0,0,1
1.4172,0,0,1
1.4184,0,0,1
1.4196,0,0,1
1.4208,0,0,1
1.422,0,0,1
1.4232,0,0,1
1.4244,0,0,1
1.4256,0,0,1
1.4268,0,0,1
1.428,0,0,1
1.4292,0,0,1
1.4304,0,0,1
1.4316,0,0,1
1.4328,0,0,1
1.434,0,0,1
1.4352,0,0,1
1.4364,0,0,1
1.4376,0,0,1
1.4388,0,0,1
1.44,0,0,1
1.4412,0,0,1
1.4424,0,0,1
1.4436,0,0,1
1.4448,0,0,1
1.446,0,0,1
1.4472,0,0,1
1.4484,0,0,1
1.4496,0,0,1
1.4508,0,0,1
1.452,0,0,1
1.4532,0,0,1
1.4544,0,0,1
1.4556,0,0,1
1.4568,0,0,1
1.458,0,0,1
1.4592,0,0,1
1.4604,0,0,1
1.4616,0,0,1
1.4628,0,0,1
1.464,0,0,1
1.4652,0,0,1
1.4664,0,0,1
1.4676,0,0,1
1.4688,0,0,1
1.47,0,0,1
1.4712,0,0,1
1.4724,0,0,1
1.4736,0,0,1
1.4748,0,0,1
1.476,0,0,1
1.4772,0,0,1
1.4784,0,0,1
1.4796,0,0,1
1.4808,0,0,1
1.482,0,0,1
1.4832,0,0,1
1.48405785962541,0,0,1
1.48405785962541,1,1,1
1.4844,1,1,1
1.4856,1,1,1
1.4868,1,1,1
1.488,1,1,1
1.4892,1,1,1
1.4904,1,1,1
1.4916,1,1,1
1.4928,1,1,1
1.494,1,1,1
1.4952,1,1,1
1.4964,1,1,1
1.4976,1,1,1
1.4988,1,1,1
1.5,1,1,1
1.5012,1,1,1
1.5024,1,1,1
1.5036,1,1,1
1.5048,1,1,1
1.506,1,1,1
1.5072,1,1,1
1.5084,1,1,1
1.5096,1,1,1
1.5108,1,1,1
1.512,1,1,1
1.5132,1,1,1
1.5144,1,1,1
1.5156,1,1,1
1.5168,1,1,1
1.518,1,1,1
1.5192,1,1,1
1.5204,1,1,1
1.5216,1,1,1
1.5228,1,1,1
1.524,1,1,1
1.5252,1,1,1
1.5264,1,1,1
1.5276,1,1,1
