"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaQS.phi","loadInertia.phi","loadInertia.w","loadInertiaQS.w","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.zeroInductor.i0","imcQS.rotorCage.port_p.reference.gamma","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.00085000001,-5.2710529e-09,-0.78539819,4.0317399e-18,6.563167e-15,3.4823617e-13,5.245148e-07,5.3318857e-20,1.8378317,2.5987529e-08,-1.4165508e-07
0.00089999998,-5.8893539e-09,-0.78539819,4.8380863e-18,7.6578385e-15,3.6872065e-13,5.2347332e-07,9.6114032e-20,1.8535397,2.742987e-08,-1.5003555e-07
0.00095000002,-6.5076549e-09,-0.78539819,5.6444323e-18,8.7525092e-15,3.8920513e-13,5.2243178e-07,1.389092e-19,1.8692477,2.887221e-08,-1.5841601e-07
0.001,-7.1259554e-09,-0.78539819,6.4507783e-18,9.8471807e-15,4.0968959e-13,5.2139023e-07,1.8170437e-19,1.8849556,3.0314549e-08,-1.6679648e-07
0.00105,-7.7442568e-09,-0.78539819,7.2571243e-18,1.0941852e-14,4.3017407e-13,5.2034869e-07,2.2449953e-19,1.9006636,3.175689e-08,-1.7517695e-07
0.0011,-8.3625578e-09,-0.78539819,8.0634708e-18,1.2036523e-14,4.5065855e-13,5.1930715e-07,2.672947e-19,1.9163715,3.3199232e-08,-1.8355742e-07
0.00115,-8.9808578e-09,-0.78539819,8.8698172e-18,1.3131194e-14,4.7114304e-13,5.1826561e-07,3.100899e-19,1.9320794,3.4641573e-08,-1.9193789e-07
0.0012000001,-9.5991588e-09,-0.78539819,9.6761628e-18,1.4225866e-14,4.9162746e-13,5.1722412e-07,3.5288507e-19,1.9477874,3.6083915e-08,-2.0031835e-07
0.00125,-1.021746e-08,-0.78539819,1.0482509e-17,1.5320537e-14,5.1211195e-13,5.1618258e-07,3.9568024e-19,1.9634954,3.7526256e-08,-2.0869882e-07
0.0013,-1.0971226e-08,-0.78539819,1.2701199e-17,1.7224481e-14,5.3259643e-13,5.144712e-07,4.2164976e-19,1.9792033,3.8871999e-08,-2.1691619e-07
0.00135,-1.2103911e-08,-0.78539819,1.8870465e-17,2.1392108e-14,5.5308091e-13,5.1088631e-07,4.0055495e-19,1.9949113,3.9947547e-08,-2.2467738e-07
0.0014,-1.3236595e-08,-0.78539819,2.503973e-17,2.5559736e-14,5.7356539e-13,5.0730137e-07,3.7946014e-19,2.0106194,4.1023092e-08,-2.3243857e-07
0.00145,-1.436928e-08,-0.78539819,3.1208995e-17,2.9727363e-14,5.9404987e-13,5.0371642e-07,3.5836535e-19,2.0263274,4.2098641e-08,-2.4019977e-07
0.0015,-1.5501964e-08,-0.78539819,3.737826e-17,3.3894989e-14,6.1453436e-13,5.0013148e-07,3.3727054e-19,2.0420353,4.3174186e-08,-2.4796094e-07
0.00155,-1.6634649e-08,-0.78539819,4.3547526e-17,3.8062618e-14,6.3501884e-13,4.9654659e-07,3.1617573e-19,2.0577431,4.4249735e-08,-2.5572214e-07
0.0016,-1.7767334e-08,-0.78539819,4.9716794e-17,4.2230244e-14,6.5550332e-13,4.9296165e-07,2.9508094e-19,2.073451,4.5325283e-08,-2.6348332e-07
0.00165,-1.8900019e-08,-0.78539819,5.5886056e-17,4.639787e-14,6.759878e-13,4.893767e-07,2.7398613e-19,2.089159,4.6400828e-08,-2.7124452e-07
0.0017,-2.0032704e-08,-0.78539819,6.2055321e-17,5.0565499e-14,6.9647229e-13,4.8579176e-07,2.5289132e-19,2.104867,4.7476377e-08,-2.7900569e-07
0.0017500001,-2.1165388e-08,-0.78539819,6.8224586e-17,5.4733124e-14,7.1695677e-13,4.8220687e-07,2.3179653e-19,2.120575,4.8551925e-08,-2.8676689e-07
0.0018,-2.2298073e-08,-0.78539819,7.4393858e-17,5.8900753e-14,7.3744125e-13,4.7862193e-07,2.1070172e-19,2.1362829,4.962747e-08,-2.9452806e-07
0.00185,-2.3430758e-08,-0.78539819,8.0563123e-17,6.3068379e-14,7.5792573e-13,4.7503701e-07,1.8960692e-19,2.1519909,5.0703019e-08,-3.0228927e-07
0.0019,-2.4563443e-08,-0.78539819,8.6732389e-17,6.7236005e-14,7.7841021e-13,4.7145207e-07,1.6851211e-19,2.1676989,5.1778567e-08,-3.1005044e-07
0.0019499999,-2.5696128e-08,-0.78539819,9.2901654e-17,7.1403631e-14,7.988947e-13,4.6786715e-07,1.4741731e-19,2.1834068,5.2854112e-08,-3.1781164e-07
0.0020000001,-2.6828813e-08,-0.78539819,9.9070919e-17,7.5571263e-14,8.1937918e-13,4.6428221e-07,1.2632251e-19,2.1991148,5.3929661e-08,-3.2557281e-07
0.00205,-2.7961496e-08,-0.78539819,1.0524018e-16,7.9738889e-14,8.3986361e-13,4.6069729e-07,1.0522771e-19,2.2148228,5.5005206e-08,-3.3333401e-07
0.0020999999,-2.9094181e-08,-0.78539819,1.1140945e-16,8.3906515e-14,8.6034809e-13,4.5711235e-07,8.4132902e-20,2.2305307,5.6080754e-08,-3.4109519e-07
0.0021500001,-3.0226868e-08,-0.78539819,1.1757871e-16,8.807414e-14,8.8083257e-13,4.5352743e-07,6.3038097e-20,2.2462387,5.7156303e-08,-3.4885639e-07
0.0022,-3.1359551e-08,-0.78539819,1.2374798e-16,9.2241766e-14,9.0131705e-13,4.4994249e-07,4.1943295e-20,2.2619467,5.8231848e-08,-3.5661759e-07
0.0022499999,-3.2492235e-08,-0.78539819,1.2991725e-16,9.6409392e-14,9.2180159e-13,4.4635757e-07,2.0848493e-20,2.2776546,5.9307396e-08,-3.6437876e-07
0.0023000001,-3.3624922e-08,-0.78539819,1.3608651e-16,1.0057702e-13,9.4228607e-13,4.4277263e-07,-2.4630989e-22,2.2933626,6.0382945e-08,-3.7213997e-07
0.00235,-3.4757605e-08,-0.78539819,1.4225578e-16,1.0474465e-13,9.6277055e-13,4.3918772e-07,-2.1341113e-20,2.3090706,6.1458493e-08,-3.7990114e-07
0.0024000001,-3.5890292e-08,-0.78539819,1.4842504e-16,1.0891228e-13,9.8325504e-13,4.3560277e-07,-4.2435916e-20,2.3247786,6.2534035e-08,-3.8766234e-07
0.00245,-3.7022975e-08,-0.78539819,1.5459431e-16,1.130799e-13,1.0037395e-12,4.3201786e-07,-6.3530722e-20,2.3404865,6.3609583e-08,-3.9542351e-07
0.0024999999,-3.8155658e-08,-0.78539819,1.6076357e-16,1.1724753e-13,1.024224e-12,4.2843291e-07,-8.462552e-20,2.3561945,6.4685132e-08,-4.0318471e-07
0.0025500001,-3.9288345e-08,-0.78539819,1.6693284e-16,1.2141515e-13,1.0447085e-12,4.24848e-07,-1.0572033e-19,2.3719025,6.576068e-08,-4.1094589e-07
0.0026,-4.0594323e-08,-0.78539819,1.7972581e-16,1.2853272e-13,1.0651929e-12,4.1980206e-07,-1.2093104e-19,2.3876104,6.6551756e-08,-4.1763215e-07
0.0026499999,-4.2055671e-08,-0.78539819,1.9845729e-16,1.3829506e-13,1.0856773e-12,4.1344629e-07,-1.3086636e-19,2.4033184,6.708779e-08,-4.2335463e-07
0.0027000001,-4.3517019e-08,-0.78539819,2.1718878e-16,1.480574e-13,1.1061618e-12,4.0709051e-07,-1.4080166e-19,2.4190264,6.7623823e-08,-4.2907715e-07
0.00275,-4.4978368e-08,-0.78539819,2.3592028e-16,1.5781975e-13,1.1266463e-12,4.0073473e-07,-1.5073698e-19,2.4347343,6.8159849e-08,-4.3479966e-07
0.0027999999,-4.6439716e-08,-0.78539819,2.5465175e-16,1.6758208e-13,1.1471308e-12,3.9437896e-07,-1.6067229e-19,2.4504423,6.8695883e-08,-4.4052217e-07
0.00285,-4.7901064e-08,-0.78539819,2.7338325e-16,1.7734443e-13,1.1676153e-12,3.8802318e-07,-1.7060759e-19,2.4661503,6.9231916e-08,-4.4624468e-07
0.0029,-4.9362413e-08,-0.78539819,2.9211472e-16,1.8710676e-13,1.1880997e-12,3.8166741e-07,-1.8054291e-19,2.4818583,6.976795e-08,-4.519672e-07
0.0029500001,-5.0823761e-08,-0.78539819,3.1084622e-16,1.9686911e-13,1.2085842e-12,3.7531163e-07,-1.9047821e-19,2.4975662,7.0303983e-08,-4.5768968e-07
0.003,-5.228511e-08,-0.78539819,3.2957769e-16,2.0663145e-13,1.2290687e-12,3.6895585e-07,-2.0041353e-19,2.5132742,7.0840009e-08,-4.6341219e-07
0.0030499999,-5.3746458e-08,-0.78539819,3.4830919e-16,2.1639378e-13,1.2495532e-12,3.6260008e-07,-2.1034884e-19,2.5289822,7.1376043e-08,-4.691347e-07
0.0031000001,-5.5207806e-08,-0.78539819,3.6704066e-16,2.2615613e-13,1.2700377e-12,3.562443e-07,-2.2028414e-19,2.5446901,7.1912076e-08,-4.7485722e-07
0.00315,-5.6669155e-08,-0.78539819,3.8577216e-16,2.3591846e-13,1.2905222e-12,3.498885e-07,-2.3021946e-19,2.5603981,7.244811e-08,-4.8057973e-07
0.0031999999,-5.8130503e-08,-0.78539819,4.0450365e-16,2.4568081e-13,1.3110066e-12,3.4353272e-07,-2.4015478e-19,2.5761061,7.2984136e-08,-4.8630221e-07
0.0032500001,-5.9591851e-08,-0.78539819,4.2323513e-16,2.5544315e-13,1.3314911e-12,3.3717694e-07,-2.5009007e-19,2.591814,7.352017e-08,-4.9202475e-07
0.0033,-6.10532e-08,-0.78539819,4.4196662e-16,2.652055e-13,1.3519756e-12,3.3082117e-07,-2.6002539e-19,2.607522,7.4056203e-08,-4.9774724e-07
0.0033499999,-6.2514552e-08,-0.78539819,4.606981e-16,2.7496785e-13,1.3724601e-12,3.2446539e-07,-2.6996071e-19,2.62323,7.4592236e-08,-5.0346972e-07
0.0034,-6.3975897e-08,-0.78539819,4.7942959e-16,2.8473017e-13,1.3929446e-12,3.1810961e-07,-2.79896e-19,2.6389377,7.512827e-08,-5.0919226e-07
0.00345,-6.5437241e-08,-0.78539819,4.9816109e-16,2.9449251e-13,1.4134291e-12,3.1175384e-07,-2.8983132e-19,2.6546457,7.5664296e-08,-5.1491475e-07
0.0035000001,-6.6898593e-08,-0.78539819,5.1689254e-16,3.0425486e-13,1.4339135e-12,3.0539806e-07,-2.9976664e-19,2.6703537,7.620033e-08,-5.2063729e-07
0.00355,-6.8359938e-08,-0.78539819,5.3562404e-16,3.140172e-13,1.454398e-12,2.9904228e-07,-3.0970193e-19,2.6860616,7.6736363e-08,-5.2635977e-07
0.0035999999,-6.982129e-08,-0.78539819,5.5435554e-16,3.2377955e-13,1.4748825e-12,2.9268651e-07,-3.1963725e-19,2.7017696,7.7272396e-08,-5.3208225e-07
0.0036500001,-7.1282635e-08,-0.78539819,5.7308703e-16,3.335419e-13,1.495367e-12,2.8633073e-07,-3.2957256e-19,2.7174776,7.780843e-08,-5.3780479e-07
0.0037,-7.2743987e-08,-0.78539819,5.9181853e-16,3.4330422e-13,1.5158515e-12,2.7997496e-07,-3.3950788e-19,2.7331855,7.8344456e-08,-5.4352728e-07
0.0037499999,-7.4205332e-08,-0.78539819,6.1054998e-16,3.5306656e-13,1.5363359e-12,2.7361918e-07,-3.4944317e-19,2.7488935,7.888049e-08,-5.4924982e-07
0.0038000001,-7.5666684e-08,-0.78539819,6.2928148e-16,3.6282891e-13,1.5568204e-12,2.6726337e-07,-3.5937849e-19,2.7646015,7.9416523e-08,-5.549723e-07
0.00385,-7.7128028e-08,-0.78539819,6.4801297e-16,3.7259125e-13,1.5773049e-12,2.609076e-07,-3.6931381e-19,2.7803094,7.9952557e-08,-5.6069484e-07
0.0038999999,-7.866057e-08,-0.78539819,6.84006e-16,3.8804401e-13,1.5977894e-12,2.5317075e-07,-3.8854439e-19,2.7960174,7.9993882e-08,-5.6407208e-07
0.0039499998,-8.021189e-08,-0.78539819,7.2455474e-16,4.049986e-13,1.6182739e-12,2.450694e-07,-4.1022818e-19,2.8117254,7.9904652e-08,-5.6683035e-07
0.0040000002,-8.1763211e-08,-0.78539819,7.6510342e-16,4.2195316e-13,1.6387584e-12,2.3696805e-07,-4.3191199e-19,2.8274333,7.9815422e-08,-5.6958862e-07
0.0040500001,-8.3314532e-08,-0.78539819,8.0565211e-16,4.3890775e-13,1.6592428e-12,2.288667e-07,-4.5359576e-19,2.8431413,7.9726185e-08,-5.7234689e-07
0.0041,-8.486586e-08,-0.78539819,8.4620084e-16,4.5586234e-13,1.6797273e-12,2.2076534e-07,-4.7527958e-19,2.8588493,7.9636955e-08,-5.7510522e-07
0.0041499999,-8.6417181e-08,-0.78539819,8.8674953e-16,4.7281688e-13,1.7002118e-12,2.1266399e-07,-4.9696339e-19,2.8745573,7.9547725e-08,-5.7786349e-07
0.0041999999,-8.7968502e-08,-0.78539819,9.2729821e-16,4.8977147e-13,1.7206963e-12,2.0456264e-07,-5.1864716e-19,2.8902652,7.9458495e-08,-5.8062176e-07
0.0042500002,-8.951983e-08,-0.78539819,9.6784695e-16,5.0672606e-13,1.7411808e-12,1.9646129e-07,-5.4033097e-19,2.9059732,7.9369258e-08,-5.8338003e-07
0.0043000001,-9.1071151e-08,-0.78539819,1.0083957e-15,5.2368065e-13,1.7616652e-12,1.8835993e-07,-5.6201474e-19,2.9216812,7.9280028e-08,-5.8613836e-07
0.0043500001,-9.2622471e-08,-0.78539819,1.0489443e-15,5.4063519e-13,1.7821497e-12,1.8025857e-07,-5.8369855e-19,2.9373891,7.9190798e-08,-5.8889663e-07
0.0044,-9.4173799e-08,-0.78539819,1.0894931e-15,5.5758978e-13,1.8026342e-12,1.7215721e-07,-6.0538237e-19,2.9530971,7.9101561e-08,-5.916549e-07
0.0044499999,-9.572512e-08,-0.78539819,1.1300418e-15,5.7454437e-13,1.8231187e-12,1.6405586e-07,-6.2706613e-19,2.9688051,7.9012331e-08,-5.9441317e-07
0.0044999998,-9.7276441e-08,-0.78539819,1.1705905e-15,5.9149896e-13,1.8436032e-12,1.5595451e-07,-6.4874995e-19,2.984513,7.8923101e-08,-5.9717149e-07
0.0045500002,-9.8827769e-08,-0.78539819,1.2111392e-15,6.084535e-13,1.8640877e-12,1.4785316e-07,-6.7043376e-19,3.000221,7.8833871e-08,-5.9992976e-07
0.0046000001,-1.0037909e-07,-0.78539819,1.2516879e-15,6.2540809e-13,1.8845721e-12,1.397518e-07,-6.9211753e-19,3.015929,7.8744634e-08,-6.0268803e-07
0.00465,-1.0193041e-07,-0.78539819,1.2922366e-15,6.4236268e-13,1.9050566e-12,1.3165045e-07,-7.1380134e-19,3.031637,7.8655404e-08,-6.054463e-07
0.0046999999,-1.0348173e-07,-0.78539819,1.3327853e-15,6.5931727e-13,1.9255411e-12,1.235491e-07,-7.3548511e-19,3.0473449,7.8566174e-08,-6.0820463e-07
0.0047499998,-1.0503306e-07,-0.78539819,1.373334e-15,6.7627181e-13,1.9460256e-12,1.1544775e-07,-7.5716892e-19,3.0630529,7.8476937e-08,-6.109629e-07
0.0048000002,-1.0658438e-07,-0.78539819,1.4138827e-15,6.932264e-13,1.9665101e-12,1.0734639e-07,-7.7885274e-19,3.0787609,7.8387707e-08,-6.1372117e-07
0.0048500001,-1.081357e-07,-0.78539819,1.4544314e-15,7.1018099e-13,1.9869946e-12,9.9245042e-08,-8.005365e-19,3.0944688,7.8298477e-08,-6.1647944e-07
0.0049000001,-1.0968703e-07,-0.78539819,1.4949801e-15,7.2713558e-13,2.007479e-12,9.114369e-08,-8.2222032e-19,3.1101768,7.820924e-08,-6.1923777e-07
0.00495,-1.1123835e-07,-0.78539819,1.5355289e-15,7.4409012e-13,2.0279635e-12,8.3042337e-08,-8.4390408e-19,3.1258848,7.812001e-08,-6.2199604e-07
0.0049999999,-1.1278967e-07,-0.78539819,1.5760776e-15,7.6104471e-13,2.048448e-12,7.4940985e-08,-8.655879e-19,3.1415927,7.803078e-08,-6.2475431e-07
0.0050499998,-1.14341e-07,-0.78539819,1.6166262e-15,7.779993e-13,2.0689325e-12,6.6839632e-08,-8.8727167e-19,3.1573007,7.794155e-08,-6.2751258e-07
0.0051000002,-1.1589232e-07,-0.78539819,1.657175e-15,7.9495389e-13,2.089417e-12,5.873828e-08,-9.0895548e-19,3.1730087,7.7852313e-08,-6.3027085e-07
0.0051500001,-1.1743677e-07,-0.78539819,1.6985786e-15,8.1210364e-13,2.1099014e-12,5.0640381e-08,2.9367364e-17,3.1887167,7.7751274e-08,-6.3293567e-07
0.0052,-1.188583e-07,-0.78539819,1.7552757e-15,8.3274522e-13,2.1303859e-12,4.2604299e-08,6.0163363e-16,3.2044246,7.7439005e-08,-6.3392821e-07
0.0052499999,-1.2027014e-07,-0.78539819,1.8131759e-15,8.5366154e-13,2.1508704e-12,3.4573077e-08,1.2165342e-15,3.2201324,7.7110123e-08,-6.3478916e-07
0.0052999998,-1.2167233e-07,-0.78539819,1.8722789e-15,8.7485249e-13,2.1713549e-12,2.6546717e-08,1.8740693e-15,3.2358403,7.6764621e-08,-6.3551863e-07
0.0053500002,-1.2306485e-07,-0.78539819,1.9325851e-15,8.9631812e-13,2.1918394e-12,1.8525219e-08,2.5742388e-15,3.2515483,7.64025e-08,-6.3611651e-07
0.0054000001,-1.2444769e-07,-0.78539819,1.9940943e-15,9.1805838e-13,2.2123239e-12,1.0508584e-08,3.3170426e-15,3.2672563,7.6023767e-08,-6.3658285e-07
0.0054500001,-1.2582088e-07,-0.78539819,2.0568067e-15,9.4007343e-13,2.2328083e-12,2.4968123e-09,4.1024808e-15,3.2829642,7.5628421e-08,-6.369176e-07
0.0055,-1.2718438e-07,-0.78539819,2.1207219e-15,9.6236311e-13,2.2532928e-12,-5.5100977e-09,4.9305538e-15,3.2986722,7.5216455e-08,-6.3712088e-07
0.0055499999,-1.2853822e-07,-0.78539819,2.1858401e-15,9.8492742e-13,2.2737773e-12,-1.3512145e-08,5.8012609e-15,3.3143802,7.478787e-08,-6.3719256e-07
0.0055999998,-1.2988238e-07,-0.78539819,2.2521615e-15,1.0077665e-12,2.2942618e-12,-2.1509331e-08,6.7146021e-15,3.3300881,7.434268e-08,-6.371327e-07
0.0056500002,-1.3121688e-07,-0.78539819,2.3196857e-15,1.0308801e-12,2.3147463e-12,-2.9501653e-08,7.6705779e-15,3.3457961,7.3880862e-08,-6.3694131e-07
0.0057000001,-1.3254171e-07,-0.78539819,2.3884131e-15,1.0542684e-12,2.3352308e-12,-3.7489112e-08,8.6691882e-15,3.3615041,7.3402433e-08,-6.3661838e-07
0.00575,-1.3385687e-07,-0.78539819,2.4583435e-15,1.0779315e-12,2.3557152e-12,-4.5471712e-08,9.7104331e-15,3.377212,7.290739e-08,-6.3616392e-07
0.0057999999,-1.3516235e-07,-0.78539819,2.5294769e-15,1.1018692e-12,2.3761997e-12,-5.3449448e-08,1.0794312e-14,3.39292,7.2395729e-08,-6.3557786e-07
0.0058499998,-1.3645817e-07,-0.78539819,2.6018133e-15,1.1260816e-12,2.3966842e-12,-6.142232e-08,1.1920826e-14,3.408628,7.1867454e-08,-6.3486033e-07
0.0059000002,-1.3774432e-07,-0.78539819,2.6753529e-15,1.1505687e-12,2.4171687e-12,-6.9390332e-08,1.3089973e-14,3.424336,7.132256e-08,-6.340112e-07
0.0059500001,-1.390208e-07,-0.78539819,2.7500953e-15,1.1753304e-12,2.4376532e-12,-7.7353477e-08,1.4301757e-14,3.4400439,7.0761054e-08,-6.3303054e-07
0.0060000001,-1.4028761e-07,-0.78539819,2.8260409e-15,1.2003668e-12,2.4581376e-12,-8.5311768e-08,1.5556172e-14,3.4557519,7.0182928e-08,-6.3191828e-07
0.00605,-1.4154475e-07,-0.78539819,2.9031893e-15,1.225678e-12,2.4786221e-12,-9.3265193e-08,1.6853223e-14,3.4714599,6.9588189e-08,-6.3067455e-07
0.0060999999,-1.4279222e-07,-0.78539819,2.9815409e-15,1.2512637e-12,2.4991066e-12,-1.0121375e-07,1.8192909e-14,3.4871678,6.8976838e-08,-6.2929922e-07
0.0061499998,-1.4403003e-07,-0.78539819,3.0610955e-15,1.2771242e-12,2.5195911e-12,-1.0915745e-07,1.957523e-14,3.5028758,6.8348861e-08,-6.2779242e-07
0.0062000002,-1.4525816e-07,-0.78539819,3.1418531e-15,1.3032594e-12,2.5400756e-12,-1.1709628e-07,2.1000183e-14,3.5185838,6.7704278e-08,-6.2615402e-07
0.0062500001,-1.4647661e-07,-0.78539819,3.2238137e-15,1.3296691e-12,2.5605601e-12,-1.2503025e-07,2.2467773e-14,3.5342917,6.7043075e-08,-6.2438403e-07
0.0063,-1.476854e-07,-0.78539819,3.3069776e-15,1.3563536e-12,2.5810445e-12,-1.3295937e-07,2.3977995e-14,3.5499997,6.6365253e-08,-6.2248256e-07
0.0063499999,-1.4888452e-07,-0.78539819,3.3913442e-15,1.3833128e-12,2.601529e-12,-1.4088361e-07,2.5530852e-14,3.5657077,6.5670818e-08,-6.2044955e-07
0.0063999998,-1.5007397e-07,-0.78539819,3.476914e-15,1.4105467e-12,2.6220135e-12,-1.4880301e-07,2.7126345e-14,3.5814157,6.4959771e-08,-6.1828496e-07
0.0064500002,-1.5125376e-07,-0.78539819,3.5636866e-15,1.4380552e-12,2.642498e-12,-1.5671753e-07,2.876447e-14,3.5971236,6.4232104e-08,-6.1598882e-07
0.0065000001,-1.5242387e-07,-0.78539819,3.6516624e-15,1.4658384e-12,2.6629825e-12,-1.646272e-07,3.044523e-14,3.6128316,6.3487818e-08,-6.1356116e-07
0.00655,-1.5358431e-07,-0.78539819,3.7408414e-15,1.4938963e-12,2.6834669e-12,-1.72532e-07,3.2168627e-14,3.6285396,6.2726919e-08,-6.1100195e-07
0.0066,-1.5473509e-07,-0.78539819,3.8312232e-15,1.5222287e-12,2.7039514e-12,-1.8043193e-07,3.3934657e-14,3.6442475,6.1949407e-08,-6.0831115e-07
0.0066499999,-1.5587619e-07,-0.78539819,3.9228078e-15,1.550836e-12,2.7244359e-12,-1.8832701e-07,3.574332e-14,3.6599555,6.1155276e-08,-6.0548888e-07
0.0066999998,-1.5700762e-07,-0.78539819,4.015596e-15,1.5797179e-12,2.7449204e-12,-1.9621721e-07,3.7594619e-14,3.6756635,6.0344526e-08,-6.0253501e-07
0.0067500002,-1.5812938e-07,-0.78539819,4.1095866e-15,1.6088745e-12,2.7654049e-12,-2.0410256e-07,3.9488551e-14,3.6913714,5.9517166e-08,-5.9944961e-07
0.0068000001,-1.5924148e-07,-0.78539819,4.2047808e-15,1.6383057e-12,2.7858896e-12,-2.1198306e-07,4.1425119e-14,3.7070794,5.8673191e-08,-5.9623267e-07
0.00685,-1.603439e-07,-0.78539819,4.3011778e-15,1.6680116e-12,2.8063741e-12,-2.1985868e-07,4.340432e-14,3.7227874,5.7812596e-08,-5.9288413e-07
0.0068999999,-1.6143666e-07,-0.78539819,4.3987776e-15,1.6979922e-12,2.8268585e-12,-2.2772944e-07,4.5426157e-14,3.7384953,5.6935384e-08,-5.8940412e-07
0.0069499998,-1.6251974e-07,-0.78539819,4.4975806e-15,1.7282475e-12,2.847343e-12,-2.3559535e-07,4.7490627e-14,3.7542033,5.6041561e-08,-5.8579252e-07
0.0070000002,-1.6359316e-07,-0.78539819,4.5975868e-15,1.7587775e-12,2.8678275e-12,-2.4345638e-07,4.9597733e-14,3.7699113,5.5131117e-08,-5.8204938e-07
0.0070500001,-1.646569e-07,-0.78539819,4.6987958e-15,1.7895822e-12,2.888312e-12,-2.5131257e-07,5.1747472e-14,3.7856193,5.4204062e-08,-5.7817471e-07
0.0071,-1.6571097e-07,-0.78539819,4.8012081e-15,1.8206615e-12,2.9087965e-12,-2.5916387e-07,5.3939844e-14,3.8013272,5.3260386e-08,-5.741685e-07
0.00715,-1.6675538e-07,-0.78539819,4.9048231e-15,1.8520155e-12,2.9292809e-12,-2.6701034e-07,5.6174852e-14,3.817035,5.2300098e-08,-5.7003069e-07
0.0071999999,-1.6779012e-07,-0.78539819,5.0096413e-15,1.8836441e-12,2.9497654e-12,-2.7485191e-07,5.8452497e-14,3.8327429,5.1323195e-08,-5.6576141e-07
