"time","inductor.i","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulse2.twoPulse.timerNegative[1].entryTime","pulse2.twoPulse.timerPositive[1].entryTime","rectifier.thyristor_n1.off","rectifier.thyristor_n2.off","rectifier.thyristor_p1.off","rectifier.thyristor_p2.off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,1,1,1,1,0
2.04627344080593e-15,0,0,0,0,0,0,0,0,1,1,1,1,0
2.04627344080593e-15,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0001,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0002,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0003,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0004,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0005,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0006,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0007,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0008,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0009,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.001,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0011,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0012,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0013,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0014,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0015,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.0016,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.00166666666667127,0,0,0,0,0,0,0,2.04627344080593e-15,1,1,1,1,0
0.00166666666667127,0,0,0,0,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0017,0.00261532031083169,4.34684786494742e-08,0.00261618968040468,0.205339403511458,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0018,0.0107298776473921,7.07389267955351e-07,0.0107440254327512,0.866100964365385,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0019,0.0192404119686479,2.20264138783727e-06,0.0192844647964046,1.59563098500596,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.002,0.0281377121285973,4.56836368799443e-06,0.0282290794023572,2.395825440985,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0021,0.0374121869849186,7.84275537266946e-06,0.037569042092372,3.26830150518266,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0022,0.0470538745949605,1.20630396756391e-05,0.0472951353884733,4.21439141812806,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0023,0.0570524522379497,1.72654247859774e-05,0.0573977607336693,5.23513670630123,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0024,0.0673972464644837,2.34850695406712e-05,0.0678669478552971,6.33128432013219,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0025,0.0780772439463299,3.07560478944151e-05,0.0786923649042183,7.50328362500288,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0026,0.0890811021743175,3.91113161451694e-05,0.0898633284972209,8.75128480911953,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0027,0.100397161122044,4.85826779073117e-05,0.10136881468019,10.0751374837937,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0028,0.112013453697389,5.92007576129576e-05,0.113197468849648,11.474392323876,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0029,0.12391771807872,7.09949682476272e-05,0.125337617443673,12.948302416342,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.003,0.136097409840019,8.39934825547444e-05,0.137777279491114,14.4958263081804,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0031,0.148539714451415,9.8223204852627e-05,0.150504178548467,16.1156320068503,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0032,0.161231559868318,0.00011370974466033,0.163505754761525,17.8061021553209,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0033,0.174159629332255,0.000130477392027957,0.176769177172815,19.565340510223,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0034,0.187310374485497,0.000148549093884272,0.190281356363182,21.3911794784642,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0035,0.20067002879207,0.000167946431337846,0.204028957418827,23.2811886415954,0,0,0,2.04627344080593e-15,1,0,0,1,0
0.0036,0.214224621146253,0.000188689598420424,0.217998413114661,25.2326843237531,0,0,0,2.04627344080593e-15,1,0,0,1,0
