"time","inertiaLoad.phi","inertiaLoad.w","smpm.idq_sr[1]","smpm.idq_sr[2]","voltageController.PI_d.x","voltageController.PI_q.x"
0.396,-29.9330558448844,-4.96994792205149,-75.555017940272,119.365573844128,0.108010122033064,-0.359625148225926
0.3965,-29.9355016871589,-4.81342247272364,-75.5543346777942,119.363655009669,0.10647200603691,-0.355564511083702
0.397,-29.9378692711603,-4.65691540541327,-75.5536504564755,119.361734313696,0.104935179861659,-0.351506412948434
0.3975,-29.9401586059708,-4.50042645963827,-75.5529652854289,119.359811771012,0.103399630802013,-0.347450829010007
0.398,-29.9423697022271,-4.34395564348954,-75.5522791754977,119.357887402913,0.101865348151928,-0.343397738136194
0.3985,-29.9445025677801,-4.18750254802731,-75.5515921345853,119.35596122017,0.100332318352945,-0.339347113927293
0.399,-29.9465572112737,-4.03106691249096,-75.5509041715091,119.354033237065,0.0988005289900338,-0.335298932084118
0.3995,-29.9485336413544,-3.87464849947528,-75.5502152951524,119.352103468297,0.0972699679065402,-0.331253168776434
0.4,-29.9504318665435,-3.7182470746214,-75.5495255143278,119.350171928481,0.0957406230584205,-0.327209800374499
0.4005,-29.9522518952368,-3.56186240668974,-75.5488348377799,119.348238632152,0.0942124825126383,-0.323168803446427
0.401,-29.9539937357066,-3.40549426763294,-75.5481432741882,119.34630359377,0.0926855344455632,-0.31913015475555
0.4015,-29.9556573961012,-3.24914243266881,-75.5474508321693,119.344366827728,0.0911597671413699,-0.31509383125779
0.402,-29.9572428844463,-3.09280668035323,-75.5467575202801,119.342428348356,0.0896351689904372,-0.311059810099016
0.4025,-29.9587502086456,-2.9364867926531,-75.5460633470199,119.340488169927,0.0881117284877463,-0.307028068612414
0.403,-29.9601793764813,-2.78018255501926,-75.5453683208335,119.338546306659,0.0865894342312798,-0.302998584315847
0.4035,-29.9615303956148,-2.62389375645942,-75.5446724501136,119.336602772727,0.0850682749204205,-0.298971334909226
0.404,-29.9628032740103,-2.4676203089144,-75.5439757446416,119.33465758629,0.0835482395707491,-0.294946298718854
0.4045,-29.9639980219797,-2.31136282401783,-75.5432782225441,119.332710788982,0.0820293185584682,-0.290923456855437
0.405,-29.9651146447085,-2.15512050433726,-75.5425798848689,119.330762374684,0.0805114997936884,-0.286902785310403
0.4055,-29.9661531495709,-1.99889320707895,-75.5418807404691,119.328812359234,0.0789947724619542,-0.282884262684964
0.406,-29.9671135438396,-1.84268079785062,-75.5411807982127,119.3268607586,0.0774791258503295,-0.278867867765981
0.4065,-29.9679958346875,-1.68648315089605,-75.5404800669877,119.324907588893,0.0759645493460909,-0.274853579523939
0.407,-29.9688000291882,-1.53030014932976,-75.5397785557066,119.322952866378,0.0744510324354188,-0.270841377110918
0.4075,-29.9695261343182,-1.37413168537165,-75.5390762733107,119.320996607481,0.0729385647020904,-0.266831239858558
0.408,-29.9701741569571,-1.2179776605817,-75.5383732287752,119.319038828806,0.0714271358261711,-0.262823147276039
0.4085,-29.9707441040716,-1.0618380270604,-75.5376694315885,119.317079548467,0.069916735643905,-0.258817079183722
0.409,-29.9712359872052,-0.905713800204537,-75.5369649035051,119.315118818884,0.0684073556589879,-0.254813019064664
0.4095,-29.9716498119927,-0.749605083276164,-75.5362596570145,119.313156665705,0.0668989853993672,-0.250810946069092
0.41,-29.9719855877328,-0.593512922640719,-75.5355537157875,119.311193145633,0.0653916157252638,-0.246810842286399
0.4105,-29.9722433225341,-0.437437920880129,-75.5348470975009,119.309228299266,0.0638852372756404,-0.242812689239083
0.411,-29.9724230275728,-0.281384803799662,-75.5341398732813,119.307262311385,0.0623798411884651,-0.238816469960659
0.4115,-29.9725247127314,-0.125356071951656,-75.5334320853516,119.305295288949,0.0608754186480068,-0.234822167316636
0.411901773501104,-29.9725498948075,6.01431576282963e-15,-75.5328629778745,119.303714052574,0.0596672441495112,-0.231613935295849
0.411901773501104,-29.9725498948075,6.01431576282963e-15,-75.5328629778745,119.303714052574,0.0596672441495112,-0.231613935295849
0.412,-29.9725476740365,0.0306390694603033,-75.53272383319,119.303327498454,0.0593719700478749,-0.230829782662568
0.4125,-29.9724912821161,0.186576859892779,-75.5320155009704,119.301359977493,0.0578694971818608,-0.226839322062449
0.413,-29.9723588212061,0.342489567106,-75.5313067029697,119.299391647479,0.0563679537848117,-0.222850696308526
0.4135,-29.9721485734895,0.498381924635992,-75.5305973298642,119.297422223464,0.0548673524804966,-0.218863930791445
0.414,-29.9718603995098,0.654256248906374,-75.5298873525539,119.295451621982,0.0533676866483086,-0.214879012629569
0.4145,-29.9714943050581,0.81011354476913,-75.5291767631242,119.293479816136,0.0518689489334965,-0.210895927345044
0.415,-29.9710502887204,0.965954709416859,-75.5284655566506,119.291506786332,0.0503711308294917,-0.20691465814034
0.4155,-29.9705283561519,1.12178021058663,-75.5277537338321,119.289532528842,0.0488742247110623,-0.202935189901807
0.416,-29.9699285150872,1.27759035821232,-75.5270412987354,119.287557048263,0.0473782218907078,-0.198957505370967
0.4165,-29.9692507720147,1.43338540839629,-75.526328255351,119.285580349685,0.045883114612611,-0.194981589136613
0.417,-29.9684951346184,1.5891655713973,-75.5256146099876,119.283602443354,0.0443888935749517,-0.191007422698625
0.4175,-29.9676616101272,1.74493097196748,-75.5249003689075,119.281623340241,0.0428955506487623,-0.187034989879053
0.418,-29.9667502066242,1.90068139117564,-75.5241855433977,119.279643064937,0.0414030777081355,-0.183064274445637
0.4185,-29.9657609314599,2.05641698452646,-75.5234701396557,119.277661627984,0.039911466276146,-0.17909525953244
0.419,-29.9646937921593,2.21213768224542,-75.5227541666042,119.275679047697,0.0384207084315683,-0.175127929366414
0.4195,-29.9635487962092,2.36784330504381,-75.5220376343356,119.273695345854,0.0369307966823789,-0.171162269034354
0.42,-29.9623259511742,2.5235338969051,-75.521320550558,119.27171053717,0.0354417226615177,-0.167198261870045
0.4205,-29.9610252647287,2.67920926439238,-75.5206029254779,119.269724643774,0.0339534789366061,-0.163235893088219
0.421,-29.9596467446096,2.83486914418511,-75.5198847700312,119.267737689959,0.0324660583510336,-0.159275148459867
0.4215,-29.9581903983461,2.99051350609962,-75.51916609272,119.265749692792,0.0309794528282068,-0.155316011900269
0.422,-29.9566562339476,3.14614211454632,-75.5184469039211,119.263760675132,0.0294936553616732,-0.151358469523126
0.4225,-29.9550442594767,3.30175471861115,-75.5177272141352,119.261770660236,0.0280086590404011,-0.14740250763998
0.423,-29.9533544825443,3.45735119653289,-75.5170070328204,119.25977966801,0.0265244561491608,-0.143448110895021
0.4235,-29.9515869115877,3.61293130316538,-75.5162863701066,119.257787720875,0.0250410400589516,-0.139495266213598
0.424,-29.9497415549656,3.76849480193843,-75.5155652360946,119.255794841115,0.0235584040481061,-0.135543960325345
0.4245,-29.9478184205039,3.92404151427712,-75.5148436406878,119.253801050083,0.0220765407682959,-0.131594178636352
0.425,-29.9458175169512,4.07957120768577,-75.5141215936473,119.251806369308,0.0205954437751908,-0.127645908478238
0.4255,-29.9437388530872,4.23508364840633,-75.5133991047236,119.249810820312,0.0191151066528069,-0.123699137243234
0.426,-29.9415824374,4.39057861449852,-75.5126761837667,119.247814424718,0.0176355227197975,-0.119753851756153
0.4265,-29.9393482786679,4.54605587226079,-75.5119528405274,119.245817204048,0.0161566855589099,-0.115810039406515
0.427,-29.9370363857772,4.70151518362122,-75.5112290847202,119.243819179783,0.014678588851026,-0.111867687793673
0.4275,-29.9346467677219,4.85695630613753,-75.5105049260226,119.241820373368,0.0132012263751623,-0.10792678472682
0.428,-29.9321794338396,5.01237896115852,-75.5097803743022,119.239820806938,0.0117245922170495,-0.103987318667955
0.4285,-29.929634393368,5.16778289369138,-75.5090554391904,119.237820501948,0.010248680376932,-0.10004927789895
0.429,-29.9270116556502,5.32316784477864,-75.5083301302787,119.235819479805,0.00877348495053098,-0.0961126509058727
0.4295,-29.9243112301912,5.4785335437163,-75.5076044571746,119.233817762044,0.00729900018002465,-0.0921774264872497
0.43,-29.9215331266131,5.63387971421979,-75.5068784294575,119.231815370192,0.00582522041365402,-0.0882435936682844
0.4305,-29.9186773546547,5.78920607442403,-75.5061520566787,119.229812325764,0.00435214010572284,-0.0843111417008541
0.431,-29.9157439247032,5.94451248794305,-75.505425346627,119.227808645254,0.0028797533961266,-0.0803800592583708
0.4315,-29.9127328466187,6.09979862983067,-75.504698309164,119.225804351214,0.00140805504014303,-0.0764503362161936
0.432,-29.9096441305456,6.25506421711724,-75.503970953577,119.223799464607,-6.29602332613612e-05,-0.0725219624228795
0.4325,-29.9064777868011,6.41030897726856,-75.5032432889416,119.221794005858,-0.00153329763363749,-0.0685949278682961
0.433,-29.9032338258302,6.56553263518686,-75.5025153242704,119.219787995276,-0.00300296227287119,-0.0646692227529052
0.4335,-29.8999122582071,6.72073491358138,-75.50178706851,119.217781453052,-0.00447195916707813,-0.0607448374839689
0.434,-29.8965130949892,6.87591560427055,-75.5010585298896,119.215774397228,-0.00594029360117815,-0.0568217619455039
0.4345,-29.8930363468611,7.03107439577461,-75.5003297174958,119.213766848597,-0.00740797024736093,-0.0528999872635184
0.435,-29.8894820248319,7.18621101369625,-75.4996006399903,119.211758826718,-0.00887499388286477,-0.048979504368689
0.4355,-29.8858501400431,7.34132518213411,-75.4988713059623,119.209750351004,-0.0103413691926803,-0.0450603043914387
0.436,-29.882140703769,7.49641662368276,-75.4981417239286,119.20774144073,-0.0118071007695506,-0.0411423786619368
0.4365,-29.8783537274438,7.65148506391884,-75.4974119023258,119.205732114974,-0.0132721931697175,-0.037225718594061
0.437,-29.874489222866,7.80653026553426,-75.49668184945,119.203722392173,-0.0147366513370757,-0.0333103148025064
0.4375,-29.8705472016041,7.96155192932134,-75.4959515736313,119.201712291401,-0.0162004793727713,-0.029396159663907
0.438,-29.8665276755082,8.11654977933239,-75.4952210830836,119.199701831274,-0.0176636815934315,-0.0254832451140955
0.4385,-29.8624306565652,8.27152353883084,-75.4944903859473,119.197691030256,-0.0191262622323227,-0.021571563270153
0.439,-29.858256156899,8.42647293029116,-75.4937594902891,119.195679906661,-0.0205882254393502,-0.0176611064304089
0.4395,-29.8540041887705,8.58139767539892,-75.4930284041018,119.193668478653,-0.0220495752810582,-0.0137518670744411
0.44,-29.8496747645778,8.73629749505079,-75.4922971353049,119.191656764246,-0.0235103157406303,-0.00984383786307603
0.4405,-29.8452678968556,8.89117210935452,-75.491565691744,119.189644781306,-0.0249704507178888,-0.00593701163838831
0.441,-29.8407835982758,9.04602123762893,-75.490834081191,119.187632547544,-0.0264299840292952,-0.00203138142370115
0.4415,-29.8362218816472,9.20084459840394,-75.4901023113441,119.185620080526,-0.0278889194079499,0.00187305957641386
0.442,-29.8315827599158,9.35564190942054,-75.489370389828,119.183607397664,-0.0293472605035924,0.00577631797613673
0.4425,-29.8268662462201,9.51041288336324,-75.4886383244397,119.18159451676,-0.0308050110651686,0.00967840059777992
0.443,-29.8220723538735,9.66515722925269,-75.4879061230681,119.179581455827,-0.0322621748812513,0.0135793143447172
0.4435,-29.8172010961539,9.81987466847741,-75.4871737927701,119.17756823107,-0.0337187550942078,0.017479064738635
0.444,-29.8122524865665,9.97456491475544,-75.4864413409256,119.175554859412,-0.0351747550574369,0.0213776577478532
0.4445,-29.8072265387542,10.1292276809584,-75.485708774844,119.173541357632,-0.0366301780434349,0.0252750991646875
0.445,-29.8021232664975,10.2838626791116,-75.4849761017646,119.171527742365,-0.038085027243796,0.0291713946054487
0.4455,-29.7969426837147,10.438469620394,-75.4842433288561,119.169514030106,-0.0395393057692121,0.0330665495104435
0.446,-29.791684804462,10.5930482151379,-75.483510463217,119.167500237206,-0.0409930166494726,0.0369605691439738
0.4465,-29.786349642933,10.7475981728295,-75.4827775118754,119.165486379871,-0.042446162833465,0.0408534585943371
0.447,-29.7809372134592,10.9021192021085,-75.4820444817889,119.163472474166,-0.0438987471891742,0.0447452227738264
0.4475,-29.77544753051,11.0566110107682,-75.4813113798448,119.161458536014,-0.0453507725036829,0.0486358664187302
0.448,-29.7698806086923,11.2110733057555,-75.4805782128602,119.159444581194,-0.0468022414831716,0.0525253940893325
0.4485,-29.7642364634862,11.3655059013614,-75.4798449881313,119.157430625519,-0.0482531588153913,0.0564138145122623
0.449,-29.7585151099376,11.5199085268811,-75.4791117124565,119.155416684521,-0.0497035275030278,0.0603011328607247
0.4495,-29.7527165626451,11.6742808246893,-75.4783783921265,119.15340277345,-0.0511533488269883,0.0641873506772038
0.45,-29.7468408368303,11.8286225077404,-75.4776450337245,119.151388907528,-0.0526026253489104,0.0680724721949731
0.4505,-29.7408879478563,11.9829332886571,-75.4769116437661,119.149375101835,-0.0540513595593366,0.0719565014919503
0.451,-29.7348579112273,12.1372128797301,-75.4761782286989,119.147361371311,-0.0554995538777148,0.0758394424906974
0.4515,-29.7287507425888,12.2914609929183,-75.475444794903,119.145347730751,-0.0569472106523982,0.0797212989584208
0.452,-29.7225664577275,12.4456773398486,-75.4747113486905,119.143334194811,-0.0583943321606452,0.0836020745069712
0.4525,-29.7163050725712,12.5998616318159,-75.4739778963061,119.141320778002,-0.0598409206086194,0.0874817725928437
0.453,-29.7099666031892,12.7540135797832,-75.4732444439264,119.139307494695,-0.0612869781313896,0.0913603965171777
0.4535,-29.7035510657918,12.9081328943819,-75.4725109976603,119.137294359118,-0.0627325067929299,0.0952379494257569
0.454,-29.6970584767307,13.0622192859109,-75.4717775635492,119.135281385358,-0.0641775085861198,0.0991144343090095
0.4545,-29.6904888530348,13.2162725501273,-75.4710441494522,119.133268590581,-0.0656219884924699,0.102989860535499
0.455,-29.6838422111348,13.3702923640852,-75.4703107605588,119.131255987364,-0.067065947200645,0.106864228303647
0.4555,-29.6771185677102,13.5242784218031,-75.4695774023711,119.129243588795,-0.0685093859450936,0.110737538973754
0.456,-29.6703179397072,13.6782304369698,-75.468844080763,119.127231408568,-0.0699523066025633,0.114609795274087
0.4565,-29.6634403442145,13.8321481231788,-75.4681108015458,119.125219460245,-0.0713947109871392,0.118480999795563
0.457,-29.6564857984635,13.9860311939281,-75.4673775704685,119.123207757255,-0.0728366008502437,0.122351154991748
0.4575,-29.6494543198284,14.13987936262,-75.4666443932171,119.121196312893,-0.0742779778806361,0.126220263178857
0.458,-29.642345925826,14.2936923425614,-75.4659112754156,119.119185140322,-0.0757188437044135,0.130088326535756
0.4585,-29.635160634116,14.4474698469639,-75.4651782226249,119.117174252572,-0.0771591998850098,0.133955347103959
0.459,-29.6278984625005,14.6012115889432,-75.4644452403436,119.115163662537,-0.0785990479231963,0.137821326787629
0.4595,-29.6205594289246,14.7549172815199,-75.463712334008,119.113153382982,-0.0800383892570816,0.14168626735358
0.46,-29.613143551477,14.9085866383594,-75.4629795090217,119.111143426593,-0.0814772253023923,0.145550170518183
0.4605,-29.6056508484919,15.0622194449575,-75.4622467736755,119.109133811583,-0.0829155613245764,0.149413046301723
0.461,-29.5980813382699,15.2158153632991,-75.4615141311367,119.107124546324,-0.0843533958132804,0.15327489010303
0.4615,-29.5904350393311,15.369374109007,-75.4607815867136,119.10511564328,-0.0857907301182894,0.157135703489749
0.462,-29.5827119703385,15.5228953977639,-75.4600491456582,119.103107114795,-0.0872275655351908,0.160995487910437
0.4625,-29.574912150098,15.6763789453127,-75.4593168131663,119.101098973092,-0.0886639033053742,0.164854244694566
0.463,-29.5670355975586,15.8298244674565,-75.4585845943776,119.099091230274,-0.0900997446160311,0.168711975052519
0.4635,-29.5590823318121,15.9832316800585,-75.4578524943757,119.09708389832,-0.0915350906001551,0.172568680075593
0.464,-29.5510523720931,16.1366002990419,-75.4571205181878,119.095076989092,-0.0929699423365419,0.176424360735996
0.4645,-29.5429457377794,16.2899300403901,-75.4563886707852,119.093070514328,-0.0944043008497895,0.180279017886851
0.465,-29.5347624483915,16.4432206201467,-75.4556569570827,119.091064485647,-0.0958381671102977,0.184132652262194
0.4655,-29.526502523593,16.5964717544152,-75.4549253819393,119.089058914546,-0.0972715420342686,0.187985264476971
0.466,-29.5181659831132,16.7496831669257,-75.454193950774,119.087053813657,-0.0987044271962369,0.19183685657859
0.4665,-29.5097528466623,16.9028545973621,-75.4534626702441,119.085049198134,-0.100136825613297,0.195687433754573
0.467,-29.5012631345328,17.0559857423761,-75.4527315434408,119.083045075849,-0.101568736190238,0.199536992236782
0.4675,-29.492696866945,17.2090763197874,-75.4520005751184,119.081041458061,-0.103000159765435,0.203385532466414
0.468,-29.4840540642611,17.362126047552,-75.4512697699814,119.07903835592,-0.104431097130228,0.207233054781178
0.4685,-29.4753347469857,17.515134643762,-75.4505391326839,119.077035780469,-0.105861549028924,0.211079559415293
0.469,-29.4665389357654,17.6681018266457,-75.4498086678306,119.07503374264,-0.107291516158794,0.21492504649949
0.4695,-29.4576666513892,17.8210273145676,-75.4490783799758,119.07303225326,-0.108720999170075,0.218769516061009
0.47,-29.4487179147879,17.9739108260284,-75.4483482736238,119.071031323045,-0.110149998665968,0.222612968023603
0.4705,-29.4396927470348,18.1267520796649,-75.4476183532294,119.069030962604,-0.111578515202641,0.226455402207534
0.471,-29.4305911693451,18.2795507942502,-75.4468886231968,119.067031182437,-0.113006549289225,0.230296818329575
0.4715,-29.4214132030763,18.4323066886935,-75.4461590878807,119.065031992937,-0.114434101387818,0.234137216003011
0.472,-29.4121588695321,18.5850194893916,-75.4454297524097,119.063033406098,-0.115861172825691,0.237976596736652
0.4725,-29.4028281902048,18.7376889211394,-75.4447006216679,119.061035433401,-0.117287764667419,0.241814961463227
0.473,-29.393421187045,18.8903146969988,-75.4439716991584,119.059038083458,-0.11871387645772,0.245652307784414
0.4735,-29.3839378819489,19.0428965375436,-75.4432429891614,119.057041366489,-0.120139508609504,0.249488635204042
0.474,-29.3743782969522,19.1954341635839,-75.4425144959183,119.055045292628,-0.121564661501073,0.253323943149679
0.4745,-29.3647424542301,19.3479272961698,-75.4417862236323,119.053049871925,-0.122989335476597,0.25715823097368
0.475,-29.3550303760969,19.5003756565957,-75.4410581764684,119.051055114347,-0.124413530846594,0.260991497954235
0.4755,-29.3452420850062,19.6527789664036,-75.4403303585545,119.049061029779,-0.125837247888403,0.264823743296418
0.476,-29.3353776035508,19.8051369473875,-75.4396027739813,119.047067628024,-0.127260486846669,0.268654966133228
0.4765,-29.3254369544622,19.9574493215968,-75.438875426803,119.045074918805,-0.128683247933814,0.27248516552664
0.477,-29.3154201606109,20.1097158113404,-75.4381483210375,119.043082911766,-0.130105531330517,0.276314340468652
0.4775,-29.3053272450062,20.2619361391902,-75.4374214606671,119.041091616471,-0.131527337186195,0.28014248988233
0.478,-29.2951582307961,20.4141100279857,-75.4366948496387,119.039101042405,-0.132948665619475,0.283969612622856
0.4785,-29.284913141267,20.5662372008369,-75.4359684918645,119.03711119898,-0.134369516718675,0.287795707478575
0.479,-29.274591999844,20.718317381129,-75.4352423912221,119.035122095529,-0.135789890542281,0.29162077317204
0.4795,-29.2641948300904,20.8703502925256,-75.4345165515552,119.033133741309,-0.137209787119427,0.295444808361061
0.48,-29.2537216557077,21.0223356589729,-75.4337909766738,119.031146145505,-0.138629206450368,0.299267811639752
0.4805,-29.2431725005357,21.1742732047036,-75.433065670355,119.029159317229,-0.140048148506962,0.303089781539576
0.481,-29.2325473885523,21.3261626542403,-75.432340636343,119.027173265518,-0.141466613233144,0.306910716530391
0.4815,-29.221846343873,21.4780037324001,-75.4316158783497,119.025187999339,-0.142884600545407,0.310730615021503
0.482,-29.2110693907516,21.6297961642976,-75.4308914000553,119.023203527588,-0.14430211033328,0.314549475362704
0.4825,-29.2002165535794,21.7815396753495,-75.4301672051085,119.021219859092,-0.1457191424598,0.318367295845326
0.483,-29.1892878568853,21.9332339912779,-75.429443297127,119.019237002608,-0.147135696761999,0.322184074703284
0.4835,-29.1782833253359,22.0848788381144,-75.4287196796981,119.017254966825,-0.148551773051372,0.325999810114124
0.484,-29.1672029835805,22.2364739727405,-75.4279963566839,119.015273760871,-0.149967371877853,0.329814501851967
0.4845,-29.1560468566629,22.3880191015767,-75.4272733314097,119.013293392966,-0.151382492497215,0.333628146889777
0.485,-29.1448149696718,22.5395139495799,-75.4265506073533,119.011313871569,-0.152797134596562,0.337440743132662
0.4855,-29.1335073478184,22.6909582449729,-75.4258281879931,119.009335205121,-0.154211297912911,0.341252288592651
0.486,-29.1221240164502,22.8423517163646,-75.4251060767797,119.007357402001,-0.155624982161564,0.345062781233727
0.4865,-29.1106650010518,22.9936940927547,-75.4243842771366,119.005380470527,-0.157038187036626,0.348872218972963
0.487,-29.099130327244,23.1449851035402,-75.4236627924599,119.003404418954,-0.158450912211519,0.352680599681653
0.4875,-29.0875200207842,23.2962244785197,-75.4229416261196,119.00142925548,-0.159863157339502,0.356487921186444
0.488,-29.0758341075658,23.4474119478998,-75.4222207814595,118.999454988243,-0.16127492205419,0.36029418127047
0.4885,-29.0640726136188,23.5985472423,-75.4215002617978,118.997481625323,-0.162686205970069,0.364099377674486
0.489,-29.0522355651089,23.7496300927583,-75.4207800704278,118.995509174742,-0.164097008683012,0.367903508097999
0.4895,-29.040322988338,23.9006602307366,-75.4200602106177,118.993537644469,-0.165507329770802,0.371706570200402
0.49,-29.0283349097437,24.0516373881261,-75.4193406856119,118.991567042413,-0.166917168793645,0.375508561602109
0.4905,-29.0162713558995,24.2025612972531,-75.4186214986307,118.989597376434,-0.168326525294687,0.379309479885682
0.491,-29.0041323535144,24.3534316908838,-75.4179026528712,118.987628654334,-0.169735398800536,0.383109322596971
0.4915,-28.991917929433,24.5042483022303,-75.4171841515076,118.985660883866,-0.171143788821776,0.386908087246242
0.492,-28.9796281106352,24.6550108649558,-75.4164659976915,118.983694072729,-0.172551694853485,0.390705771309314
0.4925,-28.9672629242364,24.8057191131801,-75.4157481945528,118.981728228574,-0.173959116375751,0.394502372228686
0.493,-28.9548223974869,24.9563727814849,-75.4150307451995,118.979763358999,-0.175366052854195,0.398297887414677
0.4935,-28.9423065577724,25.1069716049194,-75.4143136527188,118.977799471557,-0.176772503740481,0.402092314246554
0.494,-28.9297154326133,25.257515319006,-75.4135969201769,118.975836573751,-0.178178468472841,0.405885650073668
0.4945,-28.917049049665,25.4080036597449,-75.4128805506202,118.973874673037,-0.179583946476586,0.409677892216583
0.495,-28.9043074367177,25.5584363636205,-75.4121645470751,118.971913776826,-0.180988937164628,0.413469037968215
0.4955,-28.8914906210671,25.7088131298953,-75.4114489106534,118.969953888762,-0.182393437520772,0.417259079428006
0.496,-28.8785986300061,25.8591336500645,-75.4107336420332,118.967995011632,-0.183797443987892,0.421048007538036
0.4965,-28.8656314927496,26.0093977233507,-75.4100187472624,118.966037158757,-0.1852009598711,0.424835827907749
0.497,-28.8525892375899,26.1596050860761,-75.4093042291849,118.964080337161,-0.186603984400972,0.428622537435997
0.4975,-28.8394718929513,26.3097554749597,-75.4085900906211,118.962124553813,-0.188006516790936,0.432408132983969
0.498,-28.8262794873904,26.4598486271197,-75.4078763343685,118.960169815635,-0.189408556237618,0.436192611375951
0.4985,-28.8130120495956,26.6098842800765,-75.4071629632019,118.958216129492,-0.190810101921186,0.439975969400096
0.499,-28.7996696083873,26.7598621717551,-75.4064499798738,118.956263502203,-0.192211153005696,0.443758203809182
0.4995,-28.7862521927174,26.9097820404883,-75.4057373871146,118.954311940533,-0.193611708639433,0.447539311321375
0.5,-28.7727598316695,27.059643625019,-75.4050251876332,118.952361451201,-0.195011767955259,0.451319288620995
0.5005,-28.7591925544584,27.2094466645031,-75.4043133841169,118.950412040876,-0.196411330070955,0.455098132359281
0.501,-28.7455503904302,27.3591908985126,-75.4036019792319,118.948463716178,-0.197810394089568,0.458875839155144
0.5015,-28.7318333690619,27.5088760670376,-75.4028909756238,118.946516483681,-0.199208959099753,0.462652405595945
0.502,-28.7180415199614,27.6585019104898,-75.4021803759174,118.944570349911,-0.200607024176119,0.466427828238244
0.5025,-28.7041748728675,27.8080681697047,-75.4014701827177,118.94262532135,-0.202004588379573,0.470202103608576
0.503,-28.6902334576495,27.9575745859447,-75.4007603986096,118.940681404431,-0.203401650757666,0.473975228204201
0.5035,-28.6762173043071,28.1070209009017,-75.4000510261587,118.938738605546,-0.204798210344934,0.47774719849388
0.504,-28.6621264429701,28.2564068566995,-75.3993420679112,118.936796931042,-0.206194266163246,0.481518010918628
0.5045,-28.6479609038986,28.4057321958974,-75.3986335263944,118.93485638722,-0.207589817222148,0.485287661892483
0.505,-28.6337207174827,28.5549966614921,-75.3979254041171,118.93291698034,-0.208984862519204,0.489056147803266
0.5055,-28.6194059142421,28.7041999969208,-75.3972177035698,118.930978716622,-0.210379401040347,0.49282346501335
0.506,-28.6050165248264,28.8533419460639,-75.3965104272248,118.92904160224,-0.211773431760215,0.496589609860412
0.5065,-28.5905525800143,29.0024222532479,-75.3958035775371,118.927105643331,-0.213166953642505,0.50035457865821
0.507,-28.5760141107142,29.1514406632477,-75.3950971569442,118.925170845991,-0.21455996564031,0.504118367697333
0.5075,-28.5614011467673,29.3003969159882,-75.3943911656266,118.923237211619,-0.215952464424017,0.50788096836749
0.508,-28.5467137199891,29.4492907600267,-75.3936856072033,118.921304748758,-0.217344450159535,0.511642379562202
0.5085,-28.5319518619274,29.5981219426199,-75.3929804845346,118.919373464371,-0.218735922249949,0.515402598537027
0.509,-28.5171156039805,29.7468902102512,-75.3922757999433,118.917443364298,-0.220126879560471,0.519161621392514
0.5095,-28.5022049776739,29.8955953098606,-75.3915715557343,118.915514454338,-0.221517320945093,0.522919444204837
0.51,-28.4872200146604,30.0442369888476,-75.3908677541947,118.913586740249,-0.222907245246881,0.526676063026452
0.5105,-28.4721607467196,30.1928149950743,-75.390164397594,118.911660227749,-0.224296651298272,0.530431473886755
0.511,-28.457027205758,30.3413290768673,-75.3894614881844,118.909734922516,-0.225685537921366,0.534185672792739
0.5115,-28.4418194238086,30.4897789830207,-75.3887590282009,118.907810830187,-0.227073903928226,0.537938655729653
0.512,-28.4265374330308,30.6381644627987,-75.3880570198619,118.905887956362,-0.228461748121168,0.541690418661658
0.5125,-28.4111812657104,30.7864852659383,-75.3873554653692,118.903966306601,-0.22984906929306,0.545440957532483
0.513,-28.395750954259,30.9347411426519,-75.3866543669085,118.902045886428,-0.231235866227616,0.549190268266089
0.5135,-28.3802465312142,31.0829318436295,-75.3859537266492,118.900126701327,-0.23262213769969,0.552938346767314
0.514,-28.3646680292393,31.231057120042,-75.3852535467452,118.898208756748,-0.234007882475575,0.556685188922544
0.5145,-28.3490154811231,31.3791167235436,-75.384553829335,118.896292058104,-0.235393099313293,0.560430790600362
0.515,-28.3332889197796,31.527110406274,-75.3838545765416,118.894376610772,-0.236777786962897,0.56417514765221
0.5155,-28.3174883782481,31.6750379208617,-75.3831557904734,118.892462420094,-0.238161944166756,0.567918255913039
0.516,-28.3016138896928,31.8228990204263,-75.3824574732239,118.890549491377,-0.239545569659864,0.57166011120198
0.5165,-28.2856654874026,31.9706934585807,-75.3817596268723,118.888637829897,-0.240928662170122,0.575400709322983
0.517,-28.269643204791,32.1184209894348,-75.3810622534835,118.886727440892,-0.242311220418642,0.579140046065495
0.5175,-28.2535470753962,32.2660813675971,-75.3803653551088,118.88481832957,-0.243693243120038,0.582878117205098
0.518,-28.2373771328802,32.4136743481776,-75.3796689337856,118.882910501108,-0.245074728982724,0.586614918504183
0.5185,-28.2211334110293,32.561199686791,-75.378972991538,118.881003960647,-0.246455676709206,0.590350445712593
0.519,-28.2048159433427,32.7086571312718,-75.3782775295161,118.879098711537,-0.247836084030124,0.594084692481469
0.5195,-28.1884247628062,32.8560464171182,-75.3775825475217,118.877194754358,-0.24921594717287,0.597817649215649
0.52,-28.1719599047116,33.0033673243518,-75.3768880499183,118.875292099034,-0.250595267491784,0.601549317392894
0.5205,-28.1554214033115,33.150619610062,-75.3761940386201,118.873390750467,-0.251974043602429,0.605279692576337
