"time","j2.s","j2.v"
0,0,-0.2
0.00022,-4.41800952897524e-05,-0.201635557280127
0.00044,-8.87172590189937e-05,-0.203253634785174
0.00066,-0.000133605667607822,-0.204854444624126
0.00088,-0.000178844300244676,-0.206438024117256
0.0011,-0.000224427406732844,-0.20800458107069
0.00132,-0.000270354488603345,-0.209554133508262
0.00154,-0.000316619826396861,-0.21108688894944
0.00176,-0.000363220588788996,-0.212602950064467
0.00198,-0.000410153441088177,-0.214102438740733
0.0022,-0.000457413510726063,-0.215585532512141
0.00242,-0.000505000813246242,-0.217052231001987
0.00264,-0.000552908135245935,-0.218502797517467
0.00286,-0.000601133952900457,-0.219937287681983
0.00308,-0.000649675009323868,-0.221355820379995
0.0033,-0.000698527701541586,-0.222758528449176
0.00352,-0.000747687023460683,-0.224145601296541
0.00374,-0.000797150223371438,-0.225517137439425
0.00396,-0.000846913708464207,-0.226873269305683
0.00418,-0.00089697388592935,-0.228214129323169
0.0044,-0.000947327958174996,-0.229539837785973
0.00462,-0.000997972056345862,-0.230850531333967
0.00484,-0.00104890267859763,-0.232146341007018
0.00506,-0.00110011633032948,-0.23342739773447
0.00528,-0.00115161122093116,-0.23469378849857
0.0055,-0.00120338398573912,-0.235945640877488
0.00572,-0.00125543104359991,-0.237183088032819
0.00594,-0.00130774919174744,-0.238406253367286
0.00616,-0.00136033522741567,-0.239615260283611
0.00638,-0.00141318594783852,-0.240810232184518
0.0066,-0.00146629815024993,-0.241991292472728
0.00682,-0.00151966863188384,-0.243158564550965
0.00704,-0.00157329455685611,-0.244312163193393
0.00726,-0.00162717347187177,-0.245452194176207
0.00748,-0.00168130157534171,-0.246578794985623
0.0077,-0.00173567572644926,-0.247692087567399
0.00792,-0.00179029278437771,-0.248792193867295
0.00814,-0.00184514960831038,-0.249879235831067
0.00836,-0.0019002430574306,-0.250953335404476
0.00858,-0.00195557115743217,-0.252014584458418
0.0088,-0.00201113371601322,-0.253063028920331
0.00902,-0.00206692538313837,-0.254098847693833
0.00924,-0.00212294323493297,-0.255122157131506
0.00946,-0.00217918434752235,-0.25613307358593
0.00968,-0.00223564579703185,-0.257131713409685
0.0099,-0.00229232465958679,-0.258118192955352
0.01012,-0.0023492188910455,-0.259092603774542
0.01034,-0.00240632832253441,-0.260054984552298
0.01056,-0.00246364808966301,-0.2610055063472
0.01078,-0.00252117547317452,-0.261944279743349
0.011,-0.00257890775381218,-0.262871415324844
0.01122,-0.00263684221231921,-0.263787023675787
0.01144,-0.00269497612943884,-0.264691215380279
0.01166,-0.002753307406886,-0.265584082138883
0.01188,-0.00281183573132702,-0.266465661372406
0.0121,-0.00287055673595107,-0.2673361137665
0.01232,-0.00292946786874316,-0.268195544819502
0.01254,-0.00298856657768829,-0.269044060029748
0.01276,-0.00304785031077145,-0.269881764895573
0.01298,-0.00310731651597764,-0.270708764915313
0.0132,-0.0031669631315417,-0.271525149916277
0.01342,-0.00322678999764794,-0.272330948929217
0.01364,-0.00328679296485184,-0.273126318514925
0.01386,-0.00334696963755708,-0.273911359171755
0.01408,-0.00340731762016729,-0.274686171398059
0.0143,-0.00346783451708614,-0.275450855692189
0.01452,-0.00352851793271728,-0.276205512552498
0.01474,-0.00358936574276434,-0.276950233240325
0.01496,-0.00365037738406676,-0.277685055864658
0.01518,-0.00371154951738724,-0.278410113052212
0.0154,-0.00377287999023055,-0.279125497024419
0.01562,-0.00383436667002922,-0.279831299324226
0.01584,-0.00389600744414362,-0.280527610816094
0.01606,-0.00395780021986188,-0.281214521685997
0.01628,-0.00401974292439996,-0.281892121441422
0.0165,-0.0040818335049016,-0.282560498911372
0.01672,-0.00414406992843834,-0.283219742246361
0.01694,-0.00420645018200952,-0.283869938918418
0.01716,-0.00426897227254229,-0.284511175721085
0.01738,-0.00433163422689159,-0.285143538769419
0.0176,-0.00439443409184015,-0.285767113499989
0.01782,-0.00445736996635899,-0.286381983314515
0.01804,-0.00452044031351235,-0.28698821646612
0.01826,-0.00458364296432428,-0.287585907940823
0.01848,-0.00464697606383089,-0.28817513968166
0.0187,-0.00471043777806119,-0.2887559929084
0.01892,-0.0047740262940371,-0.289328548117542
0.01914,-0.00483773981977343,-0.289892885082318
0.01936,-0.00490157658427794,-0.290449082852693
0.01958,-0.00496553483755126,-0.290997219755363
0.0198,-0.00502961285058694,-0.291537373393756
0.02002,-0.00509380891537146,-0.292069620648033
0.02024,-0.00515812134488417,-0.292594037675086
0.02046,-0.00522254847309737,-0.293110699908541
0.02068,-0.00528708865497624,-0.293619682058752
0.0209,-0.0053517402343081,-0.294121058760596
0.02112,-0.00541649994479506,-0.29461493676884
0.02134,-0.0054813674399024,-0.295101363745751
0.02156,-0.00554634110435332,-0.295580412600252
0.02178,-0.00561141934126508,-0.296052155570328
0.022,-0.0056766005721489,-0.296516664223029
0.02222,-0.00574188323691005,-0.296974009454466
0.02244,-0.00580726579384778,-0.297424261489814
0.02266,-0.00587274671965535,-0.297867489883311
0.02288,-0.00593832450942004,-0.298303763518259
0.0231,-0.00600399767662312,-0.298733150607022
0.02332,-0.00606976475313987,-0.299155718691027
0.02354,-0.0061356242892396,-0.299571534640767
0.02376,-0.0062015748535856,-0.299980664655795
0.02398,-0.00626761503323518,-0.300383174264728
0.0242,-0.00633374177913267,-0.300779162146452
0.02442,-0.00639995485875006,-0.301168669109851
0.02464,-0.00646625293069561,-0.301551758336122
0.02486,-0.00653263460374519,-0.301928493730196
0.02508,-0.00659909850286701,-0.302298938571076
0.0253,-0.00666564326922159,-0.302663155511835
0.02552,-0.00673226756016181,-0.303021206579616
0.02574,-0.00679897004923287,-0.303373153175628
0.02596,-0.00686574942617229,-0.303719056075154
0.02618,-0.00693260439690992,-0.304058975427543
0.0264,-0.00699953368356797,-0.304392970756217
0.02662,-0.00706653602446094,-0.304721100958664
0.02684,-0.00713361017409568,-0.305043424306444
0.02706,-0.00720075490317138,-0.305359998445186
0.02728,-0.0072679676529067,-0.305670917500448
0.0275,-0.0073352480402291,-0.305976215424909
0.02772,-0.00740259498428624,-0.306275945232526
0.02794,-0.00747000727507191,-0.306570163319137
0.02816,-0.00753748371683623,-0.306858925508031
0.02838,-0.00760502312808563,-0.307142287049951
0.0286,-0.00767262434158288,-0.307420302623093
0.02882,-0.00774028620434709,-0.307693026333107
0.02904,-0.00780800757765366,-0.307960511713096
0.02926,-0.00787578733703435,-0.308222811723615
0.02948,-0.00794362437227723,-0.308479978752675
0.0297,-0.00801151758742672,-0.308732064615737
0.02992,-0.00807946590078354,-0.308979120555719
0.03014,-0.00814746824490474,-0.309221197242989
0.03036,-0.00821552257150613,-0.309458378708904
0.03058,-0.00828362834408482,-0.309690697345608
0.0308,-0.00835178468577185,-0.309918197065577
0.03102,-0.00841999054970108,-0.310140927491913
0.03124,-0.00848824490170668,-0.310358937728232
0.03146,-0.00855654672032313,-0.310572276358667
0.03168,-0.00862489499678526,-0.310780991447863
0.0319,-0.00869328873502818,-0.31098513054098
0.03212,-0.00876172695168732,-0.311184740663693
0.03234,-0.00883020867609846,-0.311379868322192
0.03256,-0.00889873295029764,-0.31157055950318
0.03278,-0.00896729882902125,-0.311756859673874
0.033,-0.009035905379706,-0.311938813782007
0.03322,-0.00910455168248891,-0.312116466255826
0.03344,-0.00917323619434075,-0.312289884151346
0.03366,-0.00924195823848523,-0.312459102933483
0.03388,-0.0093107170676135,-0.31262416057757
0.0341,-0.00937951177333323,-0.312785100865651
0.03432,-0.00944834145700701,-0.312941967167506
0.03454,-0.009517205229657,-0.31309480244412
0.03476,-0.00958610221186957,-0.313243649251153
0.03498,-0.00965503153369999,-0.313388549742415
0.0352,-0.00972399233457706,-0.313529545673334
0.03542,-0.00979298376320777,-0.313666678404424
0.03564,-0.00986200497748194,-0.313799988904762
0.03586,-0.00993105514437691,-0.313929517755455
0.03608,-0.0100001334398622,-0.31405530515311
0.0363,-0.010069239048804,-0.314177390913308
0.03652,-0.0101383711648701,-0.314295814474072
0.03674,-0.0102075289904345,-0.31441061489934
0.03696,-0.0102767117364818,-0.314521830882433
0.03718,-0.0103459186225119,-0.314629500749529
0.0374,-0.0104151488764452,-0.314733662463133
0.03762,-0.0104844017345265,-0.314834353625545
0.03784,-0.0105536764412301,-0.314931611482334
0.03806,-0.0106229722491644,-0.315025472925809
0.03828,-0.0106922884189763,-0.315115974498487
0.0385,-0.0107616242192564,-0.315203152396567
0.03872,-0.010830978926443,-0.315287042473397
0.03894,-0.0109003518247271,-0.31536768024295
0.03916,-0.0109697422059573,-0.31544510088329
0.03938,-0.0110391493695439,-0.315519339240045
0.0396,-0.0111085724526349,-0.315590434900385
0.03982,-0.0111780108003709,-0.315658421132595
0.04004,-0.01124746381915,-0.315723329270289
0.04026,-0.0113169308325772,-0.315785193016417
0.04048,-0.0113864111710706,-0.315844045766964
0.0407,-0.0114559041717603,-0.315899920614614
0.04092,-0.0115254091783866,-0.315952850352414
0.04114,-0.0115949255411973,-0.316002867477436
0.04136,-0.0116644526168472,-0.316050004194445
0.04158,-0.0117339897682949,-0.316094292419559
0.0418,-0.0118035363647023,-0.316135763783914
0.04202,-0.0118730917813319,-0.316174449637329
0.04224,-0.0119426553994451,-0.316210381051972
0.04246,-0.0120122266062008,-0.316243588826018
0.04268,-0.0120818047945533,-0.316274103487319
0.0429,-0.0121513893631504,-0.316301955297064
0.04312,-0.0122209797162318,-0.316327174253447
0.04334,-0.0122905752635272,-0.316349790095326
0.04356,-0.0123601754201546,-0.316369832305891
0.04378,-0.0124297796065181,-0.316387330116327
0.044,-0.0124993872482066,-0.316402312509477
0.04422,-0.0125689977758916,-0.316414808223506
0.04444,-0.0126386106252257,-0.316424845755567
0.04466,-0.0127082252367405,-0.316432453365464
0.04488,-0.012777841055745,-0.316437659079314
0.0451,-0.0128474580381118,-0.316440478075048
0.04532,-0.0129170764055022,-0.316440918788861
0.04554,-0.0129866946406716,-0.316439032918629
0.04576,-0.0130563122324059,-0.316434846959175
0.04598,-0.0131259286749576,-0.316428387160077
0.0462,-0.0131955434679685,-0.316419679528708
