"time","mp1.S.v","mp2.S.v","v.p.v"
0,0,0,0
0.001,8.33263458609894e-09,8.33261075629149e-09,0.005
0.002,6.66720113999807e-08,6.66712486948466e-08,0.01
0.003,2.25009715164676e-07,2.25002769740402e-07,0.015
0.004,5.33323405467817e-07,5.33299001677226e-07,0.02
0.005,1.04164652084825e-06,1.04155755386214e-06,0.025
0.006,1.79998683447722e-06,1.79976462611196e-06,0.03
0.007,2.85835139385075e-06,2.85790610819944e-06,0.035
0.008,4.26674998649812e-06,4.26596906057393e-06,0.04
0.009,6.07512518464307e-06,6.07355982235121e-06,0.045
0.01,8.33348145627501e-06,8.33063532301128e-06,0.05
0.011,1.10918247886731e-05,1.1087161097604e-05,0.055
0.012,1.44001503523188e-05,1.43930414126101e-05,0.06
0.013,1.83084533176938e-05,1.82981805345102e-05,0.065
0.014,2.28667288552796e-05,2.28524827297849e-05,0.07
0.015,2.81249721355577e-05,2.81058522649151e-05,0.075
0.016,3.41331783290097e-05,3.41081934063812e-05,0.08
0.017,4.09414221837317e-05,4.09063047920356e-05,0.085
0.018,4.85997103601623e-05,4.85496422765729e-05,0.09
0.019,5.71580044394519e-05,5.70894209975025e-05,0.095
0.02,6.66663063993425e-05,6.65752795583564e-05,0.1
0.021,7.71746182175766e-05,7.70568565626662e-05,0.105
0.022,8.87329418718962e-05,8.85837906139638e-05,0.11
0.023,0.000101391279340044,0.000101205720315781,0.115
0.024,0.000115199632599761,0.00011497228427165,0.12
0.025,0.000130208003628792,0.000129933121085102,0.125
0.026,0.000146466394404876,0.000146137869359669,0.13
0.027,0.000164024806905758,0.000163636167698883,0.135
0.028,0.000182933243109179,0.000182477654706277,0.14
0.029,0.000203241704992881,0.00020271196898538,0.145
0.03,0.000225000194534607,0.000224388749139726,0.15
0.031,0.000248258713712099,0.000247557633772847,0.155
0.032,0.000273067264503099,0.000272268261488273,0.16
0.033,0.00029947576900873,0.000298563112018307,0.165
0.034,0.000327534002641083,0.000326471518220887,0.17
0.035,0.000357292199545478,0.00035606392651282,0.175
0.036,0.000388800356710201,0.000387389528322138,0.18
0.037,0.00042210847112354,0.000420497515076872,0.185
0.038,0.000457266539773781,0.000455437078205056,0.19
0.039,0.000494324559649213,0.000492257409134722,0.195
0.04,0.000533332527738121,0.0005310076992939,0.2
0.041,0.000574340441028793,0.000571737140110624,0.205
0.042,0.000617398296509516,0.000614494923012926,0.21
0.043,0.000662556091168577,0.000659330239428836,0.215
0.044,0.000709863821994262,0.000706292280786387,0.22
0.045,0.00075937148597486,0.000755430238513613,0.225
0.046,0.000811129080098657,0.000806793304038543,0.23
0.047,0.00086518660135394,0.000860430668789211,0.235
0.048,0.000921594046728997,0.000916391524193649,0.24
0.049,0.000980401413212114,0.000974725061679888,0.245
0.05,0.00104165831421031,0.00103540964310007,0.25
0.051,0.00110541498730284,0.00109853888581556,0.255
0.052,0.00117172148715058,0.00116417263069198,0.26
0.053,0.0012406278060625,0.0012323592051084,0.265
0.054,0.00131218393634759,0.00130314693644387,0.27
