"time","delta[1]","delta[2]","delta[3]","delta[4]","eta","rho","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_mdot[4]","input_dp[1]","input_dp[2]","input_dp[3]","input_dp[4]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","M_FLOW[4]","DP[1]","DP[2]","DP[3]","DP[4]","DP_plot[1]","DP_plot[2]","DP_plot[3]","DP_plot[4]","velocity[1]","velocity[2]","velocity[3]","velocity[4]","Re[1]","Re[2]","Re[3]","Re[4]","zeta_TOT[1]","zeta_TOT[2]","zeta_TOT[3]","zeta_TOT[4]","input_DP.y"
0.041,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,81.4308050207659,56.7223061730959,27.6489649115793,17.1130974920669,11327.0701,11327.0701,11327.0701,11327.0701,81.4308050207659,56.7223061730959,27.6489649115793,17.1130974920669,11327.0701,11327.0701,11327.0701,11327.0701,11327.0701,11327.0701,11327.0701,11327.0701,10.3680921112058,7.22210832881612,3.52037554964177,2.17890724598077,1036809.21112058,722210.832881612,352037.554964177,217890.724598077,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11327.0701
0.0412,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,81.6291751181252,56.8604849543954,27.7163193711109,17.1547859761087,11382.3241,11382.3241,11382.3241,11382.3241,81.6291751181252,56.8604849543954,27.7163193711109,17.1547859761087,11382.3241,11382.3241,11382.3241,11382.3241,11382.3241,11382.3241,11382.3241,11382.3241,10.3933493764509,7.23970179767549,3.52895138578076,2.18421518862498,1039334.93764509,723970.179767549,352895.138578076,218421.518862498,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11382.3241
0.0414,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,81.8270643161607,56.9983287553557,27.783510546385,17.1963733967138,11437.5781,11437.5781,11437.5781,11437.5781,81.8270643161607,56.9983287553557,27.783510546385,17.1963733967138,11437.5781,11437.5781,11437.5781,11437.5781,11437.5781,11437.5781,11437.5781,11437.5781,10.4185454116923,7.25725261551342,3.53750643192238,2.18951026347277,1041854.54116923,725725.261551342,353750.643192238,218951.026347277,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11437.5781
0.0416,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,82.024476095472,57.1358400004602,27.8505396192023,17.2378604853478,11492.8321,11492.8321,11492.8321,11492.8321,82.024476095472,57.1358400004602,27.8505396192023,17.2378604853478,11492.8321,11492.8321,11492.8321,11492.8321,11492.8321,11492.8321,11492.8321,11492.8321,10.4436806600939,7.27476109102471,3.54604083853818,2.19479256365725,1044368.06600939,727476.109102471,354604.083853818,219479.256365725,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11492.8321
0.0418,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,82.2214138948742,57.2730210850866,27.917407757176,17.2792479646952,11548.0861,11548.0861,11548.0861,11548.0861,82.2214138948742,57.2730210850866,27.917407757176,17.2792479646952,11548.0861,11548.0861,11548.0861,11548.0861,11548.0861,11548.0861,11548.0861,11548.0861,10.4687555594991,7.2922275291983,3.55455475429327,2.20006218119346,1046875.55594991,729222.75291983,355455.475429327,220006.218119346,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11548.0861
0.042,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,82.4178811120971,57.4098743759935,27.9841161139691,17.3205365488063,11603.3401,11603.3401,11603.3401,11603.3401,82.4178811120971,57.4098743759935,27.9841161139691,17.3205365488063,11603.3401,11603.3401,11603.3401,11603.3401,11603.3401,11603.3401,11603.3401,11603.3401,10.4937705425203,7.30965223137929,3.56304832607659,2.20531920699709,1049377.05425203,730965.223137929,356304.832607659,220531.920699709,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,11603.3401
0.0422,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,82.6138811044689,57.5464022117972,28.0506658295267,17.3617269432405,11658.5941,11658.5941,11658.5941,11658.5941,82.6138811044689,57.5464022117972,28.0506658295267,17.3617269432405,11658.5941,11658.5941,11658.5941,11658.5941,11658.5941,11658.5941,11658.5941,11658.5941,10.5187260366259,7.32703549532953,3.57152169903047,2.21056373090278,1051872.60366259,732703.549532953,357152.169903047,221056.373090278,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,11658.5941
0.0424,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,82.8094171895859,57.6826069034378,28.1170580303034,17.4028198452077,11713.8481,11713.8481,11713.8481,11713.8481,82.8094171895859,57.6826069034378,28.1170580303034,17.4028198452077,11713.8481,11713.8481,11713.8481,11713.8481,11713.8481,11713.8481,11713.8481,11713.8481,10.5436224642252,7.34437761528705,3.57997501657956,2.21579584168203,1054362.24642253,734437.761528705,357997.501657956,221579.584168203,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11713.8481
0.0426,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.0044926459673,57.8184907346353,28.1832938294855,17.4438159437052,11769.1021,11769.1021,11769.1021,11769.1021,83.0044926459673,57.8184907346353,28.1832938294855,17.4438159437052,11769.1021,11769.1021,11769.1021,11769.1021,11769.1021,11769.1021,11769.1021,11769.1021,10.5684602427525,7.36167888202413,3.58840842045915,2.22101562706072,1056846.02427525,736167.888202413,358840.842045915,222101.562706072,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11769.1021
0.0428,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.1991107136969,57.954055962337,28.2493743272093,17.4847159196532,11824.3561,11824.3561,11824.3561,11824.3561,83.1991107136969,57.954055962337,28.2493743272093,17.4847159196532,11824.3561,11824.3561,11824.3561,11824.3561,11824.3561,11824.3561,11824.3561,11824.3561,10.5932397847478,7.37893958290422,3.59682205074291,2.22622317373629,1059323.97847478,737893.958290422,359682.205074291,222622.317373629,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11824.3561
0.043,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.3932745950508,58.0893048171544,28.3153006107734,17.5255204460262,11879.6101,11879.6101,11879.6101,11879.6101,83.3932745950508,58.0893048171544,28.3153006107734,17.5255204460262,11879.6101,11879.6101,11879.6101,11879.6101,11879.6101,11879.6101,11879.6101,11879.6101,10.6179614979377,7.39616000193758,3.60521604587003,2.23141856739452,1061796.14979377,739616.000193758,360521.604587003,223141.856739452,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11879.6101
0.0432,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.5869874551124,58.2242395037914,28.3810737548482,17.5662301879827,11934.8641,11934.8641,11934.8641,11934.8641,83.5869874551124,58.2242395037914,28.3810737548482,17.5662301879827,11934.8641,11934.8641,11934.8641,11934.8641,11934.8641,11934.8641,11934.8641,11934.8641,10.6426257853131,7.41334041983584,3.6135905426718,2.23660189272601,1064262.57853131,741334.041983584,361359.05426718,223660.189272601,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,11934.8641
0.0434,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.7802524223738,58.3588622014639,28.4466948216802,17.606845802991,11990.1181,11990.1181,11990.1181,11990.1181,83.7802524223738,58.3588622014639,28.4466948216802,17.606845802991,11990.1181,11990.1181,11990.1181,11990.1181,11990.1181,11990.1181,11990.1181,11990.1181,10.667233045206,7.43048111406539,3.62194567639762,2.24177323344225,1066723.3045206,743048.111406539,362194.567639762,224177.323344225,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,11990.1181
0.0436,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,83.973072589326,58.4931750643101,28.5121648612917,17.6473679409541,12045.3721,12045.3721,12045.3721,12045.3721,83.973072589326,58.4931750643101,28.5121648612917,17.6473679409541,12045.3721,12045.3721,12045.3721,12045.3721,12045.3721,12045.3721,12045.3721,12045.3721,10.6917836713646,7.44758235889964,3.63028158074049,2.24693267229143,1069178.36713646,744758.235889964,363028.15807405,224693.267229143,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,12045.3721
0.0438,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,84.1654510130361,58.6271802217932,28.5774849116774,17.6877972443299,12100.6261,12100.6261,12100.6261,12100.6261,84.1654510130361,58.6271802217932,28.5774849116774,17.6877972443299,12100.6261,12100.6261,12100.6261,12100.6261,12100.6261,12100.6261,12100.6261,12100.6261,10.7162780530268,7.46464442547022,3.63859838786201,2.25208029107384,1071627.80530268,746464.442547022,363859.838786201,225208.029107384,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12100.6261
0.044,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,84.3573907157122,58.7608797790945,28.642655998996,17.7281343482509,12155.8801,12155.8801,12155.8801,12155.8801,84.3573907157122,58.7608797790945,28.642655998996,17.7281343482509,12155.8801,12155.8801,12155.8801,12155.8801,12155.8801,12155.8801,12155.8801,12155.8801,10.740716574992,7.48166758181719,3.64689622841675,2.25721617065708,1074071.6574992,748166.758181719,364689.622841675,225721.617065708,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12155.8801
0.0442,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,84.5488946852582,58.8942758175001,28.7076791377585,17.7683798806403,12211.1341,12211.1341,12211.1341,12211.1341,84.5488946852582,58.8942758175001,28.7076791377585,17.7683798806403,12211.1341,12211.1341,12211.1341,12211.1341,12211.1341,12211.1341,12211.1341,12211.1341,10.7650996176919,7.4986520929381,3.65517523157627,2.26234039099079,1076509.96176919,749865.20929381,365517.523157627,226234.039099079,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12211.1341
0.0444,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,84.7399658758159,59.0273703947785,28.7725553310123,17.808534462326,12266.3881,12266.3881,12266.3881,12266.3881,84.7399658758159,59.0273703947785,28.7725553310123,17.808534462326,12266.3881,12266.3881,12266.3881,12266.3881,12266.3881,12266.3881,12266.3881,12266.3881,10.7894275572597,7.51559822083615,3.66343552505254,2.26745303112124,1078942.75572597,751559.822083615,366343.552505254,226745.303112124,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12266.3881
0.0446,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,84.9306072082968,59.1601655455506,28.837285570522,17.8485987071524,12321.6421,12321.6421,12321.6421,12321.6421,84.9306072082968,59.1601655455506,28.837285570522,17.8485987071524,12321.6421,12321.6421,12321.6421,12321.6421,12321.6421,12321.6421,12321.6421,12321.6421,10.8137007655973,7.53250622456737,3.67167723512093,2.27255416920553,1081370.07655973,753250.622456737,367167.723512093,227255.416920553,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12321.6421
0.0448,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,85.1208215709033,59.2926632816535,28.901870836946,17.8885732220899,12376.8961,12376.8961,12376.8961,12376.8961,85.1208215709033,59.2926632816535,28.901870836946,17.8885732220899,12376.8961,12376.8961,12376.8961,12376.8961,12376.8961,12376.8961,12376.8961,12376.8961,10.837919610442,7.54937636028677,3.67990048664276,2.27764388252554,1083791.9610442,754937.636028677,367990.048664276,227764.388252554,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12376.8961
0.045,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,85.3106118196389,59.4248655924952,28.9663121000099,17.9284586073422,12432.1501,12432.1501,12432.1501,12432.1501,85.3106118196389,59.4248655924952,28.9663121000099,17.9284586073422,12432.1501,12432.1501,12432.1501,12432.1501,12432.1501,12432.1501,12432.1501,12432.1501,10.8620844554315,7.56620888129368,3.68810540308733,2.28272224750156,1086208.44554315,756620.888129368,368810.540308733,228272.224750156,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12432.1501
0.0452,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,85.4999807788088,59.5567744454038,29.0306103186766,17.9682554564513,12487.4041,12487.4041,12487.4041,12487.4041,85.4999807788088,59.5567744454038,29.0306103186766,17.9682554564513,12487.4041,12487.4041,12487.4041,12487.4041,12487.4041,12487.4041,12487.4041,12487.4041,10.8861956601676,7.58300403807607,3.69629210655357,2.28778933970572,1088619.56601676,758300.403807607,369629.210655357,228778.933970572,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12487.4041
0.0454,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,85.68893124151,59.6883917859686,29.0947664413125,18.0079643564008,12542.6581,12542.6581,12542.6581,12542.6581,85.68893124151,59.6883917859686,29.0947664413125,18.0079643564008,12542.6581,12542.6581,12542.6581,12542.6581,12542.6581,12542.6581,12542.6581,12542.6581,10.9102535802783,7.59976207835407,3.70446071779126,2.29284523387508,1091025.35802783,759976.207835407,370446.071779126,229284.523387508,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12542.6581
0.0456,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,85.8774659701122,59.8197195383752,29.1587814058509,18.0475858877167,12597.9121,12597.9121,12597.9121,12597.9121,85.8774659701122,59.8197195383752,29.1587814058509,18.0475858877167,12597.9121,12597.9121,12597.9121,12597.9121,12597.9121,12597.9121,12597.9121,12597.9121,10.9342585674795,7.6164832471226,3.71261135622177,2.29789000392452,1093425.85674795,761648.32471226,371261.135622177,229789.000392452,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12597.9121
0.0458,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,86.0655876967289,59.9507596057336,29.2226561399519,18.0871206245666,12653.1661,12653.1661,12653.1661,12653.1661,86.0655876967289,59.9507596057336,29.2226561399519,18.0871206245666,12653.1661,12653.1661,12653.1661,12653.1661,12653.1661,12653.1661,12653.1661,12653.1661,10.9582109696347,7.63316778669314,3.72074413995845,2.30292372295931,1095821.09696347,763316.778669314,372074.413995845,230292.372295931,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12653.1661
0.046,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,86.2532991236793,60.0815138703998,29.2863915611592,18.1265691348565,12708.4201,12708.4201,12708.4201,12708.4201,86.2532991236793,60.0815138703998,29.2863915611592,18.1265691348565,12708.4201,12708.4201,12708.4201,12708.4201,12708.4201,12708.4201,12708.4201,12708.4201,10.9821111308139,7.64981593673472,3.72885918582661,2.30794646328751,1098211.11308139,764981.593673472,372885.918582661,230794.646328751,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12708.4201
0.0462,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,86.4406029239411,60.2119841942916,29.3499885770542,18.1659319803263,12763.6741,12763.6741,12763.6741,12763.6741,86.4406029239411,60.2119841942916,29.3499885770542,18.1659319803263,12763.6741,12763.6741,12763.6741,12763.6741,12763.6741,12763.6741,12763.6741,12763.6741,11.0059593913512,7.66642793431407,3.73695660938307,2.31295829643206,1100595.93913512,766642.793431407,373695.660938307,231295.829643206,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12763.6741
0.0464,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,86.6275017415948,60.3421724191979,29.4134480854062,18.205209716643,12818.9281,12818.9281,12818.9281,12818.9281,86.6275017415948,60.3421724191979,29.4134480854062,18.205209716643,12818.9281,12818.9281,12818.9281,12818.9281,12818.9281,12818.9281,12818.9281,12818.9281,11.0297560879013,7.68300401393502,3.74503652493539,2.31795929314266,1102975.60879013,768300.401393502,374503.652493539,231795.929314266,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12818.9281
0.0466,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,86.8139981922591,60.4720803670817,29.4767709743207,18.244402893492,12874.1821,12874.1821,12874.1821,12874.1821,86.8139981922591,60.4720803670817,29.4767709743207,18.244402893492,12874.1821,12874.1821,12874.1821,12874.1821,12874.1821,12874.1821,12874.1821,12874.1821,11.0535015534951,7.69954440757713,3.75309904556067,2.32294952340747,1105350.15534951,769954.440757713,375309.904556067,232294.952340747,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12874.1821
0.0468,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.0000948635179,60.6017098403781,29.5399581223845,18.2835120546675,12929.4361,12929.4361,12929.4361,12929.4361,87.0000948635179,60.6017098403781,29.5399581223845,18.2835120546675,12929.4361,12929.4361,12929.4361,12929.4361,12929.4361,12929.4361,12929.4361,12929.4361,11.0771961175942,7.71604934473354,3.76114428312406,2.32792905646447,1107719.61175942,771604.934473354,376114.428312406,232792.905646447,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,12929.4361
0.047,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.1857943153395,60.7310626222855,29.6030103988074,18.3225377381595,12984.6901,12984.6901,12984.6901,12984.6901,87.1857943153395,60.7310626222855,29.6030103988074,18.3225377381595,12984.6901,12984.6901,12984.6901,12984.6901,12984.6901,12984.6901,12984.6901,12984.6901,11.1008401061436,7.73251905244814,3.76917234829678,2.33289796081271,1110084.01061436,773251.905244814,376917.234829678,233289.796081271,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,12984.6901
0.0472,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.3710990804867,60.8601404770523,29.6659286635624,18.3614804762413,13039.9441,13039.9441,13039.9441,13039.9441,87.3710990804867,60.8601404770523,29.6659286635624,18.3614804762413,13039.9441,13039.9441,13039.9441,13039.9441,13039.9441,13039.9441,13039.9441,13039.9441,11.124433841625,7.74895375535202,3.777183350574,2.3378563042233,1112443.3841625,774895.375535202,377718.3350574,233785.63042233,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13039.9441
0.0474,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.556011664921,60.9889451502576,29.7287137675218,18.4003407955532,13095.1981,13095.1981,13095.1981,13095.1981,87.556011664921,60.9889451502576,29.7287137675218,18.4003407955532,13095.1981,13095.1981,13095.1981,13095.1981,13095.1981,13095.1981,13095.1981,13095.1981,11.1479776431071,7.76535367569918,3.78517739829215,2.3428041537502,1114797.76431071,776535.367569918,378517.739829215,234280.41537502,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13095.1981
0.0476,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.740534548197,61.1174783690862,29.7913665525923,18.4391192171863,13150.4521,13150.4521,13150.4521,13150.4521,87.740534548197,61.1174783690862,29.7913665525923,18.4391192171863,13150.4521,13150.4521,13150.4521,13150.4521,13150.4521,13150.4521,13150.4521,13150.4521,11.1714718262966,7.78171903340164,3.7931545986461,2.34774157574077,1117147.18262966,778171.903340164,379315.45986461,234774.157574077,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13150.4521
0.0478,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,87.9246701838506,61.2457418425991,29.8538878518458,18.4778162567637,13205.7061,13205.7061,13205.7061,13205.7061,87.9246701838506,61.2457418425991,29.8538878518458,18.4778162567637,13205.7061,13205.7061,13205.7061,13205.7061,13205.7061,13205.7061,13205.7061,13205.7061,11.1949167035875,7.79805004606382,3.80111505770588,2.35266863584618,1119491.67035875,779805.004606382,380111.505770588,235266.863584618,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13205.7061
0.048,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,88.1084209997799,61.373737261999,29.9162784896494,18.5164324245204,13260.9601,13260.9601,13260.9601,13260.9601,88.1084209997799,61.373737261999,29.9162784896494,18.5164324245204,13260.9601,13260.9601,13260.9601,13260.9601,13260.9601,13260.9601,13260.9601,13260.9601,11.2183125841094,7.81434692901631,3.80905888043315,2.35758539903157,1121831.25841094,781434.692901631,380905.888043315,235758.539903157,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13260.9601
0.0482,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,88.2917893986186,61.5014663008897,29.9785392817917,18.5549682253821,13316.2141,13316.2141,13316.2141,13316.2141,88.2917893986186,61.5014663008897,29.9785392817917,18.5549682253821,13316.2141,13316.2141,13316.2141,13316.2141,13316.2141,13316.2141,13316.2141,13316.2141,11.241659773775,7.83060989534897,3.81698617069737,2.36249192958609,1124165.9773775,783060.989534897,381698.617069737,236249.192958609,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13316.2141
0.0484,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,88.4747777581022,61.6289306155319,30.0406710356077,18.5934241590421,13371.4681,13371.4681,13371.4681,13371.4681,88.4747777581022,61.6289306155319,30.0406710356077,18.5934241590421,13371.4681,13371.4681,13371.4681,13371.4681,13371.4681,13371.4681,13371.4681,13371.4681,11.2649585753271,7.84683915594348,3.8248970312916,2.36738829113265,1126495.85753271,784683.915594348,382489.70312916,236738.829113265,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13371.4681
0.0486,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,88.6573884314281,61.756131845094,30.1026745501006,18.6318007200367,13426.7221,13426.7221,13426.7221,13426.7221,88.6573884314281,61.756131845094,30.1026745501006,18.6318007200367,13426.7221,13426.7221,13426.7221,13426.7221,13426.7221,13426.7221,13426.7221,13426.7221,11.288209288384,7.86303491950522,3.83279156394808,2.37227454663758,1128820.9288384,786303.491950522,383279.156394809,237227.454663758,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13426.7221
0.0488,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,88.8396237476087,61.8830716118974,30.1645506160617,18.6700983978197,13481.9761,13481.9761,13481.9761,13481.9761,88.8396237476087,61.8830716118974,30.1645506160617,18.6700983978197,13481.9761,13481.9761,13481.9761,13481.9761,13481.9761,13481.9761,13481.9761,13481.9761,11.3114122094848,7.87919739259457,3.84066986935351,2.37715075842006,1131141.22094848,787919.739259457,384066.986935351,237715.075842006,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13481.9761
0.049,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.0214860118176,62.0097515216583,30.2263000161882,18.708317676835,13537.2301,13537.2301,13537.2301,13537.2301,89.0214860118176,62.0097515216583,30.2263000161882,18.708317676835,13537.2301,13537.2301,13537.2301,13537.2301,13537.2301,13537.2301,13537.2301,13537.2301,11.3345676321334,7.89532677965768,3.84853204716399,2.38201698816143,1133456.76321334,789532.677965768,384853.204716399,238201.698816143,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,13537.2301
0.0492,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.2029775057301,62.1361731637247,30.2879235251988,18.7464590365884,13592.4841,13592.4841,13592.4841,13592.4841,89.2029775057301,62.1361731637247,30.2879235251988,18.7464590365884,13592.4841,13592.4841,13592.4841,13592.4841,13592.4841,13592.4841,13592.4841,13592.4841,11.3576758468417,7.91142328305661,3.85637819601975,2.38687329691422,1135767.58468417,791142.328305661,385637.819601975,238687.329691422,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13592.4841
0.0494,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.3841004878572,62.2623381113091,30.3494219099468,18.7845229517174,13647.7381,13647.7381,13647.7381,13647.7381,89.3841004878572,62.2623381113091,30.3494219099468,18.7845229517174,13647.7381,13647.7381,13647.7381,13647.7381,13647.7381,13647.7381,13647.7381,13647.7381,11.3807371411721,7.92748710309899,3.86420841355961,2.39171974511119,1138073.71411721,792748.710309899,386420.841355961,239171.974511119,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13647.7381
0.0496,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.5648571938733,62.3882479217164,30.4107959295319,18.8225098920603,13702.9921,13702.9921,13702.9921,13702.9921,89.5648571938733,62.3882479217164,30.4107959295319,18.8225098920603,13702.9921,13702.9921,13702.9921,13702.9921,13702.9921,13702.9921,13702.9921,13702.9921,11.4037517997797,7.94351843806707,3.87202279643511,2.396556392574,1140375.17997797,794351.843806707,387202.279643511,239655.6392574,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13702.9921
0.0498,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.7452498369382,62.513904136569,30.4720463354089,18.8604203227239,13758.2461,13758.2461,13758.2461,13758.2461,89.7452498369382,62.513904136569,30.4720463354089,18.8604203227239,13758.2461,13758.2461,13758.2461,13758.2461,13758.2461,13758.2461,13758.2461,13758.2461,11.4267201044527,7.95951748424627,3.87982144032448,2.40138329852188,1142672.01044527,795951.748424627,387982.144032448,240138.329852188,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13758.2461
0.05,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,89.9252806080138,62.6393082820262,30.5331738714955,18.89825470415,13813.5001,13813.5001,13813.5001,13813.5001,89.9252806080138,62.6393082820262,30.5331738714955,18.89825470415,13813.5001,13813.5001,13813.5001,13813.5001,13813.5001,13813.5001,13813.5001,13813.5001,11.4496423341529,7.97548443595326,3.88760443994625,2.40620052158011,1144964.23341529,797548.443595326,388760.443994625,240620.052158011,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,13813.5001
0.0502,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,90.1049516761736,62.7644618690012,30.5941792742778,18.9360134921804,13868.7541,13868.7541,13868.7541,13868.7541,90.1049516761736,62.7644618690012,30.5941792742778,18.9360134921804,13868.7541,13868.7541,13868.7541,13868.7541,13868.7541,13868.7541,13868.7541,13868.7541,11.4725187650555,7.99141948556346,3.89537188907274,2.41100811978827,1147251.87650555,799141.948556346,389537.188907274,241100.811978827,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13868.7541
0.0504,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,90.2842651889084,62.8893663933728,30.6550632729133,18.9736971381212,13924.0081,13924.0081,13924.0081,13924.0081,90.2842651889084,62.8893663933728,30.6550632729133,18.9736971381212,13924.0081,13924.0081,13924.0081,13924.0081,13924.0081,13924.0081,13924.0081,13924.0081,11.4953496705874,8.00732282353808,3.90312388054318,2.41580615060843,1149534.96705874,800732.282353809,390312.388054318,241580.615060843,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,13924.0081
0.0506,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,90.4632232724254,63.0140233361946,30.7158265893333,19.0113060888056,13979.2621,13979.2621,13979.2621,13979.2621,90.4632232724254,63.0140233361946,30.7158265893333,19.0113060888056,13979.2621,13979.2621,13979.2621,13979.2621,13979.2621,13979.2621,13979.2621,13979.2621,11.5181353214658,8.02319463845073,3.91086050627669,2.42059467093317,1151813.53214658,802319.463845073,391086.050627669,242059.467093317,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,13979.2621
