"time","converter_e.singlePhaseElectroMagneticConverter[1].Phi.re","converter_e.singlePhaseElectroMagneticConverter[2].Phi.im","loss_m.Phi.im","loss_m.Phi.re"
0.35,-0.227802330849596,0.114853104169687,-0.114853104169708,0.227802330849619
0.355,-0.231367529508798,0.112089621877164,-0.112089621877185,0.231367529508821
0.36,-0.234844136845991,0.109214153263748,-0.109214153263769,0.234844136846014
0.365,-0.238228681197535,0.106229540020054,-0.106229540020075,0.238228681197558
0.37,-0.241517787376359,0.103138744072894,-0.103138744072915,0.241517787376382
0.375,-0.244708172000837,0.0999448250069438,-0.0999448250069646,0.24470817200086
0.38,-0.247796646652199,0.0966509397721566,-0.0966509397721774,0.247796646652222
0.385,-0.250780094068148,0.0932602926176441,-0.0932602926176649,0.250780094068171
0.39,-0.253655545498854,0.0897762604213697,-0.0897762604213905,0.253655545498877
0.395,-0.256420125341426,0.0862022879066243,-0.086202287906645,0.25642012534145
0.4,-0.259071070470051,0.0825419123661982,-0.0825419123662189,0.259071070470074
0.405,-0.261605707289781,0.0787987274756931,-0.0787987274757137,0.261605707289804
0.41,-0.264021481798156,0.0749764142991365,-0.0749764142991571,0.264021481798179
0.415,-0.266315983179771,0.0710787640970172,-0.0710787640970378,0.266315983179794
0.42,-0.268486911412114,0.0671096301634352,-0.0671096301634557,0.268486911412137
0.425,-0.270532092423484,0.0630729399399101,-0.0630729399399306,0.270532092423507
0.43,-0.272449418483837,0.0589726337527525,-0.058972633752773,0.27244941848386
0.435,-0.274236982824148,0.0548127836149339,-0.0548127836149544,0.274236982824171
0.44,-0.275892984544872,0.0505974990686109,-0.0505974990686313,0.275892984544895
0.445,-0.277415756393596,0.0463309469366691,-0.0463309469366895,0.277415756393619
0.45,-0.278803744701138,0.0420173322944291,-0.0420173322944495,0.278803744701161
0.455,-0.28005550927691,0.0376608930718334,-0.0376608930718538,0.280055509276933
0.46,-0.28116979718333,0.033265945135917,-0.0332659451359373,0.281169797183353
0.465,-0.282145474073824,0.0288368300489266,-0.028836830048947,0.282145474073847
0.47,-0.282981547045392,0.0243779253567662,-0.0243779253567865,0.282981547045415
0.475,-0.283677107788537,0.0198936114994626,-0.0198936114994829,0.28367710778856
0.48,-0.284231438596146,0.0153883194597301,-0.0153883194597503,0.284231438596169
0.485,-0.284643964111504,0.0108665019359752,-0.0108665019359954,0.284643964111527
0.49,-0.284914244945185,0.00633262527199758,-0.00633262527201773,0.284914244945208
0.495,-0.28504197353475,0.00179116479597617,-0.00179116479599629,0.285041973534773
0.5,-0.285026935243864,-0.00275341271378736,0.00275341271376728,0.285026935243887
0.505,-0.284869134900445,-0.00729661168892444,0.0072966116889044,0.284869134900468
0.51,-0.284568693691029,-0.0118339466012277,0.0118339466012077,0.284568693691052
0.515,-0.284125878447835,-0.0163609368797585,0.0163609368797385,0.284125878447858
0.52,-0.283541055169908,-0.020873119599426,0.020873119599406,0.283541055169931
0.525,-0.282814749256217,-0.0253660432901649,0.025366043290145,0.28281474925624
0.53,-0.281947657335294,-0.0298352703096181,0.0298352703095982,0.281947657335317
0.535,-0.280940602670442,-0.0342763891983876,0.0342763891983678,0.280940602670464
0.54,-0.27979454863888,-0.0386850162419573,0.0386850162419375,0.279794548638903
0.545,-0.278510523353601,-0.0430568020166922,0.0430568020166724,0.278510523353624
0.55,-0.277089788760264,-0.0473874309737584,0.0473874309737386,0.277089788760287
0.555,-0.275533711922618,-0.0516726295040207,0.051672629504001,0.275533711922641
0.56,-0.273843798166717,-0.0559081693935782,0.0559081693935585,0.27384379816674
0.565,-0.272021658376442,-0.0600898684372368,0.0600898684372171,0.272021658376465
0.57,-0.270069020478711,-0.0642135962044867,0.0642135962044671,0.270069020478734
0.575,-0.267987797172571,-0.0682752863634986,0.0682752863634791,0.267987797172594
0.58,-0.265780008984411,-0.0722709321361901,0.0722709321361706,0.265780008984434
0.585,-0.263447806410579,-0.0761965933068535,0.0761965933068341,0.263447806410602
0.59,-0.260993398882825,-0.0800483819366137,0.0800483819365942,0.260993398882848
0.595,-0.25841918648429,-0.083822501835169,0.0838225018351496,0.258419186484312
0.6,-0.255727679567526,-0.0875152317968751,0.0875152317968557,0.255727679567549
0.605,-0.252921502456146,-0.09112293113076,0.0911229311307407,0.252921502456169
0.61,-0.250003380397509,-0.0946420379263174,0.0946420379262981,0.250003380397532
0.615,-0.246976110755541,-0.0980690615593894,0.0980690615593701,0.246976110755564
0.62,-0.243842668871861,-0.101400632573596,0.101400632573576,0.243842668871883
0.625,-0.240606112202316,-0.104633466616831,0.104633466616812,0.240606112202339
0.63,-0.237269604241214,-0.107764379413413,0.107764379413394,0.237269604241237
0.635,-0.23383636621387,-0.11079026248452,0.110790262484501,0.233836366213893
0.64,-0.230309742228919,-0.113708127986651,0.113708127986632,0.230309742228942
0.645,-0.226693187540069,-0.116515106709484,0.116515106709465,0.226693187540091
0.65,-0.222990237279601,-0.119208434177413,0.119208434177394,0.222990237279623
0.655,-0.219204510519113,-0.121785457052957,0.121785457052938,0.219204510519136
0.66,-0.215339657667033,-0.124243595291216,0.124243595291197,0.215339657667056
0.665,-0.211399478552724,-0.126580445620465,0.126580445620447,0.211399478552747
0.67,-0.207387825001507,-0.128793706584215,0.128793706584196,0.20738782500153
0.675,-0.203308622587564,-0.130881202260906,0.130881202260887,0.203308622587587
0.68,-0.199165842143179,-0.132840857308885,0.132840857308867,0.199165842143202
0.685,-0.194963515366084,-0.134670720784396,0.134670720784377,0.194963515366107
0.69,-0.190705764900453,-0.136369005967583,0.136369005967565,0.190705764900475
0.695,-0.186396756267234,-0.13793404375298,0.137934043752961,0.186396756267256
0.7,-0.182040708508642,-0.139364300978517,0.139364300978498,0.182040708508664
0.705,-0.177641846362797,-0.140658317053614,0.140658317053596,0.177641846362819
0.71,-0.173204485601524,-0.14181483900705,0.141814839007032,0.173204485601547
0.715,-0.168732968492405,-0.142832733212451,0.142832733212432,0.168732968492427
0.72,-0.16423167134864,-0.143711004528242,0.143711004528224,0.164231671348663
0.725,-0.159704992134591,-0.144448779631042,0.144448779631024,0.159704992134614
0.73,-0.155157339712056,-0.145045294752839,0.14504529475282,0.155157339712079
0.735,-0.150593173574999,-0.145499988751958,0.145499988751939,0.150593173575021
0.74,-0.146016959227598,-0.145812420191137,0.145812420191119,0.146016959227621
0.745,-0.14143317556071,-0.145982292899601,0.145982292899582,0.141433175560733
0.75,-0.13684629274147,-0.146009399946603,0.146009399946585,0.136846292741492
0.755,-0.132260797383232,-0.145893718950025,0.145893718950006,0.132260797383254
0.76,-0.127681178026446,-0.14563538034808,0.145635380348061,0.127681178026468
0.765,-0.123111914658264,-0.145234648598202,0.145234648598183,0.123111914658286
0.77,-0.118557476114922,-0.144691923227305,0.144691923227287,0.118557476114944
0.775,-0.114022307356525,-0.144007687140109,0.14400768714009,0.114022307356548
0.78,-0.10951084786528,-0.143182649409621,0.143182649409603,0.109510847865302
0.785,-0.105027508937097,-0.142217631203228,0.142217631203209,0.105027508937119
0.79,-0.100576674176511,-0.141113596700124,0.141113596700106,0.100576674176533
0.795,-0.096162694472939,-0.139871610097635,0.139871610097617,0.0961626944729613
0.8,-0.0917898842604272,-0.138492880718533,0.138492880718514,0.0917898842604494
0.805,-0.0874625175524729,-0.13697879267927,0.136978792679252,0.0874625175524952
0.81,-0.0831848227298742,-0.135330848963423,0.135330848963405,0.0831848227298964
0.815,-0.0789609784683322,-0.133550689584694,0.133550689584676,0.0789609784683545
0.82,-0.0747951202845167,-0.131640007318681,0.131640007318663,0.0747951202845389
0.825,-0.0706913130770661,-0.129600724409447,0.129600724409429,0.0706913130770884
0.83,-0.0666535640417715,-0.127434859420944,0.127434859420925,0.0666535640417937
0.835,-0.0626858139279378,-0.125144560310924,0.125144560310906,0.06268581392796
0.84,-0.0587919403959169,-0.122732076205447,0.122732076205429,0.0587919403959391
0.845,-0.0549757541023796,-0.120199755075831,0.120199755075813,0.0549757541024018
0.85,-0.0512409717091243,-0.117550123609739,0.11755012360972,0.0512409717091465
0.855,-0.0475912346692596,-0.114785804031659,0.11478580403164,0.0475912346692817
0.86,-0.0440300983837492,-0.111909536458716,0.111909536458697,0.0440300983837713
0.865,-0.0405610551731241,-0.108924116324045,0.108924116324027,0.0405610551731462
0.87,-0.0371874820019669,-0.105832501285139,0.10583250128512,0.037187482001989
0.875,-0.0339126605766473,-0.102637755120489,0.10263775512047,0.0339126605766694
0.88,-0.0307397763473126,-0.0993430391417642,0.0993430391417458,0.0307397763473346
0.885,-0.0276719192280758,-0.0959516051564461,0.0959516051564277,0.0276719192280979
0.89,-0.0247121015781253,-0.0924667586596046,0.0924667586595862,0.0247121015781473
0.895,-0.021863185261587,-0.0888919664204088,0.0888919664203904,0.021863185261609
0.9,-0.0191279360331619,-0.0852307618587926,0.0852307618587742,0.0191279360331839
0.905,-0.016509004254483,-0.0814867674184931,0.0814867674184746,0.016509004254505
0.91,-0.0140089531850801,-0.0776636546138705,0.077663654613852,0.0140089531851021
0.915,-0.0116302148614102,-0.0737651889940265,0.073765188994008,0.0116302148614321
0.92,-0.00937508134315018,-0.0697952336318201,0.0697952336318016,0.00937508134317213
0.925,-0.00724573023485397,-0.0657577124182493,0.0657577124182308,0.0072457302348759
0.93,-0.00524421385772722,-0.0616566168663071,0.0616566168662886,0.00524421385774914
0.935,-0.00337251204205428,-0.0574959539025761,0.0574959539025576,0.00337251204207619
0.94,-0.00163240339135602,-0.0532798530584374,0.0532798530584189,0.00163240339137791
0.945,-2.55586447719088e-05,-0.049012478637268,0.0490124786372495,2.555864479379e-05
0.95,0.00144648693111961,-0.0446980481056483,0.0446980481056297,-0.00144648693109775
0.955,0.00278230819942124,-0.0403408103733589,0.0403408103733403,-0.00278230819939939
0.96,0.003980604423799,-0.0359450498265731,0.0359450498265545,-0.00398060442377715
0.965,0.00504025716461975,-0.0315151187221445,0.0315151187221259,-0.00504025716459792
0.97,0.00596026928378224,-0.0270553922897917,0.0270553922897731,-0.00596026928376041
0.975,0.00673978622519354,-0.0225702773222775,0.0225702773222588,-0.00673978622517173
0.98,0.007378031365806,-0.0180641775014869,0.0180641775014683,-0.00737803136578419
0.985,0.00787443528164744,-0.0135415482041697,0.0135415482041511,-0.00787443528162564
0.99,0.00822855990979245,-0.00900685666496226,0.00900685666494356,-0.00822855990977066
0.995,0.00844010671558349,-0.00446458090258876,0.00446458090257004,-0.00844010671556171
1,0.00850890457971089,8.07975999427506e-05,-8.0797599961496e-05,-0.00850890457968913
1.005,0.0084348845323573,0.00462480597152192,-0.00462480597154068,-0.00843488453233554
1.01,0.00821819118465235,0.00916295150492965,-0.00916295150494843,-0.0082181911846306
1.015,0.0078590868682212,0.0136907546609273,-0.0136907546609461,-0.00785908686819946
1.02,0.00735797942074749,0.0182037454172389,-0.0182037454172578,-0.00735797942072576
1.025,0.00671536867605775,0.0226974754744476,-0.0226974754744664,-0.00671536867603603
1.03,0.00593192778842094,0.0271675109008501,-0.027167510900869,-0.00593192778839923
1.035,0.00500848986824006,0.0316094385142377,-0.0316094385142566,-0.00500848986821836
1.04,0.0039460166840947,0.0360188748653981,-0.036018874865417,-0.003946016684073
1.045,0.0027456050194174,0.0403914686346129,-0.0403914686346318,-0.00274560501939572
1.05,0.00140842353450175,0.0447229050247797,-0.0447229050247987,-0.00140842353448007
1.055,-6.4131991388172e-05,0.0490089101677013,-0.0490089101677203,6.41319914098436e-05
1.06,-0.00167056064099005,0.0532452555136591,-0.0532452555136781,0.00167056064101171
1.065,-0.00340922464418761,0.0574277622302527,-0.0574277622302717,0.00340922464420927
1.07,-0.00527838793768049,0.0615523000466943,-0.0615523000467133,0.00527838793770214
1.075,-0.00727618677240026,0.065614795964552,-0.0656147959645711,0.0072761867724219
1.08,-0.0094005837471467,0.0696112453749555,-0.0696112453749746,0.00940058374716833
1.085,-0.0116494331572267,0.0735377070132141,-0.0735377070132332,0.0116494331572483
1.09,-0.014020461394909,0.0773903102476454,-0.0773903102476646,0.0140204613949306
1.095,-0.0165113451095344,0.0811652364849959,-0.0811652364850151,0.016511345109556
1.1,-0.0191195564334548,0.0848587696597265,-0.0848587696597457,0.0191195564334764
1.105,-0.0218424725760163,0.0884672683167427,-0.088467268316762,0.0218424725760379
1.11,-0.0246773558093493,0.0919871761334621,-0.0919871761334813,0.024677355809371
1.115,-0.0276213746339955,0.0954150165954489,-0.0954150165954682,0.0276213746340171
1.12,-0.0306716181627363,0.0987473911998019,-0.0987473911998212,0.0306716181627579
1.125,-0.0338250081549252,0.101981024901439,-0.101981024901459,0.0338250081549468
1.13,-0.0370783852239999,0.105112731163815,-0.105112731163835,0.0370783852240215
1.135,-0.0404284870632111,0.108139426852307,-0.108139426852326,0.0404284870632327
1.14,-0.0438720019129696,0.11105810271015,-0.111058102710169,0.0438720019129912
1.145,-0.0474054861530481,0.113865882191647,-0.113865882191667,0.0474054861530697
1.15,-0.0510253984370218,0.116560004509966,-0.116560004509985,0.0510253984370433
1.155,-0.0547281182654796,0.119137817804121,-0.119137817804141,0.0547281182655012
1.16,-0.0585099480345569,0.121596781045233,-0.121596781045252,0.0585099480345785
1.165,-0.062367154592108,0.123934433389333,-0.123934433389352,0.0623671545921295
1.17,-0.0662958653844959,0.12614849124499,-0.12614849124501,0.0662958653845175
1.175,-0.0702921579877014,0.128236775489159,-0.128236775489179,0.070292157987723
1.18,-0.0743520401480841,0.130197234849715,-0.130197234849735,0.0743520401481057
1.185,-0.0784714815492276,0.132027915421251,-0.13202791542127,0.0784714815492491
1.19,-0.0826463864239364,0.133726999567722,-0.133726999567741,0.0826463864239579
1.195,-0.0868725794920363,0.135292829194328,-0.135292829194348,0.0868725794920578
1.2,-0.0911458446630955,0.136723867127735,-0.136723867127754,0.091145844663117
1.205,-0.095461917040274,0.138018713076649,-0.138018713076668,0.0954619170402956
1.21,-0.0998165308973156,0.139176035672093,-0.139176035672112,0.0998165308973371
1.215,-0.104205328937133,0.140194724866715,-0.140194724866734,0.104205328937154
1.22,-0.108623936859214,0.141073781735258,-0.141073781735277,0.108623936859236
1.225,-0.113067949077466,0.141812349415669,-0.141812349415689,0.113067949077488
1.23,-0.117532944397114,0.142409688625716,-0.142409688625735,0.117532944397135
1.235,-0.122014489699367,0.142865180199708,-0.142865180199728,0.122014489699388
1.24,-0.126508110755062,0.143178401688055,-0.143178401688075,0.126508110755084
1.245,-0.131009330288688,0.143349052432683,-0.143349052432703,0.131009330288709
1.25,-0.135513662177933,0.143376977475003,-0.143376977475022,0.135513662177955
1.255,-0.140016633896154,0.143262103854173,-0.143262103854192,0.140016633896176
1.26,-0.144513757857314,0.143004558996202,-0.143004558996222,0.144513757857335
1.265,-0.149000552629119,0.142604611393048,-0.142604611393068,0.149000552629141
1.27,-0.153472548669832,0.142062666433036,-0.142062666433056,0.153472548669854
1.275,-0.157925292440586,0.141379259575865,-0.141379259575884,0.157925292440607
1.28,-0.162354355803339,0.140555018220991,-0.14055501822101,0.162354355803361
1.285,-0.166755323862439,0.139590789166649,-0.139590789166669,0.16675532386246
1.29,-0.171123813272538,0.138487532034219,-0.138487532034238,0.171123813272559
1.295,-0.175455472853763,0.137246348603726,-0.137246348603746,0.175455472853784
1.3,-0.179745987261097,0.135868433217011,-0.135868433217031,0.179745987261119
1.305,-0.183991082339063,0.134355137993212,-0.134355137993231,0.183991082339085
1.31,-0.18818652959746,0.132707978165648,-0.132707978165667,0.188186529597482
1.315,-0.192328149978202,0.130928589123859,-0.130928589123879,0.192328149978223
1.32,-0.196411817776143,0.129018737745364,-0.129018737745383,0.196411817776165
1.325,-0.200433453485364,0.126980249924019,-0.126980249924038,0.200433453485386
1.33,-0.204389054373372,0.124815173669987,-0.124815173670007,0.204389054373394
1.335,-0.208274678688181,0.122525652695289,-0.122525652695309,0.208274678688203
1.34,-0.212086455176077,0.120113958038229,-0.120113958038249,0.212086455176098
1.345,-0.215820577203267,0.117582454517146,-0.117582454517166,0.215820577203289
1.35,-0.219473311807977,0.114933614953197,-0.114933614953217,0.219473311807999
1.355,-0.223041022902869,0.112170079666258,-0.112170079666278,0.22304102290289
1.36,-0.226520153311106,0.10929458426157,-0.10929458426159,0.226520153311128
1.365,-0.229907235602084,0.106309979559164,-0.106309979559183,0.229907235602106
1.37,-0.233198864001193,0.103219162833401,-0.103219162833421,0.233198864001215
1.375,-0.236391760293488,0.100025205102616,-0.100025205102636,0.236391760293509
1.38,-0.23948273925072,0.0967312688471385,-0.096731268847158,0.239482739250742
1.385,-0.242468716466116,0.0933406141803182,-0.0933406141803376,0.242468716466137
1.39,-0.245346703175838,0.0898565846119155,-0.0898565846119349,0.245346703175859
1.395,-0.248113795501242,0.0862825831334787,-0.0862825831334982,0.248113795501264
1.4,-0.250767240992386,0.0826221634581892,-0.0826221634582086,0.250767240992408
1.405,-0.253304386429441,0.0788789443724747,-0.0788789443724941,0.253304386429463
1.41,-0.255722696779734,0.0750566300870339,-0.0750566300870532,0.255722696779756
1.415,-0.258019721212624,0.0711589661108126,-0.0711589661108319,0.258019721212646
1.42,-0.260193152780288,0.0671897986752941,-0.0671897986753134,0.26019315278031
1.425,-0.262240820114618,0.0631530590006733,-0.0631530590006926,0.26224082011464
1.43,-0.264160670178114,0.0590527376719707,-0.05905273767199,0.264160670178135
1.435,-0.265950774054322,0.0548928862554654,-0.0548928862554846,0.265950774054344
1.44,-0.267609282282002,0.0506775746256552,-0.0506775746256744,0.267609282282024
1.445,-0.26913454594328,0.0464109854708571,-0.0464109854708763,0.269134545943301
1.45,-0.270525026157331,0.0420973336824114,-0.0420973336824306,0.270525026157353
1.455,-0.271779321189638,0.0377408830829769,-0.037740883082996,0.27177932118966
1.46,-0.272896135397286,0.0333459223565889,-0.033345922356608,0.272896135397307
1.465,-0.273874309326441,0.0289167782378229,-0.0289167782378419,0.273874309326463
1.47,-0.274712859957165,0.0244578348835819,-0.024457834883601,0.274712859957186
1.475,-0.275410928354407,0.019973496828849,-0.019973496828868,0.275410928354428
1.48,-0.275967799166807,0.015468195718236,-0.0154681957182549,0.275967799166829
1.485,-0.27638282768064,0.0109463544187833,-0.0109463544188022,0.276382827680662
1.49,-0.276655594067343,0.00641244801735396,-0.00641244801737285,0.276655594067365
1.495,-0.276785797687685,0.00187095396759502,-0.00187095396761388,0.276785797687707
1.5,-0.276773281145802,-0.00267364243247501,0.00267364243245618,0.276773281145823
1.505,-0.276618009574185,-0.00721685776925101,0.00721685776923221,0.276618009574207
1.51,-0.276320060253152,-0.0117542178120445,0.0117542178120258,0.276320060253174
1.515,-0.275879717208782,-0.0162812370017258,0.0162812370017071,0.275879717208803
1.52,-0.275297383644875,-0.020793446196979,0.0207934461969603,0.275297383644897
1.525,-0.274573607987783,-0.0252863903233598,0.0252863903233412,0.274573607987804
1.53,-0.273709023028362,-0.0297556398187782,0.0297556398187596,0.273709023028384
1.535,-0.27270444959334,-0.0341967831020566,0.034196783102038,0.272704449593362
1.54,-0.271560856197888,-0.0386054356527049,0.0386054356526863,0.271560856197909
1.545,-0.270279342159106,-0.0429772463847019,0.0429772463846834,0.270279342159128
1.55,-0.26886113631679,-0.0473079004480277,0.0473079004480092,0.268861136316811
1.555,-0.267307547095554,-0.0515931221641133,0.0515931221640949,0.267307547095575
1.56,-0.265620102570833,-0.0558286835291112,0.0558286835290928,0.265620102570855
1.565,-0.263800436025018,-0.0600104052590792,0.0600104052590609,0.26380043602504
1.57,-0.261850316050619,-0.0641341620709318,0.0641341620709135,0.26185031605064
1.575,-0.259771601901443,-0.0681958793245815,0.0681958793245632,0.259771601901464
1.58,-0.257566291703076,-0.0721915459325174,0.0721915459324991,0.257566291703098
1.585,-0.255236545371663,-0.0761172228386865,0.0761172228386682,0.255236545371684
1.59,-0.25278463166064,-0.0799690382058355,0.0799690382058173,0.252784631660661
1.595,-0.250212943746666,-0.0837431944123895,0.0837431944123713,0.250212943746688
1.6,-0.247523920218291,-0.0874359467117184,0.0874359467117003,0.247523920218312
1.605,-0.244720210749862,-0.0910436623133795,0.0910436623133614,0.244720210749883
1.61,-0.241804549082853,-0.0945627832635592,0.0945627832635412,0.241804549082874
1.615,-0.238779783628496,-0.097989841131733,0.097989841131715,0.238779783628518
1.62,-0.235648849189788,-0.101321447852212,0.101321447852194,0.23564884918981
1.625,-0.232414767546215,-0.104554300926164,0.104554300926146,0.232414767546237
1.63,-0.229080716665224,-0.107685222768469,0.107685222768451,0.229080716665246
1.635,-0.225649954725409,-0.110711127816997,0.11071112781698,0.22564995472543
1.64,-0.222125839603336,-0.113629037139262,0.113629037139244,0.222125839603358
1.645,-0.218511770239045,-0.116436043165116,0.116436043165098,0.218511770239066
1.65,-0.214811286517382,-0.119129384223301,0.119129384223283,0.214811286517404
1.655,-0.211028012276776,-0.121706410412437,0.12170641041242,0.211028012276797
1.66,-0.207165649787911,-0.124164585125205,0.124164585125188,0.207165649787933
1.665,-0.203227971487599,-0.126501481795496,0.126501481795478,0.203227971487621
1.67,-0.199218789681317,-0.128714761685854,0.128714761685836,0.199218789681339
1.675,-0.195142045744572,-0.130802262985773,0.130802262985755,0.195142045744593
1.68,-0.191001728805895,-0.132761931075405,0.132761931075388,0.191001728805916
1.685,-0.186801893832231,-0.134591841380697,0.134591841380679,0.186801893832252
1.69,-0.182546626686723,-0.136290162894328,0.136290162894311,0.182546626686745
1.695,-0.178240083128093,-0.137855213747762,0.137855213747744,0.178240083128114
1.7,-0.173886486915538,-0.139285465873075,0.139285465873058,0.173886486915559
1.705,-0.169490100520698,-0.140579515562887,0.140579515562869,0.169490100520719
1.71,-0.165055228873612,-0.14173609401491,0.141736094014892,0.165055228873634
1.715,-0.160586179394797,-0.142754008181841,0.142754008181824,0.160586179394819
1.72,-0.156087341628237,-0.143632284535326,0.143632284535309,0.156087341628258
1.725,-0.151563119207514,-0.144370062299367,0.14437006229935,0.151563119207536
1.73,-0.147017942611651,-0.144966623750967,0.14496662375095,0.147017942611672
1.735,-0.142456252042114,-0.145421363990597,0.145421363990579,0.142456252042135
1.74,-0.137882500324152,-0.145733809639493,0.145733809639476,0.137882500324173
1.745,-0.133301172018656,-0.145903677145322,0.145903677145305,0.133301172018677
