"time","Adder1.Adder1.AND.G2.x","Adder1.Adder1.AND.G2.y","Adder1.Adder1.XOR.G2.x","Adder1.Adder1.XOR.G2.y","Adder1.Adder2.AND.G2.x","Adder1.Adder2.AND.G2.y","Adder1.Adder2.XOR.G2.x","Adder1.Adder2.XOR.G2.y","Counter.FF1.RS1.TD1.x","Counter.FF1.RS2.TD1.x","Counter.FF2.RS1.TD1.x","Counter.FF2.RS2.TD1.x","Counter.FF3.RS1.TD1.x","Counter.FF3.RS2.TD1.x"
1.674,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.676,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.678,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.68,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.682,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.684,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.686,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.688,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.69,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.692,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.694,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.696,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.698,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.7,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.702,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.704,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.706,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.708,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.71,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.712,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.714,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.716,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.718,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.72,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.722,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.724,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.726,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.728,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.73,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.732,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.734,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.736,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.738,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.74,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.742,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.744,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.746,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.748,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.75,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.752,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.754,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.756,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.758,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.76,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.762,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.764,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.766,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.768,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.77,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.772,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.774,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.776,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.778,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.78,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.782,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.784,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.786,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.788,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.79,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.792,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.794,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.796,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.798,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.8,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.802,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.804,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.806,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.808,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.81,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.812,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.814,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.816,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.818,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.82,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.822,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.824,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.826,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.828,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.83,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.832,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.834,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.836,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.838,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.84,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.842,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.844,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.846,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.848,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.85,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.852,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.854,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.856,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.858,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.86,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.862,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.864,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.866,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.868,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.87,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.872,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.874,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.876,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.878,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.88,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.882,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.884,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.886,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.888,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.89,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.892,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.894,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.896,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.898,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.9,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.902,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.904,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.906,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.908,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.91,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.912,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.914,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.916,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.918,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.92,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.922,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.924,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.926,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.928,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.93,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.932,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.934,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.936,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.938,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.94,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.942,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.944,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.946,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.948,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.95,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.952,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.954,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.956,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.958,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.96,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.962,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.964,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.966,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.968,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.97,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.972,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.974,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.976,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.978,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.98,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.982,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.984,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.986,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.988,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.99,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.992,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.994,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.996,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.998,3,3,4,4,3,3,4,4,3,3,4,4,3,4
2,3,3,4,4,3,3,4,4,3,3,4,4,3,4
2,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.001000000001,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.001000000001,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.002,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.004,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.006,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.008,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.01,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.012,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.014,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.016,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.018,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.02,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.022,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.024,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.026,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.028,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.03,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.032,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.034,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.036,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.038,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.04,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.042,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.044,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.046,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.048,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.05,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.052,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.054,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.056,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.058,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.06,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.062,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.064,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.066,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.068,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.07,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.072,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.074,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.076,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.078,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.08,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.082,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.084,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.086,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.088,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.09,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.092,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.094,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.096,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.098,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.1,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.102,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.104,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.106,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.108,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.11,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.112,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.114,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.116,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.118,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.12,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.122,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.124,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.126,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.128,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.13,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.132,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.134,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.136,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.138,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.14,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.142,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.144,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.146,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.148,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.15,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.152,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.154,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.156,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.158,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.16,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.162,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.164,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.166,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.168,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.17,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.172,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.174,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.176,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.178,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.18,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.182,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.184,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.186,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.188,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.19,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.192,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.194,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.196,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.198,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.2,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.202,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.204,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.206,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.208,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.21,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.212,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.214,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.216,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.218,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.22,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.222,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.224,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.226,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.228,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.23,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.232,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.234,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.236,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.238,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.24,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.242,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.244,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.246,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.248,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.25,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.252,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.254,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.256,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.258,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.26,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.262,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.264,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.266,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.268,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.27,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.272,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.274,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.276,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.278,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.28,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.282,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.284,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.286,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.288,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.29,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.292,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.294,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.296,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.298,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.3,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.302,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.304,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.306,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.308,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.31,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.312,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.314,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.316,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.318,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.32,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.322,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.324,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.326,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.328,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.33,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.332,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.334,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.336,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.338,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.34,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.342,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.344,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.346,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.348,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.35,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.352,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.354,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.356,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.358,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.36,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.362,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.364,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.366,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.368,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.37,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.372,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.374,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.376,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.378,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.38,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.382,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.384,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.386,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.388,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.39,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.392,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.394,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.396,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.398,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.4,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.402,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.404,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.406,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.408,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.41,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.412,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.414,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.416,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.418,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.42,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.422,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.424,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.426,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.428,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.43,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.432,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.434,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.436,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.438,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.44,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.442,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.444,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.446,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.448,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.45,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.452,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.454,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.456,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.458,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.46,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.462,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.464,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.466,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.468,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.47,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.472,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.474,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.476,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.478,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.48,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.482,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.484,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.486,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.488,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.49,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.492,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.494,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.496,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.498,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.5,3,3,4,4,3,3,4,4,3,4,4,4,3,4
2.5,3,3,4,4,4,3,3,4,4,4,4,3,3,4
2.501,3,3,4,4,4,3,3,4,4,4,4,3,3,4
2.501,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.502,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.504,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.506,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.508,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.51,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.512,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.514,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.516,3,3,4,4,4,4,3,3,4,4,4,3,3,4
2.518,3,3,4,4,4,4,3,3,4,4,4,3,3,4
