"time","bodyBox.body.Q[1]","bodyBox.body.Q[2]","bodyBox.body.Q[3]","bodyBox.body.Q[4]","bodyBox.body.w_a[1]","bodyBox.body.w_a[2]","bodyBox.body.w_a[3]","bodyBox.v_0[1]","bodyBox.v_0[2]","bodyBox.v_0[3]","bodyBox1.body.Q[1]","bodyBox1.body.Q[2]","bodyBox1.body.Q[3]","bodyBox1.body.Q[4]","bodyBox1.body.w_a[1]","bodyBox1.body.w_a[2]","bodyBox1.body.w_a[3]","bodyBox2.body.Q[1]","bodyBox2.body.Q[2]","bodyBox2.body.Q[3]","bodyBox2.body.Q[4]","bodyBox2.body.frame_a.r_0[1]","bodyBox2.body.frame_a.r_0[2]","bodyBox2.body.frame_a.r_0[3]","bodyBox2.body.w_a[1]","bodyBox2.body.w_a[2]","bodyBox2.body.w_a[3]","bodyBox2.v_0[1]","bodyBox2.v_0[2]","bodyBox2.v_0[3]","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b","universalSpherical.rRod_0[1]","universalSpherical.rRod_0[2]","universalSpherical.rRod_0[3]"
0.004,-2.97245587865717e-22,-3.92811246684473e-25,-5.57160192442144e-13,1,-1.49705595008719e-19,-7.99294377206241e-22,-1.67147981476013e-09,-3.0774522457306e-06,-0.0392265994372685,-2.3445968473659e-22,-1.9971140644589e-30,3.92390699164007e-17,-5.57139219653726e-13,1,1.67427812007471e-41,9.81273607524753e-14,-1.67142754789979e-09,-5.03220288580041e-21,-1.12355939893216e-20,-5.57160194682244e-13,1,0.999999996922548,-7.84531996249477e-05,3.31161153648048e-25,-9.09510055429402e-19,-2.03286583463039e-18,-1.67147981517101e-09,-3.07745224566579e-06,-0.0392265994372685,3.30872245021211e-22,-1.57074934461618,3.14167110580883,-0.0117416488559177,0.0392263568847736,0.999999996922548,-7.84531996249478e-05,-1.71580792096447e-25
0.0044,-3.27161807523131e-22,-9.67837688878102e-25,-9.87043387089685e-13,1,-1.49329947714121e-19,-7.0638928014418e-21,-2.69193491943224e-09,-4.09608890855534e-06,-0.0431492590937153,-2.0720752232014e-21,-5.60162686723234e-30,6.32030764363916e-17,-9.87009659159137e-13,1,-1.31065174922349e-40,1.43673864637894e-13,-2.69185849412864e-09,-5.64857012415048e-21,-1.26131966904747e-20,-9.87043389606608e-13,1,0.999999995494302,-9.49283713354931e-05,7.86961401424214e-25,-3.69674391957836e-18,-8.26094587898231e-18,-2.69193492109187e-09,-4.09608890829192e-06,-0.0431492590937153,1.87935435172048e-21,-1.57075361441488,3.14168758088353,-0.00970446685556141,0.0431490166149237,0.999999995494302,-9.49283713354931e-05,-4.56861396062829e-25
0.0048,-3.56979732477478e-22,-3.15365700435029e-24,-1.66367319018498e-12,1,-1.49107570060002e-19,-1.04226033281134e-20,-4.15917652027729e-09,-5.31783738898659e-06,-0.0470719185997439,-3.05729697979575e-21,-1.44816469736713e-29,9.76593899629646e-17,-1.6636211440299e-12,1,-2.9533795703852e-40,2.03489203672887e-13,-4.15906840264041e-09,-7.18379488153013e-21,-1.60444883299423e-20,-1.66367319339088e-12,1,0.999999993618595,-0.000112972606879896,1.90331934109788e-24,-1.20018623749084e-18,-2.67698701012725e-18,-4.15917652083523e-09,-5.31783738890103e-06,-0.0470719185997439,2.46168950295781e-21,-1.57075717271848,3.1417056250221,-0.00815503023852928,0.0470716762269264,0.999999993618595,-0.000112972606879896,-1.71346063630274e-24
0.0052,-3.86810802240778e-22,-5.05265425576677e-24,-2.68930965996294e-12,1,-1.49256175556268e-19,-7.79569684671442e-21,-6.20608720709865e-09,-6.76116238244739e-06,-0.0509945779106173,-2.28673775020609e-21,-3.51612249656596e-29,1.45727696540876e-16,-2.6892320850573e-12,1,-1.88611318220649e-40,2.80261754152305e-13,-6.20593841013862e-09,-8.4034848909723e-21,-1.87707071119437e-20,-2.68930966371956e-12,1,0.999999991210489,-0.0001325859061893,2.6847867086315e-24,-4.89541644787428e-19,-1.09078867255239e-18,-6.2060872073435e-09,-6.76116238241247e-06,-0.0509945779106173,1.49554254749587e-21,-1.57076018380533,3.14172523822449,-0.00694905242825316,0.0509943356856416,0.999999991210489,-0.0001325859061893,-2.84560554253226e-24
0.0056,-4.16651789459766e-22,-6.60470644991086e-24,-4.19516315420233e-12,1,-1.49026494764812e-19,-9.5978226366089e-21,-8.98961884160403e-09,-8.44452857714144e-06,-0.0549172369734949,0,-8.07205828795622e-29,2.11092507849618e-16,-4.19505088677677e-12,1,-4.63885346573332e-40,3.76969911170154e-13,-8.98941882106351e-09,-9.47792922778102e-21,-2.11725100573079e-20,-4.19516315844482e-12,1,0.99999998817766,-0.000153768269175359,3.2323388400512e-24,-3.54370609887094e-18,-7.92013886257569e-18,-8.98961884321718e-09,-8.44452857688892e-06,-0.0549172369734949,1.45583787809333e-21,-1.57076276489066,3.14174642049062,-0.00599202268755,0.0549169949495647,0.99999998817766,-0.000153768269175359,-3.3312035552724e-24
0.006,-4.46432657025719e-22,-8.88269656207428e-24,-6.34640950887482e-12,1,-1.48915205589211e-19,-1.16693206971419e-20,-1.26927983146386e-08,-1.0386400652103e-05,-0.0588398957267578,-3.42300076655398e-21,-1.7369695124035e-28,2.98055819592679e-16,-6.34625111207235e-12,1,-1.1055777575877e-39,4.9679179569516e-13,-1.2692534864837e-08,-1.03212451434308e-20,-2.30571213460837e-20,-6.34640951350034e-12,1,0.999999984420398,-0.000176519695726853,4.09232989198611e-24,-3.50996385957728e-18,-7.83823674782039e-18,-1.26927983162349e-08,-1.03864006518529e-05,-0.0588398957267578,3.8513529320469e-21,-1.57076500191829,3.14176917182042,-0.00521989026362226,0.0588396539702954,0.999999984420398,-0.000176519695726853,-4.57947744358328e-24
0.0064,-4.76204375392364e-22,-1.14970418594407e-23,-9.34760422016061e-12,1,-1.48737460131295e-19,-1.54915674933791e-20,-1.75267332968178e-08,-1.26052432749234e-05,-0.062762554099333,0,-3.51067173826897e-28,4.11577485274138e-16,-9.34738563837485e-12,1,1.37593649247229e-39,6.43143498558728e-13,-1.75263924038544e-08,-1.12991739073039e-20,-2.52411169939257e-20,-9.34760422522817e-12,1,0.99999997983161,-0.000200840185706049,6.15456782157285e-24,-1.43380905161687e-18,-3.19147146304355e-18,-1.75267332974805e-08,-1.26052432748211e-05,-0.062762554099333,5.45277459794956e-21,-1.57076695938794,3.14179349221376,-0.00458791038291554,0.0627623126920081,0.99999997983161,-0.000200840185706049,-6.17529461107461e-24
0.0068,-5.0590386936003e-22,-1.55123123694594e-23,-1.34484996805758e-11,1,-1.48139208690016e-19,-2.64410661807249e-20,-2.37326179808374e-08,-1.51195210991286e-05,-0.0666852120100185,-7.75604615342873e-21,-6.82775348658253e-28,5.57326334804337e-16,-1.34482038643717e-11,1,9.54272612306696e-40,8.19695796071935e-13,-2.37321837065098e-08,-1.22985982539043e-20,-2.74734895673641e-20,-1.34484996860931e-11,1,0.999999974296812,-0.000226729738944779,7.94910799671034e-24,-1.16197905084526e-18,-2.58959567363668e-18,-2.37326179813607e-08,-1.51195210990457e-05,-0.0666852120100184,3.30872245021211e-21,-1.57076868660936,3.14181938167052,-0.00406411974128754,0.0666849710509205,0.999999974296812,-0.000226729738944779,-7.41713230210348e-24
0.0072,-5.35505164772973e-22,-2.11105489471716e-23,-1.89502629006858e-11,1,-1.48079014762393e-19,-2.60224713288015e-20,-3.15837388136318e-08,-1.79476987611837e-05,-0.0706078693668077,-7.6332583725078e-21,-1.27912361852279e-27,7.41726206709478e-16,-1.89498694102499e-11,1,9.98586635408746e-40,1.0303167852571e-12,-3.15831931698839e-08,-1.46572206842563e-20,-3.27461961377264e-20,-1.8950262907256e-11,1,0.99999996769414,-0.000254188355240258,8.91088836797993e-24,-1.21052219547388e-18,-2.69940534465147e-18,-3.15837388141566e-08,-1.79476987610974e-05,-0.0706078693668077,2.91167575618666e-21,-1.57077022195117,3.14184684019054,-0.00362516170422929,0.0706076289747643,0.99999996769414,-0.000254188355240258,-1.03208145052077e-23
0.0076,-5.65186297268435e-22,-2.51444660426191e-23,-2.62121037394625e-11,1,-1.48929970330047e-19,-1.18421450348041e-20,-4.13874802157877e-08,-2.11082408770987e-05,-0.0745305260662146,-3.47369605256988e-21,-2.31723930839256e-27,9.71999358413259e-16,-2.62115883214322e-11,1,4.73903336145175e-40,1.27914128753946e-12,-4.13868030252196e-08,-1.4105991107666e-20,-3.15112775177466e-20,-2.62121037457851e-11,1,0.999999959894338,-0.000283216034350619,1.08279055426719e-23,-1.56835932648233e-18,-3.48518492758301e-18,-4.13874802165381e-08,-2.11082408769867e-05,-0.0745305260662146,8.12622233772094e-21,-1.57077159569095,3.14187586777363,-0.00325367284611114,0.0745302863822538,0.999999959894338,-0.000283216034350619,-1.34355329504834e-23
0.008,-5.95039873707929e-22,-2.65251940421628e-23,-3.56583080461448e-11,1,-1.49631160206286e-19,-3.42253059584448e-21,-5.34873302859555e-08,-2.46196120386103e-05,-0.0784531819925982,-1.00394255711055e-21,-4.07348041488922e-27,1.25621912603417e-15,-3.5657642187362e-11,1,-3.13128380134685e-39,1.57053611103644e-12,-5.34864991132567e-08,-8.61277093037651e-21,-1.92237946254226e-20,-3.56583080500173e-11,1,0.99999995076077,-0.000313812775990174,1.40571370455424e-23,-1.3081400074936e-18,-2.9048071115829e-18,-5.34873302866232e-08,-2.46196120385169e-05,-0.0784531819925981,7.72917564369549e-21,-1.57077283202749,3.14190646441957,-0.00293654874240822,0.0784529431825561,0.99999995076077,-0.000313812775990174,-1.57351044781485e-23
0.0084,-6.25031929856906e-22,-2.61333309492387e-23,-4.77855793934582e-11,1,-1.49524868491794e-19,-6.91807087750017e-21,-6.82648864913301e-08,-2.85002768089213e-05,-0.0823758370174873,-2.02930111940871e-21,-6.97136291725447e-27,1.60335215217358e-15,-4.77847298447606e-11,1,-9.6392739126095e-39,1.9090587031478e-12,-6.82638764213626e-08,-7.71983524136822e-21,-1.72218774484498e-20,-4.77855793969614e-11,1,0.999999940149409,-0.000345978579824478,1.81461024289193e-23,-1.67313479187593e-18,-3.72240470246668e-18,-6.82648864922533e-08,-2.85002768088019e-05,-0.0823758370174873,7.14684049245816e-21,-1.57077395064671,3.14193863012809,-0.00266363475249324,0.0823755992747606,0.999999940149409,-0.000345978579824478,-1.38813450164374e-23
0.0088,-6.54959840192702e-22,-2.75038932891277e-23,-6.31709479989379e-11,1,-1.49308668273681e-19,-1.3091752583141e-20,-8.61418613313096e-08,-3.27686997179576e-05,-0.0862984909989053,-3.84024784505127e-21,-1.16487642232438e-26,2.02329923894797e-15,-6.31698762809452e-11,1,-5.3518711168446e-38,2.29947414007595e-12,-8.61406449122781e-08,-9.34294227025436e-21,-2.08489286360761e-20,-6.3170948003208e-11,1,0.999999927908847,-0.000379713445464996,1.98731838300635e-23,-2.05586656766146e-18,-4.59903136333456e-18,-8.61418613324469e-08,-3.27686997178111e-05,-0.0862984909989052,-3.70576914423756e-22,-1.57077496760916,3.14197236489888,-0.00242707217472206,0.0862982545473484,0.999999927908847,-0.000379713445464996,-1.29075792346974e-23
0.0092,-6.84905521116438e-22,-2.94394038369758e-23,-8.2479940132908e-11,1,-1.50438441624101e-19,-1.05202612325095e-21,-1.07582087982405e-07,-3.74433452571355e-05,-0.090221143780695,0,-1.90045524889674e-26,2.52694688326683e-15,-8.24786020102521e-11,1,-1.72127952279648e-37,2.74691822128588e-12,-1.07580635101459e-07,-1.50811586212295e-20,-3.36814313242084e-20,-8.24799401397904e-11,1,0.999999913880287,-0.000415017372463607,1.89835456014024e-23,-6.86982418962438e-18,-1.53725589242736e-17,-1.075820879857e-07,-3.7443345256646e-05,-0.0902211437806949,-3.54695046662738e-21,-1.57077589619295,3.1420076687316,-0.00222065472212276,0.0902209088776621,0.999999913880287,-0.000415017372463607,-1.19971537789051e-23
0.0096,-7.15061130764846e-22,-2.90958959497226e-23,-1.06475250233761e-10,1,-1.51759698488197e-19,1.42105509071134e-20,-1.33093525911261e-07,-4.25426778736e-05,-0.0941437951918432,4.16842760095312e-21,-3.03493576921438e-26,3.12622560979834e-15,-1.06473595171395e-10,1,-2.26406216438254e-37,3.25671851965688e-12,-1.33091803672306e-07,-2.11765946571093e-20,-4.73129704316796e-20,-1.06475250243412e-10,1,0.999999897897546,-0.000451890360306764,1.80222437834484e-23,-5.13640899181468e-18,-1.1479439336997e-17,-1.33093525913767e-07,-4.2542677873234e-05,-0.0941437951918432,2.64697796016969e-21,-1.57077674742282,3.14204454162584,-0.00203947935124708,0.0941435621313754,0.999999897897546,-0.000451890360306764,-1.14756545571467e-23
0.01,-7.45498369824248e-22,-2.55078466655491e-23,-1.36025748528669e-10,1,-1.52600758062481e-19,2.12251803514119e-20,-1.63230266458093e-07,-4.80851619639195e-05,-0.0980664450458059,6.22605209793791e-21,-4.75298089545624e-26,3.83415993022147e-15,-1.36023719123762e-10,1,-2.27349849346607e-37,3.83443655861675e-12,-1.63228239059279e-07,-2.44382031188167e-20,-5.46048162683415e-20,-1.36025748539818e-10,1,0.999999879787057,-0.000490332408409427,1.95458240852469e-23,-6.82656845164144e-18,-1.52451106409255e-17,-1.63230266461346e-07,-4.80851619634329e-05,-0.0980664450458059,7.51741740688192e-21,-1.57077753056366,3.14208298358114,-0.00187960289586598,0.0980662141619625,0.999999879787057,-0.000490332408409427,-1.00768444831473e-23
0.0104,-7.76095856886119e-22,-2.01691031166935e-23,-1.7211590109241e-10,1,-1.52850972856735e-19,2.45969542845018e-20,-1.98594538383315e-07,-5.4089261867207e-05,-0.101989093139832,7.2151056531755e-21,-7.31350651498175e-26,4.66490817698864e-15,-1.72113432479868e-10,1,-2.13056753294965e-37,4.48583183574246e-12,-1.98592166976073e-07,-2.85616637785125e-20,-6.38202323113e-20,-1.72115901105445e-10,1,0.999999859367868,-0.000530343516108722,2.35272825699523e-23,-5.33826323946108e-18,-1.19102951873106e-17,-1.98594538385929e-07,-5.40892618668263e-05,-0.101989093139832,1.01643953670516e-20,-1.57077825346918,3.14212299459698,-0.00173781532411275,0.101988864810168,0.999999859367868,-0.000530343516108722,-8.93092165619165e-24
0.0108,-8.06621065855889e-22,-1.64075617983115e-23,-2.15855597852383e-10,1,-1.51969719144545e-19,7.33323872522171e-21,-2.39838713372341e-07,-6.05734418576435e-05,-0.105911739254291,2.15108230718649e-21,-1.10727861614269e-25,5.63380111464489e-15,-2.15852617082524e-10,1,-2.13289992728177e-37,5.21688148678667e-12,-2.39835955931484e-07,-3.00017597672327e-20,-6.70350686509795e-20,-2.15855597866106e-10,1,0.999999836451637,-0.000571923682657323,2.76594120447991e-23,1.98132305891021e-18,4.44720131136054e-18,-2.39838713371662e-07,-6.05734418577844e-05,-0.105911739254291,7.09390093325477e-21,-1.57077892283591,3.14216457467278,-0.00161148389642285,0.105911513903478,0.999999836451637,-0.000571923682657323,-7.4645110632422e-24
0.0112,-8.37019639033483e-22,-1.5512583658605e-23,-2.68490384125053e-10,1,-1.52084407691758e-19,1.31342493443666e-21,-2.87667311493361e-07,-6.75561661363801e-05,-0.109834383151993,0,-1.65138076661489e-25,6.75738927806365e-15,-2.68486809516546e-10,1,-2.25497125557611e-37,6.03383374841758e-12,-2.87664122710016e-07,-3.33971741963178e-20,-7.46260330251257e-20,-2.68490384140338e-10,1,0.999999810842642,-0.000615072907216563,2.931114226525e-23,-1.69052674514311e-19,-3.81023667675696e-19,-2.87667311493659e-07,-6.7556166136368e-05,-0.109834383151993,-5.29395592033938e-22,-1.57077954440018,3.14220772380787,-0.00149843923934876,0.109834161255585,0.999999810842642,-0.000615072907216563,-6.75221206292584e-24
0.0116,-8.67486009686246e-22,-1.43190945195665e-23,-3.31412092491653e-10,1,-1.53253741842769e-19,2.0473840830889e-20,-3.42839006602371e-07,-7.50558988227908e-05,-0.113757024577518,6.00565869717916e-21,-2.42852783514971e-25,8.05349571800385e-15,-3.31407832961447e-10,1,-2.34228245891608e-37,6.94317579743325e-12,-3.42835337755922e-07,-3.58465024781909e-20,-8.0104259153793e-20,-3.31412092508083e-10,1,0.99999978233777,-0.000659791188849273,2.88060379283668e-23,-2.82593098211416e-18,-6.32242655412379e-18,-3.42839006603899e-07,-7.50558988225893e-05,-0.113757024577518,-2.11758236813575e-22,-1.57078012310272,3.14225244200153,-0.00139688298239585,0.113756806665864,0.99999978233777,-0.000659791188849273,-5.69897054873495e-24
0.012,-8.98115688328594e-22,-1.02576338015726e-23,-4.06169916966371e-10,1,-1.52777299610218e-19,1.94209297240096e-20,-4.06168631681876e-07,-8.30911039450518e-05,-0.117679663256538,5.69680465569364e-21,-3.52523071323694e-25,9.54126676691476e-15,-4.06164871334966e-10,1,-1.98694348928903e-37,7.95163887267738e-12,-4.06164430507361e-07,-3.317139165443e-20,-7.4120958284453e-20,-4.06169916981656e-10,1,0.999999750726526,-0.00070607852651233,3.0004864453407e-23,1.97551011864491e-18,4.4505280913099e-18,-4.06168631681239e-07,-8.30911039451921e-05,-0.117679663256538,1.31290106824417e-20,-1.57078066322345,3.14229872925292,-0.00130531345058925,0.117679449918838,0.999999750726526,-0.00070607852651233,-3.35426764966166e-24
0.0124,-9.29221833685618e-22,3.08790173458633e-24,-4.94482155220924e-10,1,-1.53197445994112e-19,4.37141041637065e-20,-4.78529184069526e-07,-9.16802454300004e-05,-0.121602298895144,0,-5.05638806323873e-25,1.12412142499278e-14,-4.94476211492276e-10,1,2.46750127876929e-37,9.06617466826707e-12,-4.78524394645282e-07,-3.088302994047e-20,-6.89965969883874e-20,-4.9448215523525e-10,1,0.999999715791029,-0.000753934919048746,3.52582280199314e-23,-2.07437566596592e-18,-4.54123697502562e-18,-4.78529184070719e-07,-9.16802454298516e-05,-0.121602298895144,3.70576914423756e-20,-1.57078116847294,3.14234658556114,-0.00122247897207453,0.121602090783648,0.999999715791029,-0.000753934919048746,3.57168866283341e-24
0.0128,-9.61106986297677e-22,3.24360598965214e-23,-5.98247567480387e-10,1,-1.60049854562141e-19,1.81702693526823e-19,-5.60853830743812e-07,-0.000100841787092334,-0.12552493117917,5.32994553264754e-20,-7.17130626789861e-25,1.31752654084611e-14,-5.9824060209879e-10,1,1.23911377229463e-36,1.02939520963548e-11,-5.60848393373869e-07,-4.15662555221763e-20,-9.28715027242086e-20,-5.98247567499584e-10,1,0.99999967730601,-0.000803360365180021,4.55973461300022e-23,-5.30080696844603e-18,-1.17017420805911e-17,-5.60853830746706e-07,-0.000100841787091955,-0.12552493117917,5.7809998650106e-20,-1.57078164211003,3.14239601092519,-0.00114731394401788,0.125524729013525,0.99999967730601,-0.000803360365180021,1.93659073816043e-23
0.0132,-9.93452530800924e-22,7.34694808103977e-23,-7.19557142552463e-10,1,-1.63637977653341e-19,2.61665681255826e-19,-6.5413791351014e-07,-0.000110594192623068,-0.129447559773516,0,-1.00618966358091e-24,1.53668168049913e-14,-7.19549019643661e-10,1,-1.02411123094913e-36,1.16424078128221e-11,-6.54131764589155e-07,-4.86730734065605e-20,-1.08735541383582e-19,-7.19557142574956e-10,1,0.999999635038817,-0.000854354863498222,6.60331896802586e-23,-8.71447776603382e-18,-1.92952626641322e-17,-6.54137913514754e-07,-0.000110594192622445,-0.129447559773516,7.41153828847513e-20,-1.57078208703503,3.14244700534397,-0.00107888834511381,0.129447364345257,0.999999635038817,-0.000854354863498222,4.18492250786609e-23
