"time","volume.medium.h","volume.medium.p"
0.027876,84627.7762734927,715028.362818596
0.028078,84632.2317178786,719477.116029564
0.02828,84636.6871761645,723925.892669636
0.028482,84641.1426483506,728374.692738813
0.028684,84645.5981344369,732823.516237092
0.028886,84650.0536344233,737272.363164476
0.029088,84654.5091483097,741721.233520963
0.02929,84658.9646760964,746170.127306554
0.029492,84663.4202177832,750619.044521249
0.029694,84667.8757733702,755067.985165047
0.029896,84672.3313428572,759516.94923795
0.030098,84676.7869262445,763965.936739956
0.0303,84681.2425235318,768414.947671065
0.030502,84685.6981347193,772863.982031279
0.030704,84690.153759807,777313.039820596
0.030906,84694.6093987948,781762.121039017
0.031108,84699.0650516827,786211.225686541
0.03131,84703.5207184707,790660.353763169
0.031512,84707.9763991589,795109.505268901
0.031714,84712.4320937473,799558.680203737
0.031916,84716.8878022358,804007.878567677
0.032118,84721.3435246244,808457.10036072
0.03232,84725.7992609131,812906.345582867
0.032522,84730.255011102,817355.614234118
0.032724,84734.7107751911,821804.906314472
0.032926,84739.1665531802,826254.22182393
0.033128,84743.6223450696,830703.560762492
0.03333,84748.078150859,835152.923130158
0.033532,84752.5339705486,839602.308926927
0.033734,84756.9898041383,844051.7181528
0.033936,84761.4456516282,848501.150807777
0.034138,84765.9015130183,852950.606891858
0.03434,84770.3573883084,857400.086405042
0.034542,84774.8132774987,861849.58934733
0.034744,84779.2691805892,866299.115718722
0.034946,84783.7250975797,870748.665519217
0.035148,84788.1810284704,875198.238748816
0.03535,84792.6369732613,879647.835407519
0.035552,84797.0929319523,884097.455495326
0.035754,84801.5489045434,888547.099012236
0.035956,84806.0048910347,892996.765958251
0.036158,84810.4608914261,897446.456333368
0.03636,84814.9169057177,901896.17013759
0.036562,84819.3729339094,906345.907370915
0.036764,84823.8289760012,910795.668033344
0.036966,84828.2850319932,915245.452124877
0.037168,84832.7411018853,919695.259645513
0.03737,84837.1971856776,924145.090595254
0.037572,84841.65328337,928594.944974098
0.037774,84846.1093949625,933044.822782045
0.037976,84850.5655204552,937494.724019097
0.038178,84855.021659848,941944.648685252
0.03838,84859.4778131409,946394.596780511
0.038582,84863.933980334,950844.568304873
0.038784,84868.3901614273,955294.56325834
0.038986,84872.8463564206,959744.58164091
0.039188,84877.3025653142,964194.623452584
0.03939,84881.7587881078,968644.688693361
0.039592,84886.2150248016,973094.777363242
0.039794,84890.6712753956,977544.889462228
0.039996,84895.1275398896,981995.024990316
0.040198,84899.5838182838,986445.183947509
0.0404,84904.0401105782,990895.366333805
0.040602,84908.4964167727,995345.572149205
0.040804,84912.9527368673,999795.801393708
0.041006,84917.4090708621,1004246.05406732
0.041208,84921.865418757,1008696.33017003
0.04141,84926.3217805521,1013146.62970184
0.041612,84930.7781562473,1017596.95266276
0.041814,84935.2345458426,1022047.29905278
0.042016,84939.6909493381,1026497.66887191
0.042218,84944.1473667337,1030948.06212014
0.04242,84948.6037980294,1035398.47879747
0.042622,84953.0602432253,1039848.91890391
0.042824,84957.5167023214,1044299.38243945
0.043026,84961.9731753175,1048749.86940409
0.043228,84966.4296622138,1053200.37979784
0.04343,84970.8861630103,1057650.9136207
0.043632,84975.3426777069,1062101.47087265
0.043834,84979.7992063036,1066552.05155371
0.044036,84984.2557488005,1071002.65566387
0.044238,84988.7123051975,1075453.28320314
0.04444,84993.1688754947,1079903.93417151
0.044642,84997.625459692,1084354.60856899
0.044844,85002.0820577894,1088805.30639556
0.045046,85006.538669787,1093256.02765125
0.045248,85010.9952956847,1097706.77233603
0.04545,85015.4519354825,1102157.54044992
0.045652,85019.9085891805,1106608.33199292
0.045854,85024.3652567787,1111059.14696501
0.046056,85028.8219382769,1115509.98536621
0.046258,85033.2786336753,1119960.84719652
0.04646,85037.7353429739,1124411.73245593
0.046662,85042.1920661726,1128862.64114444
0.046864,85046.6488032714,1133313.57326205
0.047066,85051.1055542704,1137764.52880877
0.047268,85055.5623191695,1142215.5077846
0.04747,85060.0190979687,1146666.51018952
0.047672,85064.4758906681,1151117.53602355
0.047874,85068.9326972677,1155568.58528669
0.048076,85073.3895177673,1160019.65797892
0.048278,85077.8463521671,1164470.75410027
0.04848,85082.3032004671,1168921.87365071
0.048682,85086.7600626672,1173373.01663026
0.048884,85091.2169387674,1177824.18303891
0.049086,85095.6738287678,1182275.37287667
0.049288,85100.1307326683,1186726.58614353
0.04949,85104.587650469,1191177.82283949
0.049692,85109.0445821697,1195629.08296456
0.049894,85113.5015277707,1200080.36651873
0.050096,85117.9584872717,1204531.67350201
0.050298,85122.4154606729,1208983.00391439
0.0505,85126.8724479743,1213434.35775587
0.050702,85131.3294491758,1217885.73502646
0.050904,85135.7864642774,1222337.13572615
0.051106,85140.2434932792,1226788.55985494
0.051308,85144.7005361811,1231240.00741284
0.05151,85149.1575929831,1235691.47839984
0.051712,85153.6146636853,1240142.97281595
0.051914,85158.0717482876,1244594.49066115
0.052116,85162.5288467901,1249046.03193547
0.052318,85166.9859591927,1253497.59663888
0.05252,85171.4430854955,1257949.1847714
0.052722,85175.9002256984,1262400.79633303
0.052924,85180.3573798014,1266852.43132375
0.053126,85184.8145478046,1271304.08974359
0.053328,85189.2717297079,1275755.77159252
0.05353,85193.7289255113,1280207.47687056
0.053732,85198.1861352149,1284659.2055777
0.053934,85202.6433588186,1289110.95771395
0.054136,85207.1005963225,1293562.7332793
0.054338,85211.5578482581,1298014.53288333
0.05454,85216.0151150053,1302466.35696158
0.054742,85220.4723956738,1306918.20449325
0.054944,85224.9296902637,1311370.07547835
0.055146,85229.3869987749,1315821.96991688
0.055348,85233.8443212075,1320273.88780883
0.05555,85238.3016575614,1324725.82915421
0.055752,85242.7590078367,1329177.79395302
0.055954,85247.2163720333,1333629.78220525
0.056156,85251.6737501513,1338081.79391091
0.056358,85256.1311421906,1342533.82907
0.05656,85260.5885481513,1346985.88768252
0.056762,85265.0459680333,1351437.96974846
0.056964,85269.5034018367,1355890.07526783
0.057166,85273.9608495615,1360342.20424062
0.057368,85278.4183112076,1364794.35666685
0.05757,85282.875786775,1369246.5325465
0.057772,85287.3332762638,1373698.73187957
0.057974,85291.7907796739,1378150.95466608
0.058176,85296.2482970054,1382603.20090601
0.058378,85300.7058282583,1387055.47059937
0.05858,85305.1633734325,1391507.76374615
0.058782,85309.6209325281,1395960.08034636
0.058984,85314.078505545,1400412.4204
0.059186,85318.5360924832,1404864.78390707
0.059388,85322.9936933428,1409317.17086756
0.05959,85327.4513081238,1413769.58128148
0.059792,85331.9089368261,1418222.01514883
0.059994,85336.3665794498,1422674.4724696
0.060196,85340.8242359948,1427126.9532438
0.060398,85345.2819064611,1431579.45747143
0.0606,85349.7395908489,1436031.98515248
0.060802,85354.1972891579,1440484.53628696
0.061004,85358.6550013884,1444937.11087487
0.061206,85363.1127275401,1449389.70891621
0.061408,85367.5704676133,1453842.33041097
0.06161,85372.0282216077,1458294.97535916
0.061812,85376.4859895236,1462747.64376077
0.062014,85380.9437713607,1467200.33561582
0.062216,85385.4015671193,1471653.05092429
0.062418,85389.8593767991,1476105.78968618
0.06262,85394.3172004004,1480558.55190151
0.062822,85398.775037923,1485011.33757026
0.063024,85403.2328893669,1489464.14669244
0.063226,85407.6907547322,1493916.97926804
0.063428,85412.1486340188,1498369.83529707
0.06363,85416.6065272268,1502822.71477953
0.063832,85421.0644343562,1507275.61771542
0.064034,85425.5223554069,1511728.54410473
0.064236,85429.9802903789,1516181.49394747
0.064438,85434.4382392723,1520634.46724364
0.06464,85438.8962020871,1525087.46399323
0.064842,85443.3541788232,1529540.48419625
0.065044,85447.8121694806,1533993.5278527
0.065246,85452.2701740595,1538446.59496257
0.065448,85456.7281925596,1542899.68552587
0.06565,85461.1862249811,1547352.7995426
0.065852,85465.644271324,1551805.93701276
0.066054,85470.1023315882,1556259.09793634
0.066256,85474.5604057738,1560712.28231335
0.066458,85479.0184938807,1565165.49014379
0.06666,85483.476595909,1569618.72142765
0.066862,85487.9347118586,1574071.97616494
0.067064,85492.3928417296,1578525.25435566
0.067266,85496.8509855219,1582978.5559998
0.067468,85501.3091432356,1587431.88109737
0.06767,85505.7673148706,1591885.22964837
0.067872,85510.225500427,1596338.60165279
0.068074,85514.6836999047,1600791.99711065
0.068276,85519.1419133038,1605245.41602193
0.068478,85523.6001406242,1609698.85838663
0.06868,85528.058381866,1614152.32420477
0.068882,85532.5166370291,1618605.81347633
0.069084,85536.9749061136,1623059.32620131
0.069286,85541.4331891195,1627512.86237973
0.069488,85545.8914860467,1631966.42201157
0.06969,85550.3497968952,1636420.00509683
0.069892,85554.8081216651,1640873.61163553
0.070094,85559.2664603564,1645327.24162765
0.070296,85563.724812969,1649780.8950732
0.070498,85568.1831795029,1654234.57197217
0.0707,85572.6415599582,1658688.27232458
0.070902,85577.0999543349,1663141.99613041
0.071104,85581.5583626329,1667595.74338966
0.071306,85586.0167848522,1672049.51410235
0.071508,85590.4752209929,1676503.30826846
0.07171,85594.933671055,1680957.12588799
0.071912,85599.3921350384,1685410.96696096
0.072114,85603.8506129432,1689864.83148735
0.072316,85608.3091047693,1694318.71946717
0.072518,85612.7676105168,1698772.63090041
0.07272,85617.2261301856,1703226.56578709
0.072922,85621.6846637758,1707680.52412718
0.073124,85626.1432112873,1712134.50592071
0.073326,85630.6017727202,1716588.51116766
0.073528,85635.0603480744,1721042.53986804
0.07373,85639.51893735,1725496.59202185
0.073932,85643.9775405469,1729950.66762909
0.074134,85648.4361576652,1734404.76668975
0.074336,85652.8947887048,1738858.88920383
0.074538,85657.3534336658,1743313.03517135
0.07474,85661.8120925481,1747767.20459229
0.074942,85666.2707653518,1752221.39746666
0.075144,85670.7294520769,1756675.61379446
0.075346,85675.1881527232,1761129.85357568
0.075548,85679.646867291,1765584.11681033
0.07575,85684.1055957801,1770038.4034984
0.075952,85688.5643381906,1774492.71363991
0.076154,85693.0230945224,1778947.04723484
0.076356,85697.4818647755,1783401.4042832
0.076558,85701.94064895,1787855.78478498
0.07676,85706.3994470459,1792310.18874019
0.076962,85710.8582590631,1796764.61614883
0.077164,85715.3170850016,1801219.0670109
0.077366,85719.7759248615,1805673.54132639
0.077568,85724.2347786428,1810128.03909531
0.07777,85728.6936463454,1814582.56031765
0.077972,85733.1525279694,1819037.10499343
0.078174,85737.6114235147,1823491.67312263
0.078376,85742.0703329814,1827946.26470525
0.078578,85746.5292563694,1832400.87974131
0.07878,85750.9881936788,1836855.51823079
0.078982,85755.4471449095,1841310.1801737
0.079184,85759.9061100615,1845764.86557003
0.079386,85764.365089135,1850219.57441979
0.079588,85768.8240821297,1854674.30672298
0.07979,85773.2830890459,1859129.0624796
0.079992,85777.7421098834,1863583.84168964
0.080194,85782.2011446422,1868038.64435311
0.080396,85786.6601933224,1872493.47047001
0.080598,85791.1192559239,1876948.32004033
0.0808,85795.5783324468,1881403.19306408
0.081002,85800.0374228911,1885858.08954126
0.081204,85804.4965272566,1890313.00947187
0.081406,85808.9556456593,1894767.95298867
0.081608,85813.4147798712,1899222.92212456
0.08181,85817.873928034,1903677.91474781
0.082012,85822.3330901477,1908132.93085844
0.082214,85826.7922662124,1912587.97045644
0.082416,85831.2514562281,1917043.0335418
0.082618,85835.7106601946,1921498.12011454
0.08282,85840.1698781121,1925953.23017464
0.083022,85844.6291099806,1930408.36372212
0.083224,85849.0883557999,1934863.52075696
0.083426,85853.5476155703,1939318.70127917
0.083628,85858.0068892915,1943773.90528876
0.08383,85862.4661769637,1948229.13278571
0.084032,85866.9254785869,1952684.38377003
0.084234,85871.384794161,1957139.65824172
0.084436,85875.844123686,1961594.95620078
0.084638,85880.3034671619,1966050.27764721
0.08484,85884.7628245888,1970505.62258101
0.085042,85889.2221959667,1974960.99100218
0.085244,85893.6815812955,1979416.38291072
0.085446,85898.1409805752,1983871.79830663
0.085648,85902.6003938058,1988327.23718991
0.08585,85907.0598209874,1992782.69956056
0.086052,85911.51926212,1997238.18541857
0.086254,85915.9787172035,2001693.69476396
0.086456,85920.4381862379,2006149.22759672
0.086658,85924.8976692233,2010604.78391684
0.08686,85929.3571661596,2015060.36372434
0.087062,85933.8166770468,2019515.96701921
0.087264,85938.276201885,2023971.59380144
0.087466,85942.7357406741,2028427.24407104
0.087668,85947.1952934142,2032882.91782802
0.08787,85951.6548601052,2037338.61507236
0.088072,85956.1144407471,2041794.33580407
0.088274,85960.57403534,2046250.08002316
0.088476,85965.0336438838,2050705.84772961
0.088678,85969.4932663786,2055161.63892343
0.08888,85973.9529028243,2059617.45360462
0.089082,85978.4125532209,2064073.29177318
0.089284,85982.8722175685,2068529.15342911
0.089486,85987.331895867,2072985.03857241
0.089688,85991.7915881164,2077440.94720308
0.08989,85996.2512943168,2081896.87932112
0.090092,86000.7110144682,2086352.83492653
0.090294,86005.1707485705,2090808.81401931
0.090496,86009.6304966237,2095264.81659945
0.090698,86014.0902586278,2099720.84266697
0.0909,86018.5500345829,2104176.89222186
0.091102,86023.009824489,2108632.96526411
0.091304,86027.469628346,2113089.06179374
0.091506,86031.9294461539,2117545.18181074
0.091708,86036.3892779127,2122001.3253151
0.09191,86040.8491236225,2126457.49230684
0.092112,86045.3089832833,2130913.68278594
0.092314,86049.7688568949,2135369.89675241
0.092516,86054.2287444576,2139826.13420626
0.092718,86058.6886459711,2144282.39514747
0.09292,86063.1485614356,2148738.67957605
0.093122,86067.6084908511,2153194.987492
0.093324,86072.0684342174,2157651.31889532
0.093526,86076.5283915348,2162107.67378601
0.093728,86080.988362803,2166564.05216408
0.09393,86085.4483480222,2171020.4540295
0.094132,86089.9083471923,2175476.8793823
0.094334,86094.3683603134,2179933.32822247
0.094536,86098.8283873854,2184389.80055001
0.094738,86103.2884284084,2188846.29636492
0.09494,86107.7484833823,2193302.8156672
0.095142,86112.2085523071,2197759.35845685
0.095344,86116.6686351829,2202215.92473386
0.095546,86121.1287320096,2206672.51449825
0.095748,86125.5888427873,2211129.12775
0.09595,86130.0489675159,2215585.76448913
0.096152,86134.5091061954,2220042.42471563
0.096354,86138.9692588259,2224499.10842949
0.096556,86143.4294254073,2228955.81563072
0.096758,86147.8896059396,2233412.54631933
0.09696,86152.3498004229,2237869.3004953
0.097162,86156.8100088572,2242326.07815864
0.097364,86161.2702312423,2246782.87930936
0.097566,86165.7304675784,2251239.70394744
0.097768,86170.1907178655,2255696.55207289
0.09797,86174.6509821035,2260153.42368571
0.098172,86179.1112602924,2264610.3187859
0.098374,86183.5715524323,2269067.23737346
0.098576,86188.0318585231,2273524.17944839
0.098778,86192.4921785649,2277981.14501069
0.09898,86196.9525125576,2282438.13406036
0.099182,86201.4128605012,2286895.1465974
0.099384,86205.8732223958,2291352.1826218
0.099586,86210.3335982413,2295809.24213358
0.099788,86214.7939880377,2300266.32513273
0.09999,86219.2543917851,2304723.43161925
0.100192,86223.7148094835,2309180.56159313
0.100394,86228.1752411327,2313637.71505439
0.100596,86232.6356867329,2318094.89200301
0.100798,86237.0961462841,2322552.09243901
0.101,86241.5566197862,2327009.31636237
0.101202,86246.0171072392,2331466.56377311
0.101404,86250.4776086432,2335923.83467121
0.101606,86254.9381239981,2340381.12905668
0.101808,86259.398653304,2344838.44692952
0.10201,86263.8591965607,2349295.78828974
0.102212,86268.3197537685,2353753.15313732
0.102414,86272.7803249272,2358210.54147227
0.102616,86277.2409100368,2362667.95329459
0.102818,86281.7015090973,2367125.38860428
0.10302,86286.1621221088,2371582.84740134
0.103222,86290.6227490712,2376040.32968577
0.103424,86295.0833899846,2380497.83545757
0.103626,86299.5440448489,2384955.36471674
0.103828,86304.0047136642,2389412.91746327
0.10403,86308.4653964303,2393870.49369718
0.104232,86312.9260931475,2398328.09341846
0.104434,86317.3868038155,2402785.71662711
0.104636,86321.8475284346,2407243.36332312
0.104838,86326.3082670045,2411701.03350651
0.10504,86330.7690195254,2416158.72717726
0.105242,86335.2297859972,2420616.44433539
0.105444,86339.69056642,2425074.18498088
0.105646,86344.1513607937,2429531.94911375
0.105848,86348.6121691184,2433989.73673398
0.10605,86353.0729913939,2438447.54784158
0.106252,86357.5338276205,2442905.38243656
0.106454,86361.9946777979,2447363.2405189
0.106656,86366.4555419263,2451821.12208861
0.106858,86370.9164200057,2456279.02714569
0.10706,86375.377312036,2460736.95569014
0.107262,86379.8382180172,2465194.90772196
0.107464,86384.2991379494,2469652.88324115
0.107666,86388.7600718325,2474110.88224771
0.107868,86393.2210196665,2478568.90474164
0.10807,86397.6819814515,2483026.95072294
0.108272,86402.1429571875,2487485.02019161
0.108474,86406.6039468743,2491943.11314765
0.108676,86411.064952046,2496401.23135173
0.108878,86415.5259717223,2500859.37367863
0.10908,86419.98700538,2505317.53952793
0.109282,86424.4480530191,2509775.72889963
0.109484,86428.9091146397,2514233.94179373
0.109686,86433.3701902418,2518692.17821023
0.109888,86437.8312798253,2523150.43814913
0.11009,86442.2923833903,2527608.72161043
0.110292,86446.7535009368,2532067.02859413
0.110494,86451.2146324647,2536525.35910022
0.110696,86455.675777974,2540983.71312872
0.110898,86460.1369374649,2545442.09067962
0.1111,86464.5981109371,2549900.49175292
0.111302,86469.0592983909,2554358.91634862
0.111504,86473.5204998261,2558817.36446672
0.111706,86477.9817152427,2563275.83610722
0.111908,86482.4429446409,2567734.33127012
0.11211,86486.9041880204,2572192.84995542
0.112312,86491.3654453815,2576651.39216312
0.112514,86495.8267167239,2581109.95789321
0.112716,86500.2880020479,2585568.54714571
0.112918,86504.7493013533,2590027.15992061
0.11312,86509.2106146402,2594485.79621791
0.113322,86513.6719419085,2598944.45603761
0.113524,86518.1332831583,2603403.13937971
0.113726,86522.5946383895,2607861.84624421
0.113928,86527.0560076022,2612320.5766311
0.11413,86531.5173907963,2616779.3305404
0.114332,86535.978787972,2621238.1079721
0.114534,86540.440199129,2625696.9089262
0.114736,86544.9016242676,2630155.7334027
0.114938,86549.3630633875,2634614.58140159
0.11514,86553.824516489,2639073.45292289
0.115342,86558.2859835719,2643532.34796659
0.115544,86562.7474646363,2647991.26653269
0.115746,86567.2089596821,2652450.20862119
0.115948,86571.6704687094,2656909.17423208
0.11615,86576.1319917181,2661368.16336538
0.116352,86580.5935287083,2665827.17602108
0.116554,86585.0550796799,2670286.21219918
0.116756,86589.5166446331,2674745.27189967
0.116958,86593.9782235676,2679204.35512257
0.11716,86598.4398164837,2683663.46186787
0.117362,86602.9014233811,2688122.59213557
0.117564,86607.3630442601,2692581.74592566
0.117766,86611.8246791205,2697040.92323816
0.117968,86616.2863279624,2701500.12407306
0.11817,86620.7479907857,2705959.34843036
0.118372,86625.2096675904,2710418.59631005
0.118574,86629.6713583767,2714877.86771215
0.118776,86634.1330631444,2719337.16263665
0.118978,86638.5947818935,2723796.48108354
0.11918,86643.0565146241,2728255.82305284
0.119382,86647.5182613362,2732715.18854454
0.119584,86651.9800220297,2737174.57755863
0.119786,86656.4417967047,2741633.99009513
0.119988,86660.9035853612,2746093.42615403
0.12019,86665.3653879991,2750552.88573532
0.120392,86669.8272046184,2755012.36883902
0.120594,86674.2890352192,2759471.87546512
0.120796,86678.7508798015,2763931.40561361
0.120998,86683.2127383653,2768390.95928451
0.1212,86687.6746109104,2772850.53647781
0.121402,86692.1364974371,2777310.1371935
0.121604,86696.5983979452,2781769.7614316
0.121806,86701.0603124348,2786229.40919209
0.122008,86705.5222409058,2790689.08047499
0.12221,86709.9841833583,2795148.77528029
0.122412,86714.4461397922,2799608.49360798
0.122614,86718.9081102076,2804068.23545808
0.122816,86723.3700946045,2808528.00083057
0.123018,86727.8320929828,2812987.78972547
0.12322,86732.2941053426,2817447.60214277
0.123422,86736.7561316838,2821907.43808246
0.123624,86741.2181720065,2826367.29754456
0.123826,86745.6802263106,2830827.18052905
0.124028,86750.1422945962,2835287.08703595
0.12423,86754.6043768633,2839747.01706524
0.124432,86759.0664731118,2844206.97061694
0.124634,86763.5285833418,2848666.94769103
0.124836,86767.9907075533,2853126.94828753
0.125038,86772.4528457462,2857586.97240643
0.12524,86776.9149979205,2862047.02004772
0.125442,86781.3771640763,2866507.09121142
0.125644,86785.8393442136,2870967.18589751
0.125846,86790.3015383323,2875427.30410601
0.126048,86794.7637464325,2879887.4458369
0.12625,86799.2259685142,2884347.6110902
0.126452,86803.6882045773,2888807.79986589
0.126654,86808.1504546218,2893268.01216399
0.126856,86812.6127186479,2897728.24798448
0.127058,86817.0749966554,2902188.50732738
0.12726,86821.5372886443,2906648.79019267
0.127462,86825.9995946147,2911109.09658036
0.127664,86830.4619145665,2915569.42649046
0.127866,86834.9242484999,2920029.77992295
0.128068,86839.3865964146,2924490.15687785
0.12827,86843.8489583109,2928950.55735514
0.128472,86848.3113341885,2933410.98135484
0.128674,86852.7737240477,2937871.42887693
0.128876,86857.2361278883,2942331.89992142
0.129078,86861.6985457104,2946792.39448832
0.12928,86866.1609775139,2951252.91257761
0.129482,86870.6234232989,2955713.45418931
0.129684,86875.0858830653,2960174.0193234
0.129886,86879.5483568132,2964634.6079799
0.130088,86884.0108445425,2969095.22015879
0.13029,86888.4733462534,2973555.85586008
0.130492,86892.9358619456,2978016.51508378
0.130694,86897.3983916194,2982477.19782987
0.130896,86901.8609352746,2986937.90409836
0.131098,86906.3234929112,2991398.63388926
0.1313,86910.7860645293,2995859.38720255
0.131502,86915.2486501289,3000320.16403824
0.131704,86919.7112497099,3004780.96439634
0.131906,86924.1738632724,3009241.78827683
0.132108,86928.6364908163,3013702.63567972
0.13231,86933.0991323417,3018163.50660502
0.132512,86937.5617878485,3022624.40105271
0.132714,86942.0244573369,3027085.3190228
0.132916,86946.4871408066,3031546.2605153
0.133118,86950.9498382578,3036007.22553019
0.13332,86955.4125496905,3040468.21406748
0.133522,86959.8752751047,3044929.22612718
0.133724,86964.3380145003,3049390.26170927
0.133926,86968.8007678773,3053851.32081376
0.134128,86973.2635352358,3058312.40344065
0.13433,86977.7263165758,3062773.50958995
0.134532,86982.1891118973,3067234.63926164
0.134734,86986.6519212002,3071695.79245573
0.134936,86991.1147444845,3076156.96917223
0.135138,86995.5775817503,3080618.16941112
0.13534,87000.0404329976,3085079.39317241
0.135542,87004.5032982263,3089540.6404561
0.135744,87008.966177982,3094001.91188894
0.135946,87013.4290724614,3098463.20769702
0.136148,87017.8919809507,3102924.52706022
0.13635,87022.3549034502,3107385.86997877
