"time","resistor.i","resistor.LossPower"
0,0,0
0.001,0.0138229114418607,0.0191072953747242
0.002,0.0276452454870227,0.0764260766225003
0.003,0.0414664247733266,0.171947029661782
0.004,0.0552858720076842,0.305654632848674
0.005,0.0691030100006004,0.477527159714517
0.006,0.0829172617006749,0.687536682797625
0.007,0.0967280502290814,0.935649078568299
0.008,0.110534798914016,1.22182403344599
0.009,0.12433693132511,1.54601505090721
0.01,0.138133871307798,1.90816945968263
0.011,0.151925043017643,2.30822842304135
0.012,0.165709870954605,2.74612694916039
0.013,0.179487779997243,3.22179390257691
0.014,0.193258195436866,3.73515201672054
0.015,0.207020543011599,4.28611790752299
0.016,0.220774248940375,4.87460208810191
0.017,0.234518739956848,5.50050898451541
0.018,0.248253443343213,6.16373695258392
0.019,0.261977786963928,6.86417829577538
0.02,0.275691199299346,7.60171928414977
0.021,0.289393109479225,8.37624017435855
0.022,0.303082947316145,9.18761523069467
0.023,0.316760143338789,10.0357127471882
0.024,0.330424128825112,10.9203950707424
0.025,0.344074335835382,11.8415186253058
0.026,0.357710197245081,12.7989339370734
0.027,0.371331146777668,13.7924856607128
0.028,0.384936619037205,14.8220126066083
0.029,0.39852604954082,15.8873477691171
0.03,0.412098874751027,16.988318355832
0.031,0.425654532107879,18.1247458178419
0.032,0.439192460060957,19.2964458809866
0.033,0.45271209810119,20.5032285780954
0.034,0.466212886792497,21.744898282205
0.035,0.479694267803252,23.0212537407474
0.036,0.493155683937561,24.3320881107017
0.037,0.506596579166353,25.6771889947008
0.038,0.520016398658269,27.0563384780854
0.039,0.533414588810364,28.4693131668974
0.04,0.546790597278591,29.9158842268036
0.041,0.56014387300809,31.3958174229417
0.042,0.573473866263257,32.9088731606797
0.043,0.586780028657597,34.4548065272795
0.044,0.600061813183359,36.0333673344554
0.045,0.613318674240945,37.6443001618189
0.046,0.626550067668086,39.2873444011997
0.047,0.639755450768793,40.9622343018334
0.048,0.652934282342062,42.6686990164055
0.049,0.666086022710347,44.4064626479434
0.05,0.679210133747781,46.1752442975439
0.051,0.692306078908156,47.974758112928
0.052,0.705373323252646,49.8047133378106
0.053,0.718411333477279,51.6648143620769
0.054,0.731419577940149,53.5547607727518
0.055,0.744397526688366,55.4742474057543
0.056,0.757344651484747,57.4229643984236
0.057,0.770260425834229,59.4005972428069
0.058,0.783144325010024,61.4068268396975
0.059,0.795995826079492,63.4413295534118
0.06,0.808814407929739,65.5037772672927
0.061,0.821599551292945,67.5938374399294
0.062,0.834350738771394,69.7111731620802
0.063,0.847067454862242,71.855443214288
0.064,0.859749185981978,74.0263021251747
0.065,0.872395420490613,76.2234002304037
0.066,0.88500564871557,78.4463837322986
0.067,0.897579362975285,80.6948947601042
0.068,0.910116057602513,82.9685714308789
0.069,0.922615228967338,85.2670479110053
0.07,0.935076375499885,87.5899544783069
0.071,0.947498997712731,89.9369175847576
0.072,0.959882598223024,92.3075599197722
0.073,0.972226681774284,94.7015004740647
0.074,0.984530755257916,97.1183546040604
0.075,0.996794327734406,99.5577340968515
0.076,1.00901691045422,102.019247235681
0.077,1.02119801687839,104.50249886594
0.078,1.0333371626988,107.007090461677
0.079,1.04543386585816,109.532620192582
0.08,1.05748764656963,112.078682991461
0.081,1.06949802733624,114.644870622167
0.082,1.08146453296988,117.230771747983
0.083,1.09338669061005,119.83597200044
0.084,1.10526402974227,122.460054048562
0.085,1.11709608221621,125.102597668517
0.086,1.12888238226344,127.763179813668
0.087,1.14062246651498,130.441374685006
0.088,1.15231587401842,133.136753801954
0.089,1.16396214625481,135.848886073526
0.09,1.17556082715517,138.577337869831
0.091,1.18711146311679,141.321673093904
0.092,1.19861360301914,144.081453253859
0.093,1.21006679823943,146.856237535336
0.094,1.22147060266801,149.645582874249
0.095,1.23282457272332,152.449044029796
0.096,1.2441282673666,155.266173657747
0.097,1.25538124811624,158.096522383969
0.098,1.26658307906192,160.939638878192
0.099,1.27773332687836,163.795069928001
0.1,1.28883156083878,166.662360513027
0.101,1.29987735282808,169.541053879347
0.102,1.31087027735573,172.430691614056
0.103,1.32180991156829,175.330813720013
0.104,1.33269583526173,178.240958690745
0.105,1.34352763089339,181.16066358549
0.106,1.35430488359364,184.089464104374
0.107,1.3650271811773,187.026894663699
0.108,1.37569411415471,189.972488471343
0.109,1.38630527574254,192.925777602245
0.11,1.3968602618743,195.886293073969
0.111,1.40735867121059,198.853564922337
0.112,1.41780010514905,201.827122277105
0.113,1.42818416783399,204.806493437692
0.114,1.43851046616581,207.791205948923
0.115,1.44877860981011,210.780786676797
0.116,1.4589882112065,213.774761884244
0.117,1.4691388855772,216.772657306888
0.118,1.47923025093527,219.773998228771
0.119,1.48926192809273,222.778309558049
0.12,1.49923354066822,225.785115902643
0.121,1.50914471509456,228.793941645819
0.122,1.51899508062597,231.804311021711
