"time","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulse2.twoPulse.timerNegative[1].entryTime","pulse2.twoPulse.timerPositive[1].entryTime","rectifier.thyristor_p1.off","rectifier.thyristor_p2.off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,1,1,0
1.0000000000000001e-19,3.5296972948323922e-37,-1.1763218988452664e-32,1.3838506562973352e-45,0,0,0,0,1,1,0
1.0000000000000001e-19,3.5296972948323922e-37,-1.1763218988452664e-32,1.3838506562973352e-45,0,0,0,1.0000000000000001e-19,1,1,0
0.0001,2.4423543559158407e-09,4.8847087118270574e-08,3.8272368782693952e-11,0,0,0,1.0000000000000001e-19,1,1,0
0.00020000000000000001,9.7657202823545928e-09,1.9531440564697182e-07,3.0588359347879233e-10,0,0,0,1.0000000000000001e-19,1,1,0
0.00030000000000000003,2.1953895554657052e-08,4.3907791109263923e-07,1.0988844252634529e-09,0,0,0,1.0000000000000001e-19,1,1,0
0.00040000000000000002,3.9005609539223407e-08,7.8011219078324895e-07,2.4382669666179129e-09,0,0,0,1.0000000000000001e-19,1,1,0
0.00050000000000000001,6.0836080264245879e-08,1.2167216052832767e-06,5.0112354177873188e-09,0,0,0,1.0000000000000001e-19,1,1,0
0.00060000000000000006,8.7460822065349116e-08,1.7492164413051031e-06,8.6914547499589306e-09,0,0,0,1.0000000000000001e-19,1,1,0
0.00069999999999999999,1.1888574637181478e-07,2.3777149274343159e-06,1.3430787510992244e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.00080000000000000004,1.5511085318364292e-07,3.1022170636709182e-06,1.922923370088727e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.00090000000000000008,1.9592350001306931e-07,3.9184700002588087e-06,2.7004456618717362e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.001,2.413891861768702e-07,4.8277837235337655e-06,3.647379253273267e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.0011000000000000001,2.9154788008918169e-07,5.83095760177866e-06,4.7464756879004673e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.0012000000000000001,3.4639958175000357e-07,6.9279916349934938e-06,5.9977349657533337e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.0013000000000000002,4.0560380941307937e-07,8.1120761882541017e-06,7.4986905704120934e-08,0,0,0,1.0000000000000001e-19,1,1,0
0.0014,4.6919389155596327e-07,9.3838778311114727e-06,9.2397953160024356e-08,0,0,0,1.0000000000000001e-19,1,1,0
