"time","Ie.re","Ie.im","Im.re","Im.im"
0.23,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.235,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.24,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.245,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.25,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.255,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.26,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.265,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.27,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.275,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.28,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.285,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.29,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.295,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.3,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.305,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.31,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.315,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.32,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.325,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.33,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.335,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.34,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.345,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.35,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.355,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.36,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.365,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.37,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.375,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.38,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.385,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.39,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.395,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.4,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.405,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.41,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.415,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.42,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.425,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.43,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.435,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.44,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.445,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.45,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.455,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.46,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.465,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.47,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.475,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.48,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.485,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.49,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.495,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.5,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.505,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.51,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.515,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.52,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.525,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.53,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.535,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.54,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.545,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.55,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.555,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.56,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.565,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.57,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.575,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.58,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.585,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.59,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.595,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.6,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.605,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.61,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.615,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.62,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.625,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.63,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.635,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.64,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.645,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.65,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.655,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.66,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.665,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.67,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.675,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.68,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.685,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.69,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.695,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.7,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.705,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.71,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.715,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.72,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.725,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.73,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.735,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.74,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.745,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.75,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.755,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.76,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.765,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.77,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.775,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.78,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.785,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.79,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.795,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.8,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.805,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.81,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.815,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.82,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.825,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.83,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.835,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.84,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.845,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.85,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.855,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.86,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.865,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.87,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.875,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.88,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.885,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.89,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.895,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.9,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.905,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.91,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.915,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.92,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.925,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.93,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.935,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.94,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.945,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.95,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.955,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.96,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.965,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.97,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.975,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.98,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.985,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.99,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
0.995,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.005,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.01,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.015,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.02,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.025,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.03,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.035,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.04,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.045,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.05,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.055,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.06,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.065,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.07,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.075,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.08,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.085,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.09,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.095,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.1,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.105,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.11,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.115,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.12,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.125,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.13,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.135,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.14,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.145,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.15,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.155,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.16,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.165,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.17,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.175,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.18,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.185,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.19,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.195,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.2,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.205,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.21,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.215,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.22,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.225,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.23,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.235,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.24,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.245,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.25,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.255,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.26,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.265,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.27,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.275,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.28,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.285,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.29,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.295,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.3,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.305,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.31,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.315,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.32,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.325,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.33,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.335,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.34,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.345,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.35,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.355,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.36,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.365,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.37,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.375,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.38,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.385,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.39,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.395,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.4,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.405,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.41,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.415,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.42,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.425,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.43,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.435,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.44,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.445,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.45,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.455,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.46,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.465,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.47,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.475,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.48,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.485,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.49,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.495,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.5,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.505,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.51,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.515,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.52,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.525,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.53,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.535,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.54,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.545,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.55,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.555,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.56,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.565,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.57,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.575,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
1.58,4.2217159850677e-05,-15.9154943090776,4.22171598447774e-05,-15.9154943090776
