"time","revolute.phi","revolute.w","rotor1D.phi","rotor1D.w"
0,0,0,0,0
0.0006,1.36073783146999e-10,5.65495764651013e-07,1.36073783146999e-10,5.65495764651013e-07
0.0012,1.08847811529278e-09,2.2619423928222e-06,1.08847811529278e-09,2.2619423928222e-06
0.0018,3.92037660198867e-09,5.08929378185901e-06,3.92037660198867e-09,5.08929378185901e-06
0.0024,8.70727668311056e-09,9.04754572003453e-06,8.70727668311056e-09,9.04754572003453e-06
0.003,1.80100291740778e-08,1.41364148047639e-05,1.80100291740778e-08,1.41364148047639e-05
0.0036,3.13579964211113e-08,2.03559528924938e-05,3.13579964211113e-08,2.03559528924938e-05
0.0042,4.85718512989697e-08,2.77061797420927e-05,4.85718512989697e-08,2.77061797420927e-05
0.0048,6.96515938076529e-08,3.61870953535604e-05,6.96515938076529e-08,3.61870953535604e-05
0.0054,1.02262379184268e-07,4.57970064810985e-05,1.02262379184268e-07,4.57970064810985e-05
0.006,1.44043143860129e-07,5.65364346876557e-05,1.44043143860129e-07,5.65364346876557e-05
0.0066,1.93553140493753e-07,6.84056982367644e-05,1.93553140493753e-07,6.84056982367644e-05
0.0072,2.50792369085138e-07,8.14047971284246e-05,2.50792369085138e-07,8.14047971284246e-05
0.0078,3.15760829634285e-07,9.55337313626364e-05,3.15760829634285e-07,9.55337313626364e-05
0.0084,3.88458522141195e-07,0.0001107925009394,3.88458522141195e-07,0.0001107925009394
0.009,4.68885446605866e-07,0.000127181105858715,4.68885446605866e-07,0.000127181105858715
0.0096,5.570416030283e-07,0.000144699546120581,5.570416030283e-07,0.000144699546120581
0.0102,6.63194134670975e-07,0.000163343892096463,6.63194134670975e-07,0.000163343892096463
0.0108,7.86503736117029e-07,0.000183114465020655,7.86503736117029e-07,0.000183114465020655
0.0114,9.21320620759689e-07,0.000204013427282645,9.21320620759689e-07,0.000204013427282645
0.012,1.06764478859896e-06,0.000226040778882433,1.06764478859896e-06,0.000226040778882433
0.0126,1.22547623963483e-06,0.00024919651982002,1.22547623963483e-06,0.00024919651982002
0.0132,1.39481497386731e-06,0.000273480650095405,1.39481497386731e-06,0.000273480650095405
0.0138,1.57566099129639e-06,0.000298893169708589,1.57566099129639e-06,0.000298893169708589
0.0144,1.76801429192209e-06,0.000325434078659571,1.76801429192209e-06,0.000325434078659571
0.015,1.98152471260497e-06,0.000353098419860526,1.98152471260497e-06,0.000353098419860526
0.0156,2.22335290408617e-06,0.000381882514909929,2.22335290408617e-06,0.000381882514909929
0.0162,2.48195830994548e-06,0.000411792292151707,2.48195830994548e-06,0.000411792292151707
0.0168,2.75734093018289e-06,0.000442827751585858,2.75734093018289e-06,0.000442827751585858
0.0174,3.04950076479841e-06,0.000474988893212383,3.04950076479841e-06,0.000474988893212383
0.018,3.35843781379203e-06,0.000508275717031283,3.35843781379203e-06,0.000508275717031283
0.0186,3.68415207716376e-06,0.000542688223042556,3.68415207716376e-06,0.000542688223042556
0.0192,4.02664355491359e-06,0.000578226411246203,4.02664355491359e-06,0.000578226411246203
0.0198,4.39124472741276e-06,0.00061488658011455,4.39124472741276e-06,0.00061488658011455
0.0204,4.79352621187906e-06,0.00065265792134329,4.79352621187906e-06,0.00065265792134329
0.021,5.21801783223107e-06,0.000691551173515771,5.21801783223107e-06,0.000691551173515771
0.0216,5.6647195884688e-06,0.000731566336631991,5.6647195884688e-06,0.000731566336631991
0.0222,6.13363148059225e-06,0.000772703410691951,6.13363148059225e-06,0.000772703410691951
0.0228,6.62475350860141e-06,0.000814962395695652,6.62475350860141e-06,0.000814962395695652
0.0234,7.13808567249629e-06,0.000858343291643091,7.13808567249629e-06,0.000858343291643091
0.024,7.67362797227688e-06,0.000902846098534271,7.67362797227688e-06,0.000902846098534271
0.0246,8.23194509909917e-06,0.000948470257517846,8.23194509909917e-06,0.000948470257517846
0.0252,8.82840105323515e-06,0.000995200563481941,8.82840105323515e-06,0.000995200563481941
0.0258,9.45270946336566e-06,0.0010430471964203,9.45270946336566e-06,0.0010430471964203
0.0264,1.01054814331524e-05,0.00109200955154906,1.01054814331524e-05,0.00109200955154906
0.027,1.07873280662572e-05,0.00114208702408435,1.07873280662572e-05,0.00114208702408435
0.0276,1.14988604663416e-05,0.00119327900924229,1.14988604663416e-05,0.00119327900924229
0.0282,1.22406897370676e-05,0.00124558490223903,1.22406897370676e-05,0.00124558490223903
0.0288,1.30134269820967e-05,0.00129900409829067,1.30134269820967e-05,0.00129900409829067
0.0294,1.38176833050907e-05,0.00135353599261337,1.38176833050907e-05,0.00135353599261337
0.03,1.46540698097115e-05,0.00140917998042324,1.46540698097115e-05,0.00140917998042324
0.0306,1.55231975996206e-05,0.00146593545693642,1.55231975996206e-05,0.00146593545693642
0.0312,1.64256777784798e-05,0.00152380181736903,1.64256777784798e-05,0.00152380181736903
0.0318,1.7362121449951e-05,0.00158277845693721,1.7362121449951e-05,0.00158277845693721
0.0324,1.83331397176957e-05,0.00164286477085709,1.83331397176957e-05,0.00164286477085709
0.033,1.93393436853758e-05,0.0017040601543448,1.93393436853758e-05,0.0017040601543448
0.0336,2.03813444566529e-05,0.00176636400261646,2.03813444566529e-05,0.00176636400261646
0.0342,2.14597531351889e-05,0.0018297757108882,2.14597531351889e-05,0.0018297757108882
0.0348,2.25784857939489e-05,0.00189428515145131,2.25784857939489e-05,0.00189428515145131
0.0354,2.37374128491107e-05,0.00195989385373574,2.37374128491107e-05,0.00195989385373574
0.036,2.4935655789714e-05,0.00202660550512704,2.4935655789714e-05,0.00202660550512704
0.0366,2.61738959117003e-05,0.00209441929858958,2.61738959117003e-05,0.00209441929858958
0.0372,2.74528145110108e-05,0.00216333442708777,2.74528145110108e-05,0.00216333442708777
0.0378,2.87730928835867e-05,0.00223335008358597,2.87730928835867e-05,0.00223335008358597
0.0384,3.01354123253695e-05,0.00230446546104859,3.01354123253695e-05,0.00230446546104859
0.039,3.15404541323003e-05,0.00237667975244,3.15404541323003e-05,0.00237667975244
0.0396,3.29888996003206e-05,0.0024499921507246,3.29888996003206e-05,0.0024499921507246
0.0402,3.44814300253716e-05,0.00252440184886676,3.44814300253716e-05,0.00252440184886676
0.0408,3.60187267033945e-05,0.00259990803983088,3.60187267033945e-05,0.00259990803983088
0.0414,3.76014709303308e-05,0.00267650991658134,3.76014709303308e-05,0.00267650991658134
0.042,3.92303440021217e-05,0.00275420667208252,3.92303440021217e-05,0.00275420667208252
0.0426,4.09060272147084e-05,0.00283299749929882,4.09060272147084e-05,0.00283299749929882
0.0432,4.26292018640324e-05,0.00291288159119462,4.26292018640324e-05,0.00291288159119462
0.0438,4.44005492460349e-05,0.0029938581407343,4.44005492460349e-05,0.0029938581407343
0.0444,4.62206008251771e-05,0.0030759206211254,4.62206008251771e-05,0.0030759206211254
0.045,4.80897243680413e-05,0.00315905625647436,4.80897243680413e-05,0.00315905625647436
0.0456,5.00089588840546e-05,0.00324327789531488,5.00089588840546e-05,0.00324327789531488
0.0462,5.19789796858456e-05,0.00332858450220079,5.19789796858456e-05,0.00332858450220079
0.0468,5.40004620860429e-05,0.00341497504168589,5.40004620860429e-05,0.00341497504168589
0.0474,5.6074081397275e-05,0.003502448478324,5.6074081397275e-05,0.003502448478324
0.048,5.82005129321704e-05,0.00359100377666893,5.82005129321704e-05,0.00359100377666893
0.0486,6.03804320033577e-05,0.0036806399012745,6.03804320033577e-05,0.0036806399012745
0.0492,6.26145139234655e-05,0.00377135581669452,6.26145139234655e-05,0.00377135581669452
0.0498,6.49034340051223e-05,0.00386315048748281,6.49034340051223e-05,0.00386315048748281
0.0504,6.72478675609566e-05,0.00395602287819317,6.72478675609566e-05,0.00395602287819317
0.051,6.9648489903597e-05,0.00404997195337943,6.9648489903597e-05,0.00404997195337943
0.0516,7.21059763456721e-05,0.0041449966775954,7.21059763456721e-05,0.0041449966775954
0.0522,7.46210021998104e-05,0.00424109601539488,7.46210021998104e-05,0.00424109601539488
0.0528,7.71942427786403e-05,0.0043382689313317,7.71942427786403e-05,0.0043382689313317
0.0534,7.98263733947907e-05,0.00443651438995967,7.98263733947907e-05,0.00443651438995967
0.054,8.25180693608898e-05,0.00453583135583259,8.25180693608898e-05,0.00453583135583259
0.0546,8.52681581140552e-05,0.00463619645383891,8.52681581140552e-05,0.00463619645383891
0.0552,8.80785813836628e-05,0.00473762395872309,8.80785813836628e-05,0.00473762395872309
0.0558,9.09502039385678e-05,0.00484011512544686,9.09502039385678e-05,0.00484011512544686
0.0564,9.38836796388436e-05,0.00494366865921598,9.38836796388436e-05,0.00494366865921598
0.057,9.6879662344564e-05,0.00504828326523624,9.6879662344564e-05,0.00504828326523624
0.0576,9.99388059158023e-05,0.00515395764871339,9.99388059158023e-05,0.00515395764871339
0.0582,0.000103061764212632,0.00526069051485321,0.000103061764212632,0.00526069051485321
0.0588,0.000106249191095127,0.00536848056886148,0.000106249191095127,0.00536848056886148
0.0594,0.000109501740423361,0.00547732651594394,0.000109501740423361,0.00547732651594394
0.06,0.000112820066057408,0.00558722706130639,0.000112820066057408,0.00558722706130639
0.0606,0.00011620482185734,0.00569818091015459,0.00011620482185734,0.00569818091015459
0.0612,0.000119656661683231,0.0058101867676943,0.000119656661683231,0.0058101867676943
0.0618,0.000123176239395156,0.00592324333913129,0.000123176239395156,0.00592324333913129
0.0624,0.000126764208853187,0.00603734932967134,0.000126764208853187,0.00603734932967134
0.063,0.000130421223917399,0.00615250344452022,0.000130421223917399,0.00615250344452022
0.0636,0.000134147938447864,0.00626870438888369,0.000134147938447864,0.00626870438888369
0.0642,0.000137944015655355,0.00638593895837889,0.000137944015655355,0.00638593895837889
0.0648,0.000141809860224556,0.00650420286262433,0.000141809860224556,0.00650420286262433
0.0654,0.000145746991152064,0.00662350520749949,0.000145746991152064,0.00662350520749949
0.066,0.000149756041352781,0.00674384444640724,0.000149756041352781,0.00674384444640724
0.0666,0.000153837643741611,0.00686521903275043,0.000153837643741611,0.00686521903275043
0.0672,0.000157992431233456,0.00698762741993193,0.000157992431233456,0.00698762741993193
0.0678,0.000162221036743217,0.00711106806135461,0.000162221036743217,0.00711106806135461
0.0684,0.000166524093185798,0.00723553941042133,0.000166524093185798,0.00723553941042133
0.069,0.0001709022334761,0.00736103992053495,0.0001709022334761,0.00736103992053495
0.0696,0.000175356090529027,0.00748756804509833,0.000175356090529027,0.00748756804509833
0.0702,0.000179886297259481,0.00761512223751435,0.000179886297259481,0.00761512223751435
0.0708,0.000184493486582363,0.00774370095118586,0.000184493486582363,0.00774370095118586
0.0714,0.000189178291412577,0.00787330263951572,0.000189178291412577,0.00787330263951572
0.072,0.000193941344665025,0.00800392575590681,0.000193941344665025,0.00800392575590681
0.0726,0.000198783279254608,0.00813556875376198,0.000198783279254608,0.00813556875376198
0.0732,0.000203704728096231,0.0082682300864841,0.000203704728096231,0.0082682300864841
0.0738,0.000208706184075747,0.00840190631705116,0.000208706184075747,0.00840190631705116
0.0744,0.000213787253693852,0.00853658204203426,0.000213787253693852,0.00853658204203426
0.075,0.00021894945144465,0.0086722676163616,0.00021894945144465,0.0086722676163616
0.0756,0.000224193383039822,0.00880896112618618,0.000224193383039822,0.00880896112618618
0.0762,0.000229519653152636,0.00894666064364222,0.000229519653152636,0.00894666064364222
0.0768,0.000234928865417954,0.00908536422684516,0.000234928865417954,0.00908536422684516
0.0774,0.000240421622432224,0.00922506991989167,0.000240421622432224,0.00922506991989167
0.078,0.000245998525753486,0.00936577575285963,0.000245998525753486,0.00936577575285963
0.0786,0.000251660175901371,0.00950747974180817,0.000251660175901371,0.00950747974180817
0.0792,0.000257407172357099,0.00965017988877761,0.000257407172357099,0.00965017988877761
0.0798,0.000263240113563481,0.00979387418178953,0.000263240113563481,0.00979387418178953
0.0804,0.000269159596924917,0.00993856059484672,0.000269159596924917,0.00993856059484672
0.081,0.000275166218807397,0.0100842370879332,0.000275166218807397,0.0100842370879332
0.0816,0.000281260574538504,0.0102309016070141,0.000281260574538504,0.0102309016070141
0.0822,0.000287443258407407,0.0103785520840361,0.000287443258407407,0.0103785520840361
0.0828,0.000293714863664867,0.0105271864369267,0.000293714863664867,0.0105271864369267
0.0834,0.000300075982523237,0.0106768025695948,0.000300075982523237,0.0106768025695948
0.084,0.000306527206156458,0.0108273983719307,0.000306527206156458,0.0108273983719307
0.0846,0.000313069124700061,0.0109789717198056,0.000313069124700061,0.0109789717198056
0.0852,0.000319702327251168,0.0111315204750722,0.000319702327251168,0.0111315204750722
0.0858,0.000326427401868491,0.0112850424855642,0.000326427401868491,0.0112850424855642
0.0864,0.000333244935572332,0.0114395355850966,0.000333244935572332,0.0114395355850966
0.087,0.000340155514344583,0.0115949975934658,0.000340155514344583,0.0115949975934658
0.0876,0.000347159723128727,0.0117514263164492,0.000347159723128727,0.0117514263164492
0.0882,0.000354258145829835,0.0119088195458055,0.000354258145829835,0.0119088195458055
0.0888,0.000361451365314572,0.0120671750592746,0.000361451365314572,0.0120671750592746
0.0894,0.000368739963411188,0.0122264906205778,0.000368739963411188,0.0122264906205778
0.09,0.000376124520909528,0.0123867639794172,0.000376124520909528,0.0123867639794172
0.0906,0.000383605617561024,0.0125479928714767,0.000383605617561024,0.0125479928714767
0.0912,0.0003911838320787,0.0127101750184209,0.0003911838320787,0.0127101750184209
0.0918,0.000398859742137169,0.0128733081278959,0.000398859742137169,0.0128733081278959
0.0924,0.000406633924372634,0.0130373898935291,0.000406633924372634,0.0130373898935291
0.093,0.000414506954382889,0.0132024179949288,0.000414506954382889,0.0132024179949288
0.0936,0.000422478971874463,0.0133683890626782,0.000422478971874463,0.0133683890626782
0.0942,0.000430550076603162,0.0135352996207252,0.000430550076603162,0.0135352996207252
0.0948,0.000438721576582669,0.0137031490572821,0.000438721576582669,0.0137031490572821
0.0954,0.000446994032661792,0.0138719349706641,0.000446994032661792,0.0138719349706641
0.096,0.000455368004377269,0.0140416549445161,0.000455368004377269,0.0140416549445161
0.0966,0.000463844049953765,0.014212306547813,0.000463844049953765,0.014212306547813
0.0972,0.000472422726303876,0.0143838873348594,0.000472422726303876,0.0143838873348594
0.0978,0.000481104589028125,0.0145563948452899,0.000481104589028125,0.0145563948452899
0.0984,0.000489890192414964,0.014729826604069,0.000489890192414964,0.014729826604069
0.099,0.000498780089440774,0.0149041801214911,0.000498780089440774,0.0149041801214911
0.0996,0.000507774831769866,0.0150794528931802,0.000507774831769866,0.0150794528931802
0.1002,0.000516874969754479,0.0152556424000906,0.000516874969754479,0.0152556424000906
0.1008,0.000526081052434779,0.0154327461085062,0.000526081052434779,0.0154327461085062
0.1014,0.000535393627538864,0.0156107614700407,0.000535393627538864,0.0156107614700407
0.102,0.000544813241482759,0.0157896859216379,0.000544813241482759,0.0157896859216379
0.1026,0.000554340439370417,0.0159695168855714,0.000554340439370417,0.0159695168855714
0.1032,0.000563975764993723,0.0161502517694446,0.000563975764993723,0.0161502517694446
0.1038,0.000573719760832486,0.0163318879661909,0.000573719760832486,0.0163318879661909
0.1044,0.000583572968054449,0.0165144228540734,0.000583572968054449,0.0165144228540734
0.105,0.000593535926515279,0.0166978537966853,0.000593535926515279,0.0166978537966853
0.1056,0.000603609174758576,0.0168821781429494,0.000603609174758576,0.0168821781429494
0.1062,0.000613793250015866,0.0170673932271186,0.000613793250015866,0.0170673932271186
0.1068,0.000624088688206605,0.0172534963687756,0.000624088688206605,0.0172534963687756
0.1074,0.000634496023938178,0.017440484872833,0.000634496023938178,0.017440484872833
0.108,0.000645015790505897,0.0176283560295332,0.000645015790505897,0.0176283560295332
0.1086,0.000655648519893006,0.0178171071144486,0.000655648519893006,0.0178171071144486
0.1092,0.000666394742770675,0.0180067353884813,0.000666394742770675,0.0180067353884813
0.1098,0.000677254988498004,0.0181972380978634,0.000677254988498004,0.0181972380978634
0.1104,0.000688229785122021,0.0183886124741568,0.000688229785122021,0.0183886124741568
0.111,0.000699319659377684,0.0185808557342535,0.000699319659377684,0.0185808557342535
0.1116,0.000710525136687879,0.018773965080375,0.000710525136687879,0.018773965080375
0.1122,0.000721846741163421,0.0189679377000729,0.000721846741163421,0.0189679377000729
0.1128,0.000733284995603055,0.0191627707662287,0.000733284995603055,0.0191627707662287
0.1134,0.000744840075851468,0.0193584678641314,0.000744840075851468,0.0193584678641314
0.114,0.000756512547992744,0.0195550252836532,0.000756512547992744,0.0195550252836532
0.1146,0.000768303158704461,0.0197524359175334,0.000768303158704461,0.0197524359175334
0.1152,0.000780212421863189,0.0199506969482875,0.000780212421863189,0.0199506969482875
0.1158,0.000792240849955492,0.02014980554521,0.000792240849955492,0.02014980554521
0.1164,0.000804388954077928,0.0203497588643745,0.000804388954077928,0.0203497588643745
0.117,0.000816657243937054,0.0205505540486334,0.000816657243937054,0.0205505540486334
0.1176,0.000829046227849416,0.0207521882276185,0.000829046227849416,0.0207521882276185
0.1182,0.000841556412741559,0.0209546585177402,0.000841556412741559,0.0209546585177402
0.1188,0.000854188304150022,0.0211579620221883,0.000854188304150022,0.0211579620221883
0.1194,0.000866942406221336,0.0213620958309314,0.000866942406221336,0.0213620958309314
0.12,0.00087981922171203,0.0215670570207173,0.00087981922171203,0.0215670570207173
0.1206,0.000892819251988627,0.0217728426550726,0.000892819251988627,0.0217728426550726
0.1212,0.000905942997027643,0.0219794497843031,0.000905942997027643,0.0219794497843031
0.1218,0.000919190955415591,0.0221868754454936,0.000919190955415591,0.0221868754454936
0.1224,0.000932563624348978,0.0223951166625079,0.000932563624348978,0.0223951166625079
0.123,0.000946061499634304,0.0226041704459888,0.000946061499634304,0.0226041704459888
0.1236,0.000959685075688068,0.0228140337933582,0.000959685075688068,0.0228140337933582
0.1242,0.000973434845536759,0.023024703688817,0.000973434845536759,0.023024703688817
0.1248,0.000987311300816863,0.0232361771033452,0.000987311300816863,0.0232361771033452
0.1254,0.00100131493177486,0.0234484509947016,0.00100131493177486,0.0234484509947016
0.126,0.00101544622726723,0.0236615223074242,0.00101544622726723,0.0236615223074242
0.1266,0.00102970567476044,0.0238753879728301,0.00102970567476044,0.0238753879728301
0.1272,0.00104409376033095,0.0240900449090153,0.00104409376033095,0.0240900449090153
0.1278,0.00105861096866522,0.0243054900208548,0.00105861096866522,0.0243054900208548
0.1284,0.00107325778305972,0.0245217202000028,0.00107325778305972,0.0245217202000028
0.129,0.00108803468542088,0.0247387323248923,0.00108803468542088,0.0247387323248923
0.1296,0.00110294215626515,0.0249565232607355,0.00110294215626515,0.0249565232607355
0.1302,0.00111798067471897,0.0251750898595235,0.00111798067471897,0.0251750898595235
0.1308,0.00113315071851878,0.0253944289600267,0.00113315071851878,0.0253944289600267
0.1314,0.001148452764011,0.0256145373877941,0.001148452764011,0.0256145373877941
0.132,0.00116388728615205,0.025835411955154,0.00116388728615205,0.025835411955154
0.1326,0.00117945475850835,0.0260570494612138,0.00117945475850835,0.0260570494612138
0.1332,0.00119515378485174,0.0262794549263214,0.00119515378485174,0.0262794549263214
0.1338,0.00121098605383413,0.0265026197557462,0.00121098605383413,0.0265026197557462
0.1344,0.0012269524182006,0.0267265390194325,0.0012269524182006,0.0267265390194325
0.135,0.00124305333316863,0.0269512095199673,0.00124305333316863,0.0269512095199673
0.1356,0.00125928925231719,0.0271766280478115,0.00125928925231719,0.0271766280478115
0.1362,0.00127566062758678,0.0274027913813005,0.00127566062758678,0.0274027913813005
0.1368,0.00129216790927942,0.0276296962866436,0.00129216790927942,0.0276296962866436
0.1374,0.00130881154605864,0.0278573395179243,0.00130881154605864,0.0278573395179243
0.138,0.00132559198494948,0.0280857178171,0.00132559198494948,0.0280857178171
0.1386,0.00134250967133852,0.0283148279140027,0.00134250967133852,0.0283148279140027
0.1392,0.00135956504897382,0.028544666526338,0.00135956504897382,0.028544666526338
0.1398,0.00137675855996499,0.0287752303596861,0.00137675855996499,0.0287752303596861
0.1404,0.00139409064478315,0.0290065161075009,0.00139409064478315,0.0290065161075009
0.141,0.00141156174226091,0.0292385204511107,0.00141156174226091,0.0292385204511107
0.1416,0.00142917228959244,0.0294712400597179,0.00142917228959244,0.0294712400597179
0.1422,0.00144692272233338,0.0297046715903989,0.00144692272233338,0.0297046715903989
0.1428,0.00146481347440092,0.0299388116881044,0.00146481347440092,0.0299388116881044
0.1434,0.00148284497807375,0.0301736569856589,0.00148284497807375,0.0301736569856589
0.144,0.0015010176639921,0.0304092041037615,0.0015010176639921,0.0304092041037615
0.1446,0.00151933196115767,0.030645449650985,0.00151933196115767,0.030645449650985
0.1452,0.00153778829693373,0.0308823902237766,0.00153778829693373,0.0308823902237766
0.1458,0.00155638709704503,0.0311200224064575,0.00155638709704503,0.0311200224064575
0.1464,0.00157512878557784,0.0313583427712231,0.00157512878557784,0.0313583427712231
0.147,0.00159401378497997,0.0315973478781427,0.00159401378497997,0.0315973478781427
0.1476,0.00161304251606072,0.0318370342751601,0.00161304251606072,0.0318370342751601
0.1482,0.00163221539799092,0.0320773984980929,0.00163221539799092,0.0320773984980929
0.1488,0.00165153284830292,0.032318437070633,0.00165153284830292,0.032318437070633
0.1494,0.00167099528289056,0.0325601465043464,0.00167099528289056,0.0325601465043464
0.15,0.00169060311600924,0.0328025232986731,0.00169060311600924,0.0328025232986731
0.1506,0.00171035676027584,0.0330455639409274,0.00171035676027584,0.0330455639409274
0.1512,0.00173025662666877,0.0332892649062977,0.00173025662666877,0.0332892649062977
0.1518,0.00175030312452795,0.0335336226578464,0.00175030312452795,0.0335336226578464
0.1524,0.00177049655215194,0.0337786342493348,0.00177049655215194,0.0337786342493348
0.153,0.00179083516861575,0.0340243079497642,0.00179083516861575,0.0340243079497642
0.1536,0.0018113213723706,0.0342706291984656,0.0018113213723706,0.0342706291984656
0.1542,0.00183195555336825,0.0345175944807161,0.00183195555336825,0.0345175944807161
0.1548,0.00185273809966884,0.034765200271062,0.00185273809966884,0.034765200271062
0.1554,0.00187366939744092,0.0350134430333183,0.00187366939744092,0.0350134430333183
0.156,0.00189474983096139,0.0352623192205693,0.00189474983096139,0.0352623192205693
0.1566,0.00191597978261555,0.0355118252751677,0.00191597978261555,0.0355118252751677
0.1572,0.00193735963289707,0.0357619576287357,0.00193735963289707,0.0357619576287357
0.1578,0.00195888976040801,0.036012712702164,0.00195888976040801,0.036012712702164
0.1584,0.00198057054185881,0.0362640869056124,0.00198057054185881,0.0362640869056124
0.159,0.00200240235206828,0.0365160766385097,0.00200240235206828,0.0365160766385097
0.1596,0.00202438556396363,0.0367686782895536,0.00202438556396363,0.0367686782895536
0.1602,0.00204652054858043,0.0370218882367106,0.00204652054858043,0.0370218882367106
0.1608,0.00206880767506264,0.0372757028472164,0.00206880767506264,0.0372757028472164
0.1614,0.00209124731066261,0.0375301184775753,0.00209124731066261,0.0375301184775753
0.162,0.00211383982074106,0.0377851314735609,0.00211383982074106,0.0377851314735609
0.1626,0.00213658556876708,0.0380407381702154,0.00213658556876708,0.0380407381702154
0.1632,0.00215948491631817,0.0382969348918501,0.00215948491631817,0.0382969348918501
0.1638,0.0021825382230802,0.0385537179520454,0.0021825382230802,0.0385537179520454
0.1644,0.0022057458468474,0.0388110836536503,0.0022057458468474,0.0388110836536503
0.165,0.00222910814352241,0.0390690282887829,0.00222910814352241,0.0390690282887829
0.1656,0.00225262546711623,0.0393275481388302,0.00225262546711623,0.0393275481388302
0.1662,0.00227629816974825,0.0395866394744483,0.00227629816974825,0.0395866394744483
0.1668,0.00230012660164625,0.0398462985555619,0.00230012660164625,0.0398462985555619
0.1674,0.00232411111114637,0.0401065216313651,0.00232411111114637,0.0401065216313651
0.168,0.00234825204469315,0.0403673049403205,0.00234825204469315,0.0403673049403205
0.1686,0.0023725497468395,0.0406286447101598,0.0023725497468395,0.0406286447101598
0.1692,0.00239700456024671,0.0408905371578836,0.00239700456024671,0.0408905371578836
0.1698,0.00242161682568446,0.0411529784897617,0.00242161682568446,0.0411529784897617
0.1704,0.00244638688203081,0.0414159649013324,0.00244638688203081,0.0414159649013324
0.171,0.0024713150662722,0.0416794925774032,0.0024713150662722,0.0416794925774032
0.1716,0.00249640171350343,0.0419435576920506,0.00249640171350343,0.0419435576920506
0.1722,0.00252164663962268,0.0422081602243975,0.00252164663962268,0.0422081602243975
0.1728,0.00254704923631855,0.0424733032579643,0.00254704923631855,0.0424733032579643
0.1734,0.00257261107398569,0.0427389737808788,0.00257261107398569,0.0427389737808788
0.174,0.00259833246965839,0.0430051680017001,0.00259833246965839,0.0430051680017001
0.1746,0.00262421373827325,0.0432718821197759,0.00262421373827325,0.0432718821197759
0.1752,0.00265025519266926,0.0435391123252429,0.00265025519266926,0.0435391123252429
0.1758,0.00267645714358772,0.0438068547990263,0.00267645714358772,0.0438068547990263
0.1764,0.00270281989967229,0.0440751057128399,0.00270281989967229,0.0440751057128399
0.177,0.00272934376746897,0.0443438612291865,0.00272934376746897,0.0443438612291865
0.1776,0.00275602905142611,0.0446131175013574,0.00275602905142611,0.0446131175013574
0.1782,0.00278287605389441,0.0448828706734328,0.00278287605389441,0.0448828706734328
0.1788,0.00280988507512688,0.0451531168802814,0.00280988507512688,0.0451531168802814
0.1794,0.00283705641327892,0.0454238522475608,0.00283705641327892,0.0454238522475608
0.18,0.00286439036440824,0.0456950728917173,0.00286439036440824,0.0456950728917173
0.1806,0.00289188722247492,0.0459667749199857,0.00289188722247492,0.0459667749199857
0.1812,0.00291954727934136,0.0462389544303898,0.00291954727934136,0.0462389544303898
0.1818,0.00294737082477232,0.046511607511742,0.00294737082477232,0.046511607511742
0.1824,0.00297535814643491,0.0467847302436433,0.00297535814643491,0.0467847302436433
0.183,0.00300350952989856,0.0470583186964836,0.00300350952989856,0.0470583186964836
0.1836,0.00303182525863507,0.0473323689314414,0.00303182525863507,0.0473323689314414
0.1842,0.00306030561401857,0.0476068770004839,0.00306030561401857,0.0476068770004839
0.1848,0.00308895087532554,0.0478818389463673,0.00308895087532554,0.0478818389463673
0.1854,0.0031177613197348,0.048157250802636,0.0031177613197348,0.048157250802636
0.186,0.00314673722232752,0.0484331085936236,0.00314673722232752,0.0484331085936236
0.1866,0.00317587885608721,0.0487094083344521,0.00317587885608721,0.0487094083344521
0.1872,0.00320518649189973,0.0489861460310324,0.00320518649189973,0.0489861460310324
0.1878,0.00323466039855327,0.0492633176800641,0.00323466039855327,0.0492633176800641
0.1884,0.00326430084273838,0.0495409192690353,0.00326430084273838,0.0495409192690353
0.189,0.00329410808904795,0.0498189467762231,0.00329410808904795,0.0498189467762231
0.1896,0.00332408239997721,0.0500973961706931,0.00332408239997721,0.0500973961706931
0.1902,0.00335422403592373,0.0503762634122998,0.00335422403592373,0.0503762634122998
0.1908,0.00338453325518745,0.0506555444516863,0.00338453325518745,0.0506555444516863
0.1914,0.00341501031397063,0.0509352352302845,0.00341501031397063,0.0509352352302845
0.192,0.00344565491643464,0.0512153373448783,0.00344565491643464,0.0512153373448783
0.1926,0.00347646723824656,0.0514958475047984,0.00347646723824656,0.0514958475047984
0.1932,0.00350744801047571,0.0517767566677648,0.00350744801047571,0.0517767566677648
0.1938,0.00353859747187324,0.0520580608316899,0.00353859747187324,0.0520580608316899
0.1944,0.00356991585878639,0.0523397559884292,0.00356991585878639,0.0523397559884292
