"time","inertiaIn.phi","inertiaIn.w","oneWayClutch.phi_rel","oneWayClutch.w_rel"
0,0,-0.5,0,0.5
0.0005,-0.000249959711075537,-0.499834292095517,0.000249922211075536,0.499684292095518
0.001,-0.000499828828454015,-0.49963716899733,0.000499678828454015,0.49933716899733
0.0015,-0.00074959161507595,-0.499408632598728,0.00074925411507595,0.498958632598729
0.002,-0.000999232278625625,-0.499148686058105,0.000998632278625626,0.498548686058105
0.0025,-0.00124873511600021,-0.498857334189015,0.00124779761600021,0.498107334189015
0.003,-0.00149808443548369,-0.49853458241245,0.00149673443548369,0.49763458241245
0.0035,-0.00174726451427591,-0.498180437428173,0.00174542701427591,0.497130437428173
0.004,-0.00199625967291684,-0.497794908495021,0.00199385967291684,0.496594908495022
0.0045,-0.00224505423918832,-0.497378006726052,0.00224201673918832,0.496028006726053
0.005,-0.00249363252270388,-0.4969297407315,0.00248988252270388,0.495429740731501
0.0055,-0.00274197884327175,-0.496450121875591,0.00273744134327175,0.494800121875591
0.006,-0.00299007753245426,-0.49593916648347,0.00298467753245426,0.49413916648347
0.0065,-0.00323791290369718,-0.495396883234031,0.00323157540369718,0.493446883234031
0.007,-0.00348546927684932,-0.494823283508629,0.00347811927684932,0.492723283508629
0.0075,-0.00373273119393755,-0.494218412791597,0.00372429369393755,0.491968412791597
0.008,-0.00397968294395586,-0.49358227772826,0.00397008294395586,0.49118227772826
0.0085,-0.00422630888139572,-0.492914895017412,0.00421547138139572,0.490364895017412
0.009,-0.00447259336870465,-0.492216282579048,0.00446044336870465,0.489516282579048
0.0095,-0.00471852076833016,-0.491486458333165,0.00470498326833016,0.488636458333165
0.01,-0.00496407544271978,-0.490725440199758,0.00494907544271978,0.487725440199758
0.0105,-0.00520924183805549,-0.489933255345586,0.0051927043380555,0.486783255345586
0.011,-0.00545400461180871,-0.489109954270015,0.00543585461180871,0.485809954270015
0.0115,-0.00569834794886717,-0.488255535285186,0.00567851044886717,0.484805535285186
0.012,-0.00594225624113387,-0.487370019563852,0.00592065624113387,0.483770019563852
0.0125,-0.0061857138805118,-0.486453428278764,0.0061622763805118,0.482703428278765
0.013,-0.00642870525890394,-0.485505782602675,0.00640335525890395,0.481605782602675
0.0135,-0.00667121519792418,-0.484527147470626,0.00664387769792418,0.480477147470626
0.014,-0.00691322855123422,-0.483517591081452,0.00688382855123422,0.479317591081452
0.0145,-0.00715472936336738,-0.482477099231346,0.00712319186336739,0.478127099231346
0.015,-0.00739570209835729,-0.481405700438933,0.0073619520983573,0.476905700438933
0.0155,-0.00763613122023757,-0.480303423222837,0.00760009372023757,0.475653423222837
0.016,-0.00787600119304182,-0.479170296101683,0.00783760119304182,0.474370296101683
0.0165,-0.00811529732306242,-0.478006413688978,0.00807445982306243,0.473056413688978
0.017,-0.00835400422730078,-0.476811816507241,0.00831065422730078,0.471711816507241
0.0175,-0.00859210611208703,-0.47558651285224,0.00854616861208704,0.47033651285224
0.018,-0.008829587540551,-0.47433053901901,0.008780987540551,0.46893053901901
0.0185,-0.00906643307582247,-0.473043931302587,0.00901509557582248,0.467493931302587
0.019,-0.00930262728103128,-0.471726725998009,0.00924847728103128,0.466026725998009
0.0195,-0.00953815607204831,-0.470379042794332,0.00948111857204831,0.464529042794332
0.02,-0.00977300361060393,-0.469000893241049,0.00971300361060393,0.463000893241049
0.0205,-0.0100071543902372,-0.467592309343053,0.00994411689023721,0.461442309343053
0.021,-0.0102405930893878,-0.466153334504023,0.0101744430893878,0.459853334504023
0.0215,-0.0104733043864953,-0.464684012127635,0.0104039668864953,0.458234012127635
0.022,-0.0107052730452994,-0.463184389999324,0.0106326730452994,0.456584389999325
0.0225,-0.0109364855544888,-0.461654604513006,0.0108605480544888,0.454904604513006
0.023,-0.0111669256257402,-0.460094649410949,0.0110875756257402,0.453194649410949
0.0235,-0.0113965780730608,-0.458504575060764,0.0113137405730608,0.451454575060764
0.024,-0.0116254277104575,-0.456884431830061,0.0115390277104575,0.449684431830061
0.0245,-0.0118534593519376,-0.45523427008645,0.0117634218519376,0.44788427008645
0.025,-0.0120806581355759,-0.453554154655122,0.0119869081355759,0.446054154655122
0.0255,-0.0123070100017787,-0.451844186155561,0.0122094725017787,0.444194186155561
0.026,-0.0125324993219717,-0.450104395210563,0.0124310993219717,0.442304395210563
0.0265,-0.0127571111573684,-0.448334843216317,0.0126517736573684,0.440384843216317
0.027,-0.012980830592831,-0.446535592624047,0.012871480592831,0.438435592624047
0.0275,-0.0132036427368704,-0.444706706940017,0.0130902052368704,0.436456706940017
0.028,-0.0134255329614873,-0.442848257542603,0.0133079329614873,0.434448257542603
0.0285,-0.0136464867066388,-0.440960318124588,0.0135246492066388,0.432410318124588
0.029,-0.0138664890391925,-0.439042952157179,0.0137403390391925,0.430342952157179
0.0295,-0.0140855252604004,-0.437096230156431,0.0139549877604004,0.428246230156431
0.03,-0.0143035807043725,-0.435120223955192,0.0141685807043725,0.426120223955192
0.0305,-0.0145206407380769,-0.4331150067031,0.0143811032380769,0.4239650067031
0.031,-0.0147366908786204,-0.431080650148681,0.0145925408786204,0.421780650148681
0.0315,-0.0149517165927351,-0.429017229286109,0.0148028790927351,0.419567229286109
0.032,-0.0151657033323032,-0.426924821531935,0.0150121033323032,0.417324821531935
0.0325,-0.0153786366276967,-0.424803504562011,0.0152201991276967,0.415053504562012
0.033,-0.0155905020450894,-0.422653357300764,0.0154271520450894,0.412753357300764
0.0335,-0.0158012851864564,-0.420474459921195,0.0156329476864564,0.410424459921195
0.034,-0.0160109717491979,-0.418266886689092,0.0158375717491979,0.408066886689092
0.0345,-0.0162195473956713,-0.416030721621264,0.0160410098956713,0.405680721621264
0.035,-0.0164269978396999,-0.413766048103095,0.0162432478396999,0.403266048103095
0.0355,-0.0166333088384221,-0.411472949866784,0.0164442713384221,0.400822949866784
0.036,-0.0168384661858585,-0.409151511763422,0.0166440661858585,0.398351511763422
0.0365,-0.0170424557228421,-0.406801819609612,0.0168426182228421,0.395851819609613
0.037,-0.0172452634741729,-0.404423958069124,0.0170399134741729,0.393323958069125
0.0375,-0.0174468752832764,-0.402018016295586,0.0172359377832764,0.390768016295587
0.038,-0.0176472771182994,-0.399584083204844,0.0174306771182994,0.388184083204844
0.0385,-0.0178464549868603,-0.397122248791633,0.0176241174868603,0.385572248791634
0.039,-0.0180443949360495,-0.394632604129584,0.0178162449360495,0.382932604129584
0.0395,-0.0182410831084874,-0.392115241582963,0.0180070456084874,0.380265241582963
0.04,-0.0184365058027785,-0.389570255035021,0.0181965058027785,0.377570255035022
0.0405,-0.0186306491165639,-0.386997738539724,0.0183846116165639,0.374847738539725
0.041,-0.0188234992941355,-0.384397787634769,0.0185713492941355,0.372097787634769
0.0415,-0.0190150426230105,-0.381770498950919,0.0187567051230105,0.369320498950919
0.042,-0.0192052654339308,-0.379115970212011,0.0189406654339308,0.366515970212011
0.0425,-0.0193941541780268,-0.376434300345727,0.0191232166780269,0.363684300345727
0.043,-0.0195816953671506,-0.373725589397938,0.0193043453671506,0.360825589397938
0.0435,-0.0197678754467934,-0.370989938350257,0.0194840379467934,0.357939938350257
0.044,-0.01995268097046,-0.368227449370378,0.01966228097046,0.355027449370379
0.0445,-0.0201360985432467,-0.365438225731079,0.0198390610432467,0.352088225731079
0.045,-0.0203181148224362,-0.362622371811067,0.0200143648224362,0.349122371811067
0.0455,-0.0204987165197101,-0.359779991953383,0.0201881790197102,0.346129991953383
0.046,-0.0206778903990921,-0.356911192337669,0.0203604903990921,0.343111192337669
0.0465,-0.0208556232780783,-0.354016080602382,0.0205312857780783,0.340066080602382
0.047,-0.0210319020293495,-0.351094765057258,0.0207005520293495,0.336994765057258
0.0475,-0.0212067135808608,-0.348147355039659,0.0208682760808608,0.33389735503966
0.048,-0.0213800449164452,-0.345173960909644,0.0210344449164452,0.330773960909644
0.0485,-0.0215518830764151,-0.342174694045036,0.0211990455764151,0.327624694045036
0.049,-0.0217222151581658,-0.339149666836498,0.0213620651581658,0.324449666836499
0.0495,-0.0218910283167774,-0.336098992682605,0.0215234908167774,0.321248992682605
0.05,-0.0220583097656176,-0.333022785984909,0.0216833097656177,0.318022785984909
0.0505,-0.0222240467769444,-0.329921162143015,0.0218415092769444,0.314771162143015
0.051,-0.0223882266706614,-0.326794237799048,0.0219980766706614,0.311494237799048
0.0515,-0.0225508367104408,-0.323642133032235,0.0221529992104408,0.308192133032235
0.052,-0.0227118644218083,-0.320464964670347,0.0223062644218083,0.304864964670347
0.0525,-0.0228712973033036,-0.317262852378087,0.0224578598033036,0.301512852378088
0.053,-0.0230291229134558,-0.31403591683385,0.0226077729134558,0.29813591683385
0.0535,-0.0231853288712819,-0.310784279726982,0.0227559913712819,0.294734279726982
0.054,-0.0233399028567845,-0.307508063755058,0.0229025028567846,0.291308063755058
0.0545,-0.0234928326114503,-0.304207392621146,0.0230472951114503,0.287857392621146
0.055,-0.023644105938748,-0.300882391031077,0.023190355938748,0.284382391031077
0.0555,-0.0237937107046265,-0.297533184690716,0.0233316732046265,0.280883184690717
0.056,-0.0239416348380131,-0.294159900303229,0.0234712348380131,0.277359900303229
0.0565,-0.0240878663313117,-0.290762665566351,0.0236090288313117,0.273812665566351
0.057,-0.0242323932441317,-0.287341605307915,0.0237450432441317,0.270241605307916
0.0575,-0.0243752036991527,-0.283896847021214,0.0238792661991527,0.266646847021214
0.058,-0.0245162858801064,-0.280428523870061,0.0240116858801064,0.263028523870061
0.0585,-0.0246556280388393,-0.276936766839915,0.0241422905388393,0.259386766839915
0.059,-0.0247932184932216,-0.273421707829056,0.0242710684932216,0.255721707829057
0.0595,-0.0249290456276487,-0.269883479642794,0.0243980081276487,0.252033479642794
0.06,-0.0250630978935418,-0.266322215987664,0.0245230978935418,0.248322215987664
0.0605,-0.025195363809848,-0.262738051465638,0.024646326309848,0.244588051465638
0.061,-0.0253258319635418,-0.259131121568324,0.0247676819635418,0.240831121568324
0.0615,-0.0254544910101254,-0.255501562671171,0.0248871535101254,0.237051562671171
0.062,-0.0255813296741291,-0.25184951202767,0.0250047296741291,0.23324951202767
0.0625,-0.0257063367496129,-0.248175107763561,0.0251203992496129,0.229425107763562
0.063,-0.0258295010002885,-0.244478490585713,0.0252341510002885,0.225578490585713
0.0635,-0.025950811413228,-0.240759799450975,0.025345973913228,0.221709799450975
0.064,-0.026070256994532,-0.237019175059379,0.025455856994532,0.217819175059379
0.0645,-0.0261878268133884,-0.233256759104272,0.0255637893133884,0.213906759104272
0.065,-0.0263035100102827,-0.229472694134825,0.0256697600102827,0.209972694134825
0.0655,-0.026417295797469,-0.22566712355074,0.025773758297469,0.20601712355074
0.066,-0.0265291734594415,-0.221840191596959,0.0258757734594415,0.202040191596959
0.0665,-0.0266391323534054,-0.217992043358367,0.0259757948534054,0.198042043358368
0.067,-0.0267471619097483,-0.214122824754504,0.0260738119097483,0.194022824754505
0.0675,-0.0268532516325117,-0.210232682534269,0.0261698141325117,0.189982682534269
0.068,-0.0269573910998617,-0.206321764270626,0.0262637910998617,0.185921764270626
0.0685,-0.0270595699413968,-0.202390218696951,0.0263557324413968,0.181840218696951
0.069,-0.0271597778421237,-0.198438195650046,0.0264456278421237,0.177738195650046
0.0695,-0.0272580046409145,-0.194465844619682,0.0265334671409145,0.173615844619682
0.07,-0.0273542402119321,-0.19047331649908,0.0266192402119321,0.16947331649908
0.0705,-0.0274484745053436,-0.18646076298609,0.0267029370053436,0.16531076298609
0.071,-0.0275406975477736,-0.182428336578174,0.0267845475477736,0.161128336578175
0.0715,-0.0276308994427561,-0.178376190567389,0.0268640619427561,0.156926190567389
0.072,-0.0277190703711875,-0.174304479035366,0.0269414703711875,0.152704479035367
0.0725,-0.0278052005917789,-0.1702133568483,0.0270167630917789,0.1484633568483
0.073,-0.0278892804415087,-0.166102979651923,0.0270899304415087,0.144202979651923
0.0735,-0.0279713003360752,-0.161973503866495,0.0271609628360752,0.139923503866495
0.074,-0.0280512507703491,-0.157825086681782,0.0272298507703491,0.135625086681782
0.0745,-0.0281291222405357,-0.153657884892524,0.0272965847405357,0.131307884892524
0.075,-0.0282049054171389,-0.14947205744839,0.0273611554171389,0.126972057448391
0.0755,-0.0282785910522857,-0.145267764069692,0.0274235535522857,0.122617764069692
0.076,-0.0283501699545319,-0.141045164862527,0.0274837699545319,0.118245164862527
