"time","tank.level","tank.medium.T","timeTable.a","timeTable.b","timeTable.last","timeTable.nextEvent"
0,1.0000000000000001e-15,293.14999999999998,0,0,2,10
1.1135753885455329e-07,-1.0000000000000002e-10,293.15000533125954,0,0,2,10
1.1135753885455329e-07,-1.0000000000000002e-10,293.15000533125954,0,0,2,10
0.02,-1.0000005481131543e-10,293.15000533125954,0,0,2,10
0.040000000000000001,-1.0000010962293603e-10,293.15000533125954,0,0,2,10
0.059999999999999998,-1.0000016443455663e-10,293.15000533125954,0,0,2,10
0.080000000000000002,-1.0000021924617723e-10,293.15000533125954,0,0,2,10
0.10000000000000001,-1.0000027405779782e-10,293.15000533125954,0,0,2,10
0.12,-1.0000032886941842e-10,293.15000533125954,0,0,2,10
0.14000000000000001,-1.0000038368103902e-10,293.15000533125954,0,0,2,10
0.16,-1.0000043849265962e-10,293.15000533125954,0,0,2,10
0.17999999999999999,-1.0000049330428022e-10,293.15000533125954,0,0,2,10
0.20000000000000001,-1.0000054811590082e-10,293.15000533125954,0,0,2,10
0.22,-1.0000060292752142e-10,293.15000533125954,0,0,2,10
0.23999999999999999,-1.0000065773914202e-10,293.15000533125954,0,0,2,10
0.26000000000000001,-1.0000071255076262e-10,293.15000533125954,0,0,2,10
0.28000000000000003,-1.0000076736238323e-10,293.15000533125954,0,0,2,10
0.29999999999999999,-1.0000082217400383e-10,293.15000533125954,0,0,2,10
0.32000000000000001,-1.0000087698562443e-10,293.15000533125954,0,0,2,10
0.34000000000000002,-1.0000093179724503e-10,293.15000533125954,0,0,2,10
0.35999999999999999,-1.0000098660886563e-10,293.15000533125954,0,0,2,10
0.38,-1.0000104142048623e-10,293.15000533125954,0,0,2,10
0.40000000000000002,-1.0000109623210683e-10,293.15000533125954,0,0,2,10
0.41999999999999998,-1.0000115104372743e-10,293.15000533125954,0,0,2,10
0.44,-1.0000120585534802e-10,293.15000533125954,0,0,2,10
0.46000000000000002,-1.0000126066696862e-10,293.15000533125954,0,0,2,10
0.47999999999999998,-1.0000131547858922e-10,293.15000533125954,0,0,2,10
0.5,-1.0000137029020982e-10,293.15000533125954,0,0,2,10
0.52000000000000002,-1.0000142510183042e-10,293.15000533125954,0,0,2,10
0.54000000000000004,-1.0000147991345102e-10,293.15000533125954,0,0,2,10
0.56000000000000005,-1.0000153472507163e-10,293.15000533125954,0,0,2,10
0.57999999999999996,-1.0000158953669223e-10,293.15000533125954,0,0,2,10
0.59999999999999998,-1.0000164434831283e-10,293.15000533125954,0,0,2,10
0.62,-1.0000169915993343e-10,293.15000533125954,0,0,2,10
0.64000000000000001,-1.0000175397155402e-10,293.15000533125954,0,0,2,10
0.66000000000000003,-1.0000180878317462e-10,293.15000533125954,0,0,2,10
0.68000000000000005,-1.0000186359479522e-10,293.15000533125954,0,0,2,10
0.70000000000000007,-1.0000191840641582e-10,293.15000533125954,0,0,2,10
0.71999999999999997,-1.0000197321803642e-10,293.15000533125954,0,0,2,10
0.73999999999999999,-1.0000202802965702e-10,293.15000533125954,0,0,2,10
0.76000000000000001,-1.0000208284127762e-10,293.15000533125954,0,0,2,10
0.78000000000000003,-1.0000213765289822e-10,293.15000533125954,0,0,2,10
0.80000000000000004,-1.0000219246451882e-10,293.15000533125954,0,0,2,10
0.82000000000000006,-1.0000224727613942e-10,293.15000533125954,0,0,2,10
0.83999999999999997,-1.0000230208776001e-10,293.15000533125954,0,0,2,10
0.85999999999999999,-1.0000235689938061e-10,293.15000533125954,0,0,2,10
0.88,-1.0000241171100121e-10,293.15000533125954,0,0,2,10
0.90000000000000002,-1.0000246652262182e-10,293.15000533125954,0,0,2,10
0.92000000000000004,-1.0000252133424242e-10,293.15000533125954,0,0,2,10
0.94000000000000006,-1.0000257614586302e-10,293.15000533125954,0,0,2,10
0.95999999999999996,-1.0000263095748362e-10,293.15000533125954,0,0,2,10
0.97999999999999998,-1.0000268576910422e-10,293.15000533125954,0,0,2,10
1,-1.0000274058072482e-10,293.15000533125954,0,0,2,10
1.02,-1.0000279539234542e-10,293.15000533125954,0,0,2,10
1.04,-1.0000285020396601e-10,293.15000533125954,0,0,2,10
1.0600000000000001,-1.0000290501558661e-10,293.15000533125954,0,0,2,10
1.0800000000000001,-1.0000295982720721e-10,293.15000533125954,0,0,2,10
1.1000000000000001,-1.0000301463882781e-10,293.15000533125954,0,0,2,10
1.1200000000000001,-1.0000306945044841e-10,293.15000533125954,0,0,2,10
1.1400000000000001,-1.0000312426206901e-10,293.15000533125954,0,0,2,10
1.1599999999999999,-1.0000317907368961e-10,293.15000533125954,0,0,2,10
1.1799999999999999,-1.0000323388531022e-10,293.15000533125954,0,0,2,10
1.2,-1.0000328869693082e-10,293.15000533125954,0,0,2,10
