"time","coil.Phi","coil.i","fundamentalWavePermabilitySensor.harmonicFlux.mean1.x","fundamentalWavePermabilitySensor.harmonicFlux.mean2.x","fundamentalWavePermabilitySensor.harmonicPotential.mean1.x","fundamentalWavePermabilitySensor.harmonicPotential.mean2.x","r_mLeak.port_p.Phi","rootMeanSquare.mean1.x","rootMeanSquare.mean2.x","sourceQS.pin_p.reference.gamma"
0,0,0,0,0,0,0,0,0,0,0
4.0000000000000003e-05,-2.1681599221125598e-05,0.0091930637958590918,4.7653160637892158e-10,4.0076739798325999e-12,0.00010339174311697469,8.4579620826886247e-07,4.5965318979295457e-06,2.7344271945459391e-07,2.2601151793696088e-09,0.012566370614359166
8.0000000000000007e-05,-4.3355718647621379e-05,0.016469050397348483,1.9500552363686813e-09,3.2855326638707575e-11,0.00035460310917047577,5.7035436796539012e-06,8.2345251986742414e-06,1.0048197555112067e-06,1.6478022988022019e-08,0.025132741228718333
0.00012000000000000002,-6.5019541511291329e-05,0.022883485037386075,4.4562154275411633e-09,1.1270868574008193e-10,0.00070467293656632541,1.6793454749788173e-05,1.1441742518693038e-05,2.1200931779779287e-06,5.1906617202880349e-08,0.037699111843077504
0.00016000000000000001,-8.6670066683312296e-05,0.028852377165316311,8.0107756269762864e-09,2.702542104607134e-10,0.0011301399812735638,3.5589849966509726e-05,1.4426188582658155e-05,3.5835060208337433e-06,1.1666614125914276e-07,0.050265482457436658
0.00020000000000000001,-0.00010830400149115437,0.03456339664775919,1.2620781967632553e-08,5.3233638924540923e-10,0.0016182021590668335,6.3279955758147472e-05,1.7281698323879594e-05,5.3752167128897593e-06,2.1843188324504328e-07,0.062831853071795812
0.00024000000000000003,-0.00012991798231012645,0.040111556225047244,1.8288766786914761e-08,9.2582311609396852e-10,0.0021611313540546699,0.00010091954655160623,2.0055778112523623e-05,7.4828824396809343e-06,3.6466501139280603e-07,0.075398223686154994
0.00028000000000000003,-0.00015150870679091764,0.045549453612898298,2.5014551403460773e-08,1.4775414377216371e-09,0.0027538806564144729,0.00014949516593554181,2.2774726806449151e-05,9.8980537674735726e-06,5.6270264114124219e-07,0.087964594300514162
0.00032000000000000003,-0.0001730728047347922,0.050908230751143153,3.2796112814080223e-08,2.2142392730030381e-09,0.0033929403815975128,0.00020995230488198778,2.5454115375571575e-05,1.2614451927409611e-05,8.1979667545216385e-07,0.10053096491487334
0.00036000000000000002,-0.00019460689953026622,0.056207313833715675,4.1630035145174907e-08,3.1625572971892095e-09,0.0040757370210448328,0.00028320944093387479,2.8103656916857837e-05,1.5627062867666603e-05,1.1431312371018005e-06,0.11309733552923253
0.00040000000000000002,-0.00021610760643593375,0.061459309069293616,5.1511767999742499e-08,4.3490061593764447e-09,0.0048002955081208817,0.00037016549668977838,3.0729654534646809e-05,1.8931629186284042e-05,1.5398302648854439e-06,0.12566370614359171
0.00044000000000000002,-0.00023757152977095999,0.066672641525385754,6.2435781183529438e-08,5.7999461714091201e-09,0.005565037935926948,0.00047170396742948257,3.3336320762692877e-05,2.2524347494761786e-05,2.0169600828447038e-06,0.13823007675795088
0.00048000000000000007,-0.00025899529049884187,0.071853067391701705,7.4395663668254224e-08,7.5415684206575458e-09,0.0063686571298482058,0.00058869526640490939,3.5926533695850854e-05,2.6401678706286715e-05,2.5815293010926977e-06,0.15079644737231007
0.00052000000000000006,-0.00028037554152252005,0.077004578061750484,8.738419115238099e-08,9.5998769864361889e-09,0.0072100345673730424,0.00072199804669092105,3.8502289030875241e-05,3.0560225572273058e-05,3.2404872451054636e-06,0.16336281798666924
0.00056000000000000006,-0.00030170892075754029,0.082129949734165444,1.0139337306387864e-07,1.2000671793872346e-08,0.0080881861674193273,0.00087245988891287724,4.1064974867082722e-05,3.4996652305534764e-05,4.0007214634124831e-06,0.17592918860102841
