"time","velocity[1]","velocity[2]","velocity[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","m_flow[1]","m_flow[2]","m_flow[3]","Re_2[1]","Re_2[2]","Re_2[3]","Nu_2[1]","Nu_2[2]","Nu_2[3]","mflow_test","input_mflow_0.y","input_mflow_1.y","input_mflow_2.y"
0,0,0,0,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0,0,0,1,1,1,0.120705776780986,0.0890777068987694,0.341448015945675,0,0,0,0
0.000202,0.0544107744107744,0.00355589487639014,0.389285401122953,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0003232,0.017747649122807,2.02,354.385964912281,354.385964912281,354.385964912281,5.69263873068894,8.12115501936611,38.9010630184597,2.02,2.02,12.6920309129513,20.179611730412
0.000404,0.108821548821549,0.00711178975278028,0.778570802245907,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0006464,0.035495298245614,4.04,708.771929824561,708.771929824561,708.771929824561,7.76437333389338,13.3380626275016,66.1112438025123,4.04,4.04,25.3840413806001,40.3185017878649
0.000606,0.163232323232323,0.0106676846291704,1.16785620336886,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0009696,0.0532429473684211,6.06,1063.15789473684,1063.15789473684,1063.15789473684,9.59757346267513,18.0340703131428,91.14043658593,6.06,6.06,38.0760109576771,60.4167523471144
0.000808,0.217643097643098,0.0142235795055606,1.55714160449181,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0012928,0.0709905964912281,8.08,1417.54385964912,1417.54385964912,1417.54385964912,11.2751617280335,22.4323184399032,114.913533334146,8.08,8.08,50.7679191989786,80.4744454170891
0.00101,0.272053872053872,0.0177794743819507,1.94642700561477,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.001616,0.0887382456140351,10.1,1771.9298245614,1771.9298245614,1771.9298245614,12.8438510328357,26.627267398197,137.824381736796,10.1,10.1,63.4597456593999,100.491662841227
0.001212,0.326464646464646,0.0213353692583408,2.33571240673772,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0019392,0.106485894736842,12.12,2126.31578947368,2126.31578947368,2126.31578947368,14.3308455797004,30.6702708271906,160.088051230521,12.12,12.12,76.1514698939678,120.468486297811
0.001414,0.380875420875421,0.024891264134731,2.72499780786067,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0022624,0.124233543859649,14.14,2480.70175438596,2480.70175438596,2480.70175438596,15.7534829654951,34.5932331593442,181.838637900653,14.14,14.14,88.8430714578741,140.4049973003
0.001616,0.435286195286195,0.0284471590111211,3.11428320898363,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0025856,0.141981192982456,16.16,2835.08771929825,2835.08771929825,2835.08771929824,17.1236037121021,38.4177221947998,203.167066645795,16.16,16.16,101.534529906508,160.301277197659
0.001818,0.48969696969697,0.0320030538875113,3.50356861010658,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0029088,0.159728842105263,18.18,3189.47368421053,3189.47368421053,3189.47368421053,18.4497244130431,42.1591983517482,224.138685738181,18.18,18.18,114.225824795489,180.157407174697
0.00202,0.544107744107744,0.0355589487639014,3.89285401122953,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.003232,0.17747649122807,20.2,3543.85964912281,3543.85964912281,3543.85964912281,19.7382196181088,45.8292333963123,244.802519944333,20.2,20.2,126.9169356807,199.973468252395
0.002222,0.598518518518518,0.0391148436402916,4.28213941235249,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0035552,0.195224140350877,22.22,3898.24561403509,3898.24561403509,3898.24561403509,20.9940127432252,49.4367810011016,265.196580845366,22.22,22.22,139.607842118322,219.749541288234
0.002424,0.652929292929293,0.0426707385166817,4.67142481347544,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0038784,0.212971789473684,24.24,4252.63157894737,4252.63157894737,4252.63157894737,22.2210040043537,52.9889540481795,285.351121908209,24.24,24.24,152.298523664863,239.485706976533
0.002626,0.707340067340067,0.0462266333930718,5.06071021459839,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0042016,0.230719438596491,26.26,4607.01754385965,4607.01754385965,4607.01754385965,23.4223482005734,56.4915254452686,305.290739427709,26.26,26.26,164.988959877195,259.182045848769
0.002828,0.761750841750842,0.049782528269462,5.44999561572135,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0045248,0.248467087719298,28.28,4961.40350877193,4961.40350877193,4961.40350877193,24.600642143602,59.9492645582541,325.035786153019,28.28,28.28,177.679130312583,278.838638273908
0.00303,0.816161616161616,0.0533384231458521,5.8392810168443,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.004848,0.266214736842105,30.3,5315.78947368421,5315.78947368421,5315.78947368421,25.7580552877664,63.3661711279077,344.603355627035,30.3,30.3,190.369014528723,298.455564458741
0.003232,0.87057239057239,0.0568943180222423,6.22856641796726,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0051712,0.283962385964912,32.32,5670.17543859649,5670.17543859649,5670.17543859649,26.8964233126997,66.7456426727549,364.007987605799,32.32,32.32,203.058592083769,318.032904448197
0.003434,0.924983164983165,0.0604502128986324,6.61785181909021,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0054944,0.301710035087719,34.34,6024.56140350877,6024.56140350877,6024.56140350877,28.017316769184,70.0905972727232,383.262186125911,34.34,34.34,215.747842536373,337.570738125683
0.003636,0.979393939393939,0.0640061077750225,7.00713722021316,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0058176,0.319457684210526,36.36,6378.94736842105,6378.94736842105,6378.94736842105,29.1220924771769,73.4035655551255,402.376808096668,36.36,36.36,228.43674544571,357.069145213402
0.003838,1.03380471380471,0.0675620026514127,7.39642262133612,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0061408,0.337205333333333,38.38,6733.33333333333,6733.33333333333,6733.33333333333,30.2119327080463,76.6867608920462,421.361360185927,38.38,38.38,241.125280371517,376.528205272683
0.00404,1.08821548821549,0.0711178975278028,7.78570802245907,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.006464,0.35495298245614,40.4,7087.71929824561,7087.71929824561,7087.71929824561,31.2878755326795,79.942133846807,440.224229339467,40.4,40.4,253.813426874123,395.9479977043
0.004242,1.14262626262626,0.074673792404193,8.17499342358202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0067872,0.372700631578947,42.42,7442.10526315789,7442.10526315789,7442.10526315789,32.3508386618584,83.1714150155721,458.972864352836,42.42,42.42,266.501164514483,415.328601748801
0.004444,1.19703703703704,0.0782296872805831,8.56427882470498,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0071104,0.390448280701754,44.44,7796.49122807017,7796.49122807017,7796.49122807017,33.4016384129564,86.3761491731377,477.613920729597,44.44,44.44,279.18847285421,434.670096486831
0.004646,1.25144781144781,0.0817855821569732,8.95356422582793,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0074336,0.408195929824561,46.46,8150.87719298246,8150.87719298245,8150.87719298245,34.4410049722844,89.55772280351,496.153377584184,46.46,46.46,291.87533145561,453.972560839451
0.004848,1.30585858585859,0.0853414770333634,9.34284962695088,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0077568,0.425943578947368,48.48,8505.26315789473,8505.26315789473,8505.26315789473,35.4695948039821,92.7173865291607,514.596632967688,48.48,48.48,304.561719881712,473.236073568463
0.00505,1.36026936026936,0.0888973719097535,9.73213502807384,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.00808,0.443691228070175,50.5,8859.64912280702,8859.64912280701,8859.64912280701,36.4880008340911,95.856273557688,532.948582334104,50.5,50.5,317.247617696303,492.460713276731
