"time","SourceP1.ports[1].m_flow","SourceP1.ports[1].p","SourceP1.ports[1].h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","SinkP1.ports[1].m_flow","SinkP1.ports[1].p","SinkP1.ports[1].h_outflow","Opening.y","SourceP2.ports[1].m_flow","SourceP2.ports[1].p","SourceP2.ports[1].h_outflow","V2.port_b.m_flow","V2.port_b.p","V2.port_b.h_outflow","V2.minLimiter.y","SinkP2.ports[1].m_flow","SinkP2.ports[1].p","SinkP2.ports[1].h_outflow","SourceP3.ports[1].m_flow","SourceP3.ports[1].p","SourceP3.ports[1].h_outflow","V3.port_b.m_flow","V3.port_b.p","V3.port_b.h_outflow","V3.minLimiter.y","SinkP3.ports[1].m_flow","SinkP3.ports[1].p","SinkP3.ports[1].h_outflow"
0.008,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0088,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0096,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0104,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0112,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.012,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0128,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0136,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0144,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0152,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.016,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0168,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0176,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0184,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0192,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.02,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0208,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0216,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0224,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0232,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.024,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0248,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0256,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0264,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0272,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.028,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0288,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0296,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0304,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0312,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.032,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0328,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0336,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0344,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0352,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.036,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0376,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0384,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0392,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.04,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0408,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0416,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0424,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0432,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.044,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0448,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0456,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0464,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0472,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.048,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0488,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0496,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0504,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0512,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.052,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0528,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0536,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0544,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0552,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.056,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0568,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0576,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0584,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0592,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.06,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0608,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0616,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0624,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0632,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.064,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0648,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0656,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0664,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0672,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.068,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0688,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0696,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0704,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
0.0712,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,0,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368,-0,1000000,84858.4652350282,-0,100000,84858.4652350282,0.001,0,100000,84011.8111671368
