"time","body.frame_a.r_0[1]","body.frame_a.r_0[2]","body.frame_a.r_0[3]","body.v_0[1]","body.v_0[2]","body.v_0[3]","body.w_a[1]","body.w_a[2]","body.w_a[3]"
0.041,0,-0.306138587362138,0,0,-0.297978919868202,0,0,0,0
0.042,0,-0.306440095750084,0,0,-0.305096083636929,0,0,0,0
0.043,0,-0.306748723491456,0,0,-0.312202389478504,0,0,0,0
0.044,0,-0.307064462171218,0,0,-0.319297581398472,0,0,0,0
0.045,0,-0.307387279170084,0,0,-0.326381437350317,0,0,0,0
0.046,0,-0.307717156806913,0,0,-0.333453714335862,0,0,0,0
0.047,0,-0.308054101419072,0,0,-0.340514135669506,0,0,0,0
0.048,0,-0.308398102573402,0,0,-0.347562448187337,0,0,0,0
0.049,0,-0.308749149836746,0,0,-0.354598398725437,0,0,0,0
0.05,0,-0.309107232775946,0,0,-0.361621734119894,0,0,0,0
0.051,0,-0.309472340957843,0,0,-0.368632201206792,0,0,0,0
0.052,0,-0.309844463949278,0,0,-0.375629546822217,0,0,0,0
0.053,0,-0.310223553994407,0,0,-0.382613576057886,0,0,0,0
0.054,0,-0.31060961385267,0,0,-0.389584015158033,0,0,0,0
0.055,0,-0.311002638284045,0,0,-0.396540602852966,0,0,0,0
0.056,0,-0.311402614871054,0,0,-0.403483089076024,0,0,0,0
0.057,0,-0.311809531196216,0,0,-0.410411223760548,0,0,0,0
0.058,0,-0.312223374842054,0,0,-0.417324756839877,0,0,0,0
0.059,0,-0.312644133391088,0,0,-0.424223438247351,0,0,0,0
0.06,0,-0.313071792213272,0,0,-0.431107022451382,0,0,0,0
0.061,0,-0.313506308129398,0,0,-0.437975322437289,0,0,0,0
0.062,0,-0.313947685728322,0,0,-0.444828053280713,0,0,0,0
0.063,0,-0.314395909497676,0,0,-0.451664971258553,0,0,0,0
0.064,0,-0.31485096369023,0,0,-0.458485833129106,0,0,0,0
0.065,0,-0.31531283232389,0,0,-0.46529039613206,0,0,0,0
0.066,0,-0.315781499181701,0,0,-0.472078417988498,0,0,0,0
0.067,0,-0.316256947811847,0,0,-0.478849656900899,0,0,0,0
0.068,0,-0.316739161527648,0,0,-0.485603871553136,0,0,0,0
0.069,0,-0.317228123407562,0,0,-0.492340821110475,0,0,0,0
0.07,0,-0.317723816295186,0,0,-0.499060265219578,0,0,0,0
0.071,0,-0.318226222799253,0,0,-0.5057619640085,0,0,0,0
0.072,0,-0.318735325293637,0,0,-0.512445678086692,0,0,0,0
0.073,0,-0.319251105917346,0,0,-0.519111168544998,0,0,0,0
0.074,0,-0.319773546574528,0,0,-0.525758196955657,0,0,0,0
0.075,0,-0.320302628934468,0,0,-0.532386525372303,0,0,0,0
0.076,0,-0.320838327547627,0,0,-0.538995946301462,0,0,0,0
0.077,0,-0.321380623658794,0,0,-0.545586222562636,0,0,0,0
0.078,0,-0.321929501543873,0,0,-0.552157103237272,0,0,0,0
0.079,0,-0.322484941499887,0,0,-0.558708354188972,0,0,0,0
0.08,0,-0.323046923566815,0,0,-0.565239741859303,0,0,0,0
0.081,0,-0.323615427527595,0,0,-0.5717510332678,0,0,0,0
0.082,0,-0.32419043290812,0,0,-0.578241996011961,0,0,0,0
0.083,0,-0.32477191897724,0,0,-0.584712398267252,0,0,0,0
0.084,0,-0.325359864746764,0,0,-0.591162008787104,0,0,0,0
0.085,0,-0.325954248971455,0,0,-0.597590596902915,0,0,0,0
0.086,0,-0.326555050149035,0,0,-0.603997932524048,0,0,0,0
0.087,0,-0.327162246520182,0,0,-0.610383786137832,0,0,0,0
0.088,0,-0.327775816068533,0,0,-0.61674792880956,0,0,0,0
0.089,0,-0.328395736520677,0,0,-0.623090132182495,0,0,0,0
0.09,0,-0.329021985346166,0,0,-0.629410168477862,0,0,0,0
0.091,0,-0.329654542550274,0,0,-0.635707823402828,0,0,0,0
0.092,0,-0.330293400361757,0,0,-0.641982940926576,0,0,0,0
0.093,0,-0.330938522388734,0,0,-0.648235234501825,0,0,0,0
0.094,0,-0.331589885603974,0,0,-0.654464481117732,0,0,0,0
0.095,0,-0.332247466746398,0,0,-0.6606704584486,0,0,0,0
0.096,0,-0.332911242321067,0,0,-0.666852944853876,0,0,0,0
0.097,0,-0.333581188599194,0,0,-0.673011719378152,0,0,0,0
0.098,0,-0.334257281618133,0,0,-0.679146561751167,0,0,0,0
0.099,0,-0.334939497181389,0,0,-0.685257252387805,0,0,0,0
0.1,0,-0.33562781085861,0,0,-0.691343572388095,0,0,0,0
0.101,0,-0.336322197985593,0,0,-0.69740530353721,0,0,0,0
0.102,0,-0.337022633664278,0,0,-0.70344222830547,0,0,0,0
0.103,0,-0.337729092762755,0,0,-0.709454129848341,0,0,0,0
0.104,0,-0.338441549915256,0,0,-0.715440792006433,0,0,0,0
0.105,0,-0.339159979522164,0,0,-0.721401999305502,0,0,0,0
0.106,0,-0.339884355750005,0,0,-0.727337536956449,0,0,0,0
0.107,0,-0.340614660441438,0,0,-0.733247271959729,0,0,0,0
0.108,0,-0.341350865237139,0,0,-0.739130969793506,0,0,0,0
0.109,0,-0.342092940723503,0,0,-0.744988388208925,0,0,0,0
0.11,0,-0.342840860422045,0,0,-0.750819318135113,0,0,0,0
0.111,0,-0.34359459763187,0,0,-0.756623551303638,0,0,0,0
0.112,0,-0.344354125429667,0,0,-0.762400880248517,0,0,0,0
0.113,0,-0.345119416669712,0,0,-0.768151098306206,0,0,0,0
0.114,0,-0.345890443983867,0,0,-0.77387399961561,0,0,0,0
0.115,0,-0.346667179781581,0,0,-0.779569379118075,0,0,0,0
0.116,0,-0.347449596249888,0,0,-0.785237032557394,0,0,0,0
0.117,0,-0.348237665353409,0,0,-0.790876756479801,0,0,0,0
0.118,0,-0.349031358834351,0,0,-0.796488348233978,0,0,0,0
0.119,0,-0.349830648212508,0,0,-0.802071605971049,0,0,0,0
0.12,0,-0.350635504785259,0,0,-0.807626328644583,0,0,0,0
0.121,0,-0.351445899627571,0,0,-0.813152316010594,0,0,0,0
0.122,0,-0.352261806550293,0,0,-0.818649394650216,0,0,0,0
0.123,0,-0.353083205249564,0,0,-0.824117445673514,0,0,0,0
0.124,0,-0.353910057521552,0,0,-0.829556195492183,0,0,0,0
0.125,0,-0.354742333893853,0,0,-0.834965450082944,0,0,0,0
0.126,0,-0.355580004685387,0,0,-0.840345016345783,0,0,0,0
0.127,0,-0.356423040006394,0,0,-0.845694702103941,0,0,0,0
0.128,0,-0.357271409758436,0,0,-0.851014316103923,0,0,0,0
0.129,0,-0.358125083634392,0,0,-0.856303668015489,0,0,0,0
0.13,0,-0.358984031118466,0,0,-0.861562568431662,0,0,0,0
0.131,0,-0.35984822148618,0,0,-0.866790828868723,0,0,0,0
0.132,0,-0.360717623804378,0,0,-0.871988261766214,0,0,0,0
0.133,0,-0.361592206931224,0,0,-0.877154680486936,0,0,0,0
0.134,0,-0.362471939516203,0,0,-0.882289899316948,0,0,0,0
0.135,0,-0.363356790000122,0,0,-0.88739373346557,0,0,0,0
0.136,0,-0.364246726615106,0,0,-0.892465999065382,0,0,0,0
0.137,0,-0.365141717384602,0,0,-0.897506513172224,0,0,0,0
0.138,0,-0.366041741144693,0,0,-0.902515178694885,0,0,0,0
0.139,0,-0.366946760905227,0,0,-0.90749177911733,0,0,0,0
0.14,0,-0.367856741377703,0,0,-0.912436113567686,0,0,0,0
0.141,0,-0.368771650114557,0,0,-0.917348005597532,0,0,0,0
0.142,0,-0.369691454473835,0,0,-0.922227279791802,0,0,0,0
0.143,0,-0.370616121619186,0,0,-0.927073761768774,0,0,0,0
0.144,0,-0.371545618519868,0,0,-0.931887278180078,0,0,0,0
0.145,0,-0.372479911950745,0,0,-0.93666765671069,0,0,0,0
0.146,0,-0.373418968492291,0,0,-0.941414726078936,0,0,0,0
0.147,0,-0.374362754530582,0,0,-0.946128316036492,0,0,0,0
0.148,0,-0.375311236257305,0,0,-0.950808257368379,0,0,0,0
0.149,0,-0.376264379669753,0,0,-0.955454381892972,0,0,0,0
0.15,0,-0.377222150570824,0,0,-0.96006652246199,0,0,0,0
0.151,0,-0.378184514569026,0,0,-0.964644512960503,0,0,0,0
0.152,0,-0.379151437078473,0,0,-0.969188188306929,0,0,0,0
0.153,0,-0.380122886710579,0,0,-0.97369740588542,0,0,0,0
0.154,0,-0.381098835043761,0,0,-0.978172044090567,0,0,0,0
0.155,0,-0.382079240431613,0,0,-0.982611900010025,0,0,0,0
0.156,0,-0.383064067962188,0,0,-0.987016815548728,0,0,0,0
0.157,0,-0.384053282560667,0,0,-0.991386633844173,0,0,0,0
0.158,0,-0.385046848990317,0,0,-0.995721199272418,0,0,0,0
0.159,0,-0.386044731853432,0,0,-1.00002035745407,0,0,0,0
0.16,0,-0.387046895592289,0,0,-1.0042839552603,0,0,0,0
0.161,0,-0.388053304490089,0,0,-1.0085118408188,0,0,0,0
0.162,0,-0.389063922671912,0,0,-1.01270386351983,0,0,0,0
0.163,0,-0.390078714105665,0,0,-1.01685987402217,0,0,0,0
0.164,0,-0.391097642603027,0,0,-1.02097972425912,0,0,0,0
0.165,0,-0.392120671820401,0,0,-1.02506326744455,0,0,0,0
0.166,0,-0.393147765259864,0,0,-1.02911035807882,0,0,0,0
0.167,0,-0.39417888627011,0,0,-1.03312085195481,0,0,0,0
0.168,0,-0.395213998047407,0,0,-1.03709460616392,0,0,0,0
0.169,0,-0.396253067691273,0,0,-1.04103149068301,0,0,0,0
0.17,0,-0.397296056039088,0,0,-1.04493135934374,0,0,0,0
0.171,0,-0.398342925318872,0,0,-1.04879407169343,0,0,0,0
0.172,0,-0.399393638313837,0,0,-1.05261949061209,0,0,0,0
0.173,0,-0.400448157672315,0,0,-1.05640748034481,0,0,0,0
0.174,0,-0.40150644590908,0,0,-1.06015790650883,0,0,0,0
0.175,0,-0.402568465406682,0,0,-1.06387063610059,0,0,0,0
0.176,0,-0.403634178416775,0,0,-1.06754553750286,0,0,0,0
0.177,0,-0.404703547061438,0,0,-1.07118248049175,0,0,0,0
0.178,0,-0.405776533334513,0,0,-1.07478133624386,0,0,0,0
0.179,0,-0.406853099102924,0,0,-1.07834197734331,0,0,0,0
0.18,0,-0.407933206108013,0,0,-1.08186427778883,0,0,0,0
0.181,0,-0.409016815966861,0,0,-1.08534811300085,0,0,0,0
0.182,0,-0.41010389017362,0,0,-1.08879335982857,0,0,0,0
0.183,0,-0.411194390100841,0,0,-1.09219989655703,0,0,0,0
0.184,0,-0.412288276935677,0,0,-1.09556759534035,0,0,0,0
0.185,0,-0.413385511734279,0,0,-1.09889632838029,0,0,0,0
0.186,0,-0.414486055601196,0,0,-1.10218598864366,0,0,0,0
0.187,0,-0.415589869428919,0,0,-1.10543645942335,0,0,0,0
0.188,0,-0.416696913994492,0,0,-1.10864762542736,0,0,0,0
0.189,0,-0.417807149960833,0,0,-1.11181937278417,0,0,0,0
0.19,0,-0.418920537878037,0,0,-1.11495158904815,0,0,0,0
0.191,0,-0.4200370381847,0,0,-1.11804416320498,0,0,0,0
0.192,0,-0.421156611209226,0,0,-1.12109698567696,0,0,0,0
0.193,0,-0.422279217171141,0,0,-1.1241099483285,0,0,0,0
0.194,0,-0.42340481618241,0,0,-1.12708294447144,0,0,0,0
0.195,0,-0.424533368248747,0,0,-1.13001586887049,0,0,0,0
0.196,0,-0.425664833270931,0,0,-1.1329086177486,0,0,0,0
0.197,0,-0.426799171046117,0,0,-1.13576108879234,0,0,0,0
0.198,0,-0.427936341269154,0,0,-1.13857318115734,0,0,0,0
0.199,0,-0.429076303533891,0,0,-1.14134479547361,0,0,0,0
0.2,0,-0.430219016822515,0,0,-1.14407581657233,0,0,0,0
0.201,0,-0.43136444084704,0,0,-1.1467661587203,0,0,0,0
0.202,0,-0.432512534930137,0,0,-1.14941572781054,0,0,0,0
0.203,0,-0.433663258253182,0,0,-1.15202442969478,0,0,0,0
0.204,0,-0.434816569901647,0,0,-1.15459217167628,0,0,0,0
0.205,0,-0.435972428866372,0,0,-1.15711886251387,0,0,0,0
0.206,0,-0.437130794044833,0,0,-1.15960441242576,0,0,0,0
0.207,0,-0.438291624242413,0,0,-1.16204873309357,0,0,0,0
0.208,0,-0.439454878173671,0,0,-1.16445173766614,0,0,0,0
0.209,0,-0.440620514463612,0,0,-1.16681334076355,0,0,0,0
0.21,0,-0.441788491648959,0,0,-1.16913345848098,0,0,0,0
0.211,0,-0.44295876817942,0,0,-1.17141200839265,0,0,0,0
0.212,0,-0.44413130241896,0,0,-1.17364890955575,0,0,0,0
0.213,0,-0.445306052647069,0,0,-1.17584408251434,0,0,0,0
0.214,0,-0.446482977060035,0,0,-1.17799744930329,0,0,0,0
0.215,0,-0.447662034241844,0,0,-1.18010893144511,0,0,0,0
0.216,0,-0.448843182547129,0,0,-1.18217845259643,0,0,0,0
0.217,0,-0.450026379461698,0,0,-1.18420594129021,0,0,0,0
0.218,0,-0.451211582903313,0,0,-1.18619132538602,0,0,0,0
0.219,0,-0.452398750715773,0,0,-1.18813453424143,0,0,0,0
0.22,0,-0.453587840670264,0,0,-1.19003549871569,0,0,0,0
0.221,0,-0.45477881046672,0,0,-1.19189415117318,0,0,0,0
0.222,0,-0.455971617735177,0,0,-1.19371042548702,0,0,0,0
0.223,0,-0.457166220037132,0,0,-1.1954842570426,0,0,0,0
0.224,0,-0.458362574866897,0,0,-1.19721558274112,0,0,0,0
0.225,0,-0.459560639652956,0,0,-1.19890434100318,0,0,0,0
0.226,0,-0.460760371759321,0,0,-1.20055047177229,0,0,0,0
0.227,0,-0.461961728486892,0,0,-1.20215391651845,0,0,0,0
0.228,0,-0.463164667074807,0,0,-1.20371461824168,0,0,0,0
0.229,0,-0.464369144701805,0,0,-1.20523252147558,0,0,0,0
0.23,0,-0.465575118487579,0,0,-1.2067075722909,0,0,0,0
0.231,0,-0.46678254777163,0,0,-1.20813971116785,0,0,0,0
0.232,0,-0.467991387939054,0,0,-1.20952889233636,0,0,0,0
0.233,0,-0.469201595990598,0,0,-1.21087506634317,0,0,0,0
0.234,0,-0.470413128911963,0,0,-1.21217818516555,0,0,0,0
0.235,0,-0.471625943642621,0,0,-1.21343820231679,0,0,0,0
0.236,0,-0.47283999707734,0,0,-1.21465507284918,0,0,0,0
0.237,0,-0.474055246067725,0,0,-1.21582875335701,0,0,0,0
0.238,0,-0.475271647423751,0,0,-1.21695920197958,0,0,0,0
0.239,0,-0.476489157915293,0,0,-1.21804637840416,0,0,0,0
0.24,0,-0.477707734273666,0,0,-1.21909024386902,0,0,0,0
0.241,0,-0.478927333193155,0,0,-1.22009076116639,0,0,0,0
0.242,0,-0.480147911332553,0,0,-1.2210478946455,0,0,0,0
0.243,0,-0.48136942531669,0,0,-1.22196161021553,0,0,0,0
0.244,0,-0.482591831737974,0,0,-1.22283187534863,0,0,0,0
0.245,0,-0.48381508715792,0,0,-1.2236586590829,0,0,0,0
0.246,0,-0.485039148108685,0,0,-1.22444193202542,0,0,0,0
0.247,0,-0.486263971094605,0,0,-1.22518166635517,0,0,0,0
0.248,0,-0.487489512593726,0,0,-1.22587783582611,0,0,0,0
0.249,0,-0.488715729059342,0,0,-1.22653041577013,0,0,0,0
0.25,0,-0.489942576921523,0,0,-1.22713938310004,0,0,0,0
0.251,0,-0.491170012588658,0,0,-1.22770471631259,0,0,0,0
0.252,0,-0.492397992448982,0,0,-1.22822639549144,0,0,0,0
0.253,0,-0.493626472872112,0,0,-1.22870440231016,0,0,0,0
0.254,0,-0.494855410210584,0,0,-1.22913872003525,0,0,0,0
0.255,0,-0.496084760801383,0,0,-1.2295293335291,0,0,0,0
0.256,0,-0.497314480967483,0,0,-1.22987622925301,0,0,0,0
0.257,0,-0.498544527019373,0,0,-1.23017939527015,0,0,0,0
0.258,0,-0.499774855256602,0,0,-1.23043882124861,0,0,0,0
0.259,0,-0.501005421969302,0,0,-1.23065449846435,0,0,0,0
0.26,0,-0.50223618343973,0,0,-1.23082641980419,0,0,0,0
0.261,0,-0.503467095673477,0,0,-1.23095457732837,0,0,0,0
0.262,0,-0.504698110338474,0,0,-1.23103892559683,0,0,0,0
0.263,0,-0.505929187720645,0,0,-1.23107949862252,0,0,0,0
0.264,0,-0.507160284010718,0,0,-1.23107629508538,0,0,0,0
0.265,0,-0.508391355395494,0,0,-1.23102931525757,0,0,0,0
0.266,0,-0.509622358059291,0,0,-1.23093856100574,0,0,0,0
0.267,0,-0.510853248185404,0,0,-1.23080403579326,0,0,0,0
0.268,0,-0.512083981957552,0,0,-1.2306257446825,0,0,0,0
0.269,0,-0.513314515561331,0,0,-1.23040369433705,0,0,0,0
0.27,0,-0.514544805185667,0,0,-1.23013789302399,0,0,0,0
0.271,0,-0.515774807024269,0,0,-1.22982835061616,0,0,0,0
0.272,0,-0.517004477277079,0,0,-1.22947507859438,0,0,0,0
0.273,0,-0.518233772151726,0,0,-1.22907809004972,0,0,0,0
0.274,0,-0.519462647864977,0,0,-1.22863739968576,0,0,0,0
0.275,0,-0.520691060644189,0,0,-1.22815302382085,0,0,0,0
0.276,0,-0.521918966728761,0,0,-1.22762498039032,0,0,0,0
0.277,0,-0.523146322371588,0,0,-1.22705328894879,0,0,0,0
0.278,0,-0.524373083840513,0,0,-1.22643797067237,0,0,0,0
0.279,0,-0.525599207419774,0,0,-1.22577904836096,0,0,0,0
0.28,0,-0.526824649411464,0,0,-1.22507654644047,0,0,0,0
0.281,0,-0.528049366136977,0,0,-1.2243304909651,0,0,0,0
0.282,0,-0.529273313938463,0,0,-1.22354090961957,0,0,0,0
0.283,0,-0.53049644918028,0,0,-1.22270783172137,0,0,0,0
0.284,0,-0.531718728250446,0,0,-1.22183128822305,0,0,0,0
0.285,0,-0.532940107562088,0,0,-1.22091131171443,0,0,0,0
0.286,0,-0.534160543554901,0,0,-1.21994793642488,0,0,0,0
0.287,0,-0.535379992696593,0,0,-1.21894119822557,0,0,0,0
0.288,0,-0.536598411484341,0,0,-1.21789113463171,0,0,0,0
0.289,0,-0.537815759189219,0,0,-1.2167977524877,0,0,0,0
0.29,0,-0.539032000354979,0,0,-1.21566099854647,0,0,0,0
0.291,0,-0.540247082910536,0,0,-1.21448101736236,0,0,0,0
0.292,0,-0.541460963646715,0,0,-1.21325785114945,0,0,0,0
0.293,0,-0.542673599398031,0,0,-1.21199154369511,0,0,0,0
0.294,0,-0.543884947044272,0,0,-1.21068214036075,0,0,0,0
0.295,0,-0.545094963512087,0,0,-1.20932968808241,0,0,0,0
0.296,0,-0.546303605776568,0,0,-1.20793423537156,0,0,0,0
0.297,0,-0.547510830862837,0,0,-1.20649583231568,0,0,0,0
0.298,0,-0.54871659584763,0,0,-1.205014530579,0,0,0,0
0.299,0,-0.549920857860885,0,0,-1.2034903834032,0,0,0,0
0.3,0,-0.551123574087323,0,0,-1.20192344560805,0,0,0,0
0.301,0,-0.552324701768036,0,0,-1.20031377359213,0,0,0,0
0.302,0,-0.553524198202071,0,0,-1.1986614253335,0,0,0,0
0.303,0,-0.554722020748017,0,0,-1.19696646039041,0,0,0,0
0.304,0,-0.555918126825586,0,0,-1.19522893990194,0,0,0,0
0.305,0,-0.557112473917203,0,0,-1.19344892658874,0,0,0,0
0.306,0,-0.558305019569588,0,0,-1.19162648475367,0,0,0,0
0.307,0,-0.559495721395343,0,0,-1.18976168028251,0,0,0,0
0.308,0,-0.560684537074535,0,0,-1.18785458064467,0,0,0,0
0.309,0,-0.561871424356283,0,0,-1.1859052548938,0,0,0,0
0.31,0,-0.563056341060344,0,0,-1.18391377366856,0,0,0,0
0.311,0,-0.564239245078694,0,0,-1.18188020919327,0,0,0,0
0.312,0,-0.565420094377118,0,0,-1.17980463527857,0,0,0,0
0.313,0,-0.566598846996792,0,0,-1.17768712732215,0,0,0,0
0.314,0,-0.56777546105587,0,0,-1.17552776230942,0,0,0,0
0.315,0,-0.568949894751067,0,0,-1.17332661881419,0,0,0,0
0.316,0,-0.570122106359248,0,0,-1.17108377699936,0,0,0,0
0.317,0,-0.571292053263456,0,0,-1.16879925687654,0,0,0,0
0.318,0,-0.572459693085909,0,0,-1.16647308991155,0,0,0,0
0.319,0,-0.573624985742648,0,0,-1.16410544896042,0,0,0,0
0.32,0,-0.574787889816878,0,0,-1.16169641864444,0,0,0,0
0.321,0,-0.575948363978669,0,0,-1.15924608510075,0,0,0,0
0.322,0,-0.577106366986517,0,0,-1.15675453598167,0,0,0,0
0.323,0,-0.578261857688904,0,0,-1.15422186045406,0,0,0,0
0.324,0,-0.57941479502587,0,0,-1.15164814919865,0,0,0,0
0.325,0,-0.580565138030568,0,0,-1.14903349440936,0,0,0,0
0.326,0,-0.581712845830834,0,0,-1.14637798979264,0,0,0,0
0.327,0,-0.582857877650749,0,0,-1.14368173056683,0,0,0,0
0.328,0,-0.584000192812203,0,0,-1.14094481346149,0,0,0,0
0.329,0,-0.585139750736458,0,0,-1.1381673367167,0,0,0,0
0.33,0,-0.586276510945711,0,0,-1.13534940008245,0,0,0,0
0.331,0,-0.587410433064662,0,0,-1.13249110481794,0,0,0,0
0.332,0,-0.588541476822073,0,0,-1.12959255369093,0,0,0,0
0.333,0,-0.589669602052334,0,0,-1.12665385097708,0,0,0,0
0.334,0,-0.590794768697029,0,0,-1.12367510245928,0,0,0,0
0.335,0,-0.591916936806493,0,0,-1.12065641542698,0,0,0,0
0.336,0,-0.593036066541385,0,0,-1.11759789867555,0,0,0,0
0.337,0,-0.594152118174245,0,0,-1.1144996625056,0,0,0,0
0.338,0,-0.59526505209106,0,0,-1.1113618187223,0,0,0,0
0.339,0,-0.596374828792828,0,0,-1.10818448063476,0,0,0,0
0.34,0,-0.597481408897122,0,0,-1.10496776305534,0,0,0,0
0.341,0,-0.598584753139654,0,0,-1.10171178229898,0,0,0,0
0.342,0,-0.599684820349016,0,0,-1.09841659875319,0,0,0,0
0.343,0,-0.600781568922845,0,0,-1.09508225865971,0,0,0,0
0.344,0,-0.601874963530938,0,0,-1.09170898400024,0,0,0,0
0.345,0,-0.60296496531719,0,0,-1.08829689482643,0,0,0,0
0.346,0,-0.604051535548155,0,0,-1.08484611259574,0,0,0,0
0.347,0,-0.605134635614551,0,0,-1.08135676016908,0,0,0,0
0.348,0,-0.606214227032764,0,0,-1.07782896180852,0,0,0,0
0.349,0,-0.607290271446356,0,0,-1.07426284317493,0,0,0,0
0.35,0,-0.608362730627568,0,0,-1.07065853132571,0,0,0,0
0.351,0,-0.609431566478824,0,0,-1.06701615471243,0,0,0,0
0.352,0,-0.610496741034243,0,0,-1.06333584317853,0,0,0,0
0.353,0,-0.611558216461134,0,0,-1.05961772795698,0,0,0,0
0.354,0,-0.612615955061512,0,0,-1.05586194166798,0,0,0,0
0.355,0,-0.613669919273594,0,0,-1.05206861831663,0,0,0,0
0.356,0,-0.614720071673313,0,0,-1.0482378932906,0,0,0,0
0.357,0,-0.615766374975816,0,0,-1.04436990335783,0,0,0,0
0.358,0,-0.616808792036973,0,0,-1.04046478666419,0,0,0,0
0.359,0,-0.617847285854882,0,0,-1.03652268273116,0,0,0,0
0.36,0,-0.618881819571374,0,0,-1.03254373245352,0,0,0,0
0.361,0,-0.619912356473518,0,0,-1.02852807809705,0,0,0,0
0.362,0,-0.620938859995127,0,0,-1.02447586329614,0,0,0,0
0.363,0,-0.621961293718262,0,0,-1.02038723305154,0,0,0,0
0.364,0,-0.622979621374741,0,0,-1.01626233372801,0,0,0,0
0.365,0,-0.623993806847638,0,0,-1.01210131305199,0,0,0,0
0.366,0,-0.625003814172795,0,0,-1.00790432010931,0,0,0,0
0.367,0,-0.626009605341137,0,0,-1.00367147609277,0,0,0,0
0.368,0,-0.627011140649198,0,0,-0.99940287894194,0,0,0,0
0.369,0,-0.628008389491137,0,0,-0.995098746859,0,0,0,0
0.37,0,-0.629001316420117,0,0,-0.990759232897046,0,0,0,0
0.371,0,-0.629989886144919,0,0,-0.986384491394837,0,0,0,0
0.372,0,-0.630974063531368,0,0,-0.981974677973318,0,0,0,0
0.373,0,-0.631953813603749,0,0,-0.977529949532156,0,0,0,0
0.374,0,-0.632929101546224,0,0,-0.97305046424627,0,0,0,0
0.375,0,-0.633899892704253,0,0,-0.968536381562355,0,0,0,0
0.376,0,-0.634866152586016,0,0,-0.963987862195421,0,0,0,0
0.377,0,-0.635827846863825,0,0,-0.959405068125317,0,0,0,0
0.378,0,-0.636784941375549,0,0,-0.954788162593265,0,0,0,0
0.379,0,-0.637737402126031,0,0,-0.950137310098387,0,0,0,0
0.38,0,-0.638685195288505,0,0,-0.945452676394238,0,0,0,0
0.381,0,-0.639628287206017,0,0,-0.940734428485337,0,0,0,0
0.382,0,-0.640566644392845,0,0,-0.935982734623692,0,0,0,0
