"time","B1.level","B1.medium.h","B2.level","B2.medium.h","B3.level","B3.medium.h","B4.level","B4.medium.h","B5.level","B5.medium.h","B6.level","B6.medium.h","B7.level","B7.medium.h","P1.medium.h","P1.medium.p","P2.medium.h","P2.medium.p","pipeB1B2.mediums[1].h","pipeB1B2.mediums[1].p","pipeB1B2.mediums[2].h","pipeB1B2.mediums[2].p","pipePump1B1.mediums[1].h","pipePump1B1.mediums[1].p","pipePump1B1.mediums[2].h","pipePump1B1.mediums[2].p","pipePump2B2.mediums[1].h","pipePump2B2.mediums[1].p","pipePump2B2.mediums[2].h","pipePump2B2.mediums[2].p","volume4.medium.h","volume4.medium.p","volume5.medium.h","volume5.medium.p","B5.InnerTankBottom[1].m_flow_negative","B5.InnerTankSide[1].m_flow_negative","B5.InnerTankTop[1].m_flow_negative","P1_on.y","P2_on.y","controller.Transition1.enableFire","controller.Transition10.enableFire","controller.Transition11.enableFire","controller.Transition12.enableFire","controller.Transition13.enableFire","controller.Transition2.enableFire","controller.Transition3.enableFire","controller.Transition4.enableFire","controller.Transition5.enableFire","controller.Transition6.enableFire","controller.Transition7.enableFire","controller.Transition8.enableFire","controller.Transition9.enableFire","controller.TransitionWithSignal1.enableFire"
0,0.20000000000000001,84013.058152596903,0.20000000000000001,84013.058152596903,0.02,84013.058152596903,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.02,104302.00492025427,0.0089999999999999993,104302.00492025427,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71999999999999997,0.20000000000000001,84013.058152596903,0.20000000000000001,84013.058152596903,0.02,84013.058152596903,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999998611586717,104300.97272258108,0.0089999987954570339,104300.21390839462,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20000000000000001,84013.058152596903,0.20000000000000001,84013.058152596903,0.02,84013.058152596903,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999998071667767,104300.57132464035,0.0089999983270530864,104299.51744070582,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20000000000000001,84013.058152596903,0.20000000000000001,84013.058152596903,0.02,84013.058152596903,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999998071667767,104300.57132464035,0.0089999983270530864,104299.51744070582,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066018,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4399999999999999,0.19916485876033282,84013.058152596903,0.20000000000000001,84013.058152596903,0.020835141280150418,84013.09402831574,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999997223243523,104299.94056887955,0.0089999975910195658,104298.42302890385,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1600000000000001,0.19780098242435126,84013.058152596903,0.20000000000000001,84013.058152596903,0.022199017682245987,84013.147479232153,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999995834980071,104298.90846520801,0.0089999963867021231,104296.63230001392,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8799999999999999,0.19644047980092919,84013.058152596903,0.20000000000000001,84013.058152596903,0.023559520371619083,84013.195329560505,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999994446799951,104297.87641381982,0.008999995182510101,104294.84172850188,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5999999999999996,0.19508334902253802,84013.058152596903,0.20000000000000001,84013.058152596903,0.024916651215798259,84013.239019408793,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999993058703154,104296.84441470995,0.0089999939784434733,104293.05131434156,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3200000000000003,0.19372959036460619,84013.058152596903,0.20000000000000001,84013.058152596903,0.026270409939355036,84013.278336472998,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999991670689679,104295.81246787912,0.0089999927745022419,104291.26105753687,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.04,0.19237920056490454,84013.058152596903,0.20000000000000001,84013.058152596903,0.027620799804518713,84013.314751713013,0.014999999999999999,84013.058152596903,0.00089999999999999998,83916.067517283693,0.019999990282759509,104294.78057331868,0.0089999915706863633,104289.47095804242,84011.811167136795,100000,84011.811167136795,100000,84013.058152596903,101325,84013.058152596903,101325,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84027.768265212202,116008.75165736246,83998.348413408428,86641.719059066032,84013.058152596903,101325,84013.058152596903,101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
