"time","gc1.actuatedRevolute_b.phi","gc1.actuatedRevolute_b.w","gc2.actuatedRevolute_b.phi","gc2.actuatedRevolute_b.w"
0.094,0.00209445530415509,0.0668076689968726,0.00342729049770833,0.109321640176701
0.095,0.00216196695206277,0.068236669608226,0.00353776410337545,0.111660004813461
0.096,0.00223091487865493,0.0696807919191694,0.00365058798325352,0.11402311404955
0.097,0.0023013141885303,0.0711400359297029,0.00376578685395867,0.116410967884968
0.098,0.00237317998628762,0.0726144016398263,0.00388338543210702,0.118823566319716
0.099,0.00244652737652564,0.0741038890495395,0.00400340843431468,0.121260909353792
0.1,0.0025213714638431,0.0756084981588424,0.0041258805771978,0.123722996987197
0.101,0.00259772735283874,0.0771282289677349,0.00425082657737248,0.12620982921993
0.102,0.0026756101481113,0.0786630814762169,0.00437827115145485,0.128721406051991
0.103,0.00275503495425952,0.0802130556842883,0.00450823901606104,0.131257727483381
0.104,0.00283601687588215,0.081778151591949,0.00464075488780716,0.133818793514098
0.105,0.00291857101757793,0.0833583691991988,0.00477584348330934,0.136404604144144
0.106,0.00300271436240492,0.0849537085060457,0.00491353259302623,0.139015159373529
0.107,0.00308846448747403,0.0865641695125,0.00505385097950296,0.141650459202273
0.108,0.00317583282412828,0.0881897522185459,0.00519681734857355,0.144310503630348
0.109,0.00326483450313283,0.0898304566241837,0.0053424564596719,0.146995292657755
0.11,0.00335548465525285,0.0914862827294132,0.00549079307223193,0.149704826284494
0.111,0.00344779841125351,0.0931572305342345,0.00564185194568757,0.152439104510565
0.112,0.00354179090189999,0.0948433000386475,0.00579565783947272,0.155198127335969
0.113,0.00363747725795746,0.0965444912426524,0.0059522355130213,0.157981894760704
0.114,0.00373487261019109,0.0982608041462491,0.00611160972576723,0.160790406784771
0.115,0.00383399208936604,0.0999922387494375,0.00627380523714444,0.163623663408171
0.116,0.0039348508262475,0.101738795052218,0.00643884680658682,0.166481664630902
0.117,0.00403746395160063,0.10350047305459,0.00660675919352831,0.169364410452965
0.118,0.00414184659619061,0.105277272756554,0.00677756715740281,0.172271900874361
0.119,0.0042480138907826,0.10706919415811,0.00695129545764425,0.175204135895089
0.12,0.00435598096614178,0.108876237259257,0.00712796885368654,0.178161115515149
0.121,0.00446576295303331,0.110698402059997,0.0073076121049636,0.181142839734541
0.122,0.00457737498222238,0.112535688560328,0.00749024997090935,0.184149308553265
0.123,0.00469083218447415,0.114388096760252,0.0076759072109577,0.187180521971321
0.124,0.00480614969055379,0.116255626659767,0.00786460858454256,0.19023647998871
0.125,0.00492334263122648,0.118138278258874,0.00805637885109787,0.19331718260543
0.126,0.00504242613725738,0.120036051557573,0.00825124277005753,0.196422629821483
0.127,0.00516341533941167,0.121948946555864,0.00844922510085545,0.199552821636868
0.128,0.00528632536845451,0.123876963253747,0.00865035060292557,0.202707758051586
0.129,0.00541117135515109,0.125820101651222,0.00885464403570179,0.205887439065636
0.13,0.00553796843026657,0.127778361748289,0.00906213015861803,0.209091864679018
0.131,0.00566673069239605,0.129751743544946,0.00927283204210262,0.212321034891729
0.132,0.00579747278120565,0.131740247041193,0.00948677364197289,0.21557494970377
0.133,0.00593021106687296,0.133743872237031,0.00970398174579211,0.218853609115142
0.134,0.00606496066997413,0.135762619132461,0.00992448109632131,0.222157013125846
0.135,0.00620173671108536,0.137796487727483,0.0101482964363215,0.225485161735881
0.136,0.00634055431078281,0.139845478022096,0.0103754525085537,0.228838054945248
0.137,0.00648142858964267,0.141909590016301,0.0106059740557789,0.232215692753947
0.138,0.00662437466824112,0.143988823710097,0.0108398858207582,0.235618075161977
0.139,0.00676940766715432,0.146083179103485,0.0110772125462525,0.239045202169339
0.14,0.00691654270695847,0.148192656196464,0.011317978975023,0.242497073776032
0.141,0.00706579490822974,0.150317254989035,0.0115622098498305,0.245973689982057
0.142,0.0072171793915443,0.152456975481197,0.0118099299134361,0.249475050787414
0.143,0.00737071127747834,0.154611817672951,0.0120611639086009,0.253001156192102
0.144,0.00752640568660803,0.156781781564297,0.0123159365780859,0.256552006196122
0.145,0.00768427773950955,0.158966867155233,0.012574272664652,0.260127600799473
0.146,0.00784434255675908,0.161167074445762,0.0128361969110603,0.263727940002155
0.147,0.0080066152589328,0.163382403435881,0.0131017340600719,0.26735302380417
0.148,0.00817111096660688,0.165612854125593,0.0133709088544476,0.271002852205515
0.149,0.00833784480035751,0.167858426514895,0.0136437460369487,0.274677425206193
0.15,0.00850683188076086,0.17011912060379,0.0139202703503359,0.278376742806201
0.151,0.0086780873283931,0.172394936392275,0.0142005065373705,0.282100805005541
0.152,0.00885162626383042,0.174685873880352,0.0144844793408134,0.285849611804213
0.153,0.009027463807649,0.176991933068021,0.0147722135034256,0.289623163202216
0.154,0.00920561508042501,0.179313113955281,0.0150637337679682,0.293421459199551
0.155,0.00938609520273464,0.181649416542132,0.0153590648772021,0.297244499796217
0.156,0.0095689190366176,0.184000840828575,0.0156582311508288,0.301092284992214
0.157,0.00975410170733583,0.186367386814609,0.0159612573392768,0.304964814787542
0.158,0.00994165853122848,0.188749054500234,0.0162681685056466,0.308862089182201
0.159,0.0101316046266746,0.19114584388545,0.0165789893891039,0.312784108176192
0.16,0.0103239551120532,0.193557754970258,0.0168937447288143,0.316730871769514
0.161,0.0105187251057433,0.195984787754657,0.0172124592639436,0.320702379962167
0.162,0.010715929726124,0.198426942238648,0.0175351577336575,0.324698632754151
0.163,0.0109155840915743,0.20088421842223,0.0178618648771217,0.328719630145467
0.164,0.0111177033204733,0.203356616305403,0.0181926054335017,0.332765372136114
0.165,0.0113223025311999,0.205844135888167,0.0185274041419635,0.336835858726092
0.166,0.0115293968421332,0.208346777170523,0.0188662857416726,0.340931089915402
0.167,0.0117390013716523,0.21086454015247,0.0192092749717947,0.345051065704042
0.168,0.0119511312381362,0.213397424834009,0.0195563965714956,0.349195786092014
0.169,0.0121658015599639,0.215945431215138,0.0199076752799409,0.353365251079317
0.17,0.0123830274555144,0.218508559295859,0.0202631358362963,0.357559460665951
0.171,0.0126028240431669,0.221086809076171,0.0206228029797276,0.361778414851917
0.172,0.0128252064413002,0.223680180556075,0.0209867014494004,0.366022113637213
0.173,0.0130501897682935,0.226288673735569,0.0213548559844804,0.370290557021841
0.174,0.0132777891425259,0.228912288614655,0.0217272913241333,0.374583745005799
0.175,0.0135080196823762,0.231551025193332,0.0221040322075248,0.378901677589089
0.176,0.0137408965062237,0.2342048834716,0.0224851033738206,0.38324435477171
0.177,0.0139764347324472,0.23687386344946,0.0228705295621864,0.387611776553662
0.178,0.0142146494794259,0.239557965126911,0.0232603355117879,0.392003942934945
0.179,0.0144555558655388,0.242257188503953,0.0236545459617908,0.396420853915559
0.18,0.0146991690091649,0.244971533580586,0.0240531856513608,0.400862509495504
0.181,0.0149455043838607,0.247701000356811,0.0244562799008629,0.405328909674782
0.182,0.0151945769847291,0.250445588832628,0.0248638532477386,0.409820054453391
0.183,0.0154464017642531,0.253205299008036,0.0252759301596869,0.414335943831332
0.184,0.0157009938432976,0.255980130883036,0.0256925353799415,0.418876577808604
0.185,0.0159583683427275,0.258770084457627,0.0261136936517359,0.423441956385207
0.186,0.0162185403834078,0.261575159731809,0.0265394297183037,0.428032079561142
0.187,0.0164815250862035,0.264395356705583,0.0269697683228785,0.432646947336408
0.188,0.0167473375719796,0.267230675378948,0.0274047342086939,0.437286559711005
0.189,0.0170159929616009,0.270081115751904,0.0278443521189834,0.441950916684934
0.19,0.0172875063759326,0.272946677824451,0.0282886467969806,0.446640018258193
0.191,0.0175618929358394,0.27582736159659,0.0287376429859191,0.451353864430784
0.192,0.0178391677621865,0.278723167068321,0.0291913654290325,0.456092455202706
0.193,0.0181193459758387,0.281634094239642,0.0296498388695543,0.46085579057396
0.194,0.0184024426976611,0.284560143110555,0.0301130880507182,0.465643870544544
0.195,0.0186884730485186,0.287501313681059,0.0305811377157577,0.47045669511446
0.196,0.0189774521492761,0.290457605951155,0.0310540126079064,0.475294264283707
0.197,0.0192693951207987,0.293429019920841,0.0315317374703979,0.480156578052286
0.198,0.0195643170839513,0.296415555590119,0.0320143370464657,0.485043636420195
0.199,0.0198622331595988,0.299417212958989,0.0325018360793435,0.489955439387436
0.2,0.0201631584686063,0.30243399202745,0.0329942593122648,0.494891986954008
0.201,0.0204671081318386,0.305465892795502,0.0334916314884632,0.499853279119912
0.202,0.0207740972701608,0.308512915263145,0.0339939773511723,0.504839315885146
0.203,0.0210841410044379,0.31157505943038,0.0345013216436256,0.509850097249712
0.204,0.0213972544555347,0.314652325297205,0.0350136891090568,0.514885623213609
0.205,0.0217134527443163,0.317744712863623,0.0355311044906993,0.519945893776837
0.206,0.0220327509916476,0.320852222129631,0.0360535925317869,0.525030908939396
0.207,0.0223551643183935,0.323974853095231,0.0365811779755531,0.530140668701287
0.208,0.0226807078454192,0.327112605760422,0.0371138855652314,0.535275173062509
0.209,0.0230093966935894,0.330265480125204,0.0376517400440554,0.540434422023062
0.21,0.0233412459837692,0.333433476189578,0.0381947661552588,0.545618415582946
0.211,0.0236762708368236,0.336616593953543,0.038742988642075,0.550827153742161
0.212,0.0240144863736175,0.339814833417099,0.0392964322477377,0.556060636500708
0.213,0.0243559077150159,0.343028194580247,0.0398551217154805,0.561318863858586
0.214,0.0247005499818837,0.346256677442986,0.0404190817885369,0.566601835815795
0.215,0.0250484282950859,0.349500282005316,0.0409883372101406,0.571909552372335
0.216,0.0253995577754875,0.352759008267237,0.041562912723525,0.577242013528206
0.217,0.0257539535439534,0.35603285622875,0.0421428330719238,0.582599219283409
0.218,0.0261116307213487,0.359321825889854,0.0427281229985706,0.587981169637942
0.219,0.0264726044285382,0.362625917250549,0.0433188072466988,0.593387864591807
0.22,0.0268368897863869,0.365945130310835,0.0439149105595423,0.598819304145003
0.221,0.0272045019157599,0.369279465070713,0.0445164576803344,0.604275488297531
0.222,0.027575455937522,0.372628921530182,0.0451234733523087,0.609756417049389
0.223,0.0279497669725382,0.375993499689243,0.045735982318699,0.615262090400579
0.224,0.0283274501416736,0.379373199547894,0.0463540093227386,0.6207925083511
0.225,0.028708520565793,0.382768021106137,0.0469775791076613,0.626347670900951
0.226,0.0290929933657614,0.386177964363971,0.0476067164167005,0.631927578050135
0.227,0.0294808836624439,0.389603029321397,0.04824144599309,0.637532229798649
0.228,0.0298722065767053,0.393043215978413,0.0488817925800632,0.643161626146494
0.229,0.0302669772294106,0.396498524335021,0.0495277809208537,0.648815767093671
0.23,0.0306652107414248,0.39996895439122,0.0501794357586951,0.654494652640179
0.231,0.0310669223157594,0.403454506147011,0.0508367819712427,0.660198282786017
0.232,0.0314721270068176,0.406955179602392,0.0514998441929742,0.665926657531187
0.233,0.0318808399260366,0.410470974757365,0.0521686471516963,0.671679776875689
0.234,0.0322930761944258,0.414001891611929,0.0528432155908785,0.677457640819521
0.235,0.0327088509329943,0.417547930166085,0.0535235742539906,0.683260249362684
0.236,0.0331281792627513,0.421109090419831,0.0542097478845022,0.689087602505179
0.237,0.0335510763047063,0.424685372373169,0.054901761225883,0.694939700247004
0.238,0.0339775571798682,0.428276776026098,0.0555996390216026,0.700816542588161
0.239,0.0344076370092465,0.431883301378619,0.0563034060151307,0.706718129528649
0.24,0.0348413309138503,0.43550494843073,0.0570130869499369,0.712644461068468
0.241,0.0352786540146889,0.439141717182433,0.057728706569491,0.718595537207618
0.242,0.0357196214327716,0.442793607633728,0.0584502896172626,0.7245713579461
0.243,0.0361642482891074,0.446460619784613,0.0591778608367213,0.730571923283912
0.244,0.0366125497047058,0.450142753635089,0.0599114449713368,0.736597233221056
0.245,0.0370645408005759,0.453840009185157,0.0606510667645788,0.74264728775753
0.246,0.037520236697727,0.457552386434816,0.0613967509599169,0.748722086893336
0.247,0.0379796525171683,0.461279885384067,0.0621485223008209,0.754821630628473
0.248,0.0384428033799091,0.465022506032908,0.0629064055307603,0.760945918962941
0.249,0.0389097044069585,0.468780248381341,0.0636704253932048,0.76709495189674
0.25,0.0393803707193259,0.472553112429365,0.0644406066316242,0.77326872942987
0.251,0.0398548174380204,0.47634109817698,0.0652169739894879,0.779467251562331
0.252,0.0403330596840513,0.480144205624187,0.0659995522102658,0.785690518294124
0.253,0.0408151125784279,0.483962434770984,0.0667883660374275,0.791938529625247
0.254,0.0413009912421594,0.487795785617373,0.0675834402144426,0.798211285555702
0.255,0.041790710796255,0.491644258163353,0.0683847994847809,0.804508786085487
0.256,0.0422842863617239,0.495507852408925,0.0691924685919118,0.810831031214604
0.257,0.0427817330595755,0.499386568354087,0.0700064722793053,0.817178020943052
0.258,0.0432830660108188,0.503280405998841,0.0708268352904308,0.823549755270831
0.259,0.0437883003364633,0.507189365343186,0.0716535823687581,0.829946234197941
0.26,0.044297451157518,0.511113446387122,0.0724867382577568,0.836367457724382
0.261,0.0448105335949924,0.51505264913065,0.0733263277008966,0.842813425850154
0.262,0.0453275627698955,0.519006973573768,0.0741723754416471,0.849284138575257
0.263,0.0458485538032366,0.522976419716478,0.0750249062234781,0.855779595899691
0.264,0.046373521816025,0.526960987558779,0.0758839447898591,0.862299797823457
0.265,0.0469024819292699,0.530960677100671,0.0767495158842599,0.868844744346553
0.266,0.0474354492639806,0.534975488342155,0.07762164425015,0.87541443546898
0.267,0.0479724389411662,0.539005421283229,0.0785003546309992,0.882008871190739
0.268,0.0485134660818361,0.543050475923895,0.0793856717702772,0.888628051511828
0.269,0.0490585458069994,0.547110652264152,0.0802776204114535,0.895271976432249
0.27,0.0496076932376654,0.551185950304,0.0811762252979979,0.901940645952001
0.271,0.0501609234948433,0.55527637004344,0.08208151117338,0.908634060071083
0.272,0.0507182516995425,0.55938191148247,0.0829935027810695,0.915352218789497
0.273,0.051279692972772,0.563502574621092,0.083912224864536,0.922095122107242
0.274,0.0518452624355412,0.567638359459305,0.0848377021672493,0.928862770024317
0.275,0.0524149752088593,0.571789265997109,0.0857699594326789,0.935655162540724
0.276,0.0529888464137355,0.575955294234505,0.0867090214042945,0.942472299656462
0.277,0.0535668911711791,0.580136444171491,0.0876549128255658,0.949314181371531
0.278,0.0541491246021993,0.584332715808069,0.0886076584399625,0.956180807685931
0.279,0.0547355618278054,0.588544109144238,0.0895672829909542,0.963072178599662
0.28,0.0553262180488283,0.592770624179998,0.0905338113526282,0.969988294112724
0.281,0.0559211089154978,0.597012260915351,0.0915072691344509,0.97692915422512
0.282,0.0565202489806955,0.601269019350295,0.0924876801502289,0.983894758936846
0.283,0.0571236533662346,0.60554089948483,0.0934750691447475,0.990885108247904
0.284,0.0577313371939283,0.609827901318957,0.0944694608627918,0.997900202158294
0.285,0.0583433155855898,0.614130024852675,0.095470880049147,1.00494004066801
0.286,0.0589596036630323,0.618447270085984,0.0964793514485983,1.01200462377707
0.287,0.0595802165480689,0.622779637018885,0.0974948998059309,1.01909395148545
0.288,0.0602051693625128,0.627127125651377,0.0985175498659301,1.02620802379316
0.289,0.0608344772281773,0.631489735983459,0.099547326373381,1.03334684070021
0.29,0.0614681552668754,0.635867468015134,0.100584254073069,1.04051040220658
0.291,0.0621062186004205,0.640260321746399,0.101628357709779,1.04769870831229
0.292,0.0627486823506256,0.644668297177256,0.102679662028296,1.05491175901733
0.293,0.0633955616393039,0.649091394307704,0.103738191773406,1.0621495543217
0.294,0.0640468715882686,0.653529613137744,0.104803971689894,1.0694120942254
0.295,0.064702627319333,0.657982953667374,0.105877026522545,1.07669937872843
0.296,0.0653628439543101,0.662451415896596,0.106957381016144,1.08401140783079
0.297,0.0660275366150132,0.66693499982541,0.108045059915476,1.09134818153249
0.298,0.0666967204232555,0.671433705453814,0.109140087965327,1.09870969983351
0.299,0.0673704105008501,0.67594753278181,0.110242489910482,1.10609596273387
0.3,0.0680486219696102,0.680476481809397,0.111352290495726,1.11350697023356
0.301,0.068731369951349,0.685020552536575,0.112469514465844,1.12094272233258
0.302,0.0694186695678796,0.689579744963345,0.113594186565621,1.12840321903093
0.303,0.0701105359410154,0.694154059089706,0.114726331539843,1.13588846032861
0.304,0.0708069841925694,0.698743494915658,0.115865974133295,1.14339844622562
0.305,0.0715080294443548,0.703348052441201,0.117013139090762,1.15093317672197
0.306,0.0722136868181848,0.707967731666336,0.11816785115703,1.15849265181764
0.307,0.0729239714358725,0.712602532591062,0.119330135076882,1.16607687151265
0.308,0.0736388984192313,0.71725245521538,0.120500015595106,1.17368583580698
0.309,0.0743584828900742,0.721917499539288,0.121677517456485,1.18131954470065
0.31,0.0750827399702144,0.726597665562788,0.122862665405805,1.18897799819365
0.311,0.0758116847814652,0.731292953285879,0.124055484187852,1.19666119628598
0.312,0.0765453324456396,0.736003362708561,0.12525599854741,1.20436913897765
0.313,0.077283698084551,0.740728893830835,0.126464233229265,1.21210182626864
0.314,0.0780267968200123,0.7454695466527,0.127680212978202,1.21985925815896
0.315,0.078774643773837,0.750225321174156,0.128903962539006,1.22764143464862
0.316,0.079527254067838,0.754996217395204,0.130135506656462,1.23544835573761
0.317,0.0802846428238287,0.759782235315843,0.131374870075356,1.24328002142592
0.318,0.0810468251636221,0.764583374936073,0.132622077540473,1.25113643171357
0.319,0.0818138162090315,0.769399636255894,0.133877153796597,1.25901758660055
0.32,0.0825856310818701,0.774231019275307,0.135140123588515,1.26692348608687
0.321,0.083362284903951,0.779077523994311,0.136411011661011,1.27485413017251
0.322,0.0841437927970874,0.783939150412906,0.13768984275887,1.28280951885748
0.323,0.0849301698830925,0.788815898531093,0.138976641626879,1.29078965214179
0.324,0.0857214312837795,0.79370776834887,0.140271433009821,1.29879453002542
0.325,0.0865175921209616,0.79861475986624,0.141574241652483,1.30682415250839
0.326,0.0873186675164518,0.8035368730832,0.142885092299648,1.31487851959069
0.327,0.0881246725920636,0.808474107999752,0.144204009696104,1.32295763127232
0.328,0.0889356224696099,0.813426464615895,0.145531018586634,1.33106148755328
0.329,0.089751532270904,0.818393942931629,0.146866143716025,1.33919008843357
0.33,0.0905724171177591,0.823376542946954,0.14820940982906,1.3473434339132
0.331,0.0913982921319883,0.828374264661871,0.149560841670526,1.35552152399215
0.332,0.0922291724354048,0.833387108076379,0.150920463985208,1.36372435867044
0.333,0.093065073149822,0.838415073190478,0.15228830151789,1.37195193794806
0.334,0.0939060093970527,0.843458160004169,0.153664379013359,1.380204261825
0.335,0.0947519962989104,0.848516368517451,0.155048721216399,1.38848133030128
0.336,0.0956030489772081,0.853589698730324,0.156441352871795,1.39678314337689
0.337,0.0964591825537591,0.858678150642789,0.157842298724333,1.40510970105184
0.338,0.0973204121503765,0.863781724254845,0.159251583518798,1.41346100332611
0.339,0.0981867528888735,0.868900419566492,0.160669231999975,1.42183705019971
0.34,0.0990582198910633,0.87403423657773,0.162095268912649,1.43023784167265
0.341,0.099934828278759,0.87918317528856,0.163529719001606,1.43866337774492
0.342,0.100816593173774,0.884347235698981,0.16497260701163,1.44711365841651
0.343,0.101703529697921,0.889526417808993,0.166423957687507,1.45558868368744
0.344,0.102595652973014,0.894720721618597,0.167883795774023,1.4640884535577
0.345,0.103492978120865,0.899930147127791,0.169352146015962,1.4726129680273
0.346,0.104395520263289,0.905154694336577,0.170829033158109,1.48116222709622
0.347,0.105303294522097,0.910394363244955,0.17231448194525,1.48973623076447
0.348,0.106216316019104,0.915649153852923,0.17380851712217,1.49833497903206
0.349,0.107134599876122,0.920919066160483,0.175311163433654,1.50695847189897
0.35,0.108058161214965,0.926204100167635,0.176822445624487,1.51560670936522
0.351,0.108987015157445,0.931504255874377,0.178342388439456,1.5242796914308
0.352,0.109921176825376,0.936819533280711,0.179871016623343,1.53297741809571
0.353,0.110860661340572,0.942149932386636,0.181408354920936,1.54169988935995
0.354,0.111805483824845,0.947495453192153,0.182954428077019,1.55044710522352
0.355,0.112755659400008,0.95285609569726,0.184509260836377,1.55921906568643
0.356,0.113711203187876,0.958231859901959,0.186072877943796,1.56801577074866
0.357,0.11467213031026,0.96362274580625,0.187645304144061,1.57683722041023
0.358,0.115638455888974,0.969028753410131,0.189226564181957,1.58568341467112
0.359,0.116610195045831,0.974449882713604,0.190816682802269,1.59455435353135
