"time","freeMotion1.phi[1]","freeMotion1.phi[2]","freeMotion1.phi[3]","freeMotion1.phi_d[1]","freeMotion1.phi_d[2]","freeMotion1.phi_d[3]","freeMotion1.r_rel_a[1]","freeMotion1.r_rel_a[2]","freeMotion1.r_rel_a[3]","freeMotion1.v_rel_a[1]","freeMotion1.v_rel_a[2]","freeMotion1.v_rel_a[3]","freeMotion2.phi[1]","freeMotion2.phi[2]","freeMotion2.phi[3]","freeMotion2.phi_d[1]","freeMotion2.phi_d[2]","freeMotion2.phi_d[3]","freeMotion2.r_rel_a[1]","freeMotion2.r_rel_a[2]","freeMotion2.r_rel_a[3]","freeMotion2.v_rel_a[1]","freeMotion2.v_rel_a[2]","freeMotion2.v_rel_a[3]","gearConstraint.actuatedRevolute_b.phi","gearConstraint.actuatedRevolute_b.w","inertia2.phi","inertia2.w","revolute1.phi","revolute1.w","revolute2.phi","revolute2.w"
0.004,-3.65877919427596e-06,7.91026629440901e-12,-3.64506237924181e-05,-0.00195906812107616,5.37697588176663e-09,-0.0182397348938923,1.18441385106247e-09,3.49466023443449e-05,-2.34366088022998e-10,8.01865843873472e-07,0.0174780834787111,-1.60750619981636e-07,-3.65877919456127e-06,7.91036541915805e-12,-3.64506237938235e-05,-0.00195906812120589,5.37702557059146e-09,-0.0182397348945404,1.18441380918996e-09,3.49466023448326e-05,-2.34365949910542e-10,8.01865823761706e-07,0.0174780834789364,-1.60750550282595e-07,1.28108888195591e-06,0.000725688900625229,1.28108888179724e-06,0.000725688900551015,3.86291609131191e-05,0.0193288666345429,3.86291609158159e-05,0.0193288666357874
0.0044,-4.54153506068798e-06,1.13643698937222e-11,-4.41179808541903e-05,-0.00222786201504069,7.16102791715265e-09,-0.0200718161345986,1.68624846097012e-09,4.22896091087176e-05,-3.4328259792463e-10,1.05712775804975e-06,0.01922858088594,-2.18703131550231e-07,-4.54153506102328e-06,1.13644891651911e-11,-4.41179808558488e-05,-0.00222786201517779,7.16108253326292e-09,-0.0200718161352905,1.68624841103337e-09,4.22896091092934e-05,-3.43282431398614e-10,1.05712773617197e-06,0.0192285808861808,-2.18703054732048e-07,1.62523842129947e-06,0.000846114031034243,1.62523842111146e-06,0.00084611403095429,4.67538901179471e-05,0.0212697842187741,4.675389012113e-05,0.0212697842201031
0.0048,-5.54748920438895e-06,1.59667819779076e-11,-5.25199146884272e-05,-0.00250990360803706,9.35736709006633e-09,-0.0219053710115022,2.34800272908892e-09,5.03333933464889e-05,-4.91340504390946e-10,1.36659645499007e-06,0.0209795670427503,-2.92055057798742e-07,-5.54748920477504e-06,1.59669216845716e-11,-5.25199146903413e-05,-0.00250990360817928,9.357424652949e-09,-0.0219053710122216,2.34800267099e-09,5.03333933471536e-05,-4.91340308953856e-10,1.36659643205272e-06,0.0209795670430005,-2.92054976640571e-07,2.02785366888231e-06,0.000975237343452467,2.02785366866473e-06,0.000975237343369112,5.56567141033178e-05,0.023212161474656,5.56567141069919e-05,0.0232121614760378
0.0052,-6.66201186112022e-06,2.13716565869734e-11,-6.16547979136119e-05,-0.00280519525004001,1.18718035546193e-08,-0.0237403997860565,3.12289137690973e-09,5.90774153086532e-05,-6.66169052938091e-10,1.71905702674176e-06,0.0227310420381723,-3.76802152900106e-07,-6.66201186155948e-06,2.13718179201821e-11,-6.16547979157939e-05,-0.00280519525018615,1.18718634410688e-08,-0.0237403997867964,3.12289131020929e-09,5.90774153094109e-05,-6.66168826847391e-10,1.71905700298097e-06,0.0227310420384297,-3.76802068251375e-07,2.47932900605042e-06,0.0011130603805692,2.4793290058018e-06,0.0011130603804833,6.53360209085512e-05,0.0251559986612141,6.533602091274e-05,0.0251559986626355
0.0056,-7.88510303088177e-06,2.75789937209194e-11,-7.15226305297444e-05,-0.00311373694104952,1.47043373108115e-08,-0.0255769024582615,4.01091440443257e-09,6.85216749952103e-05,-8.67768243566063e-10,2.11450947330481e-06,0.0244830058722062,-4.72944416854322e-07,-7.88510303137658e-06,2.75791778720224e-11,-7.15226305322065e-05,-0.00311373694119839,1.47043988976224e-08,-0.0255769024590149,4.01091432869124e-09,6.85216749960654e-05,-8.6776798507922e-10,2.11450944895672e-06,0.0244830058724682,-4.72944329564459e-07,2.97966443280379e-06,0.00125958314238444,2.97966443252268e-06,0.00125958314229686,7.57918105336474e-05,0.0271012957784484,7.57918105383743e-05,0.027101295779896
0.006,-9.21676271367361e-06,3.45887933797457e-11,-8.21234125368247e-05,-0.0034355286810656,1.7854968358643e-08,-0.0274148790281171,5.01207181165744e-09,7.86661724061604e-05,-1.09613807627486e-09,2.55295379467923e-06,0.0262354585448519,-5.80481849661392e-07,-9.21676271422636e-06,3.45890015400926e-11,-8.21234125395792e-05,-0.00343552868121601,1.78550310226097e-08,-0.0274148790288772,5.01207172643586e-09,7.86661724071171e-05,-1.09613778364934e-09,2.55295376997996e-06,0.026235458545116,-5.80481760579823e-07,3.52885994914243e-06,0.00141480562889819,3.52885994882736e-06,0.00141480562880979,8.70240829786063e-05,0.0290480528263588,8.70240829838949e-05,0.0290480528278194
0.0064,-1.06948846358743e-05,4.3658824350249e-11,-9.346135913481e-05,-0.00377056230585312,2.15945803282103e-08,-0.0292543285872059,6.28668015243797e-09,8.9512305562712e-05,-1.40026633199479e-09,3.06371113950764e-06,0.027988399743595,-7.12082877578973e-07,-1.06948846364857e-05,4.36590569965845e-11,-9.34613591378593e-05,-0.00377056230600508,2.15946440901356e-08,-0.0292543285879724,6.28668005754777e-09,8.95123055637711e-05,-1.40026600433055e-09,3.06371111442736e-06,0.0279883997438613,-7.12082786589354e-07,4.15179584102177e-06,0.00157872248105788,4.15179584067243e-06,0.00157872248096869,9.903701349956e-05,0.0309962689048402,9.90370135054153e-05,0.0309962689063134
0.0068,-1.23372483116117e-05,5.53792243689761e-11,-0.000105538448070793,-0.00411883398480086,2.60502702297199e-08,-0.0310952507093036,7.90995901340676e-09,0.000101060730408215,-1.80313779017031e-09,3.66053881873188e-06,0.0297418293218057,-8.73691451892695e-07,-1.23372483122815e-05,5.53794816427565e-11,-0.000105538448074135,-0.00411883398495493,2.60503354125715e-08,-0.0310952507100795,7.9099589087773e-09,0.000101060730409376,-1.80313742696261e-09,3.660538793116e-06,0.0297418293220751,-8.73691358425545e-07,4.86014579266143e-06,0.00175133118442748,4.86014579227805e-06,0.00175133118433714,0.000111832561102193,0.0329459435915685,0.000111832561108611,0.0329459435930599
0.0072,-1.41142130434013e-05,6.87661592322838e-11,-0.000118351382190371,-0.00448035010402195,3.10101512813612e-08,-0.03293764610498,9.75650783545693e-09,0.00011331035340219,-2.26643391805857e-09,4.32050165600831e-06,0.0314957475239346,-1.05539825445963e-06,-1.41142130441308e-05,6.87664418339334e-11,-0.000118351382194012,-0.00448035010417774,3.10102177043597e-08,-0.0329376461057629,9.75650772082129e-09,0.000113310353403455,-2.26643351814366e-09,4.32050162991025e-06,0.0314957475242062,-1.0553981587009e-06,5.63444829684617e-06,0.00193263593088969,5.63444829642806e-06,0.00193263593079849,0.0001254074598764,0.0348970775906113,0.000125407459883392,0.0348970775921164
0.0076,-1.60257788312433e-05,8.3819628940172e-11,-0.000131900161493545,-0.00485511066351639,3.64742234831342e-08,-0.0347815147742349,1.18263266185885e-08,0.000126261174544638,-2.79015471565957e-09,5.04359965133693e-06,0.0332501543499816,-1.25720328527977e-06,-1.60257788320336e-05,8.38199375701154e-11,-0.00013190016149749,-0.00485511066367353,3.64742909655002e-08,-0.0347815147750225,1.18263264936797e-08,0.000126261174546007,-2.79015427787369e-09,5.0435996248101e-06,0.0332501543502547,-1.25720318741542e-06,6.47470335357597e-06,0.00212263672044451,6.47470335312247e-06,0.00212263672035273,0.00013976170982218,0.0368496709019685,0.000139761709829757,0.036849670903483
0.008,-1.80719456751375e-05,1.00539633492641e-10,-0.000146184785980314,-0.00524311566328417,4.24424868350389e-08,-0.0366268567170683,1.41194153628015e-08,0.000139913193835557,-3.3743001829733e-09,5.82983280471773e-06,0.0350050497999468,-1.47910654435312e-06,-1.80719456759899e-05,1.00539968851302e-10,-0.000146184785984568,-0.0052431156634423,4.2442555195993e-08,-0.0366268567178584,1.41194152273526e-08,0.000139913193837033,-3.37429970615272e-09,5.82983277781557e-06,0.0350050498002205,-1.4791064445691e-06,7.38091096285083e-06,0.00232133355309194,7.38091096236127e-06,0.00232133355299988,0.000154895310939533,0.0388037235256403,0.000154895310947706,0.0388037235271596
0.0084,-2.02786949235139e-05,1.20166027143047e-10,-0.000161208145743409,-0.00564435754902582,4.91265110364929e-08,-0.0384736710929321,1.67832137719592e-08,0.000154267369782769,-4.07137606388941e-09,6.69956411255049e-06,0.0367604335809284,-1.73196533186511e-06,-2.02786949244289e-05,1.20166389702773e-10,-0.000161208145747975,-0.00564435754918482,4.9126580218995e-08,-0.0384736710937237,1.67832136257554e-08,0.000154267369784354,-4.07137554705982e-09,6.69956408527229e-06,0.0367604335812024,-1.73196523017003e-06,8.37012997758456e-06,0.00252872147083158,8.37012997705864e-06,0.00252872147073933,0.000170811125933367,0.040759234628696,0.000170811125942141,0.0407592346302186
0.0088,-2.26863763000204e-05,1.44624336452181e-10,-0.000176974729173543,-0.00605882458871378,5.68548694456822e-08,-0.0403219565964326,2.00466996191633e-08,0.000169325190974358,-4.96292517215379e-09,7.68441784867134e-06,0.0385163052380425,-2.03264132315289e-06,-2.2686376300998e-05,1.44624726331107e-10,-0.000176974729178419,-0.00605882458887391,5.68549395848628e-08,-0.0403219565972272,2.00466994620704e-08,0.00016932519097605,-4.96292461463516e-09,7.68441782093232e-06,0.0385163052383174,-2.03264121927998e-06,9.46885324908865e-06,0.0027447927737572,9.46885324852668e-06,0.00274479277366459,0.000187513600660378,0.0427162029175723,0.000187513600669747,0.0427162029191011
0.0092,-2.52555588698288e-05,1.72032880321287e-10,-0.000193480150083508,-0.0064865282472299,6.53064705283516e-08,-0.0421717145032388,2.36861091005515e-08,0.000185085202718336,-5.96926147564961e-09,8.75348984403321e-06,0.0402726652158151,-2.36465679392983e-06,-2.52555588708696e-05,1.72033297983694e-10,-0.000193480150088697,-0.00648652824739105,6.53065415715466e-08,-0.0421717145040357,2.36861089323564e-08,0.000185085202720136,-5.96926087647435e-09,8.75348981583076e-06,0.0402726652160906,-2.36465668788145e-06,1.06511911850925e-05,0.00296955498644328,1.06511911844943e-05,0.00296955498635041,0.000204998390498848,0.0446746296563772,0.000204998390508818,0.0446746296579107
0.0096,-2.79862426329392e-05,2.02391658750366e-10,-0.000210724408473306,-0.00692746852457418,7.44813142845012e-08,-0.0440229448133507,2.77014422161238e-08,0.000201547405014703,-7.09038497437686e-09,9.9067800986361e-06,0.0420295135142462,-2.72801174419595e-06,-2.79862426340439e-05,2.02392104660535e-10,-0.000210724408478808,-0.00692746852473624,7.44813861790463e-08,-0.044022944814149,2.77014420366135e-08,0.000201547405016611,-7.09038433257738e-09,9.90678006996758e-06,0.0420295135145219,-2.72801163597444e-06,1.19171437855963e-05,0.00320300810888981,1.19171437849614e-05,0.00320300810879677,0.000223265495448778,0.0466345148451109,0.000223265495459352,0.0466345148466476
0.01,-3.08784275893515e-05,2.35700671739418e-10,-0.000228707504342935,-0.00738164542074662,8.43794007141309e-08,-0.0458756475267684,3.20926989658802e-08,0.000218711797863458,-8.32629566833553e-09,1.114428861248e-05,0.0437868501333358,-3.12270617395123e-06,-3.08784275905207e-05,2.3570114636163e-10,-0.000228707504348754,-0.00738164542090948,8.43794734073619e-08,-0.0458756475275673,3.20926987748415e-08,0.000218711797865476,-8.32629498294425e-09,1.11442885833428e-05,0.0437868501336115,-3.12270606355894e-06,1.32667110505998e-05,0.00344515214109679,1.3266711049928e-05,0.00344515214100369,0.000242314915510167,0.0485958584837731,0.000242314915521351,0.0485958584853116
0.0104,-3.39406101752085e-05,2.72590567959392e-10,-0.000247430382811465,-0.00784905542336461,9.50841345156515e-08,-0.0477298222527347,3.69275822228553e-08,0.000236578694693379,-9.70647484845801e-09,1.24728140463778e-05,0.0455446749339096,-3.55344774487724e-06,-3.3940610176488e-05,2.72591010176307e-10,-0.000247430382817623,-0.00784905542354456,9.50841855777526e-08,-0.0477298222535408,3.69275820251735e-08,0.000236578694695524,-9.70647421483764e-09,1.24728140186287e-05,0.0455446749341912,-3.55344766735177e-06,1.47054715799956e-05,0.00369598477847012,1.4705471579299e-05,0.00369598477838149,0.000262147586845179,0.0505586601851036,0.000262147586857006,0.0505586601866534
0.0108,-3.72171404840024e-05,3.16353236744532e-10,-0.000266897977255482,-0.00832968019832965,1.07030875422259e-07,-0.0495854669515579,4.25594906001073e-08,0.000255149731554611,-1.13848103316076e-08,1.39278443670027e-05,0.047302987189499,-4.04480972889644e-06,-3.72171404856729e-05,3.16353263992207e-10,-0.000266897977262104,-0.00832968019862859,1.07030765618115e-07,-0.0495854669524166,4.25594904272796e-08,0.000255149731556988,-1.13848103479502e-08,1.39278443522038e-05,0.047302987189825,-4.04480990215401e-06,1.62625448095843e-05,0.0039554939913821,1.62625448089389e-05,0.00395549399132566,0.000282768396076712,0.0525229179276616,0.000282768396089373,0.052522917929291
0.0112,-4.06858135083248e-05,3.65340509595104e-10,-0.000287107817653956,-0.00882352892507657,1.20001649460514e-07,-0.0514425826444617,4.88114860530204e-08,0.000274424089316848,-1.32842542505888e-08,1.54916116171569e-05,0.0490617872638291,-4.58448888959784e-06,-4.06858135105496e-05,3.65339900250048e-10,-0.000287107817661116,-0.00882352892555354,1.20001298036567e-07,-0.0514425826453989,4.88114859232199e-08,0.000274424089319519,-1.32842552633321e-08,1.54916116220112e-05,0.0490617872642215,-4.58448943999182e-06,1.79233513498592e-05,0.00422368580277317,1.79233513493091e-05,0.00422368580276505,0.000304174896592163,0.0544886327235331,0.000304174896605769,0.0544886327252809
0.0116,-4.43514543875652e-05,4.19910532878817e-10,-0.000308060440741486,-0.0093305996089178,1.3404382228924e-07,-0.0533011691095348,5.57220171492011e-08,0.000294401945976784,-1.54215490766843e-08,1.71679767669616e-05,0.0508210750778626,-5.17515871542172e-06,-4.43514543905329e-05,4.19909030345244e-10,-0.000308060440749269,-0.00933059960964114,1.34043135783913e-07,-0.0533011691105806,5.57220170834963e-08,0.000294401945979821,-1.54215514869722e-08,1.7167976799228e-05,0.0508210750783471,-5.17515978920203e-06,1.96910592964343e-05,0.00450055890386074,1.96910592960306e-05,0.00450055890391958,0.00032636762003949,0.0564558043527921,0.000326367620054171,0.0564558043547036
0.012,-4.82188882611126e-05,4.80421452963382e-10,-0.000329756383252672,-0.00985089025516574,1.49204759567262e-07,-0.0551612261248654,6.33295324562557e-08,0.000315083479531113,-1.78134372811768e-08,1.89608007865378e-05,0.0525808505525622,-5.81949269480835e-06,-4.82188882650377e-05,4.80418765673206e-10,-0.000329756383261174,-0.00985089025621312,1.49203631810957e-07,-0.0551612261260542,6.33295324786104e-08,0.000315083479534596,-1.78134415448592e-08,1.8960800855031e-05,0.0525808505531679,-5.81949445812151e-06,2.15688367449237e-05,0.00478611198586223,2.15688367447244e-05,0.00478611198600917,0.000349347098066652,0.058424432595513,0.000349347098082552,0.0584244325976397
0.0124,-5.22929402683566e-05,5.47231416216508e-10,-0.000352196181922113,-0.0103843988691328,1.65531826953403e-07,-0.0570227534685422,7.16724805417906e-08,0.000336468867976528,-2.0476661335349e-08,2.08739446460066e-05,0.0543411136088905,-6.52016431619801e-06,-5.22929402734788e-05,5.47227217629348e-10,-0.000352196181931443,-0.0103843988705912,1.65530139068504e-07,-0.0570227534699124,7.16724806790639e-08,0.000336468867980548,-2.0476667962982e-08,2.08739447605974e-05,0.0543411136096502,-6.52016695508711e-06,2.35598517909415e-05,0.00508034373999502,2.35598517910115e-05,0.00508034374025375,0.000373113862321605,0.0603945172317696,0.000373113862338888,0.0603945172341695
0.0128,-5.65784355486862e-05,6.20698569005906e-10,-0.00037538037348441,-0.0109311234561314,1.83072390106486e-07,-0.0588857509186534,8.07893099734124e-08,0.000358558289309723,-2.34279637104836e-08,2.29112693154891e-05,0.0561018641678103,-7.27984706803099e-06,-5.65784355552711e-05,6.20692497609079e-10,-0.000375380373494686,-0.0109311234580972,1.83070010507358e-07,-0.058885750920248,8.07893102553586e-08,0.000358558289314379,-2.34279732673294e-08,2.2911269487104e-05,0.0561018641687601,-7.27985078843568e-06,2.56672725301016e-05,0.00538325285747652,2.56672725305128e-05,0.00538325285787325,0.000397668444452308,0.0623660580416364,0.000397668444471152,0.0623660580443737
0.0132,-6.10801992414909e-05,7.01181057699286e-10,-0.000399309494674163,-0.011491062021474,2.01873814685335e-07,-0.0607502182532878,9.07184693187274e-08,0.00038135192152739,-2.66840868778634e-08,2.50766357651064e-05,0.0578631021502843,-8.10121443874757e-06,-6.10801992498295e-05,7.01172717007814e-10,-0.000399309494685514,-0.0114910620240527,2.01870599078323e-07,-0.0607502182551535,9.07184697779963e-08,0.000381351921532793,-2.66840999838903e-08,2.5076636005728e-05,0.057863102151464,-8.10121946650407e-06,2.78942670580181e-05,0.00569483802952414,2.78942670588495e-05,0.00569483803008759,0.000423011376106718,0.0643390548051872,0.000423011376127321,0.0643390548083327
0.0136,-6.58030564861599e-05,7.89037028664359e-10,-0.00042398408222597,-0.012064212570473,2.21983466348775e-07,-0.0626161552505336,1.01498407145342e-07,0.000404849942626224,-3.02617733087709e-08,2.73739049649795e-05,0.0596248274772751,-8.98693991678802e-06,-6.58030564965689e-05,7.89025987220965e-10,-0.000423984082238539,-0.0120642125737795,2.21979257732203e-07,-0.0626161552527218,1.01498407817479e-07,0.000404849942632492,-3.02617906386535e-08,2.73739052876463e-05,0.059624827478728,-8.98694649762913e-06,3.0244003470305e-05,0.00601509794735528,3.02440034716424e-05,0.00601509794811671,0.000449143188932794,0.0663135073024964,0.000449143188955368,0.0663135073061271
0.014,-7.07518324220825e-05,8.84624628268834e-10,-0.000449404672874433,-0.0126505731084407,2.43448710755628e-07,-0.0644835616884793,1.13167572020863e-07,0.000429052530602917,-3.4177765474489e-08,2.98069378852295e-05,0.0613870400697454,-9.93969699059262e-06,-7.07518324349041e-05,8.84610419643943e-10,-0.000449404672888371,-0.0126505731125993,2.43443339419803e-07,-0.0644835616910453,1.13167572944307e-07,0.00042905253061018,-3.41777877576078e-08,2.98069383040359e-05,0.0613870400715184,-9.93970539014771e-06,3.27196498625763e-05,0.00634403130218734,3.27196498645127e-05,0.00634403130318051,0.000476064414578492,0.0682894153136381,0.000476064414603268,0.0682894153178372
0.0144,-7.5931352188648e-05,9.88302002880422e-10,-0.00047557180335415,-0.0132501416406897,2.66316913564719e-07,-0.0663524373452135,1.25764412512896e-07,0.000453959863454164,-3.84488058463003e-08,3.23795954959775e-05,0.063149739848658,-1.09621591486017e-05,-7.59313522042501e-05,9.88284125672161e-10,-0.000475571803369622,-0.013250141645834,2.66310197091927e-07,-0.0663524373482169,1.25764413728984e-07,0.000453959863462559,-3.84488338667421e-08,3.23795960260738e-05,0.0631497398508014,-1.09621696523967e-05,3.53243743304461e-05,0.00668163678523773,3.53243743330813e-05,0.00668163678649893,0.000503775584691772,0.0702667786186863,0.000503775584718997,0.0702667786235436
0.0148,-8.13617090058909e-05,1.10479115603409e-09,-0.000502487708779615,-0.0138628984576405,2.90947882372466e-07,-0.0682227800302995,1.39683168976046e-07,0.000479572681887009,-4.3336386218067e-08,3.51095352986689e-05,0.0649129259792675,-1.20782930152718e-05,-8.13617090230344e-05,1.10477131839764e-09,-0.000502487708796072,-0.0138628984630777,2.90940772706314e-07,-0.0682227800334326,1.39683170344222e-07,0.00047957268189606,-4.3336417304619e-08,3.51095358613996e-05,0.0649129259815167,-1.20783041340522e-05,3.80713697987809e-05,0.00702790147793436,3.80713698017793e-05,0.00702790147927571,0.000532278913193516,0.0722455950456767,0.000532278913222356,0.0722455950507269
0.0152,-8.70400326374365e-05,1.23225077488174e-09,-0.000530152069872694,-0.0144888504932164,3.1723150671675e-07,-0.0700945905139963,1.54782964785818e-07,0.000505890880282432,-4.87338911846612e-08,3.79936645738781e-05,0.0666765987634264,-1.32800399715407e-05,-8.70400326557306e-05,1.23222951871849e-09,-0.000530152069889962,-0.0144888504986843,3.17224364950109e-07,-0.070094590517143,1.54782966261557e-07,0.000505890880291986,-4.873392448992e-08,3.79936651394554e-05,0.0666765987656809,-1.32800511404968e-05,4.09587516764909e-05,0.00738282992302861,4.09587516797469e-05,0.00738282992437902,0.000561574083837137,0.0742258653585444,0.000561574083867328,0.0742258653636115
