"time","medium2.T","medium2.X[1]","medium2.X[2]","medium2.X[3]","medium2.X[4]","medium2.p","state.T","state.p"
0.2058,300,0.2,0.1,0.3,0.4,200205.8,405.8,100205.8
0.206,300,0.2,0.1,0.3,0.4,200206,406,100206
0.2062,300,0.2,0.1,0.3,0.4,200206.2,406.2,100206.2
0.2064,300,0.2,0.1,0.3,0.4,200206.4,406.4,100206.4
0.2066,300,0.2,0.1,0.3,0.4,200206.6,406.6,100206.6
0.2068,300,0.2,0.1,0.3,0.4,200206.8,406.8,100206.8
0.207,300,0.2,0.1,0.3,0.4,200207,407,100207
0.2072,300,0.2,0.1,0.3,0.4,200207.2,407.2,100207.2
0.2074,300,0.2,0.1,0.3,0.4,200207.4,407.4,100207.4
0.2076,300,0.2,0.1,0.3,0.4,200207.6,407.6,100207.6
0.2078,300,0.2,0.1,0.3,0.4,200207.8,407.8,100207.8
0.208,300,0.2,0.1,0.3,0.4,200208,408,100208
0.2082,300,0.2,0.1,0.3,0.4,200208.2,408.2,100208.2
0.2084,300,0.2,0.1,0.3,0.4,200208.4,408.4,100208.4
0.2086,300,0.2,0.1,0.3,0.4,200208.6,408.6,100208.6
0.2088,300,0.2,0.1,0.3,0.4,200208.8,408.8,100208.8
0.209,300,0.2,0.1,0.3,0.4,200209,409,100209
0.2092,300,0.2,0.1,0.3,0.4,200209.2,409.2,100209.2
0.2094,300,0.2,0.1,0.3,0.4,200209.4,409.4,100209.4
0.2096,300,0.2,0.1,0.3,0.4,200209.6,409.6,100209.6
0.2098,300,0.2,0.1,0.3,0.4,200209.8,409.8,100209.8
0.21,300,0.2,0.1,0.3,0.4,200210,410,100210
0.2102,300,0.2,0.1,0.3,0.4,200210.2,410.2,100210.2
0.2104,300,0.2,0.1,0.3,0.4,200210.4,410.4,100210.4
0.2106,300,0.2,0.1,0.3,0.4,200210.6,410.6,100210.6
0.2108,300,0.2,0.1,0.3,0.4,200210.8,410.8,100210.8
0.211,300,0.2,0.1,0.3,0.4,200211,411,100211
0.2112,300,0.2,0.1,0.3,0.4,200211.2,411.2,100211.2
0.2114,300,0.2,0.1,0.3,0.4,200211.4,411.4,100211.4
0.2116,300,0.2,0.1,0.3,0.4,200211.6,411.6,100211.6
0.2118,300,0.2,0.1,0.3,0.4,200211.8,411.8,100211.8
0.212,300,0.2,0.1,0.3,0.4,200212,412,100212
0.2122,300,0.2,0.1,0.3,0.4,200212.2,412.2,100212.2
0.2124,300,0.2,0.1,0.3,0.4,200212.4,412.4,100212.4
0.2126,300,0.2,0.1,0.3,0.4,200212.6,412.6,100212.6
0.2128,300,0.2,0.1,0.3,0.4,200212.8,412.8,100212.8
0.213,300,0.2,0.1,0.3,0.4,200213,413,100213
0.2132,300,0.2,0.1,0.3,0.4,200213.2,413.2,100213.2
0.2134,300,0.2,0.1,0.3,0.4,200213.4,413.4,100213.4
0.2136,300,0.2,0.1,0.3,0.4,200213.6,413.6,100213.6
0.2138,300,0.2,0.1,0.3,0.4,200213.8,413.8,100213.8
0.214,300,0.2,0.1,0.3,0.4,200214,414,100214
0.2142,300,0.2,0.1,0.3,0.4,200214.2,414.2,100214.2
0.2144,300,0.2,0.1,0.3,0.4,200214.4,414.4,100214.4
0.2146,300,0.2,0.1,0.3,0.4,200214.6,414.6,100214.6
0.2148,300,0.2,0.1,0.3,0.4,200214.8,414.8,100214.8
0.215,300,0.2,0.1,0.3,0.4,200215,415,100215
0.2152,300,0.2,0.1,0.3,0.4,200215.2,415.2,100215.2
0.2154,300,0.2,0.1,0.3,0.4,200215.4,415.4,100215.4
0.2156,300,0.2,0.1,0.3,0.4,200215.6,415.6,100215.6
0.2158,300,0.2,0.1,0.3,0.4,200215.8,415.8,100215.8
0.216,300,0.2,0.1,0.3,0.4,200216,416,100216
0.2162,300,0.2,0.1,0.3,0.4,200216.2,416.2,100216.2
0.2164,300,0.2,0.1,0.3,0.4,200216.4,416.4,100216.4
0.2166,300,0.2,0.1,0.3,0.4,200216.6,416.6,100216.6
0.2168,300,0.2,0.1,0.3,0.4,200216.8,416.8,100216.8
0.217,300,0.2,0.1,0.3,0.4,200217,417,100217
0.2172,300,0.2,0.1,0.3,0.4,200217.2,417.2,100217.2
0.2174,300,0.2,0.1,0.3,0.4,200217.4,417.4,100217.4
0.2176,300,0.2,0.1,0.3,0.4,200217.6,417.6,100217.6
0.2178,300,0.2,0.1,0.3,0.4,200217.8,417.8,100217.8
0.218,300,0.2,0.1,0.3,0.4,200218,418,100218
0.2182,300,0.2,0.1,0.3,0.4,200218.2,418.2,100218.2
0.2184,300,0.2,0.1,0.3,0.4,200218.4,418.4,100218.4
0.2186,300,0.2,0.1,0.3,0.4,200218.6,418.6,100218.6
0.2188,300,0.2,0.1,0.3,0.4,200218.8,418.8,100218.8
0.219,300,0.2,0.1,0.3,0.4,200219,419,100219
0.2192,300,0.2,0.1,0.3,0.4,200219.2,419.2,100219.2
0.2194,300,0.2,0.1,0.3,0.4,200219.4,419.4,100219.4
0.2196,300,0.2,0.1,0.3,0.4,200219.6,419.6,100219.6
0.2198,300,0.2,0.1,0.3,0.4,200219.8,419.8,100219.8
0.22,300,0.2,0.1,0.3,0.4,200220,420,100220
0.2202,300,0.2,0.1,0.3,0.4,200220.2,420.2,100220.2
0.2204,300,0.2,0.1,0.3,0.4,200220.4,420.4,100220.4
0.2206,300,0.2,0.1,0.3,0.4,200220.6,420.6,100220.6
0.2208,300,0.2,0.1,0.3,0.4,200220.8,420.8,100220.8
0.221,300,0.2,0.1,0.3,0.4,200221,421,100221
0.2212,300,0.2,0.1,0.3,0.4,200221.2,421.2,100221.2
0.2214,300,0.2,0.1,0.3,0.4,200221.4,421.4,100221.4
0.2216,300,0.2,0.1,0.3,0.4,200221.6,421.6,100221.6
0.2218,300,0.2,0.1,0.3,0.4,200221.8,421.8,100221.8
0.222,300,0.2,0.1,0.3,0.4,200222,422,100222
0.2222,300,0.2,0.1,0.3,0.4,200222.2,422.2,100222.2
0.2224,300,0.2,0.1,0.3,0.4,200222.4,422.4,100222.4
0.2226,300,0.2,0.1,0.3,0.4,200222.6,422.6,100222.6
0.2228,300,0.2,0.1,0.3,0.4,200222.8,422.8,100222.8
0.223,300,0.2,0.1,0.3,0.4,200223,423,100223
0.2232,300,0.2,0.1,0.3,0.4,200223.2,423.2,100223.2
0.2234,300,0.2,0.1,0.3,0.4,200223.4,423.4,100223.4
0.2236,300,0.2,0.1,0.3,0.4,200223.6,423.6,100223.6
0.2238,300,0.2,0.1,0.3,0.4,200223.8,423.8,100223.8
0.224,300,0.2,0.1,0.3,0.4,200224,424,100224
0.2242,300,0.2,0.1,0.3,0.4,200224.2,424.2,100224.2
0.2244,300,0.2,0.1,0.3,0.4,200224.4,424.4,100224.4
0.2246,300,0.2,0.1,0.3,0.4,200224.6,424.6,100224.6
0.2248,300,0.2,0.1,0.3,0.4,200224.8,424.8,100224.8
0.225,300,0.2,0.1,0.3,0.4,200225,425,100225
0.2252,300,0.2,0.1,0.3,0.4,200225.2,425.2,100225.2
0.2254,300,0.2,0.1,0.3,0.4,200225.4,425.4,100225.4
0.2256,300,0.2,0.1,0.3,0.4,200225.6,425.6,100225.6
0.2258,300,0.2,0.1,0.3,0.4,200225.8,425.8,100225.8
0.226,300,0.2,0.1,0.3,0.4,200226,426,100226
0.2262,300,0.2,0.1,0.3,0.4,200226.2,426.2,100226.2
0.2264,300,0.2,0.1,0.3,0.4,200226.4,426.4,100226.4
0.2266,300,0.2,0.1,0.3,0.4,200226.6,426.6,100226.6
0.2268,300,0.2,0.1,0.3,0.4,200226.8,426.8,100226.8
0.227,300,0.2,0.1,0.3,0.4,200227,427,100227
0.2272,300,0.2,0.1,0.3,0.4,200227.2,427.2,100227.2
0.2274,300,0.2,0.1,0.3,0.4,200227.4,427.4,100227.4
0.2276,300,0.2,0.1,0.3,0.4,200227.6,427.6,100227.6
0.2278,300,0.2,0.1,0.3,0.4,200227.8,427.8,100227.8
0.228,300,0.2,0.1,0.3,0.4,200228,428,100228
0.2282,300,0.2,0.1,0.3,0.4,200228.2,428.2,100228.2
0.2284,300,0.2,0.1,0.3,0.4,200228.4,428.4,100228.4
0.2286,300,0.2,0.1,0.3,0.4,200228.6,428.6,100228.6
0.2288,300,0.2,0.1,0.3,0.4,200228.8,428.8,100228.8
0.229,300,0.2,0.1,0.3,0.4,200229,429,100229
0.2292,300,0.2,0.1,0.3,0.4,200229.2,429.2,100229.2
0.2294,300,0.2,0.1,0.3,0.4,200229.4,429.4,100229.4
0.2296,300,0.2,0.1,0.3,0.4,200229.6,429.6,100229.6
0.2298,300,0.2,0.1,0.3,0.4,200229.8,429.8,100229.8
0.23,300,0.2,0.1,0.3,0.4,200230,430,100230
0.2302,300,0.2,0.1,0.3,0.4,200230.2,430.2,100230.2
0.2304,300,0.2,0.1,0.3,0.4,200230.4,430.4,100230.4
0.2306,300,0.2,0.1,0.3,0.4,200230.6,430.6,100230.6
0.2308,300,0.2,0.1,0.3,0.4,200230.8,430.8,100230.8
0.231,300,0.2,0.1,0.3,0.4,200231,431,100231
0.2312,300,0.2,0.1,0.3,0.4,200231.2,431.2,100231.2
0.2314,300,0.2,0.1,0.3,0.4,200231.4,431.4,100231.4
0.2316,300,0.2,0.1,0.3,0.4,200231.6,431.6,100231.6
0.2318,300,0.2,0.1,0.3,0.4,200231.8,431.8,100231.8
0.232,300,0.2,0.1,0.3,0.4,200232,432,100232
0.2322,300,0.2,0.1,0.3,0.4,200232.2,432.2,100232.2
0.2324,300,0.2,0.1,0.3,0.4,200232.4,432.4,100232.4
0.2326,300,0.2,0.1,0.3,0.4,200232.6,432.6,100232.6
0.2328,300,0.2,0.1,0.3,0.4,200232.8,432.8,100232.8
0.233,300,0.2,0.1,0.3,0.4,200233,433,100233
0.2332,300,0.2,0.1,0.3,0.4,200233.2,433.2,100233.2
0.2334,300,0.2,0.1,0.3,0.4,200233.4,433.4,100233.4
0.2336,300,0.2,0.1,0.3,0.4,200233.6,433.6,100233.6
0.2338,300,0.2,0.1,0.3,0.4,200233.8,433.8,100233.8
0.234,300,0.2,0.1,0.3,0.4,200234,434,100234
0.2342,300,0.2,0.1,0.3,0.4,200234.2,434.2,100234.2
0.2344,300,0.2,0.1,0.3,0.4,200234.4,434.4,100234.4
0.2346,300,0.2,0.1,0.3,0.4,200234.6,434.6,100234.6
0.2348,300,0.2,0.1,0.3,0.4,200234.8,434.8,100234.8
0.235,300,0.2,0.1,0.3,0.4,200235,435,100235
0.2352,300,0.2,0.1,0.3,0.4,200235.2,435.2,100235.2
0.2354,300,0.2,0.1,0.3,0.4,200235.4,435.4,100235.4
0.2356,300,0.2,0.1,0.3,0.4,200235.6,435.6,100235.6
0.2358,300,0.2,0.1,0.3,0.4,200235.8,435.8,100235.8
0.236,300,0.2,0.1,0.3,0.4,200236,436,100236
0.2362,300,0.2,0.1,0.3,0.4,200236.2,436.2,100236.2
0.2364,300,0.2,0.1,0.3,0.4,200236.4,436.4,100236.4
0.2366,300,0.2,0.1,0.3,0.4,200236.6,436.6,100236.6
0.2368,300,0.2,0.1,0.3,0.4,200236.8,436.8,100236.8
0.237,300,0.2,0.1,0.3,0.4,200237,437,100237
0.2372,300,0.2,0.1,0.3,0.4,200237.2,437.2,100237.2
0.2374,300,0.2,0.1,0.3,0.4,200237.4,437.4,100237.4
0.2376,300,0.2,0.1,0.3,0.4,200237.6,437.6,100237.6
0.2378,300,0.2,0.1,0.3,0.4,200237.8,437.8,100237.8
0.238,300,0.2,0.1,0.3,0.4,200238,438,100238
0.2382,300,0.2,0.1,0.3,0.4,200238.2,438.2,100238.2
0.2384,300,0.2,0.1,0.3,0.4,200238.4,438.4,100238.4
0.2386,300,0.2,0.1,0.3,0.4,200238.6,438.6,100238.6
0.2388,300,0.2,0.1,0.3,0.4,200238.8,438.8,100238.8
0.239,300,0.2,0.1,0.3,0.4,200239,439,100239
0.2392,300,0.2,0.1,0.3,0.4,200239.2,439.2,100239.2
0.2394,300,0.2,0.1,0.3,0.4,200239.4,439.4,100239.4
0.2396,300,0.2,0.1,0.3,0.4,200239.6,439.6,100239.6
0.2398,300,0.2,0.1,0.3,0.4,200239.8,439.8,100239.8
0.24,300,0.2,0.1,0.3,0.4,200240,440,100240
0.2402,300,0.2,0.1,0.3,0.4,200240.2,440.2,100240.2
0.2404,300,0.2,0.1,0.3,0.4,200240.4,440.4,100240.4
0.2406,300,0.2,0.1,0.3,0.4,200240.6,440.6,100240.6
0.2408,300,0.2,0.1,0.3,0.4,200240.8,440.8,100240.8
0.241,300,0.2,0.1,0.3,0.4,200241,441,100241
0.2412,300,0.2,0.1,0.3,0.4,200241.2,441.2,100241.2
0.2414,300,0.2,0.1,0.3,0.4,200241.4,441.4,100241.4
0.2416,300,0.2,0.1,0.3,0.4,200241.6,441.6,100241.6
0.2418,300,0.2,0.1,0.3,0.4,200241.8,441.8,100241.8
0.242,300,0.2,0.1,0.3,0.4,200242,442,100242
0.2422,300,0.2,0.1,0.3,0.4,200242.2,442.2,100242.2
0.2424,300,0.2,0.1,0.3,0.4,200242.4,442.4,100242.4
0.2426,300,0.2,0.1,0.3,0.4,200242.6,442.6,100242.6
0.2428,300,0.2,0.1,0.3,0.4,200242.8,442.8,100242.8
0.243,300,0.2,0.1,0.3,0.4,200243,443,100243
0.2432,300,0.2,0.1,0.3,0.4,200243.2,443.2,100243.2
0.2434,300,0.2,0.1,0.3,0.4,200243.4,443.4,100243.4
0.2436,300,0.2,0.1,0.3,0.4,200243.6,443.6,100243.6
0.2438,300,0.2,0.1,0.3,0.4,200243.8,443.8,100243.8
0.244,300,0.2,0.1,0.3,0.4,200244,444,100244
0.2442,300,0.2,0.1,0.3,0.4,200244.2,444.2,100244.2
0.2444,300,0.2,0.1,0.3,0.4,200244.4,444.4,100244.4
0.2446,300,0.2,0.1,0.3,0.4,200244.6,444.6,100244.6
0.2448,300,0.2,0.1,0.3,0.4,200244.8,444.8,100244.8
0.245,300,0.2,0.1,0.3,0.4,200245,445,100245
0.2452,300,0.2,0.1,0.3,0.4,200245.2,445.2,100245.2
0.2454,300,0.2,0.1,0.3,0.4,200245.4,445.4,100245.4
0.2456,300,0.2,0.1,0.3,0.4,200245.6,445.6,100245.6
0.2458,300,0.2,0.1,0.3,0.4,200245.8,445.8,100245.8
0.246,300,0.2,0.1,0.3,0.4,200246,446,100246
0.2462,300,0.2,0.1,0.3,0.4,200246.2,446.2,100246.2
0.2464,300,0.2,0.1,0.3,0.4,200246.4,446.4,100246.4
0.2466,300,0.2,0.1,0.3,0.4,200246.6,446.6,100246.6
0.2468,300,0.2,0.1,0.3,0.4,200246.8,446.8,100246.8
0.247,300,0.2,0.1,0.3,0.4,200247,447,100247
0.2472,300,0.2,0.1,0.3,0.4,200247.2,447.2,100247.2
0.2474,300,0.2,0.1,0.3,0.4,200247.4,447.4,100247.4
0.2476,300,0.2,0.1,0.3,0.4,200247.6,447.6,100247.6
0.2478,300,0.2,0.1,0.3,0.4,200247.8,447.8,100247.8
0.248,300,0.2,0.1,0.3,0.4,200248,448,100248
0.2482,300,0.2,0.1,0.3,0.4,200248.2,448.2,100248.2
0.2484,300,0.2,0.1,0.3,0.4,200248.4,448.4,100248.4
0.2486,300,0.2,0.1,0.3,0.4,200248.6,448.6,100248.6
0.2488,300,0.2,0.1,0.3,0.4,200248.8,448.8,100248.8
0.249,300,0.2,0.1,0.3,0.4,200249,449,100249
0.2492,300,0.2,0.1,0.3,0.4,200249.2,449.2,100249.2
0.2494,300,0.2,0.1,0.3,0.4,200249.4,449.4,100249.4
0.2496,300,0.2,0.1,0.3,0.4,200249.6,449.6,100249.6
0.2498,300,0.2,0.1,0.3,0.4,200249.8,449.8,100249.8
0.25,300,0.2,0.1,0.3,0.4,200250,450,100250
0.2502,300,0.2,0.1,0.3,0.4,200250.2,450.2,100250.2
0.2504,300,0.2,0.1,0.3,0.4,200250.4,450.4,100250.4
0.2506,300,0.2,0.1,0.3,0.4,200250.6,450.6,100250.6
0.2508,300,0.2,0.1,0.3,0.4,200250.8,450.8,100250.8
0.251,300,0.2,0.1,0.3,0.4,200251,451,100251
0.2512,300,0.2,0.1,0.3,0.4,200251.2,451.2,100251.2
0.2514,300,0.2,0.1,0.3,0.4,200251.4,451.4,100251.4
0.2516,300,0.2,0.1,0.3,0.4,200251.6,451.6,100251.6
0.2518,300,0.2,0.1,0.3,0.4,200251.8,451.8,100251.8
0.252,300,0.2,0.1,0.3,0.4,200252,452,100252
0.2522,300,0.2,0.1,0.3,0.4,200252.2,452.2,100252.2
0.2524,300,0.2,0.1,0.3,0.4,200252.4,452.4,100252.4
0.2526,300,0.2,0.1,0.3,0.4,200252.6,452.6,100252.6
0.2528,300,0.2,0.1,0.3,0.4,200252.8,452.8,100252.8
0.253,300,0.2,0.1,0.3,0.4,200253,453,100253
0.2532,300,0.2,0.1,0.3,0.4,200253.2,453.2,100253.2
0.2534,300,0.2,0.1,0.3,0.4,200253.4,453.4,100253.4
0.2536,300,0.2,0.1,0.3,0.4,200253.6,453.6,100253.6
0.2538,300,0.2,0.1,0.3,0.4,200253.8,453.8,100253.8
0.254,300,0.2,0.1,0.3,0.4,200254,454,100254
0.2542,300,0.2,0.1,0.3,0.4,200254.2,454.2,100254.2
0.2544,300,0.2,0.1,0.3,0.4,200254.4,454.4,100254.4
0.2546,300,0.2,0.1,0.3,0.4,200254.6,454.6,100254.6
0.2548,300,0.2,0.1,0.3,0.4,200254.8,454.8,100254.8
0.255,300,0.2,0.1,0.3,0.4,200255,455,100255
0.2552,300,0.2,0.1,0.3,0.4,200255.2,455.2,100255.2
0.2554,300,0.2,0.1,0.3,0.4,200255.4,455.4,100255.4
0.2556,300,0.2,0.1,0.3,0.4,200255.6,455.6,100255.6
0.2558,300,0.2,0.1,0.3,0.4,200255.8,455.8,100255.8
0.256,300,0.2,0.1,0.3,0.4,200256,456,100256
0.2562,300,0.2,0.1,0.3,0.4,200256.2,456.2,100256.2
0.2564,300,0.2,0.1,0.3,0.4,200256.4,456.4,100256.4
0.2566,300,0.2,0.1,0.3,0.4,200256.6,456.6,100256.6
0.2568,300,0.2,0.1,0.3,0.4,200256.8,456.8,100256.8
0.257,300,0.2,0.1,0.3,0.4,200257,457,100257
0.2572,300,0.2,0.1,0.3,0.4,200257.2,457.2,100257.2
0.2574,300,0.2,0.1,0.3,0.4,200257.4,457.4,100257.4
0.2576,300,0.2,0.1,0.3,0.4,200257.6,457.6,100257.6
0.2578,300,0.2,0.1,0.3,0.4,200257.8,457.8,100257.8
0.258,300,0.2,0.1,0.3,0.4,200258,458,100258
0.2582,300,0.2,0.1,0.3,0.4,200258.2,458.2,100258.2
0.2584,300,0.2,0.1,0.3,0.4,200258.4,458.4,100258.4
0.2586,300,0.2,0.1,0.3,0.4,200258.6,458.6,100258.6
0.2588,300,0.2,0.1,0.3,0.4,200258.8,458.8,100258.8
0.259,300,0.2,0.1,0.3,0.4,200259,459,100259
0.2592,300,0.2,0.1,0.3,0.4,200259.2,459.2,100259.2
0.2594,300,0.2,0.1,0.3,0.4,200259.4,459.4,100259.4
0.2596,300,0.2,0.1,0.3,0.4,200259.6,459.6,100259.6
0.2598,300,0.2,0.1,0.3,0.4,200259.8,459.8,100259.8
0.26,300,0.2,0.1,0.3,0.4,200260,460,100260
0.2602,300,0.2,0.1,0.3,0.4,200260.2,460.2,100260.2
0.2604,300,0.2,0.1,0.3,0.4,200260.4,460.4,100260.4
0.2606,300,0.2,0.1,0.3,0.4,200260.6,460.6,100260.6
0.2608,300,0.2,0.1,0.3,0.4,200260.8,460.8,100260.8
0.261,300,0.2,0.1,0.3,0.4,200261,461,100261
0.2612,300,0.2,0.1,0.3,0.4,200261.2,461.2,100261.2
0.2614,300,0.2,0.1,0.3,0.4,200261.4,461.4,100261.4
0.2616,300,0.2,0.1,0.3,0.4,200261.6,461.6,100261.6
0.2618,300,0.2,0.1,0.3,0.4,200261.8,461.8,100261.8
0.262,300,0.2,0.1,0.3,0.4,200262,462,100262
0.2622,300,0.2,0.1,0.3,0.4,200262.2,462.2,100262.2
0.2624,300,0.2,0.1,0.3,0.4,200262.4,462.4,100262.4
0.2626,300,0.2,0.1,0.3,0.4,200262.6,462.6,100262.6
0.2628,300,0.2,0.1,0.3,0.4,200262.8,462.8,100262.8
0.263,300,0.2,0.1,0.3,0.4,200263,463,100263
0.2632,300,0.2,0.1,0.3,0.4,200263.2,463.2,100263.2
0.2634,300,0.2,0.1,0.3,0.4,200263.4,463.4,100263.4
0.2636,300,0.2,0.1,0.3,0.4,200263.6,463.6,100263.6
0.2638,300,0.2,0.1,0.3,0.4,200263.8,463.8,100263.8
0.264,300,0.2,0.1,0.3,0.4,200264,464,100264
0.2642,300,0.2,0.1,0.3,0.4,200264.2,464.2,100264.2
0.2644,300,0.2,0.1,0.3,0.4,200264.4,464.4,100264.4
0.2646,300,0.2,0.1,0.3,0.4,200264.6,464.6,100264.6
0.2648,300,0.2,0.1,0.3,0.4,200264.8,464.8,100264.8
0.265,300,0.2,0.1,0.3,0.4,200265,465,100265
0.2652,300,0.2,0.1,0.3,0.4,200265.2,465.2,100265.2
0.2654,300,0.2,0.1,0.3,0.4,200265.4,465.4,100265.4
0.2656,300,0.2,0.1,0.3,0.4,200265.6,465.6,100265.6
0.2658,300,0.2,0.1,0.3,0.4,200265.8,465.8,100265.8
0.266,300,0.2,0.1,0.3,0.4,200266,466,100266
0.2662,300,0.2,0.1,0.3,0.4,200266.2,466.2,100266.2
0.2664,300,0.2,0.1,0.3,0.4,200266.4,466.4,100266.4
0.2666,300,0.2,0.1,0.3,0.4,200266.6,466.6,100266.6
0.2668,300,0.2,0.1,0.3,0.4,200266.8,466.8,100266.8
0.267,300,0.2,0.1,0.3,0.4,200267,467,100267
0.2672,300,0.2,0.1,0.3,0.4,200267.2,467.2,100267.2
0.2674,300,0.2,0.1,0.3,0.4,200267.4,467.4,100267.4
0.2676,300,0.2,0.1,0.3,0.4,200267.6,467.6,100267.6
0.2678,300,0.2,0.1,0.3,0.4,200267.8,467.8,100267.8
0.268,300,0.2,0.1,0.3,0.4,200268,468,100268
0.2682,300,0.2,0.1,0.3,0.4,200268.2,468.2,100268.2
0.2684,300,0.2,0.1,0.3,0.4,200268.4,468.4,100268.4
0.2686,300,0.2,0.1,0.3,0.4,200268.6,468.6,100268.6
0.2688,300,0.2,0.1,0.3,0.4,200268.8,468.8,100268.8
0.269,300,0.2,0.1,0.3,0.4,200269,469,100269
0.2692,300,0.2,0.1,0.3,0.4,200269.2,469.2,100269.2
0.2694,300,0.2,0.1,0.3,0.4,200269.4,469.4,100269.4
0.2696,300,0.2,0.1,0.3,0.4,200269.6,469.6,100269.6
0.2698,300,0.2,0.1,0.3,0.4,200269.8,469.8,100269.8
0.27,300,0.2,0.1,0.3,0.4,200270,470,100270
0.2702,300,0.2,0.1,0.3,0.4,200270.2,470.2,100270.2
0.2704,300,0.2,0.1,0.3,0.4,200270.4,470.4,100270.4
0.2706,300,0.2,0.1,0.3,0.4,200270.6,470.6,100270.6
0.2708,300,0.2,0.1,0.3,0.4,200270.8,470.8,100270.8
0.271,300,0.2,0.1,0.3,0.4,200271,471,100271
0.2712,300,0.2,0.1,0.3,0.4,200271.2,471.2,100271.2
0.2714,300,0.2,0.1,0.3,0.4,200271.4,471.4,100271.4
0.2716,300,0.2,0.1,0.3,0.4,200271.6,471.6,100271.6
0.2718,300,0.2,0.1,0.3,0.4,200271.8,471.8,100271.8
0.272,300,0.2,0.1,0.3,0.4,200272,472,100272
0.2722,300,0.2,0.1,0.3,0.4,200272.2,472.2,100272.2
0.2724,300,0.2,0.1,0.3,0.4,200272.4,472.4,100272.4
0.2726,300,0.2,0.1,0.3,0.4,200272.6,472.6,100272.6
0.2728,300,0.2,0.1,0.3,0.4,200272.8,472.8,100272.8
0.273,300,0.2,0.1,0.3,0.4,200273,473,100273
0.2732,300,0.2,0.1,0.3,0.4,200273.2,473.2,100273.2
0.2734,300,0.2,0.1,0.3,0.4,200273.4,473.4,100273.4
0.2736,300,0.2,0.1,0.3,0.4,200273.6,473.6,100273.6
0.2738,300,0.2,0.1,0.3,0.4,200273.8,473.8,100273.8
0.274,300,0.2,0.1,0.3,0.4,200274,474,100274
0.2742,300,0.2,0.1,0.3,0.4,200274.2,474.2,100274.2
0.2744,300,0.2,0.1,0.3,0.4,200274.4,474.4,100274.4
0.2746,300,0.2,0.1,0.3,0.4,200274.6,474.6,100274.6
0.2748,300,0.2,0.1,0.3,0.4,200274.8,474.8,100274.8
0.275,300,0.2,0.1,0.3,0.4,200275,475,100275
0.2752,300,0.2,0.1,0.3,0.4,200275.2,475.2,100275.2
0.2754,300,0.2,0.1,0.3,0.4,200275.4,475.4,100275.4
0.2756,300,0.2,0.1,0.3,0.4,200275.6,475.6,100275.6
0.2758,300,0.2,0.1,0.3,0.4,200275.8,475.8,100275.8
0.276,300,0.2,0.1,0.3,0.4,200276,476,100276
0.2762,300,0.2,0.1,0.3,0.4,200276.2,476.2,100276.2
0.2764,300,0.2,0.1,0.3,0.4,200276.4,476.4,100276.4
0.2766,300,0.2,0.1,0.3,0.4,200276.6,476.6,100276.6
0.2768,300,0.2,0.1,0.3,0.4,200276.8,476.8,100276.8
0.277,300,0.2,0.1,0.3,0.4,200277,477,100277
0.2772,300,0.2,0.1,0.3,0.4,200277.2,477.2,100277.2
0.2774,300,0.2,0.1,0.3,0.4,200277.4,477.4,100277.4
0.2776,300,0.2,0.1,0.3,0.4,200277.6,477.6,100277.6
0.2778,300,0.2,0.1,0.3,0.4,200277.8,477.8,100277.8
0.278,300,0.2,0.1,0.3,0.4,200278,478,100278
0.2782,300,0.2,0.1,0.3,0.4,200278.2,478.2,100278.2
0.2784,300,0.2,0.1,0.3,0.4,200278.4,478.4,100278.4
0.2786,300,0.2,0.1,0.3,0.4,200278.6,478.6,100278.6
0.2788,300,0.2,0.1,0.3,0.4,200278.8,478.8,100278.8
0.279,300,0.2,0.1,0.3,0.4,200279,479,100279
0.2792,300,0.2,0.1,0.3,0.4,200279.2,479.2,100279.2
0.2794,300,0.2,0.1,0.3,0.4,200279.4,479.4,100279.4
0.2796,300,0.2,0.1,0.3,0.4,200279.6,479.6,100279.6
0.2798,300,0.2,0.1,0.3,0.4,200279.8,479.8,100279.8
0.28,300,0.2,0.1,0.3,0.4,200280,480,100280
0.2802,300,0.2,0.1,0.3,0.4,200280.2,480.2,100280.2
0.2804,300,0.2,0.1,0.3,0.4,200280.4,480.4,100280.4
0.2806,300,0.2,0.1,0.3,0.4,200280.6,480.6,100280.6
0.2808,300,0.2,0.1,0.3,0.4,200280.8,480.8,100280.8
0.281,300,0.2,0.1,0.3,0.4,200281,481,100281
0.2812,300,0.2,0.1,0.3,0.4,200281.2,481.2,100281.2
0.2814,300,0.2,0.1,0.3,0.4,200281.4,481.4,100281.4
0.2816,300,0.2,0.1,0.3,0.4,200281.6,481.6,100281.6
0.2818,300,0.2,0.1,0.3,0.4,200281.8,481.8,100281.8
0.282,300,0.2,0.1,0.3,0.4,200282,482,100282
0.2822,300,0.2,0.1,0.3,0.4,200282.2,482.2,100282.2
0.2824,300,0.2,0.1,0.3,0.4,200282.4,482.4,100282.4
0.2826,300,0.2,0.1,0.3,0.4,200282.6,482.6,100282.6
0.2828,300,0.2,0.1,0.3,0.4,200282.8,482.8,100282.8
0.283,300,0.2,0.1,0.3,0.4,200283,483,100283
0.2832,300,0.2,0.1,0.3,0.4,200283.2,483.2,100283.2
0.2834,300,0.2,0.1,0.3,0.4,200283.4,483.4,100283.4
0.2836,300,0.2,0.1,0.3,0.4,200283.6,483.6,100283.6
0.2838,300,0.2,0.1,0.3,0.4,200283.8,483.8,100283.8
