"time","lowerTank.level","lowerTank.medium.h","upperTank.level","upperTank.medium.h","hysteresis.y"
160,2.02612049652788,167658.132182631,1.86939791263455,167657.499985412,1
162.5,2.0265248701922,167658.141841268,1.86737605043222,167657.499985183,1
165,2.02692912943706,167658.151494177,1.86535476032548,167657.499984953,1
167.5,2.0273332745621,167658.161141601,1.86333404081608,167657.499984724,1
170,2.0277373042044,167658.17078243,1.86131389871868,167657.499984494,1
172.5,2.02814121836394,167658.180416662,1.85929433403326,167657.499984264,1
175,2.02854501704074,167658.190044299,1.85727534675984,167657.499984034,1
177.5,2.02894870023479,167658.199665339,1.85525693689841,167657.499983804,1
180,2.0293522679461,167658.209279784,1.85323910444896,167657.499983574,1
182.5,2.02975572017465,167658.218887632,1.85122184941151,167657.499983345,1
185,2.03015905692046,167658.228488885,1.84920517178605,167657.499983114,1
187.5,2.03056227818352,167658.238083541,1.84718907157258,167657.499982884,1
190,2.03096538396383,167658.247671601,1.8451735487711,167657.499982654,1
192.5,2.0313683742614,167658.257253065,1.84315860338161,167657.499982424,1
195,2.03177124907622,167658.266827934,1.84114423540412,167657.499982194,1
197.5,2.03217400840828,167658.276396206,1.83913044483861,167657.499981963,1
200,2.03257665225761,167658.285957882,1.83711723168509,167657.499981733,1
202.5,2.03297918062418,167658.295512962,1.83510459594356,167657.499981503,1
205,2.03338159350801,167658.305061446,1.83309253761403,167657.499981272,1
207.5,2.03378389090909,167658.314603335,1.83108105669648,167657.499981042,1
210,2.03418607282742,167658.324138627,1.82907015319093,167657.499980811,1
212.5,2.034588139263,167658.333667322,1.82705982709737,167657.499980581,1
215,2.03499009021584,167658.343189423,1.82505007841579,167657.49998035,1
217.5,2.03539192568593,167658.352704927,1.82304090714621,167657.499980119,1
220,2.03579364567327,167658.362213835,1.82103231328862,167657.499979889,1
222.5,2.03619525017786,167658.371716147,1.81902429684302,167657.499979658,1
225,2.03659673919971,167658.381211862,1.81701685780941,167657.499979427,1
227.5,2.03699811273881,167658.390700982,1.81500999618779,167657.499979196,1
230,2.03739937079516,167658.400183506,1.81300371197816,167657.499978965,1
232.5,2.03780051336876,167658.409659434,1.81099800518052,167657.499978734,1
235,2.03820154045961,167658.419128766,1.80899287579487,167657.499978503,1
237.5,2.03860245206772,167658.428591502,1.80698832382121,167657.499978272,1
240,2.03900324819308,167658.438047641,1.80498434925955,167657.49997804,1
242.5,2.03940392883569,167658.447497185,1.80298095210987,167657.499977809,1
245,2.03980449399556,167658.456940133,1.80097813237219,167657.499977578,1
247.5,2.04020494833374,167658.466380114,1.79897586674122,167657.499977347,1
250,2.04060528955456,167658.475815341,1.79697416669541,167657.499977115,1
252.5,2.04100551569228,167658.485244283,1.79497304206329,167657.499976883,1
255,2.04140562674692,167658.49466694,1.79297249284486,167657.499976652,1
257.5,2.04180562271847,167658.504083313,1.79097251904012,167657.49997642,1
260,2.04220550360694,167658.513493401,1.78897312064908,167657.499976188,1
262.5,2.04260526941232,167658.522897203,1.78697429767172,167657.499975956,1
265,2.04300492013461,167658.532294721,1.78497605010805,167657.499975724,1
267.5,2.04340445577382,167658.541685955,1.78297837795808,167657.499975492,1
270,2.04380387632994,167658.551070903,1.7809812812218,167657.49997526,1
272.5,2.04420318180297,167658.560449566,1.77898475989921,167657.499975028,1
275,2.04460237219292,167658.569821945,1.77698881399031,167657.499974796,1
277.5,2.04500144749978,167658.579188039,1.7749934434951,167657.499974564,1
280,2.04540040772355,167658.588547848,1.77299864841358,167657.499974331,1
282.5,2.04579925286424,167658.597901372,1.77100442874575,167657.499974099,1
285,2.04619798292184,167658.607248612,1.76901078449161,167657.499973867,1
287.5,2.04659659789636,167658.616589566,1.76701771565117,167657.499973634,1
290,2.04699509778778,167658.625924236,1.76502522222441,167657.499973402,1
292.5,2.04739348259613,167658.635252621,1.76303330421135,167657.499973169,1
295,2.04779175232138,167658.644574721,1.76104196161198,167657.499972936,1
297.5,2.04818990696355,167658.653890536,1.75905119442629,167657.499972704,1
300,2.04858794652263,167658.663200067,1.7570610026543,167657.499972471,1
302.5,2.04898587099863,167658.672503312,1.755071386296,167657.499972238,1
305,2.04938368039154,167658.681800273,1.75308234535139,167657.499972005,1
307.5,2.04978137470136,167658.691090949,1.75109387982048,167657.499971772,1
310,2.05017895392809,167658.700375341,1.74910598970325,167657.499971539,1
312.5,2.05057641807174,167658.709653447,1.74711867499971,167657.499971306,1
315,2.05097376713231,167658.718925268,1.74513193570987,167657.499971072,1
317.5,2.05137100110978,167658.728190805,1.74314577183371,167657.499970839,1
320,2.05176812000417,167658.737450057,1.74116018337125,167657.499970606,1
322.5,2.05216512381548,167658.746703024,1.73917517032248,167657.499970372,1
325,2.05256201254369,167658.755949706,1.7371907326874,167657.499970139,1
327.5,2.05295878618882,167658.765190104,1.73520687046601,167657.499969905,1
330,2.05335544475087,167658.774424216,1.73322358365831,167657.499969672,1
332.5,2.05375198822983,167658.783652044,1.7312408722643,167657.499969438,1
335,2.0541484166257,167658.792873587,1.72925873628398,167657.499969204,1
337.5,2.05454472993848,167658.802088845,1.72727717571736,167657.499968971,1
340,2.05494092816818,167658.811297818,1.72529619056442,167657.499968737,1
342.5,2.05533701131479,167658.820500507,1.72331578082518,167657.499968503,1
345,2.05573297937832,167658.82969691,1.72133594649962,167657.499968269,1
347.5,2.05612883235875,167658.838887029,1.71935668758776,167657.499968035,1
350,2.05652457025611,167658.848070863,1.71737800408959,167657.499967801,1
352.5,2.05692019307037,167658.857248412,1.71539989600511,167657.499967567,1
355,2.05731570080155,167658.866419677,1.71342236333432,167657.499967333,1
357.5,2.05771109344964,167658.875584656,1.71144540607722,167657.499967098,1
360,2.05810637101465,167658.884743351,1.70946902423381,167657.499966864,1
362.5,2.05850153349657,167658.893895761,1.7074932178041,167657.49996663,1
365,2.0588965808954,167658.903041886,1.70551798678807,167657.499966395,1
367.5,2.05929151321115,167658.912181726,1.70354333118574,167657.499966161,1
370,2.05968633044381,167658.921315282,1.70156925099709,167657.499965926,1
372.5,2.06008103259338,167658.930442552,1.69959574622214,167657.499965692,1
375,2.06047561965987,167658.939563538,1.69762281686088,167657.499965457,1
377.5,2.06087009164327,167658.948678239,1.69565046291331,167657.499965222,1
380,2.06126444854358,167658.957786655,1.69367868437943,167657.499964987,1
382.5,2.06165869036081,167658.966888786,1.69170748125924,167657.499964752,1
385,2.06205281709495,167658.975984633,1.68973685355274,167657.499964517,1
387.5,2.06244682874601,167658.985074194,1.68776680125993,167657.499964283,1
390,2.06284072531397,167658.994157471,1.68579732438082,167657.499964047,1
392.5,2.06323450679886,167659.003234463,1.68382842291539,167657.499963812,1
395,2.06362817320065,167659.01230517,1.68186009686366,167657.499963577,1
397.5,2.06402172451936,167659.021369593,1.67989234622562,167657.499963342,1
400,2.06441516075498,167659.03042773,1.67792517100127,167657.499963106,1
402.5,2.06480848190752,167659.039479583,1.6759585711906,167657.499962871,1
405,2.06520168797697,167659.048525151,1.67399254679363,167657.499962636,1
407.5,2.06559477896333,167659.057564434,1.67202709781036,167657.4999624,1
410,2.06598775627845,167659.066598435,1.67006221718155,167657.499962165,1
412.5,2.06638062602285,167659.075631487,1.66809787440473,167657.499961929,1
415,2.06677338095113,167659.084658443,1.6661341057068,167657.499961693,1
417.5,2.06716602106328,167659.093679305,1.66417091108777,167657.499961457,1
420,2.0675585463593,167659.102694071,1.66220829054763,167657.499961221,1
422.5,2.0679509568392,167659.111702741,1.66024624408639,167657.499960984,1
425,2.06834325250296,167659.120705317,1.65828477170404,167657.499960748,1
427.5,2.06873543335061,167659.129701798,1.65632387340058,167657.499960512,1
430,2.06912749938212,167659.138692183,1.65436354917602,167657.499960275,1
432.5,2.06951945059752,167659.147676473,1.65240379903036,167657.499960039,1
435,2.06991128699678,167659.156654668,1.65044462296358,167657.499959802,1
437.5,2.07030300857992,167659.165626767,1.64848602097571,167657.499959566,1
440,2.07069461534693,167659.174592772,1.64652799306672,167657.499959329,1
442.5,2.07108610729781,167659.183552681,1.64457053923663,167657.499959092,1
445,2.07147748443257,167659.192506495,1.64261365948543,167657.499958855,1
447.5,2.07186874675121,167659.201454214,1.64065735381313,167657.499958619,1
450,2.07225989425371,167659.210395837,1.63870162221972,167657.499958382,1
452.5,2.07265092694009,167659.219331365,1.63674646470521,167657.499958145,1
455,2.07304184481035,167659.228260798,1.63479188126959,167657.499957908,1
457.5,2.07343264786447,167659.237184136,1.63283787191286,167657.49995767,1
460,2.07382333610247,167659.246101379,1.63088443663503,167657.499957433,1
462.5,2.07421390952435,167659.255012526,1.6289315754361,167657.499957196,1
465,2.0746043681301,167659.263917578,1.62697928831605,167657.499956958,1
467.5,2.07499471191972,167659.272816535,1.6250275752749,167657.499956721,1
470,2.07538494089322,167659.281709397,1.62307643631265,167657.499956483,1
472.5,2.07577505505059,167659.290596164,1.62112587142929,167657.499956246,1
475,2.07616505439183,167659.299476835,1.61917588062482,167657.499956008,1
477.5,2.07655493891694,167659.308351411,1.61722646389925,167657.49995577,1
480,2.07694470862594,167659.317219892,1.61527762125257,167657.499955533,1
482.5,2.0773343635188,167659.326082278,1.61332935268479,167657.499955295,1
485,2.07772390359554,167659.334938568,1.6113816581959,167657.499955057,1
487.5,2.07811332885615,167659.343788763,1.6094345377859,167657.499954819,1
490,2.07850263930063,167659.352632863,1.6074879914548,167657.499954581,1
492.5,2.07889183492899,167659.361470868,1.60554201920259,167657.499954342,1
495,2.07928091574123,167659.370302778,1.60359662102928,167657.499954104,1
497.5,2.07966988173733,167659.379128592,1.60165179693486,167657.499953866,1
500,2.08005873291731,167659.387948311,1.59970754691933,167657.499953628,1
502.5,2.08044746928116,167659.396761935,1.5977638709827,167657.499953389,1
505,2.08083609082889,167659.405569464,1.59582076912497,167657.499953151,1
507.5,2.08122459756049,167659.414370897,1.59387824134612,167657.499952912,1
510,2.08161298947597,167659.423166236,1.59193628764617,167657.499952673,1
512.5,2.08200126657532,167659.431955479,1.58999490802512,167657.499952434,1
515,2.08238942885854,167659.440738626,1.58805410248296,167657.499952196,1
517.5,2.08277747632563,167659.449515679,1.58611387101969,167657.499951957,1
520,2.0831654089766,167659.458286637,1.58417421363532,167657.499951718,1
522.5,2.08355322681145,167659.467051499,1.58223513032984,167657.499951479,1
525,2.08394092983016,167659.475810266,1.58029662110326,167657.49995124,1
527.5,2.08432851803275,167659.484562937,1.57835868595557,167657.499951001,1
530,2.08471599141922,167659.493309514,1.57642132488678,167657.499950761,1
532.5,2.08510334998955,167659.502049995,1.57448453789687,167657.499950522,1
535,2.08549059374377,167659.510784381,1.57254832498587,167657.499950283,1
537.5,2.08587772268185,167659.519512672,1.57061268615375,167657.499950044,1
540,2.08626473680381,167659.528234868,1.56867762140054,167657.499949804,1
542.5,2.08665163610964,167659.536950968,1.56674313072621,167657.499949564,1
545,2.08703842059935,167659.545660974,1.56480921413078,167657.499949324,1
547.5,2.08742509027293,167659.554364884,1.56287587161424,167657.499949085,1
550,2.08781164513038,167659.563062699,1.5609431031766,167657.499948845,1
552.5,2.08819809302418,167659.571759764,1.55901086955559,167657.499948605,1
555,2.0885844310069,167659.580454073,1.55707918548838,167657.499948365,1
557.5,2.08897065460745,167659.589142583,1.55514807333021,167657.499948124,1
560,2.08935676382585,167659.597825294,1.55321753308108,167657.499947884,1
562.5,2.0897427586621,167659.606502204,1.55128756474098,167657.499947643,1
565,2.0901286391162,167659.615173315,1.54935816830993,167657.499947403,1
567.5,2.09051440518814,167659.623838625,1.54742934378791,167657.499947162,1
570,2.09090005687793,167659.632498136,1.54550109117493,167657.499946921,1
572.5,2.09128559418556,167659.641151848,1.54357341047099,167657.49994668,1
575,2.09167101711104,167659.64979976,1.54164630167609,167657.499946439,1
577.5,2.09205632565436,167659.658441871,1.53971976479023,167657.499946198,1
580,2.09244151981554,167659.667078183,1.53779379981341,167657.499945956,1
582.5,2.09282659959455,167659.675708695,1.53586840674562,167657.499945715,1
585,2.09321156499142,167659.684333408,1.53394358558688,167657.499945474,1
587.5,2.09359641600613,167659.692952321,1.53201933633717,167657.499945232,1
590,2.09398115263868,167659.701565433,1.5300956589965,167657.499944991,1
592.5,2.09436577488908,167659.710172747,1.52817255356487,167657.499944749,1
595,2.09475028275733,167659.71877426,1.52625002004228,167657.499944507,1
597.5,2.09513467624343,167659.727369974,1.52432805842873,167657.499944266,1
600,2.09551895534737,167659.735959887,1.52240666872421,167657.499944024,1
602.5,2.09590312006915,167659.744544001,1.52048585092874,167657.499943782,1
605,2.09628717040878,167659.753122316,1.5185656050423,167657.49994354,1
607.5,2.09667110636626,167659.76169483,1.5166459310649,167657.499943298,1
610,2.09705492794159,167659.770261545,1.51472682899654,167657.499943055,1
612.5,2.09743863513476,167659.77882246,1.51280829883722,167657.499942813,1
615,2.09782222794577,167659.787377575,1.51089034058694,167657.499942571,1
617.5,2.09820570637464,167659.795926891,1.5089729542457,167657.499942328,1
620,2.09858907042135,167659.804470406,1.50705613981349,167657.499942086,1
622.5,2.0989723200859,167659.813008123,1.50513989729032,167657.499941843,1
625,2.0993554553683,167659.821540039,1.5032242266762,167657.4999416,1
627.5,2.09973847626855,167659.830066155,1.50130912797111,167657.499941357,1
630,2.10012138278664,167659.838586472,1.49939460117506,167657.499941115,1
632.5,2.10050417492258,167659.847100988,1.49748064628804,167657.499940872,1
635,2.10088685267637,167659.855609706,1.49556726331007,167657.499940629,1
637.5,2.101269416048,167659.864112623,1.49365445224113,167657.499940385,1
640,2.10165186503748,167659.872609741,1.49174221308124,167657.499940142,1
642.5,2.1020341996448,167659.881101058,1.48983054583038,167657.499939899,1
645,2.10241641986997,167659.889586576,1.48791945048856,167657.499939655,1
647.5,2.10279852571299,167659.898066295,1.48600892705578,167657.499939412,1
650,2.10318051717385,167659.906540213,1.48409897553204,167657.499939168,1
652.5,2.10356239425256,167659.915008332,1.48218959591734,167657.499938925,1
655,2.10394415694911,167659.923470651,1.48028078821167,167657.499938681,1
657.5,2.10432580526351,167659.93192717,1.47837255241504,167657.499938437,1
660,2.10470733919576,167659.940377889,1.47646488852746,167657.499938193,1
662.5,2.10508875874585,167659.948822809,1.47455779654891,167657.499937949,1
665,2.10547006391379,167659.957261929,1.4726512764794,167657.499937705,1
667.5,2.10585125469957,167659.965695249,1.47074532831893,167657.499937461,1
670,2.1062323311032,167659.974122769,1.46883995206749,167657.499937217,1
672.5,2.10661329312468,167659.98254449,1.4669351477251,167657.499936972,1
675,2.10699414076401,167659.99096041,1.46503091529174,167657.499936728,1
677.5,2.10737487402117,167659.999370532,1.46312725476743,167657.499936483,1
680,2.10775549289619,167660.007774853,1.46122416615215,167657.499936239,1
682.5,2.10813599738905,167660.016173374,1.45932164944591,167657.499935994,1
685,2.10851638749976,167660.024566096,1.45741970464871,167657.499935749,1
687.5,2.10889666322831,167660.032953018,1.45551833176054,167657.499935505,1
690,2.10927682457471,167660.04133414,1.45361753078142,167657.499935259,1
692.5,2.1096568727888,167660.049710249,1.45171729546212,167657.499935014,1
695,2.11003681748261,167660.058087398,1.4498175777427,167657.499934769,1
697.5,2.11041664821379,167660.06645901,1.44791842983463,167657.499934523,1
700,2.11079636498237,167660.074825087,1.44601985173792,167657.499934277,1
702.5,2.11117596778832,167660.083185629,1.44412184345256,167657.499934031,1
705,2.11155545663166,167660.091540635,1.44222440497855,167657.499933786,1
707.5,2.11193483151239,167660.099890104,1.4403275363159,167657.499933539,1
710,2.1123140924305,167660.108234039,1.43843123746461,167657.499933293,1
712.5,2.11269323938599,167660.116572438,1.43653550842466,167657.499933047,1
715,2.11307227237887,167660.124905301,1.43464034919607,167657.499932801,1
717.5,2.11345119140913,167660.133232629,1.43274575977884,167657.499932554,1
720,2.11382999647677,167660.141554421,1.43085174017296,167657.499932308,1
722.5,2.1142086875818,167660.149870677,1.42895829037844,167657.499932061,1
725,2.11458726472422,167660.158181398,1.42706541039527,167657.499931814,1
727.5,2.11496572790402,167660.166486583,1.42517310022345,167657.499931567,1
730,2.1153440771212,167660.174786233,1.42328135986299,167657.49993132,1
732.5,2.11572231237577,167660.183080347,1.42139018931388,167657.499931073,1
735,2.11610043366772,167660.191368925,1.41949958857612,167657.499930826,1
737.5,2.11647844099705,167660.199651967,1.41760955764972,167657.499930578,1
740,2.11685633436377,167660.207929474,1.41572009653468,167657.499930331,1
742.5,2.11723411376788,167660.216201446,1.41383120523099,167657.499930083,1
745,2.11761177920937,167660.224467882,1.41194288373865,167657.499929836,1
747.5,2.11798933068824,167660.232728782,1.41005513205767,167657.499929588,1
750,2.1183667682045,167660.240984146,1.40816795018804,167657.49992934,1
752.5,2.11874409175814,167660.249233975,1.40628133812976,167657.499929092,1
755,2.11912130134916,167660.257478268,1.40439529588284,167657.499928844,1
757.5,2.11949839697757,167660.265717026,1.40250982344728,167657.499928596,1
760,2.11987537864336,167660.273950248,1.40062492082307,167657.499928348,1
762.5,2.12025224634654,167660.282177934,1.39874058801021,167657.4999281,1
765,2.1206290000871,167660.290400085,1.39685682500871,167657.499927851,1
767.5,2.12100563986505,167660.2986167,1.39497363181856,167657.499927603,1
770,2.12138216568038,167660.30682778,1.39309100843976,167657.499927354,1
772.5,2.1217585775331,167660.315033324,1.39120895487232,167657.499927105,1
775,2.1221348754232,167660.323233332,1.38932747111624,167657.499926856,1
777.5,2.12251105935068,167660.331427805,1.38744655717151,167657.499926607,1
780,2.12288712931555,167660.339616742,1.38556621303813,167657.499926358,1
782.5,2.1232630853178,167660.347800143,1.38368643871611,167657.499926109,1
785,2.12363892735743,167660.355978009,1.38180723420544,167657.49992586,1
787.5,2.12401465543445,167660.364150339,1.37992859950612,167657.499925611,1
790,2.12439026954886,167660.372317133,1.37805053461816,167657.499925361,1
792.5,2.12476576970065,167660.380478392,1.37617303954156,167657.499925112,1
795,2.12514115588982,167660.388634116,1.37429611427631,167657.499924862,1
797.5,2.12551642811638,167660.396784303,1.37241975882241,167657.499924612,1
800,2.12589158638032,167660.404928955,1.37054397317986,167657.499924363,1
802.5,2.12626663068164,167660.413068072,1.36866875734868,167657.499924113,1
805,2.12664156102035,167660.421201652,1.36679411132884,167657.499923863,1
807.5,2.12701637739645,167660.429329698,1.36492003512036,167657.499923612,1
810,2.12739107980993,167660.437452207,1.36304652872323,167657.499923362,1
812.5,2.12776566826079,167660.445569181,1.36117359213746,167657.499923112,1
815,2.12814014274904,167660.453680619,1.35930122536304,167657.499922861,1
817.5,2.12851450327467,167660.461786522,1.35742942839998,167657.499922611,1
820,2.12888874983768,167660.469886889,1.35555820124827,167657.49992236,1
822.5,2.12926288243808,167660.47798172,1.35368754390792,167657.499922109,1
825,2.12963690107587,167660.486071016,1.35181745637892,167657.499921859,1
827.5,2.13001080575103,167660.494154776,1.34994793866127,167657.499921608,1
830,2.13038459646359,167660.502233001,1.34807899075498,167657.499921357,1
832.5,2.13075827321352,167660.51030569,1.34621061266004,167657.499921106,1
835,2.13113184300338,167660.518376923,1.3443427693639,167657.499920854,1
837.5,2.13150530429269,167660.526445803,1.34247546856882,167657.499920602,1
840,2.1318786520442,167660.534509396,1.34060873546102,167657.49992035,1
842.5,2.13225188625792,167660.5425677,1.3387425700405,167657.499920097,1
845,2.13262500693383,167660.550620716,1.33687697230727,167657.499919845,1
847.5,2.13299801407194,167660.558668444,1.33501194226133,167657.499919593,1
850,2.13337090767225,167660.566710884,1.33314747990267,167657.49991934,1
852.5,2.13374368773476,167660.574748036,1.3312835852313,167657.499919088,1
855,2.13411635425947,167660.582779899,1.32942025824721,167657.499918835,1
857.5,2.13448890724638,167660.590806475,1.32755749895041,167657.499918582,1
860,2.13486134669548,167660.598827762,1.32569530734089,167657.499918329,1
862.5,2.13523367260679,167660.606843762,1.32383368341866,167657.499918076,1
865,2.1356058849803,167660.614854473,1.32197262718372,167657.499917822,1
867.5,2.135977983816,167660.622859897,1.32011213863605,167657.499917569,1
870,2.13634996911391,167660.630860031,1.31825221777568,167657.499917315,1
872.5,2.13672184087401,167660.638854878,1.31639286460259,167657.499917062,1
875,2.13709359909631,167660.646844438,1.31453407911678,167657.499916808,1
877.5,2.13746524378082,167660.654828708,1.31267586131826,167657.499916554,1
880,2.13783677492752,167660.662807691,1.31081821120703,167657.4999163,1
882.5,2.13820819253642,167660.670781386,1.30896112878308,167657.499916046,1
885,2.13857949660752,167660.678749792,1.30710461404642,167657.499915791,1
887.5,2.13895068714082,167660.686712911,1.30524866699704,167657.499915537,1
890,2.13932176413632,167660.694670741,1.30339328763495,167657.499915283,1
892.5,2.13969272759402,167660.702623283,1.30153847596014,167657.499915028,1
895,2.14006357751392,167660.710570537,1.29968423197262,167657.499914773,1
897.5,2.14043431389601,167660.718512503,1.29783055567238,167657.499914518,1
900,2.14080493674031,167660.726449181,1.29597744705943,167657.499914264,1
902.5,2.14117544604681,167660.734380571,1.29412490613377,167657.499914008,1
905,2.1415458418155,167660.742306673,1.29227293289538,167657.499913753,1
907.5,2.14191612404639,167660.750227486,1.29042152734429,167657.499913498,1
910,2.14228629273949,167660.758143012,1.28857068948048,167657.499913242,1
912.5,2.14265634789478,167660.76605325,1.28672041930395,167657.499912987,1
915,2.14302628951227,167660.773958199,1.28487071681472,167657.499912731,1
917.5,2.14339611759197,167660.78185786,1.28302158201276,167657.499912475,1
920,2.14376583213386,167660.789752233,1.28117301489809,167657.499912219,1
922.5,2.14413543313795,167660.797641318,1.27932501547071,167657.499911963,1
925,2.14450492060424,167660.805525115,1.27747758373061,167657.499911707,1
927.5,2.14487429453272,167660.813403624,1.2756307196778,167657.499911451,1
930,2.14524355492341,167660.821276845,1.27378442331227,167657.499911194,1
932.5,2.1456127017763,167660.829144777,1.27193869463403,167657.499910938,1
935,2.14598173509139,167660.837007422,1.27009353364307,167657.499910681,1
937.5,2.14635065486867,167660.844864779,1.2682489403394,167657.499910424,1
940,2.14671946110816,167660.852716847,1.26640491472302,167657.499910167,1
942.5,2.14708815380984,167660.860563627,1.26456145679392,167657.49990991,1
945,2.14745673297373,167660.868405119,1.2627185665521,167657.499909653,1
947.5,2.14782519859981,167660.876241323,1.26087624399757,167657.499909396,1
950,2.14819355068809,167660.884072239,1.25903448913033,167657.499909138,1
952.5,2.14856178923857,167660.891897867,1.25719330195037,167657.499908881,1
955,2.14892991425126,167660.899718207,1.2553526824577,167657.499908623,1
957.5,2.14929792572614,167660.907533259,1.25351263065231,167657.499908365,1
960,2.14966582366322,167660.915343022,1.25167314653421,167657.499908107,1
962.5,2.15003360806249,167660.923147498,1.24983423010339,167657.499907849,1
965,2.15040127892397,167660.930946685,1.24799588135986,167657.499907591,1
967.5,2.15076883624765,167660.938740584,1.24615810030361,167657.499907333,1
970,2.15113628003353,167660.946529195,1.24432088693465,167657.499907075,1
972.5,2.1515036102816,167660.954312518,1.24248424125297,167657.499906816,1
975,2.15187082736252,167660.962090744,1.24064816140536,167657.499906557,1
977.5,2.15223793824577,167660.969867462,1.23881261254453,167657.499906298,1
980,2.15260493599614,167660.9776391,1.23697762934632,167657.499906039,1
982.5,2.15297182062069,167660.985405662,1.23514321177555,167657.499905779,1
985,2.15333859212644,167660.993167152,1.23330935979707,167657.49990552,1
987.5,2.15370525052042,167661.000923573,1.23147607337571,167657.49990526,1
990,2.15407179580966,167661.008674929,1.2296433524763,167657.499905,1
