"time","L1.iinternal","L2.iinternal","L3.iinternal"
0,0,0,0
4e-05,5.60121721404179e-05,5.66979537644173e-05,3.07995847627982e-05
8e-05,0.000223939670626561,0.000217598710236121,0.000122518746843778
0.00012,0.000503492170807244,0.000457489030259809,0.000273503601383546
0.00016,0.000894243723719914,0.000739732735231317,0.000481464664117973
0.0002,0.00139569981950656,0.00102271730362183,0.000743834636655758
0.00024,0.0020073642671402,0.00126636212370696,0.00105812782976252
0.00028,0.00272880395239123,0.00143842116748544,0.0014222868938923
0.00032,0.00355969956895944,0.00151941959822774,0.00183495282313987
0.00036,0.00449986828421886,0.00150485996486299,0.00229558365580306
0.0004,0.0055492654802949,0.0014053916838168,0.00280446054924933
0.00044,0.00670796083838964,0.00124448337921798,0.00336255632916651
0.00048,0.00797609477515885,0.00105418238093746,0.00397129928593292
0.00052,0.00935382314544449,0.000869731369214811,0.0046322750169545
0.00056,0.0108412591330736,0.000723910281931682,0.00534691433599877
0.0006,0.0124384216264168,0.000642008229631315,0.00611621713583913
0.00064,0.0141451979243516,0.000638189075418815,0.00694055409440835
0.00068,0.0159613262579599,0.00071378473811262,0.00781957531026169
0.00072,0.0178863983408608,0.000857537256236875,0.00875222658035061
0.00076,0.0199198834987776,0.00104794074534188,0.00973688125768764
0.0008,0.0220611685970092,0.00125712095727771,0.0107715562111548
0.00084,0.0243096059278605,0.00145548987970854,0.0118541695368457
0.00088,0.0266645606628297,0.00161635839027185,0.0129827949709608
0.00092,0.0291254528467425,0.00172001812781142,0.0141558860583831
0.00096,0.0316917862922131,0.00175654882562588,0.0153724292346912
0.001,0.0343631600862854,0.00172693356413705,0.0166320031316216
0.00104,0.037139262278697,0.00164243978207473,0.017934742182437
0.00108,0.0400198472240336,0.00152240908351749,0.0192812127715621
0.00112,0.0430047009217256,0.00139087836708798,0.020672225548278
0.00116,0.04609360032801,0.00127261352901743,0.0221086161607047
0.0012,0.0492862732212779,0.00118919617526268,0.0235910297979459
0.00124,0.052582364977241,0.00115578198465878,0.0251197435803075
0.00128,0.0559814171134075,0.00117900376597911,0.0266945526873357
0.00132,0.0594828605489112,0.00125630609838678,0.0283147357603175
0.00136,0.0630860238475854,0.00137673784654926,0.0299791007043076
0.0014,0.0667901542404732,0.00152298828427383,0.0316860987826992
0.00144,0.0705944489575129,0.00167442658889605,0.033433993484256
0.00148,0.0744980900712541,0.00181048335905346,0.0352210475361894
0.00152,0.078500277358557,0.0019138395074473,0.037045698538614
0.00156,0.0826002548043581,0.00197299659035369,0.0389066998830654
0.0016,0.0867973266676466,0.00198383144960314,0.0408032051633971
0.00164,0.0910908610124117,0.00194993090311915,0.042734785075898
0.00168,0.0954802805067629,0.00188168713734107,0.0447013760389361
0.00172,0.0999650427791469,0.0017943763889287,0.0467031730506517
0.00176,0.104544613832593,0.00170556149892752,0.0487404857477349
0.0018,0.10921843878733,0.00163223382414842,0.0508135807106043
0.00184,0.113985914971517,0.00158818302291435,0.0529225369473438
0.00188,0.11884637119908,0.00158196837413317,0.0550671350748384
0.00192,0.123799056506874,0.00161581016887455,0.0572467976126383
0.00196,0.128843139507856,0.00168551390719722,0.0594605863689647
0.002,0.133977718054409,0.0017813976759079,0.0617072550728687
0.00204,0.139201837491734,0.00189005545676772,0.0639853478110851
0.00208,0.144514513930499,0.00199660897206924,0.0662933239685605
0.00212,0.149914759020166,0.00208710569912791,0.0686296907109698
0.00216,0.155401602087282,0.00215066057844894,0.0709931208198077
0.0022,0.160974106451562,0.00218103119050008,0.0733825388712784
0.00224,0.166631377510044,0.00217739179862144,0.0757971629562406
0.00228,0.172372561626764,0.00214421245816924,0.0782364969686847
0.00232,0.178196837141084,0.00209037087065208,0.0807002806896805
0.00236,0.184103398142003,0.00202755985784134,0.0831884012861596
0.0024,0.190091434214836,0.00196830239384733,0.0857007835801354
0.00244,0.196160110197198,0.00192396707539224,0.0882372807711644
0.00248,0.202308548577049,0.00190304022597803,0.0907975797350488
0.00252,0.208535817382864,0.00190993204219249,0.0933811361145671
0.00256,0.214840924840973,0.00194444098831769,0.0959871459035573
0.0026,0.221222822128269,0.00200200577636887,0.0986145605122542
0.00264,0.227680412617424,0.00207458908273195,0.101262136547586
0.00268,0.234212566686401,0.00215210273549991,0.103928515201369
0.00272,0.240818138937597,0.00222406744931852,0.106612314237045
0.00276,0.24749598543097,0.00228127398748391,0.109312219682481
0.0028,0.254244978069295,0.00231716723046026,0.112027061892318
0.00284,0.261064014210239,0.00232876573095235,0.114755865745146
0.00288,0.267952019879688,0.00231695848629727,0.117497866337988
0.00292,0.274907946971554,0.00228621633136788,0.120252492402645
0.00296,0.281930764472487,0.00224372159781142,0.123019317759826
0.003,0.289019445922172,0.00219813111736816,0.125797992785859
0.00304,0.296172955002241,0.00215815674950091,0.128588166109149
0.00308,0.303390231658248,0.00213119740650347,0.131389409467844
0.00312,0.310670180922066,0.00212223354895368,0.134201157307041
