"time","Hw.x_scaled[1]","Hw.x_scaled[2]"
0,0,0
0.0050000000000000001,-0.024140330498383444,-6.0376859379890471e-05
0.0050000000000000001,-0.024140330498383444,-6.0376859379890471e-05
0.01,-0.014240230148472168,-0.00015631648051015362
0.01,-0.014240230148472168,-0.00015631648051015362
0.014999999999999999,-0.0244582385048502,-0.00025307470186386775
0.014999999999999999,-0.0244582385048502,-0.00025307470186386775
0.02,-0.018767349067670986,-0.00036113270693875299
0.02,-0.018767349067670986,-0.00036113270693875299
0.025000000000000001,-0.017145700033252349,-0.00045091347133171617
0.025000000000000001,-0.017145700033252349,-0.00045091347133171617
0.029999999999999999,-0.019447389788791632,-0.0005423991170248058
0.029999999999999999,-0.019447389788791632,-0.0005423991170248058
0.035000000000000003,-0.034253425588770141,-0.00067666958792281587
0.035000000000000003,-0.034253425588770141,-0.00067666958792281587
0.040000000000000001,-0.045445544658928805,-0.00087592912140924465
0.040000000000000001,-0.045445544658928805,-0.00087592912140924465
0.044999999999999998,-0.043267485206330655,-0.0010977090671465278
0.044999999999999998,-0.043267485206330655,-0.0010977090671465278
0.050000000000000003,-0.046172438992214779,-0.0013213119699246152
0.050000000000000003,-0.046172438992214779,-0.0013213119699246152
0.055,-0.050096225800166011,-0.0015619884088367362
0.055,-0.050096225800166011,-0.0015619884088367362
0.059999999999999998,-0.067262399803875106,-0.0018554066178415915
0.059999999999999998,-0.067262399803875106,-0.0018554066178415915
0.065000000000000002,-0.076541274244244409,-0.0022149273573610732
0.065000000000000002,-0.076541274244244409,-0.0022149273573610732
0.070000000000000007,-0.070055395477303356,-0.0025814121108213004
0.070000000000000007,-0.070055395477303356,-0.0025814121108213004
0.074999999999999997,-0.083678582893086953,-0.0029657627696193533
0.074999999999999997,-0.083678582893086953,-0.0029657627696193533
0.080000000000000002,-0.092501533800293342,-0.0034062239201341263
0.080000000000000002,-0.092501533800293342,-0.0034062239201341263
0.085000000000000006,-0.099677097149155888,-0.0038866790854442152
0.085000000000000006,-0.099677097149155888,-0.0038866790854442152
0.089999999999999997,-0.096819192274941485,-0.0043779160600657847
0.089999999999999997,-0.096819192274941485,-0.0043779160600657847
0.095000000000000001,-0.079109973395479066,-0.004817716775823544
0.095000000000000001,-0.079109973395479066,-0.004817716775823544
0.10000000000000001,-0.072629618816045613,-0.0051970588732964396
0.10000000000000001,-0.072629618816045613,-0.0051970588732964396
0.105,-0.060019717797423759,-0.005528669193735629
0.105,-0.060019717797423759,-0.005528669193735629
0.11,-0.04638118230863103,-0.0057946557073586136
0.11,-0.04638118230863103,-0.0057946557073586136
0.115,-0.060476665035633405,-0.0060618173032273076
0.115,-0.060476665035633405,-0.0060618173032273076
0.12,-0.048658717842923825,-0.0063346434310867878
0.12,-0.048658717842923825,-0.0063346434310867878
0.125,-0.045529686301454896,-0.006570111145659298
0.125,-0.045529686301454896,-0.006570111145659298
0.13,-0.050963088257326004,-0.0068113494832706461
0.13,-0.050963088257326004,-0.0068113494832706461
0.13500000000000001,-0.071277545286494201,-0.0071169753554100931
0.13500000000000001,-0.071277545286494201,-0.0071169753554100931
0.14000000000000001,-0.075525078562616796,-0.007483987161199193
0.14000000000000001,-0.075525078562616796,-0.007483987161199193
0.14499999999999999,-0.062798642789230877,-0.0078297831921116182
0.14499999999999999,-0.062798642789230877,-0.0078297831921116182
0.14999999999999999,-0.039443683202996835,-0.0080853642408854759
0.14999999999999999,-0.039443683202996835,-0.0080853642408854759
0.155,-0.037764720048462742,-0.0082783833138513011
0.155,-0.037764720048462742,-0.0082783833138513011
0.16,-0.03582858784499536,-0.008462364191340957
0.16,-0.03582858784499536,-0.008462364191340957
