"Time","sensor_frame_a1.a[1]","sensor_world1.v[1]","sensor_world1.z[2]","sensor_world2.r[1]","sensor_world1.a[3]","sensor_world1.w[3]","sensor_world2.angles[1]","sensor_world2.angles[2]","sensor_world2.angles[3]","sensor_world1.v[2]","sensor_frame_a1.angles[3]","sensor_frame_a2.v[3]","sensor_frame_a2.angles[1]","sensor_world1.z[3]","sensor_frame_a2.a[1]","sensor_frame_a1.v[2]","sensor_world2.a[3]","sensor_frame_a1.w[3]","sensor_frame_a1.angles[2]","sensor_frame_a2.r[1]","sensor_frame_a2.z[3]","sensor_frame_a2.v[1]","sensor_frame_a1.a[2]","sensor_frame_a2.w[2]","sensor_frame_a2.a[2]","sensor_world2.v[1]","sensor_frame_a2.angles[2]","sensor_world2.a[2]","sensor_frame_a1.w[1]","sensor_world1.r[3]","sensor_frame_a1.z[1]","sensor_world1.z[1]","sensor_world2.v[2]","sensor_frame_a1.a[3]","sensor_world2.w[2]","sensor_frame_a2.angles[3]","sensor_world1.v[3]","sensor_frame_a1.r[2]","sensor_frame_a1.w[2]","sensor_world1.r[2]","sensor_frame_a2.w[3]","sensor_world2.v[3]","sensor_world1.angles[3]","sensor_frame_a2.z[2]","sensor_world2.r[2]","sensor_frame_a1.z[3]","sensor_world1.r[1]","sensor_frame_a2.a[3]","sensor_frame_a2.w[1]","sensor_frame_a1.angles[1]","sensor_frame_a2.v[2]","sensor_world1.w[2]","sensor_world2.z[1]","sensor_frame_a2.r[3]","sensor_frame_a1.r[1]","sensor_world2.w[3]","sensor_world1.a[2]","sensor_world2.a[1]","sensor_frame_a2.z[1]","sensor_frame_a2.r[2]","sensor_world1.w[1]","sensor_world2.z[2]","sensor_world2.r[3]","sensor_frame_a1.r[3]","sensor_world2.w[1]","sensor_frame_a1.z[2]","sensor_world2.z[3]","sensor_frame_a1.v[1]","sensor_world1.angles[1]","sensor_world1.a[1]","sensor_frame_a1.v[3]","sensor_world1.angles[2]"
0.17,-3.5831773,-0.29616916,-2.2049139,0.98628366,-4.5207343,-0.74767625,0.13201699,-0.010531264,-0.079140954,-2.4638429,-0.079140954,0.098728523,0.13201699,-3.2889662,-3.5831773,-2.4883678,-4.5207343,-0.74112916,-0.010531264,1,-3.0876639,-0.098728523,-14.505863,-0.098728523,-14.505863,-0.29616916,-0.010531264,-13.701321,1.7472386,0.99124342,11.318867,11.178627,-2.4638429,-2.6282914,-0.13934636,-0.079140954,-0.2307179,0,-0.098728523,-0.21137889,-0.74112916,-0.2307179,-0.079140954,-1.7292281,-0.21137889,-3.0876639,0.98628366,-2.6282914,1.7472386,0.13201699,-2.4883678,-0.13934636,11.178627,1,1,-0.74767625,-13.701321,-4.6908317,11.318867,0,1.7416731,-2.2049139,0.99124342,1,1.7416731,-1.7292281,-3.2889662,-0.098728523,0.13201699,-4.6908317,0.098728523,-0.010531264
0.171,-3.6250362,-0.30088529,-2.2252359,0.9859851,-4.5751967,-0.75097847,0.13375653,-0.010769761,-0.079865105,-2.4775326,-0.079865105,0.10046928,0.13375653,-3.3154438,-3.6250362,-2.5027709,-4.5751967,-0.74422753,-0.010769761,1,-3.1089599,-0.10046928,-14.501576,-0.10046928,-14.501576,-0.30088529,-0.010769761,-13.678182,1.7585434,0.99101043,11.290709,11.147758,-2.4775326,-2.659014,-0.14156143,-0.079865105,-0.23526585,0,-0.10046928,-0.21384957,-0.74422753,-0.23526585,-0.079865105,-1.7523113,-0.21384957,-3.1089599,0.9859851,-2.659014,1.7585434,0.13375653,-2.5027709,-0.14156143,11.147758,1,1,-0.75097847,-13.678182,-4.7415075,11.290709,0,1.7528363,-2.2252359,0.99101043,1,1.7528363,-1.7523113,-3.3154438,-0.10046928,0.13375653,-4.7415075,0.10046928,-0.010769761
0.17200001,-3.6671901,-0.30565223,-2.2456877,0.98568183,-4.6298685,-0.75430685,0.13550703,-0.01101217,-0.080591828,-2.4911993,-0.080591828,0.10223318,0.13550703,-3.3414273,-3.6671901,-2.5171671,-4.6298685,-0.74734676,-0.01101217,1,-3.1296611,-0.10223318,-14.497211,-0.10223318,-14.497211,-0.30565223,-0.01101217,-13.654641,1.7698203,0.9907729,11.263019,11.117314,-2.4911993,-2.6898432,-0.14379689,-0.080591828,-0.23986837,0,-0.10223318,-0.21633396,-0.74734676,-0.23986837,-0.080591828,-1.7755418,-0.21633396,-3.1296611,0.98568183,-2.6898432,1.7698203,0.13550703,-2.5171671,-0.14379689,11.117314,1,1,-0.75430685,-13.654641,-4.7924666,11.263019,0,1.7639689,-2.2456877,0.9907729,1,1.7639689,-1.7755418,-3.3414273,-0.10223318,0.13550703,-4.7924666,0.10223318,-0.01101217
0.17299999,-3.7096367,-0.31047028,-2.2662697,0.9853738,-4.6847496,-0.75766093,0.13726842,-0.011258535,-0.081321128,-2.5048418,-0.081321128,0.10402038,0.13726842,-3.3669181,-3.7096367,-2.5315561,-4.6847496,-0.75048643,-0.011258535,1,-3.1497681,-0.10402038,-14.492764,-0.10402038,-14.492764,-0.31047028,-0.011258535,-13.630696,1.7810698,0.99053067,11.235794,11.087295,-2.5048418,-2.7207806,-0.14605287,-0.081321128,-0.24452567,-2.7755576e-17,-0.10402038,-0.21883197,-0.75048643,-0.24452567,-0.081321128,-1.7989178,-0.21883197,-3.1497681,0.9853738,-2.7207806,1.7810698,0.13726842,-2.5315561,-0.14605287,11.087295,1,1,-0.75766093,-13.630696,-4.8437061,11.235794,-2.7755576e-17,1.7750713,-2.2662697,0.99053067,1,1.7750713,-1.7989178,-3.3669181,-0.10402038,0.13726842,-4.8437061,0.10402038,-0.011258535
0.17399999,-3.7523737,-0.31533971,-2.286983,0.98506087,-4.7398391,-0.76104033,0.13904071,-0.011508896,-0.082053021,-2.5184605,-0.082053021,0.10583103,0.13904071,-3.3919206,-3.7523737,-2.5459383,-4.7398391,-0.7536459,-0.011508896,1,-3.1692839,-0.10583103,-14.488235,-0.10583103,-14.488235,-0.31533971,-0.011508896,-13.606342,1.7922922,0.99028379,11.20903,11.057693,-2.5184605,-2.7518277,-0.1483295,-0.082053021,-0.24923797,-2.7755576e-17,-0.10583103,-0.22134362,-0.7536459,-0.24923797,-0.082053021,-1.8224376,-0.22134362,-3.1692839,0.98506087,-2.7518277,1.7922922,0.13904071,-2.5459383,-0.1483295,11.057693,1,1,-0.76104033,-13.606342,-4.8952227,11.20903,-2.7755576e-17,1.7861438,-2.286983,0.99028379,1,1.7861438,-1.8224376,-3.3919206,-0.10583103,0.13904071,-4.8952227,0.10583103,-0.011508896
0.175,-3.7953994,-0.32026082,-2.3078279,0.98474312,-4.7951365,-0.76444447,0.14082383,-0.011763295,-0.082787506,-2.5320544,-0.082787506,0.10766529,0.14082383,-3.4164395,-3.7953994,-2.5603127,-4.7951365,-0.75682467,-0.011763295,1,-3.1882122,-0.10766529,-14.483624,-0.10766529,-14.483624,-0.32026082,-0.011763295,-13.581574,1.8034881,0.9900322,11.182723,11.028506,-2.5320544,-2.7829857,-0.1506269,-0.082787506,-0.25400543,-2.7755576e-17,-0.10766529,-0.22386888,-0.75682467,-0.25400543,-0.082787506,-1.8460997,-0.22386888,-3.1882122,0.98474312,-2.7829857,1.8034881,0.14082383,-2.5603127,-0.1506269,11.028506,1,1,-0.76444447,-13.581574,-4.9470134,11.182723,-2.7755576e-17,1.797187,-2.3078279,0.9900322,1,1.797187,-1.8460997,-3.4164395,-0.10766529,0.14082383,-4.9470134,0.10766529,-0.011763295
0.176,-3.8387117,-0.32523385,-2.3288054,0.98442036,-4.8506413,-0.76787299,0.14261776,-0.012021774,-0.083524592,-2.5456233,-0.083524592,0.10952327,0.14261776,-3.4404798,-3.8387117,-2.5746801,-4.8506413,-0.7600221,-0.012021774,1,-3.2065563,-0.10952327,-14.47893,-0.10952327,-14.47893,-0.32523385,-0.012021774,-13.556389,1.8146579,0.98977578,11.156867,10.999726,-2.5456233,-2.814256,-0.15294519,-0.083524592,-0.25882831,0,-0.10952327,-0.22640772,-0.7600221,-0.25882831,-0.083524592,-1.8699027,-0.22640772,-3.2065563,0.98442036,-2.814256,1.8146579,0.14261776,-2.5746801,-0.15294519,10.999726,1,1,-0.76787299,-13.556389,-4.9990754,11.156867,0,1.8082011,-2.3288054,0.98977578,1,1.8082011,-1.8699027,-3.4404798,-0.10952327,0.14261776,-4.9990754,0.10952327,-0.012021774
0.177,-3.8823085,-0.33025905,-2.349915,0.98409259,-4.906353,-0.77132529,0.14442247,-0.012284377,-0.084264293,-2.5591669,-0.084264293,0.11140513,0.14442247,-3.4640496,-3.8823085,-2.5890396,-4.906353,-0.76323754,-0.012284377,1,-3.2243237,-0.11140513,-14.474152,-0.11140513,-14.474152,-0.33025905,-0.012284377,-13.530782,1.8258021,0.98951453,11.131453,10.971345,-2.5591669,-2.8456397,-0.15528455,-0.084264293,-0.2637068,-2.7755576e-17,-0.11140513,-0.22896013,-0.76323754,-0.2637068,-0.084264293,-1.8938452,-0.22896013,-3.2243237,0.98409259,-2.8456397,1.8258021,0.14442247,-2.5890396,-0.15528455,10.971345,1,1,-0.77132529,-13.530782,-5.051405,11.131453,-2.7755576e-17,1.8191866,-2.349915,0.98951453,1,1.8191866,-1.8938452,-3.4640496,-0.11140513,0.14442247,-5.051405,0.11140513,-0.012284377
0.178,-3.9261878,-0.33533671,-2.3711579,0.98375982,-4.9622698,-0.77480084,0.14623791,-0.012551144,-0.085006602,-2.5726848,-0.085006602,0.113311,0.14623791,-3.4871542,-3.9261878,-2.6033914,-4.9622698,-0.76647049,-0.012551144,1,-3.2415183,-0.113311,-14.469288,-0.113311,-14.469288,-0.33533671,-0.012551144,-13.504748,1.836921,0.98924834,11.106476,10.943356,-2.5726848,-2.8771381,-0.15764508,-0.085006602,-0.26864111,0,-0.113311,-0.23152605,-0.76647049,-0.26864111,-0.085006602,-1.9179257,-0.23152605,-3.2415183,0.98375982,-2.8771381,1.836921,0.14623791,-2.6033914,-0.15764508,10.943356,1,1,-0.77480084,-13.504748,-5.1039996,11.106476,0,1.8301439,-2.3711579,0.98924834,1,1.8301439,-1.9179257,-3.4871542,-0.113311,0.14623791,-5.1039996,0.113311,-0.012551144
0.17900001,-3.9703476,-0.34046713,-2.392534,0.98342192,-5.0183916,-0.77829933,0.14806408,-0.01282212,-0.085751526,-2.5861764,-0.085751526,0.11524101,0.14806408,-3.5098,-3.9703476,-2.6177356,-5.0183916,-0.76972032,-0.01282212,1,-3.2581451,-0.11524101,-14.464337,-0.11524101,-14.464337,-0.34046713,-0.01282212,-13.478284,1.8480152,0.98897719,11.081928,10.915752,-2.5861764,-2.9087527,-0.16002692,-0.085751526,-0.27363142,2.7755576e-17,-0.11524101,-0.23410548,-0.76972032,-0.27363142,-0.085751526,-1.942143,-0.23410548,-3.2581451,0.98342192,-2.9087527,1.8480152,0.14806408,-2.6177356,-0.16002692,10.915752,1,1,-0.77829933,-13.478284,-5.1568561,11.081928,2.7755576e-17,1.8410735,-2.392534,0.98897719,1,1.8410735,-1.942143,-3.5098,-0.11524101,0.14806408,-5.1568561,0.11524101,-0.01282212
0.18000001,-4.0147862,-0.34565049,-2.4140439,0.98307884,-5.0747175,-0.78182024,0.14990091,-0.013097346,-0.08649908,-2.5996413,-0.08649908,0.11719532,0.14990091,-3.5319936,-4.0147862,-2.6320715,-5.0747175,-0.77298647,-0.013097346,1,-3.27421,-0.11719532,-14.459299,-0.11719532,-14.459299,-0.34565049,-0.013097346,-13.451385,1.8590851,0.98870105,11.057804,10.888526,-2.5996413,-2.9404843,-0.1624302,-0.08649908,-0.27867797,5.5511151e-17,-0.11719532,-0.23669839,-0.77298647,-0.27867797,-0.08649908,-1.9664956,-0.23669839,-3.27421,0.98307884,-2.9404843,1.8590851,0.14990091,-2.6320715,-0.1624302,10.888526,1,1,-0.78182024,-13.451385,-5.2099714,11.057804,5.5511151e-17,1.8519757,-2.4140439,0.98870105,1,1.8519757,-1.9664956,-3.5319936,-0.11719532,0.14990091,-5.2099714,0.11719532,-0.013097346
0.18099999,-4.0595012,-0.35088715,-2.4356875,0.98273063,-5.1312461,-0.78536308,0.1517484,-0.013376866,-0.087249249,-2.6130791,-0.087249249,0.11917404,0.1517484,-3.5537424,-4.0595012,-2.6463995,-5.1312461,-0.77626848,-0.013376866,1,-3.2897186,-0.11917404,-14.454174,-0.11917404,-14.454174,-0.35088715,-0.013376866,-13.424046,1.870131,0.98841983,11.034095,10.86167,-2.6130791,-2.9723339,-0.16485506,-0.087249249,-0.28378093,2.7755576e-17,-0.11917404,-0.23930475,-0.77626848,-0.28378093,-0.087249249,-1.9909824,-0.23930475,-3.2897186,0.98273063,-2.9723339,1.870131,0.1517484,-2.6463995,-0.16485506,10.86167,1,1,-0.78536308,-13.424046,-5.2633424,11.034095,2.7755576e-17,1.8628508,-2.4356875,0.98841983,1,1.8628508,-1.9909824,-3.5537424,-0.11917404,0.1517484,-5.2633424,0.11917404,-0.013376866
0.182,-4.1044917,-0.35617727,-2.4574652,0.98237705,-5.1879768,-0.7889275,0.1536065,-0.013660722,-0.088002048,-2.6264892,-0.088002048,0.12117732,0.1536065,-3.5750542,-4.1044917,-2.6607192,-5.1879768,-0.77956569,-0.013660722,1,-3.3046775,-0.12117732,-14.448959,-0.12117732,-14.448959,-0.35617727,-0.013660722,-13.396263,1.8811535,0.98813349,11.010794,10.835174,-2.6264892,-3.0043027,-0.16730163,-0.088002048,-0.28894052,0,-0.12117732,-0.24192454,-0.77956569,-0.28894052,-0.088002048,-2.0156021,-0.24192454,-3.3046775,0.98237705,-3.0043027,1.8811535,0.1536065,-2.6607192,-0.16730163,10.835174,1,1,-0.7889275,-13.396263,-5.3169661,11.010794,0,1.8736992,-2.4574652,0.98813349,1,1.8736992,-2.0156021,-3.5750542,-0.12117732,0.1536065,-5.3169661,0.12117732,-0.013660722
0.183,-4.1497545,-0.36152115,-2.4793766,0.98201823,-5.2449079,-0.79251301,0.15547518,-0.01394896,-0.08875747,-2.6398714,-0.08875747,0.12320527,0.15547518,-3.5959368,-4.1497545,-2.6750305,-5.2449079,-0.78287756,-0.01394896,1,-3.3190939,-0.12320527,-14.443654,-0.12320527,-14.443654,-0.36152115,-0.01394896,-13.368033,1.8921528,0.98784196,10.987892,10.80903,-2.6398714,-3.036392,-0.16977005,-0.08875747,-0.29415697,2.7755576e-17,-0.12320527,-0.24455772,-0.78287756,-0.29415697,-0.08875747,-2.0403538,-0.24455772,-3.3190939,0.98201823,-3.036392,1.8921528,0.15547518,-2.6750305,-0.16977005,10.80903,1,1,-0.79251301,-13.368033,-5.3708396,10.987892,2.7755576e-17,1.8845212,-2.4793766,0.98784196,1,1.8845212,-2.0403538,-3.5959368,-0.12320527,0.15547518,-5.3708396,0.12320527,-0.01394896
0.184,-4.1952891,-0.36691901,-2.5014224,0.98165399,-5.3020387,-0.79611915,0.15735443,-0.014241623,-0.08951553,-2.6532252,-0.08951553,0.12525804,0.15735443,-3.6163976,-4.1952891,-2.6893332,-5.3020387,-0.78620356,-0.014241623,1,-3.3329737,-0.12525804,-14.438259,-0.12525804,-14.438259,-0.36691901,-0.014241623,-13.339351,1.9031295,0.98754513,10.965382,10.78323,-2.6532252,-3.0686026,-0.17226043,-0.08951553,-0.29943043,0,-0.12525804,-0.24720427,-0.78620356,-0.29943043,-0.08951553,-2.0652361,-0.24720427,-3.3329737,0.98165399,-3.0686026,1.9031295,0.15735443,-2.6893332,-0.17226043,10.78323,1,1,-0.79611915,-13.339351,-5.4249597,10.965382,0,1.8953174,-2.5014224,0.98754513,1,1.8953174,-2.0652361,-3.6163976,-0.12525804,0.15735443,-5.4249597,0.12525804,-0.014241623
0.185,-4.2410927,-0.37237114,-2.523602,0.98128438,-5.3593678,-0.7997455,0.15924418,-0.014538753,-0.090276204,-2.6665499,-0.090276204,0.12733577,0.15924418,-3.6364446,-4.2410927,-2.7036271,-5.3593678,-0.78954321,-0.014538753,1,-3.3463233,-0.12733577,-14.432772,-0.12733577,-14.432772,-0.37237114,-0.014538753,-13.310212,1.9140838,0.98724306,10.943254,10.757766,-2.6665499,-3.1009352,-0.17477295,-0.090276204,-0.30476111,0,-0.12733577,-0.24986416,-0.78954321,-0.30476111,-0.090276204,-2.0902479,-0.24986416,-3.3463233,0.98128438,-3.1009352,1.9140838,0.15924418,-2.7036271,-0.17477295,10.757766,1,1,-0.7997455,-13.310212,-5.4793234,10.943254,0,1.906088,-2.523602,0.98724306,1,1.906088,-2.0902479,-3.6364446,-0.12733577,0.15924418,-5.4793234,0.12733577,-0.014538753
0.186,-4.2871642,-0.37787774,-2.5459161,0.98090923,-5.416894,-0.80339175,0.16114444,-0.014840395,-0.091039516,-2.6798453,-0.091039516,0.12943858,0.16114444,-3.6560853,-4.2871642,-2.7179122,-5.416894,-0.79289597,-0.014840395,1,-3.3591495,-0.12943858,-14.427191,-0.12943858,-14.427191,-0.37787774,-0.014840395,-13.280613,1.9250163,0.98693562,10.921502,10.732628,-2.6798453,-3.1333911,-0.1773077,-0.091039516,-0.31014925,2.7755576e-17,-0.12943858,-0.25253737,-0.79289597,-0.31014925,-0.091039516,-2.1153882,-0.25253737,-3.3591495,0.98090923,-3.1333911,1.9250163,0.16114444,-2.7179122,-0.1773077,10.732628,1,1,-0.80339175,-13.280613,-5.5339274,10.921502,2.7755576e-17,1.9168332,-2.5459161,0.98693562,1,1.9168332,-2.1153882,-3.6560853,-0.12943858,0.16114444,-5.5339274,0.12943858,-0.014840395
0.18700001,-4.3335013,-0.38343906,-2.5683641,0.98052859,-5.4746161,-0.8070575,0.16305514,-0.015146594,-0.091805443,-2.6931109,-0.091805443,0.13156658,0.16305514,-3.6753275,-4.3335013,-2.7321882,-5.4746161,-0.79626131,-0.015146594,1,-3.3714585,-0.13156658,-14.421517,-0.13156658,-14.421517,-0.38343906,-0.015146594,-13.250547,1.935927,0.98662275,10.900117,10.707808,-2.6931109,-3.165971,-0.17986482,-0.091805443,-0.31559497,0,-0.13156658,-0.25522384,-0.79626131,-0.31559497,-0.091805443,-2.140656,-0.25522384,-3.3714585,0.98052859,-3.165971,1.935927,0.16305514,-2.7321882,-0.17986482,10.707808,1,1,-0.8070575,-13.250547,-5.588769,10.900117,0,1.9275534,-2.5683641,0.98662275,1,1.9275534,-2.140656,-3.6753275,-0.13156658,0.16305514,-5.588769,0.13156658,-0.015146594
0.18799999,-4.3801031,-0.38905534,-2.5909462,0.98014235,-5.5325322,-0.81074226,0.16497628,-0.015457394,-0.092574,-2.7063463,-0.092574,0.13371991,0.16497628,-3.694181,-4.3801031,-2.7464552,-5.5325322,-0.79963863,-0.015457394,1,-3.3832588,-0.13371991,-14.415749,-0.13371991,-14.415749,-0.38905534,-0.015457394,-13.220013,1.9468167,0.9863044,10.879089,10.683296,-2.7063463,-3.1986756,-0.18244448,-0.092574,-0.32109854,-2.7755576e-17,-0.13371991,-0.25792357,-0.79963863,-0.32109854,-0.092574,-2.1660502,-0.25792357,-3.3832588,0.98014235,-3.1986756,1.9468167,0.16497628,-2.7464552,-0.18244448,10.683296,1,1,-0.81074226,-13.220013,-5.6438446,10.879089,-2.7755576e-17,1.938249,-2.5909462,0.9863044,1,1.938249,-2.1660502,-3.694181,-0.13371991,0.16497628,-5.6438446,0.13371991,-0.015457394
0.189,-4.4269671,-0.39472681,-2.6136618,0.97975045,-5.590641,-0.81444561,0.16690783,-0.015772838,-0.093345173,-2.7195508,-0.093345173,0.13589869,0.16690783,-3.7126529,-4.4269671,-2.7607129,-5.590641,-0.80302751,-0.015772838,1,-3.3945565,-0.13589869,-14.409884,-0.13589869,-14.409884,-0.39472681,-0.015772838,-13.189005,1.9576855,0.98598051,10.858411,10.659083,-2.7195508,-3.2315061,-0.18504678,-0.093345173,-0.32666013,2.7755576e-17,-0.13589869,-0.26063654,-0.80302751,-0.32666013,-0.093345173,-2.19157,-0.26063654,-3.3945565,0.97975045,-3.2315061,1.9576855,0.16690783,-2.7607129,-0.18504678,10.659083,1,1,-0.81444561,-13.189005,-5.6991515,10.858411,2.7755576e-17,1.9489202,-2.6136618,0.98598051,1,1.9489202,-2.19157,-3.7126529,-0.13589869,0.16690783,-5.6991515,0.13589869,-0.015772838
0.19,-4.4740915,-0.40045369,-2.6365111,0.97935289,-5.6489406,-0.81816727,0.16884975,-0.016092973,-0.09411896,-2.7327242,-0.09411896,0.13810307,0.16884975,-3.7307513,-4.4740915,-2.7749612,-5.6489406,-0.80642748,-0.016092973,1,-3.4053586,-0.13810307,-14.403923,-0.13810307,-14.403923,-0.40045369,-0.016092973,-13.157517,1.9685338,0.98565108,10.838075,10.635161,-2.7327242,-3.2644629,-0.18767187,-0.09411896,-0.33227992,0,-0.13810307,-0.26336268,-0.80642748,-0.33227992,-0.09411896,-2.2172141,-0.26336268,-3.4053586,0.97935289,-3.2644629,1.9685338,0.16884975,-2.7749612,-0.18767187,10.635161,1,1,-0.81816727,-13.157517,-5.7546864,10.838075,0,1.9595673,-2.6365111,0.98565108,1,1.9595673,-2.2172141,-3.7307513,-0.13810307,0.16884975,-5.7546864,0.13810307,-0.016092973
0.191,-4.5214753,-0.40623623,-2.6594939,0.97894955,-5.7074304,-0.82190686,0.17080201,-0.016417842,-0.094895363,-2.7458658,-0.094895363,0.14033315,0.17080201,-3.7484844,-4.5214753,-2.7891998,-5.7074304,-0.809838,-0.016417842,1,-3.4156713,-0.14033315,-14.397864,-0.14033315,-14.397864,-0.40623623,-0.016417842,-13.125548,1.9793618,0.98531598,10.81807,10.611522,-2.7458658,-3.2975469,-0.19031987,-0.094895363,-0.3379581,2.7755576e-17,-0.14033315,-0.26610196,-0.809838,-0.3379581,-0.094895363,-2.2429821,-0.26610196,-3.4156713,0.97894955,-3.2975469,1.9793618,0.17080201,-2.7891998,-0.19031987,10.611522,1,1,-0.82190686,-13.125548,-5.8104467,10.81807,2.7755576e-17,1.9701908,-2.6594939,0.98531598,1,1.9701908,-2.2429821,-3.7484844,-0.14033315,0.17080201,-5.8104467,0.14033315,-0.016417842
0.192,-4.5691166,-0.41207466,-2.6826098,0.97854042,-5.766108,-0.82566404,0.17276458,-0.016747493,-0.095674366,-2.758975,-0.095674366,0.14258906,0.17276458,-3.7658601,-4.5691166,-2.8034286,-5.766108,-0.81325859,-0.016747493,1,-3.4255021,-0.14258906,-14.391707,-0.14258906,-14.391707,-0.41207466,-0.016747493,-13.093092,1.99017,0.98497516,10.798391,10.588154,-2.758975,-3.3307586,-0.1929909,-0.095674366,-0.34369484,0,-0.14258906,-0.26885438,-0.81325859,-0.34369484,-0.095674366,-2.2688727,-0.26885438,-3.4255021,0.97854042,-3.3307586,1.99017,0.17276458,-2.8034286,-0.1929909,10.588154,1,1,-0.82566404,-13.093092,-5.8664289,10.798391,0,1.9807906,-2.6826098,0.98497516,1,1.9807906,-2.2688727,-3.7658601,-0.14258906,0.17276458,-5.8664289,0.14258906,-0.016747493
0.193,-4.6170139,-0.41796917,-2.7058589,0.97812539,-5.8249717,-0.82943845,0.17473744,-0.017081968,-0.096455969,-2.7720518,-0.096455969,0.14487092,0.17473744,-3.782887,-4.6170139,-2.8176475,-5.8249717,-0.81668878,-0.017081968,1,-3.4348578,-0.14487092,-14.385451,-0.14487092,-14.385451,-0.41796917,-0.017081968,-13.060143,2.0009587,0.98462856,10.779027,10.565049,-2.7720518,-3.364099,-0.19568513,-0.096455969,-0.34949037,-5.5511151e-17,-0.14487092,-0.27161992,-0.81668878,-0.34949037,-0.096455969,-2.2948852,-0.27161992,-3.4348578,0.97812539,-3.364099,2.0009587,0.17473744,-2.8176475,-0.19568513,10.565049,1,1,-0.82943845,-13.060143,-5.9226294,10.779027,-5.5511151e-17,1.9913672,-2.7058589,0.98462856,1,1.9913672,-2.2948852,-3.782887,-0.14487092,0.17473744,-5.9226294,0.14487092,-0.017081968
0.19400001,-4.6651649,-0.42391998,-2.7292404,0.97770447,-5.8840199,-0.83322966,0.17672056,-0.017421313,-0.097240172,-2.7850952,-0.097240172,0.14717886,0.17672056,-3.7995734,-4.6651649,-2.8318563,-5.8840199,-0.82012808,-0.017421313,1,-3.4437456,-0.14717886,-14.379094,-0.14717886,-14.379094,-0.42391998,-0.017421313,-13.0267,2.0117283,0.98427612,10.759971,10.542199,-2.7850952,-3.3975685,-0.19840267,-0.097240172,-0.35534486,0,-0.14717886,-0.27439848,-0.82012808,-0.35534486,-0.097240172,-2.3210185,-0.27439848,-3.4437456,0.97770447,-3.3975685,2.0117283,0.17672056,-2.8318563,-0.19840267,10.542199,1,1,-0.83322966,-13.0267,-5.9790459,10.759971,0,2.0019209,-2.7292404,0.98427612,1,2.0019209,-2.3210185,-3.7995734,-0.14717886,0.17672056,-5.9790459,0.14717886,-0.017421313
0.19499999,-4.7135692,-0.42992732,-2.7527542,0.97727752,-5.9432511,-0.83703738,0.1787139,-0.017765576,-0.098026954,-2.798105,-0.098026954,0.14951299,0.1787139,-3.815927,-4.7135692,-2.8460548,-5.9432511,-0.82357603,-0.017765576,1,-3.4521718,-0.14951299,-14.372636,-0.14951299,-14.372636,-0.42992732,-0.017765576,-12.992756,2.0224788,0.98391783,10.741213,10.519595,-2.798105,-3.4311678,-0.20114367,-0.098026954,-0.36125848,-5.5511151e-17,-0.14951299,-0.27719009,-0.82357603,-0.36125848,-0.098026954,-2.3472722,-0.27719009,-3.4521718,0.97727752,-3.4311678,2.0224788,0.1787139,-2.8460548,-0.20114367,10.519595,1,1,-0.83703738,-12.992756,-6.0356746,10.741213,-5.5511151e-17,2.0124516,-2.7527542,0.98391783,1,2.0124516,-2.3472722,-3.815927,-0.14951299,0.1787139,-6.0356746,0.14951299,-0.017765576
0.19599999,-4.7622237,-0.43599138,-2.7764001,0.97684455,-6.0026627,-0.84086132,0.18071745,-0.0181148,-0.098816313,-2.8110805,-0.098816313,0.15187344,0.18071745,-3.8319559,-4.7622237,-2.8602431,-6.0026627,-0.82703221,-0.0181148,1,-3.4601433,-0.15187344,-14.366076,-0.15187344,-14.366076,-0.43599138,-0.0181148,-12.958308,2.0332108,0.98355359,10.722746,10.497227,-2.8110805,-3.4648974,-0.20390823,-0.098816313,-0.36723143,5.5511151e-17,-0.15187344,-0.27999467,-0.82703221,-0.36723143,-0.098816313,-2.3736453,-0.27999467,-3.4601433,0.97684455,-3.4648974,2.0332108,0.18071745,-2.8602431,-0.20390823,10.497227,1,1,-0.84086132,-12.958308,-6.0925131,10.722746,5.5511151e-17,2.0229602,-2.7764001,0.98355359,1,2.0229602,-2.3736453,-3.8319559,-0.15187344,0.18071745,-6.0925131,0.15187344,-0.0181148
0.197,-4.8111281,-0.44211239,-2.8001776,0.9764055,-6.062253,-0.84470117,0.18273118,-0.018469032,-0.09960825,-2.8240213,-0.09960825,0.15426031,0.18273118,-3.8476677,-4.8111281,-2.8744206,-6.062253,-0.83049613,-0.018469032,1,-3.4676666,-0.15426031,-14.359411,-0.15426031,-14.359411,-0.44211239,-0.018469032,-12.92335,2.0439246,0.98318338,10.704561,10.475087,-2.8240213,-3.4987581,-0.20669651,-0.09960825,-0.3732639,0,-0.15426031,-0.28281224,-0.83049613,-0.3732639,-0.09960825,-2.4001369,-0.28281224,-3.4676666,0.9764055,-3.4987581,2.0439246,0.18273118,-2.8744206,-0.20669651,10.475087,1,1,-0.84470117,-12.92335,-6.1495571,10.704561,0,2.0334463,-2.8001776,0.98318338,1,2.0334463,-2.4001369,-3.8476677,-0.15426031,0.18273118,-6.1495571,0.15426031,-0.018469032
