"time","pump.medium.h","pump.medium.p"
0,84550.5396576573,142611.615214812
0.002,84550.5396576573,142611.615214812
0.004,84550.5396576573,142611.615214812
0.006,84550.5396576573,142611.615214812
0.008,84550.5396576573,142611.615214812
0.01,84550.5396576573,142611.615214812
0.012,84550.5396576573,142611.615214812
0.014,84550.5396576573,142611.615214812
0.016,84550.5396576573,142611.615214812
0.018,84550.5396576573,142611.615214812
0.02,84550.5396576573,142611.615214812
0.022,84550.5396576573,142611.615214812
0.024,84550.5396576573,142611.615214812
0.026,84550.5396576573,142611.615214812
0.028,84550.5396576573,142611.615214812
0.03,84550.5396576573,142611.615214812
0.032,84550.5396576573,142611.615214812
0.034,84550.5396576573,142611.615214812
0.036,84550.5396576573,142611.615214812
0.038,84550.5396576573,142611.615214812
0.04,84550.5396576573,142611.615214812
0.042,84550.5396576573,142611.615214812
0.044,84550.5396576573,142611.615214812
0.046,84550.5396576573,142611.615214812
0.048,84550.5396576573,142611.615214812
0.05,84550.5396576573,142611.615214812
0.052,84550.5396576573,142611.615214812
0.054,84550.5396576573,142611.615214812
0.056,84550.5396576573,142611.615214812
0.058,84550.5396576573,142611.615214812
0.06,84550.5396576573,142611.615214812
0.062,84550.5396576573,142611.615214812
0.064,84550.5396576573,142611.615214812
0.066,84550.5396576573,142611.615214812
0.068,84550.5396576573,142611.615214812
0.07,84550.5396576573,142611.615214812
0.072,84550.5396576573,142611.615214812
0.074,84550.5396576573,142611.615214812
0.076,84550.5396576573,142611.615214812
0.078,84550.5396576573,142611.615214812
0.08,84550.5396576573,142611.615214812
0.082,84550.5396576573,142611.615214812
0.084,84550.5396576573,142611.615214812
0.086,84550.5396576573,142611.615214812
0.088,84550.5396576573,142611.615214812
0.09,84550.5396576573,142611.615214812
0.092,84550.5396576573,142611.615214812
0.094,84550.5396576573,142611.615214812
0.096,84550.5396576573,142611.615214812
0.098,84550.5396576573,142611.615214812
0.1,84550.5396576573,142611.615214812
0.102,84550.5396576573,142611.615214812
0.104,84550.5396576573,142611.615214812
0.106,84550.5396576573,142611.615214812
0.108,84550.5396576573,142611.615214812
0.11,84550.5396576573,142611.615214812
0.112,84550.5396576573,142611.615214812
0.114,84550.5396576573,142611.615214812
0.116,84550.5396576573,142611.615214812
0.118,84550.5396576573,142611.615214812
0.12,84550.5396576573,142611.615214812
0.122,84550.5396576573,142611.615214812
0.124,84550.5396576573,142611.615214812
0.126,84550.5396576573,142611.615214812
0.128,84550.5396576573,142611.615214812
0.13,84550.5396576573,142611.615214812
0.132,84550.5396576573,142611.615214812
0.134,84550.5396576573,142611.615214812
0.136,84550.5396576573,142611.615214812
0.138,84550.5396576573,142611.615214812
0.14,84550.5396576573,142611.615214812
0.142,84550.5396576573,142611.615214812
0.144,84550.5396576573,142611.615214812
0.146,84550.5396576573,142611.615214812
0.148,84550.5396576573,142611.615214812
0.15,84550.5396576573,142611.615214812
0.152,84550.5396576573,142611.615214812
0.154,84550.5396576573,142611.615214812
0.156,84550.5396576573,142611.615214812
0.158,84550.5396576573,142611.615214812
0.16,84550.5396576573,142611.615214812
0.162,84550.5396576573,142611.615214812
0.164,84550.5396576573,142611.615214812
0.166,84550.5396576573,142611.615214812
0.168,84550.5396576573,142611.615214812
0.17,84550.5396576573,142611.615214812
0.172,84550.5396576573,142611.615214812
0.174,84550.5396576573,142611.615214812
0.176,84550.5396576573,142611.615214812
0.178,84550.5396576573,142611.615214812
0.18,84550.5396576573,142611.615214812
0.182,84550.5396576573,142611.615214812
0.184,84550.5396576573,142611.615214812
0.186,84550.5396576573,142611.615214812
0.188,84550.5396576573,142611.615214812
0.19,84550.5396576573,142611.615214812
0.192,84550.5396576573,142611.615214812
0.194,84550.5396576573,142611.615214812
0.196,84550.5396576573,142611.615214812
0.198,84550.5396576573,142611.615214812
0.2,84550.5396576573,142611.615214812
0.202,84550.5396576573,142611.615214812
0.204,84550.5396576573,142611.615214812
0.206,84550.5396576573,142611.615214812
0.208,84550.5396576573,142611.615214812
0.21,84550.5396576573,142611.615214812
0.212,84550.5396576573,142611.615214812
0.214,84550.5396576573,142611.615214812
0.216,84550.5396576573,142611.615214812
0.218,84550.5396576573,142611.615214812
0.22,84550.5396576573,142611.615214812
0.222,84550.5396576573,142611.615214812
0.224,84550.5396576573,142611.615214812
0.226,84550.5396576573,142611.615214812
0.228,84550.5396576573,142611.615214812
0.23,84550.5396576573,142611.615214812
0.232,84550.5396576573,142611.615214812
0.234,84550.5396576573,142611.615214812
0.236,84550.5396576573,142611.615214812
0.238,84550.5396576573,142611.615214812
0.24,84550.5396576573,142611.615214812
0.242,84550.5396576573,142611.615214812
0.244,84550.5396576573,142611.615214812
0.246,84550.5396576573,142611.615214812
0.248,84550.5396576573,142611.615214812
0.25,84550.5396576573,142611.615214812
0.252,84550.5396576573,142611.615214812
0.254,84550.5396576573,142611.615214812
0.256,84550.5396576573,142611.615214812
0.258,84550.5396576573,142611.615214812
0.26,84550.5396576573,142611.615214812
0.262,84550.5396576573,142611.615214812
0.264,84550.5396576573,142611.615214812
0.266,84550.5396576573,142611.615214812
0.268,84550.5396576573,142611.615214812
0.27,84550.5396576573,142611.615214812
0.272,84550.5396576573,142611.615214812
0.274,84550.5396576573,142611.615214812
0.276,84550.5396576573,142611.615214812
0.278,84550.5396576573,142611.615214812
0.28,84550.5396576573,142611.615214812
0.282,84550.5396576573,142611.615214812
0.284,84550.5396576573,142611.615214812
0.286,84550.5396576573,142611.615214812
0.288,84550.5396576573,142611.615214812
0.29,84550.5396576573,142611.615214812
0.292,84550.5396576573,142611.615214812
0.294,84550.5396576573,142611.615214812
0.296,84550.5396576573,142611.615214812
0.298,84550.5396576573,142611.615214812
0.3,84550.5396576573,142611.615214812
0.302,84550.5396576573,142611.615214812
0.304,84550.5396576573,142611.615214812
0.306,84550.5396576573,142611.615214812
0.308,84550.5396576573,142611.615214812
0.31,84550.5396576573,142611.615214812
0.312,84550.5396576573,142611.615214812
0.314,84550.5396576573,142611.615214812
0.316,84550.5396576573,142611.615214812
0.318,84550.5396576573,142611.615214812
0.32,84550.5396576573,142611.615214812
0.322,84550.5396576573,142611.615214812
0.324,84550.5396576573,142611.615214812
0.326,84550.5396576573,142611.615214812
0.328,84550.5396576573,142611.615214812
0.33,84550.5396576573,142611.615214812
0.332,84550.5396576573,142611.615214812
0.334,84550.5396576573,142611.615214812
0.336,84550.5396576573,142611.615214812
0.338,84550.5396576573,142611.615214812
0.34,84550.5396576573,142611.615214812
0.342,84550.5396576573,142611.615214812
0.344,84550.5396576573,142611.615214812
0.346,84550.5396576573,142611.615214812
0.348,84550.5396576573,142611.615214812
0.35,84550.5396576573,142611.615214812
0.352,84550.5396576573,142611.615214812
0.354,84550.5396576573,142611.615214812
0.356,84550.5396576573,142611.615214812
0.358,84550.5396576573,142611.615214812
0.36,84550.5396576573,142611.615214812
0.362,84550.5396576573,142611.615214812
0.364,84550.5396576573,142611.615214812
0.366,84550.5396576573,142611.615214812
0.368,84550.5396576573,142611.615214812
0.37,84550.5396576573,142611.615214812
0.372,84550.5396576573,142611.615214812
0.374,84550.5396576573,142611.615214812
0.376,84550.5396576573,142611.615214812
0.378,84550.5396576573,142611.615214812
0.38,84550.5396576573,142611.615214812
0.382,84550.5396576573,142611.615214812
0.384,84550.5396576573,142611.615214812
0.386,84550.5396576573,142611.615214812
0.388,84550.5396576573,142611.615214812
0.39,84550.5396576573,142611.615214812
0.392,84550.5396576573,142611.615214812
0.394,84550.5396576573,142611.615214812
0.396,84550.5396576573,142611.615214812
0.398,84550.5396576573,142611.615214812
0.4,84550.5396576573,142611.615214812
0.402,84550.5396576573,142611.615214812
0.404,84550.5396576573,142611.615214812
0.406,84550.5396576573,142611.615214812
0.408,84550.5396576573,142611.615214812
0.41,84550.5396576573,142611.615214812
0.412,84550.5396576573,142611.615214812
0.414,84550.5396576573,142611.615214812
0.416,84550.5396576573,142611.615214812
0.418,84550.5396576573,142611.615214812
0.42,84550.5396576573,142611.615214812
0.422,84550.5396576573,142611.615214812
0.424,84550.5396576573,142611.615214812
0.426,84550.5396576573,142611.615214812
0.428,84550.5396576573,142611.615214812
0.43,84550.5396576573,142611.615214812
0.432,84550.5396576573,142611.615214812
0.434,84550.5396576573,142611.615214812
0.436,84550.5396576573,142611.615214812
0.438,84550.5396576573,142611.615214812
0.44,84550.5396576573,142611.615214812
0.442,84550.5396576573,142611.615214812
0.444,84550.5396576573,142611.615214812
0.446,84550.5396576573,142611.615214812
0.448,84550.5396576573,142611.615214812
0.45,84550.5396576573,142611.615214812
0.452,84550.5396576573,142611.615214812
0.454,84550.5396576573,142611.615214812
0.456,84550.5396576573,142611.615214812
0.458,84550.5396576573,142611.615214812
0.46,84550.5396576573,142611.615214812
0.462,84550.5396576573,142611.615214812
0.464,84550.5396576573,142611.615214812
0.466,84550.5396576573,142611.615214812
0.468,84550.5396576573,142611.615214812
0.47,84550.5396576573,142611.615214812
0.472,84550.5396576573,142611.615214812
0.474,84550.5396576573,142611.615214812
0.476,84550.5396576573,142611.615214812
0.478,84550.5396576573,142611.615214812
0.48,84550.5396576573,142611.615214812
0.482,84550.5396576573,142611.615214812
0.484,84550.5396576573,142611.615214812
0.486,84550.5396576573,142611.615214812
0.488,84550.5396576573,142611.615214812
0.49,84550.5396576573,142611.615214812
0.492,84550.5396576573,142611.615214812
0.494,84550.5396576573,142611.615214812
0.496,84550.5396576573,142611.615214812
0.498,84550.5396576573,142611.615214812
0.5,84550.5396576573,142611.615214812
0.502,84550.5396576573,142611.615214812
0.504,84550.5396576573,142611.615214812
0.506,84550.5396576573,142611.615214812
0.508,84550.5396576573,142611.615214812
0.51,84550.5396576573,142611.615214812
0.512,84550.5396576573,142611.615214812
0.514,84550.5396576573,142611.615214812
0.516,84550.5396576573,142611.615214812
0.518,84550.5396576573,142611.615214812
0.52,84550.5396576573,142611.615214812
0.522,84550.5396576573,142611.615214812
0.524,84550.5396576573,142611.615214812
0.526,84550.5396576573,142611.615214812
0.528,84550.5396576573,142611.615214812
0.53,84550.5396576573,142611.615214812
0.532,84550.5396576573,142611.615214812
0.534,84550.5396576573,142611.615214812
0.536,84550.5396576573,142611.615214812
0.538,84550.5396576573,142611.615214812
0.54,84550.5396576573,142611.615214812
0.542,84550.5396576573,142611.615214812
0.544,84550.5396576573,142611.615214812
0.546,84550.5396576573,142611.615214812
0.548,84550.5396576573,142611.615214812
0.55,84550.5396576573,142611.615214812
0.552,84550.5396576573,142611.615214812
0.554,84550.5396576573,142611.615214812
0.556,84550.5396576573,142611.615214812
0.558,84550.5396576573,142611.615214812
0.56,84550.5396576573,142611.615214812
0.562,84550.5396576573,142611.615214812
0.564,84550.5396576573,142611.615214812
0.566,84550.5396576573,142611.615214812
0.568,84550.5396576573,142611.615214812
0.57,84550.5396576573,142611.615214812
0.572,84550.5396576573,142611.615214812
0.574,84550.5396576573,142611.615214812
0.576,84550.5396576573,142611.615214812
0.578,84550.5396576573,142611.615214812
0.58,84550.5396576573,142611.615214812
0.582,84550.5396576573,142611.615214812
0.584,84550.5396576573,142611.615214812
0.586,84550.5396576573,142611.615214812
0.588,84550.5396576573,142611.615214812
0.59,84550.5396576573,142611.615214812
0.592,84550.5396576573,142611.615214812
0.594,84550.5396576573,142611.615214812
0.596,84550.5396576573,142611.615214812
0.598,84550.5396576573,142611.615214812
0.6,84550.5396576573,142611.615214812
0.602,84550.5396576573,142611.615214812
0.604,84550.5396576573,142611.615214812
0.606,84550.5396576573,142611.615214812
0.608,84550.5396576573,142611.615214812
0.61,84550.5396576573,142611.615214812
0.612,84550.5396576573,142611.615214812
0.614,84550.5396576573,142611.615214812
0.616,84550.5396576573,142611.615214812
0.618,84550.5396576573,142611.615214812
0.62,84550.5396576573,142611.615214812
0.622,84550.5396576573,142611.615214812
0.624,84550.5396576573,142611.615214812
0.626,84550.5396576573,142611.615214812
0.628,84550.5396576573,142611.615214812
0.63,84550.5396576573,142611.615214812
0.632,84550.5396576573,142611.615214812
0.634,84550.5396576573,142611.615214812
0.636,84550.5396576573,142611.615214812
0.638,84550.5396576573,142611.615214812
0.64,84550.5396576573,142611.615214812
0.642,84550.5396576573,142611.615214812
0.644,84550.5396576573,142611.615214812
0.646,84550.5396576573,142611.615214812
0.648,84550.5396576573,142611.615214812
0.65,84550.5396576573,142611.615214812
0.652,84550.5396576573,142611.615214812
0.654,84550.5396576573,142611.615214812
0.656,84550.5396576573,142611.615214812
0.658,84550.5396576573,142611.615214812
0.66,84550.5396576573,142611.615214812
0.662,84550.5396576573,142611.615214812
0.664,84550.5396576573,142611.615214812
0.666,84550.5396576573,142611.615214812
0.668,84550.5396576573,142611.615214812
0.67,84550.5396576573,142611.615214812
0.672,84550.5396576573,142611.615214812
0.674,84550.5396576573,142611.615214812
0.676,84550.5396576573,142611.615214812
0.678,84550.5396576573,142611.615214812
0.68,84550.5396576573,142611.615214812
0.682,84550.5396576573,142611.615214812
0.684,84550.5396576573,142611.615214812
0.686,84550.5396576573,142611.615214812
0.688,84550.5396576573,142611.615214812
0.69,84550.5396576573,142611.615214812
0.692,84550.5396576573,142611.615214812
0.694,84550.5396576573,142611.615214812
0.696,84550.5396576573,142611.615214812
0.698,84550.5396576573,142611.615214812
0.7,84550.5396576573,142611.615214812
0.702,84550.5396576573,142611.615214812
0.704,84550.5396576573,142611.615214812
0.706,84550.5396576573,142611.615214812
0.708,84550.5396576573,142611.615214812
0.71,84550.5396576573,142611.615214812
0.712,84550.5396576573,142611.615214812
0.714,84550.5396576573,142611.615214812
0.716,84550.5396576573,142611.615214812
0.718,84550.5396576573,142611.615214812
0.72,84550.5396576573,142611.615214812
0.722,84550.5396576573,142611.615214812
0.724,84550.5396576573,142611.615214812
0.726,84550.5396576573,142611.615214812
0.728,84550.5396576573,142611.615214812
0.73,84550.5396576573,142611.615214812
0.732,84550.5396576573,142611.615214812
0.734,84550.5396576573,142611.615214812
0.736,84550.5396576573,142611.615214812
0.738,84550.5396576573,142611.615214812
0.74,84550.5396576573,142611.615214812
0.742,84550.5396576573,142611.615214812
0.744,84550.5396576573,142611.615214812
0.746,84550.5396576573,142611.615214812
0.748,84550.5396576573,142611.615214812
0.75,84550.5396576573,142611.615214812
0.752,84550.5396576573,142611.615214812
0.754,84550.5396576573,142611.615214812
0.756,84550.5396576573,142611.615214812
0.758,84550.5396576573,142611.615214812
0.76,84550.5396576573,142611.615214812
0.762,84550.5396576573,142611.615214812
0.764,84550.5396576573,142611.615214812
0.766,84550.5396576573,142611.615214812
0.768,84550.5396576573,142611.615214812
0.77,84550.5396576573,142611.615214812
0.772,84550.5396576573,142611.615214812
0.774,84550.5396576573,142611.615214812
0.776,84550.5396576573,142611.615214812
0.778,84550.5396576573,142611.615214812
0.78,84550.5396576573,142611.615214812
0.782,84550.5396576573,142611.615214812
0.784,84550.5396576573,142611.615214812
0.786,84550.5396576573,142611.615214812
0.788,84550.5396576573,142611.615214812
0.79,84550.5396576573,142611.615214812
0.792,84550.5396576573,142611.615214812
0.794,84550.5396576573,142611.615214812
0.796,84550.5396576573,142611.615214812
0.798,84550.5396576573,142611.615214812
0.8,84550.5396576573,142611.615214812
0.802,84550.5396576573,142611.615214812
0.804,84550.5396576573,142611.615214812
0.806,84550.5396576573,142611.615214812
0.808,84550.5396576573,142611.615214812
0.81,84550.5396576573,142611.615214812
0.812,84550.5396576573,142611.615214812
0.814,84550.5396576573,142611.615214812
0.816,84550.5396576573,142611.615214812
0.818,84550.5396576573,142611.615214812
0.82,84550.5396576573,142611.615214812
0.822,84550.5396576573,142611.615214812
0.824,84550.5396576573,142611.615214812
0.826,84550.5396576573,142611.615214812
0.828,84550.5396576573,142611.615214812
0.83,84550.5396576573,142611.615214812
0.832,84550.5396576573,142611.615214812
0.834,84550.5396576573,142611.615214812
0.836,84550.5396576573,142611.615214812
0.838,84550.5396576573,142611.615214812
0.84,84550.5396576573,142611.615214812
0.842,84550.5396576573,142611.615214812
0.844,84550.5396576573,142611.615214812
0.846,84550.5396576573,142611.615214812
0.848,84550.5396576573,142611.615214812
0.85,84550.5396576573,142611.615214812
0.852,84550.5396576573,142611.615214812
0.854,84550.5396576573,142611.615214812
0.856,84550.5396576573,142611.615214812
0.858,84550.5396576573,142611.615214812
0.86,84550.5396576573,142611.615214812
0.862,84550.5396576573,142611.615214812
0.864,84550.5396576573,142611.615214812
0.866,84550.5396576573,142611.615214812
0.868,84550.5396576573,142611.615214812
0.87,84550.5396576573,142611.615214812
0.872,84550.5396576573,142611.615214812
0.874,84550.5396576573,142611.615214812
0.876,84550.5396576573,142611.615214812
0.878,84550.5396576573,142611.615214812
0.88,84550.5396576573,142611.615214812
0.882,84550.5396576573,142611.615214812
0.884,84550.5396576573,142611.615214812
0.886,84550.5396576573,142611.615214812
0.888,84550.5396576573,142611.615214812
0.89,84550.5396576573,142611.615214812
0.892,84550.5396576573,142611.615214812
0.894,84550.5396576573,142611.615214812
0.896,84550.5396576573,142611.615214812
0.898,84550.5396576573,142611.615214812
0.9,84550.5396576573,142611.615214812
0.902,84550.5396576573,142611.615214812
0.904,84550.5396576573,142611.615214812
0.906,84550.5396576573,142611.615214812
0.908,84550.5396576573,142611.615214812
0.91,84550.5396576573,142611.615214812
0.912,84550.5396576573,142611.615214812
0.914,84550.5396576573,142611.615214812
0.916,84550.5396576573,142611.615214812
0.918,84550.5396576573,142611.615214812
0.92,84550.5396576573,142611.615214812
0.922,84550.5396576573,142611.615214812
0.924,84550.5396576573,142611.615214812
0.926,84550.5396576573,142611.615214812
0.928,84550.5396576573,142611.615214812
0.93,84550.5396576573,142611.615214812
0.932,84550.5396576573,142611.615214812
0.934,84550.5396576573,142611.615214812
0.936,84550.5396576573,142611.615214812
0.938,84550.5396576573,142611.615214812
0.94,84550.5396576573,142611.615214812
0.942,84550.5396576573,142611.615214812
0.944,84550.5396576573,142611.615214812
0.946,84550.5396576573,142611.615214812
0.948,84550.5396576573,142611.615214812
0.95,84550.5396576573,142611.615214812
0.952,84550.5396576573,142611.615214812
0.954,84550.5396576573,142611.615214812
0.956,84550.5396576573,142611.615214812
0.958,84550.5396576573,142611.615214812
0.96,84550.5396576573,142611.615214812
0.962,84550.5396576573,142611.615214812
0.964,84550.5396576573,142611.615214812
0.966,84550.5396576573,142611.615214812
0.968,84550.5396576573,142611.615214812
0.97,84550.5396576573,142611.615214812
0.972,84550.5396576573,142611.615214812
0.974,84550.5396576573,142611.615214812
0.976,84550.5396576573,142611.615214812
0.978,84550.5396576573,142611.615214812
0.98,84550.5396576573,142611.615214812
0.982,84550.5396576573,142611.615214812
0.984,84550.5396576573,142611.615214812
0.986,84550.5396576573,142611.615214812
0.988,84550.5396576573,142611.615214812
0.99,84550.5396576573,142611.615214812
0.992,84550.5396576573,142611.615214812
0.994,84550.5396576573,142611.615214812
0.996,84550.5396576573,142611.615214812
0.998,84550.5396576573,142611.615214812
1,84550.5396576573,142611.615214812
1,84550.5396576573,142611.615214812
1.002,84550.9134897622,142991.314328039
1.004,84551.2751092983,143371.49320189
1.006,84551.6193889084,143751.673132104
1.008,84551.9627505111,144131.853118288
1.01,84552.2771959829,144512.035062614
1.012,84552.5884642106,144892.217222098
1.014,84552.8997324382,145272.399381581
1.016,84553.2110006659,145652.581541064
1.018,84553.4807217652,146032.767145395
1.02,84553.7403786534,146412.953584192
1.022,84554.0000355416,146793.140022989
1.024,84554.2596924297,147173.326461786
1.026,84554.5193493179,147553.512900583
1.028,84554.7790062061,147933.69933938
1.03,84555.0386630942,148313.885778177
1.032,84555.2983199824,148694.072216974
1.034,84555.5325732888,149074.262062593
1.036,84555.7507887712,149454.454059011
1.038,84555.9690042536,149834.646055429
1.04,84556.187219736,150214.838051847
1.042,84556.4054352184,150595.030048265
1.044,84556.6236507008,150975.222044683
1.046,84556.8418661832,151355.414041102
1.048,84557.0600816656,151735.60603752
1.05,84557.2642898919,152115.800363124
1.052,84557.4492339823,152495.997892049
1.054,84557.6341780727,152876.195420974
1.056,84557.819122163,153256.3929499
1.058,84558.0040662534,153636.590478825
1.06,84558.1890103438,154016.788007751
1.062,84558.3739544342,154396.985536676
1.064,84558.5588985245,154777.183065602
1.066,84558.7415422675,155157.381239769
1.068,84558.9149751315,155537.581997563
1.07,84559.0860222492,155917.783424553
1.072,84559.2546836205,156297.985520739
1.074,84559.4209592455,156678.188286121
1.076,84559.584849124,157058.391720698
1.078,84559.7463532561,157438.595824471
1.08,84559.9054716419,157818.80059744
1.082,84560.0622042813,158199.006039604
1.084,84560.2165511743,158579.212150964
1.086,84560.3685123209,158959.41893152
1.088,84560.5180877211,159339.626381271
1.09,84560.665277375,159719.834500218
1.092,84560.8100812824,160100.043288361
1.094,84560.9524994435,160480.252745699
1.096,84561.0925318582,160860.462872233
1.098,84561.2301785265,161240.673667962
1.1,84561.3661719276,161620.88516781
1.102,84561.5000067694,162001.097347685
1.104,84561.6315564905,162381.310201553
1.106,84561.7608210908,162761.523729414
1.108,84561.8878005703,163141.737931269
1.11,84562.012494929,163521.952807116
1.112,84562.1349041669,163902.168356957
1.114,84562.2550282841,164282.384580791
1.116,84562.3728672804,164662.601478618
1.118,84562.488421156,165042.819050438
1.12,84562.6016899108,165423.037296252
1.122,84562.7126735448,165803.256216058
1.124,84562.821372058,166183.475809858
1.126,84562.9277854504,166563.696077651
1.128,84563.031913722,166943.917019438
1.13,84563.1337568728,167324.138635217
1.132,84563.2373725715,167704.360934725
1.134,84563.3442107696,168084.583921441
1.136,84563.4498088911,168464.807584658
1.138,84563.5541669359,168845.031924375
1.14,84563.6572849041,169225.256940592
1.142,84563.7591627956,169605.482633311
1.144,84563.8598006104,169985.709002529
1.146,84563.9591983486,170365.936048249
1.148,84564.05735601,170746.163770469
1.15,84564.1542735949,171126.392169189
1.152,84564.249951103,171506.62124441
1.154,84564.3443885346,171886.850996132
1.156,84564.4375858894,172267.081424354
1.158,84564.5295431676,172647.312529077
1.16,84564.6202603691,173027.5443103
1.162,84564.709737494,173407.776768024
1.164,84564.7979745422,173788.009902249
1.166,84564.8849715137,174168.243712974
1.168,84564.9707284086,174548.478200199
1.17,84565.0552452268,174928.713363926
1.172,84565.1385219684,175308.949204153
1.174,84565.2205586332,175689.18572088
1.176,84565.3013552215,176069.422914108
1.178,84565.380911733,176449.660783836
1.18,84565.4592281679,176829.899330066
1.182,84565.5363045262,177210.138552795
1.184,84565.6121408077,177590.378452025
1.186,84565.6867370126,177970.619027756
1.188,84565.7600931409,178350.860279988
1.19,84565.8322091925,178731.10220872
1.192,84565.9030851674,179111.344813952
1.194,84565.9727210657,179491.588095685
1.196,84566.0411168872,179871.832053919
1.198,84566.1136634559,180252.0767804
1.2,84566.1877516768,180632.322230723
1.202,84566.2610647783,181012.56836546
1.204,84566.3336027603,181392.815184611
1.206,84566.4053656229,181773.062688176
1.208,84566.4763533659,182153.310876154
1.21,84566.5465659896,182533.559748546
1.212,84566.6160034937,182913.809305351
1.214,84566.6846658784,183294.05954657
1.216,84566.7525531436,183674.310472203
1.218,84566.8196652894,184054.56208225
1.22,84566.8860023157,184434.81437671
1.222,84566.9515642225,184815.067355584
1.224,84567.0163510099,185195.321018871
1.226,84567.0803626777,185575.575366573
1.228,84567.1435992262,185955.830398688
1.23,84567.2060606552,186336.086115216
1.232,84567.2677469647,186716.342516159
1.234,84567.3286581547,187096.599601514
1.236,84567.3887942253,187476.857371284
1.238,84567.4481551764,187857.115825467
1.24,84567.506741008,188237.374964064
1.242,84567.5645517202,188617.634787075
1.244,84567.6215873129,188997.895294499
1.246,84567.6778477862,189378.156486337
1.248,84567.73333314,189758.418362589
1.25,84567.7880433743,190138.680923255
1.252,84567.8419784891,190518.944168334
1.254,84567.8951384845,190899.208097826
1.256,84567.9489731382,191279.472742629
1.258,84568.0080579014,191659.73820025
1.26,84568.0668514458,192040.004352597
1.262,84568.1253537714,192420.271199671
1.264,84568.1835648781,192800.53874147
1.266,84568.241484766,193180.806977996
1.268,84568.2991134351,193561.075909248
1.27,84568.3564508853,193941.345535226
1.272,84568.4134971168,194321.61585593
1.274,84568.4702521294,194701.88687136
1.276,84568.5267159231,195082.158581517
1.278,84568.5828884981,195462.430986399
1.28,84568.6387698542,195842.704086008
1.282,84568.6943599915,196222.977880343
1.284,84568.74965891,196603.252369404
1.286,84568.8046666096,196983.527553191
1.288,84568.8593830904,197363.803431704
1.29,84568.9138083524,197744.080004944
1.292,84568.9679423956,198124.35727291
1.294,84569.0217852199,198504.635235602
1.296,84569.0753368255,198884.913893019
1.298,84569.1285972122,199265.193245164
1.3,84569.18156638,199645.473292034
1.302,84569.2342443291,200025.75403363
1.304,84569.2866310593,200406.035469953
1.306,84569.3387265707,200786.317601002
1.308,84569.3905308633,201166.600426777
1.31,84569.442043937,201546.883947278
1.312,84569.4932657919,201927.168162505
1.314,84569.544196428,202307.453072458
1.316,84569.5972405816,202687.738803365
1.318,84569.6511645444,203068.025290466
1.32,84569.7050213871,203448.312484057
1.322,84569.7588111098,203828.600384137
1.324,84569.8125337123,204208.888990706
1.326,84569.8661891948,204589.178303764
1.328,84569.9197775572,204969.468323312
1.33,84569.9732987995,205349.75904935
1.332,84570.0267529218,205730.050481876
1.334,84570.0801399239,206110.342620892
1.336,84570.133459806,206490.635466397
1.338,84570.186712568,206870.929018392
1.34,84570.2398982099,207251.223276876
1.342,84570.2930167318,207631.518241849
1.344,84570.3460681335,208011.813913311
1.346,84570.3990524152,208392.110291263
1.348,84570.4519695768,208772.407375704
1.35,84570.5048196183,209152.705166635
1.352,84570.5576025397,209533.003664055
1.354,84570.610318341,209913.302867964
1.356,84570.6629670223,210293.602778362
1.358,84570.7155485835,210673.90339525
1.36,84570.7680630246,211054.204718627
1.362,84570.8205103456,211434.506748494
1.364,84570.8728905465,211814.80948485
1.366,84570.9252036274,212195.112927695
1.368,84570.9774495881,212575.417077029
1.37,84571.0296284288,212955.721932853
1.372,84571.0817401494,213336.027495166
1.374,84571.1340921932,213716.333806327
1.376,84571.1875284776,214096.640982605
1.378,84571.2409919712,214476.948878369
1.38,84571.2944826741,214857.257493619
1.382,84571.3480005863,215237.566828354
1.384,84571.4015457078,215617.876882575
1.386,84571.4551180387,215998.187656281
1.388,84571.5087175788,216378.499149473
1.39,84571.5623443282,216758.81136215
1.392,84571.6159982869,217139.124294313
1.394,84571.6696794549,217519.437945962
1.396,84571.7233878322,217899.752317096
1.398,84571.7771234188,218280.067407715
1.4,84571.8308862147,218660.38321782
1.402,84571.8846762199,219040.699747411
1.404,84571.9384934345,219421.016996487
1.406,84571.9923378583,219801.334965049
1.408,84572.0462094914,220181.653653097
1.41,84572.1001083338,220561.97306063
