"time","transformer.l2sigma.inductor[1].i","transformer.l2sigma.inductor[3].i"
0.00515,-209.622241242389,-0.32529535231668
0.0052,-211.503265986318,3.47966531565104
0.00525,-213.332105592974,7.28376739420239
0.0053,-215.10830831943,11.086072375562
0.00535,-216.831436311261,14.8856420198041
0.0054,-218.501064559991,18.6815388224778
0.00545,-220.11678119228,22.4728261940839
0.0055,-221.67818691515,26.2585687487387
0.00555,-223.184896942165,30.0378323835546
0.0056,-224.636539690532,33.8096846304132
0.00565,-226.032756850081,37.5731948407389
0.0057,-227.373203506041,41.3274344175644
0.00575,-228.657549260255,45.0714770849181
0.0058,-229.885477343439,48.8043990821179
0.00585,-231.056684497059,52.5252793206238
0.0059,-232.170881707193,56.2331997221601
0.00595,-233.227794260889,59.9272454420851
0.006,-234.227161551402,63.6065050502279
0.00605,-235.16873645947,67.2700706631278
0.0061,-236.052286980701,70.9170383901891
0.00615,-236.877595254196,74.5465084129894
0.0062,-237.644457718518,78.1575852206491
0.00625,-238.35268466419,81.7493777528386
0.0063,-239.002101693473,85.3209998487288
0.00635,-239.592548711703,88.8715703001699
0.0064,-240.12387991684,92.4002130258803
0.00645,-240.595963937062,95.9060573164608
0.0065,-241.00868455879,99.3882382396641
0.00655,-241.361940087733,102.845896674628
0.0066,-241.655643045533,106.278179379518
0.00665,-241.889720969026,109.684239494176
0.0067,-242.064116292066,113.063236697999
0.00675,-242.178786144689,116.414337336548
0.0068,-242.233701675925,119.736714355704
0.00685,-242.228849662135,123.029548134592
0.0069,-242.164231423594,126.292026261958
0.00695,-242.039862941694,129.523343782255
0.007,-241.855774449525,132.722703232837
0.00705,-241.612011696221,135.889315352491
0.0071,-241.308634972076,139.022398891824
0.00715,-240.945718980332,142.121180738724
0.0072,-240.523353024317,145.18489620565
0.00725,-240.041641590228,148.21278950007
0.0073,-239.50070369128,151.204113621513
0.00735,-238.90067241986,154.158130301314
0.0074,-238.241695877434,157.074110711958
0.00745,-237.523936845854,159.951335488142
0.0075,-236.747572568747,162.789094806341
0.00755,-235.912794047592,165.586688159767
0.0076,-235.019807578312,168.343425480674
0.00765,-234.068833611545,171.058626659077
0.0077,-233.060106796812,173.731621765102
0.00775,-231.993875610219,176.361751017772
0.0078,-230.870403437312,178.948365667019
0.00785,-229.689967620044,181.49082759799
0.0079,-228.452859237977,183.98850937692
0.00795,-227.159383335067,186.440794608306
0.008,-225.809859313885,188.84707840491
0.00805,-224.404620308756,191.206767169737
0.0081,-222.944012637911,193.519278385834
0.00815,-221.428396784794,195.784041552558
0.0082,-219.858146876968,198.00049800708
0.00825,-218.233650475935,200.16810097324
0.0083,-216.555307884992,202.286315211292
0.00835,-214.823533521077,204.354618336373
0.0084,-213.03875478763,206.372500122407
0.00845,-211.201412039209,208.339462675454
0.0085,-209.311958253658,210.255020369661
0.00855,-207.370859906062,212.1187008121
0.0086,-205.378596065699,213.930044286262
0.00865,-203.33565810461,215.688603697258
0.0087,-201.242549944731,217.393945018105
0.00875,-199.099788254916,219.045647690458
0.0088,-196.90790187809,220.643304325389
0.00885,-194.667431227915,222.186520332481
0.0089,-192.378929243588,223.674915081843
0.00895,-190.042960722191,225.10812148042
0.009,-187.660102126566,226.48578600807
0.00905,-185.230940943789,227.807568275849
0.0091,-182.756076809423,229.073142447469
0.00915,-180.236120462014,230.282196376288
0.0092,-177.671693631233,231.434431709816
0.00925,-175.063428759349,232.529563823343
0.0093,-172.411969636598,233.567322782657
0.00935,-169.717970586903,234.547452674364
0.0094,-166.98209612635,235.469711439617
0.00945,-164.205021199917,236.333871416458
0.0095,-161.387431193834,237.139719612542
0.00955,-158.530021434323,237.887057360697
0.0096,-155.633496575806,238.575699790739
0.00965,-152.69857144676,239.205477191678
0.0097,-149.725970304679,239.776234321969
0.00975,-146.716426661531,240.287830448285
0.0098,-143.670682721685,240.740138847316
0.00985,-140.58949020251,241.133048236257
0.0099,-137.473609427451,241.466461797667
0.00995,-134.323809150712,241.740297201556
0.01,-131.140866323148,241.954486559992
0.01005,-127.925566476049,242.108977312081
0.0101,-124.678703029632,242.203731489843
0.01015,-121.401076931296,242.238725440087
0.0102,-118.093496840186,242.213950455108
0.01025,-114.756778988516,242.129412876126
0.0103,-111.391746760938,241.985133736781
0.01035,-107.999230125286,241.781148095716
0.0104,-104.580066281886,241.517506548779
0.01045,-101.135098930087,241.194274281798
0.0105,-97.6651781028939,240.811531122143
0.01055,-94.1711597019717,240.369371018206
0.0106,-90.6539059867605,239.867903389499
0.01065,-87.114284848841,239.307252098255
0.0107,-83.5531695942966,238.687555383166
0.01075,-79.9714387382014,238.008965848719
0.0108,-76.3699761464192,237.271651210655
0.01085,-72.7496704899248,236.475793544729
0.0109,-69.1114148988505,235.621588907221
0.01095,-65.456107044883,234.709248030217
0.011,-61.7846489050845,233.738996236692
0.01105,-58.0979464209247,232.711073098975
0.0111,-54.396909025099,231.625731664304
0.01115,-50.6824500052861,230.483240043392
0.0112,-46.9554858855069,229.283880245946
0.01125,-43.2169362548566,228.027948247788
0.0113,-39.4677234066022,226.715753478626
0.01135,-35.7087724948101,225.347620013351
0.0114,-31.9410110180101,223.923885549234
0.01145,-28.1653685862449,222.444901254105
0.0115,-24.3827767190137,220.911031792619
0.01155,-20.5941687769787,219.322655888759
0.0116,-16.8004795723897,217.680165600363
0.01165,-13.0026450782647,215.983965859588
0.0117,-9.201602354924,214.23447519277
0.01175,-5.39828928574626,212.432125453132
0.0118,-1.59364430308914,210.577361498246
0.01185,2.21139392631534,208.670640425724
0.0119,6.01588652649424,206.712432999636
0.01195,9.81889478692417,204.703222484576
0.012,13.619480369009,202.643504659121
0.01205,17.4167055625915,200.533787370498
0.0121,21.209633440959,198.374591448745
0.01215,24.9973281525285,196.166449790279
0.0122,28.7788551492436,193.909906822137
0.01225,32.5532813966184,191.605519454732
0.0123,36.3196756174958,189.253856352856
0.01235,40.0771085050839,186.85549768344
0.0124,43.8246529598947,184.411035092233
0.01245,47.5613843454611,181.921071851128
0.0125,51.2863806854899,179.386222379941
0.01255,54.9987228601112,176.807111879486
0.0126,58.697494925791,174.184376881834
0.01265,62.3817842799966,171.518664616154
0.0127,66.0506818459643,168.810632610005
0.01275,69.7032823852579,166.060949071026
0.0128,73.3386846970442,163.270292557709
0.01285,76.9559917935317,160.439351600182
0.0129,80.5543111199352,157.568824539004
0.01295,84.1327548861606,154.659419762532
0.013,87.6904401908426,151.711855180109
0.01305,91.2264891419483,148.726857851075
0.0131,94.7400293267913,145.705164398678
0.01315,98.2301938629044,142.647520440894
0.0132,101.696121552861,139.554680302818
0.01325,105.136957221556,136.427407078949
0.0133,108.551851943622,133.266472476147
0.01335,111.939963147749,130.072656417373
0.0134,115.300454784953,126.846746776152
0.01345,118.632497773328,123.589539623454
0.0135,121.935270029103,120.301838703344
0.01355,125.207956505561,116.984454998499
0.0136,128.449749793959,113.638207136859
0.01365,131.659850074137,110.263920806533
0.0137,134.837465251372,106.862428503293
0.01375,137.981811253131,103.434569440825
0.0138,141.092112337248,99.9811894736489
0.01385,144.167601106466,96.5031406926175
0.0139,147.207518592433,93.0012811249869
0.01395,150.211114840293,89.4764748926483
0.014,153.177648818557,85.9295917403802
0.01405,156.10638843277,82.3615066885087
0.0141,158.996611114845,78.7731001532333
0.01415,161.847603814063,75.1652575728424
0.0142,164.658663054272,71.5388691043056
0.01425,167.429095158245,67.8948294402253
0.0143,170.158216669079,64.2340377630483
0.01435,172.845354265906,60.5573973467297
0.0144,175.48984474482,56.8658152385305
0.01445,178.091035743033,53.1602023480481
0.0145,180.648285526168,49.4414730109487
0.01455,183.160962993487,45.7105447078294
0.0146,185.628448192527,41.9683379935186
0.01465,188.050132404313,38.2157762390499
0.0147,190.425418101976,34.4537853290204
0.01475,192.753719074483,30.6832934274676
0.0148,195.034460980998,26.9052308909335
0.01485,197.26708116127,23.120529922504
0.0149,199.4510285023,19.3301242728052
0.01495,201.585764295821,15.5349492068273
0.015,203.670761904219,11.7359411431491
0.01505,205.705506771138,7.93403740835762
0.0151,207.689496813088,4.13017605628322
0.01515,209.622242633185,0.325295652637127
0.0152,211.503267372926,-3.47966500279769
0.01525,213.332106716929,-7.28376711669871
0.0153,215.108309582583,-11.0860720682586
0.01535,216.831437817132,-14.8856416902601
0.0154,218.501065999277,-18.6815385086493
0.01545,220.116782307366,-22.4728259374593
0.0155,221.678188177734,-26.2585685327627
0.01555,223.184898275007,-30.0378322179429
0.0156,224.636540740879,-33.809684515821
0.01565,226.032757551789,-37.5731947824821
0.0157,227.373204262606,-41.3274344308237
0.01575,228.657549884762,-45.0714771414242
0.0158,229.885477700016,-48.8043991415181
0.01585,231.056684836385,-52.5252794003998
0.0159,232.170882089534,-56.2331998180765
0.01595,233.227794614559,-59.9272455301929
0.016,234.227161751043,-63.6065051045772
0.01605,235.168736876223,-67.2700707307452
0.0161,236.052287511007,-70.9170384506329
0.01615,236.877595820494,-74.5465084620864
0.0162,237.644458255269,-78.1575852662031
0.01625,238.352685304334,-81.7493778151524
0.0163,239.002102411204,-85.3209999325439
0.01635,239.592549441678,-88.8715704011546
0.0164,240.123880532377,-92.4002131206313
0.01645,240.595964580806,-95.9060574507942
0.0165,241.008685247622,-99.3882384191589
0.01655,241.361940695803,-102.845896847782
0.0166,241.655643551148,-106.278179541715
0.01665,241.889721529861,-109.684239698515
0.0167,242.06411698928,-113.063236965402
0.01675,242.178786565337,-116.414337500038
0.0168,242.233702159813,-119.736714542804
0.01685,242.228850318999,-123.029548386623
0.0169,242.164232111405,-126.292026519581
0.01695,242.039863407759,-129.523343944058
0.017,241.85577505288,-132.722703450338
0.01705,241.612012501097,-135.889315659369
0.0171,241.308635638545,-139.022399136521
0.01715,240.945719510567,-142.121180931582
0.0172,240.523353776424,-145.184896524896
0.01725,240.041642356111,-148.212789840536
0.0173,239.500704234818,-151.204113858935
0.01735,238.900672992255,-154.158130576175
0.0174,238.241696598891,-157.074111088771
0.01745,237.523937514101,-159.951335848366
0.0175,236.747573004964,-162.789095040647
0.01755,235.912794694086,-165.586688530553
0.0176,235.019808259348,-168.343425877809
0.01765,234.068834225306,-171.058627017395
0.0177,233.060107337027,-173.731622082783
0.01775,231.993876259411,-176.361751406736
0.0178,230.870404115109,-178.948366075197
0.01785,229.689968233269,-181.490827967091
0.0179,228.452859836849,-183.988509745237
0.01795,227.159383982398,-186.440795017647
0.018,225.809859991507,-188.847078844784
0.01805,224.404620931469,-191.206767580679
0.0181,222.94401321465,-193.519278776114
0.01815,221.428397412727,-195.784041996099
0.0182,219.858147576943,-198.000498519957
0.01825,218.233650985184,-200.168101343984
0.0183,216.555308431647,-202.286315624693
0.01835,214.823534162044,-204.354618839089
0.0184,213.038755473317,-206.372500670231
0.01845,211.201412518161,-208.339463053663
0.0185,209.311958806965,-210.255020820577
0.01855,207.370860643344,-212.118701433935
0.0186,205.378596655272,-213.93004477875
0.01865,203.335658578023,-215.68860409197
0.0187,201.242550560602,-217.393945556032
0.01875,199.099788946865,-219.045648307591
0.0188,196.907902348826,-220.643304735209
0.01885,194.667431724253,-222.186520781243
0.0189,192.378929913916,-223.674915718683
0.01895,190.042961339893,-225.108122071775
0.019,187.660102531634,-226.485786388304
0.01905,185.230941517679,-227.807568851485
0.0191,182.756077432793,-229.073143087089
0.01915,180.236120997261,-230.282196926932
0.0192,177.671694068205,-231.434432163103
0.01925,175.063429329155,-232.529564439958
0.0193,172.411970209955,-233.567323411293
0.01935,169.717971055926,-234.547453187648
0.0194,166.982096629704,-235.469712008244
0.01945,164.205021736051,-236.333872034613
0.0195,161.387431724999,-237.13972023307
0.01955,158.530021872235,-237.887057873677
0.0196,155.633497049955,-238.575700363359
0.01965,152.698571948195,-239.205477812015
0.0197,149.725970813548,-239.776234964215
0.01975,146.716427077684,-240.287830975026
0.0198,143.670683161192,-240.74013942059
0.01985,140.589490680816,-241.133048879373
0.0199,137.473609943226,-241.46646250926
0.01995,134.323809530504,-241.74029772162
0.02,131.140866735826,-241.954487145309
0.02005,127.925566963684,-242.108978030175
0.0201,124.67870345017,-242.203732109821
0.02015,121.40107727982,-242.238725956958
0.0202,118.093497249236,-242.213951090215
0.02025,114.756779465993,-242.129413642096
0.0203,111.391747076124,-241.98513422741
0.02035,107.999230457108,-241.781148634386
0.0204,104.580066724018,-241.517507311242
0.02045,101.135099337487,-241.194274989107
0.0205,97.6651783762215,-240.811531584285
0.02055,94.1711600416955,-240.369371635956
0.0206,90.6539063847136,-239.867904143747
0.02065,87.1142851808404,-239.307252725387
0.0207,83.5531698559686,-238.687555880188
0.02075,79.9714390861509,-238.008966563679
0.0208,76.3699764884476,-237.271651927318
0.02085,72.749670751783,-236.475794085822
0.0209,69.1114151754278,-235.621589514958
0.02095,65.4561073487112,-234.709248728473
0.021,61.7846491925117,-233.73899690894
0.02105,58.0979466283908,-232.711073574498
0.0211,54.39690927902,-231.625732301439
0.02115,50.6824502636557,-230.483240716911
0.0212,46.955486126227,-229.283880887812
0.02125,43.2169364641907,-228.027948821503
0.0213,39.4677236203311,-226.715754097285
0.02135,35.7087727107483,-225.347620669998
0.0214,31.9410112250784,-223.923886205556
0.02145,28.165368758554,-222.444901808417
0.0215,24.382776893359,-220.911032395055
0.02155,20.5941689572553,-219.322656560823
0.0216,16.8004797318454,-217.680166207497
0.02165,13.0026452139067,-215.983966391985
0.0217,9.20160249343154,-214.234475800357
0.02175,5.398289435896,-212.432126197198
0.0218,1.5936444087334,-210.577361974479
0.02185,-2.21139382512951,-208.670640948422
0.0219,-6.01588642139832,-206.712433661437
0.02195,-9.81889468811318,-204.703223152761
0.022,-13.6194802959611,-202.64350510214
0.02205,-17.4167054984955,-200.533787855461
0.0221,-21.2096333859442,-198.37459198152
0.02215,-24.9973281162415,-196.166450004389
0.0222,-28.7788551301685,-193.909906916957
0.02225,-32.5532813953064,-191.605519586139
0.0223,-36.3196756194105,-189.253856332809
0.02235,-40.0771085064569,-186.855497509179
0.0224,-43.8246529734406,-184.4110349659
0.02245,-47.5613843626866,-181.921071770919
0.0225,-51.2863806815265,-179.386222178157
0.02255,-54.998722859853,-176.807111762428
0.0226,-58.6974949409606,-174.184376932223
0.02265,-62.3817842688862,-171.518664577728
0.0227,-66.0506818286599,-168.810632576528
0.02275,-69.7032823943415,-166.060949177482
0.0228,-73.3386846979353,-163.270292649463
0.02285,-76.955991769128,-160.439351583609
0.0229,-80.5543111196677,-157.568824568761
0.02295,-84.1327549091503,-154.659419839253
0.023,-87.6904401668077,-151.711855114744
0.02305,-91.2264891327198,-148.726857791084
0.0231,-94.7400293664796,-145.70516443665
0.02315,-98.2301938617162,-142.647520390118
0.0232,-101.696121531228,-139.55468021258
0.02325,-105.136957243061,-136.427407081937
0.0233,-108.551851964211,-133.266472496515
0.02335,-111.939963113561,-130.072656354085
0.0234,-115.300454778958,-126.846746773784
0.02345,-118.632497811069,-123.589539704338
0.0235,-121.935269989259,-120.301838674531
0.02355,-125.207956479205,-116.984454986717
0.0236,-128.449749846416,-113.638207223408
0.02365,-131.659850076469,-110.26392082895
0.0237,-134.83746521245,-106.862428466734
0.02375,-137.981811270615,-103.434569453507
0.0238,-141.092112374186,-99.9811895028553
0.02385,-144.167601060334,-96.5031406379712
0.0239,-147.207518579663,-93.0012810964303
0.02395,-150.21111489989,-89.4764749299738
0.024,-153.177648786594,-85.9295917057642
0.02405,-156.106388395897,-82.3615066527763
0.0241,-158.99661116962,-78.7731001910257
0.02415,-161.847603830338,-75.1652575901452
0.0242,-164.658663001436,-71.5388690758044
0.02425,-167.429095166461,-67.894829450853
0.0243,-170.15821672141,-64.23403780314
0.02435,-172.845354205898,-60.5573973225991
0.0244,-175.489844718477,-56.8658152276418
0.02445,-178.091035819193,-53.1602023856088
0.0245,-180.648285505221,-49.4414730034432
0.02455,-183.160962943523,-45.7105446836008
0.0246,-185.62844824196,-41.9683380065155
0.02465,-188.050132438278,-38.2157762482329
0.0247,-190.425418037952,-34.4537853036618
0.02475,-192.753719072419,-30.6832934216169
0.0248,-195.034461051699,-26.9052309101258
0.02485,-197.267081091778,-23.1205299051039
0.0249,-199.45102846297,-19.3301242630896
0.02495,-201.585764387486,-15.5349492280923
0.025,-203.670761899124,-11.7359411469065
0.02505,-205.705506708108,-7.93403739982896
0.0251,-207.689496850685,-4.13017606214511
0.02515,-209.62224268447,-0.325295662037319
0.0252,-211.503267298117,3.47966500933811
0.02525,-213.332106701381,7.2837671200973
0.0253,-215.108309669797,11.086072063278
0.02535,-216.831437750842,14.8856416931474
0.0254,-218.501065947322,18.6815385126217
0.02545,-220.116782404856,22.4728259388142
0.0255,-221.678188191999,26.2585685321976
0.02555,-223.184898201323,30.037832216734
0.0256,-224.636540764058,33.8096845185612
0.02565,-226.03275762059,37.5731947851357
0.0257,-227.373204179715,41.3274344229551
0.02575,-228.657549855008,45.0714771392677
0.0258,-229.885477801092,48.8043991518876
0.02585,-231.056684791534,52.525279392351
0.0259,-232.170882025602,56.2331998091958
0.02595,-233.227794694763,59.9272455440281
0.026,-234.227161784963,63.6065051090723
0.02605,-235.168736793882,67.270070715201
0.0261,-236.052287518075,70.9170384541735
0.02615,-236.877595905167,74.5465084805355
0.0262,-237.644458167242,78.1575852449527
0.02625,-238.352685261233,81.7493778059333
0.0263,-239.00210252323,85.320999962688
0.02635,-239.592549420511,88.871570393652
0.0264,-240.123880458636,92.4002130993291
0.02645,-240.595964640965,95.9060574704586
0.0265,-241.008685300126,99.3882384344573
0.02655,-241.361940607463,102.845896817403
0.0266,-241.655643541833,106.278179539764
0.02665,-241.8897216273,109.684239733448
0.0267,-242.064116898916,113.063236929993
0.02675,-242.178786510418,116.414337479556
0.0268,-242.233702278866,119.736714591866
0.02685,-242.228850321328,123.029548386168
0.0269,-242.164232030535,126.292026484912
0.02695,-242.039863447021,129.523343963232
0.027,-241.855775121562,132.722703480988
0.02705,-241.612012409894,135.889315615568
0.0271,-241.308635614146,139.022399126036
0.02715,-240.945719617045,142.121180984774
0.0272,-240.523353708406,145.184896488425
0.02725,-240.041642291863,148.212789807295
0.0273,-239.500704338429,151.204113915974
0.02735,-238.900673016023,154.158130587789
0.0274,-238.241696513923,157.07411104031
0.02745,-237.523937533137,159.951335861007
0.0275,-236.747573086139,162.789095088265
0.02755,-235.912794603146,165.586688474201
0.0276,-235.019808222167,168.343425855934
0.02765,-234.068834336507,171.058627088609
0.0277,-233.060107298566,173.731622056186
0.02775,-231.99387618897,176.361751360415
0.0278,-230.870404190965,178.9483661281
0.02785,-229.689968275026,181.490827994679
0.0279,-228.452859751108,183.988509684148
0.02795,-227.15938398332,186.440795019878
0.028,-225.809860080742,188.847078910018
0.02805,-224.404620843862,191.206767513607
0.0281,-222.944013167789,193.519278741288
0.02815,-221.428397524057,195.784042083702
0.0282,-219.858147564679,198.000498508489
0.02825,-218.233650911998,200.168101284854
0.0283,-216.555308481692,202.286315667687
0.02835,-214.823534217235,204.354618884394
0.0284,-213.038755390122,206.372500598161
0.02845,-211.201412504152,208.339463043015
0.0285,-209.311958899409,210.255020902747
0.02855,-207.37086056301,212.118701359564
0.0286,-205.378596602392,213.930044730837
0.02865,-203.335658684958,215.688604193605
0.0287,-201.242550569766,217.393945563047
0.02875,-199.099788874513,219.045648236988
0.0288,-196.907902376379,220.643304764377
0.02885,-194.667431787648,222.186520844334
0.0289,-192.378929836394,223.674915637823
0.02895,-190.042961314865,225.108122047093
0.029,-187.660102622326,226.485786485364
0.02905,-185.230941470083,227.807568797851
0.0291,-182.756077377796,229.073143026915
0.02915,-180.236121073628,230.282197014625
0.0292,-177.671694093073,231.434432189904
0.02925,-175.063429261112,232.529564359966
0.0293,-172.41197021934,233.567323424505
0.02935,-169.717971122029,234.547453267198
0.0294,-166.982096560642,235.469711921291
0.02945,-164.20502170434,236.333871996123
0.0295,-161.387431809195,237.139720342046
0.02955,-158.530021850909,237.887057843479
0.0296,-155.633496996731,238.575700292665
0.02965,-152.698571996652,239.205477880165
0.0297,-149.725970847893,239.776235010237
0.02975,-146.716427017114,240.287830888238
0.0298,-143.670683157344,240.740139417265
0.02985,-140.589490744219,241.133048972773
0.0299,-137.473609884926,241.466462419136
0.02995,-134.323809496553,241.740297670677
0.03,-131.140866809267,241.954487262513
0.03005,-127.925566961405,242.108978023885
0.0301,-124.678703402367,242.203732031094
0.03015,-121.401077306153,242.238726004082
0.0302,-118.093497286773,242.213951153362
0.03025,-114.756779415595,242.129413551489
0.0303,-111.391747064231,241.985134208383
0.03035,-107.999230512815,241.78114873807
0.0304,-104.580066683842,241.517507231697
0.03045,-101.135099305567,241.194274927973
0.0305,-97.6651784317888,240.811531698413
0.03055,-94.1711600509932,240.369371652082
0.0306,-90.6539063455318,239.867904059965
0.03065,-87.1142851912537,239.30725275174
0.0307,-83.5531698907339,238.687555957118
0.03075,-79.9714390480318,238.008966472401
0.0308,-76.3699764736164,237.271651894603
0.03085,-72.7496707954738,236.475794195589
0.0309,-69.1114151580513,235.621589465896
0.03095,-65.4561073226842,234.709248660103
0.031,-61.7846492219878,233.738996994769
0.03105,-58.0979466420154,232.711073609952
0.0311,-54.3969092510635,231.625732215872
0.03115,-50.6824502643729,230.48324072422
0.0312,-46.9554861529047,229.283880974284
0.03125,-43.2169364397841,228.027948732678
0.0313,-39.4677236072973,226.715754053794
0.03135,-35.7087727389829,225.347620781302
0.0314,-31.9410112215362,223.923886184139
0.03145,-28.1653687416787,222.444901736199
0.0315,-24.3827769044543,220.911032454063
0.03155,-20.5941689685687,219.32265661132
0.0316,-16.8004797170097,217.680166123485
0.03165,-13.002645210823,215.983966383149
0.0317,-9.20160250760814,214.234475891591
0.03175,-5.39828942592334,212.432126113758
0.0318,-1.59364440162539,210.577361923743
0.03185,2.21139381477558,208.670641056681
0.0319,6.01588641948893,206.712433663252
0.03195,9.81889469332207,204.703223080271
0.032,13.6194802958246,202.643505137296
0.03205,17.416705495199,200.533787915917
0.0321,21.2096333865297,198.374591902276
0.03215,24.9973281178476,196.166449983154
0.0322,28.778855131824,193.909907007976
0.03225,32.5532813914317,191.605519527653
0.0323,36.3196756172507,189.253856278698
0.03235,40.077108514315,186.855497596308
0.0324,43.8246529734886,184.41103498543
0.03245,47.5613843545446,181.921071701694
0.0325,51.2863806855687,179.386222193547
0.03255,54.998722869117,176.807111827367
0.0326,58.6974949269492,174.184376860658
0.03265,62.3817842645784,171.518664548354
0.0327,66.0506818482933,168.81063266248
0.03275,69.703282384874,166.060949147633
0.0328,73.3386846840709,163.270292595912
0.03285,76.9559917879045,160.439351640934
0.0329,80.5543111278155,157.568824599855
0.03295,84.1327548868369,154.659419776578
0.033,87.6904401691676,151.711855115184
0.03305,91.2264891577784,148.726857855014
0.0331,94.7400293382758,145.705164375228
0.03315,98.2301938480576,142.647520357067
0.0332,101.69612156977,139.55468028902
0.03325,105.136957236216,136.42740707363
0.0333,108.551851937169,133.266472447278
0.03335,111.939963135571,130.072656387223
0.0334,115.300454799885,126.846746810101
0.03345,118.632497774613,123.589539651075
0.0335,121.935269985194,120.3018386652
0.03355,125.207956521924,116.984455044466
0.0336,128.44974980511,113.638207174038
0.03365,131.659850051107,110.263920796591
0.0337,134.837465269658,106.862428529859
0.03375,137.981811272946,103.434569459252
0.0338,141.092112333456,99.981189461299
0.03385,144.167601079168,96.5031406530833
0.0339,147.207518616487,93.0012811318432
0.03395,150.211114850109,89.4764748884246
0.034,153.177648772599,85.9295916918529
0.03405,156.10638845679,82.3615066997797
0.0341,158.996611133418,78.7731001671312
0.03415,161.847603792024,75.1652575625054
0.0342,164.65866306073,71.5388691126175
0.03425,167.42909518272,67.8948294632461
0.0343,170.158216667396,64.2340377720718
0.03435,172.84535421658,60.5573973259822
0.0344,175.489844772751,56.8658152565823
0.03445,178.091035757595,53.1602023574199
0.0345,180.648285479072,49.4414729898532
0.03455,183.160963021846,45.7105447161202
0.0346,185.628448217977,41.9683379993621
0.03465,188.050132386829,38.2157762287849
0.0347,190.425418090455,34.4537853195592
0.03475,192.753719105522,30.6832934337602
0.0348,195.034460985622,26.9052308916718
0.03485,197.267081090836,23.1205299028228
0.0349,199.451028534759,19.330124280826
0.03495,201.585764316143,15.5349492142041
0.035,203.670761859851,11.7359411379944
