"time","c.v","opAmp.out.v","opAmp.out.i"
0,0,-4.99933342221315,0.00499966671110519
0.0005,0.0156822782399803,-4.98365323466476,0.00498398547821104
0.001,0.0313153936321431,-4.96802220340875,0.00496835340488763
0.0015,0.0468994799932097,-4.95244019464547,0.00495277035732715
0.002,0.0624346869544301,-4.93690705877459,0.00493723618590832
0.0025,0.0779211583866072,-4.92142265192452,0.00492175074676993
0.003,0.0933590418752073,-4.90598682654664,0.00490631389233636
0.0035,0.108748499695187,-4.89059942038406,0.00489092546034345
0.004,0.12408968455269,-4.87526028074559,0.00487558529809526
0.0045,0.139382752035967,-4.85996925206233,0.0048602932500139
0.005,0.154627851093635,-4.84472618541343,0.00484504916716067
0.0055,0.169825131583993,-4.82953093095873,0.00482985289968728
0.006,0.184974745103325,-4.81438333711282,0.00481470429600753
0.0065,0.200076842106263,-4.79928325346268,0.00479960320567684
0.007,0.21513157278414,-4.78423052980848,0.00478454947851387
0.0075,0.23013908806897,-4.76922501525756,0.00476954296359668
0.008,0.245099534266081,-4.75426656352695,0.00475458351462968
0.0085,0.26001305525506,-4.73935503074507,0.00473967098774289
0.009,0.274879802260259,-4.72449026569954,0.00472480523172203
0.0095,0.289699923633417,-4.70967212008233,0.00470998609822524
0.01,0.304473559568234,-4.69490045369891,0.00469521344706819
0.0105,0.319200858492642,-4.68017511816132,0.00468048712983281
0.011,0.333881967928578,-4.66549596594756,0.00466580699900703
0.0115,0.348517032620627,-4.6508628523334,0.00465117290985588
0.012,0.363106191330166,-4.63627563858982,0.00463658472362726
0.0125,0.377649592812433,-4.62173417596912,0.00462204229157584
0.013,0.392147382141638,-4.60723831941401,0.00460754546863707
0.0135,0.40659969868353,-4.59278792959594,0.0045930941154545
0.014,0.421006684207448,-4.57838286474832,0.00457868809026824
0.0145,0.435368484352357,-4.56402297925429,0.00456432724744903
0.015,0.449685242551443,-4.54970812970856,0.00455001144357324
0.015,0.449685242551443,-4.54970812969524,0.00455001144357325
0.0155,0.463760993713053,-4.41065091950854,0.00441094496289231
0.016,0.47740055713489,-4.27202983888098,0.00427231464087585
0.0165,0.490605244890683,-4.13384357596858,0.00413411916553759
0.017,0.503376449792184,-3.99609073811202,0.00399635714415861
0.0175,0.515715535957356,-3.85876996138235,0.00385902721271189
0.018,0.527623865579376,-3.72187988376904,0.00372212800909504
0.0185,0.53910278801647,-3.585419156098,0.00358565818403979
0.019,0.550153642528094,-3.44938643928039,0.00344961639837596
0.0195,0.560777776571746,-3.31378038604058,0.00331400130473585
0.02,0.570976529277768,-3.17859965743628,0.0031788115640784
0.0205,0.580751245743234,-3.04384290853665,0.0030440458313962
0.021,0.590103246214115,-2.90950881927765,0.00290970278653127
0.0215,0.5990338585368,-2.77559606198796,0.00277578110172573
0.022,0.607544408428473,-2.64210331112791,0.00264227945135079
0.0225,0.615636203587702,-2.50902925917673,0.00250919652779502
0.023,0.623310569460863,-2.37637258086121,0.00237653100570041
0.0235,0.630568800804202,-2.2441319815969,0.00224428159039703
0.024,0.637412217121754,-2.11230614205915,0.00211244696246878
0.0245,0.643842107106534,-1.98089377372201,0.00198102583330855
0.025,0.649859775852796,-1.84989357167265,0.00185001689790909
0.0255,0.655466517365993,-1.71930424206934,0.0017194188623512
0.026,0.660663614852844,-1.58912450188176,0.0015892304435137
0.0265,0.665452357205174,-1.45935306238743,0.00145945035259067
0.027,0.669834026194029,-1.32998864198819,0.00133007730789651
0.0275,0.673809899589392,-1.20102996308269,0.0012011100317464
0.028,0.677381245452945,-1.07247575777847,0.0010725472561632
0.0285,0.680549334384291,-0.944324755648429,0.000944387710632
0.029,0.683315430487052,-0.816575692753618,0.000816630131133431
0.0295,0.685680793668159,-0.689227309356721,0.000689273257844551
0.03,0.687646681531602,-0.562278348021916,0.000562315833245197
0.0305,0.689214348484817,-0.435727554508325,0.00043575660301155
0.031,0.690385041641172,-0.30957368186757,0.000309594320113371
0.0315,0.691160005527099,-0.183815485741284,0.000183827740107186
0.032,0.691540480642852,-0.0584517257937178,5.84556225754295e-05
0.0325,0.691527706776483,0.0665188375981174,-6.65232721873095e-05
0.033,0.691122916191949,0.191097436533644,-0.000191110176362846
0.0335,0.690327337958767,0.315285299918588,-0.000315306318938773
0.034,0.68914219750005,0.439083653013261,-0.000439112925256516
0.0345,0.687568716666483,0.562493717504164,-0.000562531217085316
0.035,0.685608114017866,0.685516711787515,-0.000685562412903746
0.035,0.685608114017866,0.68551671178918,-0.000685562412903746
0.0355,0.683457734558124,0.683366619008696,-0.000683412176783523
0.036,0.681314093868138,0.681223264100139,-0.000681268678983864
