"time","constantSpeed.phi"
0,1.5707963267949
5e-05,1.57865030842887
0.0001,1.58650429006285
0.00015,1.59435827169682
0.0002,1.60221225333079
0.00025,1.61006623496477
0.0003,1.61792021659874
0.00035,1.62577419823272
0.0004,1.63362817986669
0.00045,1.64148216150067
0.0005,1.64933614313464
0.00055,1.65719012476862
0.0006,1.66504410640259
0.00065,1.67289808803656
0.0007,1.68075206967054
0.00075,1.68860605130451
0.0008,1.69646003293849
0.00085,1.70431401457246
0.0009,1.71216799620644
0.00095,1.72002197784041
0.001,1.72787595947439
0.00105,1.73572994110836
0.0011,1.74358392274234
0.00115,1.75143790437631
0.0012,1.75929188601028
0.00125,1.76714586764426
0.0013,1.77499984927823
0.00135,1.78285383091221
0.0014,1.79070781254618
0.00145,1.79856179418016
0.0015,1.80641577581413
0.00155,1.81426975744811
0.0016,1.82212373908208
0.00165,1.82997772071605
0.0017,1.83783170235003
0.00175,1.845685683984
0.0018,1.85353966561798
0.00185,1.86139364725195
0.0019,1.86924762888593
0.00195,1.8771016105199
0.002,1.88495559215388
0.00205,1.89280957378785
0.0021,1.90066355542182
0.00215,1.9085175370558
0.0022,1.91637151868977
0.00225,1.92422550032375
0.0023,1.93207948195772
0.00235,1.9399334635917
0.0024,1.94778744522567
0.00245,1.95564142685965
0.0025,1.96349540849362
0.00255,1.9713493901276
0.0026,1.97920337176157
0.00265,1.98705735339554
0.0027,1.99491133502952
0.00275,2.00276531666349
0.0028,2.01061929829747
0.00285,2.01847327993144
0.0029,2.02632726156542
0.00295,2.03418124319939
0.003,2.04203522483337
0.00305,2.04988920646734
0.0031,2.05774318810131
0.00315,2.06559716973529
0.0032,2.07345115136926
0.00325,2.08130513300324
0.0033,2.08915911463721
0.00335,2.09701309627119
0.0034,2.10486707790516
0.00345,2.11272105953914
0.0035,2.12057504117311
0.00355,2.12842902280709
0.0036,2.13628300444106
0.00365,2.14413698607503
0.0037,2.15199096770901
0.00375,2.15984494934298
0.0038,2.16769893097696
0.00385,2.17555291261093
0.0039,2.18340689424491
0.00395,2.19126087587888
0.004,2.19911485751286
0.00405,2.20696883914683
0.0041,2.2148228207808
0.00415,2.22267680241478
0.0042,2.23053078404875
0.00425,2.23838476568273
0.0043,2.2462387473167
0.00435,2.25409272895068
0.0044,2.26194671058465
0.00445,2.26980069221863
0.0045,2.2776546738526
0.00455,2.28550865548657
0.0046,2.29336263712055
0.00465,2.30121661875452
0.0047,2.3090706003885
0.00475,2.31692458202247
0.0048,2.32477856365645
0.00485,2.33263254529042
0.0049,2.3404865269244
0.00495,2.34834050855837
0.005,2.35619449019235
0.00505,2.36404847182632
0.0051,2.37190245346029
0.00515,2.37975643509427
0.0052,2.38761041672824
0.00525,2.39546439836222
0.0053,2.40331837999619
0.00535,2.41117236163017
0.0054,2.41902634326414
0.00545,2.42688032489812
0.0055,2.43473430653209
0.00555,2.44258828816606
0.0056,2.45044226980004
0.00565,2.45829625143401
0.0057,2.46615023306799
0.00575,2.47400421470196
0.0058,2.48185819633594
0.00585,2.48971217796991
0.0059,2.49756615960389
0.00595,2.50542014123786
0.006,2.51327412287183
0.00605,2.52112810450581
0.0061,2.52898208613978
0.00615,2.53683606777376
0.0062,2.54469004940773
0.00625,2.55254403104171
0.0063,2.56039801267568
0.00635,2.56825199430966
0.0064,2.57610597594363
0.00645,2.58395995757761
0.0065,2.59181393921158
0.00655,2.59966792084555
0.0066,2.60752190247953
0.00665,2.6153758841135
0.0067,2.62322986574748
0.00675,2.63108384738145
0.0068,2.63893782901543
0.00685,2.6467918106494
0.0069,2.65464579228338
0.00695,2.66249977391735
0.007,2.67035375555132
0.00705,2.6782077371853
0.0071,2.68606171881927
0.00715,2.69391570045325
0.0072,2.70176968208722
0.00725,2.7096236637212
0.0073,2.71747764535517
0.00735,2.72533162698915
0.0074,2.73318560862312
0.00745,2.74103959025709
0.0075,2.74889357189107
0.00755,2.75674755352504
0.0076,2.76460153515902
0.00765,2.77245551679299
0.0077,2.78030949842697
0.00775,2.78816348006094
0.0078,2.79601746169492
0.00785,2.80387144332889
0.0079,2.81172542496287
0.00795,2.81957940659684
0.008,2.82743338823081
0.00805,2.83528736986479
0.0081,2.84314135149876
0.00815,2.85099533313274
0.0082,2.85884931476671
0.00825,2.86670329640069
0.0083,2.87455727803466
0.00835,2.88241125966864
0.0084,2.89026524130261
0.00845,2.89811922293658
0.0085,2.90597320457056
0.00855,2.91382718620453
0.0086,2.92168116783851
0.00865,2.92953514947248
0.0087,2.93738913110646
0.00875,2.94524311274043
0.0088,2.95309709437441
0.00885,2.96095107600838
0.0089,2.96880505764235
0.00895,2.97665903927633
0.009,2.9845130209103
0.00905,2.99236700254428
0.0091,3.00022098417825
0.00915,3.00807496581223
0.0092,3.0159289474462
0.00925,3.02378292908018
0.0093,3.03163691071415
0.00935,3.03949089234812
0.0094,3.0473448739821
0.00945,3.05519885561607
0.0095,3.06305283725005
0.00955,3.07090681888402
0.0096,3.078760800518
0.00965,3.08661478215197
0.0097,3.09446876378595
0.00975,3.10232274541992
0.0098,3.1101767270539
0.00985,3.11803070868787
0.0099,3.12588469032184
0.00995,3.13373867195582
0.01,3.14159265358979
0.01005,3.14944663522377
0.0101,3.15730061685774
0.01015,3.16515459849172
0.0102,3.17300858012569
0.01025,3.18086256175967
0.0103,3.18871654339364
0.01035,3.19657052502761
0.0104,3.20442450666159
0.01045,3.21227848829556
0.0105,3.22013246992954
0.01055,3.22798645156351
0.0106,3.23584043319749
0.01065,3.24369441483146
0.0107,3.25154839646544
0.01075,3.25940237809941
0.0108,3.26725635973339
0.01085,3.27511034136736
0.0109,3.28296432300133
0.01095,3.29081830463531
0.011,3.29867228626928
0.01105,3.30652626790326
0.0111,3.31438024953723
0.01115,3.32223423117121
0.0112,3.33008821280518
0.01125,3.33794219443916
0.0113,3.34579617607313
0.01135,3.3536501577071
0.0114,3.36150413934108
0.01145,3.36935812097505
0.0115,3.37721210260903
0.01155,3.385066084243
0.0116,3.39292006587698
0.01165,3.40077404751095
0.0117,3.40862802914493
0.01175,3.4164820107789
0.0118,3.42433599241287
0.01185,3.43218997404685
0.0119,3.44004395568082
0.01195,3.4478979373148
