"time","imcQS.rotorCage.port_p.reference.gamma","speed.phi"
0.1235,68.8390887342658,-15.8056078946134
0.124,69.0949321859925,-15.854989804137
0.1245,69.3505400182702,-15.9042539039361
0.125,69.6059122310989,-15.9534001940107
0.1255,69.8610488244785,-16.0024286743608
0.126,70.1159497984091,-16.0513393449863
0.1265,70.3706151528908,-16.1001322058874
0.127,70.6250448879234,-16.148807257064
0.1275,70.879239003507,-16.197364498516
0.128,71.1331974996415,-16.2458039302435
0.1285,71.3869203763271,-16.2941255522466
0.129,71.6404076335636,-16.3423293645251
0.1295,71.8936592713511,-16.3904153670791
0.13,72.1466752896896,-16.4383835599086
0.1305,72.3994556885791,-16.4862339430136
0.131,72.6520004680195,-16.5339665163941
0.1315,72.9043096280109,-16.58158128005
0.132,73.1563831685534,-16.6290782339815
0.1325,73.4082210896468,-16.6764573781884
0.133,73.6598233912911,-16.7237187126709
0.1335,73.9111900734865,-16.7708622374288
0.134,74.1623211362328,-16.8178879524622
0.1345,74.4132165795301,-16.8647958577712
0.135,74.6638764033784,-16.9115859533556
0.1355,74.9143006077777,-16.9582582392154
0.136,75.164489192728,-17.0048127153508
0.1365,75.4144421582292,-17.0512493817617
0.137,75.6641595042814,-17.0975682384481
0.1375,75.9136412308846,-17.1437692854099
0.138,76.1628873380388,-17.1898525226473
0.1385,76.411897825744,-17.2358179501601
0.139,76.6606726940001,-17.2816655679484
0.1395,76.9092119428072,-17.3273953760123
0.14,77.1575155721653,-17.3730073743516
0.1405,77.4055835820744,-17.4185015629664
0.141,77.6534159725345,-17.4638779418566
0.1415,77.9010127435455,-17.5091365110224
0.142,78.1483738951075,-17.5542772704637
0.1425,78.3954994272206,-17.5993002201805
0.143,78.6423893398845,-17.6442053601727
0.1435,78.8890436330995,-17.6889926904404
0.144,79.1354623068655,-17.7336622109837
0.1445,79.3816453611824,-17.7782139218024
0.145,79.6275927960503,-17.8226478228966
0.1455,79.8733046114692,-17.8669639142663
0.146,80.1187808074391,-17.9111621959115
0.1465,80.3640213839599,-17.9552426678322
0.147,80.6090263410318,-17.9992053300283
0.1475,80.8537956786546,-18.0430501825
0.148,81.0983293968284,-18.0867772252472
0.1485,81.3426274955531,-18.1303864582698
0.149,81.5866899748289,-18.1738778815679
0.1495,81.8305168346556,-18.2172514951416
0.15,82.0741080750334,-18.2605072989907
0.1505,82.317463695962,-18.3036452931153
0.151,82.5605836974417,-18.3466654775154
0.1515,82.8034680794724,-18.389567852191
0.152,83.046116842054,-18.432352417142
0.1525,83.2885299851866,-18.4750191723686
0.153,83.5307075088703,-18.5175681178707
0.1535,83.7726494131048,-18.5599992536482
0.154,84.0143556978904,-18.6023125797012
0.1545,84.255826363227,-18.6445080960298
0.155,84.4970614091145,-18.6865858026338
0.1555,84.738060835553,-18.7285456995133
0.156,84.9788246425425,-18.7703877866683
0.1565,85.2193528300829,-18.8121120640988
0.157,85.4596453981744,-18.8537185318048
0.1575,85.6997023468168,-18.8952071897862
0.158,85.9395236760102,-18.9365780380432
0.1585,86.1791093857546,-18.9778310765757
0.159,86.41845947605,-19.0189663053836
0.1595,86.6575739468963,-19.059983724467
0.16,86.8964527982937,-19.1008833338259
0.1605,87.135096030242,-19.1416651334604
0.161,87.3735036427413,-19.1823291233703
0.1615,87.6116756357916,-19.2228753035557
0.162,87.8496120093928,-19.2633036740165
0.1625,88.0873127635451,-19.3036142347529
0.163,88.3247778982483,-19.3438069857648
0.1635,88.5620074135025,-19.3838819270521
0.164,88.7990013093077,-19.423839058615
0.1645,89.0357595856638,-19.4636783804533
0.165,89.272282242571,-19.5033998925671
0.1655,89.5085692800291,-19.5430035949565
0.166,89.7446206980382,-19.5824894876213
0.1665,89.9804364965983,-19.6218575705616
0.167,90.2160166757093,-19.6611078437773
0.1675,90.4513612353714,-19.7002403072686
0.168,90.6864701755844,-19.7392549610354
0.1685,90.9213434963484,-19.7781518050777
0.169,91.1559811976634,-19.8169308393954
0.1695,91.3903832795294,-19.8555920639886
0.17,91.6245497419463,-19.8941354788574
0.1705,91.8584805849142,-19.9325610840016
0.171,92.0921758084332,-19.9708688794213
0.1715,92.3256354125031,-20.0090588651165
0.172,92.5588593971239,-20.0471310410872
0.1725,92.7918477622958,-20.0850854073334
0.173,93.0246005080186,-20.122921963855
0.1735,93.2571176342924,-20.1606407106522
0.174,93.4893991411172,-20.1982416477249
0.1745,93.721445028493,-20.235724775073
0.175,93.9532552964198,-20.2730900926966
0.1755,94.1848299448975,-20.3103376005958
0.176,94.4161689739262,-20.3474672987704
0.1765,94.6472723835059,-20.3844791872205
0.177,94.8781401736366,-20.4213732659461
0.1775,95.1087723443183,-20.4581495349472
0.178,95.3391688955509,-20.4948079942237
0.1785,95.5693298273345,-20.5313486437758
0.179,95.7992551396691,-20.5677714836034
0.1795,96.0289448325547,-20.6040765137064
0.18,96.2583989059913,-20.6402637340849
0.1805,96.4876173599788,-20.676333144739
0.181,96.7166001945173,-20.7122847456685
0.1815,96.9453474096068,-20.7481185368735
0.182,97.1738590052473,-20.783834518354
0.1825,97.4021349814388,-20.81943269011
0.183,97.6301753381813,-20.8549130521415
0.1835,97.8579800754747,-20.8902756044484
0.184,98.0855491933191,-20.9255203470309
0.1845,98.3128826917145,-20.9606472798888
0.185,98.5399805706609,-20.9956564030223
0.1855,98.7668428301582,-21.0305477164312
0.186,98.9934694702065,-21.0653212201156
0.1865,99.2198604908059,-21.0999769140756
0.187,99.4460158919562,-21.134514798311
0.1875,99.6719356736574,-21.1689348728219
0.188,99.8976198359097,-21.2032371376082
0.1885,100.123068378713,-21.2374215926701
0.189,100.348281302067,-21.2714882380075
0.1895,100.573258605972,-21.3054370736203
0.19,100.798000290429,-21.3392680995087
0.1905,101.022506355436,-21.3729813156725
0.191,101.246776800994,-21.4065767221118
0.1915,101.470811627103,-21.4400543188267
0.192,101.694610833763,-21.473414105817
0.1925,101.918174420974,-21.5066560830828
0.193,102.141502388736,-21.539780250624
0.1935,102.364594737049,-21.5727866084408
0.194,102.587451465913,-21.6056751565331
0.1945,102.810072575328,-21.6384458949008
0.195,103.032458065294,-21.6710988235441
0.1955,103.254607935811,-21.7036339424628
0.196,103.476522186879,-21.7360512516571
0.1965,103.698200818498,-21.7683507511268
0.197,103.919643830668,-21.800532440872
0.1975,104.140851223389,-21.8325963208927
0.198,104.361822996661,-21.8645423911889
0.1985,104.582559150484,-21.8963706517606
0.199,104.803059684857,-21.9280811026077
0.1995,105.023324599782,-21.9596737437304
0.2,105.243353895258,-21.9911485751286
0.2005,105.463147571285,-22.0225055968022
0.201,105.682705627863,-22.0537448087513
0.2015,105.902028064991,-22.084866210976
0.202,106.121114882671,-22.1158698034761
0.2025,106.339966080902,-22.1467555862517
0.203,106.558581659683,-22.1775235593028
0.2035,106.776961619016,-22.2081737226294
0.204,106.9951059589,-22.2387060762314
0.2045,107.213014679334,-22.269120620109
0.205,107.43068778032,-22.2994173542621
0.2055,107.648125261857,-22.3295962786906
0.206,107.865327123944,-22.3596573933946
0.2065,108.082293366583,-22.3896006983742
0.207,108.299023989772,-22.4194261936292
0.2075,108.515518993513,-22.4491338791597
0.208,108.731778377804,-22.4787237549657
0.2085,108.947802142647,-22.5081958210472
0.209,109.16359028804,-22.5375500774042
0.2095,109.379142813985,-22.5667865240366
0.21,109.59445972048,-22.5959051609446
0.2105,109.809541007526,-22.624905988128
0.211,110.024386675124,-22.653789005587
0.2115,110.238996723272,-22.6825542133214
0.212,110.453371151971,-22.7112016113313
0.2125,110.667509961222,-22.7397311996167
0.213,110.881413151023,-22.7681429781777
0.2135,111.095080721375,-22.796436947014
0.214,111.308512672279,-22.8246131061259
0.2145,111.521709003733,-22.8526714555133
0.215,111.734669715738,-22.8806119951762
0.2155,111.947394808294,-22.9084347251145
0.216,112.159884281401,-22.9361396453284
0.2165,112.37213813506,-22.9637267558177
0.217,112.584156369269,-22.9911960565825
0.2175,112.795938984029,-23.0185475476228
0.218,113.00748597934,-23.0457812289387
0.2185,113.218797355202,-23.0728971005299
0.219,113.429873111615,-23.0998951623967
0.2195,113.640713248579,-23.126775414539
0.22,113.851317766094,-23.1535378569568
0.2205,114.06168666416,-23.18018248965
0.221,114.271819942777,-23.2067093126188
0.2215,114.481717601945,-23.233118325863
0.222,114.691379641664,-23.2594095293828
0.2225,114.900806061934,-23.285582923178
0.223,115.109996862755,-23.3116385072487
0.2235,115.318952044127,-23.3375762815949
0.224,115.52767160605,-23.3633962462166
0.2245,115.736155548523,-23.3890984011138
0.225,115.944403871548,-23.4146827462864
0.2255,116.152416575124,-23.4401492817346
0.226,116.360193659251,-23.4654980074582
0.2265,116.567735123929,-23.4907289234574
0.227,116.775040969157,-23.515842029732
0.2275,116.982111194937,-23.5408373262821
0.228,117.188945801268,-23.5657148131078
0.2285,117.39554478815,-23.5904744902089
0.229,117.601908155582,-23.6151163575855
0.2295,117.808035903566,-23.6396404152375
0.23,118.013928032101,-23.6640466631651
0.2305,118.219584541186,-23.6883351013682
0.231,118.425005430823,-23.7125057298467
0.2315,118.63019070101,-23.7365585486008
0.232,118.835140351749,-23.7604935576303
0.2325,119.039854383039,-23.7843107569354
0.233,119.244332794879,-23.8080101465159
0.2335,119.448575587271,-23.8315917263719
0.234,119.652582760213,-23.8550554965034
0.2345,119.856354313707,-23.8784014569104
0.235,120.059890247751,-23.9016296075928
0.2355,120.263190562346,-23.9247399485508
0.236,120.466255257493,-23.9477324797843
0.2365,120.66908433319,-23.9706072012932
0.237,120.871677789439,-23.9933641130777
0.2375,121.074035626238,-24.0160032151376
0.238,121.276157843588,-24.038524507473
0.2385,121.47804444149,-24.0609279900839
0.239,121.679695419942,-24.0832136629703
0.2395,121.881110778945,-24.1053815261322
0.24,122.082290518499,-24.1274315795696
0.2405,122.283234638605,-24.1493638232825
0.241,122.483943139261,-24.1711782572709
0.2415,122.684416020468,-24.1928748815347
0.242,122.884653282226,-24.2144536960741
0.2425,123.084654924535,-24.2359147008889
0.243,123.284420947396,-24.2572578959792
0.2435,123.483951350807,-24.278483281345
0.244,123.683246134769,-24.2995908569863
0.2445,123.882305299282,-24.3205806229031
0.245,124.081128844346,-24.3414525790954
0.2455,124.279716769961,-24.3622067255632
0.246,124.478069076127,-24.3828430623065
0.2465,124.676185762844,-24.4033615893252
0.247,124.874066830112,-24.4237623066195
0.2475,125.071712277931,-24.4440452141892
0.248,125.269122106301,-24.4642103120344
0.2485,125.466296315222,-24.4842576001552
0.249,125.663234904694,-24.5041870785514
0.2495,125.859937874717,-24.5239987472231
0.25,126.05640522529,-24.5436926061703
0.2505,126.252636956415,-24.5632686553929
0.251,126.448633068091,-24.5827268948911
0.2515,126.644393560318,-24.6020673246648
0.252,126.839918433096,-24.6212899447139
0.2525,127.035207686425,-24.6403947550386
0.253,127.230261320304,-24.6593817556387
0.2535,127.425079334735,-24.6782509465143
0.254,127.619661729717,-24.6970023276654
0.2545,127.814008505249,-24.715635899092
0.255,128.008119661333,-24.7341516607941
0.2555,128.201995197968,-24.7525496127717
0.256,128.395635115153,-24.7708297550248
0.2565,128.58903941289,-24.7889920875534
0.257,128.782208091178,-24.8070366103574
0.2575,128.975141150016,-24.824963323437
0.258,129.167838589406,-24.842772226792
0.2585,129.360300409346,-24.8604633204225
0.259,129.552526609838,-24.8780366043286
0.2595,129.74451719088,-24.8954920785101
0.26,129.936272152474,-24.9128297429671
0.2605,130.127791494618,-24.9300495976996
0.261,130.319075217314,-24.9471516427075
0.2615,130.51012332056,-24.964135877991
0.262,130.700935804358,-24.98100230355
0.2625,130.891512668706,-24.9977509193844
0.263,131.081853913605,-25.0143817254944
0.2635,131.271959539056,-25.0308947218798
0.264,131.461829545057,-25.0472899085407
0.2645,131.651463931609,-25.0635672854771
0.265,131.840862698713,-25.079726852689
0.2655,132.030025846367,-25.0957686101764
0.266,132.218953374572,-25.1116925579393
0.2665,132.407645283328,-25.1274986959777
0.267,132.596101572636,-25.1431870242915
0.2675,132.784322242494,-25.1587575428809
0.268,132.972307292903,-25.1742102517457
0.2685,133.160056723863,-25.1895451508861
0.269,133.347570535374,-25.2047622403019
0.2695,133.534848727436,-25.2198615199932
0.27,133.72189130005,-25.23484298996
0.2705,133.908698253214,-25.2497066502023
0.271,134.095269586929,-25.2644525007201
0.2715,134.281605301195,-25.2790805415134
0.272,134.467705396012,-25.2935907725821
0.2725,134.65356987138,-25.3079831939264
0.273,134.839198727299,-25.3222578055462
0.2735,135.024591963769,-25.3364146074414
0.274,135.20974958079,-25.3504535996121
0.2745,135.394671578362,-25.3643747820583
0.275,135.579357956485,-25.37817815478
0.2755,135.763808715158,-25.3918637177773
0.276,135.948023854383,-25.4054314710499
0.2765,136.132003374159,-25.4188814145981
0.277,136.315747274486,-25.4322135484218
0.2775,136.499255555364,-25.445427872521
0.278,136.682528216793,-25.4585243868956
0.2785,136.865565258772,-25.4715030915458
0.279,137.048366681303,-25.4843639864714
0.2795,137.230932484385,-25.4971070716725
0.28,137.413262668018,-25.5097323471491
0.2805,137.595357232201,-25.5222398129012
0.281,137.777216176936,-25.5346294689288
0.2815,137.958839502222,-25.5469013152319
0.282,138.140227208058,-25.5590553518105
0.2825,138.321379294446,-25.5710915786646
0.283,138.502295761384,-25.5830099957941
0.2835,138.682976608874,-25.5948106031992
0.284,138.863421836915,-25.6064934008797
0.2845,139.043631445506,-25.6180583888357
0.285,139.223605434649,-25.6295055670672
0.2855,139.403343804342,-25.6408349355742
0.286,139.582846554587,-25.6520464943567
0.2865,139.762113685382,-25.6631402434147
0.287,139.941145196729,-25.6741161827482
0.2875,140.119941088626,-25.6849743123572
0.288,140.298501361074,-25.6957146322416
0.2885,140.476826014074,-25.7063371424016
0.289,140.654915047624,-25.716841842837
0.2895,140.832768461726,-25.727228733548
0.29,141.010386256378,-25.7374978145344
0.2905,141.187768431581,-25.7476490857963
0.291,141.364914987335,-25.7576825473337
0.2915,141.541825923641,-25.7675981991466
0.292,141.718501240497,-25.777396041235
0.2925,141.894940937904,-25.7870760735988
0.293,142.071145015862,-25.7966382962382
0.2935,142.247113474372,-25.8060827091531
0.294,142.422846313432,-25.8154093123434
0.2945,142.598343533043,-25.8246181058092
0.295,142.773605133205,-25.8337090895506
0.2955,142.948631113918,-25.8426822635674
0.296,143.123421475182,-25.8515376278597
0.2965,143.297976216997,-25.8602751824275
0.297,143.472295339364,-25.8688949272708
0.2975,143.646378842281,-25.8773968623896
0.298,143.820226725749,-25.8857809877838
0.2985,143.993838989768,-25.8940473034536
0.299,144.167215634338,-25.9021958093988
0.2995,144.340356659459,-25.9102265056196
0.3,144.513262065131,-25.9181393921158
0.3005,144.685931851353,-25.9259344688875
0.301,144.858366018127,-25.9336117359347
0.3015,145.030564565452,-25.9411711932574
0.302,145.202527493328,-25.9486128408556
0.3025,145.374254801755,-25.9559366787293
0.303,145.545746490733,-25.9631427068785
0.3035,145.717002560262,-25.9702309253031
0.304,145.888023010341,-25.9772013340033
0.3045,146.058807840972,-25.9840539329789
0.305,146.229357052154,-25.9907887222301
0.3055,146.399670643887,-25.9974057017567
0.306,146.56974861617,-26.0039048715588
0.3065,146.739590969005,-26.0102862316364
0.307,146.909197702391,-26.0165497819895
0.3075,147.078568816327,-26.0226955226181
0.308,147.247704310815,-26.0287234535222
0.3085,147.416604185854,-26.0346335747017
0.309,147.585268441443,-26.0404258861568
0.3095,147.753697077584,-26.0461003878873
0.31,147.921890094275,-26.0516570798934
0.3105,148.089847491518,-26.0570959621749
0.311,148.257569269311,-26.0624170347319
0.3115,148.425055427656,-26.0676202975644
0.312,148.592305966551,-26.0727057506724
0.3125,148.759320885998,-26.0776733940559
0.313,148.926100185995,-26.0825232277149
0.3135,149.092643866544,-26.0872552516494
0.314,149.258951927643,-26.0918694658593
0.3145,149.425024369294,-26.0963658703448
0.315,149.590861191495,-26.1007444651057
0.3155,149.756462394247,-26.1050052501421
0.316,149.921827977551,-26.1091482254541
0.3165,150.086957941405,-26.1131733910415
0.317,150.25185228581,-26.1170807469044
0.3175,150.416511010767,-26.1208702930428
0.318,150.580934116274,-26.1245420294566
0.3185,150.745121602332,-26.128095956146
0.319,150.909073468941,-26.1315320731109
0.3195,151.072789716101,-26.1348503803512
0.32,151.236270343813,-26.1380508778671
0.3205,151.399515352075,-26.1411335656584
0.321,151.562524740888,-26.1440984437252
0.3215,151.725298510252,-26.1469455120676
0.322,151.887836660167,-26.1496747706854
0.3225,152.050139190633,-26.1522862195787
0.323,152.21220610165,-26.1547798587474
0.3235,152.374037393218,-26.1571556881917
0.324,152.535633065337,-26.1594137079115
0.3245,152.696993118007,-26.1615539179068
0.325,152.858117551228,-26.1635763181775
0.3255,153.019006365,-26.1654809087237
0.326,153.179659559323,-26.1672676895455
0.3265,153.340077134197,-26.1689366606427
0.327,153.500259089622,-26.1704878220154
0.3275,153.660205425598,-26.1719211736636
0.328,153.819916142125,-26.1732367155873
0.3285,153.979391239203,-26.1744344477865
0.329,154.138630716832,-26.1755143702611
0.3295,154.297634575011,-26.1764764830113
0.33,154.456402813742,-26.177320786037
0.3305,154.614935433024,-26.1780472793381
0.331,154.773232432857,-26.1786559629147
0.3315,154.93129381324,-26.1791468367669
0.332,155.089119574175,-26.1795199008945
