"time","v.re","v.im"
0.1216,7,-2.13990877534469
0.1218,7,-2.13753491085899
0.122,7,-2.13516437246964
0.1222,7,-2.13279715210356
0.1224,7,-2.13043324171382
0.1226,7,-2.12807263327948
0.1228,7,-2.12571531880549
0.123,7,-2.12336129032258
0.1232,7,-2.12101053988719
0.1234,7,-2.11866305958132
0.1236,7,-2.11631884151247
0.1238,7,-2.1139778778135
0.124,7,-2.11164016064257
0.1242,7,-2.10930568218299
0.1244,7,-2.10697443464314
0.1246,7,-2.10464641025641
0.1248,7,-2.10232160128102
0.125,7,-2.1
0.1252,7,-2.09768159872102
0.1254,7,-2.09536638977636
0.1256,7,-2.09305436552275
0.1258,7,-2.09074551834131
0.126,7,-2.08843984063745
0.1262,7,-2.08613732484076
0.1264,7,-2.08383796340493
0.1266,7,-2.08154174880763
0.1268,7,-2.07924867355044
0.127,7,-2.07695873015873
0.1272,7,-2.0746719111816
0.1274,7,-2.07238820919176
0.1276,7,-2.07010761678543
0.1278,7,-2.06783012658228
0.128,7,-2.0655557312253
0.1282,7,-2.06328442338073
0.1284,7,-2.06101619573796
0.1286,7,-2.05875104100946
0.1288,7,-2.05648895193065
0.129,7,-2.05422992125984
0.1292,7,-2.05197394177813
0.1294,7,-2.04972100628931
0.1296,7,-2.0474711076198
0.1298,7,-2.04522423861852
0.13,7,-2.04298039215686
0.1302,7,-2.04073956112853
0.1304,7,-2.03850173844949
0.1306,7,-2.0362669170579
0.1308,7,-2.034035089914
0.131,7,-2.03180625
0.1312,7,-2.02958039032006
0.1314,7,-2.02735750390016
0.1316,7,-2.025137583788
0.1318,7,-2.02292062305296
0.132,7,-2.02070661478599
0.1322,7,-2.01849555209953
0.1324,7,-2.01628742812743
0.1326,7,-2.01408223602484
0.1328,7,-2.01187996896819
0.133,7,-2.00968062015504
0.1332,7,-2.00748418280403
0.1334,7,-2.0052906501548
0.1336,7,-2.0031000154679
0.1338,7,-2.00091227202473
0.134,7,-1.99872741312741
0.1342,7,-1.99654543209877
0.1344,7,-1.99436632228219
0.1346,7,-1.9921900770416
0.1348,7,-1.99001668976135
0.135,7,-1.98784615384615
0.1352,7,-1.98567846272098
0.1354,7,-1.98351360983103
0.1356,7,-1.9813515886416
0.1358,7,-1.97919239263804
0.136,7,-1.97703601532567
0.1362,7,-1.97488245022971
0.1364,7,-1.97273169089518
0.1366,7,-1.97058373088685
0.1368,7,-1.96843856378915
0.137,7,-1.96629618320611
0.1372,7,-1.96415658276125
0.1374,7,-1.96201975609756
0.1376,7,-1.95988569687738
0.1378,7,-1.95775439878234
0.138,7,-1.95562585551331
0.1382,7,-1.95350006079027
0.1384,7,-1.95137700835232
0.1386,7,-1.94925669195751
0.1388,7,-1.94713910538287
0.139,7,-1.94502424242424
0.1392,7,-1.94291209689629
0.1394,7,-1.94080266263237
0.1396,7,-1.9386959334845
0.1398,7,-1.93659190332326
0.14,7,-1.93449056603773
0.1402,7,-1.93239191553544
0.1404,7,-1.93029594574228
0.1406,7,-1.92820265060241
0.1408,7,-1.92611202407825
0.141,7,-1.92402406015038
0.1412,7,-1.92193875281743
0.1414,7,-1.9198560960961
0.1416,7,-1.91777608402101
0.1418,7,-1.91569871064468
0.142,7,-1.91362397003745
0.1422,7,-1.91155185628743
0.1424,7,-1.90948236350037
0.1426,7,-1.9074154857997
0.1428,7,-1.90535121732636
0.143,7,-1.90328955223881
0.1432,7,-1.9012304847129
0.1434,7,-1.89917400894188
0.1436,7,-1.89712011913626
0.1438,7,-1.89506880952381
0.144,7,-1.89302007434944
0.1442,7,-1.89097390787519
0.1444,7,-1.8889303043801
0.1446,7,-1.88688925816024
0.1448,7,-1.88485076352854
0.145,7,-1.88281481481481
0.1452,7,-1.88078140636565
0.1454,7,-1.87875053254438
0.1456,7,-1.87672218773097
0.1458,7,-1.87469636632201
0.146,7,-1.87267306273063
0.1462,7,-1.87065227138643
0.1464,7,-1.86863398673545
0.1466,7,-1.86661820324006
0.1468,7,-1.86460491537895
0.147,7,-1.86259411764706
0.1472,7,-1.86058580455547
0.1474,7,-1.85857997063142
0.1476,7,-1.85657661041819
0.1478,7,-1.85457571847507
0.148,7,-1.85257728937729
0.1482,7,-1.85058131771596
0.1484,7,-1.84858779809802
0.1486,7,-1.8465967251462
0.1488,7,-1.8446080934989
0.149,7,-1.84262189781022
0.1492,7,-1.84063813274982
0.1494,7,-1.83865679300292
0.1496,7,-1.83667787327021
0.1498,7,-1.83470136826783
0.15,7,-1.83272727272727
0.1502,7,-1.83075558139535
0.1504,7,-1.82878628903413
0.1506,7,-1.8268193904209
0.1508,7,-1.82485488034808
0.151,7,-1.82289275362319
0.1512,7,-1.82093300506879
0.1514,7,-1.81897562952243
0.1516,7,-1.81702062183659
0.1518,7,-1.81506797687861
0.152,7,-1.81311768953069
0.1522,7,-1.81116975468975
0.1524,7,-1.80922416726748
0.1526,7,-1.8072809221902
0.1528,7,-1.80534001439885
0.153,7,-1.80340143884892
0.1532,7,-1.80146519051042
0.1534,7,-1.79953126436782
0.1536,7,-1.79759965541996
0.1538,7,-1.79567035868006
0.154,7,-1.79374336917563
0.1542,7,-1.79181868194842
0.1544,7,-1.7898962920544
0.1546,7,-1.78797619456366
0.1548,7,-1.7860583845604
0.155,7,-1.78414285714286
0.1552,7,-1.78222960742327
0.1554,7,-1.78031863052782
0.1556,7,-1.77840992159658
0.1558,7,-1.77650347578348
0.156,7,-1.77459928825623
0.1562,7,-1.7726973541963
0.1564,7,-1.77079766879886
0.1566,7,-1.76890022727273
0.1568,7,-1.76700502484031
0.157,7,-1.76511205673759
0.1572,7,-1.76322131821403
0.1574,7,-1.76133280453258
0.1576,7,-1.75944651096957
0.1578,7,-1.75756243281471
0.158,7,-1.75568056537102
0.1582,7,-1.7538009039548
0.1584,7,-1.75192344389555
0.1586,7,-1.75004818053597
0.1588,7,-1.74817510923185
0.159,7,-1.74630422535211
0.1592,7,-1.74443552427868
0.1594,7,-1.74256900140647
0.1596,7,-1.74070465214336
0.1598,7,-1.73884247191011
0.16,7,-1.73698245614035
0.1602,7,-1.7351246002805
0.1604,7,-1.73326889978977
0.1606,7,-1.73141535014005
0.1608,7,-1.72956394681595
0.161,7,-1.72771468531468
0.1612,7,-1.72586756114605
0.1614,7,-1.7240225698324
0.1616,7,-1.72217970690858
0.1618,7,-1.7203389679219
0.162,7,-1.71850034843206
0.1622,7,-1.71666384401114
0.1624,7,-1.71482945024356
0.1626,7,-1.71299716272601
0.1628,7,-1.71116697706741
0.163,7,-1.70933888888889
0.1632,7,-1.70751289382373
0.1634,7,-1.70568898751734
0.1636,7,-1.70386716562716
0.1638,7,-1.70204742382271
0.164,7,-1.70022975778547
0.1642,7,-1.69841416320885
0.1644,7,-1.6966006357982
0.1646,7,-1.69478917127072
0.1648,7,-1.69297976535542
0.165,7,-1.6911724137931
0.1652,7,-1.68936711233632
0.1654,7,-1.68756385674931
0.1656,7,-1.68576264280798
0.1658,7,-1.68396346629986
0.166,7,-1.68216632302405
0.1662,7,-1.68037120879121
0.1664,7,-1.67857811942347
0.1666,7,-1.67678705075446
0.1668,7,-1.6749979986292
0.167,7,-1.67321095890411
0.1672,7,-1.67142592744695
0.1674,7,-1.6696429001368
0.1676,7,-1.66786187286398
0.1678,7,-1.66608284153005
0.168,7,-1.66430580204778
0.1682,7,-1.66253075034106
0.1684,7,-1.66075768234492
0.1686,7,-1.65898659400545
0.1688,7,-1.65721748127978
0.169,7,-1.65545034013605
0.1692,7,-1.65368516655336
0.1694,7,-1.65192195652174
0.1696,7,-1.65016070604209
0.1698,7,-1.64840141112619
0.17,7,-1.64664406779661
0.1702,7,-1.64488867208672
0.1704,7,-1.64313522004062
0.1706,7,-1.64138370771313
0.1708,7,-1.63963413116971
0.171,7,-1.63788648648649
0.1712,7,-1.63614076975017
0.1714,7,-1.63439697705803
0.1716,7,-1.63265510451787
0.1718,7,-1.63091514824798
0.172,7,-1.6291771043771
0.1722,7,-1.62744096904441
0.1724,7,-1.62570673839946
0.1726,7,-1.62397440860215
0.1728,7,-1.6222439758227
0.173,7,-1.62051543624161
0.1732,7,-1.61878878604963
0.1734,7,-1.61706402144772
0.1736,7,-1.61534113864702
0.1738,7,-1.61362013386881
0.174,7,-1.61190100334448
0.1742,7,-1.61018374331551
0.1744,7,-1.6084683500334
0.1746,7,-1.60675481975968
0.1748,7,-1.60504314876584
0.175,7,-1.60333333333333
0.1752,7,-1.6016253697535
0.1754,7,-1.59991925432756
0.1756,7,-1.5982149833666
0.1758,7,-1.59651255319149
0.176,7,-1.59481196013289
0.1762,7,-1.59311320053121
0.1764,7,-1.59141627073656
0.1766,7,-1.58972116710875
0.1768,7,-1.58802788601723
0.177,7,-1.58633642384106
