"time","v.re","v.im"
0,7,-4.8
0.0002,7,-4.79169277955271
0.0004,7,-4.78341103668262
0.0006,7,-4.77515464968153
0.0008,7,-4.76692349761526
0.001,7,-4.75871746031746
0.0012,7,-4.75053641838352
0.0014,7,-4.74238025316456
0.0016,7,-4.73424884676145
0.0018,7,-4.72614208201893
0.002,7,-4.71805984251968
0.0022,7,-4.71000201257862
0.0024,7,-4.70196847723705
0.0026,7,-4.69395912225705
0.0028,7,-4.68597383411581
0.003,7,-4.6780125
0.0032,7,-4.67007500780031
0.0034,7,-4.66216124610592
0.0036,7,-4.65427110419907
0.0038,7,-4.64640447204969
0.004,7,-4.63856124031008
0.0042,7,-4.6307413003096
0.0044,7,-4.62294454404946
0.0046,7,-4.61517086419753
0.0048,7,-4.6074201540832
0.005,7,-4.59969230769231
0.0052,7,-4.59198721966206
0.0054,7,-4.58430478527607
0.0056,7,-4.57664490045942
0.0058,7,-4.5690074617737
0.006,7,-4.56139236641221
0.0062,7,-4.55379951219512
0.0064,7,-4.54622879756469
0.0066,7,-4.53868012158055
0.0068,7,-4.53115338391502
0.007,7,-4.52364848484848
0.0072,7,-4.51616532526475
0.0074,7,-4.50870380664652
0.0076,7,-4.50126383107089
0.0078,7,-4.49384530120482
0.008,7,-4.48644812030075
0.0082,7,-4.47907219219219
0.0084,7,-4.47171742128935
0.0086,7,-4.46438371257485
0.0088,7,-4.4570709715994
0.009,7,-4.44977910447761
0.0092,7,-4.44250801788376
0.0094,7,-4.43525761904762
0.0096,7,-4.42802781575037
0.0098,7,-4.42081851632047
0.01,7,-4.41362962962963
0.0102,7,-4.40646106508876
0.0104,7,-4.39931273264402
0.0106,7,-4.39218454277286
0.0108,7,-4.38507640648012
0.011,7,-4.37798823529412
0.0112,7,-4.37091994126285
0.0114,7,-4.36387143695015
0.0116,7,-4.35684263543192
0.0118,7,-4.3498334502924
0.012,7,-4.34284379562044
0.0122,7,-4.33587358600583
0.0124,7,-4.32892273653566
0.0126,7,-4.3219911627907
0.0128,7,-4.3150787808418
0.013,7,-4.30818550724638
0.0132,7,-4.30131125904486
0.0134,7,-4.29445595375723
0.0136,7,-4.28761950937951
0.0138,7,-4.2808018443804
0.014,7,-4.27400287769784
0.0142,7,-4.26722252873563
0.0144,7,-4.26046071736011
0.0146,7,-4.25371736389685
0.0148,7,-4.24699238912732
0.015,7,-4.24028571428571
0.0152,7,-4.23359726105563
0.0154,7,-4.22692695156695
0.0156,7,-4.2202747083926
0.0158,7,-4.21364045454546
0.016,7,-4.20702411347518
0.0162,7,-4.20042560906516
0.0164,7,-4.19384486562942
0.0166,7,-4.1872818079096
0.0168,7,-4.18073636107193
0.017,7,-4.17420845070423
0.0172,7,-4.16769800281294
0.0174,7,-4.16120494382022
0.0176,7,-4.15472920056101
0.0178,7,-4.14827070028011
0.018,7,-4.14182937062937
0.0182,7,-4.1354051396648
0.0184,7,-4.12899793584379
0.0186,7,-4.12260768802228
0.0188,7,-4.11623432545202
0.019,7,-4.10987777777778
0.0192,7,-4.10353797503467
0.0194,7,-4.09721484764543
0.0196,7,-4.0909083264177
0.0198,7,-4.08461834254144
0.02,7,-4.07834482758621
0.0202,7,-4.07208771349862
0.0204,7,-4.06584693259973
0.0206,7,-4.05962241758242
0.0208,7,-4.05341410150892
0.021,7,-4.04722191780822
0.0212,7,-4.0410458002736
0.0214,7,-4.03488568306011
0.0216,7,-4.02874150068213
0.0218,7,-4.0226131880109
0.022,7,-4.01650068027211
0.0222,7,-4.01040391304348
0.0224,7,-4.00432282225237
0.0226,7,-3.99825734417344
0.0228,7,-3.99220741542625
0.023,7,-3.98617297297297
0.0232,7,-3.98015395411606
0.0234,7,-3.97415029649596
0.0236,7,-3.96816193808883
0.0238,7,-3.9621888172043
0.024,7,-3.95623087248322
0.0242,7,-3.95028804289544
0.0244,7,-3.94436026773762
0.0246,7,-3.93844748663102
0.0248,7,-3.93254963951936
0.025,7,-3.92666666666667
0.0252,7,-3.92079850865513
0.0254,7,-3.91494510638298
0.0256,7,-3.90910640106242
0.0258,7,-3.90328233421751
0.026,7,-3.89747284768212
0.0262,7,-3.89167788359788
0.0264,7,-3.88589738441215
0.0266,7,-3.88013129287599
0.0268,7,-3.87437955204216
0.027,7,-3.86864210526316
0.0272,7,-3.86291889618922
0.0274,7,-3.8572098687664
0.0276,7,-3.8515149672346
0.0278,7,-3.84583413612565
0.028,7,-3.84016732026144
0.0282,7,-3.83451446475196
0.0284,7,-3.82887551499348
0.0286,7,-3.82325041666667
0.0288,7,-3.81763911573472
0.029,7,-3.81204155844156
0.0292,7,-3.80645769130999
0.0294,7,-3.8008874611399
0.0296,7,-3.79533081500647
0.0298,7,-3.7897877002584
0.03,7,-3.78425806451613
0.0302,7,-3.7787418556701
0.0304,7,-3.77323902187902
0.0306,7,-3.76774951156812
0.0308,7,-3.76227327342747
0.031,7,-3.75681025641026
0.0312,7,-3.75136040973111
0.0314,7,-3.74592368286445
0.0316,7,-3.74050002554278
0.0318,7,-3.7350893877551
0.032,7,-3.72969171974522
0.0322,7,-3.72430697201018
0.0324,7,-3.7189350952986
0.0326,7,-3.71357604060914
0.0328,7,-3.70822975918885
0.033,7,-3.70289620253164
0.0332,7,-3.69757532237674
0.0334,7,-3.69226707070707
0.0336,7,-3.68697139974779
0.0338,7,-3.68168826196473
0.034,7,-3.67641761006289
0.0342,7,-3.67115939698492
0.0344,7,-3.66591357590966
0.0346,7,-3.66068010025063
0.0348,7,-3.65545892365457
0.035,7,-3.65025
0.0352,7,-3.64505328339575
0.0354,7,-3.63986872817955
0.0356,7,-3.63469628891656
0.0358,7,-3.62953592039801
0.036,7,-3.62438757763975
0.0362,7,-3.61925121588089
0.0364,7,-3.6141267905824
0.0366,7,-3.60901425742574
0.0368,7,-3.6039135723115
0.037,7,-3.59882469135802
0.0372,7,-3.59374757090012
0.0374,7,-3.58868216748768
0.0376,7,-3.58362843788438
0.0378,7,-3.57858633906634
0.038,7,-3.57355582822086
0.0382,7,-3.5685368627451
0.0384,7,-3.5635294002448
0.0386,7,-3.55853339853301
0.0388,7,-3.55354881562882
0.039,7,-3.5485756097561
0.0392,7,-3.54361373934227
0.0394,7,-3.53866316301703
0.0396,7,-3.53372383961118
0.0398,7,-3.52879572815534
0.04,7,-3.52387878787879
0.0402,7,-3.51897297820823
0.0404,7,-3.51407825876663
0.0406,7,-3.50919458937198
0.0408,7,-3.50432193003619
0.041,7,-3.49946024096385
0.0412,7,-3.49460948255114
0.0414,7,-3.48976961538461
0.0416,7,-3.4849406002401
0.0418,7,-3.48012239808153
0.042,7,-3.47531497005988
0.0422,7,-3.47051827751196
0.0424,7,-3.46573228195938
0.0426,7,-3.4609569451074
0.0428,7,-3.45619222884386
0.043,7,-3.45143809523809
0.0432,7,-3.44669450653983
0.0434,7,-3.44196142517815
0.0436,7,-3.43723881376038
0.0438,7,-3.43252663507109
0.044,7,-3.42782485207101
0.0442,7,-3.42313342789598
0.0444,7,-3.41845232585596
0.0446,7,-3.41378150943396
0.0448,7,-3.40912094228504
0.045,7,-3.40447058823529
0.0452,7,-3.39983041128085
0.0454,7,-3.39520037558685
0.0456,7,-3.39058044548652
0.0458,7,-3.38597058548009
0.046,7,-3.38137076023392
0.0462,7,-3.37678093457944
0.0464,7,-3.37220107351225
0.0466,7,-3.36763114219114
0.0468,7,-3.36307110593714
0.047,7,-3.35852093023256
0.0472,7,-3.35398058072009
0.0474,7,-3.34945002320186
0.0476,7,-3.34492922363847
0.0478,7,-3.34041814814815
0.048,7,-3.33591676300578
0.0482,7,-3.33142503464203
0.0484,7,-3.32694292964244
0.0486,7,-3.32247041474654
0.0488,7,-3.31800745684695
0.049,7,-3.31355402298851
0.0492,7,-3.30911008036739
0.0494,7,-3.30467559633027
0.0496,7,-3.30025053837343
0.0498,7,-3.29583487414188
0.05,7,-3.29142857142857
0.0502,7,-3.28703159817352
0.0504,7,-3.28264392246294
0.0506,7,-3.27826551252847
0.0508,7,-3.2738963367463
0.051,7,-3.26953636363636
0.0512,7,-3.26518556186152
0.0514,7,-3.26084390022676
0.0516,7,-3.25651134767837
0.0518,7,-3.25218787330317
0.052,7,-3.24787344632768
0.0522,7,-3.24356803611738
0.0524,7,-3.23927161217587
0.0526,7,-3.23498414414414
0.0528,7,-3.23070560179977
0.053,7,-3.22643595505618
0.0532,7,-3.22217517396184
0.0534,7,-3.21792322869955
0.0536,7,-3.21368008958567
0.0538,7,-3.20944572706935
0.054,7,-3.20522011173184
0.0542,7,-3.20100321428571
0.0544,7,-3.19679500557414
0.0546,7,-3.19259545657016
0.0548,7,-3.18840453837597
0.055,7,-3.18422222222222
0.0552,7,-3.18004847946726
0.0554,7,-3.17588328159645
0.0556,7,-3.17172660022148
0.0558,7,-3.16757840707965
0.056,7,-3.16343867403315
0.0562,7,-3.15930737306843
0.0564,7,-3.15518447629548
0.0566,7,-3.15106995594714
0.0568,7,-3.14696378437844
0.057,7,-3.14286593406593
0.0572,7,-3.13877637760702
0.0574,7,-3.1346950877193
0.0576,7,-3.13062203723987
0.0578,7,-3.12655719912473
0.058,7,-3.12250054644809
0.0582,7,-3.11845205240175
0.0584,7,-3.11441169029444
0.0586,7,-3.1103794335512
0.0588,7,-3.10635525571273
0.059,7,-3.10233913043478
0.0592,7,-3.09833103148751
0.0594,7,-3.09433093275488
0.0596,7,-3.09033880823402
0.0598,7,-3.08635463203463
0.06,7,-3.08237837837838
0.0602,7,-3.07841002159827
0.0604,7,-3.07444953613808
0.0606,7,-3.07049689655172
0.0608,7,-3.06655207750269
0.061,7,-3.06261505376344
0.0612,7,-3.05868580021482
0.0614,7,-3.05476429184549
0.0616,7,-3.05085050375134
0.0618,7,-3.0469444111349
0.062,7,-3.04304598930481
0.0622,7,-3.03915521367521
0.0624,7,-3.03527205976521
0.0626,7,-3.03139650319829
0.0628,7,-3.02752851970181
0.063,7,-3.02366808510638
0.0632,7,-3.01981517534538
0.0634,7,-3.01596976645435
0.0636,7,-3.01213183457052
0.0638,7,-3.0083013559322
0.064,7,-3.00447830687831
0.0642,7,-3.00066266384778
0.0644,7,-2.99685440337909
0.0646,7,-2.9930535021097
0.0648,7,-2.98925993677555
0.065,7,-2.98547368421053
0.0652,7,-2.98169472134595
0.0654,7,-2.97792302521008
0.0656,7,-2.9741585729276
0.0658,7,-2.97040134171908
0.066,7,-2.96665130890052
0.0662,7,-2.96290845188285
0.0664,7,-2.95917274817137
0.0666,7,-2.95544417536534
0.0668,7,-2.95172271115746
0.067,7,-2.94800833333333
0.0672,7,-2.94430101977107
0.0674,7,-2.94060074844075
0.0676,7,-2.93690749740395
0.0678,7,-2.93322124481328
0.068,7,-2.92954196891192
0.0682,7,-2.92586964803313
0.0684,7,-2.92220426059979
0.0686,7,-2.91854578512397
0.0688,7,-2.9148942002064
0.069,7,-2.91124948453608
0.0692,7,-2.9076116168898
0.0694,7,-2.90398057613169
0.0696,7,-2.90035634121274
0.0698,7,-2.89673889117043
0.07,7,-2.8931282051282
0.0702,7,-2.88952426229508
0.0704,7,-2.8859270419652
0.0706,7,-2.88233652351738
0.0708,7,-2.87875268641471
0.071,7,-2.87517551020408
0.0712,7,-2.8716049745158
0.0714,7,-2.86804105906314
0.0716,7,-2.86448374364191
0.0718,7,-2.86093300813008
0.072,7,-2.85738883248731
0.0722,7,-2.85385119675456
0.0724,7,-2.8503200810537
0.0726,7,-2.84679546558704
0.0728,7,-2.84327733063701
0.073,7,-2.83976565656566
0.0732,7,-2.83626042381433
0.0734,7,-2.83276161290323
0.0736,7,-2.82926920443102
0.0738,7,-2.82578317907445
0.074,7,-2.82230351758794
0.0742,7,-2.81883020080321
0.0744,7,-2.81536320962889
0.0746,7,-2.8119025250501
0.0748,7,-2.80844812812813
0.075,7,-2.805
0.0752,7,-2.80155812187812
0.0754,7,-2.7981224750499
0.0756,7,-2.79469304087737
0.0758,7,-2.79126980079681
0.076,7,-2.78785273631841
0.0762,7,-2.78444182902584
0.0764,7,-2.78103706057597
0.0766,7,-2.77763841269841
0.0768,7,-2.77424586719524
0.077,7,-2.77085940594059
0.0772,7,-2.76747901088032
0.0774,7,-2.76410466403162
0.0776,7,-2.76073634748272
0.0778,7,-2.7573740433925
0.078,7,-2.75401773399015
0.0782,7,-2.7506674015748
0.0784,7,-2.74732302851524
0.0786,7,-2.74398459724951
0.0788,7,-2.74065209028459
0.079,7,-2.73732549019608
0.0792,7,-2.73400477962782
0.0794,7,-2.73068994129158
0.0796,7,-2.72738095796676
0.0798,7,-2.7240778125
0.08,7,-2.72078048780488
0.0802,7,-2.7174889668616
0.0804,7,-2.71420323271665
0.0806,7,-2.71092326848249
0.0808,7,-2.70764905733722
0.081,7,-2.70438058252427
0.0812,7,-2.70111782735208
0.0814,7,-2.6978607751938
0.0816,7,-2.69460940948693
0.0818,7,-2.69136371373308
0.082,7,-2.68812367149758
0.0822,7,-2.68488926640927
0.0824,7,-2.68166048216008
0.0826,7,-2.67843730250482
0.0828,7,-2.67521971126083
0.083,7,-2.67200769230769
0.0832,7,-2.66880122958694
0.0834,7,-2.66560030710173
0.0836,7,-2.66240490891659
0.0838,7,-2.65921501915709
0.084,7,-2.65603062200957
0.0842,7,-2.65285170172084
0.0844,7,-2.6496782425979
0.0846,7,-2.64651022900763
0.0848,7,-2.64334764537655
0.085,7,-2.64019047619048
0.0852,7,-2.63703870599429
0.0854,7,-2.63389231939163
0.0856,7,-2.63075130104463
0.0858,7,-2.62761563567362
0.086,7,-2.62448530805687
0.0862,7,-2.6213603030303
0.0864,7,-2.61824060548723
0.0866,7,-2.61512620037807
0.0868,7,-2.6120170727101
0.087,7,-2.60891320754717
0.0872,7,-2.60581459000942
0.0874,7,-2.60272120527307
0.0876,7,-2.59963303857008
0.0878,7,-2.59655007518797
0.088,7,-2.59347230046948
0.0882,7,-2.59039969981238
0.0884,7,-2.58733225866917
0.0886,7,-2.58426996254682
0.0888,7,-2.58121279700655
0.089,7,-2.57816074766355
0.0892,7,-2.57511380018674
0.0894,7,-2.57207194029851
0.0896,7,-2.56903515377446
0.0898,7,-2.5660034264432
0.09,7,-2.56297674418605
0.0902,7,-2.5599550929368
0.0904,7,-2.55693845868152
0.0906,7,-2.55392682745826
0.0908,7,-2.55092018535681
0.091,7,-2.54791851851852
0.0912,7,-2.54492181313599
0.0914,7,-2.54193005545286
0.0916,7,-2.53894323176362
0.0918,7,-2.53596132841328
0.092,7,-2.53298433179723
0.0922,7,-2.53001222836096
0.0924,7,-2.52704500459981
0.0926,7,-2.52408264705882
0.0928,7,-2.52112514233241
0.093,7,-2.51817247706422
0.0932,7,-2.51522463794684
0.0934,7,-2.51228161172161
0.0936,7,-2.50934338517841
0.0938,7,-2.50640994515539
0.094,7,-2.50348127853881
0.0942,7,-2.50055737226277
0.0944,7,-2.49763821330902
0.0946,7,-2.49472378870674
0.0948,7,-2.4918140855323
0.095,7,-2.48890909090909
0.0952,7,-2.48600879200727
0.0954,7,-2.48311317604356
0.0956,7,-2.48022223028105
0.0958,7,-2.47733594202899
0.096,7,-2.47445429864253
0.0962,7,-2.4715772875226
0.0964,7,-2.46870489611563
0.0966,7,-2.46583711191336
0.0968,7,-2.46297392245266
0.097,7,-2.46011531531532
0.0972,7,-2.45726127812781
0.0974,7,-2.45441179856115
0.0976,7,-2.45156686433064
0.0978,7,-2.44872646319569
0.098,7,-2.44589058295964
0.0982,7,-2.44305921146953
0.0984,7,-2.44023233661594
0.0986,7,-2.43740994633274
0.0988,7,-2.43459202859696
0.099,7,-2.43177857142857
0.0992,7,-2.42896956289028
0.0994,7,-2.42616499108734
0.0996,7,-2.42336484416741
0.0998,7,-2.42056911032028
0.1,7,-2.41777777777778
0.1002,7,-2.4149908348135
0.1004,7,-2.41220826974268
0.1006,7,-2.40943007092199
0.1008,7,-2.40665622674934
0.101,7,-2.40388672566372
0.1012,7,-2.401121556145
0.1014,7,-2.39836070671378
0.1016,7,-2.39560416593116
0.1018,7,-2.39285192239859
0.102,7,-2.39010396475771
0.1022,7,-2.38736028169014
0.1024,7,-2.38462086191733
0.1026,7,-2.38188569420035
0.1028,7,-2.37915476733977
0.103,7,-2.37642807017544
0.1032,7,-2.37370559158633
0.1034,7,-2.37098732049037
0.1036,7,-2.36827324584427
0.1038,7,-2.36556335664336
0.104,7,-2.3628576419214
0.1042,7,-2.36015609075044
0.1044,7,-2.35745869224063
0.1046,7,-2.35476543554007
0.1048,7,-2.35207630983464
0.105,7,-2.34939130434783
0.1052,7,-2.34671040834057
0.1054,7,-2.34403361111111
0.1056,7,-2.3413609019948
0.1058,7,-2.33869227036395
0.106,7,-2.33602770562771
0.1062,7,-2.33336719723183
0.1064,7,-2.3307107346586
0.1066,7,-2.3280583074266
0.1068,7,-2.32540990509059
0.107,7,-2.32276551724138
0.1072,7,-2.3201251335056
0.1074,7,-2.31748874354561
0.1076,7,-2.31485633705933
0.1078,7,-2.31222790378007
0.108,7,-2.30960343347639
0.1082,7,-2.30698291595197
0.1084,7,-2.30436634104542
0.1086,7,-2.30175369863014
0.1088,7,-2.2991449786142
0.109,7,-2.29654017094017
0.1092,7,-2.29393926558497
0.1094,7,-2.29134225255973
0.1096,7,-2.28874912190963
0.1098,7,-2.2861598637138
0.11,7,-2.28357446808511
0.1102,7,-2.28099292517007
0.1104,7,-2.27841522514868
0.1106,7,-2.2758413582343
0.1108,7,-2.27327131467345
0.111,7,-2.27070508474576
0.1112,7,-2.26814265876376
0.1114,7,-2.26558402707276
0.1116,7,-2.26302918005072
0.1118,7,-2.26047810810811
0.112,7,-2.25793080168776
0.1122,7,-2.25538725126476
0.1124,7,-2.25284744734625
0.1126,7,-2.25031138047138
0.1128,7,-2.2477790412111
0.113,7,-2.24525042016807
0.1132,7,-2.24272550797649
0.1134,7,-2.24020429530201
0.1136,7,-2.23768677284158
0.1138,7,-2.23517293132328
0.114,7,-2.23266276150628
0.1142,7,-2.2301562541806
0.1144,7,-2.22765340016708
0.1146,7,-2.22515419031719
0.1148,7,-2.22265861551293
0.115,7,-2.22016666666667
0.1152,7,-2.21767833472107
0.1154,7,-2.21519361064892
0.1156,7,-2.21271248545303
0.1158,7,-2.21023495016611
0.116,7,-2.20776099585062
0.1162,7,-2.20529061359867
0.1164,7,-2.2028237945319
0.1166,7,-2.20036052980132
0.1168,7,-2.19790081058726
0.117,7,-2.19544462809917
0.1172,7,-2.19299197357556
0.1174,7,-2.19054283828383
0.1176,7,-2.1880972135202
0.1178,7,-2.18565509060956
0.118,7,-2.18321646090535
0.1182,7,-2.18078131578947
0.1184,7,-2.17834964667214
0.1186,7,-2.17592144499179
0.1188,7,-2.17349670221493
0.119,7,-2.17107540983607
0.1192,7,-2.16865755937756
0.1194,7,-2.16624314238952
0.1196,7,-2.16383215044971
0.1198,7,-2.1614245751634
0.12,7,-2.15902040816326
0.1202,7,-2.1566196411093
0.1204,7,-2.15422226568867
0.1206,7,-2.15182827361564
0.1208,7,-2.14943765663141
0.121,7,-2.14705040650406
0.1212,7,-2.14466651502843
0.1214,7,-2.14228597402597
