"time","Pre1.u","table1.y","table2.y"
0.54,0,0,0
0.542,0,0,0
0.544,0,0,0
0.546,0,0,0
0.548,0,0,0
0.55,0,0,0
0.552,0,0,0
0.554,0,0,0
0.556,0,0,0
0.558,0,0,0
0.56,0,0,0
0.562,0,0,0
0.564,0,0,0
0.566,0,0,0
0.568,0,0,0
0.57,0,0,0
0.572,0,0,0
0.574,0,0,0
0.576,0,0,0
0.578,0,0,0
0.58,0,0,0
0.582,0,0,0
0.584,0,0,0
0.586,0,0,0
0.588,0,0,0
0.59,0,0,0
0.592,0,0,0
0.594,0,0,0
0.596,0,0,0
0.598,0,0,0
0.6,0,0,0
0.602,0,0,0
0.604,0,0,0
0.606,0,0,0
0.608,0,0,0
0.61,0,0,0
0.612,0,0,0
0.614,0,0,0
0.616,0,0,0
0.618,0,0,0
0.62,0,0,0
0.622,0,0,0
0.624,0,0,0
0.626,0,0,0
0.628,0,0,0
0.63,0,0,0
0.632,0,0,0
0.634,0,0,0
0.636,0,0,0
0.638,0,0,0
0.64,0,0,0
0.642,0,0,0
0.644,0,0,0
0.646,0,0,0
0.648,0,0,0
0.65,0,0,0
0.652,0,0,0
0.654,0,0,0
0.656,0,0,0
0.658,0,0,0
0.66,0,0,0
0.662,0,0,0
0.664,0,0,0
0.666,0,0,0
0.668,0,0,0
0.67,0,0,0
0.672,0,0,0
0.674,0,0,0
0.676,0,0,0
0.678,0,0,0
0.68,0,0,0
0.682,0,0,0
0.684,0,0,0
0.686,0,0,0
0.688,0,0,0
0.69,0,0,0
0.692,0,0,0
0.694,0,0,0
0.696,0,0,0
0.698,0,0,0
0.7,0,0,0
0.702,0,0,0
0.704,0,0,0
0.706,0,0,0
0.708,0,0,0
0.71,0,0,0
0.712,0,0,0
0.714,0,0,0
0.716,0,0,0
0.718,0,0,0
0.72,0,0,0
0.722,0,0,0
0.724,0,0,0
0.726,0,0,0
0.728,0,0,0
0.73,0,0,0
0.732,0,0,0
0.734,0,0,0
0.736,0,0,0
0.738,0,0,0
0.74,0,0,0
0.742,0,0,0
0.744,0,0,0
0.746,0,0,0
0.748,0,0,0
0.75,0,0,0
0.752,0,0,0
0.754,0,0,0
0.756,0,0,0
0.758,0,0,0
0.76,0,0,0
0.762,0,0,0
0.764,0,0,0
0.766,0,0,0
0.768,0,0,0
0.77,0,0,0
0.772,0,0,0
0.774,0,0,0
0.776,0,0,0
0.778,0,0,0
0.78,0,0,0
0.782,0,0,0
0.784,0,0,0
0.786,0,0,0
0.788,0,0,0
0.79,0,0,0
0.792,0,0,0
0.794,0,0,0
0.796,0,0,0
0.798,0,0,0
0.8,0,0,0
0.802,0,0,0
0.804,0,0,0
0.806,0,0,0
0.808,0,0,0
0.81,0,0,0
0.812,0,0,0
0.814,0,0,0
0.816,0,0,0
0.818,0,0,0
0.82,0,0,0
0.822,0,0,0
0.824,0,0,0
0.826,0,0,0
0.828,0,0,0
0.83,0,0,0
0.832,0,0,0
0.834,0,0,0
0.836,0,0,0
0.838,0,0,0
0.84,0,0,0
0.842,0,0,0
0.844,0,0,0
0.846,0,0,0
0.848,0,0,0
0.85,0,0,0
0.852,0,0,0
0.854,0,0,0
0.856,0,0,0
0.858,0,0,0
0.86,0,0,0
0.862,0,0,0
0.864,0,0,0
0.866,0,0,0
0.868,0,0,0
0.87,0,0,0
0.872,0,0,0
0.874,0,0,0
0.876,0,0,0
0.878,0,0,0
0.88,0,0,0
0.882,0,0,0
0.884,0,0,0
0.886,0,0,0
0.888,0,0,0
0.89,0,0,0
0.892,0,0,0
0.894,0,0,0
0.896,0,0,0
0.898,0,0,0
0.9,0,0,0
0.902,0,0,0
0.904,0,0,0
0.906,0,0,0
0.908,0,0,0
0.91,0,0,0
0.912,0,0,0
0.914,0,0,0
0.916,0,0,0
0.918,0,0,0
0.92,0,0,0
0.922,0,0,0
0.924,0,0,0
0.926,0,0,0
0.928,0,0,0
0.93,0,0,0
0.932,0,0,0
0.934,0,0,0
0.936,0,0,0
0.938,0,0,0
0.94,0,0,0
0.942,0,0,0
0.944,0,0,0
0.946,0,0,0
0.948,0,0,0
0.95,0,0,0
0.952,0,0,0
0.954,0,0,0
0.956,0,0,0
0.958,0,0,0
0.96,0,0,0
0.962,0,0,0
0.964,0,0,0
0.966,0,0,0
0.968,0,0,0
0.97,0,0,0
0.972,0,0,0
0.974,0,0,0
0.976,0,0,0
0.978,0,0,0
0.98,0,0,0
0.982,0,0,0
0.984,0,0,0
0.986,0,0,0
0.988,0,0,0
0.99,0,0,0
0.992,0,0,0
0.994,0,0,0
0.996,0,0,0
0.998,0,0,0
1,0,0,0
1,0,0,1
1.002,0,0,1
1.004,0,0,1
1.006,0,0,1
1.008,0,0,1
1.01,0,0,1
1.012,0,0,1
1.014,0,0,1
1.016,0,0,1
1.018,0,0,1
1.02,0,0,1
1.022,0,0,1
1.024,0,0,1
1.026,0,0,1
1.028,0,0,1
1.03,0,0,1
1.032,0,0,1
1.034,0,0,1
1.036,0,0,1
1.038,0,0,1
1.04,0,0,1
1.042,0,0,1
1.044,0,0,1
1.046,0,0,1
1.048,0,0,1
1.05,0,0,1
1.052,0,0,1
1.054,0,0,1
1.056,0,0,1
1.058,0,0,1
1.06,0,0,1
1.062,0,0,1
1.064,0,0,1
1.066,0,0,1
1.068,0,0,1
1.07,0,0,1
1.072,0,0,1
1.074,0,0,1
1.076,0,0,1
1.078,0,0,1
1.08,0,0,1
1.082,0,0,1
1.084,0,0,1
1.086,0,0,1
1.088,0,0,1
1.09,0,0,1
1.092,0,0,1
1.094,0,0,1
1.096,0,0,1
1.098,0,0,1
1.1,0,0,1
1.102,0,0,1
1.104,0,0,1
1.106,0,0,1
1.108,0,0,1
1.11,0,0,1
1.112,0,0,1
1.114,0,0,1
1.116,0,0,1
1.118,0,0,1
1.12,0,0,1
1.122,0,0,1
1.124,0,0,1
1.126,0,0,1
1.128,0,0,1
1.13,0,0,1
1.132,0,0,1
1.134,0,0,1
1.136,0,0,1
1.138,0,0,1
1.14,0,0,1
1.142,0,0,1
1.144,0,0,1
1.146,0,0,1
1.148,0,0,1
1.15,0,0,1
1.152,0,0,1
1.154,0,0,1
1.156,0,0,1
1.158,0,0,1
1.16,0,0,1
1.162,0,0,1
1.164,0,0,1
1.166,0,0,1
1.168,0,0,1
1.17,0,0,1
1.172,0,0,1
1.174,0,0,1
1.176,0,0,1
1.178,0,0,1
1.18,0,0,1
1.182,0,0,1
1.184,0,0,1
1.186,0,0,1
1.188,0,0,1
1.19,0,0,1
1.192,0,0,1
1.194,0,0,1
1.196,0,0,1
1.198,0,0,1
1.2,0,0,1
1.202,0,0,1
1.204,0,0,1
1.206,0,0,1
1.208,0,0,1
1.21,0,0,1
1.212,0,0,1
1.214,0,0,1
1.216,0,0,1
1.218,0,0,1
1.22,0,0,1
1.222,0,0,1
1.224,0,0,1
1.226,0,0,1
1.228,0,0,1
1.23,0,0,1
1.232,0,0,1
1.234,0,0,1
1.236,0,0,1
1.238,0,0,1
1.24,0,0,1
1.242,0,0,1
1.244,0,0,1
1.246,0,0,1
1.248,0,0,1
1.25,0,0,1
1.252,0,0,1
1.254,0,0,1
1.256,0,0,1
1.258,0,0,1
1.26,0,0,1
1.262,0,0,1
1.264,0,0,1
1.266,0,0,1
1.268,0,0,1
1.27,0,0,1
1.272,0,0,1
1.274,0,0,1
1.276,0,0,1
1.278,0,0,1
1.28,0,0,1
1.282,0,0,1
1.284,0,0,1
1.286,0,0,1
1.288,0,0,1
1.29,0,0,1
1.292,0,0,1
1.294,0,0,1
1.296,0,0,1
1.298,0,0,1
1.3,0,0,1
1.302,0,0,1
1.304,0,0,1
1.306,0,0,1
1.308,0,0,1
1.31,0,0,1
1.312,0,0,1
1.314,0,0,1
1.316,0,0,1
1.318,0,0,1
1.32,0,0,1
1.322,0,0,1
1.324,0,0,1
1.326,0,0,1
1.328,0,0,1
1.33,0,0,1
1.332,0,0,1
1.334,0,0,1
1.336,0,0,1
1.338,0,0,1
1.34,0,0,1
1.342,0,0,1
1.344,0,0,1
1.346,0,0,1
1.348,0,0,1
1.35,0,0,1
1.352,0,0,1
1.354,0,0,1
1.356,0,0,1
1.358,0,0,1
1.36,0,0,1
1.362,0,0,1
1.364,0,0,1
1.366,0,0,1
1.368,0,0,1
1.37,0,0,1
1.372,0,0,1
1.374,0,0,1
1.376,0,0,1
1.378,0,0,1
1.38,0,0,1
1.382,0,0,1
1.384,0,0,1
1.386,0,0,1
1.388,0,0,1
1.39,0,0,1
1.392,0,0,1
1.394,0,0,1
1.396,0,0,1
1.398,0,0,1
1.4,0,0,1
1.402,0,0,1
1.404,0,0,1
1.406,0,0,1
1.408,0,0,1
1.41,0,0,1
1.412,0,0,1
1.414,0,0,1
1.416,0,0,1
1.418,0,0,1
1.42,0,0,1
1.422,0,0,1
1.424,0,0,1
1.426,0,0,1
1.428,0,0,1
1.43,0,0,1
1.432,0,0,1
1.434,0,0,1
1.436,0,0,1
1.438,0,0,1
1.44,0,0,1
1.442,0,0,1
1.444,0,0,1
1.446,0,0,1
1.448,0,0,1
1.45,0,0,1
1.452,0,0,1
1.454,0,0,1
1.456,0,0,1
1.458,0,0,1
1.46,0,0,1
1.462,0,0,1
1.464,0,0,1
1.466,0,0,1
1.468,0,0,1
1.47,0,0,1
1.472,0,0,1
1.474,0,0,1
1.476,0,0,1
1.478,0,0,1
1.48,0,0,1
1.482,0,0,1
1.484,0,0,1
1.486,0,0,1
1.488,0,0,1
1.49,0,0,1
1.492,0,0,1
1.494,0,0,1
1.496,0,0,1
1.498,0,0,1
1.5,0,0,1
1.502,0,0,1
1.504,0,0,1
1.506,0,0,1
1.508,0,0,1
1.51,0,0,1
1.512,0,0,1
1.514,0,0,1
1.516,0,0,1
1.518,0,0,1
1.52,0,0,1
1.522,0,0,1
1.524,0,0,1
1.526,0,0,1
1.528,0,0,1
1.53,0,0,1
1.532,0,0,1
1.534,0,0,1
1.536,0,0,1
1.538,0,0,1
1.54,0,0,1
1.542,0,0,1
1.544,0,0,1
1.546,0,0,1
1.548,0,0,1
1.55,0,0,1
1.552,0,0,1
1.554,0,0,1
1.556,0,0,1
1.558,0,0,1
1.56,0,0,1
1.562,0,0,1
1.564,0,0,1
1.566,0,0,1
1.568,0,0,1
1.57,0,0,1
1.572,0,0,1
1.574,0,0,1
1.576,0,0,1
1.578,0,0,1
1.58,0,0,1
1.582,0,0,1
1.584,0,0,1
1.586,0,0,1
1.588,0,0,1
1.59,0,0,1
1.592,0,0,1
1.594,0,0,1
1.596,0,0,1
1.598,0,0,1
1.6,0,0,1
1.602,0,0,1
1.604,0,0,1
1.606,0,0,1
1.608,0,0,1
1.61,0,0,1
1.612,0,0,1
1.614,0,0,1
1.616,0,0,1
1.618,0,0,1
1.62,0,0,1
1.622,0,0,1
1.624,0,0,1
1.626,0,0,1
1.628,0,0,1
1.63,0,0,1
1.632,0,0,1
1.634,0,0,1
1.636,0,0,1
1.638,0,0,1
1.64,0,0,1
1.642,0,0,1
1.644,0,0,1
1.646,0,0,1
1.648,0,0,1
1.65,0,0,1
1.652,0,0,1
1.654,0,0,1
1.656,0,0,1
1.658,0,0,1
1.66,0,0,1
1.662,0,0,1
1.664,0,0,1
1.666,0,0,1
1.668,0,0,1
1.67,0,0,1
1.672,0,0,1
1.674,0,0,1
1.676,0,0,1
1.678,0,0,1
1.68,0,0,1
1.682,0,0,1
1.684,0,0,1
1.686,0,0,1
1.688,0,0,1
1.69,0,0,1
1.692,0,0,1
1.694,0,0,1
1.696,0,0,1
1.698,0,0,1
1.7,0,0,1
1.702,0,0,1
1.704,0,0,1
1.706,0,0,1
1.708,0,0,1
1.71,0,0,1
1.712,0,0,1
1.714,0,0,1
1.716,0,0,1
1.718,0,0,1
1.72,0,0,1
1.722,0,0,1
1.724,0,0,1
1.726,0,0,1
1.728,0,0,1
1.73,0,0,1
1.732,0,0,1
1.734,0,0,1
1.736,0,0,1
1.738,0,0,1
1.74,0,0,1
1.742,0,0,1
1.744,0,0,1
1.746,0,0,1
1.748,0,0,1
1.75,0,0,1
1.752,0,0,1
1.754,0,0,1
1.756,0,0,1
1.758,0,0,1
1.76,0,0,1
1.762,0,0,1
1.764,0,0,1
1.766,0,0,1
1.768,0,0,1
1.77,0,0,1
1.772,0,0,1
1.774,0,0,1
1.776,0,0,1
1.778,0,0,1
1.78,0,0,1
1.782,0,0,1
1.784,0,0,1
1.786,0,0,1
1.788,0,0,1
1.79,0,0,1
1.792,0,0,1
1.794,0,0,1
1.796,0,0,1
1.798,0,0,1
1.8,0,0,1
1.802,0,0,1
1.804,0,0,1
1.806,0,0,1
1.808,0,0,1
1.81,0,0,1
1.812,0,0,1
1.814,0,0,1
1.816,0,0,1
1.818,0,0,1
1.82,0,0,1
1.822,0,0,1
1.824,0,0,1
1.826,0,0,1
1.828,0,0,1
1.83,0,0,1
1.832,0,0,1
1.834,0,0,1
1.836,0,0,1
1.838,0,0,1
1.84,0,0,1
1.842,0,0,1
1.844,0,0,1
1.846,0,0,1
1.848,0,0,1
1.85,0,0,1
1.852,0,0,1
1.854,0,0,1
1.856,0,0,1
1.858,0,0,1
1.86,0,0,1
1.862,0,0,1
1.864,0,0,1
1.866,0,0,1
1.868,0,0,1
1.87,0,0,1
1.872,0,0,1
1.874,0,0,1
1.876,0,0,1
1.878,0,0,1
1.88,0,0,1
1.882,0,0,1
1.884,0,0,1
1.886,0,0,1
1.888,0,0,1
1.89,0,0,1
1.892,0,0,1
1.894,0,0,1
1.896,0,0,1
1.898,0,0,1
1.9,0,0,1
1.902,0,0,1
1.904,0,0,1
1.906,0,0,1
1.908,0,0,1
1.91,0,0,1
1.912,0,0,1
1.914,0,0,1
1.916,0,0,1
1.918,0,0,1
1.92,0,0,1
1.922,0,0,1
1.924,0,0,1
1.926,0,0,1
1.928,0,0,1
1.93,0,0,1
1.932,0,0,1
1.934,0,0,1
1.936,0,0,1
1.938,0,0,1
1.94,0,0,1
1.942,0,0,1
1.944,0,0,1
1.946,0,0,1
1.948,0,0,1
1.95,0,0,1
1.952,0,0,1
1.954,0,0,1
1.956,0,0,1
1.958,0,0,1
1.96,0,0,1
1.962,0,0,1
1.964,0,0,1
1.966,0,0,1
1.968,0,0,1
1.97,0,0,1
1.972,0,0,1
1.974,0,0,1
1.976,0,0,1
1.978,0,0,1
1.98,0,0,1
1.982,0,0,1
1.984,0,0,1
1.986,0,0,1
1.988,0,0,1
1.99,0,0,1
1.992,0,0,1
1.994,0,0,1
1.996,0,0,1
1.998,0,0,1
2,0,0,1
2,1,1,1
2.002,1,1,1
2.004,1,1,1
2.006,1,1,1
2.008,1,1,1
2.01,1,1,1
2.012,1,1,1
2.014,1,1,1
2.016,1,1,1
2.018,1,1,1
2.02,1,1,1
2.022,1,1,1
2.024,1,1,1
2.026,1,1,1
2.028,1,1,1
2.03,1,1,1
2.032,1,1,1
2.034,1,1,1
2.036,1,1,1
2.038,1,1,1
2.04,1,1,1
2.042,1,1,1
2.044,1,1,1
2.046,1,1,1
2.048,1,1,1
2.05,1,1,1
2.052,1,1,1
2.054,1,1,1
2.056,1,1,1
2.058,1,1,1
2.06,1,1,1
2.062,1,1,1
2.064,1,1,1
2.066,1,1,1
2.068,1,1,1
2.07,1,1,1
2.072,1,1,1
2.074,1,1,1
2.076,1,1,1
2.078,1,1,1
2.08,1,1,1
2.082,1,1,1
2.084,1,1,1
2.086,1,1,1
2.088,1,1,1
2.09,1,1,1
2.092,1,1,1
2.094,1,1,1
2.096,1,1,1
2.098,1,1,1
2.1,1,1,1
2.102,1,1,1
2.104,1,1,1
2.106,1,1,1
2.108,1,1,1
2.11,1,1,1
2.112,1,1,1
2.114,1,1,1
2.116,1,1,1
2.118,1,1,1
2.12,1,1,1
2.122,1,1,1
2.124,1,1,1
2.126,1,1,1
2.128,1,1,1
2.13,1,1,1
2.132,1,1,1
2.134,1,1,1
2.136,1,1,1
2.138,1,1,1
2.14,1,1,1
2.142,1,1,1
2.144,1,1,1
2.146,1,1,1
2.148,1,1,1
2.15,1,1,1
2.152,1,1,1
2.154,1,1,1
2.156,1,1,1
2.158,1,1,1
2.16,1,1,1
2.162,1,1,1
2.164,1,1,1
2.166,1,1,1
2.168,1,1,1
2.17,1,1,1
2.172,1,1,1
2.174,1,1,1
2.176,1,1,1
2.178,1,1,1
2.18,1,1,1
2.182,1,1,1
2.184,1,1,1
2.186,1,1,1
2.188,1,1,1
2.19,1,1,1
2.192,1,1,1
2.194,1,1,1
2.196,1,1,1
2.198,1,1,1
2.2,1,1,1
2.202,1,1,1
2.204,1,1,1
2.206,1,1,1
2.208,1,1,1
2.21,1,1,1
2.212,1,1,1
2.214,1,1,1
2.216,1,1,1
2.218,1,1,1
2.22,1,1,1
2.222,1,1,1
2.224,1,1,1
2.226,1,1,1
2.228,1,1,1
2.23,1,1,1
2.232,1,1,1
2.234,1,1,1
2.236,1,1,1
2.238,1,1,1
2.24,1,1,1
2.242,1,1,1
2.244,1,1,1
2.246,1,1,1
2.248,1,1,1
2.25,1,1,1
2.252,1,1,1
2.254,1,1,1
2.256,1,1,1
2.258,1,1,1
2.26,1,1,1
2.262,1,1,1
2.264,1,1,1
2.266,1,1,1
2.268,1,1,1
2.27,1,1,1
2.272,1,1,1
2.274,1,1,1
2.276,1,1,1
2.278,1,1,1
2.28,1,1,1
2.282,1,1,1
2.284,1,1,1
2.286,1,1,1
2.288,1,1,1
2.29,1,1,1
2.292,1,1,1
2.294,1,1,1
2.296,1,1,1
2.298,1,1,1
2.3,1,1,1
2.302,1,1,1
2.304,1,1,1
2.306,1,1,1
2.308,1,1,1
2.31,1,1,1
2.312,1,1,1
2.314,1,1,1
2.316,1,1,1
2.318,1,1,1
2.32,1,1,1
2.322,1,1,1
2.324,1,1,1
2.326,1,1,1
2.328,1,1,1
2.33,1,1,1
2.332,1,1,1
2.334,1,1,1
2.336,1,1,1
2.338,1,1,1
2.34,1,1,1
2.342,1,1,1
2.344,1,1,1
2.346,1,1,1
2.348,1,1,1
2.35,1,1,1
2.352,1,1,1
2.354,1,1,1
2.356,1,1,1
2.358,1,1,1
2.36,1,1,1
2.362,1,1,1
2.364,1,1,1
2.366,1,1,1
2.368,1,1,1
2.37,1,1,1
2.372,1,1,1
2.374,1,1,1
2.376,1,1,1
2.378,1,1,1
2.38,1,1,1
2.382,1,1,1
2.384,1,1,1
2.386,1,1,1
2.388,1,1,1
2.39,1,1,1
2.392,1,1,1
2.394,1,1,1
2.396,1,1,1
2.398,1,1,1
2.4,1,1,1
2.402,1,1,1
2.404,1,1,1
2.406,1,1,1
2.408,1,1,1
2.41,1,1,1
2.412,1,1,1
2.414,1,1,1
2.416,1,1,1
2.418,1,1,1
2.42,1,1,1
2.422,1,1,1
2.424,1,1,1
2.426,1,1,1
2.428,1,1,1
2.43,1,1,1
2.432,1,1,1
2.434,1,1,1
2.436,1,1,1
2.438,1,1,1
2.44,1,1,1
2.442,1,1,1
2.444,1,1,1
2.446,1,1,1
2.448,1,1,1
2.45,1,1,1
2.452,1,1,1
2.454,1,1,1
2.456,1,1,1
2.458,1,1,1
2.46,1,1,1
2.462,1,1,1
2.464,1,1,1
2.466,1,1,1
2.468,1,1,1
2.47,1,1,1
2.472,1,1,1
2.474,1,1,1
2.476,1,1,1
2.478,1,1,1
2.48,1,1,1
2.482,1,1,1
2.484,1,1,1
2.486,1,1,1
2.488,1,1,1
2.49,1,1,1
2.492,1,1,1
2.494,1,1,1
2.496,1,1,1
2.498,1,1,1
2.5,1,1,1
2.502,1,1,1
2.504,1,1,1
2.506,1,1,1
2.508,1,1,1
2.51,1,1,1
2.512,1,1,1
2.514,1,1,1
2.516,1,1,1
2.518,1,1,1
2.52,1,1,1
2.522,1,1,1
2.524,1,1,1
2.526,1,1,1
2.528,1,1,1
2.53,1,1,1
2.532,1,1,1
2.534,1,1,1
2.536,1,1,1
2.538,1,1,1
2.54,1,1,1
2.542,1,1,1
2.544,1,1,1
2.546,1,1,1
2.548,1,1,1
2.55,1,1,1
2.552,1,1,1
2.554,1,1,1
2.556,1,1,1
2.558,1,1,1
2.56,1,1,1
2.562,1,1,1
2.564,1,1,1
2.566,1,1,1
2.568,1,1,1
2.57,1,1,1
2.572,1,1,1
2.574,1,1,1
2.576,1,1,1
2.578,1,1,1
2.58,1,1,1
2.582,1,1,1
2.584,1,1,1
2.586,1,1,1
2.588,1,1,1
2.59,1,1,1
2.592,1,1,1
2.594,1,1,1
2.596,1,1,1
2.598,1,1,1
2.6,1,1,1
2.602,1,1,1
2.604,1,1,1
2.606,1,1,1
2.608,1,1,1
2.61,1,1,1
2.612,1,1,1
2.614,1,1,1
2.616,1,1,1
2.618,1,1,1
2.62,1,1,1
2.622,1,1,1
2.624,1,1,1
2.626,1,1,1
2.628,1,1,1
2.63,1,1,1
2.632,1,1,1
2.634,1,1,1
2.636,1,1,1
2.638,1,1,1
2.64,1,1,1
2.642,1,1,1
2.644,1,1,1
2.646,1,1,1
2.648,1,1,1
2.65,1,1,1
2.652,1,1,1
2.654,1,1,1
2.656,1,1,1
2.658,1,1,1
2.66,1,1,1
2.662,1,1,1
2.664,1,1,1
2.666,1,1,1
2.668,1,1,1
2.67,1,1,1
2.672,1,1,1
2.674,1,1,1
2.676,1,1,1
2.678,1,1,1
2.68,1,1,1
2.682,1,1,1
2.684,1,1,1
2.686,1,1,1
2.688,1,1,1
2.69,1,1,1
2.692,1,1,1
2.694,1,1,1
2.696,1,1,1
2.698,1,1,1
2.7,1,1,1
2.702,1,1,1
2.704,1,1,1
2.706,1,1,1
2.708,1,1,1
2.71,1,1,1
2.712,1,1,1
2.714,1,1,1
2.716,1,1,1
2.718,1,1,1
2.72,1,1,1
2.722,1,1,1
2.724,1,1,1
2.726,1,1,1
2.728,1,1,1
2.73,1,1,1
2.732,1,1,1
2.734,1,1,1
2.736,1,1,1
2.738,1,1,1
2.74,1,1,1
2.742,1,1,1
2.744,1,1,1
2.746,1,1,1
2.748,1,1,1
2.75,1,1,1
2.752,1,1,1
2.754,1,1,1
2.756,1,1,1
2.758,1,1,1
2.76,1,1,1
2.762,1,1,1
2.764,1,1,1
2.766,1,1,1
2.768,1,1,1
2.77,1,1,1
2.772,1,1,1
2.774,1,1,1
2.776,1,1,1
2.778,1,1,1
2.78,1,1,1
2.782,1,1,1
2.784,1,1,1
2.786,1,1,1
