"time","Adder.AND.G2.x","Adder.AND.G2.y","Adder.XOR.G2.x","Adder.XOR.G2.y"
2.316,3,3,4,4
2.317,3,3,4,4
2.318,3,3,4,4
2.319,3,3,4,4
2.32,3,3,4,4
2.321,3,3,4,4
2.322,3,3,4,4
2.323,3,3,4,4
2.324,3,3,4,4
2.325,3,3,4,4
2.326,3,3,4,4
2.327,3,3,4,4
2.328,3,3,4,4
2.329,3,3,4,4
2.33,3,3,4,4
2.331,3,3,4,4
2.332,3,3,4,4
2.333,3,3,4,4
2.334,3,3,4,4
2.335,3,3,4,4
2.336,3,3,4,4
2.337,3,3,4,4
2.338,3,3,4,4
2.339,3,3,4,4
2.34,3,3,4,4
2.341,3,3,4,4
2.342,3,3,4,4
2.343,3,3,4,4
2.344,3,3,4,4
2.345,3,3,4,4
2.346,3,3,4,4
2.347,3,3,4,4
2.348,3,3,4,4
2.349,3,3,4,4
2.35,3,3,4,4
2.351,3,3,4,4
2.352,3,3,4,4
2.353,3,3,4,4
2.354,3,3,4,4
2.355,3,3,4,4
2.356,3,3,4,4
2.357,3,3,4,4
2.358,3,3,4,4
2.359,3,3,4,4
2.36,3,3,4,4
2.361,3,3,4,4
2.362,3,3,4,4
2.363,3,3,4,4
2.364,3,3,4,4
2.365,3,3,4,4
2.366,3,3,4,4
2.367,3,3,4,4
2.368,3,3,4,4
2.369,3,3,4,4
2.37,3,3,4,4
2.371,3,3,4,4
2.372,3,3,4,4
2.373,3,3,4,4
2.374,3,3,4,4
2.375,3,3,4,4
2.376,3,3,4,4
2.377,3,3,4,4
2.378,3,3,4,4
2.379,3,3,4,4
2.38,3,3,4,4
2.381,3,3,4,4
2.382,3,3,4,4
2.383,3,3,4,4
2.384,3,3,4,4
2.385,3,3,4,4
2.386,3,3,4,4
2.387,3,3,4,4
2.388,3,3,4,4
2.389,3,3,4,4
2.39,3,3,4,4
2.391,3,3,4,4
2.392,3,3,4,4
2.393,3,3,4,4
2.394,3,3,4,4
2.395,3,3,4,4
2.396,3,3,4,4
2.397,3,3,4,4
2.398,3,3,4,4
2.399,3,3,4,4
2.4,3,3,4,4
2.401,3,3,4,4
2.402,3,3,4,4
2.403,3,3,4,4
2.404,3,3,4,4
2.405,3,3,4,4
2.406,3,3,4,4
2.407,3,3,4,4
2.408,3,3,4,4
2.409,3,3,4,4
2.41,3,3,4,4
2.411,3,3,4,4
2.412,3,3,4,4
2.413,3,3,4,4
2.414,3,3,4,4
2.415,3,3,4,4
2.416,3,3,4,4
2.417,3,3,4,4
2.418,3,3,4,4
2.419,3,3,4,4
2.42,3,3,4,4
2.421,3,3,4,4
2.422,3,3,4,4
2.423,3,3,4,4
2.424,3,3,4,4
2.425,3,3,4,4
2.426,3,3,4,4
2.427,3,3,4,4
2.428,3,3,4,4
2.429,3,3,4,4
2.43,3,3,4,4
2.431,3,3,4,4
2.432,3,3,4,4
2.433,3,3,4,4
2.434,3,3,4,4
2.435,3,3,4,4
2.436,3,3,4,4
2.437,3,3,4,4
2.438,3,3,4,4
2.439,3,3,4,4
2.44,3,3,4,4
2.441,3,3,4,4
2.442,3,3,4,4
2.443,3,3,4,4
2.444,3,3,4,4
2.445,3,3,4,4
2.446,3,3,4,4
2.447,3,3,4,4
2.448,3,3,4,4
2.449,3,3,4,4
2.45,3,3,4,4
2.451,3,3,4,4
2.452,3,3,4,4
2.453,3,3,4,4
2.454,3,3,4,4
2.455,3,3,4,4
2.456,3,3,4,4
2.457,3,3,4,4
2.458,3,3,4,4
2.459,3,3,4,4
2.46,3,3,4,4
2.461,3,3,4,4
2.462,3,3,4,4
2.463,3,3,4,4
2.464,3,3,4,4
2.465,3,3,4,4
2.466,3,3,4,4
2.467,3,3,4,4
2.468,3,3,4,4
2.469,3,3,4,4
2.47,3,3,4,4
2.471,3,3,4,4
2.472,3,3,4,4
2.473,3,3,4,4
2.474,3,3,4,4
2.475,3,3,4,4
2.476,3,3,4,4
2.477,3,3,4,4
2.478,3,3,4,4
2.479,3,3,4,4
2.48,3,3,4,4
2.481,3,3,4,4
2.482,3,3,4,4
2.483,3,3,4,4
2.484,3,3,4,4
2.485,3,3,4,4
2.486,3,3,4,4
2.487,3,3,4,4
2.488,3,3,4,4
2.489,3,3,4,4
2.49,3,3,4,4
2.491,3,3,4,4
2.492,3,3,4,4
2.493,3,3,4,4
2.494,3,3,4,4
2.495,3,3,4,4
2.496,3,3,4,4
2.497,3,3,4,4
2.498,3,3,4,4
2.499,3,3,4,4
2.5,3,3,4,4
2.501,3,3,4,4
2.502,3,3,4,4
2.503,3,3,4,4
2.504,3,3,4,4
2.505,3,3,4,4
2.506,3,3,4,4
2.507,3,3,4,4
2.508,3,3,4,4
2.509,3,3,4,4
2.51,3,3,4,4
2.511,3,3,4,4
2.512,3,3,4,4
2.513,3,3,4,4
2.514,3,3,4,4
2.515,3,3,4,4
2.516,3,3,4,4
2.517,3,3,4,4
2.518,3,3,4,4
2.519,3,3,4,4
2.52,3,3,4,4
2.521,3,3,4,4
2.522,3,3,4,4
2.523,3,3,4,4
2.524,3,3,4,4
2.525,3,3,4,4
2.526,3,3,4,4
2.527,3,3,4,4
2.528,3,3,4,4
2.529,3,3,4,4
2.53,3,3,4,4
2.531,3,3,4,4
2.532,3,3,4,4
2.533,3,3,4,4
2.534,3,3,4,4
2.535,3,3,4,4
2.536,3,3,4,4
2.537,3,3,4,4
2.538,3,3,4,4
2.539,3,3,4,4
2.54,3,3,4,4
2.541,3,3,4,4
2.542,3,3,4,4
2.543,3,3,4,4
2.544,3,3,4,4
2.545,3,3,4,4
2.546,3,3,4,4
2.547,3,3,4,4
2.548,3,3,4,4
2.549,3,3,4,4
2.55,3,3,4,4
2.551,3,3,4,4
2.552,3,3,4,4
2.553,3,3,4,4
2.554,3,3,4,4
2.555,3,3,4,4
2.556,3,3,4,4
2.557,3,3,4,4
2.558,3,3,4,4
2.559,3,3,4,4
2.56,3,3,4,4
2.561,3,3,4,4
2.562,3,3,4,4
2.563,3,3,4,4
2.564,3,3,4,4
2.565,3,3,4,4
2.566,3,3,4,4
2.567,3,3,4,4
2.568,3,3,4,4
2.569,3,3,4,4
2.57,3,3,4,4
2.571,3,3,4,4
2.572,3,3,4,4
2.573,3,3,4,4
2.574,3,3,4,4
2.575,3,3,4,4
2.576,3,3,4,4
2.577,3,3,4,4
2.578,3,3,4,4
2.579,3,3,4,4
2.58,3,3,4,4
2.581,3,3,4,4
2.582,3,3,4,4
2.583,3,3,4,4
2.584,3,3,4,4
2.585,3,3,4,4
2.586,3,3,4,4
2.587,3,3,4,4
2.588,3,3,4,4
2.589,3,3,4,4
2.59,3,3,4,4
2.591,3,3,4,4
2.592,3,3,4,4
2.593,3,3,4,4
2.594,3,3,4,4
2.595,3,3,4,4
2.596,3,3,4,4
2.597,3,3,4,4
2.598,3,3,4,4
2.599,3,3,4,4
2.6,3,3,4,4
2.601,3,3,4,4
2.602,3,3,4,4
2.603,3,3,4,4
2.604,3,3,4,4
2.605,3,3,4,4
2.606,3,3,4,4
2.607,3,3,4,4
2.608,3,3,4,4
2.609,3,3,4,4
2.61,3,3,4,4
2.611,3,3,4,4
2.612,3,3,4,4
2.613,3,3,4,4
2.614,3,3,4,4
2.615,3,3,4,4
2.616,3,3,4,4
2.617,3,3,4,4
2.618,3,3,4,4
2.619,3,3,4,4
2.62,3,3,4,4
2.621,3,3,4,4
2.622,3,3,4,4
2.623,3,3,4,4
2.624,3,3,4,4
2.625,3,3,4,4
2.626,3,3,4,4
2.627,3,3,4,4
2.628,3,3,4,4
2.629,3,3,4,4
2.63,3,3,4,4
2.631,3,3,4,4
2.632,3,3,4,4
2.633,3,3,4,4
2.634,3,3,4,4
2.635,3,3,4,4
2.636,3,3,4,4
2.637,3,3,4,4
2.638,3,3,4,4
2.639,3,3,4,4
2.64,3,3,4,4
2.641,3,3,4,4
2.642,3,3,4,4
2.643,3,3,4,4
2.644,3,3,4,4
2.645,3,3,4,4
2.646,3,3,4,4
2.647,3,3,4,4
2.648,3,3,4,4
2.649,3,3,4,4
2.65,3,3,4,4
2.651,3,3,4,4
2.652,3,3,4,4
2.653,3,3,4,4
2.654,3,3,4,4
2.655,3,3,4,4
2.656,3,3,4,4
2.657,3,3,4,4
2.658,3,3,4,4
2.659,3,3,4,4
2.66,3,3,4,4
2.661,3,3,4,4
2.662,3,3,4,4
2.663,3,3,4,4
2.664,3,3,4,4
2.665,3,3,4,4
2.666,3,3,4,4
2.667,3,3,4,4
2.668,3,3,4,4
2.669,3,3,4,4
2.67,3,3,4,4
2.671,3,3,4,4
2.672,3,3,4,4
2.673,3,3,4,4
2.674,3,3,4,4
2.675,3,3,4,4
2.676,3,3,4,4
2.677,3,3,4,4
2.678,3,3,4,4
2.679,3,3,4,4
2.68,3,3,4,4
2.681,3,3,4,4
2.682,3,3,4,4
2.683,3,3,4,4
2.684,3,3,4,4
2.685,3,3,4,4
2.686,3,3,4,4
2.687,3,3,4,4
2.688,3,3,4,4
2.689,3,3,4,4
2.69,3,3,4,4
2.691,3,3,4,4
2.692,3,3,4,4
2.693,3,3,4,4
2.694,3,3,4,4
2.695,3,3,4,4
2.696,3,3,4,4
2.697,3,3,4,4
2.698,3,3,4,4
2.699,3,3,4,4
2.7,3,3,4,4
2.701,3,3,4,4
2.702,3,3,4,4
2.703,3,3,4,4
2.704,3,3,4,4
2.705,3,3,4,4
2.706,3,3,4,4
2.707,3,3,4,4
2.708,3,3,4,4
2.709,3,3,4,4
2.71,3,3,4,4
2.711,3,3,4,4
2.712,3,3,4,4
2.713,3,3,4,4
2.714,3,3,4,4
2.715,3,3,4,4
2.716,3,3,4,4
2.717,3,3,4,4
2.718,3,3,4,4
2.719,3,3,4,4
2.72,3,3,4,4
2.721,3,3,4,4
2.722,3,3,4,4
2.723,3,3,4,4
2.724,3,3,4,4
2.725,3,3,4,4
2.726,3,3,4,4
2.727,3,3,4,4
2.728,3,3,4,4
2.729,3,3,4,4
2.73,3,3,4,4
2.731,3,3,4,4
2.732,3,3,4,4
2.733,3,3,4,4
2.734,3,3,4,4
2.735,3,3,4,4
2.736,3,3,4,4
2.737,3,3,4,4
2.738,3,3,4,4
2.739,3,3,4,4
2.74,3,3,4,4
2.741,3,3,4,4
2.742,3,3,4,4
2.743,3,3,4,4
2.744,3,3,4,4
2.745,3,3,4,4
2.746,3,3,4,4
2.747,3,3,4,4
2.748,3,3,4,4
2.749,3,3,4,4
2.75,3,3,4,4
2.751,3,3,4,4
2.752,3,3,4,4
2.753,3,3,4,4
2.754,3,3,4,4
2.755,3,3,4,4
2.756,3,3,4,4
2.757,3,3,4,4
2.758,3,3,4,4
2.759,3,3,4,4
2.76,3,3,4,4
2.761,3,3,4,4
2.762,3,3,4,4
2.763,3,3,4,4
2.764,3,3,4,4
2.765,3,3,4,4
2.766,3,3,4,4
2.767,3,3,4,4
2.768,3,3,4,4
2.769,3,3,4,4
2.77,3,3,4,4
2.771,3,3,4,4
2.772,3,3,4,4
2.773,3,3,4,4
2.774,3,3,4,4
2.775,3,3,4,4
2.776,3,3,4,4
2.777,3,3,4,4
2.778,3,3,4,4
2.779,3,3,4,4
2.78,3,3,4,4
2.781,3,3,4,4
2.782,3,3,4,4
2.783,3,3,4,4
2.784,3,3,4,4
2.785,3,3,4,4
2.786,3,3,4,4
2.787,3,3,4,4
2.788,3,3,4,4
2.789,3,3,4,4
2.79,3,3,4,4
2.791,3,3,4,4
2.792,3,3,4,4
2.793,3,3,4,4
2.794,3,3,4,4
2.795,3,3,4,4
2.796,3,3,4,4
2.797,3,3,4,4
2.798,3,3,4,4
2.799,3,3,4,4
2.8,3,3,4,4
2.801,3,3,4,4
2.802,3,3,4,4
2.803,3,3,4,4
2.804,3,3,4,4
2.805,3,3,4,4
2.806,3,3,4,4
2.807,3,3,4,4
2.808,3,3,4,4
2.809,3,3,4,4
2.81,3,3,4,4
2.811,3,3,4,4
2.812,3,3,4,4
2.813,3,3,4,4
2.814,3,3,4,4
2.815,3,3,4,4
2.816,3,3,4,4
2.817,3,3,4,4
2.818,3,3,4,4
2.819,3,3,4,4
2.82,3,3,4,4
2.821,3,3,4,4
2.822,3,3,4,4
2.823,3,3,4,4
2.824,3,3,4,4
2.825,3,3,4,4
2.826,3,3,4,4
2.827,3,3,4,4
2.828,3,3,4,4
2.829,3,3,4,4
2.83,3,3,4,4
2.831,3,3,4,4
2.832,3,3,4,4
2.833,3,3,4,4
2.834,3,3,4,4
2.835,3,3,4,4
2.836,3,3,4,4
2.837,3,3,4,4
2.838,3,3,4,4
2.839,3,3,4,4
2.84,3,3,4,4
2.841,3,3,4,4
2.842,3,3,4,4
2.843,3,3,4,4
2.844,3,3,4,4
2.845,3,3,4,4
2.846,3,3,4,4
2.847,3,3,4,4
2.848,3,3,4,4
2.849,3,3,4,4
2.85,3,3,4,4
2.851,3,3,4,4
2.852,3,3,4,4
2.853,3,3,4,4
2.854,3,3,4,4
2.855,3,3,4,4
2.856,3,3,4,4
2.857,3,3,4,4
2.858,3,3,4,4
2.859,3,3,4,4
2.86,3,3,4,4
2.861,3,3,4,4
2.862,3,3,4,4
2.863,3,3,4,4
2.864,3,3,4,4
2.865,3,3,4,4
2.866,3,3,4,4
2.867,3,3,4,4
2.868,3,3,4,4
2.869,3,3,4,4
2.87,3,3,4,4
2.871,3,3,4,4
2.872,3,3,4,4
2.873,3,3,4,4
2.874,3,3,4,4
2.875,3,3,4,4
2.876,3,3,4,4
2.877,3,3,4,4
2.878,3,3,4,4
2.879,3,3,4,4
2.88,3,3,4,4
2.881,3,3,4,4
2.882,3,3,4,4
2.883,3,3,4,4
2.884,3,3,4,4
2.885,3,3,4,4
2.886,3,3,4,4
2.887,3,3,4,4
2.888,3,3,4,4
2.889,3,3,4,4
2.89,3,3,4,4
2.891,3,3,4,4
2.892,3,3,4,4
2.893,3,3,4,4
2.894,3,3,4,4
2.895,3,3,4,4
2.896,3,3,4,4
2.897,3,3,4,4
2.898,3,3,4,4
2.899,3,3,4,4
2.9,3,3,4,4
2.901,3,3,4,4
2.902,3,3,4,4
2.903,3,3,4,4
2.904,3,3,4,4
2.905,3,3,4,4
2.906,3,3,4,4
2.907,3,3,4,4
2.908,3,3,4,4
2.909,3,3,4,4
2.91,3,3,4,4
2.911,3,3,4,4
2.912,3,3,4,4
2.913,3,3,4,4
2.914,3,3,4,4
2.915,3,3,4,4
2.916,3,3,4,4
2.917,3,3,4,4
2.918,3,3,4,4
2.919,3,3,4,4
2.92,3,3,4,4
2.921,3,3,4,4
2.922,3,3,4,4
2.923,3,3,4,4
2.924,3,3,4,4
2.925,3,3,4,4
2.926,3,3,4,4
2.927,3,3,4,4
2.928,3,3,4,4
2.929,3,3,4,4
2.93,3,3,4,4
2.931,3,3,4,4
2.932,3,3,4,4
2.933,3,3,4,4
2.934,3,3,4,4
2.935,3,3,4,4
2.936,3,3,4,4
2.937,3,3,4,4
2.938,3,3,4,4
2.939,3,3,4,4
2.94,3,3,4,4
2.941,3,3,4,4
2.942,3,3,4,4
2.943,3,3,4,4
2.944,3,3,4,4
2.945,3,3,4,4
2.946,3,3,4,4
2.947,3,3,4,4
2.948,3,3,4,4
2.949,3,3,4,4
2.95,3,3,4,4
2.951,3,3,4,4
2.952,3,3,4,4
2.953,3,3,4,4
2.954,3,3,4,4
2.955,3,3,4,4
2.956,3,3,4,4
2.957,3,3,4,4
2.958,3,3,4,4
2.959,3,3,4,4
2.96,3,3,4,4
2.961,3,3,4,4
2.962,3,3,4,4
2.963,3,3,4,4
2.964,3,3,4,4
2.965,3,3,4,4
2.966,3,3,4,4
2.967,3,3,4,4
2.968,3,3,4,4
2.969,3,3,4,4
2.97,3,3,4,4
2.971,3,3,4,4
2.972,3,3,4,4
2.973,3,3,4,4
2.974,3,3,4,4
2.975,3,3,4,4
2.976,3,3,4,4
2.977,3,3,4,4
2.978,3,3,4,4
2.979,3,3,4,4
2.98,3,3,4,4
2.981,3,3,4,4
2.982,3,3,4,4
2.983,3,3,4,4
2.984,3,3,4,4
2.985,3,3,4,4
2.986,3,3,4,4
2.987,3,3,4,4
2.988,3,3,4,4
2.989,3,3,4,4
2.99,3,3,4,4
2.991,3,3,4,4
2.992,3,3,4,4
2.993,3,3,4,4
2.994,3,3,4,4
2.995,3,3,4,4
2.996,3,3,4,4
2.997,3,3,4,4
2.998,3,3,4,4
2.999,3,3,4,4
3,3,3,4,4
3,4,3,3,4
3.001,4,3,3,4
3.002,4,3,3,4
3.003,4,3,3,4
3.004,4,3,3,4
3.005,4,3,3,4
3.006,4,3,3,4
3.007,4,3,3,4
3.008,4,3,3,4
3.009,4,3,3,4
3.01,4,3,3,4
3.011,4,3,3,4
3.012,4,3,3,4
3.013,4,3,3,4
3.014,4,3,3,4
3.015,4,3,3,4
3.016,4,3,3,4
3.017,4,3,3,4
3.018,4,3,3,4
3.019,4,3,3,4
3.02,4,3,3,4
3.021,4,3,3,4
3.022,4,3,3,4
3.023,4,3,3,4
3.024,4,3,3,4
3.025,4,3,3,4
3.026,4,3,3,4
3.027,4,3,3,4
3.028,4,3,3,4
3.029,4,3,3,4
3.03,4,3,3,4
3.031,4,3,3,4
3.032,4,3,3,4
3.033,4,3,3,4
3.034,4,3,3,4
3.035,4,3,3,4
3.036,4,3,3,4
3.037,4,3,3,4
3.038,4,3,3,4
3.039,4,3,3,4
3.04,4,3,3,4
3.041,4,3,3,4
3.042,4,3,3,4
3.043,4,3,3,4
3.044,4,3,3,4
3.045,4,3,3,4
3.046,4,3,3,4
3.047,4,3,3,4
3.048,4,3,3,4
3.049,4,3,3,4
3.05,4,3,3,4
3.051,4,3,3,4
3.052,4,3,3,4
3.053,4,3,3,4
3.054,4,3,3,4
3.055,4,3,3,4
3.056,4,3,3,4
3.057,4,3,3,4
3.058,4,3,3,4
3.059,4,3,3,4
3.06,4,3,3,4
3.061,4,3,3,4
3.062,4,3,3,4
3.063,4,3,3,4
3.064,4,3,3,4
3.065,4,3,3,4
3.066,4,3,3,4
3.067,4,3,3,4
3.068,4,3,3,4
3.069,4,3,3,4
3.07,4,3,3,4
3.071,4,3,3,4
3.072,4,3,3,4
3.073,4,3,3,4
3.074,4,3,3,4
3.075,4,3,3,4
3.076,4,3,3,4
3.077,4,3,3,4
3.078,4,3,3,4
3.079,4,3,3,4
3.08,4,3,3,4
3.081,4,3,3,4
3.082,4,3,3,4
3.083,4,3,3,4
3.084,4,3,3,4
3.085,4,3,3,4
3.086,4,3,3,4
3.087,4,3,3,4
3.088,4,3,3,4
3.089,4,3,3,4
3.09,4,3,3,4
3.091,4,3,3,4
3.092,4,3,3,4
3.093,4,3,3,4
3.094,4,3,3,4
3.095,4,3,3,4
3.096,4,3,3,4
3.097,4,3,3,4
3.098,4,3,3,4
3.099,4,3,3,4
3.1,4,3,3,4
3.101,4,3,3,4
3.102,4,3,3,4
3.103,4,3,3,4
3.104,4,3,3,4
3.105,4,3,3,4
3.106,4,3,3,4
3.107,4,3,3,4
3.108,4,3,3,4
3.109,4,3,3,4
3.11,4,3,3,4
3.111,4,3,3,4
3.112,4,3,3,4
3.113,4,3,3,4
3.114,4,3,3,4
3.115,4,3,3,4
3.116,4,3,3,4
3.117,4,3,3,4
3.118,4,3,3,4
3.119,4,3,3,4
3.12,4,3,3,4
3.121,4,3,3,4
3.122,4,3,3,4
3.123,4,3,3,4
3.124,4,3,3,4
3.125,4,3,3,4
3.126,4,3,3,4
3.127,4,3,3,4
3.128,4,3,3,4
3.129,4,3,3,4
3.13,4,3,3,4
3.131,4,3,3,4
3.132,4,3,3,4
3.133,4,3,3,4
3.134,4,3,3,4
3.135,4,3,3,4
3.136,4,3,3,4
3.137,4,3,3,4
3.138,4,3,3,4
3.139,4,3,3,4
3.14,4,3,3,4
3.141,4,3,3,4
3.142,4,3,3,4
3.143,4,3,3,4
3.144,4,3,3,4
3.145,4,3,3,4
3.146,4,3,3,4
3.147,4,3,3,4
3.148,4,3,3,4
3.149,4,3,3,4
3.15,4,3,3,4
3.151,4,3,3,4
3.152,4,3,3,4
3.153,4,3,3,4
3.154,4,3,3,4
3.155,4,3,3,4
3.156,4,3,3,4
3.157,4,3,3,4
3.158,4,3,3,4
3.159,4,3,3,4
3.16,4,3,3,4
3.161,4,3,3,4
3.162,4,3,3,4
3.163,4,3,3,4
3.164,4,3,3,4
3.165,4,3,3,4
3.166,4,3,3,4
3.167,4,3,3,4
3.168,4,3,3,4
3.169,4,3,3,4
3.17,4,3,3,4
3.171,4,3,3,4
3.172,4,3,3,4
3.173,4,3,3,4
3.174,4,3,3,4
3.175,4,3,3,4
3.176,4,3,3,4
3.177,4,3,3,4
3.178,4,3,3,4
3.179,4,3,3,4
3.18,4,3,3,4
3.181,4,3,3,4
3.182,4,3,3,4
3.183,4,3,3,4
3.184,4,3,3,4
3.185,4,3,3,4
3.186,4,3,3,4
3.187,4,3,3,4
3.188,4,3,3,4
3.189,4,3,3,4
3.19,4,3,3,4
3.191,4,3,3,4
3.192,4,3,3,4
3.193,4,3,3,4
3.194,4,3,3,4
3.195,4,3,3,4
3.196,4,3,3,4
3.197,4,3,3,4
3.198,4,3,3,4
3.199,4,3,3,4
3.2,4,3,3,4
3.201,4,3,3,4
3.202,4,3,3,4
3.203,4,3,3,4
3.204,4,3,3,4
3.205,4,3,3,4
3.206,4,3,3,4
3.207,4,3,3,4
3.208,4,3,3,4
3.209,4,3,3,4
3.21,4,3,3,4
3.211,4,3,3,4
3.212,4,3,3,4
3.213,4,3,3,4
3.214,4,3,3,4
3.215,4,3,3,4
3.216,4,3,3,4
3.217,4,3,3,4
3.218,4,3,3,4
3.219,4,3,3,4
3.22,4,3,3,4
3.221,4,3,3,4
3.222,4,3,3,4
3.223,4,3,3,4
3.224,4,3,3,4
3.225,4,3,3,4
3.226,4,3,3,4
3.227,4,3,3,4
3.228,4,3,3,4
3.229,4,3,3,4
3.23,4,3,3,4
3.231,4,3,3,4
3.232,4,3,3,4
3.233,4,3,3,4
3.234,4,3,3,4
3.235,4,3,3,4
3.236,4,3,3,4
3.237,4,3,3,4
3.238,4,3,3,4
3.239,4,3,3,4
3.24,4,3,3,4
3.241,4,3,3,4
3.242,4,3,3,4
3.243,4,3,3,4
3.244,4,3,3,4
3.245,4,3,3,4
3.246,4,3,3,4
3.247,4,3,3,4
3.248,4,3,3,4
3.249,4,3,3,4
3.25,4,3,3,4
3.251,4,3,3,4
3.252,4,3,3,4
3.253,4,3,3,4
3.254,4,3,3,4
3.255,4,3,3,4
3.256,4,3,3,4
3.257,4,3,3,4
3.258,4,3,3,4
3.259,4,3,3,4
3.26,4,3,3,4
3.261,4,3,3,4
3.262,4,3,3,4
3.263,4,3,3,4
3.264,4,3,3,4
3.265,4,3,3,4
3.266,4,3,3,4
3.267,4,3,3,4
3.268,4,3,3,4
3.269,4,3,3,4
3.27,4,3,3,4
3.271,4,3,3,4
3.272,4,3,3,4
3.273,4,3,3,4
3.274,4,3,3,4
3.275,4,3,3,4
3.276,4,3,3,4
3.277,4,3,3,4
3.278,4,3,3,4
3.279,4,3,3,4
3.28,4,3,3,4
3.281,4,3,3,4
3.282,4,3,3,4
3.283,4,3,3,4
3.284,4,3,3,4
3.285,4,3,3,4
3.286,4,3,3,4
3.287,4,3,3,4
3.288,4,3,3,4
3.289,4,3,3,4
3.29,4,3,3,4
3.291,4,3,3,4
3.292,4,3,3,4
3.293,4,3,3,4
3.294,4,3,3,4
3.295,4,3,3,4
3.296,4,3,3,4
3.297,4,3,3,4
3.298,4,3,3,4
3.299,4,3,3,4
3.3,4,3,3,4
3.3,4,4,3,3
3.301,4,4,3,3
3.302,4,4,3,3
3.303,4,4,3,3
3.304,4,4,3,3
3.305,4,4,3,3
3.306,4,4,3,3
3.307,4,4,3,3
3.308,4,4,3,3
3.309,4,4,3,3
3.31,4,4,3,3
3.311,4,4,3,3
3.312,4,4,3,3
3.313,4,4,3,3
3.314,4,4,3,3
3.315,4,4,3,3
3.316,4,4,3,3
3.317,4,4,3,3
3.318,4,4,3,3
3.319,4,4,3,3
3.32,4,4,3,3
3.321,4,4,3,3
3.322,4,4,3,3
3.323,4,4,3,3
3.324,4,4,3,3
3.325,4,4,3,3
3.326,4,4,3,3
3.327,4,4,3,3
3.328,4,4,3,3
3.329,4,4,3,3
3.33,4,4,3,3
3.331,4,4,3,3
3.332,4,4,3,3
3.333,4,4,3,3
3.334,4,4,3,3
3.335,4,4,3,3
3.336,4,4,3,3
3.337,4,4,3,3
3.338,4,4,3,3
3.339,4,4,3,3
3.34,4,4,3,3
3.341,4,4,3,3
3.342,4,4,3,3
3.343,4,4,3,3
3.344,4,4,3,3
3.345,4,4,3,3
3.346,4,4,3,3
3.347,4,4,3,3
3.348,4,4,3,3
3.349,4,4,3,3
3.35,4,4,3,3
3.351,4,4,3,3
3.352,4,4,3,3
3.353,4,4,3,3
3.354,4,4,3,3
3.355,4,4,3,3
3.356,4,4,3,3
3.357,4,4,3,3
3.358,4,4,3,3
3.359,4,4,3,3
3.36,4,4,3,3
3.361,4,4,3,3
3.362,4,4,3,3
3.363,4,4,3,3
3.364,4,4,3,3
3.365,4,4,3,3
3.366,4,4,3,3
3.367,4,4,3,3
3.368,4,4,3,3
3.369,4,4,3,3
3.37,4,4,3,3
3.371,4,4,3,3
3.372,4,4,3,3
3.373,4,4,3,3
3.374,4,4,3,3
3.375,4,4,3,3
3.376,4,4,3,3
3.377,4,4,3,3
3.378,4,4,3,3
3.379,4,4,3,3
3.38,4,4,3,3
3.381,4,4,3,3
3.382,4,4,3,3
3.383,4,4,3,3
3.384,4,4,3,3
3.385,4,4,3,3
3.386,4,4,3,3
3.387,4,4,3,3
3.388,4,4,3,3
3.389,4,4,3,3
3.39,4,4,3,3
3.391,4,4,3,3
3.392,4,4,3,3
3.393,4,4,3,3
3.394,4,4,3,3
3.395,4,4,3,3
3.396,4,4,3,3
3.397,4,4,3,3
3.398,4,4,3,3
3.399,4,4,3,3
3.4,4,4,3,3
3.401,4,4,3,3
3.402,4,4,3,3
3.403,4,4,3,3
3.404,4,4,3,3
3.405,4,4,3,3
3.406,4,4,3,3
3.407,4,4,3,3
3.408,4,4,3,3
3.409,4,4,3,3
3.41,4,4,3,3
3.411,4,4,3,3
3.412,4,4,3,3
3.413,4,4,3,3
3.414,4,4,3,3
3.415,4,4,3,3
3.416,4,4,3,3
3.417,4,4,3,3
3.418,4,4,3,3
3.419,4,4,3,3
3.42,4,4,3,3
3.421,4,4,3,3
3.422,4,4,3,3
3.423,4,4,3,3
3.424,4,4,3,3
3.425,4,4,3,3
3.426,4,4,3,3
3.427,4,4,3,3
3.428,4,4,3,3
3.429,4,4,3,3
3.43,4,4,3,3
3.431,4,4,3,3
3.432,4,4,3,3
3.433,4,4,3,3
3.434,4,4,3,3
3.435,4,4,3,3
3.436,4,4,3,3
3.437,4,4,3,3
3.438,4,4,3,3
3.439,4,4,3,3
3.44,4,4,3,3
3.441,4,4,3,3
3.442,4,4,3,3
3.443,4,4,3,3
3.444,4,4,3,3
3.445,4,4,3,3
3.446,4,4,3,3
3.447,4,4,3,3
3.448,4,4,3,3
3.449,4,4,3,3
3.45,4,4,3,3
3.451,4,4,3,3
3.452,4,4,3,3
3.453,4,4,3,3
3.454,4,4,3,3
3.455,4,4,3,3
3.456,4,4,3,3
3.457,4,4,3,3
3.458,4,4,3,3
3.459,4,4,3,3
3.46,4,4,3,3
3.461,4,4,3,3
3.462,4,4,3,3
3.463,4,4,3,3
3.464,4,4,3,3
3.465,4,4,3,3
3.466,4,4,3,3
3.467,4,4,3,3
3.468,4,4,3,3
3.469,4,4,3,3
3.47,4,4,3,3
3.471,4,4,3,3
3.472,4,4,3,3
3.473,4,4,3,3
3.474,4,4,3,3
3.475,4,4,3,3
